,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
41,"Cridebring, Alycia",SR-4,UC Davis,16:03.90,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
42,"Goethals, Megan",SR-4,Washington,16:04.86,Mt. SAC Relays,2014-04-17,5000,W
43,"Handler, Brook",JR-3,Michigan,16:04.99,Mt. SAC Relays,2014-04-17,5000,W
44,"Caldwell, Heidi",SR-4,Brown,16:05.84,Stanford Invitational,2014-04-04,5000,W
44,"Burkard, Elena",SO-2,San Francisco,16:05.84,Stanford Invitational,2014-04-04,5000,W
46,"Hurst, Susannah",JR-3,Utah,16:06.31,Mt. SAC Relays,2014-04-17,5000,W
47,"LeHardy, Annie",JR-3,North Carolina,16:06.83,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
48,"Macumber, Cally",SR-4,Kentucky,16:07.21,Penn Relays,2014-04-24,5000,W
49,"Rapp, Sarah",JR-3,Virginia Tech,16:07.28,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
50,"McGlinchey, Meghan",SR-4,La Salle,16:07.32,Penn Relays,2014-04-24,5000,W
51,"Anderson, Elizabeth",JR-3,Vanderbilt,16:07.34,Mt. SAC Relays,2014-04-17,5000,W
52,"Winterton, Rebekah",JR-3,Utah,16:08.24,Stanford Invitational,2014-04-04,5000,W
53,"Anderson, Leigha",SO-2,Penn State,16:08.74,Stanford Invitational,2014-04-04,5000,W
54,"Roberts, Ruby",SR-4,Washington St.,16:09.02,Stanford Invitational,2014-04-04,5000,W
55,"Osika, Shannon",SO-2,Michigan,16:09.05,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
56,"Brown, Bethanie",FR-1,Iowa State,16:09.17,Stanford Invitational,2014-04-04,5000,W
57,"Sjostrom, Agnes",FR-1,SMU,16:09.28,The American Outdoor Track & Field Championships,2014-05-02,5000,W
58,"Thompson, Joanna",JR-3,North Carolina St.,16:09.74,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
59,"Nadel, Samantha",SO-2,Georgetown,16:09.76,2014 ECAC-IC4A Outdoor Championships,2014-05-16,5000,W
60,"Clark, Lindsay",SO-2,Michigan State,16:09.93,Raleigh Relays (College/University),2014-03-28,5000,W
61,"Townsend, Melanie",SO-2,Northern Arizona,16:10.30,Stanford Invitational,2014-04-04,5000,W
62,"Otwell, Julia",JR-3,Michigan State,16:10.95,Raleigh Relays (College/University),2014-03-28,5000,W
63,"Kelly, Morgan",SR-4,Harvard,16:11.05,Mt. SAC Relays,2014-04-17,5000,W
64,"Houlihan, Shelby",JR-3,Arizona State,16:11.63,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,W
65,"Pierce, Haley",FR-1,Georgetown,16:11.66,Mt. SAC Relays,2014-04-17,5000,W
66,"Melian, Christina",SO-2,Stony Brook,16:11.88,Penn Relays,2014-04-24,5000,W
67,"Blaase, Chelsea",FR-1,Tennessee,16:12.72,Raleigh Relays (College/University),2014-03-28,5000,W
68,"Henderson, Teghan",FR-1,Chattanooga,16:13.03,Stanford Invitational,2014-04-04,5000,W
69,"Walker, Hannah",JR-3,Florida State,16:13.77,Crimson Tide Invitational,2014-04-05,5000,W
70,"Fletcher, Grace",SO-2,Texas A&M,16:13.78,Stanford Invitational,2014-04-04,5000,W
71,"Hauger, Maria",FR-1,Virginia,16:14.18,Raleigh Relays (College/University),2014-03-28,5000,W
72,"Williams, Caroline",SR-4,Columbia,16:14.20,Stanford Invitational,2014-04-04,5000,W
73,"Chojnacky, Mackenzie",JR-3,Toledo,16:15.35,Jesse Owens Track Classic,2014-04-18,5000,W
74,"Jameson, Tara",JR-3,Iona,16:15.41,Virginia Challenge,2014-05-09,5000,W
75,"Bottorff, Juliet",SR-4,Duke,16:15.82,ACC Outdoor Track & Field Championships,2014-04-17,5000,W
76,"Nun, Melanie",FR-1,Colorado,16:17.14,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
77,"Terry, Patricia",SR-4,TCU,16:17.57,2014 Drake Relays presented by Hy-Vee,2014-04-23,5000,W
78,"Moriello, Rosa",JR-3,Boston U.,16:18.08,2014 ECAC-IC4A Outdoor Championships,2014-05-16,5000,W
79,"Schmaedick, Maggie",FR-1,Oregon,16:18.24,Oregon Relays,2014-04-17,5000,W
80,"Berge, Frida",FR-1,Oregon,16:18.38,Oregon Relays,2014-04-17,5000,W
81,"Wiersma, Alexis",FR-1,Michigan State,16:18.85,Larry Ellis Invitational,2014-04-16,5000,W
82,"Mickle, Olivia",SR-4,Texas,16:18.91,Penn Relays,2014-04-24,5000,W
83,"Kibet, Elvin",JR-3,Arizona,16:19.14,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,W
84,"Bluske, Samantha",SR-4,Iowa State,16:19.18,Stanford Invitational,2014-04-04,5000,W
85,"Shanahan, Danielle",FR-1,Loyola Marymount,16:19.73,2014 West Coast Last Chance,2014-05-10,5000,W
86,"Graham-Zamudio, Grace",JR-3,Loyola Marymount,16:19.82,West Coast Invitational,2014-05-15,5000,W
87,"Tullis, Brooke",JR-3,Toledo,16:19.86,Raleigh Relays (College/University),2014-03-28,5000,W
88,"Blaney, Anne-Marie",SO-2,UCF,16:20.22,The American Outdoor Track & Field Championships,2014-05-02,5000,W
89,"Richardson, Margo",SR-4,Saint Louis,16:20.27,Stanford Invitational,2014-04-04,5000,W
90,"Ginther, Samantha",SR-4,Indiana,16:20.37,Big Ten Outdoor Track & Field Championships,2014-05-16,5000,W
91,"Kroll, Sara",JR-3,Michigan State,16:20.51,Raleigh Relays (College/University),2014-03-28,5000,W
92,"Becker, Natalie",SR-4,Kansas,16:20.80,Stanford Invitational,2014-04-04,5000,W
93,"Kiser, Hannah",JR-3,Idaho,16:21.29,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
94,"Davidson, Madeleine",JR-3,Boston College,16:21.49,Penn Relays,2014-04-24,5000,W
95,"Flanagan, Lindsay",SR-4,Washington,16:21.98,Mt. SAC Relays,2014-04-17,5000,W
96,"Fakler, Sarah",FR-1,Virginia,16:22.19,Raleigh Relays (College/University),2014-03-28,5000,W
97,"Lystad, Tansey",SO-2,Portland,16:22.46,Mt. SAC Relays,2014-04-17,5000,W
98,"Fraser, Vanessa",FR-1,Stanford,16:22.64,Payton Jordan Cardinal Invitational,2014-05-04,5000,W
99,"Sachtleben, Bethany",JR-3,George Mason,16:23.76,Larry Ellis Invitational,2014-04-16,5000,W
100,"Schneider, Rachel",SR-4,Georgetown,16:23.87,Stanford Invitational,2014-04-04,5000,W
1,"Kelati, Weini",SO-2,New Mexico,15:23.46,Bryan Clay Invitational,2019-04-17,5000,W
2,"Stoner, Paige",SR-4,Syracuse,15:28.47,Payton Jordan Invitational,2019-05-02,5000,W
3,"Cohen, Adva",SO-2,New Mexico,15:31.01,Bryan Clay Invitational,2019-04-17,5000,W
4,"Kurgat, Ednah",SR-4,New Mexico,15:32.70,Payton Jordan Invitational,2019-05-02,5000,W
5,"Hull, Jessica",JR-3,Oregon,15:34.93,Stanford Invitational,2019-03-29,5000,W
6,"Birk, Erica",JR-3,BYU,15:38.12,Stanford Invitational,2019-03-29,5000,W
7,"Werner, Taylor",SO-2,Arkansas,15:38.51,Payton Jordan Invitational,2019-05-02,5000,W
8,"Cardama Baez, Carmela",JR-3,Oregon,15:38.77,Payton Jordan Invitational,2019-05-02,5000,W
9,"O'Keeffe, Fiona",JR-3,Stanford,15:38.88,Payton Jordan Invitational,2019-05-02,5000,W
10,"Logue, Cailie",SO-2,Iowa State,15:40.33,Stanford Invitational,2019-03-29,5000,W
11,"Batt-Doyle, Isobel",SR-4,Washington,15:41.36,Payton Jordan Invitational,2019-05-02,5000,W
12,"Drop, Jessica",JR-3,Georgia,15:41.53,Mt. SAC Relays,2019-04-18,5000,W
13,"Feeny, Sarah",JR-3,Utah,15:41.81,Stanford Invitational,2019-03-29,5000,W
14,"Gregory, Lauren",FR-1,Arkansas,15:42.45,Bryan Clay Invitational,2019-04-17,5000,W
15,"Morley, Makena",JR-3,Colorado,15:43.37,Stanford Invitational,2019-03-29,5000,W
16,"Carnahan, Savannah",JR-3,Furman,15:45.10,Cardinal Classic,2019-04-19,5000,W
17,"Ostrander, Allie",JR-3,Boise State,15:45.66,Mountain West Outdoor Track & Field Championship,2019-05-08,5000,W
18,"Hasz, Bethany",SO-2,Minnesota,15:45.72,Stanford Invitational,2019-03-29,5000,W
19,"Mircheva, Militsa",SR-4,Florida State,15:45.97,Bryan Clay Invitational,2019-04-17,5000,W
20,"Nickerson, Angie",SR-4,Southern Utah,15:46.02,Payton Jordan Invitational,2019-05-02,5000,W
21,"Norris, Josette",SR-4,Georgetown,15:46.75,Stanford Invitational,2019-03-29,5000,W
22,"O'Brien, Clare",JR-3,Boise State,15:48.56,Stanford Invitational,2019-03-29,5000,W
23,"Lawson, Jessica",SO-2,Stanford,15:50.70,Cardinal Classic,2019-04-19,5000,W
24,"Alcorta, Caroline",SR-4,Villanova,15:51.13,BIG EAST Outdoor Track & Field Championships,2019-05-10,5000,W
25,"Steelman , Hannah",SO-2,Wofford,15:52.68,Gamecock Invitational Outdoor,2019-04-13,5000,W
26,"Viljoen, Carina",JR-3,Arkansas,15:54.02,Stanford Invitational,2019-03-29,5000,W
27,"Receveur, Katherine",SR-4,Indiana,15:54.78,Stanford Invitational,2019-03-29,5000,W
28,"Jones, Dani",JR-3,Colorado,15:54.86,2019 Pac-12 Track & Field Championships,2019-05-04,5000,W
29,"LaRocco, Lauren",SR-4,Portland,15:55.60,Payton Jordan Invitational,2019-05-02,5000,W
30,"Gitahi, Esther",JR-3,Alabama,15:56.03,SEC Outdoor Track & Field Championships,2019-05-09,5000,W
31,"Nichols, Abby",SO-2,Ohio State,15:56.52,Big Ten Championships,2019-05-10,5000,W
32,"Davis, Amy",JR-3,Wisconsin,15:56.86,Big Ten Championships,2019-05-10,5000,W
33,"Hasz, Megan",SO-2,Minnesota,15:58.85,Duke Invitational,2019-04-19,5000,W
34,"Welsh, Athena",JR-3,Toledo,15:58.95,Raleigh Relays,2019-03-29,5000,W
35,"Allen, Margaret",SR-4,Indiana,15:59.02,Big Ten Championships,2019-05-10,5000,W
36,"Benner, Kaitlyn",SR-4,Colorado,15:59.19,Cardinal Classic,2019-04-19,5000,W
37,"McDonald, Erin",SR-4,Michigan State,15:59.37,Raleigh Relays,2019-03-29,5000,W
38,"Martin, Emily",JR-3,New Mexico,15:59.80,Stanford Invitational,2019-03-29,5000,W
39,"McNulty, Abbie",SR-4,Stanford,15:59.96,Payton Jordan Invitational,2019-05-02,5000,W
40,"Paternain, Julia",FR-1,Penn State,16:00.10,Virginia Challenge,2019-04-19,5000,W
41,"Herberg, Haley",FR-1,Oklahoma,16:00.29,Bob Larsen Distance Carnival,2019-03-29,5000,W
42,"Clark, Devin",JR-3,Arkansas,16:00.92,Bryan Clay Invitational,2019-04-17,5000,W
43,"Gaughan, Jacqueline",FR-1,Notre Dame,16:01.62,Virginia Challenge,2019-04-19,5000,W
44,"Sorensen, Shaelyn",SR-4,Wisconsin,16:02.17,Big Ten Championships,2019-05-10,5000,W
45,"Smith, Jaci",SR-4,Air Force,16:02.24,Mountain West Outdoor Track & Field Championship,2019-05-08,5000,W
46,"Tertsch, Lisa",SO-2,Harvard,16:03.15,125th Penn Relays,2019-04-25,5000,W
47,"Brewis, Lindsey",SR-4,Loyola (Ill.),16:03.38,Bryan Clay Invitational,2019-04-17,5000,W
48,"Pascoe, Jessica",JR-3,Florida,16:03.96,SEC Outdoor Track & Field Championships,2019-05-09,5000,W
49,"Clairmonte, Dominique",SO-2,North Carolina St.,16:04.68,Virginia Challenge,2019-04-19,5000,W
50,"Miller, Hannah",JR-3,SMU,16:04.82,Bryan Clay Invitational,2019-04-17,5000,W
51,"Roberts, Aubrey",JR-3,Northwestern,16:05.26,2019 Oxy Invitational (College/University),2019-05-11,5000,W
52,"Hamlin, Emily",SR-4,Washington,16:05.31,Stanford Invitational,2019-03-29,5000,W
53,"Ozanne-Jaques, Clio",SO-2,Ole Miss,16:05.55,Mt. SAC Relays,2019-04-18,5000,W
54,"Bonner, Rachel",SO-2,Syracuse,16:05.68,Stanford Invitational,2019-03-29,5000,W
55,"Hays, Alexandra",SO-2,Columbia,16:06.00,Stanford Invitational,2019-03-29,5000,W
56,"Reinhardt, Hannah",JR-3,Albany,16:06.02,Stanford Invitational,2019-03-29,5000,W
57,"Halvorsen, Samantha",SO-2,Wake Forest,16:06.17,Virginia Challenge,2019-04-19,5000,W
58,"Kimeli, Joyce",SO-2,Auburn,16:06.50,SEC Outdoor Track & Field Championships,2019-05-09,5000,W
59,"Kigen, Brenda",JR-3,Auburn,16:06.88,SEC Outdoor Track & Field Championships,2019-05-09,5000,W
60,"Wheeler, Abbey",JR-3,Providence,16:07.01,125th Penn Relays,2019-04-25,5000,W
61,"DaDamio, Rachel",JR-3,Notre Dame,16:07.37,ACC Championships,2019-05-09,5000,W
62,"Rainsberger, Katie",JR-3,Washington,16:07.43,2019 Pac-12 Track & Field Championships,2019-05-04,5000,W
63,"Tank, Poppy",JR-3,Utah,16:07.55,Stanford Invitational,2019-03-29,5000,W
64,"Pyzik, Weronika",SR-4,Oregon,16:07.88,2019 Pac-12 Track & Field Championships,2019-05-04,5000,W
65,"Morenaite, Egle",SO-2,Iona,16:07.97,Raleigh Relays,2019-03-29,5000,W
66,"Meyers, Sydney",SR-4,Eastern Michigan,16:08.63,Bryan Clay Invitational,2019-04-17,5000,W
67,"Dickinson, Laura",SO-2,Syracuse,16:08.66,ACC Championships,2019-05-09,5000,W
68,"Freix, Sara",JR-3,Virginia Tech,16:09.02,Duke Invitational,2019-04-19,5000,W
69,"Constien, Val",SR-4,Colorado,16:09.11,2019 Pac-12 Track & Field Championships,2019-05-04,5000,W
70,"Monson, Alicia",JR-3,Wisconsin,16:09.35,Big Ten Championships,2019-05-10,5000,W
71,"Wayment, Courtney",SO-2,BYU,16:09.44,Stanford Invitational,2019-03-29,5000,W
72,"Reed, Maddy",JR-3,Arkansas,16:09.61,Bryan Clay Invitational,2019-04-17,5000,W
73,"Finn, Erin",SR-4,Michigan,16:09.94,Cardinal Classic,2019-04-19,5000,W
74,"O'Shea, Moira",SO-2,Penn State,16:11.46,Raleigh Relays,2019-03-29,5000,W
75,"Herndon, Hana",SO-2,Georgia Tech,16:12.03,125th Penn Relays,2019-04-25,5000,W
76,"Jennings, Gabrielle",JR-3,Furman,16:12.15,Tennessee Relays,2019-04-11,5000,W
77,"Gehrich, Amanda",JR-3,Oregon,16:12.65,Cardinal Classic,2019-04-19,5000,W
78,"Sickler, Lindsey",SR-4,Nevada,16:13.30,Cardinal Classic,2019-04-19,5000,W
79,"Wasike, Dorcas",SO-2,Louisville,16:13.59,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,5000,W
80,"Ejore, Susan",SR-4,Oregon,16:13.92,2019 Pac-12 Track & Field Championships,2019-05-04,5000,W
81,"Anderson, Kelby",FR-1,North Dakota State,16:14.04,Mt. SAC Relays,2019-04-18,5000,W
82,"Oakes, Jordan",SO-2,Stanford,16:14.13,Cardinal Classic,2019-04-19,5000,W
83,"Harris, Jessica",SR-4,Notre Dame,16:14.47,ACC Championships,2019-05-09,5000,W
84,"Johnson, India",FR-1,Michigan State,16:14.81,Virginia Challenge,2019-04-19,5000,W
85,"Funderburk, Elizabeth",FR-1,Florida State,16:14.82,Bryan Clay Invitational,2019-04-17,5000,W
86,"Mareno, Nevada",SO-2,North Carolina St.,16:14.83,Raleigh Relays,2019-03-29,5000,W
87,"Scholl, Tabor",JR-3,Colorado,16:14.84,Stanford Invitational,2019-03-29,5000,W
88,"Dodge, Jenica",SR-4,Idaho State,16:15.15,Mt. SAC Relays,2019-04-18,5000,W
89,"Stevenson, Julia",JR-3,Dartmouth,16:15.57,Virginia Challenge,2019-04-19,5000,W
90,"Baragar-Petrash, Jennie",JR-3,Arizona,16:15.68,Mt. SAC Relays,2019-04-18,5000,W
91,"Adler, Erika",FR-1,UCLA,16:16.22,Bob Larsen Distance Carnival,2019-03-29,5000,W
92,"Fegans, Nicole",SO-2,Georgia Tech,16:16.28,Raleigh Relays,2019-03-29,5000,W
93,"West, Anna",JR-3,Michigan,16:16.33,Stanford Invitational,2019-03-29,5000,W
94,"Prouse, Charlotte",JR-3,New Mexico,16:16.42,Bryan Clay Invitational,2019-04-17,5000,W
95,"Reinhart, Michaela",SO-2,Duke,16:17.01,Duke Invitational,2019-04-19,5000,W
96,"Niggemann, Alissa",SO-2,Wisconsin,16:17.13,Big Ten Championships,2019-05-10,5000,W
97,"Mettler, Maria",SO-2,Air Force,16:17.17,Stanford Invitational,2019-03-29,5000,W
98,"House, Kathryn",SO-2,Michigan,16:17.51,Cardinal Classic,2019-04-19,5000,W
99,"Forsyth, Anne",FR-1,Michigan,16:17.81,Cardinal Classic,2019-04-19,5000,W
100,"Gregoire, Erin",SR-4,Columbia,16:17.98,Stanford Invitational,2019-03-29,5000,W
1,"Scott, Dominique",SR-4,Arkansas,15:25.10,Stanford Invitational,2016-04-01,5000,W
2,"Thackery, Calli",JR-3,New Mexico,15:37.44,Payton Jordan Invitational,2016-05-01,5000,W
3,"Teschuk, Erin",SR-4,North Dakota State,15:41.35,Mt. SAC Relays,2016-04-14,5000,W
4,"Fraser, Vanessa",JR-3,Stanford,15:41.64,Payton Jordan Invitational,2016-05-01,5000,W
5,"Westphal, Liv",SR-4,Boston College,15:44.28,Stanford Invitational,2016-04-01,5000,W
6,"Kurgat, Ednah",SO-2,Liberty,15:48.63,Mt. SAC Relays,2016-04-14,5000,W
7,"Cranny, Elise",SO-2,Stanford,15:49.27,Payton Jordan Invitational,2016-05-01,5000,W
8,"Coogan, Katrina",SR-4,Georgetown,15:50.51,Virginia Challenge,2016-04-22,5000,W
9,"Knight, Katie",JR-3,Washington,15:52.70,Payton Jordan Invitational,2016-05-01,5000,W
10,"Knights, Bethan",SO-2,California,15:52.91,Stanford Invitational,2016-04-01,5000,W
11,"Wiersma, Alexis",JR-3,Michigan State,15:53.58,Virginia Challenge,2016-04-22,5000,W
12,"Peloquin, Brenna",FR-1,Boise State,15:55.43,Stanford Invitational,2016-04-01,5000,W
13,"Benner, Kaitlyn",SO-2,Colorado,15:56.52,Stanford Invitational,2016-04-01,5000,W
14,"Schweizer, Karissa",SO-2,Missouri,15:58.09,Mt. SAC Relays,2016-04-14,5000,W
15,"LaRocco, Lauren",SO-2,Portland,15:58.31,2016 Oxy Invitational (College/University),2016-05-07,5000,W
16,"Bogdanova, Alsu",JR-3,Eastern Michigan,15:58.61,Stanford Invitational,2016-04-01,5000,W
17,"Shanahan, Danielle",JR-3,Loyola Marymount,15:58.79,Mt. SAC Relays,2016-04-14,5000,W
18,"Raines, Sandie",JR-3,Texas,15:59.58,Stanford Invitational,2016-04-01,5000,W
19,"Grabill, Molly",SR-4,Oregon,16:00.01,Payton Jordan Invitational,2016-05-01,5000,W
20,"Kamilos, Jessica",SR-4,Arkansas,16:00.04,Mt. SAC Relays,2016-04-14,5000,W
21,"Cash, Alli",JR-3,Oregon,16:00.90,Stanford Invitational,2016-04-01,5000,W
22,"Wright, Alice",JR-3,New Mexico,16:01.67,Stanford Invitational,2016-04-01,5000,W
23,"Nadel, Samantha",JR-3,Georgetown,16:02.06,Stanford Invitational,2016-04-01,5000,W
24,"Dybedokken, Aurora",SO-2,Oklahoma State,16:03.72,Stanford Invitational,2016-04-01,5000,W
25,"Prouse, Charlotte",FR-1,Washington,16:03.80,Stanford Invitational,2016-04-01,5000,W
26,"de La Bruyere, Emily",SR-4,Princeton,16:04.19,Stanford Invitational,2016-04-01,5000,W
27,"Batt-Doyle, Isobel",SO-2,Washington,16:04.79,Stanford Invitational,2016-04-01,5000,W
28,"Schwanz, Annemarie",JR-3,Fresno State,16:05.58,Stanford Invitational,2016-04-01,5000,W
29,"Taylor, Charlotte",JR-3,San Francisco,16:05.88,Stanford Twilight,2016-04-22,5000,W
30,"Forsey, Jillian",SO-2,West Virginia,16:05.89,Stanford Invitational,2016-04-01,5000,W
31,"Barrett, Tessa",FR-1,Penn State,16:06.19,Pepsi Invitational,2016-04-09,5000,W
32,"Huston, Emma",SR-4,Drake,16:06.55,Stanford Invitational,2016-04-01,5000,W
33,"Reina, Valerie",JR-3,Arkansas,16:06.66,Stanford Invitational,2016-04-01,5000,W
34,"Rocha, Catarina",SO-2,Providence,16:07.33,Ocean State Invitational,2016-04-15,5000,W
35,"Blaney, Anne-Marie",JR-3,UCF,16:07.37,Jesse Owens Track & Field Classic - Ohio State University,2016-04-22,5000,W
36,"Tubbs, Taylor",SO-2,Florida,16:07.55,Penn Relays,2016-04-28,5000,W
37,"Sereno, Gina",JR-3,Michigan,16:08.42,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,5000,W
38,"Montgomery, Ashley",JR-3,Penn,16:08.64,Stanford Invitational,2016-04-01,5000,W
39,"Boyd, Cleo",JR-3,Virginia,16:09.23,Virginia Challenge,2016-04-22,5000,W
40,"Katz, Danielle",JR-3,Stanford,16:09.45,Stanford Invitational,2016-04-01,5000,W
41,"Schulist, Rachele",SR-4,Michigan State,16:10.33,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,5000,W
42,"Valentine, Vanessa",SR-4,Vanderbilt,16:10.52,Stanford Invitational,2016-04-01,5000,W
43,"Gomez, Kinsey",SR-4,Idaho,16:11.17,Payton Jordan Invitational,2016-05-01,5000,W
44,"Lembo, Katie",SO-2,Providence,16:11.53,Ocean State Invitational,2016-04-15,5000,W
45,"Buchalski, Allie",SO-2,Furman,16:11.71,Raleigh Relays,2016-03-25,5000,W
46,"Rome, Regan",SO-2,William and Mary,16:12.82,2016 Colonial Relays,2016-03-31,5000,W
47,"Wittman, Hannah",SR-4,Belmont,16:13.06,Raleigh Relays,2016-03-25,5000,W
48,"Blaase, Chelsea",JR-3,Tennessee,16:13.22,Penn Relays,2016-04-28,5000,W
49,"Clark, Erin",SO-2,Colorado,16:13.46,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,W
50,"Bilo, Peyton",FR-1,Cal Poly,16:13.55,Stanford Invitational,2016-04-01,5000,W
51,"Pelletier, Alexa",SO-2,Notre Dame,16:13.96,Stanford Invitational,2016-04-01,5000,W
52,"Eder, Veronica",JR-3,Auburn,16:14.32,War Eagle Invitational,2016-04-22,5000,W
53,"Whiting, Cleo",JR-3,Penn,16:14.35,Stanford Invitational,2016-04-01,5000,W
54,"Fernandez, Blanca",SR-4,Temple,16:14.62,The American Outdoor Track & Field Championships,2016-05-12,5000,W
55,"Ockenden, Verity",SR-4,Lamar,16:14.81,Stanford Invitational,2016-04-01,5000,W
56,"McDermitt, Jordann",SO-2,Eastern Michigan,16:14.89,Mt. SAC Relays,2016-04-14,5000,W
57,"Clark, Devin",FR-1,Arkansas,16:15.09,Mt. SAC Relays,2016-04-14,5000,W
58,"Caldwell, Mackenzie",SO-2,Colorado,16:15.12,Stanford Invitational,2016-04-01,5000,W
59,"Montoya, Maggie",JR-3,Baylor,16:15.55,Stanford Invitational,2016-04-01,5000,W
60,"Anzalone, Gabi",SR-4,Wisconsin,16:15.73,Stanford Twilight,2016-04-22,5000,W
61,"Pratt, Olivia",JR-3,Butler,16:16.01,Payton Jordan Invitational,2016-05-01,5000,W
62,"Cuffe, Aisling",SR-4,Stanford,16:16.02,Stanford Twilight,2016-04-22,5000,W
