,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
1,"Stapleton-Johnson, Andrea",SR-4,BYU,1.89m,"6' 2.25""",2019 BYU Cougar Invitational,2019-05-09,HJ,W
2,"Greene, Nicole",JR-3,North Carolina,1.88m,"6' 2""",ACC Championships,2019-05-09,HJ,W
2,"Teran, Karla",JR-3,Arizona,1.88m,"6' 2""",2019 Pac-12 Track & Field Championships,2019-05-04,HJ,W
4,"Gittens, Tyra",SO-2,Texas A&M,1.87m,"6' 1.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
5,"Willis, Zarriea",SR-4,Texas Tech,1.85m,"6' 0.75""",Michael Johnson Invitational,2019-04-19,HJ,W
5,"Cutliff, Clarissa",SR-4,FIU,1.85m,"6' 0.75""",UCF Knights Invite,2019-03-22,HJ,W
5,"Hanson, Sashane",SR-4,Texas A&M-CC,1.85m,"6' 0.75""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
5,"Beattie, Erinn",SR-4,UC Davis,1.85m,"6' 0.75""",Bryan Clay Invitational,2019-04-17,HJ,W
9,"Fagan, Madeline",SR-4,Georgia,1.83m,"6' 0""",Mt. SAC Relays,2019-04-18,HJ,W
9,"Boss, Logan",SR-4,Miss State,1.83m,"6' 0""",Crimson Tide Invitational,2019-04-11,HJ,W
11,"Malizia, Anna Peyton",SR-4,Penn,1.82m,"5' 11.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
11,"Ekholm, Ellen",JR-3,Kentucky,1.82m,"5' 11.5""",SEC Outdoor Track & Field Championships,2019-05-09,HJ,W
11,"Barnes, Sanaa",FR-1,Villanova,1.82m,"5' 11.5""",125th Penn Relays,2019-04-25,HJ,W
11,"Anderson, Rylee",FR-1,Kansas,1.82m,"5' 11.5""",National Relay Championships,2019-04-26,HJ,W
11,"Isenbarger, Katherine",FR-1,Western Kentucky,1.82m,"5' 11.5""",Conference USA Outdoor Championships,2019-05-09,HJ,W
16,"O'Donoghue, Abigail",SO-2,LSU,1.81m,"5' 11.25""",LSU Alumni Gold,2019-04-20,HJ,W
16,"Burns-Moore, Saida",SR-4,Memphis,1.81m,"5' 11.25""",Memphis Tiger invitational,2019-04-26,HJ,W
16,"Ader, Nicola",SO-2,Nevada,1.81m,"5' 11.25""",Mountain West Challenge,2019-04-05,HJ,W
16,"Hinkle, Carly",SO-2,Kentucky,1.81m,"5' 11.25""",Vanderbilt Black & Gold Invitational,2019-03-22,HJ,W
16,"Hamm, Iesha",SO-2,Cal St. Fullerton,1.81m,"5' 11.25""",Big West Outdoor Track & Field Championships,2019-05-10,HJ,W
16,"Dominguez, Candice",SR-4,Nebraska,1.81m,"5' 11.25""",Corky/Crofoot Shootout,2019-04-26,HJ,W
22,"Gibson, Clare",SO-2,Kansas State,1.80m,"5' 10.75""",Michael Johnson Invitational,2019-04-19,HJ,W
22,"Kwarteng, Abigail",JR-3,Alabama,1.80m,"5' 10.75""",Crimson Tide Invitational,2019-04-11,HJ,W
22,"Hibbard, Anika",SR-4,Albany,1.80m,"5' 10.75""",2019 Bobbi Palma UAlbany Spring Classic,2019-04-18,HJ,W
22,"Matocha, Kirby",SO-2,Texas A&M,1.80m,"5' 10.75""",Roadrunner Invitational,2019-03-21,HJ,W
22,"Palmer, Bria",SR-4,Long Beach St.,1.80m,"5' 10.75""",Beach Invitational,2019-04-19,HJ,W
22,"Brown, Aisha",SO-2,Temple,1.80m,"5' 10.75""",The American Outdoor Track & Field Championships,2019-05-10,HJ,W
22,"Johnson, Lindsey",SR-4,Weber State,1.80m,"5' 10.75""",Big Sky Outdoor Track & Field Championships,2019-05-08,HJ,W
22,"Harmon-Thomas, Alexa",SR-4,USC,1.80m,"5' 10.75""",Mt. SAC Relays,2019-04-18,HJ,W
30,"Henry, Alexus",SR-4,UT-Arlington,1.79m,"5' 10.5""",2019 UTA Bobby Lane Invitational,2019-03-22,HJ,W
30,"Reichenbach, Rachel",SR-4,Stanford,1.79m,"5' 10.5""",National Relay Championships,2019-04-26,HJ,W
30,"Destin, Stacey",SR-4,Alabama,1.79m,"5' 10.5""",War Eagle Invitational 2019,2019-04-19,HJ,W
30,"DiPietro, Ellen",SR-4,Michigan State,1.79m,"5' 10.5""",Raleigh Relays,2019-03-29,HJ,W
30,"Berge, Emilie",JR-3,South Alabama,1.79m,"5' 10.5""",2019 South Alabama Invitational,2019-03-22,HJ,W
30,"Matheny, Alyssa",SO-2,Kent State,1.79m,"5' 10.5""",Raleigh Relays,2019-03-29,HJ,W
30,"Suse, Paige",SR-4,Northeastern,1.79m,"5' 10.5""",CAA Outdoor Track and Field Championships,2019-05-03,HJ,W
30,"Brown, LaJarvia",JR-3,Texas A&M,1.79m,"5' 10.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
38,"Morrison, Quamecha",SR-4,Bethune-Cookman,1.78m,"5' 10""",MEAC Outdoor Track & Field Championships,2019-05-02,HJ,W
38,"Smith, Kameesha",SO-2,Illinois State,1.78m,"5' 10""",Pacesetter Sports Invitational,2019-04-19,HJ,W
38,"Famous, Sakari",FR-1,Georgia,1.78m,"5' 10""",Torrin Lawrence Memorial,2019-04-26,HJ,W
38,"Rogombe, Rhonda",JR-3,Rutgers,1.78m,"5' 10""",Florida Relays,2019-03-28,HJ,W
38,"Forrester, Annastacia",JR-3,Western Kentucky,1.78m,"5' 10""",Hilltopper Relays 2019,2019-04-05,HJ,W
38,"Swan, Olivia",SR-4,South Alabama,1.78m,"5' 10""",Samford Alabama Track Challenge 2019,2019-04-11,HJ,W
44,"Reaugh, Falyn",SO-2,Oklahoma,1.77m,"5' 9.75""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
44,"Lefebvre-Oatis, Mikella",JR-3,Maryland,1.77m,"5' 9.75""",North Florida Spring Break Invitational,2019-03-21,HJ,W
44,"Griffin, Frankie",SO-2,UL-Lafayette,1.77m,"5' 9.75""",Louisiana Classics,2019-03-15,HJ,W
44,"Van Meeteren, Paige",JR-3,Weber State,1.77m,"5' 9.75""",Big Sky Outdoor Track & Field Championships,2019-05-08,HJ,W
44,"Bailey, Nekiesha",SR-4,Prairie View,1.77m,"5' 9.75""",J Fred Duckett Twilight Meet,2019-04-20,HJ,W
44,"Roberts, Khemani",SR-4,Tennessee Tech,1.77m,"5' 9.75""",Virginia Challenge,2019-04-19,HJ,W
44,"Sapp, Sidney",FR-1,Wichita State,1.77m,"5' 9.75""",The American Outdoor Track & Field Championships,2019-05-10,HJ,W
44,"Ramos, Diana",FR-1,Arizona,1.77m,"5' 9.75""",2019 Desert Heat Classic,2019-04-27,HJ,W
44,"Porpaczy, Alexa",FR-1,Arizona,1.77m,"5' 9.75""",2019 Desert Heat Classic,2019-04-27,HJ,W
44,"Garman, Maria",SR-4,Dartmouth,1.77m,"5' 9.75""",North Florida Spring Break Invitational,2019-03-21,HJ,W
54,"Smith, Grace",SR-4,Cornell,1.76m,"5' 9.25""",Ivy League Outdoor Track & Field Championships,2019-05-04,HJ,W
54,"Becker, Grace",JR-3,William and Mary,1.76m,"5' 9.25""",CAA Outdoor Track and Field Championships,2019-05-03,HJ,W
54,"Tarvide, Julija",JR-3,Kennesaw State,1.76m,"5' 9.25""",Don McGarey Invitational Track and Field Invitational,2019-04-26,HJ,W
54,"Miller, Alyssa",FR-1,Baylor,1.76m,"5' 9.25""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
54,"Jordan, Natosha",JR-3,Auburn,1.76m,"5' 9.25""",War Eagle Invitational 2019,2019-04-19,HJ,W
54,"Christensen, Jennifer",SR-4,Utah State,1.76m,"5' 9.25""",2019 BYU Robison Invitational,2019-04-25,HJ,W
54,"Paul, Carly",SR-4,Brown,1.76m,"5' 9.25""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,HJ,W
54,"Walker, Kaitlyn",SR-4,LSU,1.76m,"5' 9.25""",LSU Battle on the Bayou,2019-04-06,HJ,W
54,"Purcell, Hope",FR-1,Indiana,1.76m,"5' 9.25""",2019 Billy Hayes Invitational,2019-05-03,HJ,W
54,"Lorenzo, Marguerite",SO-2,Cornell,1.76m,"5' 9.25""",Ivy League Outdoor Track & Field Championships,2019-05-04,HJ,W
54,"Mirkes, Lindsey",SO-2,Marquette,1.76m,"5' 9.25""",Wisconsin Alumni Classic,2019-05-03,HJ,W
54,"Simmons, Tria",SR-4,Iowa,1.76m,"5' 9.25""",Florida Relays,2019-03-28,HJ,W
54,"Ramacher, Ashley",SO-2,Minnesota,1.76m,"5' 9.25""",Tommie Twilight,2019-05-01,HJ,W
54,"Parks, Alexa",SO-2,Penn State,1.76m,"5' 9.25""",LSU Battle on the Bayou,2019-04-06,HJ,W
54,"Stoffel, Victoria",SR-4,Albany,1.76m,"5' 9.25""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,HJ,W
54,"Smith, J'Alyiea",FR-1,Arkansas,1.76m,"5' 9.25""",Arkansas Twilight,2019-05-03,HJ,W
54,"Kieffer-Wright, Claire",SR-4,Michigan,1.76m,"5' 9.25""",Stanford Invitational,2019-03-29,HJ,W
71,"Daniel, Skyler",SR-4,Auburn,1.75m,"5' 8.75""",Torrin Lawrence Memorial,2019-04-26,HJ,W
71,"Campbell, Courteney",SO-2,Rutgers,1.75m,"5' 8.75""",USF Bulls Invitational,2019-03-22,HJ,W
71,"Fields, Jordan",SO-2,South Carolina,1.75m,"5' 8.75""",Spec Towns Invitational,2019-04-05,HJ,W
71,"Zatta, Alexis",SO-2,Purdue,1.75m,"5' 8.75""",Louisville Invitational,2019-04-12,HJ,W
71,"Klyuchnikova, Varvara",SR-4,Fresno State,1.75m,"5' 8.75""",UNLV Invitational and Sheila Tarr Multis,2019-03-14,HJ,W
71,"Ash, Alivia",SO-2,Louisville,1.75m,"5' 8.75""",Houston Spring Break Invitational,2019-03-14,HJ,W
71,"Lane, Sydney",FR-1,Arkansas State,1.75m,"5' 8.75""",Spec Towns Invitational,2019-04-05,HJ,W
71,"Lawrence, Caroline",SO-2,Auburn,1.75m,"5' 8.75""",Torrin Lawrence Memorial,2019-04-26,HJ,W
71,"McKenzie, Shanae",SR-4,Kansas State,1.75m,"5' 8.75""",40th Sun Angel Track Classic,2019-04-05,HJ,W
71,"Atherley, Michelle",JR-3,Miami (Fla.),1.75m,"5' 8.75""",Miami Hurricane Alumni Invitational,2019-04-12,HJ,W
71,"Harris, Jada",JR-3,UMass Amherst,1.75m,"5' 8.75""",Atlantic 10 Outdoor Track & Field Championships,2019-05-04,HJ,W
71,"Falco, Talia",SR-4,Kent State,1.75m,"5' 8.75""",UF Tom Jones Memorial,2019-04-26,HJ,W
71,"Shirley, Lindsay",JR-3,BYU,1.75m,"5' 8.75""",UNLV Invitational and Sheila Tarr Multis,2019-03-14,HJ,W
71,"Nwofor, Emma",JR-3,Arkansas State,1.75m,"5' 8.75""",Memphis Tiger invitational,2019-04-26,HJ,W
71,"Zamzow, Ashtin",SR-4,Texas,1.75m,"5' 8.75""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,HJ,W
71,"McGrath, McKenna",SR-4,Northern Colorado,1.75m,"5' 8.75""",2019 Tom Benich Invite,2019-03-30,HJ,W
71,"Johnson, Quintella",SO-2,Texas Southern,1.75m,"5' 8.75""",2019 SWAC Outdoor T&F Championships,2019-05-03,HJ,W
71,"Lantrip, Aubrianna",JR-3,Iowa,1.75m,"5' 8.75""",Mt. SAC Relays,2019-04-18,HJ,W
71,"Eisenbeisz, Addison",FR-1,South Dakota St.,1.75m,"5' 8.75""",USD Twilight,2019-04-23,HJ,W
71,"Maczuga, Kayla",JR-3,Florida State,1.75m,"5' 8.75""",UF Tom Jones Memorial,2019-04-26,HJ,W
71,"Carmouche, Imani",SO-2,South Florida,1.75m,"5' 8.75""",USF Bulls Invitational,2019-03-22,HJ,W
71,"Omoregie, Eleonora",JR-3,Florida State,1.75m,"5' 8.75""",Crimson Tide Invitational,2019-04-11,HJ,W
71,"Wingeleth, Ann",JR-3,Oregon State,1.75m,"5' 8.75""",Beach Invitational,2019-04-19,HJ,W
71,"Harr, Kylee",FR-1,Colorado,1.75m,"5' 8.75""",Jerry Quiller Classic 2019,2019-03-15,HJ,W
71,"Van Tonder, Renate",JR-3,Louisville,1.75m,"5' 8.75""",Louisville Invitational,2019-04-12,HJ,W
96,"Dames, Taylor",SR-4,South Alabama,1.74m,"5' 8.5""",2019 South Alabama Invitational,2019-03-22,HJ,W
96,"Booth, Jane",JR-3,Montana,1.74m,"5' 8.5""",Big Sky Outdoor Track & Field Championships,2019-05-08,HJ,W
96,"Muller, Caroline",SR-4,DePaul,1.74m,"5' 8.5""",NIU Huskie Classic,2019-05-03,HJ,W
96,"Corbett, Lucy",FR-1,Montana State,1.74m,"5' 8.5""",Jim Bush Legends Invitational,2019-03-30,HJ,W
96,"Sloan, Ja'Sha",SO-2,Prairie View,1.74m,"5' 8.5""",J Fred Duckett Twilight Meet,2019-04-20,HJ,W
1,"Gusin, Tatiana",SR-4,Georgia,1.88m,"6' 2""",Mt. SAC Relays,2018-04-19,HJ,W
1,"Blaut, Loretta",JR-3,Cincinnati,1.88m,"6' 2""",The American Outdoor Track & Field Championships,2018-05-11,HJ,W
3,"Henry, Alexus",JR-3,UT-Arlington,1.87m,"6' 1.5""",Bryan Clay Invitational,2018-04-19,HJ,W
4,"Willis, Zarriea",JR-3,Texas Tech,1.86m,"6' 1.25""",39th Sun Angel Classic,2018-04-05,HJ,W
4,"Gittens, Tyra",FR-1,Texas A&M,1.86m,"6' 1.25""",SEC Outdoor Track and Field Championships,2018-05-11,HJ,W
6,"Cutliff, Clarissa",JR-3,FIU,1.85m,"6' 0.75""",Miami Hurricane Collegiate Invitational,2018-04-14,HJ,W
6,"Stapleton, Andrea",JR-3,BYU,1.85m,"6' 0.75""",2018 BYU Robison Invitational,2018-04-26,HJ,W
8,"Gardner, Autumn",SR-4,Colorado St.,1.84m,"6' 0.5""",NoCo Challenge,2018-04-14,HJ,W
8,"Lowe, Lily",SO-2,Hawaii,1.84m,"6' 0.5""",2018 Big West Championships,2018-05-11,HJ,W
8,"Beattie, Erinn",JR-3,UC Davis,1.84m,"6' 0.5""",Bryan Clay Invitational,2018-04-19,HJ,W
11,"Spires, Shelley",SR-4,Air Force,1.83m,"6' 0""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,HJ,W
11,"Jefferson, LaTyria",JR-3,Kansas,1.83m,"6' 0""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HJ,W
11,"Ekholm, Ellen",SO-2,Kentucky,1.83m,"6' 0""",National Relay Championships,2018-04-27,HJ,W
14,"Moffitt, Janae",JR-3,Purdue,1.82m,"5' 11.5""",2018 Louisville Invitational,2018-04-13,HJ,W
14,"Ramacher, Ashley",FR-1,Minnesota,1.82m,"5' 11.5""",Big Ten Championships,2018-05-11,HJ,W
14,"Labiche, Lissa",SO-2,South Carolina,1.82m,"5' 11.5""",Penn Relays,2018-04-26,HJ,W
14,"Knapp, Haleigh",SR-4,Eastern Illinois,1.82m,"5' 11.5""",2018 Billy Hayes Invitational,2018-05-04,HJ,W
14,"Ahrens, Stephanie",SR-4,Nebraska-Omaha,1.82m,"5' 11.5""",Bryan Clay Invitational,2018-04-19,HJ,W
14,"Morrison, Quamecha",JR-3,Bethune-Cookman,1.82m,"5' 11.5""",Miami Hurricane Collegiate Invitational,2018-04-14,HJ,W
14,"Brown, Aisha",FR-1,Temple,1.82m,"5' 11.5""",The American Outdoor Track & Field Championships,2018-05-11,HJ,W
14,"Tuuri, Heta",SR-4,Minnesota,1.82m,"5' 11.5""",Big Ten Championships,2018-05-11,HJ,W
22,"O'Donoghue, Abigail",FR-1,LSU,1.81m,"5' 11.25""",Pac-12+ vs Big Ten Invitational,2018-03-23,HJ,W
22,"Huggins, Dallyssa",SO-2,Maryland,1.81m,"5' 11.25""",Big Ten Championships,2018-05-11,HJ,W
22,"Virgo, Cyre",SO-2,Texas Tech,1.81m,"5' 11.25""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HJ,W
22,"Walker, Kaitlyn",JR-3,LSU,1.81m,"5' 11.25""",LSU Invitational,2018-04-28,HJ,W
22,"Ader, Nicola",FR-1,Nevada,1.81m,"5' 11.25""",Bryan Clay Invitational,2018-04-19,HJ,W
27,"Gustafson, Kendall",SR-4,UCLA,1.80m,"5' 10.75""",Pac-12 Combined Events Championships,2018-05-05,HJ,W
27,"Burns-Moore, Saida",JR-3,Memphis,1.80m,"5' 10.75""",Memphis Tiger Invitational,2018-04-27,HJ,W
27,"Bailey, Nekiesha",JR-3,Prairie View,1.80m,"5' 10.75""",Cougar Spring Break Invitational,2018-03-15,HJ,W
27,"Halmans, Lea",FR-1,Nevada,1.80m,"5' 10.75""",Bulldog Invitational,2018-04-28,HJ,W
27,"Suse, Paige",JR-3,Northeastern,1.80m,"5' 10.75""",CAA Outdoor Track and Field Championships,2018-05-04,HJ,W
27,"Carter, Leah",SR-4,Nevada,1.80m,"5' 10.75""",Bulldog Invitational,2018-04-28,HJ,W
27,"Siba, Rhizlane",SR-4,Kansas State,1.80m,"5' 10.75""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HJ,W
27,"Lord, Nicole",SR-4,BYU,1.80m,"5' 10.75""",2018 BYU Robison Invitational,2018-04-26,HJ,W
35,"Lewis, Regan",JR-3,Ball State,1.79m,"5' 10.5""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,HJ,W
35,"Swan, Olivia",JR-3,South Alabama,1.79m,"5' 10.5""",2018 South Alabama Invintational,2018-04-06,HJ,W
35,"McCloskey, Megan",SR-4,Penn State,1.79m,"5' 10.5""",Big Ten Championships,2018-05-11,HJ,W
35,"DiPietro, Ellen",JR-3,Michigan State,1.79m,"5' 10.5""",2018 Louisville Invitational,2018-04-13,HJ,W
35,"Dames, Taylor",JR-3,South Alabama,1.79m,"5' 10.5""",South Alabama Jaguar Classic,2018-03-16,HJ,W
35,"Hinton, Kaylee",JR-3,Texas Tech,1.79m,"5' 10.5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HJ,W
35,"Lopes, Lyndsey",JR-3,USC,1.79m,"5' 10.5""",2018 Pac-12 Track & Field Championships,2018-05-12,HJ,W
35,"Schultz, Nina",SO-2,Kansas State,1.79m,"5' 10.5""",Roadrunner Invitational,2018-03-22,HJ,W
35,"Teran, Karla",SO-2,Arizona,1.79m,"5' 10.5""",2018 Desert Heat Classic,2018-04-28,HJ,W
44,"Barry, Trista",SR-4,Southern Miss.,1.78m,"5' 10""",Southern Miss Open,2018-04-27,HJ,W
44,"Hamm, Iesha",FR-1,Cal St. Fullerton,1.78m,"5' 10""",Beach Pacific Coast Intercollegiate,2018-04-19,HJ,W
44,"Whisby, Aliyah",FR-1,Kennesaw State,1.78m,"5' 10""",Bryan Clay Invitational,2018-04-19,HJ,W
44,"Malizia, Anna Peyton",JR-3,Penn,1.78m,"5' 10""",Penn Relays,2018-04-26,HJ,W
44,"Ellenwood, Georgia",SR-4,Wisconsin,1.78m,"5' 10""",Big Ten Championships,2018-05-11,HJ,W
44,"Klyuchnikova, Varvara",JR-3,Fresno State,1.78m,"5' 10""",Mt. SAC Relays,2018-04-19,HJ,W
44,"Wade, Peyton",SR-4,Maryland,1.78m,"5' 10""",USF Bulls Invitational,2018-03-22,HJ,W
44,"Ortega, Patricia",SR-4,Akron,1.78m,"5' 10""",Bryan Clay Invitational,2018-04-19,HJ,W
44,"Hanson, Sashane",JR-3,Texas A&M-CC,1.78m,"5' 10""",Southland Conference Outdoor Track & Field Championships,2018-05-04,HJ,W
53,"Paul, Carly",JR-3,Brown,1.77m,"5' 9.75""",Tiger Track Classic 2018,2018-04-13,HJ,W
53,"Brecht, Abbigael",JR-3,Weber State,1.77m,"5' 9.75""",2018 BYU Robison Invitational,2018-04-26,HJ,W
53,"Wright, McKenzie",SR-4,Colorado St.,1.77m,"5' 9.75""",Mountain West Outdoor Track & Field Championships,2018-05-09,HJ,W
53,"Appiah, Margaret",SR-4,BYU,1.77m,"5' 9.75""",2018 BYU Robison Invitational,2018-04-26,HJ,W
53,"Chigbo, Ada'ora",FR-1,New Mexico,1.77m,"5' 9.75""",Bryan Clay Invitational,2018-04-19,HJ,W
53,"Popp, Selena",JR-3,Samford,1.77m,"5' 9.75""",Southern Conference Outdoor Track & Field Championships,2018-05-10,HJ,W
53,"Roberts, Khemani",JR-3,Tennessee Tech,1.77m,"5' 9.75""",Virginia Challenge,2018-04-20,HJ,W
53,"Long, Ellyana",SO-2,BYU,1.77m,"5' 9.75""",2018 BYU Robison Invitational,2018-04-26,HJ,W
53,"Atilus, Kenflore",JR-3,FIU,1.77m,"5' 9.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,HJ,W
53,"Lefebvre-Oatis, Mikella",SO-2,UCLA,1.77m,"5' 9.75""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,HJ,W
63,"Jordan , Natosha",SO-2,UCF,1.76m,"5' 9.25""",War Eagle Invitational 2018,2018-04-20,HJ,W
63,"Gibson, Clare",FR-1,Kansas State,1.76m,"5' 9.25""",Kansas State Ward Haylett Invite,2018-05-05,HJ,W
63,"Reaugh, Falyn",FR-1,Oklahoma,1.76m,"5' 9.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HJ,W
63,"Palmer, Bria",JR-3,Long Beach St.,1.76m,"5' 9.25""",2018 Big West Championships,2018-05-11,HJ,W
63,"May, Darragh",SR-4,Arkansas State,1.76m,"5' 9.25""",Spec Towns Invitational,2018-04-06,HJ,W
63,"Jones, Abby",JR-3,Youngstown St.,1.76m,"5' 9.25""",Horizon League Outdoor Track & Field Championships,2018-05-04,HJ,W
63,"Omerzu, Lara",FR-1,Nebraska,1.76m,"5' 9.25""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HJ,W
63,"Lantrip, Aubrianna",SO-2,Iowa,1.76m,"5' 9.25""",Big Ten Championships,2018-05-11,HJ,W
63,"Sharp, Kassidy",SR-4,Northern Iowa,1.76m,"5' 9.25""",2018 MVC Outdoor Track & Field Championships,2018-05-11,HJ,W
63,"Czuth, Reka",SR-4,Nebraska,1.76m,"5' 9.25""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HJ,W
63,"Coffman, Morgan",JR-3,Kansas State,1.76m,"5' 9.25""",Kansas State Ward Haylett Invite,2018-05-05,HJ,W
63,"Urycki, Gillian",SO-2,Iowa,1.76m,"5' 9.25""",Big Ten Championships,2018-05-11,HJ,W
63,"Terry, Mary",JR-3,Georgia,1.76m,"5' 9.25""",Torrin Lawrence Memorial,2018-05-05,HJ,W
63,"Miner, Katherine",SO-2,Michigan,1.76m,"5' 9.25""",Big Ten Championships,2018-05-11,HJ,W
63,"Booth, Jane",SO-2,Montana,1.76m,"5' 9.25""",Tom Gage Classic,2018-05-04,HJ,W
78,"Daniel, Skyler",JR-3,Auburn,1.75m,"5' 8.75""",Tiger Track Classic 2018,2018-04-13,HJ,W
78,"Howell, Aaron",SR-4,Michigan,1.75m,"5' 8.75""",Bryan Clay Invitational,2018-04-19,HJ,W
78,"Florent, Alexandria",JR-3,Wake Forest,1.75m,"5' 8.75""",Raleigh Relays,2018-03-30,HJ,W
78,"Roman, Karissa",JR-3,Missouri,1.75m,"5' 8.75""",Ole Miss Classic,2018-03-31,HJ,W
78,"Andre, Claudine",SR-4,St. Joseph's (Pa.),1.75m,"5' 8.75""",A-10 Championships,2018-05-05,HJ,W
78,"O'Quinn, Rajon",SR-4,Colorado,1.75m,"5' 8.75""",Pac-12+ vs Big Ten Invitational,2018-03-23,HJ,W
78,"Beard, Cyra",SR-4,Tennessee St.,1.75m,"5' 8.75""",Alan Connie Shamrock Invitational,2018-03-15,HJ,W
78,"Berge, Emile",SO-2,South Alabama,1.75m,"5' 8.75""",Sun Belt Outdoor Track and Field Championships,2018-05-11,HJ,W
78,"Seawater-Simmons, Tria",JR-3,Iowa,1.75m,"5' 8.75""",Bryan Clay Invitational,2018-04-19,HJ,W
78,"Wenning, Michaela",JR-3,Colorado,1.75m,"5' 8.75""",Bryan Clay Invitational,2018-04-19,HJ,W
78,"Smajstrla, Makenzie",SO-2,Sam Houston St.,1.75m,"5' 8.75""",Southland Conference Outdoor Track & Field Championships,2018-05-04,HJ,W
78,"Tarvide, Julija",SO-2,Kennesaw State,1.75m,"5' 8.75""",Florida Relays,2018-03-29,HJ,W
78,"Hodges, Samara",SO-2,Houston Baptist,1.75m,"5' 8.75""",Southeastern Strawberry Relays,2018-04-13,HJ,W
78,"Kostiuk, Valeria",JR-3,Missouri,1.75m,"5' 8.75""",SEC Outdoor Track and Field Championships,2018-05-11,HJ,W
78,"Wiebke, Taylor",JR-3,Minnesota,1.75m,"5' 8.75""",Cougar Spring Break Invitational,2018-03-15,HJ,W
78,"Abdulqadir, Hanifah",JR-3,South Carolina,1.75m,"5' 8.75""",Tennessee Relays,2018-04-12,HJ,W
94,"Hibbard, Anika",JR-3,Albany,1.74m,"5' 8.5""",America East Outdoor Track & Field Championships,2018-05-05,HJ,W
94,"Brooks-Johnson, Alissa",SR-4,Washington St.,1.74m,"5' 8.5""",Pac-12 Combined Events Championships,2018-05-05,HJ,W
94,"Fields, Jordan",FR-1,South Carolina,1.74m,"5' 8.5""",USC Open,2018-04-21,HJ,W
94,"Decoud, Chelsie",SR-4,Texas State,1.74m,"5' 8.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,HJ,W
94,"Burns, Shaina",SR-4,Texas A&M,1.74m,"5' 8.5""",SEC Outdoor Track and Field Championships,2018-05-11,HJ,W
94,"Garman, Maria",JR-3,Dartmouth,1.74m,"5' 8.5""",NEICAAA Outdoor Track & Field Championships,2018-05-11,HJ,W
94,"Atherley, Michelle",SO-2,Miami,1.74m,"5' 8.5""",ACC Outdoor Championships,2018-05-10,HJ,W
1,"Kallenou, Leontia",SO-2,Georgia,1.92m,"6' 3.5""",SEC Outdoor Championship,2014-05-15,HJ,W
2,"Butts, Tynita",SR-4,East Carolina,1.91m,"6' 3.25""",Conference USA Outdoor Track & Field Championships,2014-05-15,HJ,W
3,"Barwise, Allison",SR-4,Boston U.,1.89m,"6' 2.25""",Patriot League Outdoor Track & Field Championships,2014-05-02,HJ,W
4,"Smith, Amina",SR-4,Maryland,1.87m,"6' 1.5""",ACC Outdoor Track & Field Championships,2014-04-17,HJ,W
5,"Treasure, Alyx",JR-3,Kansas State,1.85m,"6' 0.75""",2014 Jim Click Shootout,2014-04-12,HJ,W
5,"Briscoe, Shanay",SR-4,Texas,1.85m,"6' 0.75""",Big 12 Outdoor Track and Field Championships,2014-05-16,HJ,W
7,"Delophont, Dior",SO-2,Kent State,1.84m,"6' 0.5""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HJ,W
7,"Crockett, Lauren",JR-3,Oregon,1.84m,"6' 0.5""",Oregon Preview,2014-03-22,HJ,W
7,"Hurd , Erika",SO-2,Cincinnati,1.84m,"6' 0.5""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HJ,W
10,"Daniel, Deandra",SO-2,Coppin State,1.83m,"6' 0""",MSU Legacy Track & Field Meet,2014-04-18,HJ,W
10,"LaFond, Thea",JR-3,Maryland,1.83m,"6' 0""",Kehoe Twilight Meet,2014-05-02,HJ,W
10,"Williams, Kendell",FR-1,Georgia,1.83m,"6' 0""",Georgia Bulldog Decathlon/Heptathlon,2014-04-10,HJ,W
13,"Walker, Alexis",JR-3,UCLA,1.82m,"5' 11.5""",PAC-12 Outdoor Track and Field Championships,2014-05-10,HJ,W
