,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
58,"Booth, Jane",FR-1,Montana,1.76m,"5' 9.25""",Montana Open,2017-04-27,HJ,W
58,"Stumbaugh, Payton",JR-3,Arkansas,1.76m,"5' 9.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,W
58,"McKenzie, Shanae",SO-2,Kansas State,1.76m,"5' 9.25""",Big 12 Outdoor Track & Field Championships,2017-05-12,HJ,W
58,"Larrakoetxea, Garazi",SR-4,Weber State,1.76m,"5' 9.25""",Sacramento State Hornet Invitational,2017-03-17,HJ,W
58,"Long, Ellyana",FR-1,BYU,1.76m,"5' 9.25""",2017 BYU Cougar Invitational,2017-05-12,HJ,W
72,"Pacella, Madeline",SR-4,Toledo,1.75m,"5' 8.75""",Toledo vs Bowling Green St,2017-04-07,HJ,W
72,"Reichenbach, Rachel",SO-2,Stanford,1.75m,"5' 8.75""",The Big Meet,2017-04-08,HJ,W
72,"Erickson, Kara",SR-4,Texas A&M,1.75m,"5' 8.75""",Baldy Castillo Invitational,2017-03-17,HJ,W
72,"Iuel, Amalie",SR-4,USC,1.75m,"5' 8.75""",USC vs. UCLA,2017-04-29,HJ,W
72,"Zappia, Erin",JR-3,Liberty,1.75m,"5' 8.75""",2017 Liberty Twilight,2017-05-03,HJ,W
72,"Voyzey, Erika",FR-1,Miami,1.75m,"5' 8.75""",UF Tom Jones Memorial,2017-04-28,HJ,W
72,"Kelly, Briana",JR-3,LSU,1.75m,"5' 8.75""",SEC Outdoor Track & Field Championships,2017-05-11,HJ,W
72,"Venzon, Elizabeth",SR-4,Sacramento St.,1.75m,"5' 8.75""",Sacramento State Hornet Invitational,2017-03-17,HJ,W
72,"Tindall, Julisa",SR-4,Col. of Charleston,1.75m,"5' 8.75""",2017 Colonial Relays,2017-03-30,HJ,W
72,"Rogombe, Rhonda",FR-1,Rutgers,1.75m,"5' 8.75""",2017 Colonial Relays,2017-03-30,HJ,W
72,"Roman, Karissa",SO-2,Missouri,1.75m,"5' 8.75""",Tom Botts Invitational,2017-04-14,HJ,W
83,"Popp, Selena",SO-2,Samford,1.74m,"5' 8.5""",Southern Conference Outdoor Championships 2017,2017-05-11,HJ,W
83,"Tarvide, Julija",FR-1,Kennesaw State,1.74m,"5' 8.5""",ASUN Outdoor Track & Field Championships,2017-05-12,HJ,W
83,"Mara, Jeannette",SR-4,New Hampshire,1.74m,"5' 8.5""",West Point Twilight,2017-05-11,HJ,W
83,"DeJournett, Shanelle",SR-4,Brown,1.74m,"5' 8.5""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,HJ,W
83,"Hibbard, Anika",SO-2,Albany,1.74m,"5' 8.5""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,HJ,W
83,"Lubarski, Lauren",SR-4,East Carolina,1.74m,"5' 8.5""",The American Outdoor Track & Field Championships,2017-05-12,HJ,W
83,"Almen, Sara",SR-4,Auburn,1.74m,"5' 8.5""",War Eagle Invititaional,2017-04-21,HJ,W
83,"Dames, Taylor",SO-2,South Alabama,1.74m,"5' 8.5""",Jaguar Opener,2017-03-03,HJ,W
91,"Beard, Cyra",JR-3,Tennessee St.,1.73m,"5' 8""",North Florida Invitational,2017-04-08,HJ,W
91,"Prengaman, Courtney",JR-3,Samford,1.73m,"5' 8""",Florida Relays,2017-03-30,HJ,W
91,"Holmes, Lateah",SR-4,Washington St.,1.73m,"5' 8""",Trojan Invitational,2017-03-17,HJ,W
91,"Lautric, Chloe",SR-4,Louisiana Tech,1.73m,"5' 8""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,HJ,W
91,"Jones-Young, Quanese",JR-3,Northwestern St.,1.73m,"5' 8""",Jim Mize Invitational,2017-03-15,HJ,W
91,"Davis, Kiana",SR-4,Washington St.,1.73m,"5' 8""",Mt. SAC Relays,2017-04-13,HJ,W
91,"Polsgrove, Kylie",SO-2,Liberty,1.73m,"5' 8""",Virginia Challenge,2017-04-21,HJ,W
91,"Malizia, Anna Peyton",SO-2,Penn,1.73m,"5' 8""",Penn Challenge,2017-03-25,HJ,W
91,"Nizdil, Raegan",SR-4,Harvard,1.73m,"5' 8""",OCYH Match,2017-04-08,HJ,W
91,"Mckay, Shenelle",JR-3,Campbell,1.73m,"5' 8""",2017 Aggie Last Chance,2017-05-14,HJ,W
1,"Jones, Akela",SR-4,Kansas State,1.95m,"6' 4.75""",Mt. SAC Relays/CA Invitational Multi Events,2016-04-13,HJ,W
2,"Bougard, Erica",SR-4,Miss State,1.88m,"6' 2""",Florida Relays,2016-03-31,HJ,W
3,"Garcia Jou, Claudia",SR-4,Akron,1.87m,"6' 1.5""",LSU Alumni Gold,2016-04-23,HJ,W
3,"Williamson, Kimberly",SR-4,Kansas State,1.87m,"6' 1.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,W
5,"Fagan, Madeline",SO-2,Georgia,1.86m,"6' 1.25""",Spec Towns Invitational 2016,2016-04-08,HJ,W
6,"Dailey-Harris, Dakota",SR-4,Miami,1.85m,"6' 0.75""",Miami Hurricane Alumni Invitational,2016-04-08,HJ,W
6,"Pilgrim, Kaysee",JR-3,UNLV,1.85m,"6' 0.75""",Mt. SAC Relays,2016-04-14,HJ,W
8,"Iuel, Amalie",JR-3,USC,1.84m,"6' 0.5""",Pac-12 Combined Events Championships,2016-05-07,HJ,W
8,"Czuth, Reka",SO-2,Nebraska,1.84m,"6' 0.5""",2016 Husker Spring Invitational,2016-04-09,HJ,W
8,"Knapp, Haleigh",SO-2,Eastern Illinois,1.84m,"6' 0.5""",Ohio Valley Conference Championship,2016-05-13,HJ,W
8,"Orcel, Claire",FR-1,Alabama,1.84m,"6' 0.5""",SEC Championships,2016-05-12,HJ,W
12,"Mason, Jailah",SO-2,Morgan State,1.83m,"6' 0""",2016 Morgan State Legacy Meet,2016-04-22,HJ,W
13,"Moffitt, Janae",FR-1,Purdue,1.82m,"5' 11.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,W
13,"Kieffer-Wright, Claire",SO-2,Michigan,1.82m,"5' 11.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,W
15,"Harper, Liz",JR-3,Washington St.,1.81m,"5' 11.25""",Pac-12 Combined Events Championships,2016-05-07,HJ,W
15,"Cutliff, Clarissa",FR-1,FIU,1.81m,"5' 11.25""",Conference USA Championship,2016-05-12,HJ,W
15,"Ahrens, Stephanie",SO-2,Nebraska-Omaha,1.81m,"5' 11.25""",Bryan Clay Invitational,2016-04-14,HJ,W
15,"Siba, Rhizlane",SO-2,Kansas State,1.81m,"5' 11.25""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,W
15,"Blaut, Loretta",SO-2,Cincinnati,1.81m,"5' 11.25""",2016 Kentucky Relays (College),2016-05-07,HJ,W
15,"Hurd , Erika",SR-4,Cincinnati,1.81m,"5' 11.25""",2016 Kentucky Relays (College),2016-05-07,HJ,W
15,"Beard, Cyra",SO-2,Tennessee St.,1.81m,"5' 11.25""",Ohio Valley Conference Championship,2016-05-13,HJ,W
15,"Williams, Kendell",JR-3,Georgia,1.81m,"5' 11.25""",Bulldog Decathlon-Heptathlon,2016-04-06,HJ,W
23,"Kallenou, Leontia",SR-4,Georgia,1.80m,"5' 10.75""",Spec Towns Invitational 2016,2016-04-08,HJ,W
23,"Decoud, Chelsie",SO-2,Texas State,1.80m,"5' 10.75""",Ricardo Romo Invitational,2016-03-24,HJ,W
23,"Land, Mimi",SR-4,Clemson,1.80m,"5' 10.75""",LSU Alumni Gold,2016-04-23,HJ,W
23,"Ellenwood, Georgia",JR-3,Wisconsin,1.80m,"5' 10.75""",Wisconsin Twilight,2016-05-06,HJ,W
23,"Hagens, Lisanne",SO-2,Arizona,1.80m,"5' 10.75""",LSU Alumni Gold,2016-04-23,HJ,W
28,"Emde, Jessica",SR-4,UC Santa Barbara,1.79m,"5' 10.5""",Big West Outdoor Track & Field Championships,2016-05-13,HJ,W
28,"McCloskey, Megan",SO-2,Penn State,1.79m,"5' 10.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,W
28,"Greene, Nicole",FR-1,North Carolina,1.79m,"5' 10.5""",Battle of the Blues,2016-04-01,HJ,W
28,"Henry, Alexus",FR-1,UT-Arlington,1.79m,"5' 10.5""",2016 Skechers Carl Kight Invitational,2016-04-08,HJ,W
28,"DiPietro, Ellen",SO-2,Michigan State,1.79m,"5' 10.5""",2016 Louisville Invitational,2016-04-15,HJ,W
28,"Merkley, Erin",SR-4,BYU,1.79m,"5' 10.5""",2016 BYU Cougar Invitational,2016-05-12,HJ,W
34,"Avery, Courtney",JR-3,Lehigh,1.78m,"5' 10""",Larry Ellis Invite,2016-04-22,HJ,W
34,"Torres, Abrianna",SR-4,Colorado,1.78m,"5' 10""",Pac-12 Combined Events Championships,2016-05-07,HJ,W
34,"Daniel, Deandra",SR-4,Coppin State,1.78m,"5' 10""",Penn Relays,2016-04-28,HJ,W
34,"MacFarlane, Belle",SR-4,Rice,1.78m,"5' 10""",Conference USA Championship,2016-05-12,HJ,W
34,"Florent, Alexandria",FR-1,Wake Forest,1.78m,"5' 10""",Wake Forest Open,2016-03-18,HJ,W
34,"Richardson, Ahmenah",SR-4,Penn State,1.78m,"5' 10""",Jim Thorpe Open,2016-05-06,HJ,W
34,"Wade, Peyton",SO-2,Maryland,1.78m,"5' 10""",Virginia Quad Meet,2016-04-08,HJ,W
34,"Hall, Shanice",SR-4,LSU,1.78m,"5' 10""",LSU Invitational,2016-04-30,HJ,W
34,"Whitehorn, Kaitlin",SR-4,Dartmouth,1.78m,"5' 10""",Ivy League Outdoor Track & Field Championships,2016-05-07,HJ,W
34,"Kunz, Annie",SR-4,Texas A&M,1.78m,"5' 10""",SEC Championships,2016-05-12,HJ,W
34,"Brooks, Taliyah",SO-2,Arkansas,1.78m,"5' 10""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,HJ,W
34,"Destin, Stacey",FR-1,Alabama,1.78m,"5' 10""",LSU Invitational,2016-04-30,HJ,W
34,"Graham, Sarah",SR-4,South Carolina,1.78m,"5' 10""",Bulldog Decathlon-Heptathlon,2016-04-06,HJ,W
47,"Thompson, Natalie",SR-4,Texas Tech,1.77m,"5' 9.75""",ACU Wes Kittley Invitational,2016-04-09,HJ,W
47,"Stapleton, Andrea",FR-1,BYU,1.77m,"5' 9.75""",2016 BYU Robison Invitational,2016-04-21,HJ,W
47,"Morrow, Madeline",SR-4,Duke,1.77m,"5' 9.75""",Duke Invitational,2016-04-22,HJ,W
47,"Watts, Talisha",JR-3,George Mason,1.77m,"5' 9.75""",Spring Invitational,2016-04-09,HJ,W
47,"Roberts, Khemani",FR-1,Coppin State,1.77m,"5' 9.75""",2016 Morgan State Legacy Meet,2016-04-22,HJ,W
52,"Spires, Shelley",SO-2,Air Force,1.76m,"5' 9.25""",Mountain West Championships,2016-05-11,HJ,W
52,"Tuuri, Heta",SO-2,Minnesota,1.76m,"5' 9.25""",Virginia Challenge,2016-04-22,HJ,W
52,"Bloch-Jones, Kandie",JR-3,Illinois,1.76m,"5' 9.25""",UCF vs Illinois Dual,2016-04-09,HJ,W
52,"Haugen, Emma",FR-1,Wisconsin,1.76m,"5' 9.25""",Wisconsin Twilight,2016-05-06,HJ,W
52,"Hibbard, Anika",FR-1,Albany,1.76m,"5' 9.25""",UAlbany Spring Classic,2016-04-23,HJ,W
52,"Zielonka, Mara",FR-1,Louisville,1.76m,"5' 9.25""",Lenny Lyles-Clark Wood Invitational,2016-04-21,HJ,W
52,"Bailey, Nekiesha",FR-1,Prairie View,1.76m,"5' 9.25""",2016 SWAC Outdoor Championship,2016-05-06,HJ,W
52,"Pacella, Madeline",JR-3,Toledo,1.76m,"5' 9.25""","50th Annual Hillsdale College ""GINA"" Relays",2016-04-28,HJ,W
52,"Beattie, Erinn",FR-1,UC Davis,1.76m,"5' 9.25""",Mondo Team Challenge,2016-04-02,HJ,W
52,"Tindall, Julisa",JR-3,Col. of Charleston,1.76m,"5' 9.25""",CAA Outdoor Track and Field Championships,2016-05-06,HJ,W
52,"Palmer, Chennel",SO-2,Northern Illinois,1.76m,"5' 9.25""",Redbird Track and Field Invitational,2016-04-16,HJ,W
52,"Green, Jessica",SR-4,Colorado St.,1.76m,"5' 9.25""",Kansas Relays,2016-04-20,HJ,W
52,"Wright, McKenzie",SO-2,Colorado St.,1.76m,"5' 9.25""",Kansas Relays,2016-04-20,HJ,W
52,"Lindner, Tierney",FR-1,Nebraska,1.76m,"5' 9.25""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,W
52,"Sandberg, Sabina",SR-4,Wyoming,1.76m,"5' 9.25""",Ram Dual,2016-05-06,HJ,W
52,"Almen , Sara",JR-3,Oregon State,1.76m,"5' 9.25""",2016 OSU High Performance Meet,2016-04-29,HJ,W
52,"Mutter, Linda",SO-2,Louisville,1.76m,"5' 9.25""",Lenny Lyles-Clark Wood Invitational,2016-04-21,HJ,W
52,"Willis, Zarriea",FR-1,Texas Tech,1.76m,"5' 9.25""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,W
52,"Johnson, Courtney",SO-2,Texas State,1.76m,"5' 9.25""",Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,HJ,W
52,"Taylor, Danielle",SO-2,Cal Poly,1.76m,"5' 9.25""",Big West Double Dual,2016-03-12,HJ,W
52,"Williams, Jodi",SR-4,Utah State,1.76m,"5' 9.25""",Utah State Mark Faldmo Invitational,2016-04-15,HJ,W
52,"Porter, Chanice",SR-4,Georgia,1.76m,"5' 9.25""",Virginia Challenge,2016-04-22,HJ,W
52,"Minter, Kinsey",SR-4,Nevada,1.76m,"5' 9.25""",Cal Opener,2016-03-05,HJ,W
75,"Wright-Harmon, Kyaira",SR-4,LIU Brooklyn,1.75m,"5' 8.75""",Penn Relays,2016-04-28,HJ,W
75,"Davis, Kiana",JR-3,Washington St.,1.75m,"5' 8.75""",Pac-12 Outdoor Track & Field Championships,2016-05-14,HJ,W
75,"Morrison, Quamecha",FR-1,Bethune-Cookman,1.75m,"5' 8.75""",UF Tom Jones Memorial,2016-04-22,HJ,W
75,"Gustafson, Kendall",SO-2,UCLA,1.75m,"5' 8.75""",Pac-12 Outdoor Track & Field Championships,2016-05-14,HJ,W
75,"Wadden, Nicole",JR-3,Nevada,1.75m,"5' 8.75""",Bruin Legends of T&F Invitational,2016-04-02,HJ,W
75,"Boss, Logan",SO-2,Miss State,1.75m,"5' 8.75""",SEC Championships,2016-05-12,HJ,W
75,"Pannell, Lauren",JR-3,Kent State,1.75m,"5' 8.75""",Akron - Cambell/Wright Open,2016-05-06,HJ,W
75,"Petersen, Ashley",SR-4,Wichita State,1.75m,"5' 8.75""",2016 ESU Relays,2016-04-02,HJ,W
75,"Williams, Khanishah",SR-4,Iowa,1.75m,"5' 8.75""",Baldy Castillo Invitational,2016-03-18,HJ,W
75,"Govig, Ann",SR-4,North Dakota State,1.75m,"5' 8.75""",Summit League Outdoor T&F Championships,2016-05-12,HJ,W
75,"Wright, Kiara",JR-3,Florida State,1.75m,"5' 8.75""",ACC Championships,2016-05-13,HJ,W
75,"Morrison, Allison",SR-4,Harvard,1.75m,"5' 8.75""",Virginia Challenge,2016-04-22,HJ,W
75,"Bye, Martine",SO-2,Memphis,1.75m,"5' 8.75""",The American Outdoor Track & Field Championships,2016-05-12,HJ,W
75,"Rouw, Madison",JR-3,Iowa,1.75m,"5' 8.75""",Baldy Castillo Invitational,2016-03-18,HJ,W
75,"Cvitanovic, Lucija",SR-4,SMU,1.75m,"5' 8.75""",The American Outdoor Track & Field Championships,2016-05-12,HJ,W
75,"Mosby, Chante",JR-3,SE Missouri,1.75m,"5' 8.75""",Ohio Valley Conference Championship,2016-05-13,HJ,W
75,"Andre, Claudine",SO-2,St. Joseph's (Pa.),1.75m,"5' 8.75""",Atlantic 10 Championships,2016-05-07,HJ,W
75,"Guyton, Ivery",SO-2,Arkansas State,1.75m,"5' 8.75""",Memphis Tiger Invitational,2016-04-29,HJ,W
75,"Lautric, Chloe",JR-3,Louisiana Tech,1.75m,"5' 8.75""",Jim Mize Invitational,2016-03-18,HJ,W
75,"Williams, Pershawna",SR-4,Mid. Tenn. State,1.75m,"5' 8.75""",2016 Govs Invitational,2016-04-15,HJ,W
75,"Smith, Taylor",JR-3,Ohio,1.75m,"5' 8.75""",Alan Connie Shamrock Invitational,2016-03-17,HJ,W
75,"Akachukwu, Sandra",JR-3,Western Kentucky,1.75m,"5' 8.75""",Memphis Tiger Invitational,2016-04-29,HJ,W
75,"DeJournett, Shanelle",JR-3,Brown,1.75m,"5' 8.75""",Raleigh Relays,2016-03-25,HJ,W
75,"Daniel, Skyler",FR-1,Auburn,1.75m,"5' 8.75""",War Eagle Invitational,2016-04-22,HJ,W
99,"Lehman, Jess",SR-4,Minnesota,1.74m,"5' 8.5""",Mt. SAC Relays/CA Invitational Multi Events,2016-04-13,HJ,W
99,"Holmes, Lateah",JR-3,Washington St.,1.74m,"5' 8.5""",WSU-UW Dual Meet,2016-04-23,HJ,W
