,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
68,"Bradham, Devin",JR-3,Penn State,2.12m,"6' 11.5""",Penn Relays,2018-04-26,HJ,M
68,"Yassay, Lance",JR-3,Penn,2.12m,"6' 11.5""",Tennessee Relays,2018-04-12,HJ,M
68,"Patten, Jacob",JR-3,Mid. Tenn. State,2.12m,"6' 11.5""",Tennessee Relays,2018-04-12,HJ,M
68,"Crist, Draven",JR-3,North Carolina,2.12m,"6' 11.5""",Duke Invitational,2018-04-20,HJ,M
68,"Wallace, Trenton",SO-2,Colorado St.,2.12m,"6' 11.5""",Mountain West Outdoor Track & Field Championships,2018-05-09,HJ,M
68,"McRoberts, Anthony",SO-2,Illinois State,2.12m,"6' 11.5""",Illinois State Redbird Invitational,2018-04-14,HJ,M
68,"Garrick, Christopher",JR-3,North Carolina St.,2.12m,"6' 11.5""",Gamecock Invitational,2018-04-07,HJ,M
68,"Scott, Safir",FR-1,Connecticut,2.12m,"6' 11.5""",The American Outdoor Track & Field Championships,2018-05-11,HJ,M
68,"Edwards, Davante",JR-3,UTSA,2.12m,"6' 11.5""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,HJ,M
68,"Fitzgerald, Jack",SO-2,Binghamton,2.12m,"6' 11.5""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HJ,M
68,"Dionisio, Brent",JR-3,New Mexico,2.12m,"6' 11.5""",Mountain West Outdoor Track & Field Championships,2018-05-09,HJ,M
82,"Gipson, NaTron",JR-3,Kansas State,2.11m,"6' 11""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HJ,M
82,"Fredrickson, Peyton",JR-3,Washington St.,2.11m,"6' 11""",Bryan Clay Invitational,2018-04-19,HJ,M
82,"Fray-Benoit, Leaugen",JR-3,Utah State,2.11m,"6' 11""",Utah/Weber State Spring Classic,2018-04-06,HJ,M
82,"Martin, Noah",SO-2,Montana State,2.11m,"6' 11""",Tom Gage Classic,2018-05-04,HJ,M
82,"Warner, Garth",SO-2,Norfolk State,2.11m,"6' 11""",MEAC Outdoor Track & Field Championships,2018-05-03,HJ,M
82,"Galas, Paul",SR-4,Indiana,2.11m,"6' 11""",Florida Relays,2018-03-29,HJ,M
82,"Benninghoff, Jake",FR-1,Texas Tech,2.11m,"6' 11""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HJ,M
82,"Agnew, Noah",SO-2,Memphis,2.11m,"6' 11""",Memphis Tiger Invitational,2018-04-27,HJ,M
82,"Phillips, David",SR-4,Arkansas State,2.11m,"6' 11""",Ole Miss Classic,2018-03-31,HJ,M
82,"Jones , Brad",JR-3,Kent State,2.11m,"6' 11""",Univ. of Akron - Campbell/Wright Open,2018-05-04,HJ,M
82,"Mobley , Desmond",SR-4,Western Kentucky,2.11m,"6' 11""",2018 WKU Hilltopper Relays,2018-04-06,HJ,M
82,"Ray, Zhafear",SO-2,Texas A&M-CC,2.11m,"6' 11""",J Fred Duckett Twilight Meet,2018-04-21,HJ,M
82,"Gregory, Anthony",SR-4,Weber State,2.11m,"6' 11""",Bryan Clay Invitational,2018-04-19,HJ,M
82,"Hollis, Jeff",FR-1,Princeton,2.11m,"6' 11""",Ivy League Outdoor Track & Field Championships,2018-05-05,HJ,M
82,"Mahon, Donagh",SO-2,Harvard,2.11m,"6' 11""",Cougar Spring Break Invitational,2018-03-15,HJ,M
82,"Smith, Jason",SO-2,Long Beach St.,2.11m,"6' 11""",Sacramento State MONDO Team Challenge,2018-03-31,HJ,M
82,"Anderson, Grant",SR-4,Nebraska,2.11m,"6' 11""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HJ,M
82,"Hinegardner, Sam",JR-3,Air Force,2.11m,"6' 11""",NoCo Challenge,2018-04-14,HJ,M
82,"Obinnah, Uche",SO-2,Colorado St.,2.11m,"6' 11""",7220 Invite,2018-04-27,HJ,M
1,"Ross, Nick",SR-4,Arizona,2.30m,"7' 6.5""",2014 Double Dual Meet UA/ASU/NAU,2014-05-03,HJ,M
2,"Robertson, Ricky",SR-4,Mississippi,2.29m,"7' 6""",2014 Clyde Littlefield Texas Relays,2014-03-26,HJ,M
3,"Duffield, Jacorian",JR-3,Texas Tech,2.27m,"7' 5.25""",TTU Red Raider Open,2014-05-03,HJ,M
4,"Reynolds, Maalik",SR-4,Penn,2.25m,"7' 4.5""",Ivy League Outdoor Track & Field Championships,2014-05-10,HJ,M
5,"McBride, Bryan",JR-3,Arizona State,2.23m,"7' 3.75""",2014 Double Dual Meet UA/ASU/NAU,2014-05-03,HJ,M
5,"May, Anthony",SR-4,Arkansas,2.23m,"7' 3.75""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HJ,M
5,"Kemper, Deante",JR-3,Northern Arizona,2.23m,"7' 3.75""",Mt. SAC Relays,2014-04-17,HJ,M
8,"Blair, Montez",SR-4,Cornell,2.22m,"7' 3.25""",Ivy League Outdoor Track & Field Championships,2014-05-10,HJ,M
9,"Adkins, Bradley",SO-2,Texas Tech,2.21m,"7' 3""",TTU Outdoor Open,2014-04-05,HJ,M
9,"Ellenson, Wally",SO-2,Minnesota,2.21m,"7' 3""",UW La Crosse Eagle Open,2014-05-09,HJ,M
9,"Fondren, Justin",SO-2,Alabama,2.21m,"7' 3""",Crimson Tide Invitational,2014-04-05,HJ,M
9,"Jones, Avion",SO-2,East Carolina,2.21m,"7' 3""",Aggie Last Chance,2014-05-11,HJ,M
9,"Harris, James",SR-4,Florida State,2.21m,"7' 3""",Crimson Tide Invitational,2014-04-05,HJ,M
9,"Prude, Gemikal",SO-2,Lipscomb,2.21m,"7' 3""",Boston-Moon Classic,2014-04-11,HJ,M
15,"Landon, Kyle",FR-1,Southern Illinois,2.20m,"7' 2.5""",Kansas Relays,2014-04-16,HJ,M
15,"Taylor, Jamario",SR-4,Western Illinois,2.20m,"7' 2.5""",Summit League Outdoor Track & Field Championships,2014-05-15,HJ,M
15,"Crampton, Cody",FR-1,UCLA,2.20m,"7' 2.5""",UCLA v WSU Dual Meet,2014-03-09,HJ,M
15,"Spejcher, Kevin",SO-2,Iowa,2.20m,"7' 2.5""",Musco Invitational,2014-05-03,HJ,M
19,"Bowen Jr., Alexander",JR-3,Albany,2.19m,"7' 2.25""",Penn Relays,2014-04-24,HJ,M
19,"John, Dakoda",SR-4,BYU,2.19m,"7' 2.25""",2014 BYU Cougar Invitational,2014-05-01,HJ,M
21,"Hendershot, Jon",SR-4,Penn State,2.18m,"7' 1.75""",Jim Thorpe Open,2014-05-09,HJ,M
21,"Ware, Torian",JR-3,Clemson,2.18m,"7' 1.75""",Charlotte 49er Classic,2014-03-20,HJ,M
21,"Blackham, Zachary",FR-1,BYU,2.18m,"7' 1.75""",USU Mark Faldmo Invitational,2014-04-18,HJ,M
21,"Smith, DJ",SR-4,Auburn,2.18m,"7' 1.75""",SEC Outdoor Championship,2014-05-15,HJ,M
25,"Harris, Devion",SR-4,Texas A&M,2.17m,"7' 1.5""",LSU Alumni Gold,2014-04-19,HJ,M
25,"McRae, Trey",JR-3,Charlotte,2.17m,"7' 1.5""",Bill Carson Invitational,2014-04-11,HJ,M
27,"Fajoyomi, Viktor",SR-4,USC,2.16m,"7' 1""",Florida Relays,2014-04-03,HJ,M
27,"Nelson, Reggie",JR-3,Coastal Carolina,2.16m,"7' 1""",Penn Relays,2014-04-24,HJ,M
27,"Fajoyomi, David",SR-4,Fordham,2.16m,"7' 1""",Penn Relays,2014-04-24,HJ,M
27,"Kittelson, Noah",SR-4,Arkansas,2.16m,"7' 1""",2014 Clyde Littlefield Texas Relays,2014-03-26,HJ,M
27,"Uibo, Maicel",SO-2,Georgia,2.16m,"7' 1""",Georgia Bulldog Decathlon/Heptathlon,2014-04-10,HJ,M
27,"Ostrowski, Cameron",JR-3,Iowa State,2.16m,"7' 1""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HJ,M
27,"Dorsey, Andre",JR-3,Kennesaw State,2.16m,"7' 1""",Atlantic Sun Outdoor Track and Field Championships,2014-05-16,HJ,M
34,"Ridge, Nick",SR-4,California,2.15m,"7' 0.5""",The Big Meet,2014-04-12,HJ,M
34,"Sales, Roland",SO-2,Texas-Arlington,2.15m,"7' 0.5""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,HJ,M
34,"Daniel, Kashef",SR-4,Arkansas State,2.15m,"7' 0.5""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,HJ,M
34,"Riley, Zack",JR-3,Kansas State,2.15m,"7' 0.5""",2014 Jim Click Shootout,2014-04-12,HJ,M
34,"Frazier, Noel",SO-2,California,2.15m,"7' 0.5""",Sacramento State Hornet Invitational,2014-03-22,HJ,M
34,"LeGassey, Ken",FR-1,Arkansas,2.15m,"7' 0.5""",Arkansas Spring Invitational,2014-04-04,HJ,M
34,"Williams, Ryle",FR-1,Utah Valley,2.15m,"7' 0.5""",UNLV Track Classic,2014-03-07,HJ,M
41,"Benford, Keith",SR-4,UTSA,2.14m,"7' 0.25""",Conference USA Outdoor Track & Field Championships,2014-05-15,HJ,M
41,"Davis, Zach",FR-1,Liberty,2.14m,"7' 0.25""",2014 Liberty Twilight,2014-05-01,HJ,M
41,"Maricich, AJ",SR-4,Washington,2.14m,"7' 0.25""",WSU vs. UW Dual,2014-05-03,HJ,M
41,"James, Bradley",SR-4,Michigan,2.14m,"7' 0.25""",Big Ten Outdoor Track & Field Championships,2014-05-16,HJ,M
41,"Wells, Courtland",JR-3,Southern Miss.,2.14m,"7' 0.25""",Black and Gold Invitational,2014-05-03,HJ,M
41,"Hoag, Austin",SO-2,Kansas,2.14m,"7' 0.25""",Kansas Relays,2014-04-16,HJ,M
41,"Williams, Ed'Ricus",FR-1,Bethune-Cookman,2.14m,"7' 0.25""",North Florida Invitational,2014-04-26,HJ,M
41,"Baker, Edmond",JR-3,Arizona State,2.14m,"7' 0.25""",35th Sun Angel Track Classic,2014-04-11,HJ,M
41,"Cardina, Robert",FR-1,Penn State,2.14m,"7' 0.25""",2014 Clyde Littlefield Texas Relays,2014-03-26,HJ,M
41,"Smith, Devin",JR-3,Ohio State,2.14m,"7' 0.25""",Big Ten Outdoor Track & Field Championships,2014-05-16,HJ,M
41,"Miller Jr., Reginald",JR-3,SE Missouri,2.14m,"7' 0.25""",Alabama Relays,2014-03-20,HJ,M
41,"Hardt, Lee",JR-3,Montana,2.14m,"7' 0.25""",Montana Open,2014-05-02,HJ,M
53,"Golbek, Dwayne",SR-4,Arkansas,2.13m,"6' 11.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,HJ,M
53,"Anderson, Tanner",SR-4,Duke,2.13m,"6' 11.75""",ACC Outdoor Track & Field Championships,2014-04-17,HJ,M
53,"Pitt, Thomas",SO-2,Penn,2.13m,"6' 11.75""",Ivy League Outdoor Track & Field Championships,2014-05-10,HJ,M
53,"Lynch, Garret",SO-2,Wichita State,2.13m,"6' 11.75""",KT Woodman Classic,2014-04-09,HJ,M
53,"Adesida, Adeolu",JR-3,Lehigh,2.13m,"6' 11.75""",Coach P Open,2014-04-11,HJ,M
53,"Gehlen, Gus",JR-3,Nebraska,2.13m,"6' 11.75""",Nebraska Invitational,2014-05-10,HJ,M
59,"King, Darius",SR-4,Florida State,2.12m,"6' 11.5""",FSU Relays (College/Open),2014-03-21,HJ,M
59,"Stefanski, Peter",SO-2,Miami (Ohio),2.12m,"6' 11.5""",All-Ohio Track & Field Champs,2014-04-12,HJ,M
59,"Addison, Jonathan",SO-2,North Carolina St.,2.12m,"6' 11.5""",Tiger Classic 2014,2014-04-04,HJ,M
62,"Dew, Herbert",SR-4,USC,2.11m,"6' 11""",UCLA vs USC,2014-05-04,HJ,M
62,"Englund, Travis",SR-4,Nebraska,2.11m,"6' 11""",Musco Invitational,2014-05-03,HJ,M
62,"Rockwood, Sam",SO-2,BYU,2.11m,"6' 11""",2014 BYU Robison Invitational,2014-04-23,HJ,M
62,"Lynwood, Darius",SR-4,Memphis,2.11m,"6' 11""",2014 Red Wolf Open,2014-04-26,HJ,M
62,"Laubacher, Bradley",SO-2,Oregon,2.11m,"6' 11""",Pepsi Dual,2014-04-05,HJ,M
62,"LeRock, Garrison",FR-1,Oklahoma,2.11m,"6' 11""",Big 12 Outdoor Track and Field Championships,2014-05-16,HJ,M
62,"Brandhoff, Dave",FR-1,Wichita State,2.11m,"6' 11""",2014 MVC Outdoor Track & Field Championships,2014-05-16,HJ,M
62,"Pierson, Thane",SO-2,Washington St.,2.11m,"6' 11""",WSU vs. UW Dual,2014-05-03,HJ,M
62,"Fisher, Dayton",FR-1,Texas Tech,2.11m,"6' 11""",Big 12 Outdoor Track and Field Championships,2014-05-16,HJ,M
62,"Hernandez, Carlos",JR-3,UTEP,2.11m,"6' 11""",Tailwind Open,2014-05-02,HJ,M
62,"Kretchmer, Justin",FR-1,Kentucky,2.11m,"6' 11""",Bellarmine Classic,2014-04-26,HJ,M
62,"Taylor, Collin",SR-4,Wisconsin,2.11m,"6' 11""",Big Ten Outdoor Track & Field Championships,2014-05-16,HJ,M
62,"Taylor, Rico",SR-4,Maryland-Eastern Shore,2.11m,"6' 11""",MEAC Outdoor Track & Field Championships,2014-05-01,HJ,M
62,"Hill, Derrick",JR-3,Western Kentucky,2.11m,"6' 11""",2014 Red Wolf Open,2014-04-26,HJ,M
76,"Schneider, Kurt",SR-4,Michigan State,2.10m,"6' 10.75""",Raleigh Relays (College/University),2014-03-28,HJ,M
76,"Jakovina, Jay",SO-2,Youngstown St.,2.10m,"6' 10.75""",Raleigh Relays (College/University),2014-03-28,HJ,M
76,"Gregory, Anthony",FR-1,Weber State,2.10m,"6' 10.75""",USU Mark Faldmo Invitational,2014-04-18,HJ,M
76,"Benton, Aaron",FR-1,Eastern Michigan,2.10m,"6' 10.75""",Tennessee Relays,2014-04-10,HJ,M
76,"Jarrett, Omar",SR-4,Princeton,2.10m,"6' 10.75""",Ivy League Outdoor Track & Field Championships,2014-05-10,HJ,M
76,"Durant, Martel",JR-3,Akron,2.10m,"6' 10.75""",Mid-American Outdoor Track & Field Championships,2014-05-15,HJ,M
76,"Krone, Michael",JR-3,Duke,2.10m,"6' 10.75""",Virginia Challenge,2014-05-09,HJ,M
76,"Butler, Tommy",SR-4,Cornell,2.10m,"6' 10.75""",2014 Cornell Outdoor Invitational,2014-05-03,HJ,M
76,"Robinson, Garrett",SR-4,Texas State,2.10m,"6' 10.75""",UTSA Invitational,2014-04-19,HJ,M
76,"Graber, Kerry",SO-2,Wichita State,2.10m,"6' 10.75""",KSU Wildcat Open,2014-05-10,HJ,M
76,"Harvey, Julian",FR-1,SIU-Edwardsville,2.10m,"6' 10.75""",2014 SIUE Gateway Invite,2014-04-19,HJ,M
76,"Schiller, Danny",JR-3,Minnesota,2.10m,"6' 10.75""",Hamline Invitational,2014-04-09,HJ,M
76,"Moake, Scott",SO-2,Utah Valley,2.10m,"6' 10.75""",UNLV Track Classic,2014-03-07,HJ,M
76,"Johnson, Cyrus",JR-3,Western Kentucky,2.10m,"6' 10.75""",Vanderbilt Black & Gold Invitational,2014-03-28,HJ,M
76,"Freeman, Maurice",SO-2,Georgia,2.10m,"6' 10.75""",Georgia Invitational,2014-05-10,HJ,M
76,"Lewis, Kemar",JR-3,LIU Brooklyn,2.10m,"6' 10.75""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HJ,M
76,"Gallaher, Luke",JR-3,Pittsburgh,2.10m,"6' 10.75""",ACC Outdoor Track & Field Championships,2014-04-17,HJ,M
76,"Ziemek, Zach",JR-3,Wisconsin,2.10m,"6' 10.75""",Georgia Bulldog Decathlon/Heptathlon,2014-04-10,HJ,M
76,"Bearden, Miles",FR-1,Kansas State,2.10m,"6' 10.75""",Ward Haylett Invitational,2014-05-03,HJ,M
76,"Rice, Daryl",JR-3,Tennessee St.,2.10m,"6' 10.75""",Alabama Relays,2014-03-20,HJ,M
76,"Fuller, Jonathan",JR-3,Kansas,2.10m,"6' 10.75""",Ward Haylett Invitational,2014-05-03,HJ,M
76,"Carrothers , Caleb",FR-1,Tennessee St.,2.10m,"6' 10.75""",Alabama Relays,2014-03-20,HJ,M
76,"Strickland, John",JR-3,Buffalo,2.10m,"6' 10.75""",Mid-American Outdoor Track & Field Championships,2014-05-15,HJ,M
76,"Brittain, Logan",FR-1,Texas,2.10m,"6' 10.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,HJ,M
76,"Donels, Tyler",FR-1,Missouri,2.10m,"6' 10.75""",Missouri Relays,2014-04-11,HJ,M
1,"Duffield, Jacorian",SR-4,Texas Tech,2.31m,"7' 7""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
2,"McBride, Bryan",SR-4,Arizona State,2.30m,"7' 6.5""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,HJ,M
3,"Jackson, Marcus",SR-4,Miss State,2.28m,"7' 5.75""",Florida Relays,2015-04-02,HJ,M
4,"Adkins, Bradley",JR-3,Texas Tech,2.24m,"7' 4.25""",Texas Tech Outdoor Open,2015-04-03,HJ,M
4,"Bryan, Christoff",FR-1,Kansas State,2.24m,"7' 4.25""",Kansas Relays,2015-04-15,HJ,M
4,"Cunningham, Randall",FR-1,USC,2.24m,"7' 4.25""",Florida Relays,2015-04-02,HJ,M
7,"Gipson, NaTron",FR-1,Kansas State,2.23m,"7' 3.75""",Rock Chalk Classic,2015-05-02,HJ,M
8,"Giancana, Nic",SR-4,Kansas,2.21m,"7' 3""",Big 12 Outdoor Track & Field Championships,2015-05-15,HJ,M
8,"Ostrowski, Cameron",SR-4,Iowa State,2.21m,"7' 3""",Big 12 Outdoor Track & Field Championships,2015-05-15,HJ,M
10,"Landon, Kyle",SO-2,Southern Illinois,2.20m,"7' 2.5""",Tennessee Relays,2015-04-09,HJ,M
10,"Fightmaster, Keyth",FR-1,Samford,2.20m,"7' 2.5""",2015 UT Challenge,2015-05-02,HJ,M
10,"Blackham, Zachary",SO-2,BYU,2.20m,"7' 2.5""",37th SDSU Aztec Invitational,2015-03-26,HJ,M
10,"Jones, Avion",JR-3,East Carolina,2.20m,"7' 2.5""",Bill Carson Invitational,2015-04-10,HJ,M
14,"Ellenson, Wally",JR-3,Marquette,2.19m,"7' 2.25""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
14,"White, James",SR-4,Nebraska,2.19m,"7' 2.25""",Musco Invitational,2015-05-02,HJ,M
16,"Prude, Gemikal",JR-3,Lipscomb,2.18m,"7' 1.75""",Georgia Invitational,2015-05-09,HJ,M
16,"Ware, Torian",SR-4,Clemson,2.18m,"7' 1.75""",XIX Alan Connie Shamrock Invitational,2015-03-19,HJ,M
16,"Uibo, Maicel",JR-3,Georgia,2.18m,"7' 1.75""",SEC Championships,2015-05-14,HJ,M
16,"Baker, Edmond",SR-4,Arizona State,2.18m,"7' 1.75""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,HJ,M
20,"Wells, Jonathan",FR-1,Illinois,2.17m,"7' 1.5""",Big Ten Outdoor Track & Field Championships,2015-05-15,HJ,M
20,"Bartel, Landon",FR-1,Nebraska,2.17m,"7' 1.5""",Big Ten Outdoor Track & Field Championships,2015-05-15,HJ,M
20,"Adams, Tyler",FR-1,Sam Houston St.,2.17m,"7' 1.5""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
20,"Murray, Carson",FR-1,Washington,2.17m,"7' 1.5""",Pac-12 Combined Events Championships,2015-05-09,HJ,M
24,"Nelson, Reggie",SR-4,Coastal Carolina,2.16m,"7' 1""",Big South Championships,2015-05-14,HJ,M
24,"Riley, Zack",SR-4,Kansas State,2.16m,"7' 1""",Big 12 Outdoor Track & Field Championships,2015-05-15,HJ,M
24,"Williams, Ed'Ricus",SO-2,Bethune-Cookman,2.16m,"7' 1""",UNF East Region Preview,2015-05-08,HJ,M
24,"Anderson, Grant",FR-1,Nebraska,2.16m,"7' 1""",Nebraska Invitational,2015-05-09,HJ,M
24,"Gregory, Anthony",SO-2,Weber State,2.16m,"7' 1""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,HJ,M
24,"Fondren, Justin",JR-3,Alabama,2.16m,"7' 1""",Florida Relays,2015-04-02,HJ,M
24,"Greene, Branden",JR-3,Mississippi,2.16m,"7' 1""",Virginia Challenge,2015-04-17,HJ,M
24,"Crampton, Cody",SO-2,UCLA,2.16m,"7' 1""",Pac-12 Track & Field Championships,2015-05-15,HJ,M
24,"Pierson, Thane",JR-3,Washington St.,2.16m,"7' 1""",2015 UW v. WSU Dual,2015-05-01,HJ,M
24,"Frazier, Noel",JR-3,California,2.16m,"7' 1""",Pac-12 Track & Field Championships,2015-05-15,HJ,M
34,"Sales, Roland",JR-3,Texas-Arlington,2.15m,"7' 0.5""",Michael Johnson Classic,2015-04-18,HJ,M
34,"Moore, Eric",FR-1,Central Arkansas,2.15m,"7' 0.5""",Rhodes College Invitational,2015-03-20,HJ,M
34,"McSwain, Samuel",SO-2,Texas A&M,2.15m,"7' 0.5""",Michael Johnson Classic,2015-04-18,HJ,M
37,"Culver, Trey",FR-1,Texas Tech,2.14m,"7' 0.25""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
37,"Schiller, Danny",SR-4,Minnesota,2.14m,"7' 0.25""",Big Ten Outdoor Track & Field Championships,2015-05-15,HJ,M
37,"Peace, Seth",JR-3,Miss State,2.14m,"7' 0.25""",2015 University of Southern Mississippi Invitational,2015-04-24,HJ,M
37,"Melu, Shaddye",JR-3,Seattle U.,2.14m,"7' 0.25""",Bryan Clay Invitational,2015-04-17,HJ,M
37,"Smith, Taylor",SO-2,Air Force,2.14m,"7' 0.25""",Mountain West Outdoor Track & Field Championships,2015-05-13,HJ,M
37,"Kretchmer, Justin",SO-2,Kentucky,2.14m,"7' 0.25""",SEC Championships,2015-05-14,HJ,M
37,"Evanson, Trevor",SR-4,Northern Colorado,2.14m,"7' 0.25""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
37,"Moake, Scott",JR-3,Utah Valley,2.14m,"7' 0.25""",Border Clash 2015,2015-05-01,HJ,M
37,"Spejcher, Kevin",JR-3,Iowa,2.14m,"7' 0.25""",Mt. SAC Relays,2015-04-16,HJ,M
37,"Williams, Carl",FR-1,Oklahoma,2.14m,"7' 0.25""",Baldy Castillo Invitational,2015-03-20,HJ,M
47,"Campbell, Matthew",SO-2,Albany,2.13m,"6' 11.75""",XIX Alan Connie Shamrock Invitational,2015-03-19,HJ,M
47,"Hoag, Austin",SR-4,Kansas,2.13m,"6' 11.75""",Kansas Relays,2015-04-15,HJ,M
47,"Aguirre, Adam",JR-3,Mississippi,2.13m,"6' 11.75""",2015 Drake Relays presented by Hy-Vee,2015-04-22,HJ,M
47,"Krone, Michael",SR-4,USC,2.13m,"6' 11.75""",2015 Jim Click Shootout,2015-04-11,HJ,M
47,"Addison, Jonathan",JR-3,North Carolina St.,2.13m,"6' 11.75""",Virginia Challenge,2015-04-17,HJ,M
47,"Harris, Bobby",FR-1,North Florida,2.13m,"6' 11.75""",Atlantic Sun Outdoor Track & Field Championships,2015-05-15,HJ,M
47,"Card-Childers, Charlie",FR-1,Rice,2.13m,"6' 11.75""",Mt. SAC Relays/CA Invitational Multi Events,2015-04-15,HJ,M
54,"Wells, Courtland",SR-4,Southern Miss.,2.12m,"6' 11.5""",Jace LaCoste Invitational,2015-05-01,HJ,M
54,"LeGassey, Ken",SO-2,Arkansas,2.12m,"6' 11.5""",Arkansas Twilight,2015-05-01,HJ,M
54,"Monroe , Michael",FR-1,Penn,2.12m,"6' 11.5""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,HJ,M
54,"Morales, Arnaldo",SO-2,Youngstown St.,2.12m,"6' 11.5""",Akron Northeast Ohio Invitational,2015-04-02,HJ,M
54,"Nwankwo, Michael",SR-4,Cincinnati,2.12m,"6' 11.5""",The American Outdoor Track & Field Championships,2015-05-14,HJ,M
54,"Dotson, Roosevelt",JR-3,Kent State,2.12m,"6' 11.5""",Mid-American Outdoor Track & Field Championships,2015-05-14,HJ,M
54,"Seals, John",FR-1,George Mason,2.12m,"6' 11.5""",Atlantic 10 Championships,2015-05-02,HJ,M
54,"Willis, Dartis",JR-3,Stanford,2.12m,"6' 11.5""",Pac-12 Track & Field Championships,2015-05-15,HJ,M
62,"Hernandez, Carlos",SR-4,UTEP,2.11m,"6' 11""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
62,"Scheer, Collin",SO-2,Colorado St.,2.11m,"6' 11""",Jack Christiansen Invitational,2015-04-24,HJ,M
62,"Jones, Mark",JR-3,Colorado,2.11m,"6' 11""",Jerry Quiller Classic,2015-03-20,HJ,M
62,"Anderson, Ty",FR-1,UTSA,2.11m,"6' 11""",Conference USA Outdoor Track & Field Championships,2015-05-14,HJ,M
62,"Williams, Steven",SR-4,Cal St. Fullerton,2.11m,"6' 11""",UCLA Legends Invitational,2015-04-03,HJ,M
62,"Rhodes, Davian",SO-2,Campbell,2.11m,"6' 11""",Big South Championships,2015-05-14,HJ,M
62,"Puccino, Phillip",SR-4,Eastern Washington,2.11m,"6' 11""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,HJ,M
62,"Wheeler, Kyle",SR-4,Liberty,2.11m,"6' 11""",Big South Championships,2015-05-14,HJ,M
62,"Lockard, Ryan",FR-1,Minnesota,2.11m,"6' 11""",Big Ten Outdoor Track & Field Championships,2015-05-15,HJ,M
62,"Tonnesen, Pau",JR-3,Arizona,2.11m,"6' 11""",Pac-12 Combined Events Championships,2015-05-09,HJ,M
62,"Muzzio, Joey",JR-3,East Carolina,2.11m,"6' 11""",The American Outdoor Track & Field Championships,2015-05-14,HJ,M
62,"Lewis, Kemar",JR-3,LIU Brooklyn,2.11m,"6' 11""",Florida Relays,2015-04-02,HJ,M
62,"Leblanc, William",JR-3,UL-Lafayette,2.11m,"6' 11""",2015 Clyde Littlefield Texas Relays,2015-03-25,HJ,M
62,"Fisher, Dayton",SO-2,Texas Tech,2.11m,"6' 11""",Texas Tech Outdoor Open,2015-04-03,HJ,M
62,"Lovett, Django",SR-4,New Mexico,2.11m,"6' 11""",Mountain West Outdoor Track & Field Championships,2015-05-13,HJ,M
62,"Laubacher, Bradley",JR-3,Oregon,2.11m,"6' 11""",Portland Twilight Track Meet,2015-05-17,HJ,M
78,"Johnson, Shawn",JR-3,Auburn,2.10m,"6' 10.75""",Crimson Tide Invitational,2015-03-27,HJ,M
78,"Arroyo, Tyler",FR-1,Arizona,2.10m,"6' 10.75""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,HJ,M
78,"Prentice, DeSean",JR-3,Indiana State,2.10m,"6' 10.75""",Gibson Invitational,2015-04-16,HJ,M
78,"Pozolinski, Brett",JR-3,Wis.-Milwaukee,2.10m,"6' 10.75""",NCC Gregory Final Qualifier,2015-05-14,HJ,M
78,"Harvey, Julian",SO-2,SIU-Edwardsville,2.10m,"6' 10.75""",ASU Red Wolf Open,2015-04-24,HJ,M
78,"Uudmae, Jaak",FR-1,Stanford,2.10m,"6' 10.75""",Brutus Hamilton Open,2015-04-24,HJ,M
78,"Koosman, Zach",SO-2,South Dakota St.,2.10m,"6' 10.75""",Howard Wood Dakota Relays,2015-05-01,HJ,M
78,"Johnson, Malik",SO-2,Cal St. Fullerton,2.10m,"6' 10.75""",CSUN Challenge,2015-05-02,HJ,M
78,"Stone, Sage",SO-2,UCLA,2.10m,"6' 10.75""",2015 Arizona State Pac-12 vs Big 10 Invitational,2015-03-27,HJ,M
87,"Reilly, Jacob",FR-1,Rhode Island,2.09m,"6' 10.25""",NEICAAA Track and Field Outdoor Championship,2015-05-07,HJ,M
