,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
87,"Brumfield, Ryan",SR-4,Eastern Michigan,2.09m,"6' 10.25""",Mid-American Outdoor Track & Field Championships,2015-05-14,HJ,M
87,"Russell, Tyler",FR-1,Navy,2.09m,"6' 10.25""",Patriot League Outdoor Track & Field Championships,2015-05-01,HJ,M
87,"Lazarou, Myles",FR-1,Cornell,2.09m,"6' 10.25""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,HJ,M
87,"Jamerson, Austin",SO-2,Cornell,2.09m,"6' 10.25""",Ivy League Outdoor Track & Field Championships,2015-05-09,HJ,M
87,"Victor, Jhonny",FR-1,Florida,2.09m,"6' 10.25""",LSU Invitational,2015-05-02,HJ,M
87,"Sullivan, Chris",JR-3,FIU,2.09m,"6' 10.25""",UCF Twilight,2015-04-30,HJ,M
87,"Tufty, Rockwell",JR-3,Portland State,2.09m,"6' 10.25""",OSU High Performance,2015-04-30,HJ,M
87,"Kahrs, Jack",SO-2,Rhode Island,2.09m,"6' 10.25""",Atlantic 10 Championships,2015-05-02,HJ,M
87,"Morgan, Mike",JR-3,Buffalo,2.09m,"6' 10.25""",Mt. SAC Relays/CA Invitational Multi Events,2015-04-15,HJ,M
87,"Bearden, Miles",SO-2,Kansas State,2.09m,"6' 10.25""",TCU College Invite,2015-03-19,HJ,M
87,"Ogbonna, Kingsley",SO-2,Albany,2.09m,"6' 10.25""",UAlbany Spring Classic,2015-04-17,HJ,M
87,"Sicari, Justin",FR-1,Connecticut,2.09m,"6' 10.25""",NEICAAA Track and Field Outdoor Championship,2015-05-07,HJ,M
87,"Gicquel, Clement",SO-2,Manhattan,2.09m,"6' 10.25""",MAAC Outdoor Track & Field Championships,2015-05-02,HJ,M
1,"Claitt, Tequan",SO-2,Eastern Kentucky,2.28m,"7' 5.75""",2017 WKU Hilltopper Relays,2017-04-07,HJ,M
2,"Williams, Tye",JR-3,South Carolina,2.25m,"7' 4.5""",Penn Relays,2017-04-27,HJ,M
2,"Laine, Keenon",SO-2,Georgia,2.25m,"7' 4.5""",SEC Outdoor Track & Field Championships,2017-05-11,HJ,M
4,"Culver, Trey",JR-3,Texas Tech,2.24m,"7' 4.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
5,"Wesner, Jordan",SO-2,Memphis,2.23m,"7' 3.75""",Memphis Invitational 2017,2017-04-28,HJ,M
6,"Williams, Ed'Ricus",SR-4,Florida State,2.22m,"7' 3.25""",UF Tom Jones Memorial,2017-04-28,HJ,M
7,"Cunningham, Randall",JR-3,USC,2.21m,"7' 3""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
7,"Brown, Clayton",FR-1,Florida,2.21m,"7' 3""",Florida Relays,2017-03-30,HJ,M
9,"Landon, Kyle",SR-4,Southern Illinois,2.20m,"7' 2.5""",Bill Cornell Spring Classic,2017-03-25,HJ,M
9,"Bartel, Landon",JR-3,Nebraska,2.20m,"7' 2.5""",Big Ten Outdoor Championships,2017-05-12,HJ,M
9,"Holmes, Isaiah",FR-1,UCLA,2.20m,"7' 2.5""",Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,HJ,M
9,"Burke, Michael",SO-2,UCLA,2.20m,"7' 2.5""",Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,HJ,M
9,"McCann, Michael",JR-3,Nebraska,2.20m,"7' 2.5""",2017 Husker Spring Invitational,2017-04-08,HJ,M
9,"Wieland, Luca",SR-4,Minnesota,2.20m,"7' 2.5""",Big Ten Outdoor Championships,2017-05-12,HJ,M
9,"Calhoun, Vincent",JR-3,Long Beach St.,2.20m,"7' 2.5""",adidas/Steve Scott Invitational,2017-04-28,HJ,M
9,"Heath, Dionte",SR-4,UL-Lafayette,2.20m,"7' 2.5""",Sun Belt Outdoor Track and Field Championships,2017-05-12,HJ,M
17,"Summerset, Justice",FR-1,Arizona,2.19m,"7' 2.25""",Jim Click Shootout,2017-04-08,HJ,M
18,"Cragin, Garrett",JR-3,Texas A&M,2.18m,"7' 1.75""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
18,"Blackman, Eric",JR-3,Purdue,2.18m,"7' 1.75""",UTSA Invitational,2017-03-17,HJ,M
18,"Bryan, Christoff",JR-3,Kansas State,2.18m,"7' 1.75""",Texas Invitational,2017-04-14,HJ,M
21,"Lockard, Ryan",JR-3,Minnesota,2.17m,"7' 1.5""",Big Ten Outdoor Championships,2017-05-12,HJ,M
21,"Armstrong, Daniel",FR-1,Marquette,2.17m,"7' 1.5""",UCF Black and Gold Challenge,2017-03-17,HJ,M
21,"Stone, Sage",SR-4,UCLA,2.17m,"7' 1.5""",Beach vs UCLA,2017-03-04,HJ,M
21,"Anderson, Grant",JR-3,Nebraska,2.17m,"7' 1.5""",2017 Husker Spring Invitational,2017-04-08,HJ,M
21,"Stine, Cody",SO-2,Akron,2.17m,"7' 1.5""",LSU Alumni Gold,2017-04-22,HJ,M
26,"Birzer, Matthew",SO-2,Notre Dame,2.16m,"7' 1""",Penn Relays,2017-04-27,HJ,M
26,"Anderson, Ty",JR-3,UTSA,2.16m,"7' 1""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,HJ,M
26,"Richardson, Curtis",SO-2,Akron,2.16m,"7' 1""",Spec Towns Invitational,2017-04-07,HJ,M
26,"Anderson, Zack",FR-1,South Dakota,2.16m,"7' 1""",The Summit League Outdoor Track & Field Championships,2017-05-11,HJ,M
26,"McAllister, Xaivier",SR-4,Kentucky,2.16m,"7' 1""",2017 Kentucky Relays,2017-05-06,HJ,M
26,"Carbin, Darius",FR-1,Georgia,2.16m,"7' 1""",Spec Towns Invitational,2017-04-07,HJ,M
32,"Bryant, Joey",SO-2,Arizona State,2.15m,"7' 0.5""",38th Sun Angel Classic,2017-04-06,HJ,M
32,"Kretchmer, Justin",SR-4,Kentucky,2.15m,"7' 0.5""",SEC Outdoor Track & Field Championships,2017-05-11,HJ,M
32,"Allen, Jerin",JR-3,Louisville,2.15m,"7' 0.5""",ACC Outdoor Track & Field Championships,2017-05-12,HJ,M
32,"Reeves, Javen",JR-3,Louisville,2.15m,"7' 0.5""",ACC Outdoor Track & Field Championships,2017-05-12,HJ,M
32,"Steenkamp, Tiaan",JR-3,Arkansas State,2.15m,"7' 0.5""",Memphis Invitational 2017,2017-04-28,HJ,M
32,"LeGassey, Ken",SR-4,Arkansas,2.15m,"7' 0.5""",Arkansas Twilight,2017-05-05,HJ,M
32,"Fightmaster, Keyth",SO-2,Samford,2.15m,"7' 0.5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
32,"Bearden, Miles",JR-3,Kansas State,2.15m,"7' 0.5""",KSU Ward Haylett Invite,2017-05-06,HJ,M
32,"White, Dean",FR-1,Oklahoma,2.15m,"7' 0.5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
32,"Sullivan, Darryl",FR-1,Tennessee,2.15m,"7' 0.5""",SEC Outdoor Track & Field Championships,2017-05-11,HJ,M
32,"Roberts, Kareem",JR-3,LIU Brooklyn,2.15m,"7' 0.5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
43,"Milton, Jacob",FR-1,Norfolk State,2.14m,"7' 0.25""",Virginia Grand Prix,2017-04-29,HJ,M
43,"McRoberts, Anthony",FR-1,Illinois State,2.14m,"7' 0.25""",Wisconsin Alumni Classic,2017-05-05,HJ,M
43,"McCloud, Spencer",SR-4,Texas,2.14m,"7' 0.25""",Longhorn Invitational,2017-04-28,HJ,M
43,"Tape-Jackson, Lohnnie",SR-4,Cal St. Northridge,2.14m,"7' 0.25""",Northridge Invitational,2017-03-18,HJ,M
43,"Bloom, Alex",JR-3,Cincinnati,2.14m,"7' 0.25""",Spec Towns Invitational,2017-04-07,HJ,M
43,"Lazarou, Myles",JR-3,Cornell,2.14m,"7' 0.25""",Rafer/JJK Invitational,2017-04-08,HJ,M
43,"Chippeaux, Austin",JR-3,Wichita State,2.14m,"7' 0.25""",Wichita State Shocker Open,2017-05-05,HJ,M
43,"Guidry, Damon",FR-1,UL-Lafayette,2.14m,"7' 0.25""",McNeese Spring Time Classic,2017-04-08,HJ,M
43,"Wells, Jonathan",JR-3,Illinois,2.14m,"7' 0.25""",Big Ten Outdoor Championships,2017-05-12,HJ,M
43,"Koosman, Zach",SR-4,South Dakota St.,2.14m,"7' 0.25""",Howard Wood Dakota Relays,2017-05-05,HJ,M
53,"Wallace, Trenton",FR-1,Colorado St.,2.13m,"6' 11.75""",Mountain West Outdoor Track & Field Championships,2017-05-10,HJ,M
53,"Patten, Jacob",SO-2,Mid. Tenn. State,2.13m,"6' 11.75""",Tennessee Rust Buster,2017-03-25,HJ,M
53,"Bledsoe, Xavier",SR-4,Princeton,2.13m,"6' 11.75""",2017 Larry Ellis Invitational,2017-04-21,HJ,M
56,"Ford, Jalen",JR-3,Iowa State,2.12m,"6' 11.5""",2017 Drake Relays presented by Hy-Vee,2017-04-26,HJ,M
56,"Garrick, Christopher",SO-2,North Carolina St.,2.12m,"6' 11.5""",ACC Outdoor Track & Field Championships,2017-05-12,HJ,M
56,"Sullivan, Chris",SR-4,FIU,2.12m,"6' 11.5""",Miami Hurricane Alumni Invitational,2017-04-07,HJ,M
56,"Williams, Carl",JR-3,Oklahoma,2.12m,"6' 11.5""",Penn Relays,2017-04-27,HJ,M
56,"Brown, Charles",SO-2,Texas Tech,2.12m,"6' 11.5""",Texas Tech Red Raider Shoot-Out,2017-04-28,HJ,M
56,"Van Horn, Tim",SO-2,Cal St. Bakersfield,2.12m,"6' 11.5""",2017 Pomona-Pitzer T&F Invite,2017-04-08,HJ,M
56,"Frank, Tyler",SR-4,South Dakota,2.12m,"6' 11.5""",Sioux City Relays UCO 2017,2017-04-21,HJ,M
56,"Clancy, Kyle",SO-2,UC Davis,2.12m,"6' 11.5""",2017 Big West Track & Field Championships,2017-05-12,HJ,M
56,"Murtagh, Jaime",JR-3,Indiana State,2.12m,"6' 11.5""",Tiger Track Classic,2017-04-07,HJ,M
56,"Reynolds, John",JR-3,Air Force,2.12m,"6' 11.5""",Mountain West Outdoor Track & Field Championships,2017-05-10,HJ,M
56,"Ray, Zhafear",FR-1,Texas A&M-CC,2.12m,"6' 11.5""",Texas Invitational,2017-04-14,HJ,M
56,"Owens, Rubin",JR-3,Arkansas,2.12m,"6' 11.5""",Arkansas Twilight,2017-05-05,HJ,M
56,"Fredrickson, Peyton",SO-2,Washington St.,2.12m,"6' 11.5""",Cougar Invitational,2017-04-29,HJ,M
69,"Galas, Paul",JR-3,Indiana,2.11m,"6' 11""",2017 Louisville Invitational,2017-04-14,HJ,M
69,"Long, Joel",SO-2,Kansas,2.11m,"6' 11""",Rock Chalk Classic,2017-04-28,HJ,M
69,"Victor, Jhonny",SO-2,Florida,2.11m,"6' 11""",Florida Relays,2017-03-30,HJ,M
69,"Mobley , Desmond",JR-3,Western Kentucky,2.11m,"6' 11""",2017 WKU Hilltopper Relays,2017-04-07,HJ,M
69,"Quist, Matt",JR-3,Montana,2.11m,"6' 11""",Montana Open,2017-04-27,HJ,M
69,"Duckworth, Tim",JR-3,Kentucky,2.11m,"6' 11""",Spec Towns Invitational,2017-04-07,HJ,M
69,"Rivera, Brendon",FR-1,Arkansas,2.11m,"6' 11""",SEC Relays,2017-04-28,HJ,M
69,"Gregory, Anthony",JR-3,Weber State,2.11m,"6' 11""",2017 Big Sky Outdoor Track & Field Championships,2017-05-10,HJ,M
69,"Giannettino, Jeff",SO-2,Army West Point,2.11m,"6' 11""",Gamecock Invitational,2017-04-15,HJ,M
69,"Crampton, Cody",SR-4,UCLA,2.11m,"6' 11""",Rafer/JJK Invitational,2017-04-08,HJ,M
69,"Hughes, Elijah",FR-1,Arizona State,2.11m,"6' 11""",Jim Bush Collegiate Invitational,2017-04-15,HJ,M
69,"Card-Childers, Charlie",SO-2,Rice,2.11m,"6' 11""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,HJ,M
69,"Horn, Kristopher",SR-4,UMass Amherst,2.11m,"6' 11""",NEICAAA Outdoor Track & Field Championships,2017-05-12,HJ,M
69,"Lynch, Garret",SR-4,Wichita State,2.11m,"6' 11""",2017 Emporia State Relays,2017-04-01,HJ,M
69,"Smalls, Omega",FR-1,N.C. Central,2.11m,"6' 11""",MEAC Outdoor Championships,2017-05-04,HJ,M
69,"Flores, Joselito",JR-3,Cal St. Bakersfield,2.11m,"6' 11""",Northridge Invitational,2017-03-18,HJ,M
69,"Ross, Jacob",FR-1,Akron,2.11m,"6' 11""",Spec Towns Invitational,2017-04-07,HJ,M
69,"Scheer, Collin",SR-4,Colorado St.,2.11m,"6' 11""",Rams vs. Cowboys Dual,2017-05-05,HJ,M
87,"Ridout, Rivers",SO-2,Duke,2.10m,"6' 10.75""",Battle of the Blues,2017-04-01,HJ,M
87,"Moore, Eric",JR-3,Central Arkansas,2.10m,"6' 10.75""",Central Arkansas Open,2017-04-15,HJ,M
87,"Hanson, Jason",FR-1,Wis.-Milwaukee,2.10m,"6' 10.75""",UW-Whitewater Drake Alternative Meet,2017-04-29,HJ,M
87,"Brooks, Jaron",FR-1,Auburn,2.10m,"6' 10.75""",SEC Outdoor Track & Field Championships,2017-05-11,HJ,M
87,"Bachinski, Nick",SR-4,Minnesota,2.10m,"6' 10.75""",Ashton May Invitational,2017-04-08,HJ,M
87,"Monroe , Michael",JR-3,Penn,2.10m,"6' 10.75""",2017 Larry Ellis Invitational,2017-04-21,HJ,M
87,"O'Georgia, Bryant",JR-3,Arizona,2.10m,"6' 10.75""",Duel In The Desert- ASU vs Arizona,2017-04-28,HJ,M
87,"Harrell, Milton",FR-1,LSU,2.10m,"6' 10.75""",Beach Invitational,2017-04-14,HJ,M
87,"Warner, Garth",FR-1,Norfolk State,2.10m,"6' 10.75""",Charlotte Invitational,2017-04-14,HJ,M
87,"Martin, Noah",FR-1,Montana State,2.10m,"6' 10.75""",Al Manuel Northwest Invitational,2017-03-31,HJ,M
87,"Howard, Shonderius",JR-3,Oklahoma,2.10m,"6' 10.75""",John Jacobs Invitational,2017-04-21,HJ,M
98,"Rhodes, Davian",SR-4,Campbell,2.09m,"6' 10.25""",2017 Aggie Last Chance,2017-05-14,HJ,M
98,"Sizemore, Titus",FR-1,Troy,2.09m,"6' 10.25""",Sun Belt Outdoor Track and Field Championships,2017-05-12,HJ,M
98,"Victor, Lindon",SR-4,Texas A&M,2.09m,"6' 10.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HJ,M
1,"Jones, Avion",SR-4,East Carolina,2.31m,"7' 7""",The American Outdoor Track & Field Championships,2016-05-12,HJ,M
2,"Culver, Trey",SO-2,Texas Tech,2.26m,"7' 5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,HJ,M
3,"McRae, Trey",SR-4,Charlotte,2.25m,"7' 4.5""",Raleigh Relays,2016-03-25,HJ,M
3,"Bryan, Christoff",SO-2,Kansas State,2.25m,"7' 4.5""",2016 Ward Haylett Invitational,2016-05-07,HJ,M
5,"Adkins, Bradley",SR-4,Texas Tech,2.23m,"7' 3.75""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,M
5,"Cunningham, Randall",SO-2,USC,2.23m,"7' 3.75""",Power Conference Cardinal & Gold,2016-03-25,HJ,M
7,"Landon, Kyle",JR-3,Southern Illinois,2.22m,"7' 3.25""",Tom Botts Invitational,2016-04-15,HJ,M
8,"Pierson, Thane",SR-4,Washington St.,2.21m,"7' 3""",Cougar Invitational,2016-04-30,HJ,M
8,"Blackham, Zachary",SR-4,BYU,2.21m,"7' 3""",2016 BYU Robison Invitational,2016-04-21,HJ,M
8,"Williams, Ed'Ricus",JR-3,Bethune-Cookman,2.21m,"7' 3""",Florida Relays,2016-03-31,HJ,M
11,"Ellenson, Wally",SR-4,Marquette,2.20m,"7' 2.5""",Gibson Invitational,2016-04-09,HJ,M
11,"Harris, Bobby",SO-2,North Florida,2.20m,"7' 2.5""",Seminole Invitational,2016-04-15,HJ,M
11,"Lockard, Ryan",SO-2,Minnesota,2.20m,"7' 2.5""",Virginia Challenge,2016-04-22,HJ,M
11,"Robinson, Damar",JR-3,Louisville,2.20m,"7' 2.5""",ACC Championships,2016-05-13,HJ,M
11,"Laine, Keenon",FR-1,Western Kentucky,2.20m,"7' 2.5""",2016 Govs Invitational,2016-04-15,HJ,M
11,"Reeves, Javen",SO-2,Louisville,2.20m,"7' 2.5""",USF Bulls Invitational,2016-03-17,HJ,M
17,"Bowen Jr., Alexander",SR-4,Albany,2.19m,"7' 2.25""",Alan Connie Shamrock Invitational,2016-03-17,HJ,M
17,"Pozolinski, Brett",SR-4,Wis.-Milwaukee,2.19m,"7' 2.25""",Lenny Lyles-Clark Wood Invitational,2016-04-21,HJ,M
17,"LeGassey, Ken",JR-3,Arkansas,2.19m,"7' 2.25""",SEC Championships,2016-05-12,HJ,M
17,"Afadapa, Stephen",SR-4,Cornell,2.19m,"7' 2.25""",2016 Big Red Invitational,2016-05-01,HJ,M
17,"Willis, Dartis",SR-4,Stanford,2.19m,"7' 2.25""",The Big Meet -Cal vs. Stanford,2016-04-09,HJ,M
17,"Greene, Branden",SR-4,Mississippi,2.19m,"7' 2.25""",SEC Championships,2016-05-12,HJ,M
23,"Spejcher, Kevin",SR-4,Iowa,2.18m,"7' 1.75""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,M
23,"Burke, Michael",FR-1,UCLA,2.18m,"7' 1.75""",UCLA vs. USC Dual Meet,2016-05-01,HJ,M
23,"Patten, Jacob",FR-1,Mid. Tenn. State,2.18m,"7' 1.75""",Drury Hotels Joey Haines Invite,2016-04-01,HJ,M
23,"McAllister, Xaivier",JR-3,Kentucky,2.18m,"7' 1.75""",Florida Relays,2016-03-31,HJ,M
23,"Anderson, Grant",SO-2,Nebraska,2.18m,"7' 1.75""",2016 Husker Spring Invitational,2016-04-09,HJ,M
28,"Dorsey, Andre",SR-4,Kennesaw State,2.17m,"7' 1.5""",Georgia Tech Yellow Jacket Invitational,2016-03-25,HJ,M
28,"Claitt, Tequan",FR-1,Eastern Kentucky,2.17m,"7' 1.5""",Ohio Valley Conference Championship,2016-05-13,HJ,M
28,"Wesner, Jordan",FR-1,Memphis,2.17m,"7' 1.5""",The American Outdoor Track & Field Championships,2016-05-12,HJ,M
28,"WILCOX, Eddie",SR-4,North Texas,2.17m,"7' 1.5""",Oklahoma John Jacobs Invitational,2016-04-22,HJ,M
28,"Harvey, Julian",JR-3,SIU-Edwardsville,2.17m,"7' 1.5""",Arkansas Spring Invitational,2016-03-25,HJ,M
28,"Birzer, Matthew",FR-1,Notre Dame,2.17m,"7' 1.5""",ACC Championships,2016-05-13,HJ,M
34,"Ogbonna, Kingsley",JR-3,Albany,2.16m,"7' 1""",UCONN Northeast Challenge,2016-04-16,HJ,M
34,"Smith, Taylor",JR-3,Air Force,2.16m,"7' 1""",Stanford Invitational,2016-04-01,HJ,M
34,"Peace, Seth",SR-4,Miss State,2.16m,"7' 1""",LSU Battle on the Bayou,2016-04-09,HJ,M
34,"Frazier, Noel",SR-4,California,2.16m,"7' 1""",The Big Meet -Cal vs. Stanford,2016-04-09,HJ,M
34,"Campbell, Matthew",JR-3,Albany,2.16m,"7' 1""",UCONN Northeast Challenge,2016-04-16,HJ,M
34,"Quist, Matt",SO-2,Montana,2.16m,"7' 1""",Al Manuel Northwest Dual,2016-04-02,HJ,M
40,"Fondren, Justin",SR-4,Alabama,2.15m,"7' 0.5""",War Eagle Invitational,2016-04-22,HJ,M
40,"Monroe , Michael",SO-2,Penn,2.15m,"7' 0.5""",Florida Relays,2016-03-31,HJ,M
40,"Morales, Arnaldo",JR-3,Youngstown St.,2.15m,"7' 0.5""",Akron NE Ohio Quad,2016-04-15,HJ,M
40,"Ifedi, Chisom",FR-1,Penn State,2.15m,"7' 0.5""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,HJ,M
40,"Rhodes, Davian",JR-3,Campbell,2.15m,"7' 0.5""",Big South Outdoor Track & Field Championships,2016-05-10,HJ,M
40,"Williams, Carl",SO-2,Oklahoma,2.15m,"7' 0.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,M
40,"Sales, Roland",SR-4,UT-Arlington,2.15m,"7' 0.5""",UT Arlington Bobby Lane Invitational,2016-03-26,HJ,M
40,"Murray, Carson",SO-2,Washington,2.15m,"7' 0.5""",Pac-12 Outdoor Track & Field Championships,2016-05-14,HJ,M
40,"Giannettino, Jeff",FR-1,Army West Point,2.15m,"7' 0.5""",IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,HJ,M
40,"Johnson, Shawn",SR-4,Auburn,2.15m,"7' 0.5""",War Eagle Invitational,2016-04-22,HJ,M
40,"Stine, Cody",FR-1,Akron,2.15m,"7' 0.5""",Akron NE Ohio Quad,2016-04-15,HJ,M
40,"Russell, Tyler",SO-2,Navy,2.15m,"7' 0.5""",Charlotte Invitational,2016-04-15,HJ,M
40,"Gipson, NaTron",SO-2,Kansas State,2.15m,"7' 0.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,HJ,M
40,"Melu, Shaddye",SR-4,Seattle U.,2.15m,"7' 0.5""",WAR 9,2016-04-08,HJ,M
40,"Anderson, Ty",SO-2,UTSA,2.15m,"7' 0.5""",Ricardo Romo Invitational,2016-03-24,HJ,M
55,"Garrick, Christopher",FR-1,North Carolina St.,2.14m,"7' 0.25""",ACC Championships,2016-05-13,HJ,M
