,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
87,"Lindstrom , Jamie",JR-3,Northern Iowa,57.77m,"189' 6""",2015 MVC Outdoor Track and Field Championships,2015-05-15,HT,W
88,"Serafin, Rachel",JR-3,Louisville,57.75m,"189' 6""",Florida Relays,2015-04-02,HT,W
89,"Heslop, Melanie",SR-4,Utah State,57.63m,"189' 1""",2015 Utah State Mark Faldmo Meet,2015-04-17,HT,W
90,"Hickey, Aoife",SR-4,Utah,57.48m,"188' 7""",OSU vs. Utah - Dual Meet,2015-03-21,HT,W
91,"Szykowny, Alison",SR-4,Loyola (Ill.),57.42m,"188' 5""",Redbird Track And Field Invitational,2015-05-01,HT,W
92,"Mann, Brittany",SO-2,Oregon,57.37m,"188' 3""",OSU High Performance,2015-04-30,HT,W
92,"Giger, Lena",FR-1,Stanford,57.37m,"188' 3""",Cal Opener 2015,2015-03-07,HT,W
92,"Pinkelman, Carlie",SR-4,Nebraska,57.37m,"188' 3""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,W
95,"Cherry-Bronson, Briana",SR-4,Albany,57.33m,"188' 1""",XIX Alan Connie Shamrock Invitational,2015-03-19,HT,W
96,"Watkins, Deja",JR-3,UC Riverside,57.31m,"188' 0""",2015 Big West Championships,2015-05-15,HT,W
97,"Bostic, Jayla",JR-3,Florida,57.27m,"187' 11""",Florida Relays,2015-04-02,HT,W
98,"Brown, Donyelle",JR-3,Ohio U.,57.26m,"187' 10""",Mid-American Outdoor Track & Field Championships,2015-05-14,HT,W
99,"Caraway, Caitlin",SR-4,Montana,57.22m,"187' 9""",Al Manuel,2015-03-27,HT,W
99,"Drozdowski, Sarah",SR-4,Valparaiso,57.22m,"187' 9""",Illinois Twilight,2015-04-18,HT,W
1,"Ratcliffe, Julia",SO-2,Princeton,70.28m,"230' 7""",Larry Ellis Invitational,2014-04-16,HT,W
2,"Pleger, Brooke",JR-3,Bowling Green,67.97m,"223' 0""",Toledo Invitational,2014-05-09,HT,W
3,"Weir, Jillian",JR-3,Oregon,67.43m,"221' 3""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,W
4,"Hinton, Denise",SR-4,LSU,66.46m,"218' 0""",LSU Invitational,2014-05-03,HT,W
5,"Funk, Brittany",SR-4,Akron,66.33m,"217' 7""",Bobcat Invitational,2014-03-27,HT,W
6,"Kovar, Kayla",SR-4,Southern Utah,66.08m,"216' 9""",Mt. SAC Relays,2014-04-17,HT,W
7,"Savatovic, Sara",SO-2,Kansas State,65.19m,"213' 10""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,W
8,"Hunsucker, Emily",SR-4,Colorado,64.91m,"212' 11""",Jerry Quiller Classic 2014,2014-03-21,HT,W
9,"Bozarth, Hayli",SR-4,Boise State,64.79m,"212' 7""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
10,"Stuart, Lauren",SR-4,Northern Arizona,64.55m,"211' 9""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,W
11,"Tepe, Elizabeth",SR-4,Georgia,64.18m,"210' 7""",SEC Outdoor Championship,2014-05-15,HT,W
12,"Padgett, Kayla",JR-3,East Carolina,63.50m,"208' 4""",Bill Carson Invitational,2014-04-11,HT,W
13,"Pena, Rachel",SR-4,Lafayette,62.99m,"206' 8""",Larry Ellis Invitational,2014-04-16,HT,W
14,"Hicks, Kiah",JR-3,Colorado St.,62.85m,"206' 2""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
15,"Ashe, Shelby",SO-2,California,62.82m,"206' 1""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,W
16,"Levy, Daina",SO-2,Kansas,62.78m,"206' 0""",LSU Battle on the Bayou,2014-04-05,HT,W
17,"Chambers , Lauren",SR-4,USC,62.49m,"205' 0""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,W
18,"Kurzdorfer, Melissa",SR-4,Penn State,62.35m,"204' 7""",Jim Thorpe Open,2014-05-09,HT,W
19,"Grizzle, Veronica",SR-4,Nebraska,62.29m,"204' 4""",Musco Invitational,2014-05-03,HT,W
20,"Ramsey, Jessica",SR-4,Western Kentucky,61.45m,"201' 7""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,HT,W
21,"Johnson, Lea",SO-2,Miami,61.37m,"201' 4""",ACC Outdoor Track & Field Championships,2014-04-17,HT,W
22,"Perez, Helena",SR-4,SMU,61.34m,"201' 3""",John Jacobs Invitational,2014-04-18,HT,W
23,"Byrd, Jessika",JR-3,Arizona State,61.10m,"200' 5""",2014 Baldy Castillo Invitational,2014-03-21,HT,W
24,"Vangsnes, Katja",SO-2,Florida State,60.99m,"200' 1""",Georgia Tech Invitational,2014-05-16,HT,W
25,"Allen, Emily",SR-4,Samford,60.98m,"200' 1""",Southern Conference Outdoor Track & Field Championships,2014-04-26,HT,W
26,"Hampl, Elizabeth",JR-3,SIU-Edwardsville,60.97m,"200' 0""",2014 OVC Outdoor T&F Championships,2014-05-02,HT,W
27,"Jenkins, Ashley",SO-2,Sam Houston St.,60.89m,"199' 9""",Longhorn Invitational,2014-05-03,HT,W
28,"Hickey, Aoife",JR-3,Utah,60.88m,"199' 9""",2014 BYU Robison Invitational,2014-04-23,HT,W
29,"Atkinson, Erin",SR-4,Baylor,60.50m,"198' 6""",Florida Relays,2014-04-03,HT,W
30,"Cooks, Alexis",JR-3,Akron,60.48m,"198' 5""",Mid-American Outdoor Track & Field Championships,2014-05-15,HT,W
31,"Smith, Annemie",JR-3,Iowa,60.38m,"198' 1""",2014 Arizona State Invitational,2014-03-28,HT,W
32,"Peoples, Kearsten",JR-3,Missouri,60.37m,"198' 1""",Missouri Relays,2014-04-11,HT,W
33,"Barnes, Nia",JR-3,Alabama,60.26m,"197' 8""",SEC Outdoor Championship,2014-05-15,HT,W
34,"Rackley, Rylee",JR-3,Oklahoma,60.21m,"197' 6""",John Jacobs Invitational,2014-04-18,HT,W
35,"Eldredge, Keeley",SR-4,Utah State,60.00m,"196' 10""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
36,"Stanford, Devin",JR-3,Minnesota,59.92m,"196' 7""",Georgia Spec Towns National Team Invitational,2014-04-11,HT,W
37,"Williamson, Bobbie",SR-4,South Alabama,59.79m,"196' 2""",War Eagle 2014,2014-04-18,HT,W
38,"McKee, Meagan",SR-4,Fresno State,59.71m,"195' 11""",Stanford Invitational,2014-04-04,HT,W
39,"Midles, Olivia",JR-3,Eastern Washington,59.70m,"195' 10""",Pelluer Invitational 2014,2014-04-12,HT,W
40,"Miller, Cortney",SO-2,UNLV,59.54m,"195' 4""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
41,"Sanborn, Kayla",JR-3,Iowa State,59.49m,"195' 2""",Big 12 Outdoor Track and Field Championships,2014-05-16,HT,W
42,"Kaaja, Ilse",FR-1,Utah,59.46m,"195' 1""",Pac-12 Outdoor Track and Field Championships,2014-05-17,HT,W
43,"Andersen, Brooke",FR-1,Northern Arizona,59.37m,"194' 9""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,HT,W
44,"Vester, Annjulie",JR-3,Virginia Tech,59.36m,"194' 9""",Florida Relays,2014-04-03,HT,W
45,"Quillin, Adrienne",JR-3,Sam Houston St.,59.22m,"194' 3""",Longhorn Invitational,2014-05-03,HT,W
46,"Henning, Karen",SR-4,LSU,59.21m,"194' 3""",LSU Invitational,2014-05-03,HT,W
47,"Ekechukwu, Adabelle",SR-4,Harvard,59.19m,"194' 2""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,W
47,"Caraway, Caitlin",JR-3,Montana,59.19m,"194' 2""",Tom Gage Classic,2014-05-09,HT,W
49,"Famurewa, Beckie",SO-2,Kentucky,59.06m,"193' 9""",SEC Outdoor Championship,2014-05-15,HT,W
50,"O'Hara, Emma",FR-1,St. Francis (Pa.),58.98m,"193' 6""",Penn Relays,2014-04-24,HT,W
51,"Covington, Asianna",FR-1,Georgia,58.90m,"193' 3""",Mt. SAC Relays,2014-04-17,HT,W
52,"Jackson, Monet",JR-3,Colorado St.,58.78m,"192' 10""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
53,"Story, Avana",SO-2,North Carolina,58.76m,"192' 9""",2014 Clyde Littlefield Texas Relays,2014-03-26,HT,W
53,"Heslop, Melanie",JR-3,Utah State,58.76m,"192' 9""",2014 UVU Collegiate Invitational,2014-03-28,HT,W
55,"Gulvas, Ashlyn",SR-4,Iowa,58.75m,"192' 9""",Musco Invitational,2014-05-03,HT,W
56,"Garrett, Brea",JR-3,Texas A&M,58.68m,"192' 6""",Stanford Invitational,2014-04-04,HT,W
56,"Tolson, Sarah",SO-2,Oklahoma,58.68m,"192' 6""",Big 12 Outdoor Track and Field Championships,2014-05-16,HT,W
58,"Way, Caitlin",SR-4,Oklahoma State,58.62m,"192' 4""",Big 12 Outdoor Track and Field Championships,2014-05-16,HT,W
59,"Vergara, Fatima",JR-3,Long Beach St.,58.57m,"192' 2""",Ben Brown Invitational,2014-03-15,HT,W
60,"Wehrli, Lydia",JR-3,Manhattan,58.45m,"191' 9""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,W
61,"Bunch, Dani",SR-4,Purdue,58.36m,"191' 6""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HT,W
62,"Bostic, Jayla",SO-2,Florida,58.32m,"191' 4""",LSU Invitational,2014-05-03,HT,W
63,"Gutierrez, Kayla",SO-2,SE Missouri,58.30m,"191' 3""",War Eagle 2014,2014-04-18,HT,W
64,"Shepard, Martha",JR-3,BYU,58.22m,"191' 0""",2014 BYU Robison Invitational,2014-04-23,HT,W
65,"Gates, Patrice",SR-4,Louisville,58.16m,"190' 10""",Crimson Tide Invitational,2014-04-05,HT,W
66,"Devaney, Vivien",SR-4,Notre Dame,58.15m,"190' 9""",GVSU Last Chance Meet,2014-05-10,HT,W
67,"Daniels, Shreese",JR-3,Wyoming,58.07m,"190' 6""",Mountain West Outdoor Track & Field Championships,2014-05-14,HT,W
68,"Kelly, Talore",SO-2,Texas State,58.00m,"190' 3""",Texas State Invitational,2014-04-04,HT,W
69,"Byrd, Caitlin",JR-3,Fresno State,57.87m,"189' 10""",Fresno State vs. Cal Poly Dual,2014-03-15,HT,W
69,"Thorpe, Lyndsey",SO-2,Minnesota,57.87m,"189' 10""",Big Ten Outdoor Track & Field Championships,2014-05-16,HT,W
71,"Boushea, Angela",JR-3,Wisconsin,57.86m,"189' 10""",Wisconsin Open,2014-05-10,HT,W
72,"Williams, Jianna",JR-3,Illinois State,57.74m,"189' 5""",2014 MVC Outdoor Track & Field Championships,2014-05-16,HT,W
73,"Hall, Sarah",JR-3,SE Missouri,57.71m,"189' 4""",War Eagle 2014,2014-04-18,HT,W
74,"Simpson, Jasmine",SR-4,Iowa,57.62m,"189' 0""",2014 Arizona State Invitational,2014-03-28,HT,W
75,"Whaley, Deezbaa",SR-4,BYU,57.51m,"188' 8""",USC TroJan Invitational,2014-03-22,HT,W
76,"Pratt, Tonia",JR-3,Murray State,57.48m,"188' 7""",2014 OVC Outdoor T&F Championships,2014-05-02,HT,W
77,"Brown, Donyelle",SO-2,Ohio U.,57.41m,"188' 4""",Jesse Owens Track Classic,2014-04-18,HT,W
78,"Sharbono, Jessica",SR-4,Colorado St.,57.36m,"188' 2""",Cowpoke Open,2014-05-03,HT,W
79,"Mann, Brittany",FR-1,Oregon,57.30m,"188' 0""",Pepsi Dual,2014-04-05,HT,W
80,"Griffiths, Monique",SO-2,Cal St. Northridge,57.29m,"187' 11""",Big West Outdoor Track and Field Championship,2014-05-16,HT,W
81,"Theisen, Mary",SR-4,Indiana State,57.24m,"187' 9""",Jesse Owens Track Classic,2014-04-18,HT,W
82,"Vermillion, Heather",JR-3,Brown,57.22m,"187' 9""",Ivy League Outdoor Track & Field Championships,2014-05-10,HT,W
83,"Burks, Keke",SO-2,North Dakota,57.11m,"187' 4""",USD Snowbird,2014-04-05,HT,W
84,"Hinton, Danette",SR-4,St. John's,57.07m,"187' 3""",Penn Relays,2014-04-24,HT,W
85,"Gaston, Ashley",JR-3,Southern Illinois,57.06m,"187' 2""",2014 MVC Outdoor Track & Field Championships,2014-05-16,HT,W
86,"Read, Rosemary",SR-4,New Hampshire,56.92m,"186' 9""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,HT,W
87,"Pinkelman, Carlie",JR-3,Nebraska,56.89m,"186' 8""",Musco Invitational,2014-05-03,HT,W
88,"Nwadiogbu, Victoria",JR-3,Auburn,56.88m,"186' 7""",War Eagle 2014,2014-04-18,HT,W
89,"Cooper, Marthaline",FR-1,Winthrop,56.84m,"186' 6""",Charlotte 49er Classic,2014-03-20,HT,W
90,"Murillo, Emma",JR-3,Eastern Washington,56.72m,"186' 1""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,HT,W
91,"Sharp, Tristen",SO-2,Nebraska,56.60m,"185' 8""",2014 ESU Spring Open,2014-03-29,HT,W
91,"Collatz, Alexandra",JR-3,USC,56.60m,"185' 8""",USC TroJan Invitational,2014-03-22,HT,W
93,"Perrine, Cristina",SR-4,Bowling Green,56.54m,"185' 6""",Mid-American Outdoor Track & Field Championships,2014-05-15,HT,W
94,"Weeman, Aly",JR-3,Dayton,56.51m,"185' 5""",Jesse Owens Track Classic,2014-04-18,HT,W
95,"Forcier, Kelsie",FR-1,Eastern Washington,56.44m,"185' 2""",Beach Invitational,2014-04-19,HT,W
96,"Hambrick, Kalen",SO-2,UCF,56.36m,"184' 11""",UCF Invitational,2014-03-28,HT,W
97,"Reiser, Kori",FR-1,Bowling Green,56.35m,"184' 10""",Kentucky Relays (College Division),2014-04-19,HT,W
98,"Bessard, Rechelle",SO-2,Northwestern St.,56.30m,"184' 8""",NSU Leon Johnson Invitational,2014-04-26,HT,W
99,"Burrell, Jasmine",JR-3,San Diego St.,56.23m,"184' 6""",UCSD Triton Invitational,2014-04-25,HT,W
100,"Lozano, Sophia",JR-3,Southern Illinois,56.20m,"184' 4""",Bill Cornell Spring Classic,2014-03-28,HT,W
1,"Ewen, Maggie",SR-4,Arizona State,74.53m,"244' 6""",39th Sun Angel Classic,2018-04-05,HT,W
2,"Andersen, Brooke",SR-4,Northern Arizona,74.20m,"243' 5""",2018 Desert Heat Classic,2018-04-28,HT,W
3,"Scarvelis, Stamatia",JR-3,Tennessee,68.37m,"224' 4""",USC Power 5 Challenge,2018-03-23,HT,W
4,"Kassanavoid, Janee'",SR-4,Kansas State,68.21m,"223' 9""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HT,W
5,"Stewart, Janeah",SR-4,Ole Miss,67.70m,"222' 1""",USC Power 5 Challenge,2018-03-23,HT,W
6,"Ogunrinde, Temi",JR-3,Minnesota,67.45m,"221' 3""",Mt. SAC Relays,2018-04-19,HT,W
7,"Detloff, Molli",JR-3,North Dakota,66.90m,"219' 6""",Beach Invitational,2018-04-20,HT,W
8,"Bryant, Ashley",SR-4,Oklahoma,66.67m,"218' 9""",John Jacobs Invitational,2018-04-20,HT,W
9,"Wilson, Alyssa",FR-1,UCLA,66.53m,"218' 3""",2018 Pac-12 Track & Field Championships,2018-05-12,HT,W
10,"Nilles, Maddy",SO-2,North Dakota State,65.93m,"216' 4""",NDSU Tune Up,2018-05-04,HT,W
11,"Rogers, Camryn",FR-1,California,65.61m,"215' 3""",2018 Brutus Hamilton Invitational,2018-04-28,HT,W
12,"Reese, Erin",JR-3,Indiana State,65.16m,"213' 9""",2018 MVC Outdoor Track & Field Championships,2018-05-11,HT,W
13,"Boman, Lara",SR-4,South Dakota,65.15m,"213' 9""",2018 Summit League Championships,2018-05-10,HT,W
14,"Forrest, Makenli",FR-1,Louisville,65.00m,"213' 3""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,HT,W
15,"Thor, Emma",SO-2,Virginia Tech,64.85m,"212' 9""",Mt. SAC Relays,2018-04-19,HT,W
16,"Ingvaldsen, Helene",SO-2,Kansas State,64.42m,"211' 4""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HT,W
17,"Clunis, Nayoka",JR-3,Minnesota,64.26m,"210' 10""",Beach Invitational,2018-04-20,HT,W
18,"Ford, Nycia",JR-3,Indiana,64.19m,"210' 7""",Big Ten Championships,2018-05-11,HT,W
19,"Keating, Rebecca",JR-3,Missouri,63.87m,"209' 6""",Central Methodist Early Bird,2018-03-17,HT,W
20,"Tuiasosopo, Aisiah",SR-4,Fresno State,63.69m,"208' 11""",Mountain West Outdoor Track & Field Championships,2018-05-09,HT,W
21,"Allman, Valarie",SR-4,Stanford,63.65m,"208' 10""",2018 Pac-12 Track & Field Championships,2018-05-12,HT,W
22,"Esser, Agnes",SR-4,Minnesota,63.62m,"208' 9""",Beach Invitational,2018-04-20,HT,W
23,"Bedard, Kelcey",JR-3,Colorado St.,63.57m,"208' 7""",Mountain West Outdoor Track & Field Championships,2018-05-09,HT,W
24,"Kuklova, Pavla",JR-3,Virginia Tech,63.20m,"207' 4""",ACC Outdoor Championships,2018-05-10,HT,W
25,"Shippee, Jillian",FR-1,North Carolina,63.19m,"207' 4""",Virginia Challenge,2018-04-20,HT,W
26,"Pate, Sarah",SR-4,Northern Iowa,63.14m,"207' 2""",Tom Botts,2018-04-20,HT,W
27,"Antill, Kaylee",SO-2,Arizona State,63.01m,"206' 9""",2018 Desert Heat Classic,2018-04-28,HT,W
28,"Figueroa, Gabrielle",SR-4,Kent State,62.95m,"206' 6""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,HT,W
29,"Larson, Dasiana",SR-4,Liberty,62.94m,"206' 6""",Big South Conference Outdoor Track and Field Championships,2018-05-09,HT,W
30,"Mistowski, Leia",SR-4,William and Mary,62.89m,"206' 4""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,W
31,"Russell, Terrisa",JR-3,FIU,62.48m,"205' 0""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,HT,W
32,"Scaife, Taylor",JR-3,Houston,62.37m,"204' 7""",Texas Invitational,2018-04-13,HT,W
33,"Safonova, Ksenia",SR-4,Towson,62.35m,"204' 7""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,W
34,"Ababio, Claudia",SR-4,Maryland,61.95m,"203' 3""",Virginia Challenge,2018-04-20,HT,W
35,"Vukajlovic, Stefani",JR-3,Duke,61.90m,"203' 1""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,HT,W
36,"Wilson, Rachel",JR-3,Penn,61.89m,"203' 1""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,W
37,"Cassell, Carsen",JR-3,Louisville,61.73m,"202' 6""",California Collegiate Open,2018-03-31,HT,W
38,"Preachuk, Michaela",JR-3,South Alabama,61.58m,"202' 0""",Mt. SAC Relays,2018-04-19,HT,W
39,"McArthur, Joy",FR-1,USC,61.49m,"201' 9""",USC Power 5 Challenge,2018-03-23,HT,W
40,"Smith, Brianna",SR-4,Miss State,61.43m,"201' 6""",Crimson Tide Invitational,2018-04-06,HT,W
41,"Perkins, Erin",SO-2,Auburn,61.23m,"200' 11""",SEC Outdoor Track and Field Championships,2018-05-11,HT,W
42,"O'Hara, Emma",SR-4,Maryland,61.19m,"200' 9""",Virginia Challenge,2018-04-20,HT,W
43,"Rabing, Maddie",SO-2,Oregon,61.17m,"200' 8""",2018 Pac-12 Track & Field Championships,2018-05-12,HT,W
44,"Maffo, Nadia",SO-2,Southern Miss.,61.15m,"200' 7""",Southern Miss Invitational,2018-03-30,HT,W
45,"Durant, Gabby",JR-3,UCF,61.12m,"200' 6""",War Eagle Invitational 2018,2018-04-20,HT,W
46,"Fosam, Andin",SR-4,Pittsburgh,61.11m,"200' 6""",Virginia Challenge,2018-04-20,HT,W
47,"Bergeron, Rachel",SR-4,Maine,61.07m,"200' 4""",America East Outdoor Track & Field Championships,2018-05-05,HT,W
48,"Jonsson, Linnea",JR-3,Colorado St.,61.03m,"200' 3""",CU Invitational 2018,2018-04-06,HT,W
49,"Gunnells, Shelby",JR-3,North Dakota State,61.01m,"200' 2""",NDSU Tune Up,2018-05-04,HT,W
50,"Ajagbe, Debbie",FR-1,Miami,60.98m,"200' 1""",ACC Outdoor Championships,2018-05-10,HT,W
51,"Herrington, Amy",SO-2,North Dakota State,60.77m,"199' 4""",NDSU Tune Up,2018-05-04,HT,W
52,"Loesch, Sarah",JR-3,Purdue,60.58m,"198' 9""",LSU Battle on the Bayou,2018-04-07,HT,W
53,"Malm-Annan, Emelda",JR-3,Wyoming,60.51m,"198' 6""",Mountain West Outdoor Track & Field Championships,2018-05-09,HT,W
54,"Larrabee, Aimee",SR-4,Colorado St.,60.40m,"198' 2""",7220 Invite,2018-04-27,HT,W
55,"Carr, Calea",SR-4,Arkansas State,60.32m,"197' 11""",Ole Miss Classic,2018-03-31,HT,W
56,"Bourke, Julia",FR-1,Illinois State,60.26m,"197' 8""",Wisconsin Twilight,2018-05-04,HT,W
57,"O'Dell, Kennedy",SR-4,Princeton,60.01m,"196' 10""",2018 Larry Ellis Invitational,2018-04-20,HT,W
58,"Cooke, Alexandria",SR-4,North Carolina,59.91m,"196' 7""",Battle of the Blues,2018-04-06,HT,W
58,"Rivera, Yarixza",SO-2,Sam Houston St.,59.91m,"196' 7""",Southland Conference Outdoor Track & Field Championships,2018-05-04,HT,W
60,"Jnsdttir, Vigds",SO-2,SE Louisiana,59.88m,"196' 5""",SELU Lions SU Jaguars Dual,2018-03-23,HT,W
61,"Jacobsen, Courtney",SO-2,Michigan,59.86m,"196' 5""",National Relay Championships,2018-04-27,HT,W
62,"Retzlaff, Bailey",SO-2,North Dakota State,59.83m,"196' 3""",NDSU Tune Up,2018-05-04,HT,W
63,"Hatler-Stefick, Tiana",SR-4,Northern Arizona,59.59m,"195' 6""",2018 Desert Heat Classic,2018-04-28,HT,W
64,"Baker, Mohogany",SR-4,East Carolina,59.40m,"194' 10""",The American Outdoor Track & Field Championships,2018-05-11,HT,W
65,"Showalter, Haley",SO-2,Wisconsin,59.38m,"194' 10""",California Collegiate Open,2018-03-31,HT,W
66,"Barnsdale, Alice",FR-1,Maine,59.35m,"194' 9""",UCF Black and Gold Challenge,2018-03-16,HT,W
67,"Reid, Rashell",SR-4,Georgia State,59.19m,"194' 2""",Georgia Tech Invitational,2018-04-20,HT,W
68,"Gustafson, Aliyah",SR-4,Bowling Green,59.12m,"193' 11""",Toledo Invitational,2018-05-03,HT,W
69,"Hazlewood, Micaela",SR-4,Purdue,59.09m,"193' 10""",2018 Drake Relays presented by Hy-Vee,2018-04-25,HT,W
70,"Grandemange, Elisa",JR-3,Colorado,59.07m,"193' 9""",NoCo Challenge,2018-04-14,HT,W
71,"Botsis, Chanell",SO-2,Connecticut,58.99m,"193' 6""",The American Outdoor Track & Field Championships,2018-05-11,HT,W
72,"Blount, Amaris",JR-3,Connecticut,58.84m,"193' 0""",Brown Springtime Invitational,2018-04-29,HT,W
73,"Akers, Alice",SO-2,Nebraska,58.82m,"193' 0""",Texas Tech Corky/Crofoot Shootout,2018-04-27,HT,W
74,"Jaidi, Mona",SO-2,Memphis,58.81m,"192' 11""",The American Outdoor Track & Field Championships,2018-05-11,HT,W
75,"van Beek, Carissa",SR-4,Texas A&M,58.80m,"192' 11""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,HT,W
76,"Woodard, Jessica",SR-4,Oklahoma,58.79m,"192' 10""",John Jacobs Invitational,2018-04-20,HT,W
77,"Wennberg, Kajsa",SO-2,Virginia Tech,58.73m,"192' 8""",National Relay Championships,2018-04-27,HT,W
78,"Oneal, Shauneice",FR-1,Southern Illinois,58.62m,"192' 4""",2018 Billy Hayes Invitational,2018-05-04,HT,W
79,"Coward, Barbara",JR-3,UC Irvine,58.61m,"192' 3""",Adidas Steve Scott Invitational,2018-04-27,HT,W
80,"Vaitohi-Teaupa, Siale",SR-4,BYU,58.57m,"192' 2""",2018 UVU Collegiate Invitational,2018-03-30,HT,W
81,"McConnell, Danielle",JR-3,Alabama,58.55m,"192' 1""",UTSA Invitational,2018-03-16,HT,W
82,"Benkmann, Kira",FR-1,McNeese State,58.52m,"192' 0""",McNeese State Last Chance,2018-05-12,HT,W
83,"Nietert, Alanna",SO-2,Northern Iowa,58.28m,"191' 2""",Wisconsin Twilight,2018-05-04,HT,W
84,"Esmay, Jackie",SR-4,Tulane,58.27m,"191' 2""",The American Outdoor Track & Field Championships,2018-05-11,HT,W
85,"Hester, Alicia",SR-4,Monmouth,58.21m,"191' 0""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,HT,W
86,"Belvit, Erica",SO-2,Northeastern,58.16m,"190' 10""",Jay Carisella Coaches Invitational,2018-04-21,HT,W
87,"Melgar, Kayla",JR-3,Abilene Christian,58.00m,"190' 3""",Southland Conference Outdoor Track & Field Championships,2018-05-04,HT,W
88,"Carter, Jhane'",JR-3,UCF,57.86m,"189' 10""",UF Tom Jones Memorial,2018-04-13,HT,W
89,"Dunn, Marissa",FR-1,Central Michigan,57.73m,"189' 5""",Toledo Invitational,2018-05-03,HT,W
90,"Smith, Lonnie",JR-3,Abilene Christian,57.70m,"189' 4""",ACU Last Chance Meet,2018-05-13,HT,W
91,"Colbert, Leah",SR-4,Iowa,57.69m,"189' 3""",Musco Twilight,2018-04-12,HT,W
92,"Chavarria, Kendall",SO-2,Ole Miss,57.66m,"189' 2""",SEC Outdoor Track and Field Championships,2018-05-11,HT,W
93,"Parker, Destiny",SR-4,California,57.64m,"189' 1""",Pac-12+ vs Big Ten Invitational,2018-03-23,HT,W
94,"Okeke, Christabel",SR-4,Iowa State,57.63m,"189' 1""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,HT,W
95,"McMiller, DeeNia",SO-2,Memphis,57.49m,"188' 7""",Joe Walker Invite,2018-04-13,HT,W
96,"Seyer, Emma",SR-4,California,57.35m,"188' 2""",Stanford Invitational,2018-03-30,HT,W
97,"O'Brien, Maddy",SO-2,Northern Iowa,57.34m,"188' 1""",2018 MVC Outdoor Track & Field Championships,2018-05-11,HT,W
98,"Drady, Jessica",JR-3,North Dakota,57.28m,"187' 11""",Beach Invitational,2018-04-20,HT,W
99,"Jakelijic, Petra",JR-3,Gardner-Webb,57.21m,"187' 8""",2018 Charlotte Invitational,2018-04-13,HT,W
100,"Larsson, Annika",JR-3,Ole Miss,57.18m,"187' 7""",War Eagle Invitational 2018,2018-04-20,HT,W
1,"Llano, Beatrice",SO-2,Arizona State,71.43m,"234' 4""",2019 ASU Invitational,2019-03-22,HT,W
2,"Wilson, Alyssa",SO-2,UCLA,70.63m,"231' 9""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2019-04-13,HT,W
3,"Rogers, Camryn",SO-2,California,69.79m,"229' 0""",2019 Pac-12 Track & Field Championships,2019-05-04,HT,W
4,"Shippee, Jillian",SO-2,North Carolina,68.36m,"224' 3""",ACC Championships,2019-05-09,HT,W
5,"Scarvelis, Stamatia",SR-4,Tennessee,68.32m,"224' 2""",SEC Outdoor Track & Field Championships,2019-05-09,HT,W
6,"Olatoye, Sade",JR-3,Ohio State,67.49m,"221' 5""",Jesse Owens Classic - The Ohio State University,2019-04-26,HT,W
7,"Ogunrinde, Temi",SR-4,Minnesota,67.42m,"221' 2""",Big Ten Championships,2019-05-10,HT,W
8,"Kanuchova, Veronika",JR-3,Florida State,67.21m,"220' 6""",Mt. SAC Relays,2019-04-18,HT,W
9,"Detloff, Molli",SR-4,North Dakota,66.11m,"216' 11""",Beach Invitational,2019-04-19,HT,W
10,"Kuklova, Pavla",SR-4,Virginia Tech,65.78m,"215' 10""",ACC Championships,2019-05-09,HT,W
