,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
46,"Williams, Domonique",JR-3,Alabama,53.12,SEC Championships,2016-05-12,400,W
47,"Baker, Olivia",SO-2,Stanford,53.17,Michael Johnson Classic,2016-04-23,400,W
47,"Williams, Santina",SR-4,Alabama State,53.17,Beach Invitational,2016-04-15,400,W
47,"Mooney, Claire",SR-4,St. John's,53.17,Georgia Tech Invitational,2016-04-22,400,W
50,"Robinson, NaAsha",FR-1,Tennessee Tech,53.19,Ohio Valley Conference Championship,2016-05-13,400,W
51,"Farquharson, Gabrielle",SR-4,Rutgers,53.20,Georgia Tech Invitational,2016-04-22,400,W
52,"Uwakwe, Florence",JR-3,UTEP,53.24@,UTEP Invitational,2016-04-30,400,W
53,"Jones, Travia",JR-3,LSU,53.25,LSU Alumni Gold,2016-04-23,400,W
53,"Markland, Titania",JR-3,Minnesota,53.25,Rock Chalk Classic,2016-04-30,400,W
55,"Long, Maya",SR-4,Michigan,53.28,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,400,W
55,"Harris, Chrissa",JR-3,Southern Illinois,53.28,2016 MVC Outdoor Track and Field Championships,2016-05-13,400,W
55,"Trevisan, Gia",JR-3,Arizona,53.28,2016 Duel in the Desert,2016-04-30,400,W
58,"Edobi, Jennifer",SO-2,Vanderbilt,53.33,Florida Relays,2016-03-31,400,W
59,"Henry, Ashley",SR-4,Georgia,53.34,Florida Relays,2016-03-31,400,W
60,"Samuels, Shameal",SR-4,Quinnipiac,53.35,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,400,W
61,"Dyer, Lenysse",FR-1,Tennessee,53.36,Florida Relays,2016-03-31,400,W
62,"Reynolds, Madison",SR-4,Oral Roberts,53.37,2016 Baylor Invitational,2016-04-09,400,W
63,"Cavin, Aisha",SR-4,Ohio State,53.43,Jesse Owens Track & Field Classic - Ohio State University,2016-04-22,400,W
64,"White, Layla",FR-1,Tennessee,53.44,LSU Alumni Gold,2016-04-23,400,W
65,"Collinsworth, Shea",JR-3,BYU,53.45,2016 Oxy Invitational (College/University),2016-05-07,400,W
66,"Price, Madeline",SO-2,Duke,53.50,ACC Championships,2016-05-13,400,W
66,"Giles, Asha",SR-4,UC Riverside,53.50,Big West Outdoor Track & Field Championships,2016-05-13,400,W
68,"Rucker, Erika",SR-4,South Carolina,53.51,SEC Championships,2016-05-12,400,W
69,"Kopp, Madeline",JR-3,Duke,53.55,Battle of the Blues,2016-04-01,400,W
70,"Dobbins, Monisa",JR-3,Arkansas,53.56,Arkansas Twilight,2016-05-06,400,W
71,"Gayles, Gabrielle",SO-2,Stanford,53.59,Payton Jordan Invitational,2016-05-01,400,W
72,"Holmes, Precious",SO-2,South Carolina,53.61,SEC Championships,2016-05-12,400,W
72,"Watson, Ceara",FR-1,Arkansas,53.61,Arkansas Twilight,2016-05-06,400,W
74,"Pettigrew, Cameron",JR-3,USC,53.62,Pac-12 Outdoor Track & Field Championships,2016-05-14,400,W
74,"Mussallem, Sarah",SR-4,Illinois State,53.62,2016 MVC Outdoor Track and Field Championships,2016-05-13,400,W
76,"Robinson, Bryana",SO-2,Cincinnati,53.67,The American Outdoor Track & Field Championships,2016-05-12,400,W
77,"Hardy, Tramesha",FR-1,Texas State,53.69,Michael Johnson Classic,2016-04-23,400,W
78,"Martin, Kimari",SR-4,Miss State,53.70,Florida Relays,2016-03-31,400,W
78,"Farquharson, Sandrae",SR-4,Missouri,53.70,Tom Botts Invitational,2016-04-15,400,W
78,"Smith, Keturah",SO-2,Arkansas State,53.70,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,400,W
81,"Goodrich, Cassy",SO-2,Marquette,53.73,Beach Invitational,2016-04-15,400,W
82,"Newell, Adriana",JR-3,Kansas,53.76,Big 12 Outdoor Track & Field Championships,2016-05-13,400,W
83,"Reid, Tyra",SO-2,Delaware,53.79,CAA Outdoor Track and Field Championships,2016-05-06,400,W
84,"Hernandez, Alexis",JR-3,Iowa,53.82,Texas Invitational,2016-04-16,400,W
84,"Horsley, Ashante",JR-3,Oregon,53.82,Pac-12 Outdoor Track & Field Championships,2016-05-14,400,W
84,"Funcheon, Katie",FR-1,Alabama,53.82,LSU Invitational,2016-04-30,400,W
84,"Crunkleton-Wilson, Michaela",SO-2,Stanford,53.82,Payton Jordan Invitational,2016-05-01,400,W
88,"Washington, Destiny",SO-2,Miami,53.87,UF Tom Jones Memorial,2016-04-22,400,W
89,"Cowan, Emilie",FR-1,UMass Amherst,53.92,NEICAAA Outdoor Track & Field Championships,2016-05-13,400,W
90,"James, Olivia",JR-3,Clemson,53.94,ACC Championships,2016-05-13,400,W
91,"Obeng-Akrofi, Akua",SO-2,Columbia,53.95,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,400,W
92,"Sharpe, Taylor",SO-2,Florida,53.96,Power Conference Cardinal & Gold,2016-03-25,400,W
93,"Milbrath, Morgan",JR-3,North Dakota State,53.97,Mt. SAC Relays,2016-04-14,400,W
94,"Meech, Jennifer",SR-4,Dartmouth,53.99,Ivy League Outdoor Track & Field Championships,2016-05-07,400,W
95,"Jackson, LaQuisha",JR-3,Missouri,54.03,John McDonnell Invitational,2016-04-22,400,W
96,"Swinton, Brianna",JR-3,Arkansas,54.04,John McDonnell Invitational,2016-04-22,400,W
97,"Hardnett, Kelli",SR-4,Houston,54.05,2016 Baylor Invitational,2016-04-09,400,W
97,"Omawahleh, Njeri",JR-3,Fresno State,54.05,Mountain West Championships,2016-05-11,400,W
99,"Heard, Kayla",FR-1,TCU,54.06,Jim Click Shootout,2016-04-09,400,W
100,"Lawrence, Askana",FR-1,LSU,54.07,LSU Invitational,2016-04-30,400,W
1,"Wimbley, Shakima",SR-4,Miami,50.40,ACC Outdoor Track & Field Championships,2017-05-12,400,W
2,"Gordon, Chrisann",SR-4,Texas,50.64,LSU Alumni Gold,2017-04-22,400,W
3,"Ellis, Kendall",JR-3,USC,50.66,Pac-12 Championships,2017-05-13,400,W
4,"Guster, Elexis",SR-4,Oregon,51.32,Pac-12 Championships,2017-05-13,400,W
5,"Harper, Daina",SR-4,Arkansas,51.36,SEC Outdoor Track & Field Championships,2017-05-11,400,W
6,"Pettigrew, Cameron",SR-4,USC,51.61,Pac-12 Championships,2017-05-13,400,W
7,"Ellis, Brittny",SO-2,Miami,51.66,ACC Outdoor Track & Field Championships,2017-05-12,400,W
8,"Dunmore, Makenzie",FR-1,Oregon,51.67,Pac-12 Championships,2017-05-13,400,W
9,"Iuel, Amalie",SR-4,USC,51.81,Trojan Invitational,2017-03-17,400,W
10,"Egwim, Emerald",JR-3,Minnesota,51.99,Big Ten Outdoor Championships,2017-05-12,400,W
11,"Reed, Jaevin",FR-1,Texas A&M,52.18,38th Sun Angel Classic,2017-04-06,400,W
12,"Golden, Zola",SO-2,Texas,52.19,LSU Alumni Gold,2017-04-22,400,W
12,"Stiverne, Aiyanna",SR-4,Miami,52.19,ACC Outdoor Track & Field Championships,2017-05-12,400,W
14,"Blanden, Courtney",JR-3,Virginia Tech,52.24,ACC Outdoor Track & Field Championships,2017-05-12,400,W
15,"Barnett, Sharrika",SO-2,Florida,52.25,Florida Relays,2017-03-30,400,W
15,"Jones, Travia",SR-4,LSU,52.25,LSU Battle on the Bayou,2017-04-08,400,W
17,"Desrosiers, Briyahna",SO-2,Texas A&M,52.28,Jim Bush Collegiate Invitational,2017-04-15,400,W
18,"Lambert, Lexis",SR-4,Cal St. Northridge,52.36,2017 Big West Track & Field Championships,2017-05-12,400,W
19,"Williams, Domonique",SR-4,Alabama,52.41,Jim Bush Collegiate Invitational,2017-04-15,400,W
20,"Roberson, Takyera",FR-1,Alabama,52.51,SEC Outdoor Track & Field Championships,2017-05-11,400,W
21,"James, Olivia",SR-4,Clemson,52.56,ACC Outdoor Track & Field Championships,2017-05-12,400,W
22,"Egbeniyi, Abike",JR-3,Mid. Tenn. State,52.60@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
23,"Dorsett, Shaquania",SO-2,Florida State,52.70,ACC Outdoor Track & Field Championships,2017-05-12,400,W
24,"De Souza, Leticia",JR-3,Baylor,52.74,Michael Johnson Invitational,2017-04-22,400,W
25,"Jefferson, Kyra",SR-4,Florida,52.75,Miami Hurricane Collegiate Invitational,2017-03-25,400,W
25,"Misher, Rachel",SO-2,LSU,52.75,SEC Outdoor Track & Field Championships,2017-05-11,400,W
27,"Sharpe, Taylor",JR-3,Florida,52.78,Florida Relays,2017-03-30,400,W
28,"Gholston, Alex",SR-4,Alabama,52.79,Florida Relays,2017-03-30,400,W
29,"Robinson, NaAsha",SO-2,Tennessee Tech,52.81,Weems Baskin Invitational,2017-03-24,400,W
30,"Barrie, Maggie",JR-3,Ohio State,52.82,Florida Relays,2017-03-30,400,W
31,"Waller, Hannah",FR-1,Oregon,52.85,Pac-12 Championships,2017-05-13,400,W
32,"Benjamin, Ada",SR-4,UTEP,52.87@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
32,"Thomas, Brionna",JR-3,Purdue,52.87,Big Ten Outdoor Championships,2017-05-12,400,W
34,"Sellers, Kadejhia",SO-2,Syracuse,52.88,Georgia Tech Invitational,2017-04-21,400,W
35,"Guillory, Briana",SO-2,Iowa,52.89,Mt. SAC Relays,2017-04-13,400,W
36,"Kopp, Madeline",SR-4,Duke,52.91,Battle of the Blues,2017-04-01,400,W
37,"Constantine, Kyra",FR-1,USC,52.92,Pac-12 Championships,2017-05-13,400,W
38,"Obeng-Akrofi, Akua",JR-3,Columbia,52.93,Virginia Challenge,2017-04-21,400,W
39,"Pipi, Ama",JR-3,Oklahoma,52.96,Bobby Lane Invitational,2017-03-25,400,W
40,"Woods, Alexis",JR-3,North Dakota State,52.99,The Summit League Outdoor Track & Field Championships,2017-05-11,400,W
41,"Smith, Keturah",JR-3,Miss State,53.03,SEC Relays,2017-04-28,400,W
42,"Powell, Micha",SR-4,Maryland,53.05,Big Ten Outdoor Championships,2017-05-12,400,W
43,"Griggs, Kierra",FR-1,Nebraska,53.14@,Texas Tech Red Raider Shoot-Out,2017-04-28,400,W
44,"Robinson, Bryana",SO-2,Cincinnati,53.15,The American Outdoor Track & Field Championships,2017-05-12,400,W
44,"Baird, Kadecia",JR-3,Texas A&M,53.15,SEC Relays,2017-04-28,400,W
46,"Edobi, Jennifer",JR-3,Vanderbilt,53.16,Florida Relays,2017-03-30,400,W
47,"Milbrath, Morgan",SR-4,North Dakota State,53.22,Beach Invitational,2017-04-14,400,W
48,"Heard, Kayla",SO-2,TCU,53.23,2017 TCU Invitational,2017-03-17,400,W
49,"Abbott, Chloe",FR-1,Purdue,53.26,2017 Louisville Invitational,2017-04-14,400,W
50,"Hernandez, Alexis",SR-4,Iowa,53.27,Jim Click Shootout,2017-04-08,400,W
51,"Baker, Olivia",JR-3,Stanford,53.28,Stanford Invitational,2017-03-31,400,W
52,"Uwakwe, Florence",SR-4,UTEP,53.29@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
52,"Bush, Arlicia",FR-1,Virginia Tech,53.29,Weems Baskin Invitational,2017-03-24,400,W
54,"Newkirk, Quadaisha",JR-3,Pittsburgh,53.30,Florida Relays,2017-03-30,400,W
55,"Hannan, Beatrice",JR-3,Ohio State,53.32,Florida Relays,2017-03-30,400,W
56,"Chatman, Dominique",FR-1,Memphis,53.34,The American Outdoor Track & Field Championships,2017-05-12,400,W
56,"Martin, Jada",SR-4,LSU,53.34,LSU Battle on the Bayou,2017-04-08,400,W
58,"Black, Symone",JR-3,Purdue,53.39,2017 Louisville Invitational,2017-04-14,400,W
59,"Brown, Sashel",SR-4,Auburn,53.41,Texas Invitational,2017-04-14,400,W
59,"Shead, Jordan",JR-3,Notre Dame,53.41,2017 Louisville Invitational,2017-04-14,400,W
61,"Carbo, Jolie",JR-3,Ole Miss,53.44,Florida Relays,2017-03-30,400,W
62,"Jackson, LaQuisha",SR-4,Missouri,53.50,Tom Botts Invitational,2017-04-14,400,W
63,"Charles, Anika",SR-4,Arkansas-Little Rock,53.51,Sun Belt Outdoor Track and Field Championships,2017-05-12,400,W
63,"Arinze, Jennifer",JR-3,UTSA,53.51@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
65,"Gause, Destinee",SR-4,Florida,53.52,SEC Outdoor Track & Field Championships,2017-05-11,400,W
65,"Patterson, Paige",SR-4,UTSA,53.52@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
67,"Jocelyn, Ashley",SR-4,UCF,53.53,The American Outdoor Track & Field Championships,2017-05-12,400,W
68,"Miller, Samara",FR-1,Purdue,53.54,Big Ten Outdoor Championships,2017-05-12,400,W
69,"Brown, Marika",JR-3,Texas Tech,53.55,Wes Kittley Invitational,2017-03-24,400,W
70,"Holmes, Precious",JR-3,South Carolina,53.56,SEC Outdoor Track & Field Championships,2017-05-11,400,W
71,"Odia, Loveth",JR-3,Mid. Tenn. State,53.58@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400,W
72,"Jones, De'Shalyn",JR-3,Northwestern St.,53.61,East Texas Invitational,2017-04-15,400,W
73,"Garland, Desiree",JR-3,Pittsburgh,53.62,ACC Outdoor Track & Field Championships,2017-05-12,400,W
74,"Malone, Jasmine",SO-2,Northern Arizona,53.63,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,400,W
75,"Hawkins, Birexus",FR-1,Houston,53.64,The American Outdoor Track & Field Championships,2017-05-12,400,W
75,"McKenzie, Ranae",SO-2,Kansas State,53.64,KSU Ward Haylett Invite,2017-05-06,400,W
77,"Surin, Kat",SO-2,Connecticut,53.65,The American Outdoor Track & Field Championships,2017-05-12,400,W
78,"Romo, Emily",SR-4,Colorado St.,53.66@,Mountain West Outdoor Track & Field Championships,2017-05-10,400,W
79,"Winters, Karrington",SO-2,Ohio State,53.67,Big Ten Outdoor Championships,2017-05-12,400,W
79,"Glenn, Simone",JR-3,San Diego St.,53.67@,Mountain West Outdoor Track & Field Championships,2017-05-10,400,W
79,"Gaines, Ayiana",JR-3,Western Michigan,53.67,Crimson Tide Invitational,2017-04-07,400,W
82,"Montgomery, Nicole",SO-2,Kansas,53.68,38th Sun Angel Classic,2017-04-06,400,W
83,"Dunston, Cierra",JR-3,North Carolina,53.69,ACC Outdoor Track & Field Championships,2017-05-12,400,W
84,"Moore, Sarah",SO-2,George Mason,53.70,Atlantic 10 Outdoor Track & Field Championships,2017-05-06,400,W
85,"Cowan, Emilie",SO-2,UMass Amherst,53.71,UMass Pre-Conference Meet 2017,2017-04-29,400,W
85,"Williams, Patrice",SO-2,Northeastern,53.71,NEICAAA Outdoor Track & Field Championships,2017-05-12,400,W
87,"Anuakpado, Laura",SR-4,Washington,53.72,2017 UW v. WSU Dual,2017-04-23,400,W
88,"Powell, Victoria",FR-1,Baylor,53.73,2017 TCU Invitational,2017-03-17,400,W
89,"Limp, Sara",SO-2,Texas Tech,53.74@,Texas Tech Red Raider Shoot-Out,2017-04-28,400,W
90,"Payne, Kymber",JR-3,LSU,53.75,Louisiana Classic,2017-03-17,400,W
91,"Douglas, Serenity",FR-1,Texas,53.76,LSU Alumni Gold,2017-04-22,400,W
92,"Mitchell, Jahneya",JR-3,Purdue,53.77,2017 Louisville Invitational,2017-04-14,400,W
92,"Mitchell, A'Keyla",JR-3,Kansas State,53.77,Texas Invitational,2017-04-14,400,W
94,"Richardson, Kayla",FR-1,USC,53.81,Mt. SAC Relays,2017-04-13,400,W
95,"Jackson, Natashia",FR-1,Northwestern St.,53.85,Southland Conference Outdoor Championship,2017-05-12,400,W
96,"Hardy, Tramesha",SO-2,Texas State,53.87,Texas State Bobcat Classic,2017-04-28,400,W
97,"Clay, Kiana",FR-1,Cal St. Fullerton,53.88,2017 Big West Track & Field Championships,2017-05-12,400,W
97,"Harrison, Jade",FR-1,Michigan,53.88,Bryan Clay Invite,2017-04-13,400,W
99,"Gajda, Diana",SO-2,Arizona,53.89,2017 Willie Williams Classic (College/Open),2017-03-17,400,W
100,"Jackson, D'Airien",SO-2,Tennessee Tech,53.91,OVC Outdoor Track & Field Championship,2017-05-11,400,W
1,"Barnett, Sharrika",SR-4,Florida,50.96,Florida Relays,2019-03-28,400,W
2,"Campbell, Kethlin",SO-2,Arkansas,51.03,SEC Outdoor Track & Field Championships,2019-05-09,400,W
3,"Richardson, Syaira",SO-2,Texas A&M,51.17,SEC Outdoor Track & Field Championships,2019-05-09,400,W
4,"Jonathas, Wadeline",JR-3,South Carolina,51.19,SEC Outdoor Track & Field Championships,2019-05-09,400,W
5,"Roberts, Kaelin",SO-2,USC,51.25,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
6,"Constantine, Kyra",JR-3,USC,51.41,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
7,"Birmingham, Aaliyah",JR-3,Oklahoma State,51.51,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
8,"Abbott, Chloe",JR-3,Kentucky,51.59,UTSA Invitational,2019-03-15,400,W
9,"Waller, Hannah",JR-3,Oregon,51.60,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
10,"Abrams, Aliyah",JR-3,South Carolina,51.92,SEC Outdoor Track & Field Championships,2019-05-09,400,W
10,"Guillory, Briana",SR-4,Iowa,51.92,40th Sun Angel Track Classic,2019-04-05,400,W
12,"DesRosiers, Briyahna",SR-4,Oregon,52.02,Mt. SAC Relays,2019-04-18,400,W
13,"Rodney, Meleni",JR-3,UCLA,52.06,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
14,"Lear, Bailey",FR-1,USC,52.07,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
15,"Holmes, Alexis",FR-1,Penn State,52.08,Florida Relays,2019-03-28,400,W
16,"Anderson, Doneisha",FR-1,Florida,52.15,SEC Outdoor Track & Field Championships,2019-05-09,400,W
17,"Davis , Stephanie",SO-2,South Carolina,52.24,Florida Relays,2019-03-28,400,W
18,"Simon, Kennedy",FR-1,Texas,52.28,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
19,"Robinson-Jones, Tierra",FR-1,Texas A&M,52.32,SEC Outdoor Track & Field Championships,2019-05-09,400,W
20,"McDonald, Natassha",JR-3,Alabama,52.35,LSU Invitational,2019-04-27,400,W
21,"Jefferson, Anna",JR-3,Virginia,52.42,ACC Championships,2019-05-09,400,W
21,"Douglas, Serenity",JR-3,Texas,52.42,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
23,"Scott, Gabby",SR-4,Colorado,52.45@,Jack Christiansen Invitational,2019-04-26,400,W
24,"Reed, Jaevin",SO-2,Texas A&M,52.48,Michael Johnson Invitational,2019-04-19,400,W
25,"Ellis, Brittny",JR-3,Miami (Fla.),52.52,ACC Championships,2019-05-09,400,W
26,"Manson, Taylor",SO-2,Florida,52.53,UF Tom Jones Memorial,2019-04-26,400,W
27,"Surin, Kat",SR-4,Connecticut,52.54,UF Tom Jones Memorial,2019-04-26,400,W
28,"Merriweather, Jai'Lyn",SO-2,Oklahoma,52.59,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
29,"Roberson, Takyera",JR-3,Alabama,52.62,LSU Invitational,2019-04-27,400,W
30,"Horton, Kiana",SR-4,Baylor,52.63,Michael Johnson Invitational,2019-04-19,400,W
31,"Egbeniyi, Abike",SR-4,Mid. Tenn. State,52.64,Tiger Track Classic 2019,2019-04-05,400,W
32,"Gale, Lauren",FR-1,Colorado St.,52.68,Mountain West Outdoor Track & Field Championship,2019-05-08,400,W
32,"Prieto, Mauricia",JR-3,Alabama,52.68,Crimson Tide Invitational,2019-04-11,400,W
34,"Finley, Honour",SO-2,Kansas,52.70,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
34,"Iwuamadi, Chika",FR-1,SMU,52.70,The American Outdoor Track & Field Championships,2019-05-10,400,W
36,"Beckford, Lily",SR-4,TCU,52.71,Michael Johnson Invitational,2019-04-19,400,W
37,"Waggoner, Tatum",SR-4,Arizona,52.72,2019 Desert Heat Classic,2019-04-27,400,W
38,"Ray, Tori",JR-3,N. Carolina A&T,52.73,MEAC Outdoor Track & Field Championships,2019-05-02,400,W
39,"Golden, Zola",SR-4,Texas,52.77,Big 12 Outdoor Track and Field Championships,2019-05-10,400,W
40,"Gajda, Diana",SR-4,Arizona,52.78,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
41,"Dyer, Lenysse",SR-4,Tennessee,52.79,Tennessee Relays,2019-04-11,400,W
42,"Moore, Sarah",SR-4,George Mason,52.83,Atlantic 10 Outdoor Track & Field Championships,2019-05-04,400,W
43,"Bechtel, Olivia",JR-3,Miami (Ohio),52.85,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,400,W
44,"Powell, Victoria",JR-3,Baylor,52.87,Baylor Invitational,2019-03-23,400,W
45,"Peoples, Paris",FR-1,Arkansas,52.95,SEC Outdoor Track & Field Championships,2019-05-09,400,W
46,"Barham, Annastacia",SR-4,Morgan State,53.05,MEAC Outdoor Track & Field Championships,2019-05-02,400,W
47,"Stead, Amanda",SO-2,Stony Brook,53.07,2019 America East Outdoor Championships,2019-05-04,400,W
48,"Funcheon, Katie",JR-3,Alabama,53.09,LSU Invitational,2019-04-27,400,W
48,"Alexander, Niata",SR-4,Troy,53.09,Sun Belt Outdoor Track and Field Championships,2019-05-10,400,W
50,"Weil, Martina",FR-1,Tennessee,53.10,Miami Power 5 Trailblazer Challenge,2019-03-23,400,W
50,"Anderson, Leah",SO-2,St. John's,53.10,BIG EAST Outdoor Track & Field Championships,2019-05-10,400,W
52,"Burks Magee, Morgan",SO-2,Arkansas,53.13,John McDonnell Invitational,2019-04-12,400,W
52,"SCOTT, Aneesa",SO-2,North Texas,53.13,Conference USA Outdoor Championships,2019-05-09,400,W
52,"Bedingfield, Shilah",SO-2,Sacramento St.,53.13@,Big Sky Outdoor Track & Field Championships,2019-05-08,400,W
55,"Best, Ashlan",SO-2,Stanford,53.15,2019 Pac-12 Track & Field Championships,2019-05-04,400,W
56,"Davis, Karimah",FR-1,Florida State,53.18,Florida Relays,2019-03-28,400,W
57,"Johnson, Kayla",SO-2,Miami (Fla.),53.22,Miami Power 5 Trailblazer Challenge,2019-03-23,400,W
58,"Smith, Kayla",JR-3,VCU,53.27,UNF Invitational,2019-04-05,400,W
59,"Dansbury, Ty'Asia",SO-2,Liberty,53.28,ASUN Outdoor Track & Field Championships,2019-05-10,400,W
59,"Nwogwugwu, Uchechi",SO-2,Penn,53.28,Ivy League Outdoor Track & Field Championships,2019-05-04,400,W
59,"D'Arpino, Venessa",SR-4,Oregon,53.28,Mt. SAC Relays,2019-04-18,400,W
62,"Pahlitzsch, Karolina",SR-4,Arizona,53.37,Mt. SAC Relays,2019-04-18,400,W
62,"Baker, D'Jai",JR-3,Alabama,53.37,LSU Invitational,2019-04-27,400,W
64,"Mason, Symone",SO-2,Miami (Fla.),53.43,UF Tom Jones Memorial,2019-04-26,400,W
65,"Williams, Sun-Sara",JR-3,N. Carolina A&T,53.45,MEAC Outdoor Track & Field Championships,2019-05-02,400,W
66,"Jackson, Natashia",JR-3,Northwestern St.,53.49,Southland Conference Outdoor Track and Field Championship,2019-05-03,400,W
66,"Singletary, Maya",FR-1,Charlotte,53.49,Conference USA Outdoor Championships,2019-05-09,400,W
