,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
52,"Wilt, Caleb",JR-3,Kentucky,13.98,Tennessee Relays,2018-04-12,2.4,110H,W
54,"Hunt, Kevondre",SR-4,Coastal Carolina,13.99,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.6,110H,W
54,"Lewis, Kirk",SR-4,Clemson,13.99,Penn Relays,2018-04-26,0.3,110H,W
54,"Reed, Willie",SR-4,Miss State,13.99,Tennessee Relays,2018-04-12,2.4,110H,W
54,"Jones, James",JR-3,South Carolina St.,13.99,MEAC Outdoor Track & Field Championships,2018-05-03,2.8,110H,W
54,"Williams, Dorian",SR-4,Texas Tech,13.99,UTSA Invitational,2018-03-16,2.9,110H,W
59,"Roberson, Medric",SO-2,Texas,14.00,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.8,110H,W
59,"Winfield, William",JR-3,Grand Canyon,14.00,Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,4.0,110H,W
61,"Battick, Levaughn",JR-3,UL-Monroe,14.01,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.6,110H,W
61,"Conner, Tanner",FR-1,Idaho State,14.01,Big Sky Outdoor Track & Field Championships,2018-05-08,2.2,110H,W
61,"Watson, Tristan",SR-4,CSU Bakersfield,14.01,Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,4.0,110H,W
64,"Schneider, Logan",JR-3,Iowa State,14.02,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.8,110H,W
64,"Lyons, Austin",JR-3,Cornell,14.02,Tiger Track Classic 2018,2018-04-13,2.0,110H,W
64,"Douglas, Bryce",SO-2,Oklahoma,14.02,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.8,110H,W
64,"Agodu, Will",JR-3,Michigan State,14.02,"Hillsdale ""GINA"" Relays - 52nd Edition",2018-04-26,2.7,110H,W
68,"Gustafsson, Petter",SR-4,UT-Arlington,14.03,Sun Belt Outdoor Track and Field Championships,2018-05-11,1.3,110H,W
69,"Carter, Daley",SR-4,Indiana State,14.04,Tiger Track Classic 2018,2018-04-13,2.0,110H,W
69,"Price, Arthur",SR-4,LSU,14.04,SEC Outdoor Track and Field Championships,2018-05-11,1.0,110H,W
69,"Duricky, Connor",FR-1,Cincinnati,14.04,The American Outdoor Track & Field Championships,2018-05-11,1.2,110H,W
72,"Hayden, Jonathan",SR-4,Western Kentucky,14.05,2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.6,110H,W
72,"McCall, Fabian",SO-2,Sam Houston St.,14.05,Southland Conference Outdoor Track & Field Championships,2018-05-04,-0.4,110H,W
72,"Findlay, Devonte",SO-2,Eastern Michigan,14.05,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,2.7,110H,W
72,"Jennings, Dee",JR-3,Coastal Carolina,14.05,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.6,110H,W
76,"Jackson, Dashaun",JR-3,Saint Francis University,14.07,George Mason Spring Invitational,2018-04-14,2.8,110H,W
76,"Gilstrap, David",JR-3,Syracuse,14.07,UF Tom Jones Memorial,2018-04-13,0.4,110H,W
78,"Ham, Connor",SO-2,Northern Iowa,14.09,Wisconsin Twilight,2018-05-04,1.2,110H,W
78,"Lindsey, Andre",SR-4,Sacramento St.,14.09,Big Sky Outdoor Track & Field Championships,2018-05-08,3.7,110H,W
78,"Diggs, Malik",SR-4,Citadel,14.09,Southern Conference Outdoor Track & Field Championships,2018-05-10,1.4,110H,W
81,"Hebert, Jay",SR-4,Harvard,14.10,Cougar Spring Break Invitational,2018-03-15,3.8,110H,W
81,"Montgomery, Devon",JR-3,Southern Utah,14.10@,2018 BYU Robison Invitational,2018-04-26,2.0,110H,W
81,"Williams, Logan",SR-4,Prairie View,14.10,SWAC Outdoor Track and Field Championship,2018-05-04,1.1,110H,W
84,"Billing, Alexander",JR-3,Colorado,14.11,2018 Pac-12 Track & Field Championships,2018-05-12,3.5,110H,W
84,"Amarteifio, Roland",SO-2,Michigan,14.11,Big Ten Championships,2018-05-11,2.0,110H,W
84,"Ward, Andreas",SR-4,Georgia Tech,14.11,North Florida Invitational,2018-04-27,-0.1,110H,W
84,"Tait, Emmanuel",SO-2,Samford,14.11,Southern Conference Outdoor Track & Field Championships,2018-05-10,1.4,110H,W
84,"Gleason, Kerry",SR-4,Stephen F. Austin,14.11,2018 TCU Invitational,2018-03-16,2.2,110H,W
89,"Graham, Charles",JR-3,Hampton,14.12,MEAC Outdoor Track & Field Championships,2018-05-03,1.0,110H,W
89,"Dorsey, Khalil",SO-2,Northern Arizona,14.12,Big Sky Outdoor Track & Field Championships,2018-05-08,2.2,110H,W
89,"McKinney, Devin",SR-4,Michigan State,14.12,2018 Louisville Invitational,2018-04-13,2.9,110H,W
92,"Young, Elijah",SR-4,Iowa State,14.13,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.8,110H,W
92,"Williams, Kordell",JR-3,Navy,14.13,Patriot League Outdoor Track & Field Championships,2018-05-04,4.0,110H,W
94,"Wright, Shyheim",SO-2,Pittsburgh,14.14,Tennessee Relays,2018-04-12,2.6,110H,W
94,"Peeples, Jamil",SR-4,Arkansas State,14.14,Ole Miss Classic,2018-03-31,2.1,110H,W
94,"Grant, Christapherson",JR-3,Washington St.,14.14,2018 Pac-12 Track & Field Championships,2018-05-12,3.5,110H,W
94,"Bryan, Christopher",JR-3,UMKC,14.14,Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,4.0,110H,W
94,"Seals, John",JR-3,George Mason,14.14,George Mason Spring Invitational,2018-04-14,2.8,110H,W
94,"Lucas, Isaiah",SO-2,Texas,14.14,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.5,110H,W
100,"Hillard, Joshua",JR-3,Jackson State,14.15,SWAC Outdoor Track and Field Championship,2018-05-04,1.1,110H,W
1,"McLeod, Omar",SO-2,Arkansas,13.21,2015 Drake Relays presented by Hy-Vee,2015-04-22,1.7,110H,W
2,"Mallett, Aaron",SO-2,Iowa,13.43,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
3,"Echols, Dondre",JR-3,South Carolina,13.46,SEC Championships,2015-05-14,1.9,110H,W
4,"Moore, Jordan",SO-2,LSU,13.47,SEC Championships,2015-05-14,1.9,110H,W
5,"Viney, Cam",JR-3,Illinois,13.52,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
6,"Thompson, Joshua",SR-4,LSU,13.54,SEC Championships,2015-05-14,3.6,110H,W
6,"Dunkerley-Offor, Spencer",SO-2,Texas,13.54,Longhorn Invitational,2015-05-02,2.5,110H,W
8,"Caldwell, Chris",JR-3,Texas Tech,13.56,Big 12 Outdoor Track & Field Championships,2015-05-15,2.4,110H,W
8,"Williams, Isaac",JR-3,Houston,13.56,Mt. SAC Relays,2015-04-16,1.8,110H,W
8,"Barnes, William",JR-3,Kent State,13.56,War Eagle Invitational 2015,2015-04-17,1.6,110H,W
11,"Banks, Tremayne",SR-4,Bethune-Cookman,13.57,4th Annual South Florida Multi-Cultrual Games,2015-04-27,3.4,110H,W
11,"Holloway, Trey",JR-3,Hampton,13.57,MEAC Outdoor T&F Championships,2015-04-30,0.6,110H,W
13,"Washington, Adarius",JR-3,Indiana State,13.58,2015 Drake Relays presented by Hy-Vee,2015-04-22,1.7,110H,W
14,"Pollitt, Donald II",SR-4,Syracuse,13.59,Cornell Outdoor Invitational 2015,2015-05-02,1.1,110H,W
15,"Anderson, Nick",SO-2,Kentucky,13.60,SEC Championships,2015-05-14,1.9,110H,W
16,"Johnson, Justin",SR-4,Clemson,13.61,ACC Outdoor Track & Field Championships,2015-05-14,0.6,110H,W
16,"Hall, Cameron",SR-4,Savannah State,13.61,MEAC Outdoor T&F Championships,2015-04-30,0.6,110H,W
18,"Robertson, Donovan",SO-2,Ohio State,13.62,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
19,"Prejean, Michael",SR-4,Prairie View,13.63,2015 SWAC Outdoor Championship,2015-04-24,2.3,110H,W
20,"Lloyd, Antoine",FR-1,Nebraska,13.69,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
21,"Grace, Bryce",JR-3,Baylor,13.70,Michael Johnson Classic,2015-04-18,1.8,110H,W
21,"Burns, Artie",FR-1,Miami,13.70,ACC Outdoor Track & Field Championships,2015-05-14,-0.1,110H,W
23,"Cabral, Johnathan",SR-4,Oregon,13.71,Pepsi Team Invitational,2015-04-11,1.7,110H,W
23,"Barrett, Sancho",SR-4,Penn State,13.71,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
25,"Semien, Robert",SR-4,Mississippi,13.73,SEC Championships,2015-05-14,1.9,110H,W
25,"Collier, Jermaine",JR-3,South Carolina,13.73,SEC Championships,2015-05-14,1.9,110H,W
27,"Kendziera, David",SO-2,Illinois,13.74,Big Ten Outdoor Track & Field Championships,2015-05-15,0.1,110H,W
27,"Crittenden, Freddie III",SO-2,Syracuse,13.74,ACC Outdoor Track & Field Championships,2015-05-14,-0.1,110H,W
27,"Pille, Sean",JR-3,Nebraska,13.74,Big Ten Outdoor Track & Field Championships,2015-05-15,2.9,110H,W
30,"Moore, Isaiah",FR-1,South Carolina,13.76,SEC Championships,2015-05-14,1.9,110H,W
31,"Sicard, Lloyd",SO-2,UC Irvine,13.78,Mt. SAC Relays,2015-04-16,2.5,110H,W
31,"Stigler, Michael",SR-4,Kansas,13.78,John McDonnell Invitational,2015-04-10,2.2,110H,W
33,"Maloney, Tramaine",JR-3,Texas Tech,13.80@,Texas Tech Red Raider Open,2015-04-30,3.1,110H,W
33,"Morris, Marquis",FR-1,USC,13.80,UCLA vs. USC,2015-05-03,3.5,110H,W
33,"Wallace, Desmond",JR-3,Coastal Carolina,13.80,Big South Championships,2015-05-14,1.3,110H,W
36,"Lupica, Christian",SR-4,Bucknell,13.81,Patriot League Outdoor Track & Field Championships,2015-05-01,3.4,110H,W
37,"Arsenault, Calvin",SR-4,Louisville,13.82,ACC-Big Ten Challenge,2015-04-11,0.9,110H,W
38,"Morgan, DJ",SR-4,USC,13.84,UCLA vs. USC,2015-05-03,3.5,110H,W
39,"Viverette, Matthew",SR-4,Sam Houston St.,13.85,2015 Beach Invitational,2015-04-17,2.6,110H,W
40,"Akinmoladun, Oladapo",SO-2,Nebraska,13.88,Big Ten Outdoor Track & Field Championships,2015-05-15,0.6,110H,W
40,"Hayes, Keyunta",SR-4,UTSA,13.88@,Conference USA Outdoor Track & Field Championships,2015-05-14,3.5,110H,W
42,"Campbell, Torrey",JR-3,Auburn,13.91,SEC Championships,2015-05-14,1.5,110H,W
42,"Hart, Yanick",SO-2,Florida,13.91,LSU Invitational,2015-05-02,-1.6,110H,W
44,"Barth , Sebastian",SR-4,Northern Iowa,13.92,Mt. SAC Relays,2015-04-16,2.5,110H,W
45,"Williams, Anthony",SR-4,George Mason,13.93,Mason Spring Invitational,2015-04-11,2.9,110H,W
46,"Ferguson, Trevor",SR-4,Oregon,13.97,Pac-12 Track & Field Championships,2015-05-15,-0.9,110H,W
46,"Smith, Roy",SR-4,North Carolina,13.97,ACC Outdoor Track & Field Championships,2015-05-14,1.2,110H,W
46,"Maxwell, Selwyn",JR-3,Connecticut,13.97,The American Outdoor Track & Field Championships,2015-05-14,1.2,110H,W
49,"Davis, Javon",SR-4,Miss State,13.99,SEC Championships,2015-05-14,1.5,110H,W
49,"Pozolinski, Nate",SO-2,Wis.-Milwaukee,13.99,UW-Whitewater Drake Alternative,2015-04-26,0.6,110H,W
49,"Lyons, Paul",JR-3,Sacramento St.,13.99,Big Sky Conference Outdoor Track & Field Championships,2015-05-13,1.8,110H,W
52,"Hairston, Max",JR-3,Cornell,14.00,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,-1.5,110H,W
52,"Cook, Christian",JR-3,Miami,14.00,Miami Hurricane Alumni Invitational,2015-04-10,1.6,110H,W
52,"Williams, Chris",JR-3,Washington,14.00,Pac-12 Track & Field Championships,2015-05-15,0.0,110H,W
55,"Tennon, Darien",SO-2,Texas Tech,14.01@,Texas Tech Red Raider Open,2015-04-30,3.1,110H,W
55,"Taylor, William",SR-4,Arizona State,14.01,Pac-12 Track & Field Championships,2015-05-15,-0.9,110H,W
55,"Newman, Wayne",FR-1,Lipscomb,14.01,Mt. SAC Relays,2015-04-16,0.4,110H,W
55,"Britton, Elijah",SR-4,Clemson,14.01,Florida Relays,2015-04-02,1.5,110H,W
59,"Palmer, Desmond",SO-2,Pittsburgh,14.02,Ohio State - Jesse Owens Classic,2015-05-01,1.0,110H,W
60,"Viltz, Misana",FR-1,UCLA,14.03,UCLA vs. USC,2015-05-03,3.5,110H,W
60,"Brown, Tony",FR-1,Alabama,14.03,SEC Championships,2015-05-14,3.6,110H,W
60,"Anderson, Davon",FR-1,Ohio State,14.03,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,110H,W
63,"Harris, Jarvis",SR-4,Harvard,14.05,Florida Relays,2015-04-02,1.5,110H,W
63,"Wilson, Demonte",JR-3,East Carolina,14.05,The American Outdoor Track & Field Championships,2015-05-14,1.2,110H,W
65,"McGee, Bentrell",SR-4,Jackson State,14.06,Georgia Tech Invitational,2015-04-17,0.9,110H,W
66,"Walker, Kyle",SR-4,Akron,14.07,Ashland Alumni Open,2015-04-24,2.2,110H,W
66,"Billian, Ryan",JR-3,Buffalo,14.07,Cornell Outdoor Invitational 2015,2015-05-02,1.1,110H,W
66,"Carter, Daley",SO-2,Indiana State,14.07,2015 MVC Outdoor Track and Field Championships,2015-05-15,1.8,110H,W
66,"Williams, Devon",SO-2,Georgia,14.07,Georgia Bulldog Decathlon/Heptathlon,2015-04-08,0.1,110H,W
70,"Pugh, Dennis",JR-3,Florida A&M,14.08,MEAC Outdoor T&F Championships,2015-04-30,2.1,110H,W
71,"Wasik, Steele",FR-1,UCLA,14.10,UCLA vs. USC,2015-05-03,3.5,110H,W
71,"Trimble, Jamiel",FR-1,Air Force,14.10,Rock Chalk Classic,2015-05-02,3.4,110H,W
71,"Broaden, Stanley",SR-4,Appalachian State,14.10,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.2,110H,W
71,"Pitt, Moriel",JR-3,Florida,14.10,SEC Championships,2015-05-14,3.6,110H,W
75,"Jamison, Vernon",SR-4,Northern Arizona,14.12,Mt. SAC Relays,2015-04-16,0.9,110H,W
76,"Davis, Ashtyn",FR-1,California,14.13,Mt. SAC Relays,2015-04-16,0.4,110H,W
76,"Chester, Sam",SR-4,Miami (Ohio),14.13,Mid-American Outdoor Track & Field Championships,2015-05-14,0.0,110H,W
76,"Duvall, Jonathan",SO-2,Wichita State,14.13,Rock Chalk Classic,2015-05-02,3.4,110H,W
79,"Allen, Spencer",JR-3,Georgia Tech,14.14,ACC Outdoor Track & Field Championships,2015-05-14,0.6,110H,W
79,"Lewis, Malik",JR-3,Bethune-Cookman,14.14,4th Annual South Florida Multi-Cultrual Games,2015-04-27,3.4,110H,W
79,"Schmidt, Jordan",SR-4,Wis.-Milwaukee,14.14,Marquette vs UW-Milwaukee Dual,2015-04-10,1.9,110H,W
82,"Lane, Jared",JR-3,Northeastern,14.16,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.0,110H,W
83,"Drozdowski, Filip",SO-2,Rice,14.17@,UTEP Invitational,2015-04-18,2.0,110H,W
83,"Charles, Jordan",SO-2,Wyoming,14.17,2015 Triton Invitational,2015-04-24,2.1,110H,W
85,"Ellis, Billy",JR-3,Arkansas State,14.19,ASU Red Wolf Open,2015-04-24,2.8,110H,W
85,"Rus, Jon",SO-2,Northern Iowa,14.19,Wisconsin Open,2015-05-08,-0.8,110H,W
85,"Hickey, Devin",SO-2,Long Beach St.,14.19,2015 Big West Challenge,2015-04-10,1.6,110H,W
85,"Guzman, Christian",SO-2,Houston Baptist,14.19,2015 Aggie Last Chance,2015-05-17,1.6,110H,W
89,"Walden, Aric",JR-3,Sacramento St.,14.20,Big Sky Conference Outdoor Track & Field Championships,2015-05-13,1.8,110H,W
89,"Dillon, Matt",JR-3,South Alabama,14.20,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.2,110H,W
91,"Walker, Jalen",SR-4,Monmouth,14.21,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.0,110H,W
91,"Scantling, Garrett",SR-4,Georgia,14.21,Georgia Bulldog Decathlon/Heptathlon,2015-04-08,0.1,110H,W
93,"Caldwell, Greg",JR-3,Princeton,14.23,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.0,110H,W
93,"Eisenhour, Cole",SO-2,Utah Valley,14.23@,Utah Spring Classic,2015-04-10,1.9,110H,W
93,"Brown, Xavier",FR-1,East Carolina,14.23,Bill Carson Invitational,2015-04-10,0.1,110H,W
96,"Francis, Kevin",JR-3,N. Carolina A&T,14.24,MEAC Outdoor T&F Championships,2015-04-30,0.6,110H,W
97,"Nelson, Israel",FR-1,Oral Roberts,14.25,Rock Chalk Classic,2015-05-02,3.4,110H,W
97,"Little, Sam",JR-3,Colorado St.,14.25,Mountain West Outdoor Track & Field Championships,2015-05-13,1.9,110H,W
97,"Schneider, Logan",FR-1,Iowa State,14.25,Big 12 Outdoor Track & Field Championships,2015-05-15,2.4,110H,W
100,"Neely, Marcus",SO-2,Indiana State,14.26,2015 MVC Outdoor Track and Field Championships,2015-05-15,1.6,110H,W
1,"Allen, Devon",SO-2,Oregon,13.32,Pac-12 Outdoor Track & Field Championships,2016-05-14,-0.8,110H,W
2,"Washington, Adarius",SR-4,Indiana State,13.40,2016 Drake Relays presented by Hy-Vee,2016-04-27,1.1,110H,W
3,"Barnes, William",SR-4,Kent State,13.41,2016 Drake Relays presented by Hy-Vee,2016-04-27,1.1,110H,W
4,"Williams, Isaac",SR-4,Houston,13.43,Mt. SAC Relays,2016-04-14,1.9,110H,W
5,"Mallett, Aaron",JR-3,Iowa,13.48,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.3,110H,W
5,"Crittenden, Freddie III",JR-3,Syracuse,13.48,War Eagle Invitational,2016-04-22,0.8,110H,W
7,"Moore, Jordan",JR-3,LSU,13.53,SEC Championships,2016-05-12,1.2,110H,W
8,"Echols, Dondre",SR-4,South Carolina,13.54,SEC Championships,2016-05-12,1.2,110H,W
8,"Moore, Isaiah",SO-2,South Carolina,13.54,Florida Relays,2016-03-31,2.3,110H,W
10,"Lewin, Teivaskie",SR-4,South Dakota,13.59,Beach Invitational,2016-04-15,3.7,110H,W
10,"Lattin, Amere",FR-1,Houston,13.59,The American Outdoor Track & Field Championships,2016-05-12,1.8,110H,W
12,"Anderson, Nick",JR-3,Kentucky,13.60,Florida Relays,2016-03-31,1.2,110H,W
13,"Caldwell, Chris",SR-4,Texas Tech,13.63@,Texas Tech Masked Rider Open,2016-05-06,1.5,110H,W
14,"Sicard, Lloyd",JR-3,UC Irvine,13.64,Big West Outdoor Track & Field Championships,2016-05-13,1.8,110H,W
15,"Pozolinski, Nate",JR-3,Wis.-Milwaukee,13.66,Lenny Lyles-Clark Wood Invitational,2016-04-21,1.0,110H,W
16,"Dickson, Michael",FR-1,N. Carolina A&T,13.67,Georgia Tech Invitational,2016-04-22,0.9,110H,W
17,"Wallace, Desmond",SR-4,Coastal Carolina,13.68,UF Tom Jones Memorial,2016-04-22,0.6,110H,W
18,"Lloyd, Antoine",SO-2,Nebraska,13.69,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.3,110H,W
19,"Neely, Marcus",JR-3,Indiana State,13.70,2016 MVC Outdoor Track and Field Championships,2016-05-13,3.4,110H,W
20,"McGee, Bentrell",SR-4,Jackson State,13.73,Alabama Relays,2016-03-17,1.8,110H,W
21,"Viney, Cam",SR-4,Illinois,13.74,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.3,110H,W
22,"Mowatt, Kemar",SO-2,Arkansas,13.75,John McDonnell Invitational,2016-04-22,2.1,110H,W
23,"Davis, Ashtyn",SO-2,California,13.76,Stanford Invitational,2016-04-01,0.6,110H,W
24,"Holloway, Trey",SR-4,Hampton,13.77,MEAC Outdoor Track & Field Championships,2016-05-05,3.8,110H,W
25,"McWilliams, Marcus",FR-1,Houston,13.78,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,2.7,110H,W
25,"Brown, Tony",JR-3,Alabama,13.78,SEC Championships,2016-05-12,0.7,110H,W
25,"Begin, Jerome",SR-4,North Dakota State,13.78,Summit League Outdoor T&F Championships,2016-05-12,3.7,110H,W
28,"Phillips, Rhys",JR-3,Baylor,13.80,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,2.7,110H,W
28,"Trimble, Jamiel",SO-2,Air Force,13.80,Mountain West Championships,2016-05-11,1.4,110H,W
28,"Maloney, Tramaine",SR-4,Louisiana Tech,13.80,LSU Alumni Gold,2016-04-23,1.9,110H,W
31,"Wyatt, Vincent",SR-4,Western Kentucky,13.81,Florida Relays,2016-03-31,2.3,110H,W
32,"Anderson, Davon",SO-2,Arkansas,13.82,SEC Championships,2016-05-12,1.2,110H,W
32,"Hart, Yanick",JR-3,Florida,13.82,UF Tom Jones Memorial,2016-04-22,0.8,110H,W
34,"Collier, Jermaine",SR-4,South Carolina,13.83,SEC Championships,2016-05-12,-0.6,110H,W
34,"Palmer, Desmond",JR-3,Pittsburgh,13.83,ACC Championships,2016-05-13,1.6,110H,W
36,"Charles, Jordan",JR-3,Wyoming,13.86@,Ram Dual,2016-05-06,1.9,110H,W
36,"Hairston, Max",SR-4,Cornell,13.86,Ivy League Outdoor Track & Field Championships,2016-05-07,0.0,110H,W
36,"Jones, Kemar",SR-4,Southern Illinois,13.86,2016 Billy Hayes Invitational,2016-05-06,1.7,110H,W
39,"Johnson, Justin",SR-4,Clemson,13.87,LSU Alumni Gold,2016-04-23,1.9,110H,W
40,"Williams, Harrison",SO-2,Stanford,13.88,Payton Jordan Invitational,2016-05-01,1.5,110H,W
41,"Lane, Jared",SR-4,Northeastern,13.89,Penn Relays,2016-04-28,0.4,110H,W
42,"Zaza, Welington",JR-3,Auburn,13.90,SEC Championships,2016-05-12,-0.6,110H,W
43,"Nicholls, MIchael",FR-1,New Orleans,13.91,Southland Conference Outdoor Track & Field Championships,2016-05-06,2.7,110H,W
44,"Lyons, Paul",SR-4,Sacramento St.,13.92,Causeway Classic Dual Meet,2016-04-29,2.7,110H,W
44,"Viltz, Misana",SO-2,UCLA,13.92,UCLA vs. USC Dual Meet,2016-05-01,0.8,110H,W
44,"Zallow, Chad",FR-1,Youngstown St.,13.92,Florida Relays,2016-03-31,1.2,110H,W
47,"Williams, Devon",JR-3,Georgia,13.94,Bulldog Decathlon-Heptathlon,2016-04-06,1.6,110H,W
48,"Rus, Jon",JR-3,Northern Iowa,13.95,2016 MVC Outdoor Track and Field Championships,2016-05-13,3.4,110H,W
48,"Allen, Spencer",SR-4,Georgia Tech,13.95,ACC Championships,2016-05-13,1.6,110H,W
50,"Maxwell, Selwyn",SR-4,Connecticut,13.96,The American Outdoor Track & Field Championships,2016-05-12,1.8,110H,W
50,"Newman, Wayne",SO-2,Lipscomb,13.96,ASUN Outdoor Track & Field Championships,2016-05-13,1.6,110H,W
52,"Lewis, Malik",JR-3,Bethune-Cookman,13.97,MEAC Outdoor Track & Field Championships,2016-05-05,3.8,110H,W
53,"Simon, Ramoye",SR-4,Hampton,13.98,MEAC Outdoor Track & Field Championships,2016-05-05,1.9,110H,W
53,"Burt, John",FR-1,Texas,13.98,Big 12 Outdoor Track & Field Championships,2016-05-13,1.3,110H,W
55,"Spears, Ro'Derick",JR-3,Miss State,13.99,Florida Relays,2016-03-31,2.3,110H,W
55,"Gaddist, Christopher",JR-3,South Carolina St.,13.99,MEAC Outdoor Track & Field Championships,2016-05-05,3.8,110H,W
55,"Nelson, Israel",SO-2,Oral Roberts,13.99,8th Annual David Suenram Gorilla Classic,2016-04-16,2.2,110H,W
55,"Bland, Keane",SR-4,Fresno State,13.99,Mountain West Championships,2016-05-11,1.4,110H,W
55,"Nwangwu, Emeka",SO-2,UT-Arlington,13.99,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.6,110H,W
60,"Donald, Larry",SO-2,Arkansas,14.00,John McDonnell Invitational,2016-04-22,2.1,110H,W
61,"Prince, Patrick",FR-1,UTSA,14.03,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,2.7,110H,W
61,"Yarborough, D'Ante",SO-2,East Carolina,14.03,The American Outdoor Track & Field Championships,2016-05-12,1.8,110H,W
63,"Broaden, Stanley",SR-4,Appalachian State,14.04,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.6,110H,W
64,"Floyd, Richard",FR-1,Syracuse,14.05,ACC Championships,2016-05-13,1.6,110H,W
64,"McKittrick, Parker",SR-4,North Dakota State,14.05,Summit League Outdoor T&F Championships,2016-05-12,3.7,110H,W
66,"Dillon, Matt",SR-4,South Alabama,14.06,Jaguar Opener,2016-03-04,-2.7,110H,W
67,"Hill, Chais",FR-1,Rutgers,14.08,Georgia Tech Invitational,2016-04-22,-0.2,110H,W
67,"Veteto, Justin",FR-1,Purdue,14.08,2016 Indiana - Purdue Duals,2016-04-23,1.1,110H,W
69,"Singleton, Terrell",JR-3,Kennesaw State,14.09,ASUN Outdoor Track & Field Championships,2016-05-13,-1.2,110H,W
69,"Gilstrap, David",SO-2,Syracuse,14.09,War Eagle Invitational,2016-04-22,2.0,110H,W
69,"Gleason, Kerry",SO-2,Stephen F. Austin,14.09,Southland Conference Outdoor Track & Field Championships,2016-05-06,2.7,110H,W
69,"Selmon, Kenny",SO-2,North Carolina,14.09,ACC Championships,2016-05-13,0.1,110H,W
73,"Cook, Christian",SR-4,Nebraska,14.10,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.3,110H,W
74,"Zellner, Sven",SR-4,UTEP,14.11@,UTEP Invitational,2016-04-30,1.4,110H,W
75,"Thomas, Jaron",JR-3,Colorado,14.12@,CSM Nature's Bakery Invite,2016-04-23,0.6,110H,W
76,"Little, Sam",SR-4,Colorado St.,14.14,Mountain West Championships,2016-05-11,1.4,110H,W
76,"Henry, Stephon",SO-2,Connecticut,14.14,LSU Alumni Gold,2016-04-23,2.8,110H,W
78,"Boully, AJ",SO-2,Utah State,14.15,Mountain West Championships,2016-05-11,1.4,110H,W
78,"Pille, Sean",SR-4,Nebraska,14.15,Kansas Relays,2016-04-20,2.7,110H,W
80,"Hunt, Kevondre",SO-2,Coastal Carolina,14.16,UF Tom Jones Memorial,2016-04-22,1.8,110H,W
80,"Hayden, Jonathan",SO-2,Western Kentucky,14.16,Conference USA Championship,2016-05-12,2.5,110H,W
82,"Gomes, Paedyn",SO-2,Yale,14.17,2016 PLNU Track & Field Invitational,2016-03-26,2.8,110H,W
82,"Eisenhour, Cole",JR-3,Utah Valley,14.17,WAC Outdoor Track and Field Championships,2016-05-11,3.9,110H,W
82,"Montgomery, Devon",FR-1,Southern Utah,14.17@,Big Sky Outdoor Track & Field Championships,2016-05-11,1.9,110H,W
85,"Francois, Zodani",JR-3,Arkansas-Little Rock,14.18,Beach Invitational,2016-04-15,2.9,110H,W
85,"Barclay, Bruce",SR-4,South Florida,14.18,The American Outdoor Track & Field Championships,2016-05-12,1.8,110H,W
87,"Gerbrecht, Justin",SO-2,UTSA,14.19,Conference USA Championship,2016-05-12,2.8,110H,W
87,"Martin, Shane",SO-2,Mississippi Valley,14.19,2016 SWAC Outdoor Championship,2016-05-06,-1.1,110H,W
87,"Moffo, Shane",SO-2,Central Michigan,14.19,Mid-American Conference Championship,2016-05-12,-0.2,110H,W
90,"Wilt, Caleb",FR-1,Kentucky,14.20,LSU Invitational,2016-04-30,3.8,110H,W
