,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
77,"Mannucci, Morena",SR-4,Eastern Washington,12.54m,"41' 1.75""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,1.5,TJ,W
79,"Flynn, Tiffany",FR-1,Miss State,12.53m,"41' 1.5""",Mt. SAC Relays,2015-04-16,-1.1,TJ,W
79,"Stoyle, Rebecca",SR-4,UMass Amherst,12.53m,"41' 1.5""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,-1.3,TJ,W
81,"Bent-Mikail, Rukayah",SR-4,California,12.52m,"41' 1""",Big Meet: Cal vs. Stanford,2015-04-11,-1.7,TJ,W
82,"Owens, Brittany",JR-3,Louisville,12.51m,"41' 0.5""",ACC Outdoor Track & Field Championships,2015-05-14,0.0,TJ,W
82,"Wright, Jatavia",SR-4,Western Kentucky,12.51m,"41' 0.5""",2015 WKU Hilltopper Relays,2015-04-10,1.3,TJ,W
82,"Bell, Kayla",JR-3,Drake,12.51m,"41' 0.5""",2015 Jim Duncan Invitational,2015-04-10,3.5,TJ,W
82,"Lucius, Shauntel",SO-2,Maryland-Eastern Shore,12.51m,"41' 0.5""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.0,TJ,W
86,"Stewart, Carmelia",SR-4,Indiana State,12.50m,"41' 0.25""",Husker Spring Invitational,2015-04-11,1.7,TJ,W
86,"Newsome, Lanae",FR-1,Mississippi,12.50m,"41' 0.25""",LSU Invitational,2015-05-02,1.8,TJ,W
88,"Hearn, Mylana",SO-2,Texas State,12.48m,"40' 11.5""",Bobcat Classic,2015-04-25,0.9,TJ,W
88,"Johnson, Jamelia",SR-4,Louisiana Tech,12.48m,"40' 11.5""",Conference USA Outdoor Track & Field Championships,2015-05-14,1.0,TJ,W
88,"Bass, Jasmine",FR-1,Long Beach St.,12.48m,"40' 11.5""",2015 Big West Championships,2015-05-15,0.6,TJ,W
88,"Saunders, Sha'Keela",SO-2,Kentucky,12.48m,"40' 11.5""",SEC Championships,2015-05-14,1.7,TJ,W
88,"Denson, Breann",JR-3,Northwestern St.,12.48m,"40' 11.5""",Southland Conference Championship,2015-05-08,1.8,TJ,W
93,"Anumba, Faith",JR-3,UCLA,12.47m,"40' 11""",UCLA vs. USC,2015-05-03,1.2,TJ,W
93,"Hillman, Deja",FR-1,Auburn,12.47m,"40' 11""",SEC Championships,2015-05-14,2.8,TJ,W
93,"Hudec, Nicole",SR-4,Butler,12.47m,"40' 11""",BIG EAST Outdoor Track & Field Championships,2015-05-08,0.0,TJ,W
96,"Nielsen, Kendal",JR-3,Cal Poly,12.46m,"40' 10.5""",2015 Big West Championships,2015-05-15,-1.4,TJ,W
96,"Rogers, Brielyn",SO-2,Tennessee,12.46m,"40' 10.5""",SEC Championships,2015-05-14,1.8,TJ,W
96,"Jones, Chancis",SO-2,Austin Peay,12.46m,"40' 10.5""",Austin Peay Governors Invitational,2015-04-17,0.1,TJ,W
96,"Gordon, Kaylyn",FR-1,Stony Brook,12.46m,"40' 10.5""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.0,TJ,W
96,"Taylor, Kaitlyn",JR-3,Kentucky,12.46m,"40' 10.5""",Kentucky Relays (College Division),2015-05-02,-0.4,TJ,W
1,"Brewer, Ciarra",JR-3,Florida,13.91m,"45' 7.75""",SEC Outdoor Championship,2014-05-15,-0.7,TJ,W
2,"Thomas, Shanieka",SR-4,San Diego St.,13.73m,"45' 0.5""",Mt. SAC Relays,2014-04-17,1.2,TJ,W
3,"Moen-Davis, LaQue",SO-2,Texas A&M,13.58m,"44' 6.75""",SEC Outdoor Championship,2014-05-15,-1.5,TJ,W
4,"Richardson, Jasia",SR-4,Marshall,13.56m,"44' 6""",WKU Hilltopper Relays,2014-04-11,4.0,TJ,W
5,"Ewere, Ellie",JR-3,Nebraska,13.44m,"44' 1.25""",2014 Drake Relays presented by Hy-Vee,2014-04-23,1.0,TJ,W
6,"Wilson, Nickevea",JR-3,UTEP,13.38m,"43' 10.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,2.1,TJ,W
7,"Sadokhina, Viktoriia",FR-1,Oklahoma State,13.35m,"43' 9.75""",Big 12 Outdoor Track and Field Championships,2014-05-16,4.0,TJ,W
8,"Pitts, Lynnika",SR-4,LSU,13.22m,"43' 4.5""",SEC Outdoor Championship,2014-05-15,1.0,TJ,W
9,"Ryan, Marshay",FR-1,Auburn,13.20m,"43' 3.75""",SEC Outdoor Championship,2014-05-15,0.4,TJ,W
10,"Beans, Kaitlyn",FR-1,South Alabama,13.19m,"43' 3.25""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,2.2,TJ,W
11,"Makabu, France",SR-4,Western Kentucky,13.18m,"43' 3""",WKU Hilltopper Relays,2014-04-11,3.9,TJ,W
11,"Camargo, Ana",SR-4,Western Kentucky,13.18m,"43' 3""",WKU Hilltopper Relays,2014-04-11,2.4,TJ,W
13,"Franklin, Tori",JR-3,Michigan State,13.16m,"43' 2.25""",Big Ten Outdoor Track & Field Championships,2014-05-16,2.0,TJ,W
14,"LaFond, Thea",JR-3,Maryland,13.15m,"43' 1.75""",Florida Relays,2014-04-03,0.0,TJ,W
15,"Richardson, Brianna",SO-2,Baylor,13.14m,"43' 1.5""",Big 12 Outdoor Track and Field Championships,2014-05-16,2.9,TJ,W
16,"Epps, Christina",SR-4,Coppin State,13.12m,"43' 0.5""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,0.1,TJ,W
16,"Rose, Dallas",SR-4,Virginia,13.12m,"43' 0.5""",Virginia Challenge,2014-05-09,1.9,TJ,W
18,"Belot, Odrine",SO-2,Connecticut,13.11m,"43' 0.25""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,1.8,TJ,W
19,"Delophont, Dior",SO-2,Kent State,13.08m,"42' 11""",Mid-American Outdoor Track & Field Championships,2014-05-15,0.0,TJ,W
20,"Nesbit, Stormy",SR-4,West Virginia,13.07m,"42' 10.75""",Big 12 Outdoor Track and Field Championships,2014-05-16,2.4,TJ,W
21,"Hammond, India",SO-2,Mid. Tenn. State,13.05m,"42' 9.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,0.5,TJ,W
22,"Jackson, Gionna",SO-2,Texas Tech,13.03m,"42' 9""",Big 12 Outdoor Track and Field Championships,2014-05-16,2.3,TJ,W
22,"Fountain, Whitney",JR-3,Clemson,13.03m,"42' 9""",FSU Twilight,2014-05-09,1.8,TJ,W
24,"Myers, Tamara",JR-3,Arkansas,13.02m,"42' 8.75""",Arkansas Twilight,2014-05-02,-1.2,TJ,W
25,"Cox, Melia",JR-3,USC,13.00m,"42' 8""",Pac-12 Outdoor Track and Field Championships,2014-05-17,1.0,TJ,W
25,"Charley, Simone",FR-1,Vanderbilt,13.00m,"42' 8""",SEC Outdoor Championship,2014-05-15,1.7,TJ,W
25,"Land, Mimi",SO-2,Clemson,13.00m,"42' 8""",FSU Twilight,2014-05-09,2.6,TJ,W
28,"Outerbridge , Allison",SR-4,Tennessee,12.98m,"42' 7""",Tennessee Relays,2014-04-10,2.2,TJ,W
29,"Emanuel, Keri",SR-4,LSU,12.97m,"42' 6.75""",SEC Outdoor Championship,2014-05-15,1.3,TJ,W
30,"McKee, Julienne",SR-4,Georgia Tech,12.96m,"42' 6.25""",Georgia Tech Invitational,2014-05-16,0.5,TJ,W
31,"Broomfield, Robiann",SO-2,Missouri State,12.95m,"42' 6""",2014 MVC Outdoor Track & Field Championships,2014-05-16,2.4,TJ,W
32,"Eke, Nadia",JR-3,Columbia,12.92m,"42' 4.75""",Ivy League Outdoor Track & Field Championships,2014-05-10,0.0,TJ,W
33,"Oliver, Imani",SR-4,Princeton,12.91m,"42' 4.25""",Princeton Quad Meet,2014-04-12,1.1,TJ,W
33,"Brown, Cierra",SO-2,Purdue,12.91m,"42' 4.25""",Big Ten Outdoor Track & Field Championships,2014-05-16,1.3,TJ,W
35,"Ricketts, Marlene",SR-4,Penn State,12.87m,"42' 2.75""",Jim Thorpe Open,2014-05-09,0.1,TJ,W
36,"Johnson, Tristine",SR-4,North Carolina,12.86m,"42' 2.25""",Florida Relays,2014-04-03,0.0,TJ,W
36,"Corum, Ashley",SR-4,Pittsburgh,12.86m,"42' 2.25""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,0.8,TJ,W
38,"Muschamp, Charlotte",JR-3,Washington St.,12.83m,"42' 1.25""",Pac-12 Outdoor Track and Field Championships,2014-05-17,3.6,TJ,W
39,"Hadnot, Jannell",FR-1,New Mexico,12.82m,"42' 0.75""",Tailwind Open,2014-05-02,2.8,TJ,W
39,"Conway, Tarvia",SR-4,UL-Lafayette,12.82m,"42' 0.75""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,2.7,TJ,W
41,"Mays, Melissa",SR-4,Texas A&M,12.81m,"42' 0.5""",Stanford Invitational,2014-04-04,1.6,TJ,W
41,"Miller, Zinnia",SR-4,Iowa,12.81m,"42' 0.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,2.0,TJ,W
43,"Stallworth, Marqueshia",SR-4,South Florida,12.80m,"42' 0""",LSU Alumni Gold,2014-04-19,1.7,TJ,W
43,"Stacey, Ashley",SR-4,Michigan State,12.80m,"42' 0""",Raleigh Relays (College/University),2014-03-28,-0.1,TJ,W
43,"West, Kaitlin",JR-3,Baylor,12.80m,"42' 0""",Big 12 Outdoor Track and Field Championships,2014-05-16,2.0,TJ,W
46,"Stewart, Carmelia",JR-3,Indiana State,12.79m,"41' 11.5""",EIU Big Blue Classic & Neil Moore Multi's,2014-04-03,0.1,TJ,W
47,"Spenner, Sami",SR-4,Nebraska-Omaha,12.78m,"41' 11.25""",Summit League Outdoor Track & Field Championships,2014-05-15,1.9,TJ,W
47,"Gurnell, Kassie",SR-4,Air Force,12.78m,"41' 11.25""",Mountain West Outdoor Track & Field Championships,2014-05-14,-0.9,TJ,W
47,"Cray, Ernestine",SR-4,UTSA,12.78m,"41' 11.25""",Conference USA Outdoor Track & Field Championships,2014-05-15,1.3,TJ,W
50,"Wright, Jatavia",JR-3,SIU-Edwardsville,12.77m,"41' 10.75""",2014 OVC Outdoor T&F Championships,2014-05-02,1.9,TJ,W
50,"Saunders, Allie",JR-3,Texas State,12.77m,"41' 10.75""",Texas State Invitational,2014-04-04,0.8,TJ,W
52,"Stoyle, Rebecca",JR-3,UMass Amherst,12.76m,"41' 10.5""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,1.3,TJ,W
53,"Dicks, Natasha",FR-1,South Carolina,12.74m,"41' 9.75""",USC Weems Baskin Invitational,2014-03-28,2.7,TJ,W
53,"Warner, Gissell",SR-4,Florida,12.74m,"41' 9.75""",Florida Relays,2014-04-03,0.7,TJ,W
53,"Morris, Paige",SR-4,Delaware,12.74m,"41' 9.75""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,1.3,TJ,W
56,"Wilson, Jordan",SR-4,Texas A&M,12.73m,"41' 9.25""",2014 Clyde Littlefield Texas Relays,2014-03-26,1.3,TJ,W
56,"Ding, Daisy",FR-1,Rice,12.73m,"41' 9.25""",J Fred Duckett-Rice Twilight,2014-04-26,2.3,TJ,W
58,"Gribbin, Mollie",SO-2,Nebraska,12.72m,"41' 8.75""",Big Ten Outdoor Track & Field Championships,2014-05-16,0.9,TJ,W
58,"Brazzel, Tamika",SO-2,Tulane,12.72m,"41' 8.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,0.0,TJ,W
60,"Uudmae, Merilyn",JR-3,Alabama,12.71m,"41' 8.5""",Mt. SAC Relays,2014-04-17,2.5,TJ,W
60,"Hunter, Regine",FR-1,Syracuse,12.71m,"41' 8.5""",Georgia Tech Yellow Jacket Invitational,2014-03-28,3.8,TJ,W
62,"Gourdin, Mary Esther",JR-3,Notre Dame,12.70m,"41' 8""",Border Battle,2014-04-12,1.8,TJ,W
62,"Andrews, Shanice",JR-3,Wichita State,12.70m,"41' 8""",KT Woodman Classic,2014-04-09,2.6,TJ,W
64,"Cruz, Estefany",JR-3,Tulane,12.69m,"41' 7.75""",2014 Tulane Team Challenge,2014-03-29,3.1,TJ,W
65,"Saunders, Sha'Keela",FR-1,Kentucky,12.68m,"41' 7.25""",SEC Outdoor Championship,2014-05-15,1.1,TJ,W
66,"Amsterdam, Iana",FR-1,Clemson,12.67m,"41' 7""",2014 Clyde Littlefield Texas Relays,2014-03-26,1.1,TJ,W
66,"Wallace, Sasha",FR-1,Oregon,12.67m,"41' 7""",Pepsi Dual,2014-04-05,1.6,TJ,W
66,"Thomas, Porsha",SO-2,Northwestern St.,12.67m,"41' 7""",Southland Conference Track & Field Championship,2014-05-09,2.6,TJ,W
69,"Jewett, Jasmyn",SR-4,Boise State,12.66m,"41' 6.5""",Idaho-Utah Border Clash,2014-05-02,0.9,TJ,W
70,"Brinker, Ebony",JR-3,Miss State,12.65m,"41' 6""",Penn Relays,2014-04-24,0.3,TJ,W
71,"Lakes, Shaniae",SR-4,Washington,12.64m,"41' 5.75""",Pac-12 Outdoor Track and Field Championships,2014-05-17,1.8,TJ,W
72,"Pitts, Kaylnn",FR-1,Austin Peay,12.63m,"41' 5.25""",2014 OVC Outdoor T&F Championships,2014-05-02,0.9,TJ,W
72,"Revell, Paetyn",FR-1,Texas Tech,12.63m,"41' 5.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,2.8,TJ,W
74,"Olonade, Kemi",SR-4,USC,12.60m,"41' 4.25""",Mt. SAC Relays,2014-04-17,-0.6,TJ,W
75,"Terrell, Anasterasia",FR-1,Clemson,12.59m,"41' 3.75""",FSU Twilight,2014-05-09,0.0,TJ,W
75,"Charley, Nicole",SR-4,Samford,12.59m,"41' 3.75""",Georgia Tech Invitational,2014-05-16,-0.7,TJ,W
77,"Thompson, Ashley",FR-1,South Dakota,12.55m,"41' 2.25""",Mount Marty Twilight,2014-04-22,1.8,TJ,W
78,"Weigandt, Anna",SR-4,Nebraska,12.54m,"41' 1.75""",Nebraska Quad,2014-04-12,3.5,TJ,W
78,"McGinnis, Laura",JR-3,Wisconsin,12.54m,"41' 1.75""",Wisconsin Open,2014-05-10,-1.0,TJ,W
80,"Williams, Pershawna",SO-2,Mid. Tenn. State,12.53m,"41' 1.5""",University of Tennessee Challenge,2014-05-03,2.1,TJ,W
80,"Tanner, Kiare",FR-1,California,12.53m,"41' 1.5""",Pac-12 Outdoor Track and Field Championships,2014-05-17,1.4,TJ,W
80,"Nunn, Nikki",SR-4,Purdue,12.53m,"41' 1.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,-0.3,TJ,W
80,"Li, Catherine",SO-2,UC Davis,12.53m,"41' 1.5""",Big West Outdoor Track and Field Championship,2014-05-16,1.5,TJ,W
84,"Hernandez, Oasis",FR-1,Liberty,12.51m,"41' 0.5""",Roanoke/Virginia Tech Twilight Qualifier,2014-05-08,0.9,TJ,W
84,"Al-Bayinnah, Amirah",SO-2,Coastal Carolina,12.51m,"41' 0.5""",Penn Relays,2014-04-24,-0.4,TJ,W
84,"Jones, Briauna",SR-4,Charlotte,12.51m,"41' 0.5""",Conference USA Outdoor Track & Field Championships,2014-05-15,1.9,TJ,W
87,"Johnson, Shae",JR-3,Texas-Arlington,12.50m,"41' 0.25""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.1,TJ,W
87,"Jones, Janae",SO-2,Liberty,12.50m,"41' 0.25""",2014 Liberty Twilight,2014-05-01,4.0,TJ,W
87,"Caldwell, Jessica",SO-2,Virginia,12.50m,"41' 0.25""",Virginia Challenge,2014-05-09,1.7,TJ,W
90,"Allen, Emily",SR-4,Samford,12.49m,"40' 11.75""",Southern Conference Outdoor Track & Field Championships,2014-04-26,0.4,TJ,W
90,"Burley, Lexie",SR-4,East Tenn. St.,12.49m,"40' 11.75""",University of Tennessee Challenge,2014-05-03,0.6,TJ,W
90,"Wright, Kaylynne",JR-3,Sam Houston St.,12.49m,"40' 11.75""",Southland Conference Track & Field Championship,2014-05-09,3.3,TJ,W
93,"Friar, Nataliyah",FR-1,LSU,12.48m,"40' 11.5""",SEC Outdoor Championship,2014-05-15,1.7,TJ,W
94,"Gaudyn, Weronika",FR-1,Akron,12.47m,"40' 11""",Mid-American Outdoor Track & Field Championships,2014-05-15,0.0,TJ,W
94,"Greenlee, Chardae",FR-1,Memphis,12.47m,"40' 11""",2014 Red Wolf Open,2014-04-26,3.1,TJ,W
94,"Leath, Cydney",SO-2,Cal St. Northridge,12.47m,"40' 11""",Big West Outdoor Track and Field Championship,2014-05-16,2.2,TJ,W
94,"Kinney, Brittany",JR-3,Houston,12.47m,"40' 11""",The American Outdoor Track & Field Championships,2014-05-02,-0.2,TJ,W
94,"Denmark, Teiara",SR-4,Hampton,12.47m,"40' 11""",MEAC Outdoor Track & Field Championships,2014-05-01,3.6,TJ,W
99,"Baum, Alexx",JR-3,Binghamton,12.46m,"40' 10.5""",America East Outdoor Track & Field Championships,2014-05-03,2.8,TJ,W
100,"Johnson, Ahshane",JR-3,SE Missouri,12.43m,"40' 9.5""",Joey Haines Invite,2014-04-04,0.1,TJ,W
