,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
11,"Engels, Craig",SO-2,Mississippi,3:40.28,Virginia Challenge,2015-04-17,1500,M
12,"Rotich, Anthony",SR-4,UTEP,3:40.31@,Conference USA Outdoor Track & Field Championships,2015-05-14,1500,M
13,"Callahan, Peter",SR-4,New Mexico,3:40.37,Payton Jordan Invitational,2015-05-02,1500,M
14,"McGorty, Sean",FR-1,Stanford,3:40.62,Big Meet: Cal vs. Stanford,2015-04-11,1500,M
15,"Crawford, Graham",JR-3,North Carolina St.,3:40.67,Payton Jordan Invitational,2015-05-02,1500,M
16,"Awad, Thomas",JR-3,Penn,3:40.68,Larry Ellis (College),2015-04-17,1500,M
17,"Murphy, Clayton",SO-2,Akron,3:40.69,Longhorn Invitational,2015-05-02,1500,M
18,"Denault, Robert",JR-3,Villanova,3:40.78,Larry Ellis (College),2015-04-17,1500,M
19,"Wynne, Henry",SO-2,Virginia,3:41.19,Virginia Challenge,2015-04-17,1500,M
20,"Haney, Blake",FR-1,Oregon,3:41.27,Payton Jordan Invitational,2015-05-02,1500,M
21,"Marsella, Mike",SO-2,Virginia,3:41.35,Virginia Challenge,2015-04-17,1500,M
22,"Palamar, Adam",JR-3,Tulsa,3:41.60,Payton Jordan Invitational,2015-05-02,1500,M
23,"Elliott, David",JR-3,Boise State,3:41.61,Bryan Clay Invitational,2015-04-17,1500,M
24,"Saarel, Ben",SO-2,Colorado,3:41.85,Pac-12 Track & Field Championships,2015-05-15,1500,M
25,"Holden, Simon",SO-2,Wake Forest,3:41.92,Virginia Challenge,2015-04-17,1500,M
26,"Yorks, Izaic",JR-3,Washington,3:42.01,Pac-12 Track & Field Championships,2015-05-15,1500,M
27,"Seddon, Zak",JR-3,Florida State,3:42.02,Mt. SAC Relays,2015-04-16,1500,M
28,"Williams, Cole",JR-3,Georgetown,3:42.05,Payton Jordan Invitational,2015-05-02,1500,M
29,"Herrera, Daniel",SR-4,UCLA,3:42.17,Pac-12 Track & Field Championships,2015-05-15,1500,M
29,"Tobin, Sean",SO-2,Mississippi,3:42.17,Payton Jordan Invitational,2015-05-02,1500,M
31,"Engholm, Elmar",JR-3,New Mexico,3:42.26,Payton Jordan Invitational,2015-05-02,1500,M
32,"Campbell, Kemoy",SR-4,Arkansas,3:42.30,Mt. SAC Relays,2015-04-16,1500,M
33,"Olson, Erik",SR-4,Stanford,3:42.31,Big Meet: Cal vs. Stanford,2015-04-11,1500,M
34,"O'Neil, Austin",JR-3,UCLA,3:42.38,Pac-12 Track & Field Championships,2015-05-15,1500,M
35,"Franzmair, Niki",FR-1,Oregon,3:42.48,Oregon Relays,2015-04-16,1500,M
36,"Hurysz, Jake",SR-4,Colorado,3:42.56,Payton Jordan Invitational,2015-05-02,1500,M
37,"Moussa, Ammar",JR-3,Colorado,3:42.68,Payton Jordan Invitational,2015-05-02,1500,M
38,"Tate, Mike",SO-2,Southern Utah,3:42.72,Payton Jordan Invitational,2015-05-02,1500,M
38,"Stabler, Sam",SR-4,Lamar,3:42.72,Bryan Clay Invitational,2015-04-17,1500,M
40,"Coyle, Thomas",FR-1,Stanford,3:42.80,Pac-12 Track & Field Championships,2015-05-15,1500,M
40,"Leibold, Collin",JR-3,Georgetown,3:42.80,Virginia Challenge,2015-04-17,1500,M
42,"Lampron, Josh",SO-2,Villanova,3:42.83,Larry Ellis (College),2015-04-17,1500,M
43,"Paternostro, Bradley",SR-4,Princeton,3:42.88,Larry Ellis (College),2015-04-17,1500,M
44,"Graves, Kyle",SR-4,Wake Forest,3:42.89,Virginia Challenge,2015-04-17,1500,M
45,"Solis, Dusty",SR-4,Villanova,3:42.91,Larry Ellis (College),2015-04-17,1500,M
46,"Kincaid, William",JR-3,Portland,3:42.92(1),Oregon Twilight,2015-05-08,1500,M
46,"Lasater, Brandon",SR-4,Georgia Tech,3:42.92,Georgia Tech Invitational,2015-04-17,1500,M
48,"Perrin, Zach",FR-1,Colorado,3:43.00,Pac-12 Track & Field Championships,2015-05-15,1500,M
49,"Medrano, Michael",SR-4,UTSA,3:43.12@,Conference USA Outdoor Track & Field Championships,2015-05-14,1500,M
50,"Corona, Patrick",JR-3,Air Force,3:43.17,Bryan Clay Invitational,2015-04-17,1500,M
51,"Later, Leland",JR-3,California,3:43.20,Big Meet: Cal vs. Stanford,2015-04-11,1500,M
52,"Shellhorn, Eric",SR-4,Utah State,3:43.22@,Weber State Open,2015-04-11,1500,M
53,"Poland, Ryan",SR-4,Portland,3:43.23,Portland Twilight Track Meet,2015-05-17,1500,M
54,"Pearson, Morgan",JR-3,Colorado,3:43.31,Payton Jordan Invitational,2015-05-02,1500,M
55,"Winter, Connor",JR-3,Colorado,3:43.34,Stanford Invitational,2015-04-03,1500,M
56,"Leskow, Aaron",SR-4,St. Joseph's (Pa.),3:43.36,Swarthmore Final Qualifier,2015-05-11,1500,M
57,"Gregorek, Johnny",SR-4,Oregon,3:43.43,Pepsi Team Invitational,2015-04-11,1500,M
58,"Brinkley, Justin",JR-3,Stanford,3:43.48,Payton Jordan Invitational,2015-05-02,1500,M
59,"McEntee, Sam",SR-4,Villanova,3:43.50,Larry Ellis (College),2015-04-17,1500,M
60,"Watson, Cole",SR-4,Oregon,3:43.63,Portland Twilight Track Meet,2015-05-17,1500,M
61,"Crocker, Will",JR-3,Missouri,3:43.66,Stanford Invitational,2015-04-03,1500,M
62,"Hunter, Rorey",SR-4,Indiana,3:43.70,2015 Billy Hayes Invitational,2015-05-02,1500,M
63,"Fayers, Matthew",SO-2,Oklahoma State,3:43.71,Payton Jordan Invitational,2015-05-02,1500,M
64,"Garn, Jesse",JR-3,Binghamton,3:43.72,Bison Outdoor Classic,2015-04-11,1500,M
65,"Domanic, Robert",SO-2,Mississippi,3:43.75,Payton Jordan Invitational,2015-05-02,1500,M
66,"McClafferty, Nate",SR-4,Duke,3:43.78,Georgia Tech Invitational,2015-04-17,1500,M
67,"Bartelsmeyer, Amos",SO-2,Georgetown,3:43.82,Payton Jordan Invitational,2015-05-02,1500,M
68,"Kibet, Collins",SO-2,Arizona,3:43.86,Stanford Invitational,2015-04-03,1500,M
69,"Abbey, Jefferson",SO-2,Colorado St.,3:43.87,Bryan Clay Invitational,2015-04-17,1500,M
70,"Phillips, Andy",SR-4,Gonzaga,3:43.90,Portland Twilight Track Meet,2015-05-17,1500,M
70,"Lewis, Josh",SO-2,California,3:43.90(1),Brutus Hamilton Challenge,2015-04-25,1500,M
70,"Randon, James",SO-2,Yale,3:43.90,Virginia Challenge,2015-04-17,1500,M
73,"Schwartzer, Matthew",SO-2,Indiana,3:43.91,2015 Billy Hayes Invitational,2015-05-02,1500,M
73,"Clevenger , Michael",JR-3,Notre Dame,3:43.91,Virginia Challenge,2015-04-17,1500,M
75,"Munsch, Josh",SR-4,Kansas,3:44.01,Payton Jordan Invitational,2015-05-02,1500,M
75,"Penzenstadler, Sam",SR-4,Loyola (Ill.),3:44.01,Stanford Invitational,2015-04-03,1500,M
77,"Bridger-Wilkinson, Marcus",SR-4,Belmont,3:44.06,Mt. SAC Relays,2015-04-16,1500,M
78,"Warren, Trent",JR-3,Oregon,3:44.10,Oregon Relays,2015-04-16,1500,M
79,"Burcham, Jacob",SO-2,Oklahoma,3:44.13,Baldy Castillo Invitational,2015-03-20,1500,M
80,"Sandlin , Robert",SR-4,Kentucky,3:44.14,Florida Relays,2015-04-02,1500,M
81,"Strum, Weston",SR-4,Northern Arizona,3:44.27,Bryan Clay Invitational,2015-04-17,1500,M
81,"Gourley, Neil",SO-2,Virginia Tech,3:44.27,Payton Jordan Invitational,2015-05-02,1500,M
83,"Davis, Sean",SO-2,UCLA,3:44.30,Occidental Invitational (College/University),2015-05-09,1500,M
84,"Dixon, Harvey",JR-3,Providence,3:44.31,2015 New Balance Boston Twilight Meet #1,2015-05-16,1500,M
84,"Murphy, Pierce",JR-3,Colorado,3:44.31,Bryan Clay Invitational,2015-04-17,1500,M
86,"Zivec, Jakub",SR-4,Maryland,3:44.33,Kehoe Twilight Meet,2015-05-01,1500,M
87,"Biekert, Brian",SR-4,Iowa State,3:44.35,Payton Jordan Invitational,2015-05-02,1500,M
88,"Perkins, Zach",SR-4,Air Force,3:44.39,Bryan Clay Invitational,2015-04-17,1500,M
89,"Greenwald, Jeremy",SR-4,Georgia Tech,3:44.43,Georgia Tech Invitational,2015-04-17,1500,M
90,"Fourman, Sam",JR-3,Iowa,3:44.50,2015 Drake Relays presented by Hy-Vee,2015-04-22,1500,M
91,"Timlin, David",SO-2,Indiana State,3:44.52,2015 Drake Relays presented by Hy-Vee,2015-04-22,1500,M
92,"Villarreal, Cameron",SO-2,Texas A&M,3:44.53(1),36th Sun Angel Classic,2015-04-09,1500,M
93,"Arroyo, Andres",SO-2,Florida,3:44.54,UF Tom Jones Memorial,2015-04-24,1500,M
94,"Taylor, Troy",JR-3,North Texas,3:44.55@,Conference USA Outdoor Track & Field Championships,2015-05-14,1500,M
95,"Ward, Michael",FR-1,Bradley,3:44.56,Payton Jordan Invitational,2015-05-02,1500,M
96,"Kidder, Brannon",JR-3,Penn State,3:44.57,Bison Outdoor Classic,2015-04-11,1500,M
97,"Bile, Ahmed",SO-2,Georgetown,3:44.59,Kehoe Twilight Meet,2015-05-01,1500,M
98,"Herson, Ryan",JR-3,Arizona State,3:44.61,Baldy Castillo Invitational,2015-03-20,1500,M
98,"Schroeder, Allan",SR-4,Boise State,3:44.61,Bryan Clay Invitational,2015-04-17,1500,M
98,"Barnett, Ian",JR-3,Illinois,3:44.61,Illinois Twilight,2015-04-18,1500,M
1,"Kerr, Josh",JR-3,New Mexico,3:35.01,Bryan Clay Invitational,2018-04-19,1500,M
2,"Knight, Justyn",SR-4,Syracuse,3:36.07,Bryan Clay Invitational,2018-04-19,1500,M
3,"Domanic, Robert",SR-4,Ole Miss,3:36.33,Bryan Clay Invitational,2018-04-19,1500,M
4,"Prakel, Sam",SR-4,Oregon,3:36.84,Bryan Clay Invitational,2018-04-19,1500,M
5,"West, James",JR-3,Oregon,3:37.41,Bryan Clay Invitational,2018-04-19,1500,M
6,"Hoare, Oliver",SO-2,Wisconsin,3:37.84,Bryan Clay Invitational,2018-04-19,1500,M
7,"Villarreal, Carlos",SO-2,Arizona,3:38.28,Bryan Clay Invitational,2018-04-19,1500,M
8,"Brown, Reed",FR-1,Oregon,3:39.56,Bryan Clay Invitational,2018-04-19,1500,M
9,"Kemboi, Amon",SO-2,Campbell,3:39.72,Big South Conference Outdoor Track and Field Championships,2018-05-09,1500,M
10,"Suliman, Waleed",FR-1,Ole Miss,3:39.76,Bryan Clay Invitational,2018-04-19,1500,M
11,"Stanovsek, Mick",SO-2,Oregon,3:39.82,Bryan Clay Invitational,2018-04-19,1500,M
12,"Bruce, Jack",SR-4,Arkansas,3:39.86,Bryan Clay Invitational,2018-04-19,1500,M
13,"Worley, Sam",FR-1,Texas,3:40.00,Bryan Clay Invitational,2018-04-19,1500,M
14,"Rogers, Alex",JR-3,Texas,3:40.49,Bryan Clay Invitational,2018-04-19,1500,M
15,"McGorty, Sean",SR-4,Stanford,3:40.57,Stanford Invitational,2018-03-30,1500,M
16,"Riba, Alex",SR-4,Texas A&M,3:40.66,Bryan Clay Invitational,2018-04-19,1500,M
17,"Alvarado, Abraham",SR-4,BYU,3:41.17,Stanford Invitational,2018-03-30,1500,M
18,"Grijalva, Luis",FR-1,Northern Arizona,3:41.21,Bryan Clay Invitational,2018-04-19,1500,M
19,"Fisher, Grant",JR-3,Stanford,3:41.24,Payton Jordan Invitational,2018-05-03,1500,M
20,"Trouard, Andy",SR-4,Northern Arizona,3:41.40,Bryan Clay Invitational,2018-04-19,1500,M
21,"Heppenstall, Robert",JR-3,Wake Forest,3:41.57,Virginia Challenge,2018-04-20,1500,M
22,"Rockhold, Cole",JR-3,Colorado St.,3:41.80,Bryan Clay Invitational,2018-04-19,1500,M
23,"Dumford, Jacob",SR-4,Notre Dame,3:42.04,Stanford Invitational,2018-03-30,1500,M
24,"Marsella, Mike",SR-4,Virginia,3:42.10,Virginia Challenge,2018-04-20,1500,M
25,"Perrin, Zach",SR-4,Colorado,3:42.29@,CU Invitational 2018,2018-04-06,1500,M
26,"Nuguse, Yared",FR-1,Notre Dame,3:42.44,ACC Outdoor Championships,2018-05-10,1500,M
27,"Saarel, Ben",SR-4,Colorado,3:42.47@,CU Invitational 2018,2018-04-06,1500,M
28,"Ciattei, Vincent",SR-4,Virginia Tech,3:42.59,National Relay Championships,2018-04-27,1500,M
29,"Murphy, Joseph",JR-3,Indiana,3:42.68,2018 Cardinal Classic,2018-04-20,1500,M
30,"Young, Benjamin",SO-2,Kentucky,3:42.75,Florida Relays,2018-03-29,1500,M
31,"Leverenz, Johnny",JR-3,Butler,3:42.77,Bryan Clay Invitational,2018-04-19,1500,M
32,"Tobin, Sean",SR-4,Ole Miss,3:42.82,Joe Walker Invite,2018-04-13,1500,M
33,"Corcoran, Garrett",JR-3,California,3:42.99(1),2018 Brutus Hamilton Invitational,2018-04-28,1500,M
34,"Teigen, Chandler",JR-3,Washington St.,3:43.13,Stanford Invitational,2018-03-30,1500,M
35,"Reinhart, Trevor",JR-3,Yale,3:43.17,Virginia Challenge,2018-04-20,1500,M
36,"Crowe-Wright, Ian",JR-3,New Mexico,3:43.19,Bryan Clay Invitational,2018-04-19,1500,M
37,"Hintz, Daniel",SO-2,Wyoming,3:43.20@,7220 Invite,2018-04-27,1500,M
38,"Anstey, Jack",SO-2,Illinois State,3:43.22,Stanford Invitational,2018-03-30,1500,M
39,"Veatch, Ben",FR-1,Indiana,3:43.28,2018 Cardinal Classic,2018-04-20,1500,M
40,"Stahl, Tyler",SR-4,North Florida,3:43.33,North Florida Invitational,2018-04-27,1500,M
41,"O'Toole, Garrett",SR-4,Princeton,3:43.37(1),2018 Larry Ellis Invitational,2018-04-20,1500,M
42,"Zarate, Diego",JR-3,Virginia Tech,3:43.38,ACC Outdoor Championships,2018-05-10,1500,M
43,"Bartlett, Avery",JR-3,Georgia Tech,3:43.45,Tiger Track Classic 2018,2018-04-13,1500,M
44,"Germano, Philo",SR-4,Syracuse,3:43.46,Virginia Challenge,2018-04-20,1500,M
45,"Bartelsmeyer, Amos",SR-4,Georgetown,3:43.56,Payton Jordan Invitational,2018-05-03,1500,M
46,"Mazelli, Trent",JR-3,Portland,3:43.57,Stanford Invitational,2018-03-30,1500,M
46,"Guyton, Jack",JR-3,Florida,3:43.57,Florida Relays,2018-03-29,1500,M
48,"Schultz, Colin",SR-4,Liberty,3:43.58,Big South Conference Outdoor Track and Field Championships,2018-05-09,1500,M
49,"Martinez, Martin",SR-4,Brown,3:43.76(1),2018 Larry Ellis Invitational,2018-04-20,1500,M
50,"FloydMews, Taylor",SR-4,Bradley,3:43.77,Bryan Clay Invitational,2018-04-19,1500,M
51,"Tooker, Aidan",SO-2,Syracuse,3:43.84,Bison Outdoor Classic,2018-04-14,1500,M
52,"Paulson, William",SR-4,Princeton,3:43.87(1),2018 Larry Ellis Invitational,2018-04-20,1500,M
53,"Gleason, George",JR-3,UCLA,3:43.91,UCLA vs. USC Dual,2018-04-29,1500,M
53,"Teare, Cooper",FR-1,Oregon,3:43.91,Oregon Twilight,2018-05-04,1500,M
55,"Herrera, Eduardo",FR-1,Colorado,3:43.92,2018 Cardinal Classic,2018-04-20,1500,M
56,"Morken, Nick",JR-3,North Florida,3:43.94,Florida Relays,2018-03-29,1500,M
57,"Downey, Michael",JR-3,Wyoming,3:43.95@,7220 Invite,2018-04-27,1500,M
58,"Kamau, Bryan",SR-4,Georgia,3:43.96,Yellow Jacket Invitational,2018-03-16,1500,M
59,"Allen, Jacob",SR-4,San Francisco,3:44.02,Payton Jordan Invitational,2018-05-03,1500,M
59,"Koech, Jonah",JR-3,UTEP,3:44.02(1),Home Depot Clyde Littlefield Texas Relays,2018-03-28,1500,M
61,"Parker, Patrick",FR-1,BYU,3:44.03,Bryan Clay Invitational,2018-04-19,1500,M
