,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
39,"Fletcher, Aaron",SO-2,BYU,8:53.75,Mt. SAC Relays,2014-04-17,3000S,M
40,"Blomberg, Emil",JR-3,Texas-Arlington,8:53.86,Mt. SAC Relays,2014-04-17,3000S,M
41,"Wilson, Colby",SO-2,Utah State,8:54.12,San Francisco State Distance Carnival,2014-04-04,3000S,M
42,"Roche, Joshua",SO-2,Indiana,8:54.17,Penn Relays,2014-04-24,3000S,M
43,"Tracy, James",JR-3,BYU,8:54.41,Stanford Invitational,2014-04-04,3000S,M
44,"Fife, Nolan",JR-3,Indiana,8:54.46,Charlotte 49er Classic,2014-03-20,3000S,M
45,"Buhner, Niklas",SR-4,Auburn,8:54.60,SEC Outdoor Championship,2014-05-15,3000S,M
46,"Olson, Alec",SO-2,Boston U.,8:54.70,2014 ECAC-IC4A Outdoor Championships,2014-05-16,3000S,M
47,"Fuller, Travis",JR-3,BYU,8:55.91,Georgia Tech Invitational,2014-05-16,3000S,M
48,"Kibichiy, Edwin",FR-1,Louisville,8:55.93,The American Outdoor Track & Field Championships,2014-05-02,3000S,M
49,"Woolf, Nick",SO-2,Cal Poly,8:55.97,Big West Outdoor Track and Field Championship,2014-05-16,3000S,M
50,"Schnieders, Steven",SR-4,Arizona State,8:56.05,Stanford Invitational,2014-04-04,3000S,M
51,"Sterling, Henry",SR-4,Dartmouth,8:56.19,Penn Relays,2014-04-24,3000S,M
52,"Wong, Daniel",SO-2,Arizona State,8:56.59,Stanford Invitational,2014-04-04,3000S,M
53,"Delvo, Eric",JR-3,Bradley,8:56.61,2014 MVC Outdoor Track & Field Championships,2014-05-16,3000S,M
54,"Moore, Nate",FR-1,Texas,8:57.20,Stanford Invitational,2014-04-04,3000S,M
55,"Owens, Gavin",SR-4,Air Force,8:57.31,Stanford Invitational,2014-04-04,3000S,M
56,"Reed, Cody",JR-3,Northern Arizona,8:57.33@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,3000S,M
57,"Gonzales, Andrew",SR-4,Washington St.,8:57.40,Pac-12 Outdoor Track and Field Championships,2014-05-17,3000S,M
58,"Crawford, Patrick",SR-4,High Point,8:57.45,2014 Big South Outdoor Track and Field Championships,2014-04-17,3000S,M
59,"Smith, Jacob",SR-4,High Point,8:57.46,Virginia Challenge,2014-05-09,3000S,M
60,"McLean, Austin",SR-4,Youngstown St.,8:57.59,Virginia Challenge,2014-05-09,3000S,M
61,"Rupe, Eric",JR-3,Youngstown St.,8:57.62,Louisville Twilight Classic,2014-05-16,3000S,M
62,"Cummings, Timothy",SO-2,Washington,8:57.66,Stanford Invitational,2014-04-04,3000S,M
63,"Rausa, Bryce",JR-3,UC Santa Barbara,8:57.94,Mt. SAC Relays,2014-04-17,3000S,M
64,"Hurt, Tripp",JR-3,Furman,8:58.13,Southern Conference Outdoor Track & Field Championships,2014-04-26,3000S,M
65,"Shellhorn, Eric",JR-3,Utah State,8:58.14,Mt. SAC Relays,2014-04-17,3000S,M
65,"Thompson, Shaun",JR-3,Duke,8:58.14,ACC Outdoor Track & Field Championships,2014-04-17,3000S,M
67,"Tomlin, Duncan",SO-2,Yale,8:58.34,2014 ECAC-IC4A Outdoor Championships,2014-05-16,3000S,M
68,"Seddon, Zak",SO-2,Florida State,8:58.53,Georgia Tech Invitational,2014-05-16,3000S,M
69,"King, Xavier",SO-2,Iona,8:58.74,Larry Ellis Invitational,2014-04-16,3000S,M
70,"Melly, David",JR-3,Cornell,8:58.85,Ivy League Outdoor Track & Field Championships,2014-05-10,3000S,M
71,"Crist, Jason",FR-1,Indiana,8:58.86,Kentucky Relays (College Division),2014-04-19,3000S,M
72,"Robertson, Stuart",SO-2,Virginia Tech,8:58.91,Payton Jordan Cardinal Invitational,2014-05-04,3000S,M
73,"Rohr, Patrick",SO-2,South Alabama,8:59.03,Georgia Tech Invitational,2014-05-16,3000S,M
74,"Nicolls, Bobby",SR-4,Minnesota,8:59.13,Stanford Invitational,2014-04-04,3000S,M
75,"Thater, Danny",SR-4,Tulsa,8:59.18,Conference USA Outdoor Track & Field Championships,2014-05-15,3000S,M
75,"Magnuson, Steve",JR-3,North Carolina,8:59.18,Stanford Invitational,2014-04-04,3000S,M
77,"Wilson, Mackay",SO-2,Kentucky,8:59.23,Stanford Invitational,2014-04-04,3000S,M
78,"Roche, Nick",JR-3,Gonzaga,8:59.29,Stanford Invitational,2014-04-04,3000S,M
78,"Whelan, Joseph",SR-4,Syracuse,8:59.29,ACC Outdoor Track & Field Championships,2014-04-17,3000S,M
78,"Bierig, Kevin",JR-3,Arizona,8:59.29,Mt. SAC Relays,2014-04-17,3000S,M
81,"Mann, Jordan",JR-3,Brown,8:59.31,2014 ECAC-IC4A Outdoor Championships,2014-05-16,3000S,M
82,"Erhard, Tyler",SR-4,Bucknell,8:59.46,2014 ECAC-IC4A Outdoor Championships,2014-05-16,3000S,M
83,"Collier, Chris",JR-3,Michigan State,8:59.48,Jesse Owens Track Classic,2014-04-18,3000S,M
84,"Zupan, Daniel",FR-1,Akron,8:59.53,Mid-American Outdoor Track & Field Championships,2014-05-15,3000S,M
85,"Darrah, Max",JR-3,Georgetown,8:59.74,BIG EAST Outdoor Track & Field Championships,2014-05-09,3000S,M
86,"Meyer, Christian",SR-4,Colorado St.,8:59.86@,Mountain West Outdoor Track & Field Championships,2014-05-14,3000S,M
87,"Graham, Derwin",JR-3,Baylor,8:59.93,2014 Drake Relays presented by Hy-Vee,2014-04-23,3000S,M
88,"Norris, Trac",SO-2,Utah Valley,8:59.94,2014 Oxy Invitational (Colleges/Junior Colleges),2014-05-10,3000S,M
89,"Topfer, Jannis",SR-4,Illinois,8:59.99,Tiger Classic 2014,2014-04-04,3000S,M
90,"Clifford, Deon",JR-3,Florida A&M,9:00.05,Georgia Tech Invitational,2014-05-16,3000S,M
91,"Poythress, Kevin",SR-4,Fresno State,9:00.06,Bulldog Invitational,2014-04-26,3000S,M
92,"Deir, Alex",JR-3,Oklahoma,9:00.12,John Jacobs Invitational,2014-04-18,3000S,M
93,"Armstrong, Anthoney",FR-1,Oklahoma State,9:00.16,Stanford Invitational,2014-04-04,3000S,M
94,"Tuck, Nick",FR-1,Penn,9:00.53,Larry Ellis Invitational,2014-04-16,3000S,M
95,"Ohlman, Thomas",SR-4,Xavier (Ohio),9:00.57,BIG EAST Outdoor Track & Field Championships,2014-05-09,3000S,M
96,"O'Donnell, Shane",JR-3,Navy,9:00.72,Larry Ellis Invitational,2014-04-16,3000S,M
97,"Yau, James",JR-3,Michigan,9:00.83,Toledo Invitational,2014-05-09,3000S,M
98,"Mykityshyn, Dan",JR-3,North Carolina,9:01.07,ACC Outdoor Track & Field Championships,2014-04-17,3000S,M
99,"Miller, Bryce",FR-1,UMKC,9:01.37,2014 Drake Relays presented by Hy-Vee,2014-04-23,3000S,M
100,"Costin, Tim",SR-4,Oregon,9:01.75,Pepsi Dual,2014-04-05,3000S,M
1,"Fraley, Troy",JR-3,Gonzaga,8:39.30,Payton Jordan Invitational,2017-05-05,3000S,M
2,"Roth, Bailey",SO-2,Arizona,8:39.83,Pac-12 Championships,2017-05-13,3000S,M
3,"Lafond, Dylan",SR-4,Illinois,8:40.54,Big Ten Outdoor Championships,2017-05-12,3000S,M
4,"Reeder, Troy",JR-3,Furman,8:40.57,Stanford Invitational,2017-03-31,3000S,M
5,"Erb, MJ",SR-4,Ole Miss,8:41.03,Mt. SAC Relays,2017-04-13,3000S,M
6,"Kibichiy, Edwin",SR-4,Louisville,8:42.30,Payton Jordan Invitational,2017-05-05,3000S,M
7,"Coleman, Jamaine",JR-3,Eastern Kentucky,8:42.82,Virginia Challenge,2017-04-21,3000S,M
8,"Keter, Benard",SR-4,Texas Tech,8:43.05,Mt. SAC Relays,2017-04-13,3000S,M
9,"Fink, Willy",SR-4,Eastern Michigan,8:44.84,Mt. SAC Relays,2017-04-13,3000S,M
10,"O'Neil, Austin",SR-4,UCLA,8:44.86,Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,3000S,M
11,"Ali, Obsa",SO-2,Minnesota,8:45.55,Big Ten Outdoor Championships,2017-05-12,3000S,M
12,"Fahy, Darren",SR-4,Georgetown,8:46.82,Payton Jordan Invitational,2017-05-05,3000S,M
13,"Shumway, Clayson",FR-1,BYU,8:47.18,2017 Oxy Invitational,2017-05-06,3000S,M
14,"Murphy, Joseph",SO-2,Indiana,8:47.78,Big Ten Outdoor Championships,2017-05-12,3000S,M
15,"Coughler, Jeremy",JR-3,Indiana,8:47.84,Big Ten Outdoor Championships,2017-05-12,3000S,M
16,"Carney, Daniel",SO-2,BYU,8:48.22,Payton Jordan Invitational,2017-05-05,3000S,M
17,"Albertson, CJ",SR-4,Arizona State,8:48.24,Stanford Invitational,2017-03-31,3000S,M
18,"Carpenter, Scott",JR-3,Georgetown,8:48.30,Payton Jordan Invitational,2017-05-05,3000S,M
19,"Rotich, Emmanuel",SO-2,Tulane,8:48.32,Mt. SAC Relays,2017-04-13,3000S,M
20,"Cheruiyot, Geoffry",JR-3,Mid. Tenn. State,8:48.73,Mt. SAC Relays,2017-04-13,3000S,M
21,"Mora, Connor",JR-3,Michigan,8:48.79,Mt. SAC Relays,2017-04-13,3000S,M
22,"Uchikoshi, Yusuke",JR-3,Boise State,8:48.88,Mt. SAC Relays,2017-04-13,3000S,M
23,"Rogers, Alex",SO-2,Texas,8:48.92,Texas Invitational,2017-04-14,3000S,M
24,"Rmidi Kinini , Khalil",SR-4,Maryland-Eastern Shore,8:49.25,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
25,"Graf, Christoph",SR-4,McNeese State,8:49.42,LSU Alumni Gold,2017-04-22,3000S,M
26,"Preisner, Benjamin",SO-2,Tulsa,8:49.44,Stanford Invitational,2017-03-31,3000S,M
27,"Blankenbaker, Dylan",SR-4,Oklahoma,8:49.48,John Jacobs Invitational,2017-04-21,3000S,M
28,"Roach, Cooper",SR-4,Canisius,8:49.61,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
29,"Cross, Jordan",JR-3,Weber State,8:49.70,San Francisco State Distance Carnival,2017-03-31,3000S,M
30,"Del Rosso, Austin",SO-2,Tulsa,8:49.71,Stanford Invitational,2017-03-31,3000S,M
31,"Crist, Jason",SR-4,Indiana,8:50.09,Big Ten Outdoor Championships,2017-05-12,3000S,M
32,"Thompson, Joshua",SR-4,Oklahoma State,8:50.61,Big 12 Outdoor Track & Field Championships,2017-05-12,3000S,M
33,"Motschmann, Johannes",JR-3,Iona,8:50.80,Stanford Invitational,2017-03-31,3000S,M
34,"Driscoll, Ryan",SR-4,San Francisco,8:50.87,2017 Oxy Invitational,2017-05-06,3000S,M
35,"Sinn, Luca",FR-1,Weber State,8:51.40,Stanford Invitational,2017-03-31,3000S,M
36,"Heslington, Jacob",FR-1,BYU,8:51.78,San Francisco State Distance Carnival,2017-03-31,3000S,M
37,"Abrahamsen, Jakob",JR-3,Eastern Kentucky,8:51.97,Stanford Invitational,2017-03-31,3000S,M
38,"Briggs, Mitchell",SR-4,BYU,8:52.44,Stanford Invitational,2017-03-31,3000S,M
39,"Hodgson, Dylan",SO-2,Kansas,8:52.68,Big 12 Outdoor Track & Field Championships,2017-05-12,3000S,M
40,"O'Connor, George",SR-4,Oakland,8:52.89,Virginia Challenge,2017-04-21,3000S,M
41,"Wallace, Cale",SR-4,Arkansas,8:53.15,Bryan Clay Invite,2017-04-13,3000S,M
42,"Abascal, Samuel",FR-1,Eastern Kentucky,8:53.19,Virginia Challenge,2017-04-21,3000S,M
43,"Okada, Takeshi",SO-2,California,8:53.35,Stanford Cardinal Classic,2017-04-21,3000S,M
44,"McInerney, Riley",JR-3,Eastern Illinois,8:53.51,Mt. SAC Relays,2017-04-13,3000S,M
45,"Murphy, Robert",SR-4,IUPUI,8:53.64,Mt. SAC Relays,2017-04-13,3000S,M
46,"Cheruiyot, Daniel",JR-3,UTEP,8:53.68@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3000S,M
47,"Tooker, Aidan",FR-1,Syracuse,8:54.01,Virginia Challenge,2017-04-21,3000S,M
48,"Coleman, James",SR-4,North Texas,8:54.04@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3000S,M
49,"Tuck, Nick",SR-4,Penn,8:54.14,Oxford & Cambridge vs. Penn & Cornell,2017-04-15,3000S,M
50,"Thomas, Graham",SR-4,New Mexico,8:54.29,Stanford Cardinal Classic,2017-04-21,3000S,M
51,"Smeeton, Ryan",FR-1,Oklahoma State,8:54.37,Stanford Invitational,2017-03-31,3000S,M
52,"Benoit, Max",JR-3,Michigan State,8:54.45,Virginia Challenge,2017-04-21,3000S,M
53,"Kosgei, Antibahs",SR-4,Alabama,8:54.94,SEC Outdoor Track & Field Championships,2017-05-11,3000S,M
54,"Keence, Sheldon",JR-3,Missouri,8:55.29,San Francisco State Distance Carnival,2017-03-31,3000S,M
55,"Myjer, Aubrey",SR-4,North Carolina St.,8:55.34,ACC Outdoor Track & Field Championships,2017-05-12,3000S,M
56,"Schutte, Noah",SO-2,Portland,8:55.50,Mt. SAC Relays,2017-04-13,3000S,M
57,"Battershill, Will",FR-1,Harvard,8:55.84,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
58,"Semeon, Redatu",SR-4,Auburn,8:55.99,SEC Outdoor Track & Field Championships,2017-05-11,3000S,M
59,"Fong, Jacob",SR-4,Army West Point,8:56.46,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
60,"Stark, Nathan",SR-4,Idaho,8:56.54,Bryan Clay Invite,2017-04-13,3000S,M
60,"Andresson, Hlynur",JR-3,Eastern Michigan,8:56.54,Mid-American Outdoor Track & Field Championships,2017-05-11,3000S,M
62,"Mylenek, Nathan",FR-1,Iowa,8:56.78,Big Ten Outdoor Championships,2017-05-12,3000S,M
63,"Speaks, Chris",SR-4,Sam Houston St.,8:57.06,J Fred Duckett Twilight Meet,2017-04-22,3000S,M
64,"Fehlberg, Spencer",JR-3,Utah State,8:57.34,Stanford Cardinal Classic,2017-04-21,3000S,M
65,"Wilson, Colby",SR-4,Utah State,8:57.35,Stanford Cardinal Classic,2017-04-21,3000S,M
66,"Avila, Adam",SR-4,UC Santa Barbara,8:57.70,Cal Poly-UCSB Dual Meet,2017-04-29,3000S,M
67,"Aziz, Mohamed",JR-3,San Francisco,8:57.77,San Francisco State Distance Carnival,2017-03-31,3000S,M
68,"McGoey, Matt",SO-2,Pittsburgh,8:57.79,ACC Outdoor Track & Field Championships,2017-05-12,3000S,M
69,"Grady, Alex",JR-3,Georgia Tech,8:57.83,Florida Relays,2017-03-30,3000S,M
70,"Leach, Max",SO-2,California,8:57.84,Stanford Cardinal Classic,2017-04-21,3000S,M
71,"Spinks, Peter",JR-3,Nebraska,8:57.89,Mt. SAC Relays,2017-04-13,3000S,M
71,"Fahy, Steven",SO-2,Stanford,8:57.89,Pac-12 Championships,2017-05-13,3000S,M
73,"Trainor, Austin",JR-3,Central Connecticut,8:58.04,2017 Larry Ellis Invitational,2017-04-21,3000S,M
74,"Gilbertson, Brant",JR-3,North Dakota State,8:58.16,Mt. SAC Relays,2017-04-13,3000S,M
75,"Nobles, Tom",SO-2,Charlotte,8:58.48,2017 Colonial Relays,2017-03-30,3000S,M
76,"Mills, Kevin",JR-3,Winthrop,8:58.62,Florida Relays,2017-03-30,3000S,M
77,"Coulter, Mihret",SO-2,Charlotte,8:58.74@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3000S,M
78,"Lee, Griffin",JR-3,Rice,8:58.79@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,3000S,M
79,"Milliron, Andrew",JR-3,Air Force,8:58.90,Beach Invitational,2017-04-14,3000S,M
80,"Swain, Aidan",SR-4,Arkansas,8:59.00,SEC Outdoor Track & Field Championships,2017-05-11,3000S,M
81,"Wang, Michael",JR-3,Cornell,8:59.03,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
82,"Reddish, Porter",FR-1,BYU,8:59.22,Stanford Invitational,2017-03-31,3000S,M
83,"Timm, Fynn",SO-2,North Florida,8:59.33,Georgia Tech Invitational,2017-04-21,3000S,M
84,"Moore, Nathanael",SR-4,Texas,8:59.83,Big 12 Outdoor Track & Field Championships,2017-05-12,3000S,M
85,"Little, Kyler",SO-2,Washington St.,8:59.85,Mt. SAC Relays,2017-04-13,3000S,M
86,"Rice, John",FR-1,Texas,8:59.86,Stanford Cardinal Classic,2017-04-21,3000S,M
87,"Roberts, Simeon",JR-3,East Tenn. St.,9:00.06,Georgia Tech Invitational,2017-04-21,3000S,M
88,"Rill, Brixton",SO-2,Illinois-Chicago,9:00.51,NCC Dr. Keeler Track Field Invitational - 2017,2017-05-11,3000S,M
89,"Piper, Keenan",SR-4,Columbia,9:00.56,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3000S,M
90,"Huben, Dan",JR-3,Cincinnati,9:00.61,Penn Relays,2017-04-27,3000S,M
91,"Daly, Colin",FR-1,Penn,9:00.66,Oxford & Cambridge vs. Penn & Cornell,2017-04-15,3000S,M
92,"Daly, William",FR-1,Penn,9:00.87,Oxford & Cambridge vs. Penn & Cornell,2017-04-15,3000S,M
93,"Bromley, Matthew",JR-3,Miami (Ohio),9:01.31,Mid-American Outdoor Track & Field Championships,2017-05-11,3000S,M
94,"Arambula, Evan",SR-4,Sam Houston St.,9:01.45,Southland Conference Outdoor Championship,2017-05-12,3000S,M
95,"Nohilly, Eion",FR-1,Georgetown,9:01.66,Virginia Challenge,2017-04-21,3000S,M
96,"Babinec, Michael",SR-4,South Florida,9:01.87,Florida Relays,2017-03-30,3000S,M
97,"Johnson, Marcus",FR-1,UMKC,9:02.63,Rock Chalk Classic,2017-04-28,3000S,M
98,"Jaskowak, Daniel",JR-3,Virginia Tech,9:03.09,Virginia Challenge,2017-04-21,3000S,M
99,"Adam, Paul",SO-2,George Mason,9:03.42,Atlantic 10 Outdoor Track & Field Championships,2017-05-06,3000S,M
100,"Benoit, Austin",JR-3,Michigan,9:03.51,Mt. SAC Relays,2017-04-13,3000S,M
