,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
80,"Prodanov, Martin",FR-1,Missouri,1:49.78,John McDonnell Invitational,2019-04-12,800,M
81,"Rowe, Kenneth",SO-2,Georgetown,1:49.79,George Mason Spring Invitational,2019-04-13,800,M
81,"Wetzel, Logan",JR-3,Villanova,1:49.79,George Mason Spring Invitational,2019-04-13,800,M
81,"Jones, Kameron",JR-3,Maryland,1:49.79,"Virginia v. Maryland, Pitt, West Virginia",2019-04-06,800,M
84,"Finnegan, John",JR-3,Navy,1:49.84,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,800,M
85,"Lomong, Alexander",JR-3,Ohio State,1:49.86,Florida Relays,2019-03-28,800,M
86,"Khat, Wal",JR-3,Northern Iowa,1:49.89,Wisconsin Alumni Classic,2019-05-03,800,M
87,"Kirk, Devan",SO-2,Washington,1:49.90,Cardinal Classic,2019-04-19,800,M
88,"Hillier, Bennett",JR-3,Georgia Tech,1:49.93,Georgia Tech Invitational (College),2019-04-19,800,M
89,"White, Kevin",SR-4,Loyola (Ill.),1:49.94,MVC Championship,2019-05-10,800,M
90,"Purdy, Liam",SR-4,American,1:49.95,George Mason Spring Invitational,2019-04-13,800,M
90,"Kugel, Hudson",FR-1,Wisconsin,1:49.95,Wisconsin Alumni Classic,2019-05-03,800,M
92,"Hartman, Alec",SO-2,Bradley,1:49.98,Illinois Twilight,2019-04-13,800,M
93,"Morello, Connor",JR-3,Washington,1:50.00,Cardinal Classic,2019-04-19,800,M
94,"Sullivan, Jackson",JR-3,Army West Point,1:50.01,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,800,M
95,"Doyle, Timothy",FR-1,North Florida,1:50.03,UF Tom Jones Memorial,2019-04-26,800,M
96,"Pareti, Chase",SO-2,Arkansas,1:50.04,Bryan Clay Invitational,2019-04-17,800,M
97,"Voelz, Samuel",SO-2,Notre Dame,1:50.05,ACC Championships,2019-05-09,800,M
98,"Delgado, Ian",FR-1,Georgetown,1:50.06,George Mason Spring Invitational,2019-04-13,800,M
98,"McDevitt, Billy",SR-4,Penn State,1:50.06,Florida Relays,2019-03-28,800,M
98,"Grudzwick, Richard",JR-3,Central Connecticut,1:50.06,2019 Larry Ellis Invitational,2019-04-20,800,M
1,"McBride, Brandon",SO-2,Miss State,1:45.35,Mt. SAC Relays,2014-04-17,800,M
2,"Rutto, Eliud",SO-2,Mid. Tenn. State,1:45.37,Payton Jordan Cardinal Invitational,2014-05-04,800,M
3,"Kemboi, Edward",JR-3,Iowa State,1:46.14,Mt. SAC Relays,2014-04-17,800,M
4,"Obinwa, Sean",SR-4,Florida,1:46.68,Florida Relays,2014-04-03,800,M
5,"Rono, Patrick",JR-3,Arkansas,1:46.99,Arkansas Twilight,2014-05-02,800,M
6,"Schnulle, Ryan",SO-2,Florida,1:47.15,SEC Outdoor Championship,2014-05-15,800,M
7,"Lasater, Brandon",JR-3,Georgia Tech,1:47.19,Florida Relays,2014-04-03,800,M
8,"Grethen, Charles",JR-3,Georgia,1:47.22,Florida Relays,2014-04-03,800,M
9,"Hartle, Nick",SO-2,UCLA,1:47.51,UCLA v WSU Dual Meet,2014-03-09,800,M
10,"Neal, Keffri",JR-3,Kentucky,1:47.57,Florida Relays,2014-04-03,800,M
10,"Arroyo, Andres",FR-1,Florida,1:47.57,Florida Relays,2014-04-03,800,M
12,"Roberts, Shawn",SR-4,Georgia Tech,1:47.66,Florida Relays,2014-04-03,800,M
13,"Hernandez, Hector",SO-2,Texas A&M,1:47.73,SEC Outdoor Championship,2014-05-15,800,M
13,"McAsey, Joe",SO-2,Illinois,1:47.73,Big Ten Outdoor Track & Field Championships,2014-05-16,800,M
15,"Amankwah, Alex",JR-3,Alabama,1:47.89,Jace LaCoste Invitational,2014-05-02,800,M
16,"McFann, Harry",SR-4,Columbia,1:47.91,Spring Invite,2014-04-12,800,M
17,"Kinnaird, Tretez",FR-1,Indiana,1:47.99,Kentucky Relays (College Division),2014-04-19,800,M
17,"Tobin, Sean",FR-1,Mississippi,1:47.99,Alabama vs. Mississippi Border Clash,2014-04-11,800,M
19,"Ledder, Billy",JR-3,Georgetown,1:48.01,Spring Invite,2014-04-12,800,M
20,"Hillenbrand, Matt",SR-4,Kentucky,1:48.07,Kentucky Relays (College Division),2014-04-19,800,M
21,"Yorks, Izaic",SO-2,Washington,1:48.15,WSU vs. UW Dual,2014-05-03,800,M
22,"Low, Chris",JR-3,Long Beach St.,1:48.30,Stanford Invitational,2014-04-04,800,M
23,"Tesfai, Yonas",JR-3,Houston,1:48.40,J Fred Duckett-Rice Twilight,2014-04-26,800,M
24,"Kalinowski, Grzegorz",SR-4,Eastern Michigan,1:48.44,Mid-American Outdoor Track & Field Championships,2014-05-15,800,M
24,"Pollock, Grant",SR-4,Virginia Tech,1:48.44,Roanoke/Virginia Tech Twilight Qualifier,2014-05-08,800,M
26,"Daigre, Derrick",JR-3,Washington,1:48.49,WSU vs. UW Dual,2014-05-03,800,M
27,"Squella, Tomas",JR-3,Arkansas,1:48.53,SEC Outdoor Championship,2014-05-15,800,M
27,"Kidder, Brannon",SO-2,Penn State,1:48.53,Crimson Tide Invitational,2014-04-05,800,M
29,"Hazouri, Brandon",SO-2,Samford,1:48.54,Alabama vs. Mississippi Border Clash,2014-04-11,800,M
30,"Ibadin, Edose",JR-3,Hampton,1:48.60,Virginia Challenge,2014-05-09,800,M
31,"Jorgensen, Jesse",JR-3,Washington St.,1:48.62,WSU vs. UW Dual,2014-05-03,800,M
31,"Noelle, Chad",SO-2,Oklahoma State,1:48.62,Arkansas Twilight,2014-05-02,800,M
33,"Griffith, Kevin",JR-3,Purdue,1:48.64,Kentucky Relays (College Division),2014-04-19,800,M
34,"Lahbi, Jacopo",FR-1,Alabama,1:48.69,Alabama vs. Mississippi Border Clash,2014-04-11,800,M
34,"Sanders, Chris",FR-1,La Salle,1:48.69,Swarthmore Final Qualifier,2014-05-12,800,M
36,"Gregorek, John",SR-4,Columbia,1:48.70,Princeton Elite Meet (college),2014-05-02,800,M
37,"Smith, Andrew",SR-4,UMBC,1:48.72,2014 ECAC-IC4A Outdoor Championships,2014-05-16,800,M
38,"Teixeira, Otniel",SO-2,Florida State,1:48.74,Jace LaCoste Invitational,2014-05-02,800,M
39,"Fish, Brendon",SR-4,Columbia,1:48.79,Princeton Elite Meet (college),2014-05-02,800,M
39,"Lefebure, Luke",JR-3,Stanford,1:48.79,The Big Meet,2014-04-12,800,M
41,"Watkins, Za'Von",SO-2,Penn State,1:48.94,Crimson Tide Invitational,2014-04-05,800,M
42,"Aragon, Gabe",SR-4,New Mexico,1:49.01@,Tailwind Open,2014-05-02,800,M
43,"Mokone, David",SR-4,Western Kentucky,1:49.04,Stanford Invitational,2014-04-04,800,M
43,"Bile, Ahmed",FR-1,Georgetown,1:49.04,BIG EAST Outdoor Track & Field Championships,2014-05-09,800,M
45,"Vaziri, Shyan",JR-3,UC Santa Barbara,1:49.05,2014 Oxy Invitational (Colleges/Junior Colleges),2014-05-10,800,M
46,"Bojanowski, Thomas",SR-4,Wake Forest,1:49.13,Virginia Challenge,2014-05-09,800,M
47,"Payton, Tyler",SR-4,Oklahoma State,1:49.17,Arkansas Twilight,2014-05-02,800,M
47,"Sork, Tanner",FR-1,BYU,1:49.17@,2014 BYU Robison Invitational,2014-04-23,800,M
49,"Ellison, Samuel",SR-4,Villanova,1:49.18,BIG EAST Outdoor Track & Field Championships,2014-05-09,800,M
49,"Henderson, Blair",FR-1,LSU,1:49.18,LSU Alumni Gold,2014-04-19,800,M
51,"Nicholls, Cory",FR-1,North Carolina,1:49.21,Georgia Tech Invitational,2014-05-16,800,M
51,"Silva, Elijah",FR-1,Tulsa,1:49.21,Arkansas Twilight,2014-05-02,800,M
51,"Bennett, Aaron",JR-3,Lamar,1:49.21,J Fred Duckett-Rice Twilight,2014-04-26,800,M
51,"Holden, Simon",FR-1,Wake Forest,1:49.21,Virginia Challenge,2014-05-09,800,M
55,"Weinlandt, Will",SR-4,Cornell,1:49.23,Spring Invite,2014-04-12,800,M
56,"Solis, Dusty",JR-3,Villanova,1:49.24,Larry Ellis Invitational,2014-04-16,800,M
57,"Hiltner, Jake",SR-4,Akron,1:49.28,Mt. SAC Relays,2014-04-17,800,M
58,"Pisechko, Andrew",SO-2,Arkansas,1:49.29,Arkansas Twilight,2014-05-02,800,M
59,"Hatz, Alex",JR-3,Wisconsin,1:49.32,Florida Relays,2014-04-03,800,M
60,"Coleman, Anthony",JR-3,Houston,1:49.33,J Fred Duckett-Rice Twilight,2014-04-26,800,M
61,"Manahan, Ryan",FR-1,Georgetown,1:49.37,Payton Jordan Cardinal Invitational,2014-05-04,800,M
62,"Rhodes, Robert",SO-2,Connecticut,1:49.39,2014 ECAC-IC4A Outdoor Championships,2014-05-16,800,M
63,"Capwell, Dylan",FR-1,Monmouth,1:49.40,Larry Ellis Invitational,2014-04-16,800,M
63,"Airola, Matt",JR-3,Alabama,1:49.40,Alabama vs. Mississippi Border Clash,2014-04-11,800,M
65,"Guyota, Boru",SR-4,Oregon,1:49.41,Oregon Relays,2014-04-17,800,M
66,"Magaha, Drew",SO-2,Penn,1:49.47,Georgia Tech Invitational,2014-05-16,800,M
67,"Burton, Jake",SO-2,Florida State,1:49.48,ACC Outdoor Track & Field Championships,2014-04-17,800,M
68,"Grosvenor, Grant",JR-3,Montana State,1:49.50@,Tom Gage Classic,2014-05-09,800,M
68,"Morgan, Dameon",SO-2,Mississippi,1:49.50,LSU Invitational,2014-05-03,800,M
68,"Butler, Seth",SR-4,Colorado St.,1:49.50@,Jack Christiansen Invitational,2014-04-25,800,M
71,"Fisher, Harry",JR-3,Wyoming,1:49.51@,Jack Christiansen Invitational,2014-04-25,800,M
72,"Marsella, Mike",FR-1,Virginia,1:49.53,ACC Outdoor Track & Field Championships,2014-04-17,800,M
73,"Sherrer, Holland",SO-2,Mississippi,1:49.54,LSU Invitational,2014-05-03,800,M
74,"Mudd, Austin",JR-3,Wisconsin,1:49.55,Big Ten Outdoor Track & Field Championships,2014-05-16,800,M
75,"Fanelty, Zack",JR-3,Georgia Tech,1:49.56,Virginia Challenge,2014-05-09,800,M
76,"Wankel, Malcolm",JR-3,Oklahoma,1:49.58,Jace LaCoste Invitational,2014-05-02,800,M
76,"Busienei, Kelvin",SR-4,Wichita State,1:49.58,Ward Haylett Invitational,2014-05-03,800,M
78,"Deng, Goaner",SO-2,Minnesota,1:49.59,Stanford Invitational,2014-04-04,800,M
79,"Shellhorn, Eric",JR-3,Utah State,1:49.62,Idaho-Utah Border Clash,2014-05-02,800,M
80,"Wilson, Clyde",JR-3,Army,1:49.63,Larry Ellis Invitational,2014-04-16,800,M
81,"Whitley, Bradley",SR-4,Washington,1:49.64,Pac-12 Outdoor Track and Field Championships,2014-05-17,800,M
82,"Owusu-Mensah, Prince",SO-2,Virginia Tech,1:49.65,Roanoke/Virginia Tech Twilight Qualifier,2014-05-08,800,M
83,"Kingsland, Joshua",JR-3,Navy,1:49.68,UF Tom Jones Memorial,2014-04-19,800,M
84,"Monsivaiz, Alex",SO-2,Cal St. Northridge,1:49.69,Longhorn Invitational,2014-05-03,800,M
85,"Soucie, Brendan",SR-4,Kansas,1:49.70,Ward Haylett Invitational,2014-05-03,800,M
86,"Skinner, Dylan",SR-4,UNC-Wilmington,1:49.71,Charlotte Invitational,2014-04-18,800,M
86,"Hernandez, Josh",JR-3,Texas A&M,1:49.71,35th Sun Angel Track Classic,2014-04-11,800,M
88,"Benster, Tyler",SR-4,Brown,1:49.72,Ivy League Outdoor Track & Field Championships,2014-05-10,800,M
89,"Smith, Alec",FR-1,Oregon,1:49.73,OSU High Performance - Colleges,2014-05-01,800,M
90,"Lantz, Andrew",SR-4,Davidson,1:49.76,Virginia Challenge,2014-05-09,800,M
91,"Teubel, Will",SO-2,Iowa,1:49.77,Big Ten Outdoor Track & Field Championships,2014-05-16,800,M
92,"Joseph, Patrick",FR-1,Virginia Tech,1:49.78,ACC Outdoor Track & Field Championships,2014-04-17,800,M
93,"Batiste, Sorone",JR-3,Prairie View,1:49.79,2014 TSU Relays (College/Univ/Jr College),2014-03-21,800,M
93,"Boit, Cosmas",FR-1,UTEP,1:49.79,Conference USA Outdoor Track & Field Championships,2014-05-15,800,M
95,"Binder, De'Quad",SO-2,Sam Houston St.,1:49.80,Longhorn Invitational,2014-05-03,800,M
96,"Scheving, Tyler",SO-2,Buffalo,1:49.83,Virginia Challenge,2014-05-09,800,M
97,"Thompson, Isaiah",FR-1,UC Irvine,1:49.87,adidas/Steve Scott Invit. (college),2014-05-02,800,M
97,"Stutzman, Tyler",SR-4,Stanford,1:49.87,Stanford Invitational,2014-04-04,800,M
99,"Bekelja, Mato",JR-3,Penn,1:49.88,Georgia Tech Invitational,2014-05-16,800,M
100,"Locklear, Jordan",JR-3,California,1:49.90,The Big Meet,2014-04-12,800,M
