,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
52,"Amusan, Tobi",FR-1,UTEP,23.27,Conference USA Championship,2016-05-12,1.0,200,W
53,"Spaulding, Diamond",FR-1,Texas A&M,23.28,UCLA vs. Texas A&M Dual Meet,2016-04-16,0.2,200,W
53,"Duncan, Kiersten",JR-3,LSU,23.28,LSU Battle on the Bayou,2016-04-09,2.0,200,W
53,"Jones, Akela",SR-4,Kansas State,23.28,Mt. SAC Relays/CA Invitational Multi Events,2016-04-13,1.9,200,W
56,"Walker, Sonikqua",SR-4,Ohio State,23.29,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.2,200,W
57,"Knott, Kristina",SO-2,Arkansas State,23.30,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,1.4,200,W
58,"Ellis, Kendall",SO-2,USC,23.32,Mt. SAC Relays,2016-04-14,1.1,200,W
59,"Sanni, Zainab",JR-3,Kansas,23.33,Big 12 Outdoor Track & Field Championships,2016-05-13,1.5,200,W
60,"Bamgbose, Margaret",SR-4,Notre Dame,23.34,2016 Louisville Invitational,2016-04-15,1.1,200,W
60,"Williams, Santina",SR-4,Alabama State,23.34,Mt. SAC Relays,2016-04-14,2.6,200,W
62,"Harris, Lakayla",FR-1,Nebraska,23.36,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.2,200,W
62,"Martin, SheKara",JR-3,UCF,23.36,The American Outdoor Track & Field Championships,2016-05-12,-0.4,200,W
64,"Kromah, Mariam",SR-4,Southern Miss.,23.39,Conference USA Championship,2016-05-12,1.0,200,W
65,"Iuel, Amalie",JR-3,USC,23.41,Pac-12 Combined Events Championships,2016-05-07,0.0,200,W
66,"Ofili, Cindy",SR-4,Michigan,23.42,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.2,200,W
66,"Roberson, Savannah",SO-2,Purdue,23.42,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.0,200,W
66,"Seymour, Kiah",JR-3,Kentucky,23.42,Florida Relays,2016-03-31,0.3,200,W
69,"Tate, Breanna",JR-3,Mississippi,23.43,Florida Relays,2016-03-31,1.7,200,W
70,"Austin, Drea",SO-2,UNLV,23.45,Mt. SAC Relays,2016-04-14,2.0,200,W
70,"Omawahleh, Njeri",JR-3,Fresno State,23.45,Mountain West Championships,2016-05-11,2.3,200,W
70,"Dayries, Justise",SR-4,Baylor,23.45,TCU Invitational,2016-03-17,2.2,200,W
70,"Holland, Ana",SO-2,Colorado,23.45,Mt. SAC Relays,2016-04-14,2.6,200,W
74,"Asemota, Donatella",FR-1,Kentucky,23.46,Spec Towns Invitational 2016,2016-04-08,3.0,200,W
74,"Ferebee, Alexis",SR-4,Alabama State,23.46,Mt. SAC Relays,2016-04-14,2.6,200,W
74,"Dyer, Lenysse",FR-1,Tennessee,23.46,Alan Connie Shamrock Invitational,2016-03-17,1.3,200,W
77,"Williams, Taylor",SO-2,Clemson,23.47,ACC Championships,2016-05-13,0.9,200,W
77,"Reynolds, Madison",SR-4,Oral Roberts,23.47,8th Annual David Suenram Gorilla Classic,2016-04-16,2.6,200,W
79,"Crawford, Aaliyah",FR-1,Weber State,23.48@,Big Sky Outdoor Track & Field Championships,2016-05-11,2.7,200,W
79,"Stumbaugh, Payton",SO-2,Arkansas,23.48,Arkansas Spring Invitational,2016-03-25,3.9,200,W
79,"Price, Madeline",SO-2,Duke,23.48,Battle of the Blues,2016-04-01,0.1,200,W
82,"Settle, Genna",JR-3,Portland State,23.49@,Big Sky Outdoor Track & Field Championships,2016-05-11,2.7,200,W
83,"Pipi, Ama",SO-2,Oklahoma,23.50,LSU Battle on the Bayou,2016-04-09,2.0,200,W
83,"Hardnett, Kelli",SR-4,Houston,23.50,Tom Tellez Invitational,2016-05-06,1.0,200,W
83,"Chaney, Peyton",SR-4,Virginia,23.50,Virginia Quad Meet,2016-04-08,2.0,200,W
86,"Smith, Caitland",SO-2,Texas,23.51,Big 12 Outdoor Track & Field Championships,2016-05-13,1.1,200,W
86,"Jones, Chellane",JR-3,Grambling,23.51,SHSU Last Chance,2016-05-14,1.1,200,W
88,"Brisco, Mikiah",SO-2,LSU,23.52,LSU Battle on the Bayou,2016-04-09,2.0,200,W
88,"Williams, Tori",JR-3,Houston,23.52,2016 Baylor Invitational,2016-04-09,-1.0,200,W
88,"Oliver, Javianne",JR-3,Kentucky,23.52,LSU Invitational,2016-04-30,2.4,200,W
91,"Desrosiers, Briyahna",FR-1,Texas A&M,23.54,Baldy Castillo Invitational,2016-03-18,-0.6,200,W
92,"Thomas, Brionna",SO-2,Purdue,23.56,2016 Louisville Invitational,2016-04-15,1.1,200,W
92,"Glenn, Simone",SO-2,San Diego St.,23.56,Mountain West Championships,2016-05-11,2.3,200,W
94,"Herman, Kelsey",FR-1,Arkansas,23.57,SEC Championships,2016-05-12,0.5,200,W
95,"Seymour, Pedrya",JR-3,Illinois,23.59,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.1,200,W
96,"Ambrose, Jenae",FR-1,Auburn,23.60,SEC Championships,2016-05-12,1.6,200,W
96,"Dallas, Kedisha",JR-3,Northern Illinois,23.60,Mid-American Conference Championship,2016-05-12,1.1,200,W
98,"Parker, Kiara",FR-1,Arkansas,23.61,John McDonnell Invitational,2016-04-22,2.7,200,W
99,"Blocker, Jasmine",SR-4,Tulane,23.62,Longhorn Invitational,2016-05-07,3.8,200,W
99,"Waggoner, Tatum",SO-2,Arizona,23.62,Jim Click Shootout,2016-04-09,0.0,200,W
1,"Stevens, Deajah",JR-3,Oregon,22.09,Pac-12 Championships,2017-05-13,1.5,200,W
2,"Brown, Brittany",JR-3,Iowa,22.30,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
3,"Hill, Deanna",JR-3,USC,22.41,Pac-12 Championships,2017-05-13,1.5,200,W
4,"Jefferson, Kyra",SR-4,Florida,22.43,SEC Outdoor Track & Field Championships,2017-05-11,1.5,200,W
5,"Wimbley, Shakima",SR-4,Miami,22.47,UF Tom Jones Memorial,2017-04-28,0.7,200,W
5,"Bennett, Taylor",SO-2,Baylor,22.47,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
7,"Johnson, Kortnei",SO-2,LSU,22.50,SEC Outdoor Track & Field Championships,2017-05-11,2.4,200,W
8,"White, Danyel",FR-1,Texas A&M,22.55,Roadrunner Invitational,2017-03-23,2.7,200,W
9,"Thompson, Brenessa",SO-2,Texas A&M,22.59,Roadrunner Invitational,2017-03-23,2.7,200,W
10,"Thomas, Gabrielle",SO-2,Harvard,22.60,Florida Relays,2017-03-30,0.4,200,W
10,"Cunliffe, Hannah",JR-3,Oregon,22.60,Pac-12 Championships,2017-05-13,1.5,200,W
12,"Henderson, Ashley",JR-3,San Diego St.,22.61@,Mountain West Outdoor Track & Field Championships,2017-05-10,-1.0,200,W
13,"Carter , Destiny",SR-4,Kentucky,22.64,SEC Outdoor Track & Field Championships,2017-05-11,2.8,200,W
14,"Amusan, Tobi",SO-2,UTEP,22.67@,2017 UTEP Invitational,2017-04-22,3.2,200,W
15,"Brown, Aaliyah",SR-4,Texas A&M,22.68,Roadrunner Invitational,2017-03-23,2.7,200,W
16,"Martin, Jada",SR-4,LSU,22.76,LSU Alumni Gold,2017-04-22,2.2,200,W
17,"Spaulding, Diamond",SO-2,Texas A&M,22.77,SEC Outdoor Track & Field Championships,2017-05-11,2.4,200,W
17,"Whyte, Natalliah",FR-1,Auburn,22.77,SEC Outdoor Track & Field Championships,2017-05-11,1.5,200,W
19,"Ellis, Kendall",JR-3,USC,22.79,Trojan Invitational,2017-03-17,1.5,200,W
20,"Roberson, Savannah",JR-3,Purdue,22.81,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
21,"Pipi, Ama",JR-3,Oklahoma,22.83,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
22,"Reed, Jaevin",FR-1,Texas A&M,22.84,Roadrunner Invitational,2017-03-23,1.3,200,W
23,"Dunmore, Makenzie",FR-1,Oregon,22.90,Pac-12 Championships,2017-05-13,1.5,200,W
24,"Hadley, Sabria",JR-3,Clemson,22.92,LSU Alumni Gold,2017-04-22,3.9,200,W
25,"Washington, Ariana",SO-2,Oregon,22.93,Mt. SAC Relays,2017-04-13,-0.6,200,W
25,"Guster, Elexis",SR-4,Oregon,22.93,Pac-12 Championships,2017-05-13,1.5,200,W
27,"Ambrose, Jenae",SO-2,Auburn,22.94,Texas Invitational,2017-04-14,3.5,200,W
28,"Collins, Shania",SO-2,Tennessee,22.95,SEC Outdoor Track & Field Championships,2017-05-11,1.5,200,W
28,"Sanders, Shayla",SR-4,Florida,22.95,Florida Relays,2017-03-30,0.4,200,W
30,"Hudspeth, Najia",JR-3,UNLV,22.96@,Mountain West Outdoor Track & Field Championships,2017-05-10,1.8,200,W
31,"Amponsah, Janet",JR-3,Mid. Tenn. State,22.97@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,W
32,"Daniels, Teahna",SO-2,Texas,22.98,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
32,"Brown, India",JR-3,N. Carolina A&T,22.98,UF Tom Jones Memorial,2017-04-28,0.7,200,W
32,"Golden, Zola",SO-2,Texas,22.98,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
32,"Smith-Barnett, Destiny",JR-3,UNLV,22.98@,Mountain West Outdoor Track & Field Championships,2017-05-10,1.8,200,W
36,"Barnes, Aaliyah",SR-4,Ohio State,22.99,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
36,"Oliver, Javianne",SR-4,Kentucky,22.99,Texas Invitational,2017-04-14,3.5,200,W
38,"Jackson, Hannah",FR-1,Rice,23.00,Houston Alumni Invitational,2017-04-08,3.6,200,W
39,"Hall, Cassondra",FR-1,LSU,23.01,LSU Alumni Gold,2017-04-22,3.9,200,W
39,"Gause, Diamond",SR-4,Alabama,23.01,SEC Outdoor Track & Field Championships,2017-05-11,2.4,200,W
39,"Blanden, Courtney",JR-3,Virginia Tech,23.01,War Eagle Invititaional,2017-04-21,1.9,200,W
42,"Baird, Kadecia",JR-3,Texas A&M,23.03,Roadrunner Invitational,2017-03-23,1.3,200,W
43,"Gray, Kianna",SO-2,Kentucky,23.04,SEC Outdoor Track & Field Championships,2017-05-11,1.6,200,W
43,"Cox, Carmiesha",SR-4,Purdue,23.04,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
45,"Charlton, Devynne",JR-3,Purdue,23.05,2017 Louisville Invitational,2017-04-14,2.3,200,W
46,"Horton, Kiana",SO-2,Baylor,23.06,Big 12 Outdoor Track & Field Championships,2017-05-12,3.3,200,W
46,"Hardy, Tramesha",SO-2,Texas State,23.06,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.0,200,W
46,"Helps, Shauna",SO-2,Florida State,23.06,Florida Relays,2017-03-30,0.4,200,W
49,"Mitchell, A'Keyla",JR-3,Kansas State,23.07,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
49,"Desrosiers, Briyahna",SO-2,Texas A&M,23.07,Roadrunner Invitational,2017-03-23,1.3,200,W
51,"Glenn, Simone",JR-3,San Diego St.,23.09@,Mountain West Outdoor Track & Field Championships,2017-05-10,1.9,200,W
52,"Clarke, Kayelle",JR-3,Kentucky,23.10,SEC Outdoor Track & Field Championships,2017-05-11,2.8,200,W
52,"Johnson, Latessa",SO-2,SMU,23.10,The American Outdoor Track & Field Championships,2017-05-12,2.8,200,W
54,"Parker, Kiara",SO-2,Arkansas,23.11,SEC Outdoor Track & Field Championships,2017-05-11,2.8,200,W
55,"Jones, De'Shalyn",JR-3,Northwestern St.,23.12,2017 TCU Invitational,2017-03-17,2.6,200,W
55,"Bethel, Brianne",FR-1,Houston,23.12,The American Outdoor Track & Field Championships,2017-05-12,2.8,200,W
57,"Gause, Destinee",SR-4,Florida,23.17,SEC Outdoor Track & Field Championships,2017-05-11,2.4,200,W
57,"Howells, Sydney",SO-2,UTSA,23.17,Roadrunner Invitational,2017-03-23,2.7,200,W
59,"Williams, Tori",SR-4,Houston,23.18,Houston Alumni Invitational,2017-04-08,3.6,200,W
60,"Baldwin, Jacquelyn",SO-2,Jacksonville,23.19,UF Tom Jones Memorial,2017-04-28,0.4,200,W
61,"Abbott, Chloe",FR-1,Purdue,23.20,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
62,"Roberson, Takyera",FR-1,Alabama,23.22,War Eagle Invititaional,2017-04-21,1.9,200,W
62,"Misher, Rachel",SO-2,LSU,23.22,SEC Relays,2017-04-28,3.2,200,W
62,"Stumbaugh, Payton",JR-3,Arkansas,23.22,SEC Outdoor Track & Field Championships,2017-05-11,2.0,200,W
62,"Smith, Jonielle",SO-2,Auburn,23.22,War Eagle Invititaional,2017-04-21,1.9,200,W
66,"Brisco, Mikiah",JR-3,LSU,23.23,LSU Battle on the Bayou,2017-04-08,0.4,200,W
67,"Pettigrew, Cameron",SR-4,USC,23.24,Pac-12 Championships,2017-05-13,0.2,200,W
67,"Francis, Chelsea",FR-1,SMU,23.24,The American Outdoor Track & Field Championships,2017-05-12,2.8,200,W
69,"Hitchcock, Precious",SR-4,Kentucky,23.25,SEC Outdoor Track & Field Championships,2017-05-11,1.5,200,W
70,"Lambert, Lexis",SR-4,Cal St. Northridge,23.27,Texas Invitational,2017-04-14,3.5,200,W
71,"Smith, Rebekah",FR-1,Clemson,23.28,ACC Outdoor Track & Field Championships,2017-05-12,0.5,200,W
72,"Baylark, Jada",FR-1,Arkansas,23.29,Arkansas Twilight,2017-05-05,0.1,200,W
73,"Veale, Marie",SR-4,Cal St. Northridge,23.30,Fresno State Invitational,2017-04-29,2.1,200,W
73,"Obeng-Akrofi, Akua",JR-3,Columbia,23.30,Ivy League Outdoor Track & Field Championships,2017-05-06,2.6,200,W
75,"Chavez, Cera",FR-1,Memphis,23.31,The American Outdoor Track & Field Championships,2017-05-12,2.8,200,W
75,"Ellis, Brittny",SO-2,Miami,23.31,ACC Outdoor Track & Field Championships,2017-05-12,1.2,200,W
77,"Dyer, Lenysse",SO-2,Tennessee,23.32,SEC Outdoor Track & Field Championships,2017-05-11,1.1,200,W
77,"Valentine, Khadijah",JR-3,Western Kentucky,23.32@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,W
77,"McClendon, Ebony",SO-2,Wisconsin,23.32,Jim Click Shootout,2017-04-08,3.2,200,W
80,"Mainoo, Juanita",JR-3,Baylor,23.35,Big 12 Outdoor Track & Field Championships,2017-05-12,3.3,200,W
81,"Saunders, Bria",JR-3,Rutgers,23.36,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
82,"Johnson, Tiffani",SO-2,Texas Tech,23.37@,Texas Tech Masked Rider Open,2017-05-06,3.3,200,W
83,"Knott, Kristina",JR-3,Miami,23.39,UF Tom Jones Memorial,2017-04-28,0.4,200,W
84,"Grant, Raven",SO-2,Louisville,23.40,2017 Louisville Invitational,2017-04-14,2.3,200,W
84,"Buchanan, Leya",JR-3,Oklahoma,23.40,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,W
86,"Camacho-Quinn, Jasmine",SO-2,Kentucky,23.41,Florida Relays,2017-03-30,1.6,200,W
87,"Nave, Imani",FR-1,Stephen F. Austin,23.42,Texas State Bobcat Classic,2017-04-28,2.2,200,W
88,"Martin, SheKara",SR-4,UCF,23.44,UF Tom Jones Memorial,2017-04-28,0.4,200,W
89,"Brown, Marika",JR-3,Texas Tech,23.46,Big 12 Outdoor Track & Field Championships,2017-05-12,3.3,200,W
89,"Emeodi, Judy",SR-4,TCU,23.46,Jim Click Shootout,2017-04-08,3.2,200,W
89,"Iuel, Amalie",SR-4,USC,23.46,Trojan Invitational,2017-03-17,1.0,200,W
89,"Albury, Keianna",SO-2,Penn State,23.46,Big Ten Outdoor Championships,2017-05-12,2.7,200,W
89,"Davis, Aliyah",SR-4,Stephen F. Austin,23.46,Texas State Bobcat Classic,2017-04-28,2.2,200,W
94,"Westbrook, Ky",SO-2,USC,23.49,Trojan Invitational,2017-03-17,1.5,200,W
95,"Harper, Daina",SR-4,Arkansas,23.50,Arkansas Twilight,2017-05-05,0.1,200,W
96,"Ray, Shannon",JR-3,Ole Miss,23.51,Ole Miss/ Joe Walker Invitational,2017-03-24,0.4,200,W
96,"Austin, Drea",JR-3,UNLV,23.51@,Mountain West Outdoor Track & Field Championships,2017-05-10,-1.0,200,W
98,"Jones, Adrian",SR-4,Cornell,23.52,Ivy League Outdoor Track & Field Championships,2017-05-06,2.6,200,W
99,"Robinson, Torie",JR-3,Clemson,23.53,ACC Outdoor Track & Field Championships,2017-05-12,0.3,200,W
99,"Atkins, Kyra",SO-2,East Tenn. St.,23.53,Southern Conference Outdoor Championships 2017,2017-05-11,2.8,200,W
1,"White, Kayla",SR-4,N. Carolina A&T,22.52,MEAC Outdoor Track & Field Championships,2019-05-02,-1.0,200,W
2,"Battle, Anavia",SO-2,Ohio State,22.54,Florida Relays,2019-03-28,-1.2,200,W
3,"Richardson, Sha'Carri",FR-1,LSU,22.57,SEC Outdoor Track & Field Championships,2019-05-09,1.8,200,W
4,"Steiner, Abby",FR-1,Kentucky,22.59,SEC Outdoor Track & Field Championships,2019-05-09,1.8,200,W
5,"Sturgis , Cambrea",FR-1,N. Carolina A&T,22.62,MEAC Outdoor Track & Field Championships,2019-05-02,-1.0,200,W
6,"Brown, Janeek",SO-2,Arkansas,22.67,National Relay Championships,2019-04-26,1.4,200,W
7,"Flannel, Kynnedy",FR-1,Texas,22.71,Big 12 Outdoor Track and Field Championships,2019-05-10,1.2,200,W
7,"Annelus, Anglerne",JR-3,USC,22.71,2019 Pac-12 Track & Field Championships,2019-05-04,0.1,200,W
7,"Daniels, Teahna",SR-4,Texas,22.71,Big 12 Outdoor Track and Field Championships,2019-05-10,1.2,200,W
10,"White, Danyel",JR-3,Texas A&M,22.77,Texas A&M Alumni Muster,2019-04-27,3.4,200,W
11,"Prieto, Mauricia",JR-3,Alabama,22.86,Florida Relays,2019-03-28,3.9,200,W
12,"Gray, Kianna",SR-4,Kentucky,22.87,Tennessee Relays,2019-04-11,2.2,200,W
13,"Campbell, Kethlin",SO-2,Arkansas,22.9,National Relay Championships,2019-04-26,1.4,200,W
13,"Alfred, Julien",FR-1,Texas,22.9,Big 12 Outdoor Track and Field Championships,2019-05-10,1.2,200,W
15,"Thomas, Lanae-Tava",FR-1,USC,22.91,2019 Pac-12 Track & Field Championships,2019-05-04,0.1,200,W
16,"Thompson, Brenessa",SR-4,Texas A&M,22.94,SEC Outdoor Track & Field Championships,2019-05-09,3.6,200,W
17,"Terry, Twanisha",SO-2,USC,22.95,USC vs UCLA,2019-04-27,0.4,200,W
17,"Lampkin, Daija",SO-2,Alabama,22.95,Crimson Tide Invitational,2019-04-11,1.7,200,W
17,"Hackney , Charminiqu",JR-3,Alabama State,22.95,Gamecock Invitational Outdoor,2019-04-13,1.7,200,W
20,"Seymour, Ka'Tia",SO-2,Florida State,22.96,ACC Championships,2019-05-09,1.9,200,W
21,"Roberts, Kaelin",SO-2,USC,22.97,Miami Power 5 Trailblazer Challenge,2019-03-23,-0.4,200,W
22,"Madubuike, Julia",SO-2,Texas A&M,22.98,2019 Baldy Castillo Invitational,2019-03-15,2.7,200,W
23,"Clark, Tamara",SO-2,Alabama,22.99,Crimson Tide Invitational,2019-04-11,1.7,200,W
24,"Anokye, Josephine",JR-3,Arizona State,23.0,2019 Desert Heat Classic,2019-04-27,0.9,200,W
24,"Owens, Jarra",SR-4,Texas A&M,23.0,Roadrunner Invitational,2019-03-21,2.6,200,W
26,"Davis , Stephanie",SO-2,South Carolina,23.01,Gamecock Invitational Outdoor,2019-04-13,1.7,200,W
27,"Ivy, Amber",JR-3,Texas A&M,23.04,Texas A&M Alumni Muster,2019-04-27,3.7,200,W
28,"Francis, Chelsea",JR-3,SMU,23.06,The American Outdoor Track & Field Championships,2019-05-10,1.3,200,W
29,"Chadwick, Payton",SR-4,Arkansas,23.08,SEC Outdoor Track & Field Championships,2019-05-09,1.8,200,W
30,"Toombs, Savyon",SO-2,Jacksonville,23.11,UF Tom Jones Memorial,2019-04-26,1.2,200,W
30,"Burch, Cayla",FR-1,Stephen F. Austin,23.11,Roadrunner Invitational,2019-03-21,2.6,200,W
32,"Bedingfield, Shilah",SO-2,Sacramento St.,23.12,Bryan Clay Invitational,2019-04-17,2.7,200,W
32,"Abbott, Chloe",JR-3,Kentucky,23.12,Tennessee Relays,2019-04-11,2.2,200,W
34,"Ozoude, Jessica",SO-2,Colorado St.,23.13,Mountain West Outdoor Track & Field Championship,2019-05-08,0.9,200,W
35,"Debose-Epps , Kamaya",FR-1,N. Carolina A&T,23.14,MEAC Outdoor Track & Field Championships,2019-05-02,-1.0,200,W
35,"Hardy, Tramesha",SR-4,Texas State,23.14,Sun Belt Outdoor Track and Field Championships,2019-05-10,-0.4,200,W
35,"McKenzie, Ranae",SR-4,Kansas State,23.14,National Relay Championships,2019-04-26,0.5,200,W
38,"Chandler, Caisja",FR-1,Cincinnati,23.15,The American Outdoor Track & Field Championships,2019-05-10,1.3,200,W
39,"Jackson, Hannah",JR-3,Rice,23.16,Conference USA Outdoor Championships,2019-05-09,-0.7,200,W
40,"Guillory, Briana",SR-4,Iowa,23.18,Big Ten Championships,2019-05-10,0.3,200,W
41,"Branch, Bri'Anna",SR-4,Southern Illinois,23.19,Texas State Bobcat Invitational,2019-03-28,2.8,200,W
42,"Odiong, Edidiong",SO-2,Mid. Tenn. State,23.2,Conference USA Outdoor Championships,2019-05-09,-0.7,200,W
42,"Jonathas, Wadeline",JR-3,South Carolina,23.2,Buccaneer Invitational,2019-03-23,0.3,200,W
44,"Eckford, Jayda",FR-1,Ole Miss,23.24,LSU Invitational,2019-04-27,-0.1,200,W
45,"Smith, Caitland",SR-4,Arkansas State,23.25,Sun Belt Outdoor Track and Field Championships,2019-05-10,-0.4,200,W
45,"Spaulding, Diamond",SR-4,Texas A&M,23.25,Texas A&M Alumni Muster,2019-04-27,3.4,200,W
