,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
55,"White, Chip",JR-3,Air Force,51.68@,Mountain West Outdoor Track & Field Championships,2017-05-10,400H,M
56,"Manley, Diquis",SR-4,Indiana,51.69,Big Ten Outdoor Championships,2017-05-12,400H,M
57,"Woods, Julian",SR-4,Mount St. Mary's,51.72,Penn Relays,2017-04-27,400H,M
58,"Ellis-Foster, Morgan",SO-2,Savannah State,51.76,Weems Baskin Invitational,2017-03-24,400H,M
58,"Artner, Kodie",SR-4,Colorado,51.76@,Air Force Twilight Open,2017-05-05,400H,M
58,"Brown, McKinley",FR-1,Miami,51.76,Florida Relays,2017-03-30,400H,M
61,"Franklin, Adam",SO-2,Rhode Island,51.77,NEICAAA Outdoor Track & Field Championships,2017-05-12,400H,M
62,"Davis, Ryan",SR-4,Liberty,51.80,Big South Outdoor Track & Field Championships,2017-05-10,400H,M
63,"Henry, Stephon",JR-3,Connecticut,51.82,The American Outdoor Track & Field Championships,2017-05-12,400H,M
64,"Musgrove, Antwuan",SO-2,Baylor,51.83,2017 TCU Invitational,2017-03-17,400H,M
65,"Banks, Jaylen",FR-1,Norfolk State,51.85,MEAC Outdoor Championships,2017-05-04,400H,M
66,"Bermea, Randolph",SR-4,UTSA,51.87@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,400H,M
66,"Jones, Derek",SR-4,Iowa State,51.87,2017 Nebraska Invitational,2017-05-06,400H,M
68,"Courbis, Diego",SO-2,Cal St. Fullerton,51.92,Fresno State Invitational,2017-04-29,400H,M
69,"Stanley, Terrill",JR-3,Coastal Carolina,51.93,Sun Belt Outdoor Track and Field Championships,2017-05-12,400H,M
69,"Macharia, Kirema",SO-2,Texas,51.93,Big 12 Outdoor Track & Field Championships,2017-05-12,400H,M
71,"Richmond, Caleb",SO-2,Texas Tech,51.96,UTSA Invitational,2017-03-17,400H,M
71,"Newman, Wayne",JR-3,Lipscomb,51.96,ASUN Outdoor Track & Field Championships,2017-05-12,400H,M
73,"Harden, Collin",FR-1,Youngstown St.,51.98,George Mason Spring Invitational,2017-04-08,400H,M
73,"Baxter, Mack",SO-2,Idaho,51.98,Oregon State University High Performance,2017-04-28,400H,M
75,"Moore, Garrett",SO-2,UT-Arlington,51.99,John Jacobs Invitational,2017-04-21,400H,M
76,"Poe, Isaac",JR-3,Wichita State,52.00,2017 MVC Outdoor Track and Field Championships,2017-05-12,400H,M
77,"Cachon, Brandon",FR-1,North Carolina,52.02,ACC Outdoor Track & Field Championships,2017-05-12,400H,M
78,"Davis, Stanley",JR-3,Hampton,52.05,Duke Invitational,2017-04-21,400H,M
78,"Leeper, Greg",SR-4,Princeton,52.05,Ivy League Outdoor Track & Field Championships,2017-05-06,400H,M
80,"Green, Chris",JR-3,Texas State,52.07,Sun Belt Outdoor Track and Field Championships,2017-05-12,400H,M
81,"Holder, Kyle",SR-4,Rutgers,52.11,Georgia Tech Invitational,2017-04-21,400H,M
82,"Veteto, Justin",JR-3,Purdue,52.15,2017 Louisville Invitational,2017-04-14,400H,M
83,"Clarke, Raymund",SO-2,Houston,52.16,2017 90th Clyde Littlefield Texas Relays,2017-03-29,400H,M
84,"Ramsey, Rashad",SR-4,Norfolk State,52.18,MEAC Outdoor Championships,2017-05-04,400H,M
85,"Washington, David",SR-4,Michigan State,52.19,Big Ten Outdoor Championships,2017-05-12,400H,M
86,"Jackson, TeQuille",SR-4,N. Carolina A&T,52.20,MEAC Outdoor Championships,2017-05-04,400H,M
86,"Williams , Tre",FR-1,Alabama A&M,52.20,SWAC Outdoor Championship,2017-05-05,400H,M
88,"Czellecz, Joey",SO-2,Weber State,52.22,2017 Triton Invitational,2017-04-21,400H,M
88,"Atavwigho, Chigozie",SO-2,Campbell,52.22,Big South Outdoor Track & Field Championships,2017-05-10,400H,M
90,"Mudada, Mustafa",SR-4,New Mexico,52.23@,Mountain West Outdoor Track & Field Championships,2017-05-10,400H,M
91,"Wilson, Alex",SR-4,Kansas,52.25,KSU Ward Haylett Invite,2017-05-06,400H,M
92,"Cody, Jamal",SO-2,UMBC,52.27,Penn Relays,2017-04-27,400H,M
92,"Bowman, Charles",SO-2,Virginia,52.27,ACC Outdoor Track & Field Championships,2017-05-12,400H,M
94,"Douglas, Bryce",FR-1,Oklahoma,52.28,Big 12 Outdoor Track & Field Championships,2017-05-12,400H,M
94,"Corprew, Caleb",JR-3,Belmont,52.28,OVC Outdoor Track & Field Championship,2017-05-11,400H,M
96,"Lewis, Zachary",SR-4,UC Riverside,52.29,Highlander Challenge,2017-04-22,400H,M
97,"Minosky, Vinnie",SR-4,Miami (Ohio),52.30,Mid-American Outdoor Track & Field Championships,2017-05-11,400H,M
98,"Seged, Maor",SO-2,Western Kentucky,52.33,Florida Relays,2017-03-30,400H,M
99,"Chohan, Paramveer",FR-1,California,52.35,Brutus Hamilton Challenge,2017-04-28,400H,M
100,"Jennings, Dee",SO-2,Coastal Carolina,52.36,UF Tom Jones Memorial,2017-04-28,400H,M
1,"Samuel, Cameron",SO-2,USC,49.09,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
2,"Grimes, Norman",SO-2,Texas Tech,49.11,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
3,"Tucker, Infinite",JR-3,Texas A&M,49.38,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
4,"Grant, Robert",SR-4,Texas A&M,49.47,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
5,"Izu, Ilolo",SR-4,Texas A&M,49.68,Texas A&M Alumni Muster,2019-04-27,400H,M
6,"Lattin, Amere",SR-4,Houston,49.79,The American Outdoor Track & Field Championships,2019-05-10,400H,M
7,"Chohan, Paramveer",JR-3,California,49.80,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
8,"Smith, James",FR-1,Arizona,49.93,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
9,"Harvey, Jonathan",JR-3,Oregon,50.05,2019 Desert Heat Classic,2019-04-27,400H,M
10,"Tatham, Rasheed",SR-4,Miss State,50.13,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
11,"Hall, Quincy",JR-3,South Carolina,50.23,125th Penn Relays,2019-04-25,400H,M
12,"Jordan, Quivell",SO-2,Houston,50.25,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,400H,M
13,"Douglas, Chris",SR-4,Iowa,50.32,Big Ten Championships,2019-05-10,400H,M
13,"Green, Miles",FR-1,Virginia Tech,50.32,ACC Championships,2019-05-09,400H,M
15,"Poole, Cory",SO-2,Florida,50.35,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
16,"Elliott, Cass",FR-1,Washington,50.38,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
17,"Caldwell , Travean",JR-3,Arkansas,50.40,Michael Johnson Invitational,2019-04-19,400H,M
18,"McLaughlin, Taylor",SR-4,Michigan,50.42,Big Ten Championships,2019-05-10,400H,M
19,"Banks, Jaylen",JR-3,Norfolk State,50.43,MEAC Outdoor Track & Field Championships,2019-05-02,400H,M
20,"Baldridge, Jayson",SO-2,Baylor,50.46,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
21,"Boyd, Christian",SR-4,LSU,50.49,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
22,"Fogltanz, Eric",JR-3,Iowa State,50.51,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
23,"Burns, Thomas",FR-1,Miami (Fla.),50.62,Florida Relays,2019-03-28,400H,M
24,"Thomas, DeWitt",JR-3,Texas A&M,50.65,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,400H,M
25,"Johnson, Cody",JR-3,Kansas,50.73,National Relay Championships,2019-04-26,400H,M
26,"Lindo , Akeem",FR-1,N. Carolina A&T,50.76,MEAC Outdoor Track & Field Championships,2019-05-02,400H,M
27,"Williams, Jaelen",JR-3,Hampton,50.80,Big South Outdoor Track and Field Championships,2019-05-08,400H,M
28,"Smith, Shakeem",JR-3,UTEP,50.86,Conference USA Outdoor Championships,2019-05-09,400H,M
29,"Sincukovs, Maksims",SO-2,Arizona,50.87,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
30,"Corley, Austin",SR-4,Wichita State,50.90,Kansas Relays,2019-04-17,400H,M
31,"Ellis-Foster, Morgan",SR-4,Savannah State,50.95,MEAC Outdoor Track & Field Championships,2019-05-02,400H,M
32,"Moore, Martice",SR-4,Louisville,50.96,ACC Championships,2019-05-09,400H,M
33,"Bonham, Chase",JR-3,N. Carolina A&T,50.97,MEAC Outdoor Track & Field Championships,2019-05-02,400H,M
34,"Brown, McKinly",JR-3,Miami (Fla.),51.00,ACC Championships,2019-05-09,400H,M
35,"Harden, Collin",JR-3,Youngstown St.,51.01,Horizon League Outdoor Track & Field Championships,2019-05-03,400H,M
36,"Villaman, Denzel",JR-3,Florida,51.03,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
37,"Montgomery IV, Blanchard",FR-1,Purdue,51.07,Louisville Invitational,2019-04-12,400H,M
38,"Seged, Maor",SR-4,Western Kentucky,51.11,Conference USA Outdoor Championships,2019-05-09,400H,M
39,"Hilson, Nick",JR-3,Arkansas,51.22,National Relay Championships,2019-04-26,400H,M
40,"Brockman, III, Charles",SO-2,Miss State,51.23,Al Schmidt Bulldog Relays Invite,2019-03-22,400H,M
41,"Amarteifio, Roland",JR-3,Michigan,51.27,Big Ten Championships,2019-05-10,400H,M
42,"Grant, Christapherson",SR-4,Washington St.,51.29,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
43,"Foster, Jasher",JR-3,California,51.31,Mt. SAC Relays,2019-04-18,400H,M
44,"Jones, Andre",JR-3,Utah Valley,51.32@,2019 BYU Robison Invitational,2019-04-25,400H,M
44,"Hurd, Cameron",JR-3,Navy,51.32,Patriot League Outdoor Track & Field Championships,2019-05-03,400H,M
44,"Pirog, Andrew",JR-3,UTSA,51.32,Conference USA Outdoor Championships,2019-05-09,400H,M
47,"Williams, Quinn",SO-2,UC Riverside,51.34,Big West Outdoor Track & Field Championships,2019-05-10,400H,M
48,"Dow , Raymonte",FR-1,Iowa,51.35,Big Ten Championships,2019-05-10,400H,M
49,"Walker, Noah",JR-3,South Carolina,51.36,Florida Relays,2019-03-28,400H,M
50,"Weh, Mason",JR-3,Iowa State,51.37,Drake Relays presented by Hy-Vee,2019-04-24,400H,M
51,"Schneider, Drake",SO-2,Montana State,51.38@,Big Sky Outdoor Track & Field Championships,2019-05-08,400H,M
52,"Montgomery, Devon",SR-4,Southern Utah,51.39@,Big Sky Outdoor Track & Field Championships,2019-05-08,400H,M
53,"McCoy, Aaron",SO-2,Colorado,51.43@,Jack Christiansen Invitational,2019-04-26,400H,M
53,"Foster, Azariah",SR-4,Jackson State,51.43,2019 SWAC Outdoor T&F Championships,2019-05-03,400H,M
55,"Leacock, Rivaldo",SO-2,South Carolina,51.45,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
55,"McAlpin, Rasheed",SR-4,Arkansas-Pine Bluff,51.45,2019 SWAC Outdoor T&F Championships,2019-05-03,400H,M
57,"Larrison, Noah",SR-4,Iowa,51.49,Florida Relays,2019-03-28,400H,M
58,"Yardley, Colten",SO-2,BYU,51.50@,2019 BYU Robison Invitational,2019-04-25,400H,M
58,"Graves, Elliott",JR-3,Appalachian State,51.50,Sun Belt Outdoor Track and Field Championships,2019-05-10,400H,M
60,"Levantinos, Dimitris",SR-4,UT-Rio Grande Valley,51.58@,WAC Outdoor Track and Field Championships,2019-05-09,400H,M
61,"Waller, Emmanuel",FR-1,VCU,51.63,Atlantic 10 Outdoor Track & Field Championships,2019-05-04,400H,M
62,"Levingston, Isaiah",SO-2,Oklahoma,51.64,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
63,"Wilson, Matt",FR-1,Pittsburgh,51.67,Raleigh Relays,2019-03-29,400H,M
64,"Schooler, Crockett",FR-1,Pittsburgh,51.70,ACC Championships,2019-05-09,400H,M
65,"Young, Justin",FR-1,Army West Point,51.71,2019 Larry Ellis Invitational,2019-04-20,400H,M
65,"Easter, Anthony",FR-1,UC Davis,51.71,USC Trojan Invite,2019-03-15,400H,M
67,"Hennesay, Blake",FR-1,TCU,51.74,National Relay Championships,2019-04-26,400H,M
68,"Newsome, Calahan",SO-2,Oklahoma State,51.75,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
69,"Thompson, Clayton",SO-2,Navy,51.81,Army vs. Navy Outdoor Star Meet,2019-04-06,400H,M
69,"Hart, Tyler",JR-3,Texas A&M,51.81,Michael Johnson Invitational,2019-04-19,400H,M
71,"Saunders, Tanner",SR-4,USC Upstate,51.82,Big South Outdoor Track and Field Championships,2019-05-08,400H,M
72,"Coleman, Daquan",SO-2,Troy,51.83,Sun Belt Outdoor Track and Field Championships,2019-05-10,400H,M
73,"Musgrove, Antwuan",SR-4,Baylor,51.86,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,M
74,"Dunning, Robert",JR-3,Alabama,51.90,SEC Outdoor Track & Field Championships,2019-05-09,400H,M
75,"Frye, Max",FR-1,Dartmouth,51.92,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,M
75,"Lego, Charles",SO-2,Harvard,51.92,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,M
77,"Adams, David",JR-3,Northeastern,51.94,CAA Outdoor Track and Field Championships,2019-05-03,400H,M
77,"Coleman, Gerald",JR-3,SE Louisiana,51.94,2019 Southeastern Louisiana Strawberry Relays,2019-03-02,400H,M
79,"Kelly, Charles",SO-2,Cal St. Fullerton,51.95,Big West Outdoor Track & Field Championships,2019-05-10,400H,M
80,"DiVenere, Vince",SO-2,Loyola (Ill.),51.96,MVC Championship,2019-05-10,400H,M
81,"Johnson, Terry",JR-3,Ohio State,51.97,Big Ten Championships,2019-05-10,400H,M
81,"Gaeta, Gabriel",SR-4,CSU Bakersfield,51.97@,WAC Outdoor Track and Field Championships,2019-05-09,400H,M
83,"Tatum, Malcum",JR-3,Miss State,51.98,Al Schmidt Bulldog Relays Invite,2019-03-22,400H,M
84,"McKinney, Kyle",SR-4,Ohio State,52.00,Jesse Owens Classic - The Ohio State University,2019-04-26,400H,M
85,"Lucas, Isaiah",SO-2,Texas,52.01,National Relay Championships,2019-04-26,400H,M
86,"Sanders, Mykele Young",SR-4,Texas Southern,52.02,2019 SWAC Outdoor T&F Championships,2019-05-03,400H,M
86,"Green, Earl",JR-3,UNCW,52.02,CAA Outdoor Track and Field Championships,2019-05-03,400H,M
88,"Ellis, Isaiah",SO-2,Wofford,52.04,2019 Mount Olive Final Qualifier,2019-05-12,400H,M
89,"Franklin, Adam",SR-4,Rhode Island,52.06,New England Outdoor Championship - NEICAAA,2019-05-10,400H,M
90,"Barnes, Germain",FR-1,Colorado St.,52.07@,Jack Christiansen Invitational,2019-04-26,400H,M
91,"Hatch, Robert",FR-1,Wisconsin,52.08,Big Ten Championships,2019-05-10,400H,M
91,"Green, Noah",FR-1,USC,52.08,2019 Pac-12 Track & Field Championships,2019-05-04,400H,M
93,"Burton, Noah",JR-3,Michigan State,52.10,Big Ten Championships,2019-05-10,400H,M
94,"Courbis, Diego",SR-4,Cal St. Fullerton,52.11,Big West Outdoor Track & Field Championships,2019-05-10,400H,M
94,"Gibson, Garrett",FR-1,Houston Baptist,52.11,Southland Conference Outdoor Track and Field Championship,2019-05-03,400H,M
96,"Felix, Brandy",JR-3,N. Carolina A&T,52.15,MEAC Outdoor Track & Field Championships,2019-05-02,400H,M
97,"Ortega, Alex",SR-4,New Jersey Institute,52.16,ASUN Outdoor Track & Field Championships,2019-05-10,400H,M
98,"Dundun , Ryan",JR-3,Wisconsin,52.19,Big Ten Championships,2019-05-10,400H,M
99,"Visser, Henry",SO-2,Tulsa,52.20,Drake Relays presented by Hy-Vee,2019-04-24,400H,M
99,"Serrano, Jesus",JR-3,BYU,52.20,2019 Oxy Invitational (College/University),2019-05-11,400H,M
1,"Stigler, Michael",JR-3,Kansas,49.35,Kansas Relays,2014-04-16,400H,M
2,"Hayes, Keyunta",JR-3,UTSA,49.59,Florida Relays,2014-04-03,400H,M
3,"Ukaoma, Miles",SR-4,Nebraska,49.70,Big Ten Outdoor Track & Field Championships,2014-05-16,400H,M
4,"Brown, Trevor",SR-4,Colorado St.,49.85@,Cowpoke Open,2014-05-03,400H,M
5,"Coleman, Gregory",JR-3,Texas A&M,49.88,SEC Outdoor Championship,2014-05-15,400H,M
6,"Viney, Cam",SO-2,Illinois,50.09,2014 Drake Relays presented by Hy-Vee,2014-04-23,400H,M
6,"Holmes, Timothy",FR-1,Baylor,50.09@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,M
8,"Alowonle, Rilwan",SO-2,North Carolina,50.23,ACC Outdoor Track & Field Championships,2014-04-17,400H,M
9,"Branch, Drew",JR-3,Georgia,50.41,SEC Outdoor Championship,2014-05-15,400H,M
10,"Martinez, Fernando",SO-2,Boise State,50.44,Idaho-Utah Border Clash,2014-05-02,400H,M
11,"Peart, Andre'",SR-4,Purdue,50.54,Kentucky Relays (College Division),2014-04-19,400H,M
12,"Newtoff , Ryan",SR-4,Northern Iowa,50.58,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,M
13,"Smith, Joshua",SR-4,UTSA,50.64,Conference USA Outdoor Track & Field Championships,2014-05-15,400H,M
14,"Lipsey, Javonte",SO-2,North Carolina,50.65,ACC Outdoor Track & Field Championships,2014-04-17,400H,M
15,"Hearn, Scottie",SO-2,Miss State,50.66,SEC Outdoor Championship,2014-05-15,400H,M
16,"Koroknai, Tibor",SR-4,Nebraska,50.67,Nebraska Quad,2014-04-12,400H,M
17,"Robinson, Byron",FR-1,Penn State,50.75,Crimson Tide Invitational,2014-04-05,400H,M
18,"Taylor, Josh",JR-3,Stephen F. Austin,50.77,Southland Conference Track & Field Championship,2014-05-09,400H,M
19,"Tuttle, Max",SR-4,Indiana State,50.80,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,M
20,"Johnson, Dijan",SR-4,Texas-Pan American,50.85@,Western Athletic Conference Outdoor Championships,2014-05-14,400H,M
21,"Bermea, Randy",SO-2,California,50.86,Brutus Hamilton Challenge,2014-04-26,400H,M
22,"Blackwood, Jodi-Rae",SR-4,Nebraska,50.87,Musco Invitational,2014-05-03,400H,M
23,"Lewis, Charles",JR-3,New Mexico,50.89,Brutus Hamilton Challenge,2014-04-26,400H,M
24,"Davis, Javon",JR-3,Miss State,50.90,SEC Outdoor Championship,2014-05-15,400H,M
25,"Smith, Korey",SO-2,BYU,50.96@,2014 BYU Cougar Invitational,2014-05-01,400H,M
25,"Collier, Jermaine",SO-2,South Carolina,50.96,Florida Relays,2014-04-03,400H,M
27,"Kanervo, Jussi",FR-1,South Carolina,51.02,Florida Relays,2014-04-03,400H,M
28,"Koroknai, Mate",SO-2,Nebraska,51.07,2014 Arizona State Invitational,2014-03-28,400H,M
28,"Downing, Quincy",JR-3,LSU,51.07,LSU Alumni Gold,2014-04-19,400H,M
30,"Dunlap, Miles",JR-3,Kent State,51.11,Akron Campbell Wright Open,2014-05-09,400H,M
31,"Jones, Derek",FR-1,Iowa State,51.13@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,M
32,"Allen, CJ",FR-1,Washington St.,51.14,Pac-12 Outdoor Track and Field Championships,2014-05-17,400H,M
33,"Pille, Sean",SO-2,Nebraska,51.15,Nebraska Invitational,2014-05-10,400H,M
34,"Bethea, Barry",SR-4,South Carolina St.,51.16,MEAC Outdoor Track & Field Championships,2014-05-01,400H,M
35,"Smith, JW",FR-1,Texas Tech,51.19@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,M
35,"Allen, Devon",FR-1,Oregon,51.19,Pac-12 Outdoor Track and Field Championships,2014-05-17,400H,M
37,"Jackson, Jonathan",JR-3,Indiana State,51.20,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,M
38,"Thomas, Jaron",FR-1,Colorado,51.24,Pac-12 Outdoor Track and Field Championships,2014-05-17,400H,M
39,"Scott, Parker",SR-4,Central Michigan,51.25,Mid-American Outdoor Track & Field Championships,2014-05-15,400H,M
40,"Kendziera, David",FR-1,Illinois,51.27,Musco Invitational,2014-05-03,400H,M
41,"Shelvin, Jurmarcus",SO-2,UTSA,51.29,Conference USA Outdoor Track & Field Championships,2014-05-15,400H,M
42,"Pretorius, Constant",FR-1,New Orleans,51.30,Southland Conference Track & Field Championship,2014-05-09,400H,M
43,"Minkah, Kenneth",JR-3,Texas A&M,51.32,SEC Outdoor Championship,2014-05-15,400H,M
44,"Muhammad, Yusuf",SR-4,Louisiana Tech,51.34,LSU Alumni Gold,2014-04-19,400H,M
45,"Extol, Dwayne",SR-4,Texas Tech,51.37@,TTU Red Raider Open,2014-05-03,400H,M
45,"Koger, Michael",JR-3,UC Riverside,51.37,adidas/Steve Scott Invit. (college),2014-05-02,400H,M
47,"Little, Sam",SO-2,Colorado St.,51.43@,Mountain West Outdoor Track & Field Championships,2014-05-14,400H,M
48,"Carlson, Mark",SO-2,BYU,51.46@,2014 BYU Robison Invitational,2014-04-23,400H,M
48,"Hilliard, James",SO-2,Texas State,51.46,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,400H,M
50,"Camacho, Roberto",JR-3,UTEP,51.48@,Tailwind Open,2014-05-02,400H,M
51,"Owens, Drew",JR-3,Montana,51.49@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,400H,M
51,"Hairston, Max",SO-2,Cornell,51.49,Ivy League Outdoor Track & Field Championships,2014-05-10,400H,M
53,"Palmer, Desmond",FR-1,Pittsburgh,51.50,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,M
54,"Rispress, Jordan",SR-4,Ohio State,51.51,Jesse Owens Track Classic,2014-04-18,400H,M
54,"Duvall, Jonathan",FR-1,Wichita State,51.51,Ward Haylett Invitational,2014-05-03,400H,M
56,"Petit-Homme, Mica-Jonathan",SO-2,LIU Brooklyn,51.53,Florida Relays,2014-04-03,400H,M
57,"Moran, Karl",SR-4,UC Davis,51.55,Big West Outdoor Track and Field Championship,2014-05-16,400H,M
58,"Buchanon, Jarrod",SR-4,Notre Dame,51.59,ACC Outdoor Track & Field Championships,2014-04-17,400H,M
58,"Shakir, Lemaar",JR-3,Savannah State,51.59,MEAC Outdoor Track & Field Championships,2014-05-01,400H,M
60,"Woods, Julian",FR-1,Mount St. Mary's,51.60,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,M
61,"Arsenault, Calvin",JR-3,Louisville,51.63,The American Outdoor Track & Field Championships,2014-05-02,400H,M
61,"Brudnick, Josh",SR-4,Texas,51.63,Longhorn Invitational,2014-05-03,400H,M
63,"Porteous, John",JR-3,New Jersey Institute,51.67,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,M
64,"Shaw, Arqeil",JR-3,Indiana State,51.69,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,M
65,"Sprague, Kyler",FR-1,Utah Valley,51.70@,Western Athletic Conference Outdoor Championships,2014-05-14,400H,M
65,"Asberry, Kai",SO-2,Drake,51.70,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,M
67,"Sicard, Lloyd",FR-1,UC Irvine,51.71,adidas/Steve Scott Invit. (college),2014-05-02,400H,M
68,"Schmidt, Jordan",JR-3,Wis.-Milwaukee,51.75,Horizon League Outdoor Track & Field Championships,2014-05-02,400H,M
69,"Hilderbrand, Mark",JR-3,Nebraska,51.76,Nebraska Invitational,2014-05-10,400H,M
70,"Marks, LeSean",SO-2,Grand Canyon,51.78@,Western Athletic Conference Outdoor Championships,2014-05-14,400H,M
70,"Mallett, Aaron",FR-1,Iowa,51.78,Musco Invitational,2014-05-03,400H,M
72,"McLeod, Omar",FR-1,Arkansas,51.79,Mt. SAC Relays,2014-04-17,400H,M
73,"Empty, George",SR-4,George Mason,51.82,Michael Johnson/Dr. Pepper Classic,2014-04-19,400H,M
74,"Schleis, Dexter",SR-4,Wis.-Milwaukee,51.83,Horizon League Outdoor Track & Field Championships,2014-05-02,400H,M
75,"Pugh, Dennis",JR-3,Florida A&M,51.87,MEAC Outdoor Track & Field Championships,2014-05-01,400H,M
76,"Smith, Roy",JR-3,North Carolina,51.90,ACC Outdoor Track & Field Championships,2014-04-17,400H,M
77,"Fountain, Rashawn",FR-1,Minnesota,51.92,Big Ten Outdoor Track & Field Championships,2014-05-16,400H,M
78,"Love, Cody",JR-3,UNC-Wilmington,51.95,Bill Carson Invitational,2014-04-11,400H,M
79,"Weems, Sean",SO-2,Akron,51.99,Mid-American Outdoor Track & Field Championships,2014-05-15,400H,M
80,"Obeng-Agyapong, Jeremiah",SO-2,Albany,52.02,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,M
81,"Peterson, Chase",FR-1,USC,52.04,UCLA vs USC,2014-05-04,400H,M
82,"Wagner, Edward",SO-2,Dartmouth,52.07,Penn Relays,2014-04-24,400H,M
83,"Donald, Larry",FR-1,Arkansas,52.08,SEC Outdoor Championship,2014-05-15,400H,M
84,"Aird, Gabriel",SO-2,Florida,52.11,SEC Outdoor Championship,2014-05-15,400H,M
85,"Viverette, Matthew",SR-4,Sam Houston St.,52.12,Jim Mize Invitational,2014-03-22,400H,M
85,"Maylor, Orwell",FR-1,Maryland-Eastern Shore,52.12,MEAC Outdoor Track & Field Championships,2014-05-01,400H,M
87,"Coburn, Skyler",JR-3,Miami (Ohio),52.15,Kentucky Relays (College Division),2014-04-19,400H,M
88,"Mangojeane, Kamohelo",SO-2,Western Kentucky,52.16,Rhodes Open,2014-03-15,400H,M
89,"Faison, Abraham",JR-3,Western Carolina,52.18,Southern Conference Outdoor Track & Field Championships,2014-04-26,400H,M
89,"Livingston, Cordell",SR-4,Charlotte,52.18,Aggie Last Chance,2014-05-11,400H,M
91,"Sams, Jamel",JR-3,UL-Monroe,52.19,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,400H,M
92,"Luckey, Dannie",SO-2,Prairie View,52.21,2014 SWAC Outdoor Championship,2014-04-25,400H,M
93,"Prejean, Michael",SO-2,Prairie View,52.22,2014 Clyde Littlefield Texas Relays,2014-03-26,400H,M
93,"Sherwood, Jordan",FR-1,Cornell,52.22,Ivy League Outdoor Track & Field Championships,2014-05-10,400H,M
95,"Wulff-Cochrane, Charles",SO-2,Delaware State,52.23,MEAC Outdoor Track & Field Championships,2014-05-01,400H,M
96,"Smith, Michael",SO-2,Clemson,52.25,FSU Twilight,2014-05-09,400H,M
97,"Stanley, Rex",SO-2,Boise State,52.27@,Mountain West Outdoor Track & Field Championships,2014-05-14,400H,M
98,"Timmins, Tom",JR-3,Penn,52.28,Ivy League Outdoor Track & Field Championships,2014-05-10,400H,M
99,"Begin, Jerome",JR-3,North Dakota St.,52.30,Summit League Outdoor Track & Field Championships,2014-05-15,400H,M
99,"Elam, Jeff",SO-2,Eastern Michigan,52.30,Mid-American Outdoor Track & Field Championships,2014-05-15,400H,M
1,"Robinson, Byron",JR-3,Texas,49.10,LSU Alumni Gold,2016-04-23,400H,M
2,"Futch, Eric",JR-3,Florida,49.24,SEC Championships,2016-05-12,400H,M
3,"Grant, Robert",SO-2,Texas A&M,49.44,SEC Championships,2016-05-12,400H,M
4,"Palmer, Desmond",JR-3,Pittsburgh,49.66,ACC Championships,2016-05-13,400H,M
5,"McLaughlin, Taylor",FR-1,Michigan,49.80,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,400H,M
6,"Holmes, TJ",JR-3,Florida,49.96,SEC Championships,2016-05-12,400H,M
7,"Selmon, Kenny",SO-2,North Carolina,50.05,ACC Championships,2016-05-13,400H,M
8,"Ikpefan, Obokhare",JR-3,Purdue,50.07,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,400H,M
