,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
18,"Brown, Felicia",SR-4,Tennessee,11.25,SEC Championships,2016-05-12,0.5,100,W
19,"Harvey, Rushell",JR-3,LSU,11.26,LSU Invitational,2016-04-30,3.8,100,W
20,"Sparling, Krystal",FR-1,Texas A&M,11.27,LSU Invitational,2016-04-30,3.8,100,W
21,"Hill, Deanna",SO-2,USC,11.29,Power Conference Cardinal & Gold,2016-03-25,1.2,100,W
22,"Thomas, Gabrielle",FR-1,Harvard,11.30,Florida Relays,2016-03-31,2.0,100,W
23,"Thompson, Brenessa",FR-1,Texas A&M,11.31,Michael Johnson Classic,2016-04-23,-0.3,100,W
23,"Parker, Kiara",FR-1,Arkansas,11.31,LSU Invitational,2016-04-30,3.8,100,W
23,"Horton, Kiana",FR-1,Baylor,11.31,Ricardo Romo Invitational,2016-03-24,2.1,100,W
26,"Farquharson, Gabrielle",SR-4,Rutgers,11.32,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.6,100,W
26,"Smith-Barnett, Destiny",SO-2,UNLV,11.32,Mountain West Championships,2016-05-11,2.6,100,W
28,"Bennett, Taylor",FR-1,Baylor,11.33,Michael Johnson Classic,2016-04-23,-0.3,100,W
28,"Ellis-Watson, Taylor",SR-4,Arkansas,11.33,John McDonnell Invitational,2016-04-22,1.5,100,W
30,"Madu, Jennifer",SR-4,Texas A&M,11.34,LSU Invitational,2016-04-30,3.8,100,W
30,"Kurtimah, Marissa",JR-3,Missouri State,11.34,2016 MVC Outdoor Track and Field Championships,2016-05-13,0.6,100,W
30,"Hobbs, Aleia",SO-2,LSU,11.34,LSU Alumni Gold,2016-04-23,3.2,100,W
30,"Austin, Drea",SO-2,UNLV,11.34,Mountain West Championships,2016-05-11,2.6,100,W
34,"Carson, Savannah",SO-2,Purdue,11.35,2016 Indiana - Purdue Duals,2016-04-23,1.0,100,W
34,"Guillory, Briana",FR-1,Iowa,11.35,Musco Twilight,2016-04-23,2.9,100,W
36,"Sanni, Zainab",JR-3,Kansas,11.36,Kansas Relays,2016-04-20,2.8,100,W
37,"Price, Kylie",SR-4,UCLA,11.38,UCLA vs. USC Dual Meet,2016-05-01,0.1,100,W
37,"Beasley, Jadzia",FR-1,Western Kentucky,11.38,Mt. SAC Relays,2016-04-14,3.4,100,W
39,"Suleman, Khadijah",SR-4,Mississippi,11.39,Arkansas Spring Invitational,2016-03-25,0.9,100,W
40,"Brown, Aaliyah",JR-3,Texas A&M,11.40,Ricardo Romo Invitational,2016-03-24,2.1,100,W
41,"Johnson, Latessa",FR-1,SMU,11.41,Mt. SAC Relays,2016-04-14,3.7,100,W
42,"Crooke, Shenel",JR-3,Morgan State,11.42,Wake Forest Open,2016-03-18,1.5,100,W
42,"Williams, Tamaira",SR-4,Oral Roberts,11.42,MSSU Bill Williams/Bob Laptad Invite,2016-04-29,2.8,100,W
44,"Knott, Kristina",SO-2,Arkansas State,11.43,Florida Relays,2016-03-31,2.7,100,W
44,"Cox, Carmiesha",JR-3,Purdue,11.43,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.9,100,W
44,"Bouyer, Kennadi",JR-3,Washington,11.43,Mt. SAC Relays,2016-04-14,3.7,100,W
44,"Ofili, Cindy",SR-4,Michigan,11.43,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,0.9,100,W
44,"Annelus, Anglerne",FR-1,UCLA,11.43,Pac-12 Outdoor Track & Field Championships,2016-05-14,2.0,100,W
49,"Gause, Diamond",JR-3,Alabama,11.44,War Eagle Invitational,2016-04-22,2.6,100,W
49,"Spaulding, Diamond",FR-1,Texas A&M,11.44,Ricardo Romo Invitational,2016-03-24,2.1,100,W
49,"McBride, Jermeka",SR-4,Northwestern St.,11.44,Southland Conference Outdoor Track & Field Championships,2016-05-06,2.7,100,W
49,"Stone, Katie",SO-2,Georgia,11.44,Spec Towns Invitational 2016,2016-04-08,1.8,100,W
49,"Ferebee, Alexis",SR-4,Alabama State,11.44,Mt. SAC Relays,2016-04-14,3.9,100,W
54,"Barbian, Danielle",SR-4,Oregon,11.45,Mt. SAC Relays,2016-04-14,3.9,100,W
54,"Mitchell, A'Keyla",SO-2,Kansas State,11.45,Big 12 Outdoor Track & Field Championships,2016-05-13,3.0,100,W
54,"Bellamy, J'Nea",JR-3,UCF,11.45,Jesse Owens Track & Field Classic - Ohio State University,2016-04-22,3.4,100,W
54,"Williams, Taylor",SO-2,Clemson,11.45,LSU Alumni Gold,2016-04-23,3.2,100,W
58,"Kwaza, Lake",SR-4,Iowa,11.46,Florida Relays,2016-03-31,2.0,100,W
58,"Williams, Sharrona",SR-4,SE Louisiana,11.46,Southland Conference Outdoor Track & Field Championships,2016-05-06,2.7,100,W
58,"Husbands, Shavonne",SR-4,Missouri State,11.46,2016 MVC Outdoor Track and Field Championships,2016-05-13,0.6,100,W
58,"Grant, Raven",FR-1,Louisville,11.46,2016 Louisville Invitational,2016-04-15,1.2,100,W
62,"Jackson, LaQuisha",JR-3,Missouri,11.47,Florida Relays,2016-03-31,2.0,100,W
62,"Brown, India",SO-2,N. Carolina A&T,11.47,MEAC Outdoor Track & Field Championships,2016-05-05,0.7,100,W
62,"Gilbert, Ravin",SR-4,Georgia State,11.47,Florida Relays,2016-03-31,3.3,100,W
62,"Hitchcock, Precious",JR-3,Kentucky,11.47,Florida Relays,2016-03-31,2.7,100,W
62,"Anderson, Taylor",JR-3,Connecticut,11.47,The American Outdoor Track & Field Championships,2016-05-12,0.1,100,W
67,"Baldwin, Jacquelyn",FR-1,Jacksonville,11.48,ASUN Outdoor Track & Field Championships,2016-05-13,2.2,100,W
67,"Johnson, Tristie",SR-4,Bethune-Cookman,11.48,MEAC Outdoor Track & Field Championships,2016-05-05,0.7,100,W
67,"Smith, Caitland",SO-2,Texas,11.48,Big 12 Outdoor Track & Field Championships,2016-05-13,3.0,100,W
67,"Carter, Tayla",SR-4,Western Carolina,11.48,Charlotte 49er Classic,2016-03-17,3.5,100,W
67,"Martin, SheKara",JR-3,UCF,11.48,The American Outdoor Track & Field Championships,2016-05-12,0.1,100,W
72,"Washington, Craishia",SR-4,SMU,11.49,The American Outdoor Track & Field Championships,2016-05-12,0.1,100,W
72,"Buchanan, Leya",SO-2,Oklahoma,11.49,Big 12 Outdoor Track & Field Championships,2016-05-13,1.3,100,W
72,"Ambrose, Jenae",FR-1,Auburn,11.49,War Eagle Invitational,2016-04-22,2.6,100,W
72,"Settle, Genna",JR-3,Portland State,11.49@,Big Sky Outdoor Track & Field Championships,2016-05-11,2.1,100,W
72,"Roberson, Daye Shon",JR-3,Oklahoma,11.49,Baldy Castillo Invitational,2016-03-18,0.0,100,W
77,"Ray, Shannon",SO-2,Mississippi,11.50,Texas Invitational,2016-04-16,0.8,100,W
77,"Davis , Courtne",FR-1,Long Beach St.,11.50,Big West Outdoor Track & Field Championships,2016-05-13,3.0,100,W
77,"Glenn, Simone",SO-2,San Diego St.,11.50,Mountain West Championships,2016-05-11,4.0,100,W
77,"Simmons, Paisley",JR-3,North Carolina St.,11.50,Raleigh Relays,2016-03-25,1.9,100,W
77,"Duncan, Kiersten",JR-3,LSU,11.50,LSU Battle on the Bayou,2016-04-09,2.9,100,W
77,"Amusan, Tobi",FR-1,UTEP,11.50,37th Annual Sun Angel Classic,2016-04-08,0.9,100,W
83,"Dayries, Justise",SR-4,Baylor,11.51,Ricardo Romo Invitational,2016-03-24,2.1,100,W
83,"Ricketts, Ranee",FR-1,Clemson,11.51,LSU Alumni Gold,2016-04-23,2.4,100,W
83,"Peterson, Christal",SR-4,UCF,11.51,The American Outdoor Track & Field Championships,2016-05-12,0.1,100,W
83,"Williams , Alissa",FR-1,UCF,11.51,Jesse Owens Track & Field Classic - Ohio State University,2016-04-22,3.4,100,W
87,"Fair, Leah",JR-3,Colorado St.,11.52,Kansas Relays,2016-04-20,2.8,100,W
87,"Chaney, Peyton",SR-4,Virginia,11.52,Florida Relays,2016-03-31,3.3,100,W
87,"White, Kayla",FR-1,N. Carolina A&T,11.52,Aggie Last Chance,2016-05-15,0.9,100,W
87,"Dallas, Kedisha",JR-3,Northern Illinois,11.52,Mid-American Conference Championship,2016-05-12,3.6,100,W
87,"Hardy, Carrol",JR-3,Western Kentucky,11.52,Florida Relays,2016-03-31,3.3,100,W
87,"Fotopoulou , Olivia",SO-2,Alabama,11.52,Florida Relays,2016-03-31,3.3,100,W
93,"Woodall , Kenya",SR-4,Cincinnati,11.53,Lenny Lyles-Clark Wood Invitational,2016-04-21,0.3,100,W
93,"Carper, Carly",SR-4,South Dakota St.,11.53,Summit League Outdoor T&F Championships,2016-05-12,3.3,100,W
93,"Okolo, Courtney",SR-4,Texas,11.53,Power Conference Cardinal & Gold,2016-03-25,1.2,100,W
96,"Brown, Destinee",JR-3,USC,11.54,Pac-12 Outdoor Track & Field Championships,2016-05-14,2.0,100,W
96,"Tate, Breanna",JR-3,Mississippi,11.54,Arkansas Spring Invitational,2016-03-25,1.5,100,W
98,"William-Mensah, Persis",SO-2,UC Irvine,11.55,Big West Outdoor Track & Field Championships,2016-05-13,3.0,100,W
98,"Pipi, Ama",SO-2,Oklahoma,11.55,Big 12 Outdoor Track & Field Championships,2016-05-13,3.0,100,W
98,"Heath, Autumn",SO-2,Purdue,11.55,2016 Louisville Invitational,2016-04-15,1.2,100,W
1,"Hobbs, Aleia",SR-4,LSU,10.86,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.7,100,W
2,"Terry, Twanisha",FR-1,USC,10.96,2018 Pac-12 Track & Field Championships,2018-05-12,2.6,100,W
3,"Johnson, Kortnei",JR-3,LSU,10.97,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.4,100,W
4,"Henderson, Ashley",JR-3,San Diego St.,10.98,2018 Desert Heat Classic,2018-04-28,0.3,100,W
4,"Hill, Deanna",SR-4,USC,10.98,USC Power 5 Challenge,2018-03-23,3.5,100,W
6,"Collins, Shania",SR-4,Tennessee,10.99,SEC Outdoor Track and Field Championships,2018-05-11,1.5,100,W
6,"Brisco, Mikiah",SR-4,LSU,10.99,Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.7,100,W
8,"Clark, Tamara",FR-1,Alabama,11.02,SEC Outdoor Track and Field Championships,2018-05-11,1.5,100,W
9,"Whyte, Natalliah",SO-2,Auburn,11.04,SEC Outdoor Track and Field Championships,2018-05-11,1.5,100,W
9,"Thomas, Gabrielle",JR-3,Harvard,11.04,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.7,100,W
11,"McLaughlin, Sydney",FR-1,Kentucky,11.07,Tennessee Relays,2018-04-12,3.5,100,W
12,"Baylark, Jada",SO-2,Arkansas,11.09,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.7,100,W
13,"Daniels, Teahna",JR-3,Texas,11.11,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.9,100,W
14,"Parker, Kiara",JR-3,Arkansas,11.13,SEC Outdoor Track and Field Championships,2018-05-11,1.5,100,W
14,"Bennett, Taylor",JR-3,Baylor,11.13,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.4,100,W
16,"Washington, Ariana",JR-3,Oregon,11.14,2018 Pac-12 Track & Field Championships,2018-05-12,2.6,100,W
17,"Robinson, Torie",SR-4,Clemson,11.16,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.7,100,W
17,"Thompson, Brenessa",JR-3,Texas A&M,11.16,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.7,100,W
19,"Buchanan, Leya",SR-4,Oklahoma,11.17,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.9,100,W
20,"Bethel, Brianne",SO-2,Houston,11.20,The American Outdoor Track & Field Championships,2018-05-11,0.0,100,W
21,"Hall, Cassondra",SO-2,LSU,11.21,Miami Hurricane Collegiate Invitational,2018-04-14,0.9,100,W
21,"White, Kayla",JR-3,N. Carolina A&T,11.21,NCAT Aggie Invitational,2018-04-13,0.8,100,W
21,"Misher, Rachel",JR-3,LSU,11.21,Miami Hurricane Collegiate Invitational,2018-04-14,0.9,100,W
24,"Seymour, Ka'Tia",FR-1,Florida State,11.22,ACC Outdoor Championships,2018-05-10,1.2,100,W
24,"Charlton, Devynne",SR-4,Purdue,11.22,Big Ten Championships,2018-05-11,0.6,100,W
24,"Roberson, Savannah",SR-4,Purdue,11.22,2018 Louisville Invitational,2018-04-13,3.4,100,W
24,"Francis, Chelsea",SO-2,SMU,11.22,Texas State Bobcat Classic,2018-04-27,2.3,100,W
28,"Smith, Jonielle",SR-4,Auburn,11.23,SEC Outdoor Track and Field Championships,2018-05-11,0.8,100,W
29,"Hackney , Charminiqu",SO-2,Alabama State,11.24,SWAC Outdoor Track and Field Championship,2018-05-04,1.0,100,W
29,"Camacho-Quinn, Jasmine",JR-3,Kentucky,11.24,Tennessee Relays,2018-04-12,3.5,100,W
31,"Johnson, Latessa",JR-3,SMU,11.25,Texas State Bobcat Classic,2018-04-27,2.3,100,W
31,"Smith-Barnett, Destiny",SR-4,UNLV,11.25,Mountain West Outdoor Track & Field Championships,2018-05-09,4.0,100,W
31,"Cunningham, Gabriele",JR-3,North Carolina St.,11.25,UF Tom Jones Memorial,2018-04-13,2.4,100,W
31,"Ray, Shannon",SR-4,Ole Miss,11.25,USC Power 5 Challenge,2018-03-23,3.5,100,W
31,"Etim, Aneikeme",FR-1,Oral Roberts,11.25,2018 Summit League Championships,2018-05-10,3.1,100,W
31,"Dunmore, Makenzie",SO-2,Oregon,11.25,2018 Desert Heat Classic,2018-04-28,0.3,100,W
37,"Duncan, Brianna",SO-2,North Carolina,11.27,Virginia Grand Prix,2018-04-28,2.0,100,W
37,"Gray, Kianna",JR-3,Kentucky,11.27,Tennessee Relays,2018-04-12,3.5,100,W
37,"Grant, Raven",JR-3,Baylor,11.27,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.4,100,W
37,"Helps, Shauna",JR-3,Florida State,11.27,ACC Outdoor Championships,2018-05-10,1.2,100,W
41,"Brown, Brittany",SR-4,Iowa,11.28,Mt. SAC Relays,2018-04-19,0.1,100,W
41,"Annelus, Anglerne",SO-2,USC,11.28,2018 Pac-12 Track & Field Championships,2018-05-12,2.4,100,W
41,"Reed, Jasmin",FR-1,Oregon,11.28,2018 Pac-12 Track & Field Championships,2018-05-12,2.6,100,W
41,"Smith, Rebekah",SO-2,Clemson,11.28,ACC Outdoor Championships,2018-05-10,1.2,100,W
41,"White, Bethany",JR-3,N.C. Central,11.28,MEAC Outdoor Track & Field Championships,2018-05-03,0.7,100,W
46,"Williams, Lauren Rain",FR-1,Oregon,11.29,2018 Desert Heat Classic,2018-04-28,0.3,100,W
46,"Smith, Caitland",JR-3,Arkansas State,11.29,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.0,100,W
48,"Glenn, Simone",SR-4,San Diego St.,11.30,Mountain West Outdoor Track & Field Championships,2018-05-09,3.2,100,W
48,"D'Arpino, Venessa",JR-3,Oregon,11.30,2018 Pac-12 Track & Field Championships,2018-05-12,3.2,100,W
48,"Davis , Courtne",JR-3,Long Beach St.,11.30,Beach Invitational,2018-04-20,2.5,100,W
48,"Hall, Kate",SO-2,Georgia,11.30,SEC Outdoor Track and Field Championships,2018-05-11,0.5,100,W
52,"McCoy, Maia",JR-3,Tennessee,11.31,Tennessee Relays,2018-04-12,2.4,100,W
52,"Steele, Alfreda",FR-1,Miami,11.31,Miami Hurricane Alumni Invitational,2018-04-06,3.3,100,W
52,"Barnes, Celera",FR-1,Kentucky,11.31,Tennessee Relays,2018-04-12,3.5,100,W
55,"Burton, Rushelle",SO-2,Texas,11.32,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.4,100,W
56,"Battle, Anavia",FR-1,Ohio State,11.33,USC Power 5 Challenge,2018-03-23,3.5,100,W
57,"Brown, Janeek",FR-1,Arkansas,11.34,National Relay Championships,2018-04-27,1.6,100,W
57,"Smith, Rochene",SR-4,San Diego St.,11.34,Mountain West Outdoor Track & Field Championships,2018-05-09,4.0,100,W
59,"Denoon, Zakiya",JR-3,LSU,11.36,LSU Battle on the Bayou,2018-04-07,2.1,100,W
60,"Brown, India",SR-4,N. Carolina A&T,11.37,MEAC Outdoor Track & Field Championships,2018-05-03,0.7,100,W
60,"Jones, De'Shalyn",SR-4,Northwestern St.,11.37,LSU Alumni Gold,2018-04-21,1.4,100,W
60,"Kirkland, Jayla",FR-1,Florida State,11.37,ACC Outdoor Championships,2018-05-10,1.2,100,W
60,"Spaulding, Diamond",JR-3,Texas A&M,11.37,Michael Johnson Invitational,2018-04-21,1.7,100,W
60,"Love, Kaysha",SO-2,UNLV,11.37,Mountain West Outdoor Track & Field Championships,2018-05-09,3.2,100,W
65,"Mason, Symone",FR-1,Miami,11.39,Miami Hurricane Alumni Invitational,2018-04-06,3.3,100,W
66,"Odiong, Edidiong",FR-1,Mid. Tenn. State,11.40,Tennessee Relays,2018-04-12,3.2,100,W
67,"Ivy, Amber",SO-2,Texas A&M,11.41,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.4,100,W
68,"Johnson, Tiffani",JR-3,Texas Tech,11.42@,Texas Tech Corky/Crofoot Shootout,2018-04-27,2.1,100,W
68,"William-Mensah, Persis",SR-4,UC Irvine,11.42,2018 Big West Championships,2018-05-11,2.5,100,W
70,"Egharevba, D'Jenne",SO-2,Illinois State,11.43,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.8,100,W
70,"Raglin, Brooke",FR-1,Louisville,11.43,Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.6,100,W
72,"Lampkin, Daija",FR-1,Alabama,11.44,Samford Alabama Track Challenge 2018,2018-03-23,2.0,100,W
72,"Clark, Imani",FR-1,Syracuse,11.44,Miami Hurricane Alumni Invitational,2018-04-06,3.3,100,W
74,"Jackson, Hannah",SO-2,Rice,11.45,Home Depot Clyde Littlefield Texas Relays,2018-03-28,1.7,100,W
74,"Hardy, Tramesha",JR-3,Texas State,11.45,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.0,100,W
74,"Harris, Lakayla",JR-3,Nebraska,11.45,Big Ten Championships,2018-05-11,0.6,100,W
74,"Ambrose, Jenae",JR-3,Auburn,11.45,2018 Jim Click Shootout,2018-04-07,0.7,100,W
78,"Darius, Symone",SO-2,Alabama,11.46,UTSA Invitational,2018-03-16,3.7,100,W
78,"Gordon, Daja",FR-1,Texas Tech,11.46,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.7,100,W
78,"Love, Yakira",JR-3,Purdue,11.46,2018 Louisville Invitational,2018-04-13,3.4,100,W
81,"Carson, Savannah",SR-4,Purdue,11.47,UTSA Invitational,2018-03-16,3.7,100,W
81,"Sanni, Zainab",SR-4,Kansas,11.47,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.4,100,W
81,"Bracey, Sekayi",SO-2,Purdue,11.47,2018 Louisville Invitational,2018-04-13,3.4,100,W
84,"Yon, Shayna",SO-2,LSU,11.48,Miami Hurricane Collegiate Invitational,2018-04-14,0.9,100,W
85,"Warner, Courtney",JR-3,East Carolina,11.49,Weems Baskin Relays,2018-03-23,2.6,100,W
85,"Chambers, Ashleigh",SR-4,Long Beach St.,11.49,Beach Invitational,2018-04-20,2.5,100,W
85,"Davis, Jerayah",JR-3,Wyoming,11.49,Mountain West Outdoor Track & Field Championships,2018-05-09,4.0,100,W
85,"Hill, Sarah",FR-1,USC Upstate,11.49,ASUN Outdoor Track & Field Championships,2018-05-11,2.0,100,W
85,"Barrie, Maggie",SR-4,Ohio State,11.49,2018 Drake Relays presented by Hy-Vee,2018-04-25,2.0,100,W
90,"Eason, Ty'Juana",JR-3,Southern Illinois,11.50,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.8,100,W
90,"McCreath-Tardiel, Sade",JR-3,Bethune-Cookman,11.50,UF Tom Jones Memorial,2018-04-13,0.2,100,W
90,"Grant, Kiara",FR-1,Norfolk State,11.50,MEAC Outdoor Track & Field Championships,2018-05-03,0.7,100,W
90,"Gaskin, Keiyana",SO-2,Southern Miss.,11.50,LSU Alumni Gold,2018-04-21,1.4,100,W
94,"Lawrence, Tamdra",JR-3,Murray State,11.51,Ohio Valley Conference Championship,2018-05-10,1.4,100,W
94,"Green, Daziah",SR-4,Akron,11.51,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,1.7,100,W
94,"Knott, Kristina",SR-4,Miami,11.51,Miami Hurricane Alumni Invitational,2018-04-06,3.3,100,W
94,"Tolbert, Tymeitha",SO-2,Austin Peay,11.51,APSU Invitational,2018-04-13,2.0,100,W
94,"Massie, Jada",JR-3,South Florida,11.51,UF Tom Jones Memorial,2018-04-13,2.4,100,W
99,"Mack, Bria",FR-1,Florida,11.52,SEC Outdoor Track and Field Championships,2018-05-11,0.5,100,W
99,"Lattimore, Tiona",SO-2,Cincinnati,11.52,2018 Jim Click Shootout,2018-04-07,0.7,100,W
1,"Prandini, Jenna",JR-3,Oregon,10.92,Mt. SAC Relays,2015-04-16,1.4,100,W
2,"Akinosun, Morolake",JR-3,Texas,11.00,Big 12 Outdoor Track & Field Championships,2015-05-15,3.5,100,W
3,"Todd, Jasmine",SO-2,Oregon,11.03,Mt. SAC Relays,2015-04-16,2.3,100,W
4,"Burchell, Remona",SR-4,Alabama,11.04,Florida Relays,2015-04-02,-2.5,100,W
5,"Baisden, Kendall",SO-2,Texas,11.12,Longhorn Invitational,2015-05-02,3.4,100,W
6,"White, Cierra",SR-4,Texas Tech,11.14,Big 12 Outdoor Track & Field Championships,2015-05-15,3.5,100,W
7,"Wise, Katie",JR-3,Indiana State,11.15,2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,100,W
8,"Westbrook, Ky",FR-1,USC,11.20,Mt. SAC Relays,2015-04-16,2.3,100,W
9,"Faulknor, Alexis",JR-3,USC,11.22,Mt. SAC Relays,2015-04-16,2.3,100,W
9,"Marshall, Ashley",SR-4,UC Davis,11.22,Mt. SAC Relays,2015-04-16,2.3,100,W
11,"Bryant, Dezerea",SR-4,Kentucky,11.23,SEC Championships,2015-05-14,2.5,100,W
12,"Brown, Aaliyah",SO-2,Texas A&M,11.24,SEC Championships,2015-05-14,1.2,100,W
13,"Hobbs, Aleia",FR-1,LSU,11.26,SEC Championships,2015-05-14,1.6,100,W
13,"Johnson, Tristie",JR-3,Bethune-Cookman,11.26,MEAC Outdoor T&F Championships,2015-04-30,1.5,100,W
15,"Gaither, Tynia",JR-3,USC,11.27,Pac-12 Track & Field Championships,2015-05-15,1.1,100,W
16,"Hadley, Sabria",FR-1,Clemson,11.28,ACC Outdoor Track & Field Championships,2015-05-14,1.5,100,W
17,"McReynolds, Tiffani",SR-4,Baylor,11.29,Big 12 Outdoor Track & Field Championships,2015-05-15,3.5,100,W
18,"Brown, Felicia",JR-3,Tennessee,11.31,Tennessee Relays,2015-04-09,3.9,100,W
18,"Brisco, Mikiah",FR-1,LSU,11.31,SEC Championships,2015-05-14,1.2,100,W
18,"Conley, Sydney",JR-3,Kansas,11.31,Big 12 Outdoor Track & Field Championships,2015-05-15,3.5,100,W
21,"Ray, Shannon",FR-1,Mississippi,11.32,SEC Championships,2015-05-14,2.5,100,W
21,"Booker, Dominique",SR-4,Kentucky,11.32,SEC Championships,2015-05-14,2.5,100,W
23,"Martin, Jada",SO-2,LSU,11.34,LSU Alumni Gold,2015-04-18,0.1,100,W
23,"Kalu, Stephanie",SR-4,SMU,11.34,Longhorn Invitational,2015-05-02,3.4,100,W
25,"Jackson, Mercedes",SR-4,UMBC,11.36,2015 America East Outdoor Championships,2015-05-02,1.5,100,W
25,"Harrison, Shaina",JR-3,Syracuse,11.36,ACC Outdoor Track & Field Championships,2015-05-14,1.5,100,W
27,"Charlton, Devynne",SO-2,Purdue,11.37,Big Ten Outdoor Track & Field Championships,2015-05-15,1.1,100,W
28,"Larch-Miller, Nikki",JR-3,Wichita State,11.38,2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,100,W
29,"Smith, Jonielle",FR-1,Auburn,11.39,SEC Championships,2015-05-14,2.5,100,W
30,"Madu, Jennifer",JR-3,Texas A&M,11.40,SEC Championships,2015-05-14,1.6,100,W
30,"Mitchell, A'Keyla",FR-1,Kansas State,11.40,Brutus Hamilton Challenge,2015-04-25,1.4,100,W
30,"Snow, Morgan",SR-4,Texas,11.40,Longhorn Invitational,2015-05-02,2.3,100,W
30,"Tyson, Keilah",SR-4,Kentucky,11.40,SEC Championships,2015-05-14,1.6,100,W
30,"Kwaza, Lake",JR-3,Iowa,11.40,Mt. SAC Relays,2015-04-16,2.6,100,W
35,"Smith, Caitland",FR-1,Texas,11.41,Longhorn Invitational,2015-05-02,3.4,100,W
36,"Obasih, Chidera",JR-3,Indiana State,11.42,2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,100,W
36,"Brown, Brittany",SO-2,Iowa,11.42,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,100,W
36,"Sanni, Zainab",SO-2,Kansas,11.42,Big 12 Outdoor Track & Field Championships,2015-05-15,1.0,100,W
36,"Kurtimah, Marissa",SO-2,Missouri State,11.42,2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,100,W
36,"Collins, Reneazia",FR-1,N. Carolina A&T,11.42,2015 Aggie Last Chance,2015-05-17,0.2,100,W
41,"Brown, India",FR-1,N. Carolina A&T,11.43,MEAC Outdoor T&F Championships,2015-04-30,1.5,100,W
41,"Brown, Destinee",SO-2,USC,11.43,Mt. SAC Relays,2015-04-16,2.0,100,W
43,"Hill, Deanna",FR-1,USC,11.44,Mt. SAC Relays,2015-04-16,1.3,100,W
43,"Flannigan, Mackenzie",SR-4,Boise State,11.44,Mountain West Outdoor Track & Field Championships,2015-05-13,2.3,100,W
43,"Jacobs, Myasia",JR-3,Clemson,11.44,ACC Outdoor Track & Field Championships,2015-05-14,1.5,100,W
43,"Harvey, Rushell",SO-2,LSU,11.44,SEC Championships,2015-05-14,2.5,100,W
47,"Jones, Erin",SR-4,Oklahoma,11.45,Big 12 Outdoor Track & Field Championships,2015-05-15,1.0,100,W
47,"Ofili, Cindy",JR-3,Michigan,11.45,UC Irvine Steve Scott Invit(Colleges),2015-05-01,0.7,100,W
47,"Minkins, Tania",SR-4,East Carolina,11.45,Bill Carson Invitational,2015-04-10,2.2,100,W
50,"Sanders, Shayla",SO-2,Florida,11.46,SEC Championships,2015-05-14,1.2,100,W
50,"Bellamy, J'Nea",SO-2,UCF,11.46,USF Triangular,2015-04-11,2.8,100,W
50,"Barbian, Danielle",SR-4,Harvard,11.46,2015 Clyde Littlefield Texas Relays,2015-03-25,3.7,100,W
50,"Williams, Regine",SO-2,Arkansas,11.46,John McDonnell Invitational,2015-04-10,3.0,100,W
50,"Buchanan, Leya",FR-1,Oklahoma,11.46,Longhorn Invitational,2015-05-02,3.2,100,W
55,"Larch-Miller, Taylor",SO-2,Wichita State,11.47,2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,100,W
56,"Gilbert, Ravin",JR-3,Georgia State,11.48,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.2,100,W
56,"Hardy, Carrol",SO-2,Western Kentucky,11.48@,Conference USA Outdoor Track & Field Championships,2015-05-14,2.5,100,W
56,"Porter, Kiara",SR-4,VCU,11.48,Mason Spring Invitational,2015-04-11,3.6,100,W
59,"Acheampong, Gemma",SR-4,Boston U.,11.49,Patriot League Outdoor Track & Field Championships,2015-05-01,2.0,100,W
59,"Westney, Jellisa",SR-4,Michigan State,11.49,Big Ten Outdoor Track & Field Championships,2015-05-15,1.1,100,W
61,"Agwunobi, Chioma",SR-4,Western Kentucky,11.50@,Conference USA Outdoor Track & Field Championships,2015-05-14,2.4,100,W
