,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
82,"Giliomee, Niel",JR-3,South Alabama,5.10m,"16' 8.75""",University of Mobile Invitational,2017-04-07,PV,M
82,"Fox, Eric",JR-3,Louisville,5.10m,"16' 8.75""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,PV,M
82,"Bugner, Hayden",SO-2,Wichita State,5.10m,"16' 8.75""",Texas Tech Red Raider Shoot-Out,2017-04-28,PV,M
89,"Young, Sam",FR-1,Virginia,5.09m,"16' 8.25""",Virginia Grand Prix,2017-04-29,PV,M
90,"Wilkes, Ryan",SO-2,Rhode Island,5.08m,"16' 8""",NEICAAA Outdoor Track & Field Championships,2017-05-12,PV,M
90,"Honka, Ondrej",JR-3,Rhode Island,5.08m,"16' 8""",NEICAAA Outdoor Track & Field Championships,2017-05-12,PV,M
92,"Summers, Ashton",SO-2,Sam Houston St.,5.07m,"16' 7.5""",LSU Alumni Gold,2017-04-22,PV,M
92,"Henderson, Bailey",FR-1,Sam Houston St.,5.07m,"16' 7.5""",LSU Alumni Gold,2017-04-22,PV,M
92,"Duckworth, Tim",JR-3,Kentucky,5.07m,"16' 7.5""",Florida Relays,2017-03-30,PV,M
92,"Angle, Barclay",SR-4,Ole Miss,5.07m,"16' 7.5""",SEC Relays,2017-04-28,PV,M
92,"Woodley, Armand",SO-2,South Carolina,5.07m,"16' 7.5""",SEC Outdoor Track & Field Championships,2017-05-11,PV,M
92,"Jatis, Andy",SO-2,Iowa,5.07m,"16' 7.5""",Big Ten Outdoor Championships,2017-05-12,PV,M
98,"Rosa, Brenton",SO-2,Kennesaw State,5.06m,"16' 7.25""",ASUN Outdoor Track & Field Championships,2017-05-12,PV,M
98,"Wagner, Sam",JR-3,Central Michigan,5.06m,"16' 7.25""",Toledo Invitational,2017-05-04,PV,M
98,"Francome, Reagan",SO-2,South Dakota St.,5.06m,"16' 7.25""",USD SDSU Dual,2017-04-08,PV,M
1,"King, Devin",SO-2,SE Louisiana,5.70m,"18' 8.25""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
2,"Wyatt, Audie",SO-2,Texas A&M,5.65m,"18' 6.5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
2,"Wolfle, Chase",SR-4,Texas A&M,5.65m,"18' 6.5""",Michael Johnson Classic,2016-04-23,PV,M
2,"Blankenship, Jake",SR-4,Tennessee,5.65m,"18' 6.5""",SEC Championships,2016-05-12,PV,M
5,"Laidig, Torben",SO-2,Virginia Tech,5.60m,"18' 4.5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
6,"Bell, Dylan",SR-4,Air Force,5.55m,"18' 2.5""",Michael Johnson Classic,2016-04-23,PV,M
7,"Bragg, Adam",SR-4,Princeton,5.53m,"18' 1.75""",Ivy League Outdoor Track & Field Championships,2016-05-07,PV,M
8,"Collins, Sean",FR-1,South Alabama,5.51m,"18' 1""",Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,PV,M
9,"Meyer, Nick",JR-3,Kansas,5.50m,"18' 0.5""",2016 Ward Haylett Invitational,2016-05-07,PV,M
9,"Albright, Jake",JR-3,Kansas,5.50m,"18' 0.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,PV,M
9,"Oates, Tray",SO-2,Samford,5.50m,"18' 0.5""",2016 Southern Conference Outdoor T&F Championships,2016-05-12,PV,M
12,"Uhle, Chris",SR-4,Virginia Tech,5.47m,"17' 11.25""",Hokie Twilight,2016-05-05,PV,M
13,"Ludwig, Matthew",FR-1,Missouri,5.46m,"17' 11""",Memphis Tiger Invitational,2016-04-29,PV,M
14,"Valles, Adrian",SO-2,Cincinnati,5.45m,"17' 10.5""",2016 Kentucky Relays (College),2016-05-07,PV,M
15,"Volz, Deakin",FR-1,Virginia Tech,5.41m,"17' 9""",Duke Invitational,2016-04-22,PV,M
15,"Walsh, Cole",SO-2,Oregon,5.41m,"17' 9""",Oregon Relays,2016-04-15,PV,M
17,"Thoirs, Jax",SR-4,Washington,5.40m,"17' 8.5""",Pac-12 Outdoor Track & Field Championships,2016-05-14,PV,M
17,"Pater, Kyle",JR-3,Air Force,5.40m,"17' 8.5""",Mountain West Championships,2016-05-11,PV,M
19,"Meyer, Cameron",SR-4,Stephen F. Austin,5.37m,"17' 7.25""",34th Annual Victor Lopez Classic,2016-03-24,PV,M
20,"Scott, Blake",FR-1,Texas,5.36m,"17' 7""",Longhorn Invitational,2016-05-07,PV,M
20,"O'Connell, Derek",SR-4,William and Mary,5.36m,"17' 7""",IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,PV,M
20,"McNeil, Parks",SO-2,Texas,5.36m,"17' 7""",Longhorn Invitational,2016-05-07,PV,M
23,"Larson, Garrett",JR-3,Sam Houston St.,5.35m,"17' 6.5""",Mt. SAC Relays,2016-04-14,PV,M
23,"Bray, Brandon",FR-1,Texas Tech,5.35m,"17' 6.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,PV,M
23,"Hunter, Craig",JR-3,Connecticut,5.35m,"17' 6.5""",The American Outdoor Track & Field Championships,2016-05-12,PV,M
23,"Watson, Reese",SR-4,Texas,5.35m,"17' 6.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,PV,M
23,"Poth, Barrett",FR-1,Texas,5.35m,"17' 6.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,PV,M
23,"Maestretti, Nick",SO-2,Kansas,5.35m,"17' 6.5""",Big 12 Outdoor Track & Field Championships,2016-05-13,PV,M
29,"Montgomery, Michael",SR-4,Long Beach St.,5.33m,"17' 5.75""",Beach Pacific Coast,2016-04-14,PV,M
29,"Rouse, Conner",SR-4,Long Beach St.,5.33m,"17' 5.75""",Beach Pacific Coast,2016-04-14,PV,M
31,"David, Jake",SO-2,South Dakota,5.32m,"17' 5.5""",Howard Wood Dakota Relays,2016-05-07,PV,M
32,"Baudoin, Kyle",FR-1,UL-Lafayette,5.31m,"17' 5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
32,"Johnson, Brad",JR-3,Virginia Tech,5.31m,"17' 5""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
34,"Rowland, Matthew",JR-3,Akron,5.30m,"17' 4.5""",Mid-American Conference Championship,2016-05-12,PV,M
34,"Duvio, Dylan",JR-3,Stanford,5.30m,"17' 4.5""",Pac-12 Outdoor Track & Field Championships,2016-05-14,PV,M
34,"Tonnesen, Pau",SR-4,Arizona,5.30m,"17' 4.5""",Pac-12 Outdoor Track & Field Championships,2016-05-14,PV,M
37,"Wooten, Jacob",FR-1,Texas A&M,5.26m,"17' 3""",LSU Invitational,2016-04-30,PV,M
37,"Curley, Connor",SR-4,Indiana State,5.26m,"17' 3""",Pacesetter Sports Invitational,2016-04-23,PV,M
37,"Ziemek, Zach",SR-4,Wisconsin,5.26m,"17' 3""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,PV,M
37,"Alhizam, Hussain",FR-1,Kansas,5.26m,"17' 3""",Kansas Relays,2016-04-20,PV,M
37,"Lupton, Greg",SR-4,Kansas,5.26m,"17' 3""",Kansas Relays,2016-04-20,PV,M
42,"Oxley, Jesse",SR-4,Kent State,5.25m,"17' 2.75""",Akron - Cambell/Wright Open,2016-05-06,PV,M
42,"Johansson, Carl",SO-2,Texas A&M,5.25m,"17' 2.75""",Michael Johnson Classic,2016-04-23,PV,M
42,"Miller, Austin",SR-4,High Point,5.25m,"17' 2.75""",Big South Outdoor Track & Field Championships,2016-05-10,PV,M
42,"Uibo, Maicel",SR-4,Georgia,5.25m,"17' 2.75""",Bulldog Decathlon-Heptathlon,2016-04-06,PV,M
46,"Murphree , Daven",JR-3,Stephen F. Austin,5.23m,"17' 1.75""",SHSU Last Chance,2016-05-14,PV,M
47,"Cahoy, Steven",JR-3,Nebraska,5.22m,"17' 1.5""",2016 Nebraska Invitational,2016-05-07,PV,M
47,"Chapman, Peter",SR-4,South Dakota,5.22m,"17' 1.5""",USD Twilight,2016-04-19,PV,M
47,"Giliomee, Niel",SO-2,South Alabama,5.22m,"17' 1.5""",South Alabama Invitational,2016-04-14,PV,M
50,"Driver, Craig",SR-4,Nebraska,5.21m,"17' 1""",Texas Invitational,2016-04-16,PV,M
50,"Williams, Tanner",JR-3,Oklahoma,5.21m,"17' 1""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
50,"Meaders, Nicholas",FR-1,Texas,5.21m,"17' 1""",Longhorn Invitational,2016-05-07,PV,M
50,"Dial, Tommy",FR-1,Oral Roberts,5.21m,"17' 1""",Summit League Outdoor T&F Championships,2016-05-12,PV,M
50,"Wallenfang, Jake",JR-3,Wisconsin,5.21m,"17' 1""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,PV,M
50,"Gary, Noah",SO-2,Michigan State,5.21m,"17' 1""",2016 Louisville Invitational,2016-04-15,PV,M
50,"Porter, Tyler",SR-4,Tennessee,5.21m,"17' 1""",SEC Championships,2016-05-12,PV,M
57,"Bares, Lee",SO-2,Army West Point,5.20m,"17' 0.75""",Penn Challenge,2016-03-26,PV,M
57,"Kiles, August",SO-2,Princeton,5.20m,"17' 0.75""",USF Bulls Invitational,2016-03-17,PV,M
57,"Herrscher, Will",FR-1,Alabama,5.20m,"17' 0.75""",Alabama Relays,2016-03-17,PV,M
57,"Schuck, Nathan",JR-3,Southern Illinois,5.20m,"17' 0.75""",Alabama Relays,2016-03-17,PV,M
57,"Benavides, Paulo",FR-1,Kansas,5.20m,"17' 0.75""",37th Annual Sun Angel Classic,2016-04-08,PV,M
57,"Walsh, Jon",SR-4,Southern Illinois,5.20m,"17' 0.75""",2016 MVC Outdoor Track and Field Championships,2016-05-13,PV,M
57,"Miceli, Joe",JR-3,Binghamton,5.20m,"17' 0.75""",Princeton Outdoor Invite,2016-04-15,PV,M
57,"Bell, Sam",FR-1,Arkansas State,5.20m,"17' 0.75""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,PV,M
57,"Sodorff, Austin",SR-4,Washington St.,5.20m,"17' 0.75""",Mt. SAC Relays,2016-04-14,PV,M
57,"Still, Larry",FR-1,Eastern Washington,5.20m,"17' 0.75""",Big Sky Outdoor Track & Field Championships,2016-05-11,PV,M
57,"Arnold, Seth",SR-4,Texas State,5.20m,"17' 0.75""",Ricardo Romo Invitational,2016-03-24,PV,M
57,"Williams, Chris",SR-4,Washington,5.20m,"17' 0.75""",Mt. SAC Relays,2016-04-14,PV,M
57,"Sullivan, Matt",SR-4,Idaho,5.20m,"17' 0.75""",Big Sky Outdoor Track & Field Championships,2016-05-11,PV,M
57,"Heitt, Nathan",JR-3,Arizona State,5.20m,"17' 0.75""",37th Annual Sun Angel Classic,2016-04-08,PV,M
57,"Cooper, Xander",JR-3,Long Beach St.,5.20m,"17' 0.75""",Big West Outdoor Track & Field Championships,2016-05-13,PV,M
57,"Atkinson, Shane",SO-2,Fresno State,5.20m,"17' 0.75""",2016 Woody Wilson Classic (Collegiate),2016-04-16,PV,M
73,"Smith, Chase",FR-1,Washington,5.19m,"17' 0.25""",Ken Shannon Invitational,2016-04-30,PV,M
73,"Starkey, Garrett",JR-3,Stanford,5.19m,"17' 0.25""",Payton Jordan Invitational,2016-05-01,PV,M
75,"Simmons, Beau",SR-4,Nebraska,5.18m,"17' 0""",2016 Husker Spring Invitational,2016-04-09,PV,M
75,"Estala, Justin",JR-3,Oral Roberts,5.18m,"17' 0""",Oklahoma John Jacobs Invitational,2016-04-22,PV,M
75,"Peters, Chris",SR-4,Wichita State,5.18m,"17' 0""",Oklahoma John Jacobs Invitational,2016-04-22,PV,M
78,"Hidalgo, Matt",SR-4,Oregon,5.17m,"16' 11.5""",Oregon Twilight,2016-05-06,PV,M
79,"Steck, James",SO-2,Virginia Tech,5.16m,"16' 11""",Radford University Highlander Invitational,2016-04-29,PV,M
80,"Waters, Carson",SO-2,Liberty,5.15m,"16' 10.75""",Big South Outdoor Track & Field Championships,2016-05-10,PV,M
80,"Honka, Ondrej",SO-2,Rhode Island,5.15m,"16' 10.75""",Florida Relays,2016-03-31,PV,M
80,"Vegas, Austin",SR-4,North Carolina,5.15m,"16' 10.75""",Battle of the Blues,2016-04-01,PV,M
80,"Gilfillan, Noah",SO-2,Stephen F. Austin,5.15m,"16' 10.75""",2016 Skechers Carl Kight Invitational,2016-04-08,PV,M
80,"Curry, Parker",SO-2,UC Santa Barbara,5.15m,"16' 10.75""",2016 Oxy Invitational (College/University),2016-05-07,PV,M
85,"Gordon, Eric",SR-4,Eastern Illinois,5.13m,"16' 10""",EIU Panther Twilight,2016-05-06,PV,M
85,"Cosculluela, Max",JR-3,Dartmouth,5.13m,"16' 10""",Tufts Snowflake Classic,2016-04-02,PV,M
87,"Maness, Jiles",SR-4,Navy,5.11m,"16' 9.25""",San Diego Collegiate Challenge,2016-03-12,PV,M
87,"Gyllensten, Simon",SO-2,South Carolina,5.11m,"16' 9.25""",Spec Towns Invitational 2016,2016-04-08,PV,M
87,"Fenske, Jed",JR-3,Nebraska,5.11m,"16' 9.25""",Kansas Relays,2016-04-20,PV,M
87,"Supple, Zack",JR-3,Kansas State,5.11m,"16' 9.25""",Bruin Legends of T&F Invitational,2016-04-02,PV,M
87,"Scale, Reed",JR-3,UCLA,5.11m,"16' 9.25""",Bruin Legends of T&F Invitational,2016-04-02,PV,M
87,"Anderson, Dylan",SR-4,Indiana,5.11m,"16' 9.25""",2016 Louisville Invitational,2016-04-15,PV,M
87,"Thomas, Phillip",JR-3,Appalachian State,5.11m,"16' 9.25""",Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,PV,M
87,"Laut, Austin",FR-1,Yale,5.11m,"16' 9.25""",IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,PV,M
87,"Cobb, Coty",FR-1,Ohio State,5.11m,"16' 9.25""",Ashland Alumni Open,2016-04-29,PV,M
87,"Squibbs, Brett",JR-3,East Tenn. St.,5.11m,"16' 9.25""",2016 Southern Conference Outdoor T&F Championships,2016-05-12,PV,M
97,"Akins, David",SO-2,South Florida,5.10m,"16' 8.75""",USF Invitational,2016-03-11,PV,M
97,"Duckworth, Tim",SO-2,Kentucky,5.10m,"16' 8.75""",Virginia Challenge,2016-04-22,PV,M
97,"Wacker, Steven",JR-3,Idaho State,5.10m,"16' 8.75""",Utah Spring Classic,2016-04-08,PV,M
97,"Robinson, Colt",SR-4,Cincinnati,5.10m,"16' 8.75""",Miami Hurricane Twilight Invitational,2016-03-25,PV,M
1,"Kendricks, Sam",JR-3,Mississippi,5.70m,"18' 8.25""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
1,"Ross, Colton",SR-4,Stephen F. Austin,5.70m,"18' 8.25""",Longhorn Invitational,2014-05-03,PV,M
3,"Blankenship, Jake",SO-2,Tennessee,5.64m,"18' 6""",SEC Outdoor Championship,2014-05-15,PV,M
4,"Woepse, Michael",SR-4,UCLA,5.62m,"18' 5.25""",UCLA vs USC,2014-05-04,PV,M
5,"Barber, Shawn",SO-2,Akron,5.60m,"18' 4.5""",Longhorn Invitational,2014-05-03,PV,M
5,"Thoirs, Jax",SO-2,Washington,5.60m,"18' 4.5""",Ken Shannon Invitational,2014-05-09,PV,M
7,"Geraghty, Peter",SR-4,Eastern Illinois,5.56m,"18' 2.75""",EIU Tuesday Tweener,2014-04-22,PV,M
7,"Wolfle, Chase",SO-2,Texas A&M,5.56m,"18' 2.75""",SEC Outdoor Championship,2014-05-15,PV,M
9,"Pujats, Pauls",JR-3,Memphis,5.54m,"18' 2""",Memphis Invitational,2014-03-29,PV,M
10,"Siegmeier, Zach",SR-4,Minnesota,5.51m,"18' 1""",Musco Invitational,2014-05-03,PV,M
10,"Watson, Reese",SO-2,Texas,5.51m,"18' 1""",Texas Invitational,2014-04-12,PV,M
12,"Bowen, Casey",JR-3,Kansas,5.50m,"18' 0.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
12,"Irwin, Andrew",JR-3,Arkansas,5.50m,"18' 0.5""",2014 Drake Relays presented by Hy-Vee,2014-04-23,PV,M
12,"Pillow, Chris",JR-3,Rice,5.50m,"18' 0.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
12,"Viken, Michael",SR-4,Eastern Illinois,5.50m,"18' 0.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
16,"Munz, Stephan",SR-4,Virginia Tech,5.45m,"17' 10.5""",ACC Outdoor Track & Field Championships,2014-04-17,PV,M
17,"Dangel, Josh",SR-4,Cincinnati,5.44m,"17' 10.25""",All-Ohio Track & Field Champs,2014-04-12,PV,M
17,"Wait, Kyle",SR-4,Kansas State,5.44m,"17' 10.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,PV,M
19,"Laidig, Torben",FR-1,Virginia Tech,5.42m,"17' 9.25""",Hokie Twilight,2014-05-18,PV,M
20,"Kirillov, Nikita",JR-3,Georgia Tech,5.41m,"17' 9""",Georgia Spec Towns National Team Invitational,2014-04-11,PV,M
21,"Hinch, Derick",SR-4,Arizona State,5.40m,"17' 8.5""",Mt. SAC Relays,2014-04-17,PV,M
21,"Cahoy, Steven",FR-1,Nebraska,5.40m,"17' 8.5""",2014 Drake Relays presented by Hy-Vee,2014-04-23,PV,M
23,"Crenshaw, Austin",SR-4,Memphis,5.38m,"17' 7.75""",The American Outdoor Track & Field Championships,2014-05-02,PV,M
24,"Sullivan, Matt",JR-3,Idaho,5.37m,"17' 7.25""",Western Athletic Conference Outdoor Championships,2014-05-14,PV,M
25,"Uhle, Joey",JR-3,Air Force,5.35m,"17' 6.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
25,"Babits, Max",SR-4,Eastern Michigan,5.35m,"17' 6.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
25,"Duvio, Dylan",FR-1,Stanford,5.35m,"17' 6.5""",Longhorn Invitational,2014-05-03,PV,M
25,"Bell, Dylan",SO-2,Air Force,5.35m,"17' 6.5""",Air Force Relays,2014-04-03,PV,M
25,"Meyers, Kyal",SR-4,Texas Tech,5.35m,"17' 6.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
25,"Cato, Japheth",SR-4,Wisconsin,5.35m,"17' 6.5""",Mt. SAC Relays,2014-04-17,PV,M
25,"Lupton, Greg",JR-3,Kansas,5.35m,"17' 6.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
32,"Arnold, Seth",JR-3,Texas State,5.32m,"17' 5.5""",Roadrunners Invitational,2014-05-02,PV,M
32,"Brannon, Chase",SR-4,Tennessee,5.32m,"17' 5.5""",University of Tennessee Challenge,2014-05-03,PV,M
34,"Reed, Taylor",SR-4,UTSA,5.31m,"17' 5""",Texas Invitational,2014-04-12,PV,M
34,"Meyer, Cameron",JR-3,Stephen F. Austin,5.31m,"17' 5""",Texas Invitational,2014-04-12,PV,M
36,"Hunter, Craig",FR-1,Connecticut,5.30m,"17' 4.5""",NEICAAA Outdoor Track & Field Championships,2014-05-08,PV,M
36,"Volz, Drew",JR-3,Indiana,5.30m,"17' 4.5""",2014 Billy Hayes Invitational,2014-05-03,PV,M
36,"Sanderfer, Christian",SO-2,Nebraska,5.30m,"17' 4.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,PV,M
36,"Juilfs, JJ",JR-3,Washington,5.30m,"17' 4.5""",Pac-12 Outdoor Track and Field Championships,2014-05-17,PV,M
36,"Roach, Peter",SR-4,Cornell,5.30m,"17' 4.5""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,PV,M
36,"Klein, Cody",SR-4,Illinois,5.30m,"17' 4.5""",Kentucky Relays (College Division),2014-04-19,PV,M
36,"Lazas, Kevin",SR-4,Arkansas,5.30m,"17' 4.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
43,"Oxley, Jesse",SO-2,Kent State,5.28m,"17' 3.75""",Ohio Open,2014-05-02,PV,M
43,"Meyer, Nick",FR-1,Kansas,5.28m,"17' 3.75""",LSU Battle on the Bayou,2014-04-05,PV,M
45,"Thompson, Kyle",SO-2,Texas Tech,5.25m,"17' 2.75""",TTU Red Raider Open,2014-05-03,PV,M
45,"Webber, Keith",SR-4,Montana,5.25m,"17' 2.75""",Cat - Griz Outdoor Dual Meet,2014-04-26,PV,M
47,"McCune, Alex",JR-3,Akron,5.24m,"17' 2.25""",All-Ohio Track & Field Champs,2014-04-12,PV,M
48,"Johnson, Jesse",FR-1,Wisconsin,5.22m,"17' 1.5""",Tom Botts Invitational,2014-05-03,PV,M
48,"Vani, Michael",SR-4,UL-Lafayette,5.22m,"17' 1.5""",USA Invitational,2014-04-11,PV,M
50,"Rogers, Cort",SR-4,Air Force,5.21m,"17' 1""",Mountain West Outdoor Track & Field Championships,2014-05-14,PV,M
50,"Uhle, Chris",JR-3,Virginia Tech,5.21m,"17' 1""",Roanoke/Virginia Tech Twilight Qualifier,2014-05-08,PV,M
50,"Bishop, Alex",SR-4,Kansas,5.21m,"17' 1""",Kansas Relays,2014-04-16,PV,M
50,"Murphree , Daven",FR-1,Stephen F. Austin,5.21m,"17' 1""",Texas Invitational,2014-04-12,PV,M
50,"Driver, Craig",JR-3,Nebraska,5.21m,"17' 1""",Kansas Relays,2014-04-16,PV,M
50,"Estala, Justin",FR-1,Oral Roberts,5.21m,"17' 1""",Kansas Relays,2014-04-16,PV,M
50,"Zupeuc, Daniel",FR-1,Grand Canyon,5.21m,"17' 1""",adidas/Steve Scott Invit. (college),2014-05-02,PV,M
50,"Sisserson, Grant",FR-1,Cornell,5.21m,"17' 1""",Penn Relays,2014-04-24,PV,M
58,"Smith, Connor",SR-4,South Alabama,5.20m,"17' 0.75""",War Eagle 2014,2014-04-18,PV,M
58,"Mahnke, Michael",SR-4,Houston,5.20m,"17' 0.75""",Mt. SAC Relays,2014-04-17,PV,M
58,"Rouse, Conner",SO-2,Long Beach St.,5.20m,"17' 0.75""",Big West Outdoor Track and Field Championship,2014-05-16,PV,M
58,"Moushey, Charles",FR-1,Kentucky,5.20m,"17' 0.75""",Kentucky Relays (College Division),2014-04-19,PV,M
58,"Strawderman, James",JR-3,Rhode Island,5.20m,"17' 0.75""",Brown Springtime Open,2014-04-27,PV,M
58,"Johnson, Jaora",SR-4,LSU,5.20m,"17' 0.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
58,"Duplantis, Andreas",JR-3,LSU,5.20m,"17' 0.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
58,"Roberson, Jay",FR-1,Sam Houston St.,5.20m,"17' 0.75""",Southland Conference Track & Field Championship,2014-05-09,PV,M
58,"Squibbs, Brett",FR-1,East Tenn. St.,5.20m,"17' 0.75""",War Eagle 2014,2014-04-18,PV,M
58,"Canfield, Tim",JR-3,Michigan State,5.20m,"17' 0.75""",Big Ten Outdoor Track & Field Championships,2014-05-16,PV,M
58,"Hidalgo, Matt",SO-2,Oregon,5.20m,"17' 0.75""",Oregon Relays,2014-04-17,PV,M
58,"Maness, Jiles",SO-2,Navy,5.20m,"17' 0.75""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,PV,M
58,"Wicker, Casey",JR-3,Texas,5.20m,"17' 0.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,PV,M
58,"Favor, Everette",SO-2,Oklahoma,5.20m,"17' 0.75""",John Jacobs Invitational,2014-04-18,PV,M
58,"Hierholzer, Brandon",SR-4,Long Beach St.,5.20m,"17' 0.75""",Big West Outdoor Track and Field Championship,2014-05-16,PV,M
58,"Uibo, Maicel",SO-2,Georgia,5.20m,"17' 0.75""",SEC Outdoor Championship,2014-05-15,PV,M
74,"Padalecki, Kyle",SO-2,Texas Tech,5.19m,"17' 0.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,PV,M
74,"Brady, Tommy",JR-3,Kansas State,5.19m,"17' 0.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,PV,M
74,"Ferrell, Byron",JR-3,Indiana State,5.19m,"17' 0.25""",EIU Last Chance Twilight,2014-05-09,PV,M
74,"Callihan, Tanner",SO-2,Oklahoma,5.19m,"17' 0.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,PV,M
78,"Maestretti, Nick",SO-2,Kansas,5.18m,"17' 0""",35th Sun Angel Track Classic,2014-04-11,PV,M
78,"Clark, Cirron",FR-1,Illinois State,5.18m,"17' 0""",2014 MVC Outdoor Track & Field Championships,2014-05-16,PV,M
80,"Ballew, Kyle",SR-4,South Dakota,5.17m,"16' 11.5""",Summit League Outdoor Track & Field Championships,2014-05-15,PV,M
81,"Mikkelsen, Adam",FR-1,BYU,5.16m,"16' 11""",USU Mark Faldmo Invitational,2014-04-18,PV,M
82,"Bragg, Adam",SO-2,Princeton,5.15m,"16' 10.75""",Princeton Elite Meet (college),2014-05-02,PV,M
82,"Amezquita, Justin",SR-4,Duke,5.15m,"16' 10.75""",ACC Outdoor Track & Field Championships,2014-04-17,PV,M
82,"Pearson, Ethan",JR-3,Wichita State,5.15m,"16' 10.75""",Ward Haylett Invitational,2014-05-03,PV,M
82,"Allison, Jared",FR-1,Virginia Tech,5.15m,"16' 10.75""",ACC Outdoor Track & Field Championships,2014-04-17,PV,M
86,"Rowland, Matthew",FR-1,Akron,5.14m,"16' 10.25""",All-Ohio Track & Field Champs,2014-04-12,PV,M
87,"Simmons, Beau",SO-2,Nebraska,5.13m,"16' 10""",Nebraska Quad,2014-04-12,PV,M
87,"Johnson, Brad",FR-1,Virginia Tech,5.13m,"16' 10""",Hokie Twilight,2014-05-18,PV,M
87,"Galardy, Blaze",SO-2,Illinois,5.13m,"16' 10""",Illinois Twilight,2014-04-12,PV,M
90,"Grieder, Isaac",JR-3,UL-Monroe,5.12m,"16' 9.5""",Jim Mize Invitational,2014-03-22,PV,M
91,"Pflibsen, Logan",JR-3,New Mexico,5.11m,"16' 9.25""",Mountain West Outdoor Track & Field Championships,2014-05-14,PV,M
92,"Wyckoff, Chris",SR-4,Rutgers,5.10m,"16' 8.75""",Georgia Spec Towns National Team Invitational,2014-04-11,PV,M
92,"Borton, Tyler",SR-4,Ohio State,5.10m,"16' 8.75""",Georgia Spec Towns National Team Invitational,2014-04-11,PV,M
92,"Light, Shawn",SR-4,Akron,5.10m,"16' 8.75""",Mt. SAC Relays,2014-04-17,PV,M
92,"Jensen, Michael",FR-1,Kentucky,5.10m,"16' 8.75""",2014 Billy Hayes Invitational,2014-05-03,PV,M
92,"Ehrhardt, Tim",FR-1,Michigan State,5.10m,"16' 8.75""",Dave Rankin Invite,2014-05-02,PV,M
92,"Ebbets, Caleb",JR-3,Georgia,5.10m,"16' 8.75""",Georgia Spec Towns National Team Invitational,2014-04-11,PV,M
92,"Hiett, Nathan",FR-1,Albany,5.10m,"16' 8.75""",America East Outdoor Track & Field Championships,2014-05-03,PV,M
92,"Stearns, Nick",JR-3,Eastern Washington,5.10m,"16' 8.75""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,PV,M
92,"Bilka, Dylan",JR-3,Penn State,5.10m,"16' 8.75""",Big Ten Outdoor Track & Field Championships,2014-05-16,PV,M
1,"Barber, Shawn",JR-3,Akron,5.91m,"19' 4.75""",Longhorn Invitational,2015-05-02,PV,M
2,"Blankenship, Jake",JR-3,Tennessee,5.80m,"19' 0.25""",2015 Clyde Littlefield Texas Relays,2015-03-25,PV,M
3,"Valles, Adrian",FR-1,Cincinnati,5.65m,"18' 6.5""",The American Outdoor Track & Field Championships,2015-05-14,PV,M
3,"Thoirs, Jax",JR-3,Washington,5.65m,"18' 6.5""",Pac-12 Track & Field Championships,2015-05-15,PV,M
3,"Irwin, Andrew",SR-4,Arkansas,5.65m,"18' 6.5""",John McDonnell Invitational,2015-04-10,PV,M
