,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
51,"Smith, Kwadarrius",SR-4,Akron,10.29,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,2.2,100,M
55,"Walker, Jullane",SO-2,Kansas State,10.30,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.7,100,M
55,"McConico, Kwantreyl",JR-3,Tennessee,10.30,Mt. SAC Relays,2018-04-19,1.2,100,M
55,"Johnson, Josiah",JR-3,Citadel,10.30,Southern Conference Outdoor Track & Field Championships,2018-05-10,2.9,100,M
55,"Montgomery, Hakim",JR-3,Troy,10.30,Sun Belt Outdoor Track and Field Championships,2018-05-11,3.6,100,M
55,"Carson, Cra'Vorkian",SR-4,Southern Miss.,10.30,2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.8,100,M
60,"Flournoy, Jaron",JR-3,LSU,10.32,LSU Invitational,2018-04-28,1.9,100,M
60,"DeMoss, Davon",JR-3,Memphis,10.32,The American Outdoor Track & Field Championships,2018-05-11,0.2,100,M
60,"Haraway, Darryl",JR-3,Florida State,10.32,National Relay Championships,2018-04-27,1.1,100,M
60,"Smith, Xavier",SR-4,Penn State,10.32,Big Ten Championships,2018-05-11,0.4,100,M
60,"Thomas, Joel",SR-4,N. Carolina A&T,10.32,MEAC Outdoor Track & Field Championships,2018-05-03,1.2,100,M
60,"Smith, Tyler",JR-3,McNeese State,10.32,McNeese State Last Chance,2018-05-12,3.2,100,M
66,"Haynes, Deontre",JR-3,UT-Arlington,10.33,Sun Belt Outdoor Track and Field Championships,2018-05-11,3.3,100,M
66,"Comick, Jace",SO-2,Texas A&M,10.33,SEC Outdoor Track and Field Championships,2018-05-11,1.1,100,M
66,"Sheffield, Joseph",FR-1,Oklahoma,10.33,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.3,100,M
66,"Elam, Alex",JR-3,South Alabama,10.33,2018 South Alabama Invintational,2018-04-06,2.7,100,M
66,"St Hillaire, Dwight",FR-1,Kentucky,10.33,Tennessee Relays,2018-04-12,1.6,100,M
66,"Conwell, Terryon",FR-1,Miss State,10.33,Mississippi State Bulldog Relays,2018-03-23,0.5,100,M
72,"Cole, Clinton",JR-3,Incarnate Word,10.34,Texas State Bobcat Classic,2018-04-27,3.0,100,M
72,"Robinson, Bralon",SO-2,Alcorn State,10.34,SWAC Outdoor Track and Field Championship,2018-05-04,1.5,100,M
72,"Valentine, Myles",JR-3,Miami,10.34,Miami Hurricane Alumni Invitational,2018-04-06,3.5,100,M
72,"Howell, Renard",SR-4,LSU,10.34,Miami Hurricane Collegiate Invitational,2018-04-14,1.5,100,M
72,"Brown, Clark",SO-2,BYU,10.34,Oregon Pepsi Invitational,2018-04-07,3.8,100,M
72,"Green, DeTorrian",SR-4,Alabama A&M,10.34,SWAC Outdoor Track and Field Championship,2018-05-04,1.5,100,M
72,"Mosby, Correion",JR-3,LSU,10.34,Miami Hurricane Collegiate Invitational,2018-04-14,1.5,100,M
72,"Woodard, Antonio",SO-2,Iowa,10.34,2018 Drake Relays presented by Hy-Vee,2018-04-25,2.6,100,M
72,"Parmley, Tristan",SR-4,Indiana State,10.34,2018 MVC Outdoor Track & Field Championships,2018-05-11,2.1,100,M
81,"Ford, Alize",SO-2,Alabama,10.35,Crimson Tide Invitational,2018-04-06,2.4,100,M
81,"Kowalchuk, Karson",SO-2,Miss State,10.35,Crimson Tide Invitational,2018-04-06,2.4,100,M
81,"Webb, Myles",FR-1,Oregon,10.35,2018 Pac-12 Track & Field Championships,2018-05-12,2.7,100,M
81,"Turner, Roman",FR-1,Texas Southern,10.35,SWAC Outdoor Track and Field Championship,2018-05-04,1.5,100,M
81,"James, Tre",SO-2,Southern Utah,10.35@,2018 BYU Robison Invitational,2018-04-26,3.2,100,M
86,"Johnson, Tyler",FR-1,Eastern Michigan,10.36,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,2.2,100,M
87,"Dorsey, Fred",SR-4,Kentucky,10.37,SEC Outdoor Track and Field Championships,2018-05-11,0.9,100,M
87,"Devonish, Anderson",SR-4,Illinois State,10.37,2018 MVC Outdoor Track & Field Championships,2018-05-11,2.1,100,M
87,"Moffett, Malik",SR-4,Penn State,10.37,Big Ten Championships,2018-05-11,0.5,100,M
87,"Piper, Aaron",SR-4,Stephen F. Austin,10.37,Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.0,100,M
87,"Bolden, Cameron",SO-2,Kennesaw State,10.37,ASUN Outdoor Track & Field Championships,2018-05-11,0.8,100,M
87,"Taylor, Isaiah",JR-3,Miami,10.37,Miami Hurricane Alumni Invitational,2018-04-06,1.7,100,M
93,"Wilson, Malik",SR-4,Baylor,10.38,Roadrunner Invitational,2018-03-22,1.4,100,M
93,"Matiyenga, Tinotenda",FR-1,TCU,10.38,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.7,100,M
93,"Spike, Norris",JR-3,Alabama State,10.38,SWAC Outdoor Track and Field Championship,2018-05-04,2.8,100,M
96,"McBride, Isaiah",JR-3,UT-Arlington,10.39,Sun Belt Outdoor Track and Field Championships,2018-05-11,3.3,100,M
96,"Harris, Lawrence",SR-4,Virginia Tech,10.39,Liberty Twilight Qualifier,2018-05-02,1.9,100,M
96,"Wilson, O'Shea",SR-4,Iowa,10.39,2018 Drake Relays presented by Hy-Vee,2018-04-25,3.0,100,M
96,"Flynn, Justin",SR-4,Boston U.,10.39,Patriot League Outdoor Track & Field Championships,2018-05-04,3.9,100,M
96,"Richard, Tyrell",JR-3,South Carolina St.,10.39,USC Open,2018-04-21,2.9,100,M
1,"Walker, Justin",SR-4,Northwestern St.,9.95,Southland Conference Track & Field Championship,2014-05-09,2.5,100,M
2,"Bromell, Trayvon",FR-1,Baylor,10.01,2014 Clyde Littlefield Texas Relays,2014-03-26,1.5,100,M
2,"Batson, Diondre",SR-4,Alabama,10.01,Alabama vs. Mississippi Border Clash,2014-04-11,2.3,100,M
4,"Locke, Dentarius",SR-4,Florida State,10.06,FSU Twilight,2014-05-09,1.2,100,M
5,"Vaughn, Clayton",JR-3,Texas-Arlington,10.08,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.1,100,M
6,"Martin, Benjamin",JR-3,Troy,10.11,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.9,100,M
7,"Givans, Senoj-Jay",FR-1,Texas,10.13@,Big 12 Outdoor Track and Field Championships,2014-05-16,0.1,100,M
8,"Teeters, John",SO-2,Oklahoma State,10.14,Mt. SAC Relays,2014-04-17,1.9,100,M
9,"Lewis, Reggie",JR-3,Clemson,10.15,2014 Clyde Littlefield Texas Relays,2014-03-26,1.5,100,M
9,"Robinson, Bryce",SO-2,Tulsa,10.15,John McDonnell Invitational,2014-04-11,3.9,100,M
11,"Brown, Aaron",SR-4,USC,10.16,Mt. SAC Relays,2014-04-17,0.0,100,M
11,"Jenkins, Devin",SO-2,Southern,10.16,Georgia Tech Invitational,2014-05-16,1.0,100,M
11,"Hester, Tevin",SO-2,Clemson,10.16,2014 Clyde Littlefield Texas Relays,2014-03-26,1.5,100,M
14,"Ernest, Aaron",JR-3,LSU,10.17,SEC Outdoor Championship,2014-05-15,2.1,100,M
15,"Hart, Shavez",JR-3,Texas A&M,10.18,35th Sun Angel Track Classic,2014-04-11,0.0,100,M
16,"Walker, Everett",SR-4,Baylor,10.19,Longhorn Invitational,2014-05-03,3.0,100,M
16,"Hardy, Jr., Prezel",SR-4,Texas A&M,10.19,2014 Clyde Littlefield Texas Relays,2014-03-26,2.3,100,M
16,"Bowens, Nic",JR-3,Utah State,10.19@,Mountain West Outdoor Track & Field Championships,2014-05-14,2.8,100,M
19,"Smith, Johnathan",SR-4,Georgia,10.20,Georgia Spec Towns National Team Invitational,2014-04-11,0.2,100,M
19,"Wright, Antwan",SO-2,Florida,10.20,2014 Clyde Littlefield Texas Relays,2014-03-26,1.5,100,M
19,"Haynes, Akeem",SR-4,Alabama,10.20,Alabama vs. Mississippi Border Clash,2014-04-11,2.3,100,M
19,"Acy, Tremayne",FR-1,LSU,10.20,LSU Battle on the Bayou,2014-04-05,3.0,100,M
19,"Whitfield, Justin",SR-4,Arkansas State,10.20,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.6,100,M
24,"Gordon, Wayne",SO-2,Kent State,10.22,Northeast Ohio Invitational,2014-04-04,3.3,100,M
25,"Miller, Jalen",FR-1,Mississippi,10.24,2014 Red Wolf Open,2014-04-26,1.6,100,M
25,"Dukes, Dedric",JR-3,Florida,10.24,SEC Outdoor Championship,2014-05-15,2.1,100,M
25,"Mackey, Trevor",JR-3,Texas Tech,10.24@,TTU Red Raider Open,2014-05-03,1.0,100,M
28,"Mostert, Raheem",JR-3,Purdue,10.25,USC TroJan Invitational,2014-03-22,2.9,100,M
28,"Lee, BeeJay",JR-3,USC,10.25,UCLA vs USC,2014-05-04,-0.7,100,M
28,"Butler, Quentin",JR-3,Texas-Arlington,10.25,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.9,100,M
28,"Burrell, Cameron",FR-1,Houston,10.25,Mt. SAC Relays,2014-04-17,2.5,100,M
28,"Dasor, Emmanuel",FR-1,Western Kentucky,10.25,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.6,100,M
33,"Listenbee, Kolby",FR-1,TCU,10.26@,Big 12 Outdoor Track and Field Championships,2014-05-16,1.0,100,M
33,"Sanders, Alex",SR-4,Alabama,10.26,Mt. SAC Relays,2014-04-17,2.5,100,M
35,"Nkanata, Carvin",SR-4,Pittsburgh,10.28,Tennessee Relays,2014-04-10,2.6,100,M
35,"Snoddy, Broderick",SO-2,Georgia Tech,10.28,Georgia Tech Yellow Jacket Invitational,2014-03-28,2.0,100,M
35,"Wesh, Darrell",SR-4,Virginia Tech,10.28,Hokie Twilight,2014-05-18,1.8,100,M
38,"Baker, Ronnie",SO-2,TCU,10.29,2014 Drake Relays presented by Hy-Vee,2014-04-23,1.0,100,M
38,"Rodney, Brendon",JR-3,LIU Brooklyn,10.29,Northeast Conference Championship,2014-05-03,0.4,100,M
38,"Stryganek, Brandon",JR-3,Illinois,10.29,Illinois Twilight,2014-04-12,2.8,100,M
41,"Allsop, Shermund",SR-4,LSU,10.30,LSU Battle on the Bayou,2014-04-05,3.0,100,M
41,"Royster, Chris",SR-4,South Carolina,10.30,USC Weems Baskin Invitational,2014-03-28,0.8,100,M
43,"Milus, Ryan",SR-4,Arizona State,10.31,2014 Double Dual Meet UA/ASU/NAU,2014-05-03,0.0,100,M
43,"Jackson, Mark",SR-4,UTEP,10.31,Conference USA Outdoor Track & Field Championships,2014-05-15,2.2,100,M
45,"Greene, Cejhae",FR-1,Florida State,10.32,FSU Twilight,2014-05-09,1.2,100,M
46,"Cowan, Kameron",JR-3,Grambling,10.33,Pelican Relays 2014 (College),2014-04-04,0.1,100,M
46,"Lawrence, Desmond",SR-4,N. Carolina A&T,10.33,Penn Relays,2014-04-24,0.5,100,M
48,"Farquarshon, Johnathan",JR-3,Abilene Christian,10.34,ACU Wes Kittley Invitational,2014-04-12,2.8,100,M
48,"Blocker, Tom",SR-4,California,10.34,Mt. SAC Relays,2014-04-17,2.5,100,M
48,"Roy, Darius",FR-1,New Orleans,10.34,Southland Conference Track & Field Championship,2014-05-09,2.5,100,M
48,"Granger, Michael",SR-4,Mississippi,10.34,Alabama vs. Mississippi Border Clash,2014-04-11,2.3,100,M
48,"Reese, Riak",FR-1,Kent State,10.34,Northeast Ohio Invitational,2014-04-04,3.3,100,M
53,"Richardson, Dennis",SR-4,Louisiana Tech,10.35,LSU Alumni Gold,2014-04-19,1.7,100,M
54,"Hadnot, Trey",SR-4,Louisiana Tech,10.36,Bobcat Classic,2014-04-25,3.3,100,M
54,"Long, Dennison",SR-4,UMBC,10.36,Florida Relays,2014-04-03,0.9,100,M
54,"Pinder, Tadashi",SO-2,Virginia Tech,10.36,ACC Outdoor Track & Field Championships,2014-04-17,1.0,100,M
54,"Harris, Jatarius",SR-4,Mississippi Valley,10.36,WKU Hilltopper Relays,2014-04-11,2.5,100,M
54,"Johnson, Marcus",JR-3,UC Davis,10.36,Big West Outdoor Track and Field Championship,2014-05-16,2.4,100,M
54,"Bailey, Elvyonn",SR-4,Western Kentucky,10.36,WKU Hilltopper Relays,2014-04-11,2.5,100,M
60,"Collins, Leshon",SO-2,Houston,10.37,2014 Clyde Littlefield Texas Relays,2014-03-26,2.3,100,M
60,"Spann, Devan",JR-3,Arizona State,10.37,2014 Baldy Castillo Invitational,2014-03-21,1.5,100,M
62,"Emery, Evan",SR-4,High Point,10.38,Virginia Challenge,2014-05-09,0.8,100,M
62,"Jackson, Raymond",SR-4,Arkansas State,10.38,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.9,100,M
62,"Rodriguez, Carlos",SR-4,Kansas State,10.38,2014 Jim Click Shootout,2014-04-12,2.3,100,M
62,"Campbell, Khristian",JR-3,Florida Int'l,10.38,3rd Annual South Florida Multi-Cultrual Games,2014-04-28,3.6,100,M
62,"Brock, Keenan",SR-4,Auburn,10.38,2014 Clyde Littlefield Texas Relays,2014-03-26,1.1,100,M
67,"Hatton, Raymond",SR-4,Texas State,10.39,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.1,100,M
67,"Hicks, Jermey",FR-1,Louisiana Tech,10.39,LSU Alumni Gold,2014-04-19,1.7,100,M
67,"Williams, Darryl",SR-4,N. Carolina A&T,10.39,Aggie Last Chance,2014-05-11,1.0,100,M
70,"Murray, Shaun",SR-4,Southern Utah,10.40@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,2.9,100,M
70,"Daniels, Brandon",SR-4,SE Louisiana,10.40,Southland Conference Track & Field Championship,2014-05-09,2.5,100,M
70,"Wright, Jarrick",SR-4,Sam Houston St.,10.40,ACU Wes Kittley Invitational,2014-04-12,2.8,100,M
70,"Johnson, DeMario",SR-4,Kansas,10.40@,Big 12 Outdoor Track and Field Championships,2014-05-16,1.0,100,M
70,"Kee, Kendall",SO-2,South Carolina,10.40,Florida Relays,2014-04-03,0.6,100,M
75,"Higgs, Alfred",SR-4,South Florida,10.41,USF Collegiate,2014-04-03,0.0,100,M
75,"Smith, Teray",FR-1,Auburn,10.41,SEC Outdoor Championship,2014-05-15,2.1,100,M
75,"Jordan, Jamison",SR-4,Cal Poly,10.41,Big West Outdoor Track and Field Championship,2014-05-16,2.4,100,M
75,"Woodson, Markesh",SO-2,Missouri,10.41,Tom Botts Invitational,2014-05-03,1.4,100,M
75,"Jenkins, Justin",SO-2,Sam Houston St.,10.41,Southland Conference Track & Field Championship,2014-05-09,2.5,100,M
75,"Parker, Lance",SR-4,Grand Canyon,10.41@,Western Athletic Conference Outdoor Championships,2014-05-14,1.4,100,M
81,"Pimentel, Silas",SR-4,Utah State,10.42,Brutus Hamilton Challenge,2014-04-26,0.7,100,M
81,"Lewis, Miles",SR-4,Buffalo,10.42,Florida Relays,2014-04-03,0.9,100,M
81,"Carnes, Brandon",FR-1,Northern Iowa,10.42,Musco Invitational,2014-05-03,1.1,100,M
81,"Herbert, Antonio",SR-4,SE Louisiana,10.42,Southland Conference Track & Field Championship,2014-05-09,2.5,100,M
81,"Thompson, Tim",SR-4,Nebraska,10.42,Kansas Relays,2014-04-16,4.0,100,M
81,"McBride, Andre",SO-2,Washington St.,10.42,2014 Jim Click Shootout,2014-04-12,2.3,100,M
81,"Smith, Shawn",SR-4,Kansas,10.42,Kansas Relays,2014-04-16,4.0,100,M
81,"Mitchell, Kristen",SR-4,Sam Houston St.,10.42,ACU Wes Kittley Invitational,2014-04-12,2.8,100,M
81,"Mitchell-Blake, Nethaneel",SO-2,LSU,10.42,LSU Invitational,2014-05-03,1.7,100,M
81,"Henderson, Jerome",SO-2,Tennessee St.,10.42,2014 OVC Outdoor T&F Championships,2014-05-02,1.2,100,M
81,"Sena, Kaio",SR-4,UC Davis,10.42,Causeway Classic,2014-05-02,0.9,100,M
92,"Bluth, Parker",SO-2,Utah State,10.43,Idaho-Utah Border Clash,2014-05-02,0.4,100,M
92,"Hamilton, Kenshard",SO-2,Savannah State,10.43,MEAC Outdoor Track & Field Championships,2014-05-01,3.3,100,M
92,"Johnson, Kaleel",SR-4,Eastern Illinois,10.43,EIU Last Chance Twilight,2014-05-09,1.4,100,M
92,"Gotch, Jarvis",JR-3,Louisiana Tech,10.43,Bobcat Classic,2014-04-25,3.3,100,M
92,"Cabrera, Angelo",JR-3,Bethune-Cookman,10.43,North Florida Invitational,2014-04-26,1.8,100,M
92,"Moore, Kailo",FR-1,Mississippi,10.43,Alabama vs. Mississippi Border Clash,2014-04-11,0.4,100,M
92,"Graham, Jr, Hugh",JR-3,Florida,10.43,UF Tom Jones Memorial,2014-04-19,0.3,100,M
99,"Bryan, Michael",SR-4,Texas A&M,10.44,2014 Clyde Littlefield Texas Relays,2014-03-26,0.9,100,M
99,"Strickland, Cornelius",SO-2,Indiana,10.44,Border Battle,2014-04-12,2.4,100,M
1,"Oduduru, Divine",JR-3,Texas Tech,9.94,Michael Johnson Invitational,2019-04-19,0.8,100,M
2,"Burke, Mario",SR-4,Houston,9.95,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
3,"Gillespie, Cravon",SR-4,Oregon,9.97,2019 Pac-12 Track & Field Championships,2019-05-04,0.2,100,M
4,"Sani Brown, Hakim",SO-2,Florida,9.99,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
5,"Ekevwo, Raymond",JR-3,Florida,10.02,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
6,"Kemp, Demek",SR-4,South Carolina St.,10.03,Gamecock Invitational Outdoor,2019-04-13,1.2,100,M
7,"Rowe, Rodney",SR-4,N. Carolina A&T,10.05,MEAC Outdoor Track & Field Championships,2019-05-02,1.2,100,M
7,"DeMoss, Davon",SR-4,Memphis,10.05,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
9,"Quinn, Devin",SR-4,Illinois,10.06,Ole Miss Classic,2019-03-30,3.1,100,M
9,"Ewers, Andre",SR-4,Florida State,10.06,ACC Championships,2019-05-09,0.8,100,M
11,"Vincent, Kary",SO-2,LSU,10.07,LSU Invitational,2019-04-27,2.6,100,M
12,"Williams, Mustaqeem",SR-4,Tennessee,10.08,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
13,"Chambers, Raheem",JR-3,Miami (Fla.),10.09,ACC Championships,2019-05-09,1.5,100,M
13,"Amoah, Joseph",JR-3,Coppin State,10.09,MEAC Outdoor Track & Field Championships,2019-05-02,2.9,100,M
15,"Larkins, Micah",SR-4,Northwestern St.,10.10,LSU Alumni Gold,2019-04-20,2.8,100,M
16,"Walter, Keitavious",SR-4,Alabama,10.11,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
17,"Flournoy, Jaron",SR-4,LSU,10.12,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
18,"Hudson, Andrew",SR-4,Texas Tech,10.13,Michael Johnson Invitational,2019-04-19,0.8,100,M
18,"West, McKinely",SR-4,Southern Miss.,10.13,LSU Alumni Gold,2019-04-20,2.8,100,M
20,"Gray, Nick",SR-4,Ohio State,10.15,Big Ten Championships,2019-05-10,1.5,100,M
21,"Taylor, Brandon",SO-2,Houston,10.16,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
22,"Charleston, Cravont",JR-3,North Carolina St.,10.17,UF Tom Jones Memorial,2019-04-26,2.2,100,M
22,"Martin, Jo'vaughn",FR-1,Sam Houston St.,10.17,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.9,100,M
22,"Ware, Terence",JR-3,Houston,10.17,Drake Relays presented by Hy-Vee,2019-04-24,2.8,100,M
25,"Hislop, Akanni",JR-3,LSU,10.19,LSU Invitational,2019-04-27,2.6,100,M
25,"Colebrooke, Samson",JR-3,Purdue,10.19,Jim Click Shootout,2019-04-06,0.8,100,M
27,"Williams, Waseem",JR-3,Purdue,10.20,Louisville Invitational,2019-04-12,2.2,100,M
27,"Jefferson, Chris",SR-4,Sam Houston St.,10.20,Southland Conference Outdoor Track and Field Championship,2019-05-03,0.6,100,M
29,"Rincher, Bryand",FR-1,Florida State,10.21,ACC Championships,2019-05-09,2.3,100,M
29,"Schwartz, Anthony",FR-1,Auburn,10.21,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
29,"Willis, Maxwell",JR-3,Baylor,10.21,Michael Johnson Invitational,2019-04-19,0.8,100,M
29,"Alexander, Nicholas",SO-2,Houston,10.21,Tom Tellez Invitational,2019-05-03,2.5,100,M
29,"Brock Jr, Tarrik",JR-3,TCU,10.21,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,3.0,100,M
29,"Collins, Travis",JR-3,Houston,10.21,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
35,"Beck, Cole",FR-1,Virginia Tech,10.22,ACC Championships,2019-05-09,0.8,100,M
35,"Comick, Jace",JR-3,Texas A&M,10.22,Roadrunner Invitational,2019-03-21,4.0,100,M
35,"Miller, Lester",JR-3,Miss State,10.22,SEC Outdoor Track & Field Championships,2019-05-09,1.8,100,M
35,"Sumler IV, Edward",FR-1,Houston,10.22,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
39,"Singleton, Darrell",JR-3,South Carolina,10.23,Spec Towns Invitational,2019-04-05,0.3,100,M
40,"Sheffield, Joseph",SO-2,Oklahoma,10.24,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,3.0,100,M
40,"Matherson, Jhevaughn",FR-1,Florida State,10.24,ACC Championships,2019-05-09,1.6,100,M
42,"Palmer, Oraine",SR-4,Oregon,10.25,2019 Pac-12 Track & Field Championships,2019-05-04,0.2,100,M
43,"Hari, Kristoffer",SO-2,Arkansas,10.26,Michael Johnson Invitational,2019-04-19,1.6,100,M
43,"Wells, Emmanuel",JR-3,Washington St.,10.26,2019 Pac-12 Track & Field Championships,2019-05-04,0.2,100,M
43,"Harrison, Eric",SO-2,Ohio State,10.26,Gamecock Invitational Outdoor,2019-04-13,1.2,100,M
43,"Brathwaite, Rikkoi",FR-1,Indiana,10.26,Tennessee Relays,2019-04-11,2.2,100,M
47,"Smith, Tyler",SR-4,McNeese State,10.27,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.9,100,M
48,"Parker, Marcus",SO-2,Clemson,10.28,Gamecock Invitational Outdoor,2019-04-13,1.2,100,M
48,"Posada, Terrell",JR-3,Eastern Michigan,10.28,Raleigh Relays,2019-03-29,3.9,100,M
50,"Haynes, Deontre",SR-4,UT-Arlington,10.29,Texas A&M Alumni Muster,2019-04-27,2.8,100,M
50,"Barnes, Kalon",FR-1,Baylor,10.29,Baylor Invitational,2019-03-23,3.8,100,M
50,"Harris, Micaiah",SO-2,Texas,10.29,National Relay Championships,2019-04-26,0.5,100,M
50,"Timpson, Michael",SR-4,Florida State,10.29,UF Tom Jones Memorial,2019-04-26,1.3,100,M
54,"Virgil, Jalen",SO-2,Appalachian State,10.30,Sun Belt Outdoor Track and Field Championships,2019-05-10,0.5,100,M
54,"Clarke, Nylo",SO-2,Missouri,10.30,Wichita State Herm Wilson Invitational,2019-03-21,3.1,100,M
54,"Clark, Ryan",SR-4,Florida,10.30,UF Tom Jones Memorial,2019-04-26,2.2,100,M
54,"Ford, Alize",JR-3,Alabama,10.30,LSU Invitational,2019-04-27,2.6,100,M
58,"Harry, Kie'Ave",JR-3,Northwestern St.,10.31,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.4,100,M
58,"Sutton, Keion",JR-3,Texas Tech,10.31@,Corky/Crofoot Shootout,2019-04-26,3.1,100,M
60,"Schmidt, Spenser",SR-4,Oregon,10.32,2019 Pac-12 Track & Field Championships,2019-05-04,-0.1,100,M
60,"Matiyenga, Tinotenda",SO-2,TCU,10.32,Jim Click Shootout,2019-04-06,0.8,100,M
60,"Thomas, Curtis",JR-3,Bethune-Cookman,10.32,MEAC Outdoor Track & Field Championships,2019-05-02,2.9,100,M
60,"Johnson, Josiah",SR-4,Citadel,10.32,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,2.6,100,M
60,"Andrews, Keshawn",SO-2,Arkansas-Little Rock,10.32,Sun Belt Outdoor Track and Field Championships,2019-05-10,0.5,100,M
60,"Hayes, Jared",SO-2,Troy,10.32,Sun Belt Outdoor Track and Field Championships,2019-05-10,0.5,100,M
60,"Gay, Darryl",SO-2,Florida State,10.32,FSU Relays (College),2019-03-22,3.5,100,M
67,"Bell, Jailen",JR-3,Jackson State,10.33,Southern Miss Open,2019-04-27,2.1,100,M
67,"Brown, Washington",SO-2,Texas,10.33,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.7,100,M
67,"Shelton, Jacolby",FR-1,Texas Tech,10.33@,Corky/Crofoot Shootout,2019-04-26,3.1,100,M
70,"Stewart, Brendon",FR-1,USC,10.34,USC vs UCLA,2019-04-27,1.4,100,M
70,"Nock, Maurice",JR-3,South Florida,10.34,The American Outdoor Track & Field Championships,2019-05-10,3.2,100,M
70,"McBride, Isaiah",SR-4,UT-Arlington,10.34,Texas A&M Alumni Muster,2019-04-27,2.7,100,M
73,"Walker, Jullane",JR-3,Kansas State,10.35,Big 12 Outdoor Track and Field Championships,2019-05-10,0.3,100,M
73,"Kowalchuk, Karson",JR-3,Miss State,10.35,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,3.0,100,M
73,"Spike, Norris",SR-4,Alabama State,10.35,2019 SWAC Outdoor T&F Championships,2019-05-03,1.2,100,M
73,"Manu, Joseph",SO-2,Coppin State,10.35,2019 Morgan State Legacy Track & Field Meet,2019-04-19,3.5,100,M
73,"Owusu-Antwi, Martin",SR-4,Western Kentucky,10.35,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,3.2,100,M
73,"Spraggins, Kevin",SR-4,Alabama State,10.35,2019 SWAC Outdoor T&F Championships,2019-05-03,1.2,100,M
73,"Cole, Clinton",SR-4,Incarnate Word,10.35,UIW Invitational,2019-04-12,2.8,100,M
80,"Morgan, Marvin",SO-2,Penn,10.36,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.9,100,M
80,"Kirby, Bryce",SR-4,Boise State,10.36,Mountain West Outdoor Track & Field Championship,2019-05-08,2.3,100,M
80,"Jolla, Terroll",FR-1,UL-Lafayette,10.36,Cole-Lancon Conference Challenge,2019-04-13,3.4,100,M
83,"Ejiakuekwu, Roy",SR-4,Arkansas,10.37,Michael Johnson Invitational,2019-04-19,0.8,100,M
83,"Allen Jr., Eric",FR-1,USC,10.37,Jim Click Shootout,2019-04-06,0.8,100,M
83,"Henderson, Bryan",JR-3,Sam Houston St.,10.37,Southland Conference Outdoor Track and Field Championship,2019-05-03,1.2,100,M
83,"Holloway, Seth",FR-1,UCLA,10.37,USC vs UCLA,2019-04-27,1.4,100,M
87,"Brown, Matthew",FR-1,Chicago State,10.38@,WAC Outdoor Track and Field Championships,2019-05-09,0.4,100,M
87,"Hunter, Jeremiah",JR-3,Miami (Ohio),10.38,Jesse Owens Classic - The Ohio State University,2019-04-26,3.6,100,M
87,"Ashford, Jayson",FR-1,Missouri,10.38,Wichita State Herm Wilson Invitational,2019-03-21,3.1,100,M
87,"PORTER, Darien",SO-2,North Texas,10.38,Baylor Invitational,2019-03-23,3.8,100,M
87,"Carr, Tre'Darius",SO-2,Northwestern St.,10.38,Southland Conference Outdoor Track and Field Championship,2019-05-03,2.4,100,M
87,"Antoine, Roodolph",FR-1,Florida State,10.38,FSU Relays (College),2019-03-22,3.5,100,M
93,"Hilton, Coby",SO-2,South Dakota St.,10.39,Summit League T&F Outdoor Championships,2019-05-08,3.2,100,M
