,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
28,"Kelly, Mariah",SR-4,Baylor,4:18.35,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
29,"Flood, Katie",JR-3,Washington,4:18.44,Mt. SAC Relays,2014-04-17,1500,W
30,"Arter, Charlotte",SR-4,New Mexico,4:18.56,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
31,"Roberts, Ruby",SR-4,Washington St.,4:18.57,Mt. SAC Relays,2014-04-17,1500,W
32,"Johnston, Paige",SR-4,Arkansas,4:18.73,SEC Outdoor Championship,2014-05-15,1500,W
33,"Margey, Kelsey",SO-2,Villanova,4:18.83,BIG EAST Outdoor Track & Field Championships,2014-05-09,1500,W
34,"Panisse, Alexis",SO-2,Tennessee,4:19.44,SEC Outdoor Championship,2014-05-15,1500,W
34,"Roesler, Laura",SR-4,Oregon,4:19.44,Oregon Preview,2014-03-22,1500,W
36,"Regan, Abby",JR-3,Washington St.,4:19.49,Mt. SAC Relays,2014-04-17,1500,W
37,"Schappert, Stephanie",JR-3,Villanova,4:19.50,BIG EAST Outdoor Track & Field Championships,2014-05-09,1500,W
38,"Tonn, Jessica",JR-3,Stanford,4:19.51,Stanford Invitational,2014-04-04,1500,W
39,"Burne, Olivia",SR-4,Stony Brook,4:19.58,Swarthmore Final Qualifier,2014-05-12,1500,W
39,"Juodeskaite, Monika",JR-3,Oklahoma State,4:19.58,Arkansas Twilight,2014-05-02,1500,W
41,"Weissenbach, Amy",SO-2,Stanford,4:19.71,Stanford Invitational,2014-04-04,1500,W
42,"Giordano, Dana",SO-2,Dartmouth,4:20.07,Ivy League Outdoor Track & Field Championships,2014-05-10,1500,W
43,"Aragon, Danielle",SO-2,Notre Dame,4:20.08,Virginia Challenge,2014-05-09,1500,W
44,"Burkard, Elena",SO-2,San Francisco,4:20.25,2014 West Coast Last Chance,2014-05-10,1500,W
45,"Penney, Kate",SO-2,Arizona,4:20.32,Pepsi Dual,2014-04-05,1500,W
46,"Lipari, Emily",SR-4,Villanova,4:20.35,Sam Howell Invitational,2014-04-04,1500,W
47,"Morton, Shannon",SO-2,Virginia Tech,4:20.47,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
47,"Heymsfield, Grace",SR-4,Arkansas,4:20.47,John McDonnell Invitational,2014-04-11,1500,W
49,"Malasarte, Megan",SR-4,Georgia,4:20.53,Florida Relays,2014-04-03,1500,W
50,"Barron, Sara",SO-2,Vanderbilt,4:20.69,SEC Outdoor Championship,2014-05-15,1500,W
51,"Disanza, Sarah",FR-1,Wisconsin,4:20.72,Big Ten Outdoor Track & Field Championships,2014-05-16,1500,W
52,"Nagel, Laura",JR-3,Providence,4:20.86,Providence College Friar Invitational,2014-04-12,1500,W
53,"Voronko, Victoria",JR-3,Eastern Michigan,4:20.87,2014 Billy Hayes Invitational,2014-05-03,1500,W
54,"Meier, Haley",FR-1,Duke,4:21.03,Georgia Tech Invitational,2014-05-16,1500,W
54,"LeHardy, Annie",JR-3,North Carolina,4:21.03,Virginia Challenge,2014-05-09,1500,W
56,"Mania, Brigitte",SR-4,Connecticut,4:21.04,Mt. SAC Relays,2014-04-17,1500,W
57,"Veidis, Erika",JR-3,Harvard,4:21.05,2014 New Balance Boston Twilight Meet #2,2014-05-17,1500,W
58,"Kipp, Shalaya",SR-4,Colorado,4:21.24@,Colorado Invitational,2014-04-11,1500,W
59,"Curran, Kelly",SR-4,Notre Dame,4:21.31,Virginia Challenge,2014-05-09,1500,W
60,"Walker, Dani",SR-4,Lipscomb,4:21.34,Vanderbilt Black & Gold Invitational,2014-03-28,1500,W
61,"Lystad, Tansey",SO-2,Portland,4:21.38,Oregon Twilight,2014-05-09,1500,W
62,"Silva, Sammy",JR-3,New Mexico,4:21.41,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
63,"Ficenec, Kimberley",SO-2,Alabama,4:21.44,Alabama vs. Mississippi Border Clash,2014-04-11,1500,W
64,"Schutte, Payton",JR-3,Arizona State,4:21.64,35th Sun Angel Track Classic,2014-04-11,1500,W
65,"Prettyman, Lindsay",SR-4,Delaware,4:21.65,Raleigh Relays (College/University),2014-03-28,1500,W
66,"Neczypor, Hannah",JR-3,Georgetown,4:21.66,Kehoe Twilight Meet,2014-05-02,1500,W
67,"Peel, Georgia",SO-2,Florida State,4:21.68,Georgia Tech Invitational,2014-05-16,1500,W
67,"Gray, Sydney",JR-3,California,4:21.68,The Big Meet,2014-04-12,1500,W
69,"Martinez, Shea",FR-1,BYU,4:21.78,Mt. SAC Relays,2014-04-17,1500,W
70,"Paul, Rachel",FR-1,Georgetown,4:21.86,BIG EAST Outdoor Track & Field Championships,2014-05-09,1500,W
71,"Cridebring, Alycia",SR-4,UC Davis,4:21.87,Stanford Invitational,2014-04-04,1500,W
72,"Terry, Patricia",SR-4,TCU,4:21.91,2014 Clyde Littlefield Texas Relays,2014-03-26,1500,W
73,"Renfer, Molly",JR-3,Harvard,4:21.93,Ivy League Outdoor Track & Field Championships,2014-05-10,1500,W
74,"Rempel, Karley",SO-2,North Carolina,4:21.95,Florida Relays,2014-04-03,1500,W
74,"Aragon, Alexa",SR-4,Notre Dame,4:21.95,ACC Outdoor Track & Field Championships,2014-04-17,1500,W
76,"Gannon, Maggie",JR-3,Iowa State,4:22.16,Mt. SAC Relays,2014-04-17,1500,W
77,"Dean, Sarah",SR-4,Portland State,4:22.30,Oregon Twilight,2014-05-09,1500,W
78,"Johnson, Rachel",JR-3,Baylor,4:22.31,2014 Clyde Littlefield Texas Relays,2014-03-26,1500,W
79,"Smith, Kelsey",JR-3,Georgetown,4:22.43,BIG EAST Outdoor Track & Field Championships,2014-05-09,1500,W
80,"Stassen, Sara",SO-2,Michigan State,4:22.45,Big Ten Outdoor Track & Field Championships,2014-05-16,1500,W
80,"Olson, Heather",SR-4,Rice,4:22.45,Virginia Challenge,2014-05-09,1500,W
82,"Otwell, Julia",JR-3,Michigan State,4:22.46,Jesse Owens Track Classic,2014-04-18,1500,W
83,"Eason, Ann",JR-3,Eastern Kentucky,4:22.49,Tennessee Relays,2014-04-10,1500,W
84,"Fulton, Eleanor",JR-3,Washington,4:22.50,Stanford Invitational,2014-04-04,1500,W
85,"Schneider, Alyssa",JR-3,Illinois,4:22.53,2014 Billy Hayes Invitational,2014-05-03,1500,W
86,"Richardson, Hannah",SO-2,Kansas,4:22.54,35th Sun Angel Track Classic,2014-04-11,1500,W
87,"Sadler, Olivia",SO-2,Columbia,4:22.55,Princeton Elite Meet (college),2014-05-02,1500,W
87,"Pierce, Haley",FR-1,Georgetown,4:22.55,2014 ECAC-IC4A Outdoor Championships,2014-05-16,1500,W
89,"Shea, Sheree",SR-4,Loyola Marymount,4:22.58,West Coast Invitational,2014-05-15,1500,W
90,"McClary, Keri",SR-4,Arkansas,4:22.60,SEC Outdoor Championship,2014-05-15,1500,W
91,"Fouhy, Vicky",SR-4,Virginia,4:22.63,Virginia Challenge,2014-05-09,1500,W
92,"Moen, Katy",JR-3,Iowa State,4:22.66,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
93,"Saunders, Claudia",SO-2,Stanford,4:22.70,Stanford Invitational,2014-04-04,1500,W
94,"Smith, Amanda",JR-3,Virginia Tech,4:22.72,Raleigh Relays (College/University),2014-03-28,1500,W
95,"Pritt, Emily",SR-4,North Carolina St.,4:22.73,Virginia Challenge,2014-05-09,1500,W
96,"Fanning, Kathryn",SR-4,Albany,4:22.81,America East Outdoor Track & Field Championships,2014-05-03,1500,W
97,"Wilson , Alex",JR-3,Northern Iowa,4:22.85,Mt. SAC Relays,2014-04-17,1500,W
98,"Paddon, Sarah",JR-3,Davidson,4:22.90,Virginia Challenge,2014-05-09,1500,W
99,"Martinelli, Sarah",SR-4,West Virginia,4:22.92,Virginia Challenge,2014-05-09,1500,W
100,"Henderson, Ryanna",SR-4,North Carolina St.,4:22.98,Payton Jordan Cardinal Invitational,2014-05-04,1500,W
1,"Hull, Jessica",JR-3,Oregon,4:12.08,Payton Jordan Invitational,2019-05-02,1500,W
2,"Harris, Jessica",SR-4,Notre Dame,4:13.04,Virginia Challenge,2019-04-19,1500,W
3,"Fuller, Alexis",SR-4,Boise State,4:13.06,Portland Twilight,2019-05-03,1500,W
4,"Johnson, Sinclaire",JR-3,Oklahoma State,4:13.35,Cardinal Classic,2019-04-19,1500,W
5,"Feeny, Sarah",JR-3,Utah,4:13.53,Bryan Clay Invitational,2019-04-17,1500,W
6,"Birk, Erica",JR-3,BYU,4:13.57,40th Sun Angel Track Classic,2019-04-05,1500,W
7,"Norris, Josette",SR-4,Georgetown,4:13.77,2019 Larry Ellis Invitational,2019-04-20,1500,W
8,"Hutchinson, Nicole",SR-4,Villanova,4:14.01,Sam Howell Invitational,2019-04-06,1500,W
9,"Orton, Whittni",JR-3,BYU,4:14.02,Bryan Clay Invitational,2019-04-17,1500,W
10,"Viljoen, Carina",JR-3,Arkansas,4:14.27,Bryan Clay Invitational,2019-04-17,1500,W
11,"Jones, Dani",JR-3,Colorado,4:14.68@,Jack Christiansen Invitational,2019-04-26,1500,W
12,"Ostrander, Allie",JR-3,Boise State,4:14.76,Bryan Clay Invitational,2019-04-17,1500,W
13,"McArthur, Rachel",SO-2,Villanova,4:14.91,Cardinal Classic,2019-04-19,1500,W
14,"Camp, Anna",JR-3,BYU,4:15.15,Bryan Clay Invitational,2019-04-17,1500,W
15,"Wilson, Allie",SR-4,Monmouth,4:15.16,Virginia Challenge,2019-04-19,1500,W
16,"Rivers, Danae",JR-3,Penn State,4:15.17,Virginia Challenge,2019-04-19,1500,W
17,"Gregory, Lauren",FR-1,Arkansas,4:15.62,Payton Jordan Invitational,2019-05-02,1500,W
18,"Rizk, Julia",SR-4,Ohio State,4:15.88,Virginia Challenge,2019-04-19,1500,W
19,"Skyring, Maudie",SO-2,Florida State,4:16.12,Bryan Clay Invitational,2019-04-17,1500,W
20,"Akins, Nia",JR-3,Penn,4:16.44,2019 Larry Ellis Invitational,2019-04-20,1500,W
20,"Koech, Lilian",SR-4,UTEP,4:16.44,Bryan Clay Invitational,2019-04-17,1500,W
22,"Schadler, Allie",SO-2,Washington,4:16.57,Payton Jordan Invitational,2019-05-02,1500,W
23,"Rawlings, Taryn",SR-4,Portland,4:16.65,Bryan Clay Invitational,2019-04-17,1500,W
24,"McClintock, Dillon",JR-3,Michigan State,4:16.74,Raleigh Relays,2019-03-29,1500,W
25,"Howard, Millie",JR-3,Temple,4:16.81,Bison Outdoor Classic,2019-04-13,1500,W
26,"Klein, Dana",SR-4,San Francisco,4:16.82,Portland Twilight,2019-05-03,1500,W
26,"Paladino, Millie",SR-4,Providence,4:16.82,Stanford Invitational,2019-03-29,1500,W
28,"Villalba, Maddie",JR-3,Penn,4:16.83,Bison Outdoor Classic,2019-04-13,1500,W
29,"Lawson, Jessica",SO-2,Stanford,4:16.85,Stanford Invitational,2019-03-29,1500,W
30,"Clark, Devin",JR-3,Arkansas,4:17.01,Payton Jordan Invitational,2019-05-02,1500,W
31,"Fuller, Annie",JR-3,Michigan State,4:17.18,Virginia Challenge,2019-04-19,1500,W
32,"Black, Lotte",SO-2,Rhode Island,4:17.28,2019 Larry Ellis Invitational,2019-04-20,1500,W
33,"Barrett, Imogen",FR-1,Florida,4:17.29,SEC Outdoor Track & Field Championships,2019-05-09,1500,W
34,"Mareno, Nevada",FR-1,North Carolina St.,4:17.45,Charlotte Invitational 2019,2019-04-12,1500,W
35,"Heymach, Julia",SO-2,Stanford,4:17.74,Payton Jordan Invitational,2019-05-02,1500,W
36,"Werner, Taylor",SO-2,Arkansas,4:17.79,Bryan Clay Invitational,2019-04-17,1500,W
37,"Sughroue, Molly",SR-4,Oklahoma State,4:17.81,John McDonnell Invitational,2019-04-12,1500,W
38,"Donaghu, Ella",SO-2,Stanford,4:17.83,2019 Pac-12 Track & Field Championships,2019-05-04,1500,W
38,"Dimick, Sharlie",SR-4,Southern Utah,4:17.83,Payton Jordan Invitational,2019-05-02,1500,W
40,"Celis, Jenny",SR-4,Oklahoma State,4:17.98,John McDonnell Invitational,2019-04-12,1500,W
41,"Ejore, Susan",SR-4,Oregon,4:18.11,Stanford Invitational,2019-03-29,1500,W
42,"Harris, Kelsey",JR-3,Indiana,4:18.23,Florida Relays,2019-03-28,1500,W
43,"Rainsberger, Katie",JR-3,Washington,4:18.39,2019 Pac-12 Track & Field Championships,2019-05-04,1500,W
43,"Huerta, Samantha",JR-3,Cal St. Fullerton,4:18.39,Bryan Clay Invitational,2019-04-17,1500,W
45,"Gitahi, Esther",JR-3,Alabama,4:18.40,Florida Relays,2019-03-28,1500,W
46,"Pocratsky, Rachel",SR-4,Virginia Tech,4:18.42,ACC Championships,2019-05-09,1500,W
47,"Nelson, Karisa",SR-4,Samford,4:18.52,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,1500,W
48,"Kurgat, Ednah",SR-4,New Mexico,4:18.61,Bryan Clay Invitational,2019-04-17,1500,W
49,"Lucki, Alexandra",SR-4,Maryland,4:18.62,Florida Relays,2019-03-28,1500,W
50,"Carnahan, Savannah",JR-3,Furman,4:18.67,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,1500,W
50,"Clairmonte, Dominique",SO-2,North Carolina St.,4:18.67,Charlotte Invitational 2019,2019-04-12,1500,W
52,"Bissah, Martha",JR-3,Norfolk State,4:18.78,Florida Relays,2019-03-28,1500,W
53,"Oakes, Jordan",SO-2,Stanford,4:18.85,Payton Jordan Invitational,2019-05-02,1500,W
54,"Edwards, Sarah",JR-3,Virginia Tech,4:18.91,ACC Championships,2019-05-09,1500,W
55,"Ellsworth, Lauren",SO-2,BYU,4:18.95,Stanford Invitational,2019-03-29,1500,W
56,"Chau, Jocelyn",FR-1,Yale,4:19.07,Army West Point Twilight,2019-05-09,1500,W
57,"Collins, Destiny",SO-2,Texas,4:19.16,National Relay Championships,2019-04-26,1500,W
58,"Reed, Maddy",JR-3,Arkansas,4:19.22,John McDonnell Invitational,2019-04-12,1500,W
59,"Simiuc, Petronela",JR-3,Toledo,4:19.28,Bryan Clay Invitational,2019-04-17,1500,W
60,"Ballner, Ariane",SR-4,Oklahoma State,4:19.40,John McDonnell Invitational,2019-04-12,1500,W
61,"Morenaite, Egle",SO-2,Iona,4:19.41,Bryan Clay Invitational,2019-04-17,1500,W
62,"Hoj, Olivia",JR-3,BYU,4:19.48,Payton Jordan Invitational,2019-05-02,1500,W
63,"Morley, Makena",JR-3,Colorado,4:19.68,Cardinal Classic,2019-04-19,1500,W
64,"Jackson , Hayley",FR-1,West Virginia,4:19.69,Big 12 Outdoor Track and Field Championships,2019-05-10,1500,W
65,"Alcorta, Caroline",SR-4,Villanova,4:19.85,2019 Larry Ellis Invitational,2019-04-20,1500,W
66,"Hunter, Kate",SO-2,BYU,4:19.90,Payton Jordan Invitational,2019-05-02,1500,W
67,"Herberg, Haley",FR-1,Oklahoma,4:20.03,Big 12 Outdoor Track and Field Championships,2019-05-10,1500,W
68,"Hasz, Bethany",SO-2,Minnesota,4:20.12,Big Ten Championships,2019-05-10,1500,W
69,"Gardner, Nicole",SR-4,Alabama,4:20.25,Florida Relays,2019-03-28,1500,W
70,"Anastasakis, Melissa",JR-3,Elon,4:20.26,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,1500,W
71,"Johnson, Kassidy",FR-1,Kansas State,4:20.28,Big 12 Outdoor Track and Field Championships,2019-05-10,1500,W
71,"Schulz, Johanna",JR-3,Wake Forest,4:20.28,ACC Championships,2019-05-09,1500,W
73,"Chiotti, Taylor",FR-1,Oregon,4:20.29,Payton Jordan Invitational,2019-05-02,1500,W
73,"Holm Gottlieb, Helene",SO-2,Temple,4:20.29,Raleigh Relays,2019-03-29,1500,W
75,"DeGenero, Micaela",SO-2,Michigan,4:20.30,Big Ten Championships,2019-05-10,1500,W
76,"Darmofal, Meg",JR-3,Michigan,4:20.49,Stanford Invitational,2019-03-29,1500,W
77,"Lansing, Liz",SR-4,Duke,4:20.55,Virginia Grand Prix,2019-04-26,1500,W
78,"Tinoco, Bianca",SO-2,Arizona State,4:20.59,Bryan Clay Invitational,2019-04-17,1500,W
79,"Brown, Sydney",SR-4,Arkansas,4:20.69,SEC Outdoor Track & Field Championships,2019-05-09,1500,W
80,"Harris, Haley",SR-4,Indiana,4:20.74,Big Ten Championships,2019-05-10,1500,W
81,"Hallowes, Kim",SR-4,Duke,4:20.79,ACC Championships,2019-05-09,1500,W
82,"Ohrtman, Kaitlyn",JR-3,Iona,4:20.81,IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,1500,W
83,"Taylor, Annie",SR-4,Cornell,4:20.94,Bison Outdoor Classic,2019-04-13,1500,W
84,"O'Keeffe, Fiona",JR-3,Stanford,4:20.97,Big Meet,2019-04-06,1500,W
85,"Andrews, Mackenzie",SR-4,Akron,4:21.01,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,1500,W
86,"Nickerson, Angie",SR-4,Southern Utah,4:21.08@(1),2019 BYU Robison Invitational,2019-04-25,1500,W
87,"Meier, Hannah",SR-4,Michigan,4:21.14,Stanford Invitational,2019-03-29,1500,W
88,"Steelman , Hannah",SO-2,Wofford,4:21.15,8th Annual Terrier Relays,2019-03-30,1500,W
89,"Duca, Paige",JR-3,Boston College,4:21.16,Stanford Invitational,2019-03-29,1500,W
90,"Graham, Aisha",SR-4,Utah Valley,4:21.21,Payton Jordan Invitational,2019-05-02,1500,W
91,"Arteaga, Carlyn",JR-3,Michigan State,4:21.22,Raleigh Relays,2019-03-29,1500,W
92,"McNulty, Abbie",SR-4,Stanford,4:21.24,Big Meet,2019-04-06,1500,W
93,"Mooney, Megan",JR-3,Florida State,4:21.30,ACC Championships,2019-05-09,1500,W
94,"Jensen, Grace",FR-1,Vanderbilt,4:21.40,SEC Outdoor Track & Field Championships,2019-05-09,1500,W
95,"Judd, Jodie",SO-2,Florida State,4:21.50,ACC Championships,2019-05-09,1500,W
96,"King, Madeleine",SO-2,Ole Miss,4:21.51,Joe Walker Classic,2019-04-12,1500,W
97,"Cruz, Alex",SR-4,Texas,4:21.52,Bryan Clay Invitational,2019-04-17,1500,W
98,"Anglero, Mina",SO-2,California,4:21.57,Big Meet,2019-04-06,1500,W
99,"Meyers, Sydney",SR-4,Eastern Michigan,4:21.59,Bryan Clay Invitational,2019-04-17,1500,W
100,"Ilarda, Brianna",SR-4,Providence,4:21.64(1),Ocean State Invitational,2019-04-12,1500,W
1,"Freitas, Marta",SR-4,Miss State,4:11.52,Virginia Challenge,2016-04-22,1500,W
2,"Moye, Megan",JR-3,North Carolina St.,4:11.91,ACC Championships,2016-05-13,1500,W
3,"Maxwell, Anna",SO-2,Washington,4:12.62,Payton Jordan Invitational,2016-05-01,1500,W
4,"Osika, Shannon",SR-4,Michigan,4:13.43,Payton Jordan Invitational,2016-05-01,1500,W
5,"Connor, Sophie",SR-4,New Mexico,4:14.03,Payton Jordan Invitational,2016-05-01,1500,W
6,"Banks, Anima",SR-4,Duke,4:14.67,ACC Championships,2016-05-13,1500,W
7,"Schwanz, Annemarie",JR-3,Fresno State,4:14.89,Stanford Twilight,2016-04-22,1500,W
8,"Thackery, Calli",JR-3,New Mexico,4:14.99,Bryan Clay Invitational,2016-04-14,1500,W
9,"McNamara, Molly",SR-4,Stanford,4:15.22,Stanford Twilight,2016-04-22,1500,W
10,"Jones, Dani",FR-1,Colorado,4:15.29,Stanford Twilight,2016-04-22,1500,W
11,"Teschuk, Erin",SR-4,North Dakota State,4:15.30,Stanford Invitational,2016-04-01,1500,W
12,"Saunders, Claudia",SR-4,Stanford,4:15.52,Stanford Twilight,2016-04-22,1500,W
13,"Scott, Dominique",SR-4,Arkansas,4:15.61,Arkansas Spring Invitational,2016-03-25,1500,W
14,"Cranny, Elise",SO-2,Stanford,4:16.37,Stanford Twilight,2016-04-22,1500,W
15,"Kouba, Paige",SR-4,Harvard,4:16.46,Raleigh Relays,2016-03-25,1500,W
16,"Waschmann, Malika",JR-3,Stanford,4:16.53,Stanford Invitational,2016-04-01,1500,W
17,"Edwards, Kaela",SO-2,Oklahoma State,4:17.07,Mt. SAC Relays,2016-04-14,1500,W
18,"Schweizer, Karissa",SO-2,Missouri,4:17.46,John McDonnell Invitational,2016-04-22,1500,W
19,"Price, Ffion",JR-3,Miss State,4:17.47,Virginia Challenge,2016-04-22,1500,W
20,"Camacho, Savannah",JR-3,Oklahoma State,4:17.56,Stanford Invitational,2016-04-01,1500,W
21,"Ockenden, Verity",SR-4,Lamar,4:17.60,Bryan Clay Invitational,2016-04-14,1500,W
22,"Schmiede, Frances",JR-3,Yale,4:17.70,Virginia Challenge,2016-04-22,1500,W
23,"Berge, Frida",JR-3,Oregon,4:17.80,Oregon Twilight,2016-05-06,1500,W
24,"Alm, Maddie",SR-4,Colorado,4:17.83,Stanford Invitational,2016-04-01,1500,W
25,"Kamilos, Jessica",SR-4,Arkansas,4:17.97,John McDonnell Invitational,2016-04-22,1500,W
26,"Clark, Devin",FR-1,Arkansas,4:18.22,Payton Jordan Invitational,2016-05-01,1500,W
27,"Delaney, Katherine",SR-4,Vanderbilt,4:18.24,Stanford Invitational,2016-04-01,1500,W
28,"Beckingham, Jennifer",SR-4,San Jose St.,4:18.32,Stanford Invitational,2016-04-01,1500,W
29,"Burdon, Lilli",FR-1,Oregon,4:18.33,Pac-12 Outdoor Track & Field Championships,2016-05-14,1500,W
30,"Mehra, Rebecca",JR-3,Stanford,4:18.38,Pac-12 Outdoor Track & Field Championships,2016-05-14,1500,W
31,"Keklak, Andrea",JR-3,Georgetown,4:18.41,Stanford Twilight,2016-04-22,1500,W
32,"Meyers, Maddie",JR-3,Washington,4:18.57,Stanford Invitational,2016-04-01,1500,W
32,"Alcorta, Caroline",SO-2,North Carolina,4:18.57,ACC Championships,2016-05-13,1500,W
34,"Granger, Madison",JR-3,Duke,4:18.67,ACC Championships,2016-05-13,1500,W
35,"Leblanc, Annie",SR-4,Oregon,4:18.70,Pac-12 Outdoor Track & Field Championships,2016-05-14,1500,W
36,"Bell, Georgia",JR-3,California,4:18.89,Payton Jordan Invitational,2016-05-01,1500,W
37,"Frerichs, Courtney",SR-4,New Mexico,4:18.92,Bryan Clay Invitational,2016-04-14,1500,W
38,"Tsolis, Tori",SR-4,UC Santa Barbara,4:19.02,Mt. SAC Relays,2016-04-14,1500,W
39,"Neale, Amy-Eloise",SO-2,Washington,4:19.10,Pac-12 Outdoor Track & Field Championships,2016-05-14,1500,W
40,"Dybedokken, Aurora",SO-2,Oklahoma State,4:19.22,Payton Jordan Invitational,2016-05-01,1500,W
41,"Haiss, Therese",JR-3,Arkansas,4:19.26,Bryan Clay Invitational,2016-04-14,1500,W
42,"Pocratsky, Rachel",FR-1,Virginia Tech,4:19.41,ACC Championships,2016-05-13,1500,W
43,"Blake, Bridget",SO-2,Florida State,4:19.42,ACC Championships,2016-05-13,1500,W
44,"Mires, Baylee",SR-4,Washington,4:19.43,Stanford Invitational,2016-04-01,1500,W
45,"Fraser, Vanessa",JR-3,Stanford,4:19.45,Stanford Twilight,2016-04-22,1500,W
46,"Phelan, Jaimie",JR-3,Michigan,4:19.48,Payton Jordan Invitational,2016-05-01,1500,W
47,"Owen, Jen",SR-4,Arizona State,4:19.62,Baldy Castillo Invitational,2016-03-18,1500,W
48,"Hoevet, Katie",SR-4,Purdue,4:19.66,Mt. SAC Relays,2016-04-14,1500,W
49,"Chavez, Andrea",SR-4,Utah,4:19.87,Bryan Clay Invitational,2016-04-14,1500,W
50,"Hosker-Thornhill, Emily",SR-4,New Mexico,4:19.88,Payton Jordan Invitational,2016-05-01,1500,W
51,"Nelson, Karisa",SO-2,Samford,4:19.98,War Eagle Invitational,2016-04-22,1500,W
52,"Bendzinski, Christine",SO-2,Bucknell,4:19.99,Bison Outdoor Classic,2016-04-16,1500,W
53,"Giordano, Dana",SR-4,Dartmouth,4:20.03,Ivy League Outdoor Track & Field Championships,2016-05-07,1500,W
54,"Loevnes, Ingeborg",JR-3,Oklahoma State,4:20.04,Mt. SAC Relays,2016-04-14,1500,W
55,"Boyert, Anna",JR-3,Oklahoma State,4:20.11,John McDonnell Invitational,2016-04-22,1500,W
56,"Hoppe, Devon",SR-4,Michigan,4:20.12,Payton Jordan Invitational,2016-05-01,1500,W
57,"Hiltz, Nikki",SO-2,Arkansas,4:20.21,SEC Championships,2016-05-12,1500,W
57,"Schuetz, Morgan",JR-3,LSU,4:20.21,LSU Invitational,2016-04-30,1500,W
59,"Montgomery, Ashley",JR-3,Penn,4:20.28,Larry Ellis Invite,2016-04-22,1500,W
