,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
65,"Shearn, Brendan",JR-3,Penn,29:28.83,Stanford Invitational,2016-04-01,10000,M
66,"Curtin, Thomas",SR-4,Virginia Tech,29:29.12,2016 Colonial Relays,2016-03-31,10000,M
67,"Hawks, Hayden",SR-4,Southern Utah,29:29.61,Stanford Invitational,2016-04-01,10000,M
68,"Milechman, Dan",SR-4,New Mexico,29:29.80,Stanford Invitational,2016-04-01,10000,M
69,"Moussa, Ammar",SR-4,Colorado,29:29.92,Pac-12 Outdoor Track & Field Championships,2016-05-14,10000,M
70,"Raymond, Nicholas",SO-2,Eastern Michigan,29:30.06,Raleigh Relays,2016-03-25,10000,M
71,"Sushchickh, Sergey",SR-4,UCLA,29:30.36,Mt. SAC Relays,2016-04-14,10000,M
72,"Wharton, Sam",SO-2,Stanford,29:30.98,Stanford Invitational,2016-04-01,10000,M
73,"Omar, Hassan",SR-4,UMBC,29:31.05,Raleigh Relays,2016-03-25,10000,M
74,"Kibet, Ernest",JR-3,Louisville,29:32.65,Raleigh Relays,2016-03-25,10000,M
75,"Crozier, Michael",JR-3,Georgetown,29:32.76,Penn Relays,2016-04-28,10000,M
76,"Arias-Sheridan , Gabe",SO-2,St. Mary's (Cal.),29:33.15,Mt. SAC Relays,2016-04-14,10000,M
77,"Green, Jonathan",SO-2,Georgetown,29:33.57,Virginia Challenge,2016-04-22,10000,M
78,"Young, Clayton",FR-1,BYU,29:34.00,Stanford Invitational,2016-04-01,10000,M
79,"Dunbar, Alex",JR-3,Lamar,29:34.20,Stanford Invitational,2016-04-01,10000,M
80,"Magnesen, Billy",FR-1,Illinois,29:34.94,Stanford Invitational,2016-04-01,10000,M
81,"Mehmen, Colby",JR-3,Stephen F. Austin,29:34.95,Mt. SAC Relays,2016-04-14,10000,M
82,"Masterson, Brian",SR-4,Dartmouth,29:35.86,Raleigh Relays,2016-03-25,10000,M
83,"Johnson, Brady",JR-3,Wichita State,29:36.00,Wichita State KT Woodman Classic,2016-04-13,10000,M
84,"Smith, Myles",SO-2,UCLA,29:36.28,Bruin Legends of T&F Distance Carnival,2016-04-01,10000,M
85,"Andresson, Hlynur",SO-2,Eastern Michigan,29:36.71,Mt. SAC Relays,2016-04-14,10000,M
86,"Posada, Nicholas",SR-4,Michigan,29:37.01,Mt. SAC Relays,2016-04-14,10000,M
87,"Fernandez, Bryan",SO-2,Oregon,29:37.33,Stanford Invitational,2016-04-01,10000,M
88,"Sublette, Michael",SR-4,Princeton,29:37.90,Stanford Invitational,2016-04-01,10000,M
89,"Dooney, Kevin",SR-4,Yale,29:39.06,Mt. SAC Relays,2016-04-14,10000,M
90,"Silenieks, Juris",SR-4,Syracuse,29:39.56,Virginia Challenge,2016-04-22,10000,M
91,"Hoyos, Kevyn",SR-4,Syracuse,29:39.85,Stanford Invitational,2016-04-01,10000,M
92,"Vaughn, Sid",JR-3,Georgia,29:40.64,Mt. SAC Relays,2016-04-14,10000,M
93,"Garcia, Eddie",SR-4,Florida,29:41.09,Raleigh Relays,2016-03-25,10000,M
94,"Tonui, Frankline",JR-3,Arkansas,29:41.37,Stanford Invitational,2016-04-01,10000,M
95,"Johnson, Brendan",JR-3,American,29:41.51,Raleigh Relays,2016-03-25,10000,M
96,"Rutherford, Tait",SR-4,Columbia,29:41.64,Raleigh Relays,2016-03-25,10000,M
97,"Matko, Csaba",SO-2,Eastern Michigan,29:41.70,Raleigh Relays,2016-03-25,10000,M
98,"Rainero, Ben",SR-4,Cornell,29:41.73,Ivy League Outdoor Track & Field Championships,2016-05-07,10000,M
99,"Lockley, Ollie",JR-3,Missouri,29:41.88,Mt. SAC Relays,2016-04-14,10000,M
100,"Musa, Mubarik",SR-4,South Dakota,29:42.32,Mt. SAC Relays,2016-04-14,10000,M
1,"McMillan, Connor",SR-4,BYU,28:11.30,Payton Jordan Invitational,2019-05-02,10000,M
2,"Linkletter, Rory",SR-4,BYU,28:12.42,Payton Jordan Invitational,2019-05-02,10000,M
3,"Mantz, Conner",SO-2,BYU,28:18.18,Stanford Invitational,2019-03-29,10000,M
4,"Young, Clayton",SR-4,BYU,28:18.50,Stanford Invitational,2019-03-29,10000,M
5,"Kigen, Gilbert",SR-4,Alabama,28:20.28,Stanford Invitational,2019-03-29,10000,M
6,"Ferro, Blaise",JR-3,Northern Arizona,28:22.76,Stanford Invitational,2019-03-29,10000,M
7,"Day, Tyler",JR-3,Northern Arizona,28:24.94,Stanford Invitational,2019-03-29,10000,M
8,"Boit, Gilbert",JR-3,Arkansas,28:25.15,Stanford Invitational,2019-03-29,10000,M
9,"Aouani, Iliass",JR-3,Syracuse,28:25.36,Stanford Invitational,2019-03-29,10000,M
10,"Templeton, Aaron",SR-4,Furman,28:27.85,Raleigh Relays,2019-03-29,10000,M
11,"Shumway, Clayson",JR-3,BYU,28:36.07,Mt. SAC Relays,2019-04-18,10000,M
12,"Roudolff-Levisse, Emmanuel",JR-3,Portland,28:37.56,Mt. SAC Relays,2019-04-18,10000,M
13,"Kipkoech, Lawrence",SR-4,Campbell,28:41.19,Raleigh Relays,2019-03-29,10000,M
14,"Cheboson, Emmanuel",SO-2,Louisville,28:42.13,Raleigh Relays,2019-03-29,10000,M
15,"Chelanga, Alfred",SR-4,Alabama,28:43.71,Stanford Invitational,2019-03-29,10000,M
16,"Tuntivate, Kieran",JR-3,Harvard,28:45.61,Raleigh Relays,2019-03-29,10000,M
17,"Lara, Frank",SR-4,Furman,28:47.89,Raleigh Relays,2019-03-29,10000,M
18,"Hogan , Paul",SR-4,UMass Lowell,28:49.55,Mt. SAC Relays,2019-04-18,10000,M
19,"Carney, Daniel",SR-4,BYU,28:49.87,Stanford Invitational,2019-03-29,10000,M
20,"Rowe, Jack",SR-4,San Francisco,28:50.22,Stanford Invitational,2019-03-29,10000,M
21,"Proctor, Tibebu",SO-2,Washington,28:54.33,Stanford Invitational,2019-03-29,10000,M
22,"Salvano, Kevin",SO-2,Notre Dame,28:54.46,Raleigh Relays,2019-03-29,10000,M
23,"Kilrea, Danny",FR-1,Notre Dame,28:55.25,Raleigh Relays,2019-03-29,10000,M
24,"Brandt, Robert",JR-3,UCLA,28:55.27,Bob Larsen Distance Carnival,2019-03-29,10000,M
25,"Maier, Josh",SR-4,Southern Illinois,28:55.43,Raleigh Relays,2019-03-29,10000,M
26,"Eidenschink, Ben",JR-3,Wisconsin,28:55.76,Stanford Invitational,2019-03-29,10000,M
27,"Parsons, Alek",SO-2,Stanford,28:56.01,Stanford Invitational,2019-03-29,10000,M
28,"Farnsworth, Dallin",JR-3,BYU,28:56.02,Stanford Invitational,2019-03-29,10000,M
29,"Wildschutt, Nadeel",SO-2,Coastal Carolina,28:56.41,Sun Belt Outdoor Track and Field Championships,2019-05-10,10000,M
30,"Young, Matt",SO-2,Arkansas,28:56.71,Stanford Invitational,2019-03-29,10000,M
31,"Wildschutt, Adriaan",SO-2,Coastal Carolina,28:57.10,Sun Belt Outdoor Track and Field Championships,2019-05-10,10000,M
32,"Ottesen, Michael",JR-3,BYU,28:58.50,Stanford Invitational,2019-03-29,10000,M
33,"Flavin, JP",JR-3,North Carolina St.,28:58.98,Raleigh Relays,2019-03-29,10000,M
34,"Kendell, Ben",SR-4,Detroit Mercy,29:00.15,Stanford Invitational,2019-03-29,10000,M
35,"Robertson, Mark",SR-4,Ole Miss,29:00.46,Raleigh Relays,2019-03-29,10000,M
36,"Beattie, Luke",JR-3,Utah State,29:00.82,Stanford Invitational,2019-03-29,10000,M
37,"DeHaven, Addison",SR-4,Boise State,29:02.28,Stanford Invitational,2019-03-29,10000,M
38,"Weaver, Connor",SO-2,BYU,29:02.66,Stanford Invitational,2019-03-29,10000,M
39,"Reynolds, Garrett",SO-2,UCLA,29:05.88,Bob Larsen Distance Carnival,2019-03-29,10000,M
40,"Vernau, Michael",FR-1,Stanford,29:06.84,Stanford Invitational,2019-03-29,10000,M
41,"Mattes, Kyle",SR-4,Illinois State,29:06.89,Stanford Invitational,2019-03-29,10000,M
42,"Murphy, Ryan",SO-2,Arkansas,29:07.14,Stanford Invitational,2019-03-29,10000,M
43,"Too, David",JR-3,Iowa State,29:07.22,Mt. SAC Relays,2019-04-18,10000,M
44,"Haughey, Gabriel",SR-4,Portland,29:08.50,Stanford Invitational,2019-03-29,10000,M
45,"Cook, Lachlan",JR-3,Virginia,29:10.03,Raleigh Relays,2019-03-29,10000,M
46,"Burke, Sean",JR-3,Boston College,29:11.68,Raleigh Relays,2019-03-29,10000,M
47,"Pina, Jose",JR-3,San Jose St.,29:12.11,Stanford Invitational,2019-03-29,10000,M
48,"Keane, Barry",FR-1,Butler,29:12.14,Raleigh Relays,2019-03-29,10000,M
49,"Hamer, Eric",JR-3,Colorado St.,29:13.27@,Mines Kit Mayer Invite,2019-04-13,10000,M
50,"Dressel, John",JR-3,Colorado,29:13.35,2019 Pac-12 Track & Field Championships,2019-05-04,10000,M
51,"Preisner, Benjamin",SR-4,Tulsa,29:13.38,Payton Jordan Invitational,2019-05-02,10000,M
52,"Abdi, Hassan",SR-4,Oklahoma State,29:13.95,Stanford Invitational,2019-03-29,10000,M
53,"Burke, Colin",JR-3,UCLA,29:14.76,Bob Larsen Distance Carnival,2019-03-29,10000,M
54,"Forsyth, Ryan",SR-4,Colorado,29:15.58,2019 Pac-12 Track & Field Championships,2019-05-04,10000,M
54,"Webb, Caleb",JR-3,Portland,29:15.58,Stanford Invitational,2019-03-29,10000,M
56,"Mwaura, James",FR-1,Gonzaga,29:15.75,Cardinal Classic,2019-04-19,10000,M
57,"El-Sandali, Ehab",SO-2,Iona,29:16.15,Metro Atlantic Outdoor Track & Field Championships,2019-05-04,10000,M
58,"Ward, Michael",FR-1,Bradley,29:16.20,Raleigh Relays,2019-03-29,10000,M
59,"Demarest, Brent",SR-4,Virginia,29:17.26,ACC Championships,2019-05-09,10000,M
60,"Meyrer, Devin",SO-2,Michigan,29:17.39,Stanford Invitational,2019-03-29,10000,M
60,"Parpart, Gavin",SO-2,Washington,29:17.39,Cardinal Classic,2019-04-19,10000,M
62,"Silva, Evert",FR-1,Portland,29:17.84,Stanford Invitational,2019-03-29,10000,M
63,"Carpenter, Jaret",JR-3,Purdue,29:18.14,Stanford Invitational,2019-03-29,10000,M
64,"Corbett, Alex",JR-3,Virginia,29:18.99,Raleigh Relays,2019-03-29,10000,M
65,"Teran-Solano, Michael",JR-3,Portland,29:19.16,2019 West Coast Invitational,2019-05-11,10000,M
66,"McLelland, Brayden",JR-3,BYU,29:19.39,Stanford Invitational,2019-03-29,10000,M
67,"Campbell, Riley",SR-4,Boise State,29:20.06,Stanford Invitational,2019-03-29,10000,M
68,"Kutch, Ryan",JR-3,Fordham,29:20.25,Raleigh Relays,2019-03-29,10000,M
69,"Marston, Andrew",JR-3,Villanova,29:21.46,Stanford Invitational,2019-03-29,10000,M
70,"Thomas, Nathan",SR-4,Air Force,29:21.59,Mt. SAC Relays,2019-04-18,10000,M
71,"Ceja, Jordy",SR-4,UC Davis,29:21.75,Mike Fanelli Track Classic,2019-03-28,10000,M
72,"O'Leary, Jack",SO-2,Iona,29:21.96,Metro Atlantic Outdoor Track & Field Championships,2019-05-04,10000,M
73,"Kirwa, Azaria",SR-4,Liberty,29:22.05,Virginia Challenge,2019-04-19,10000,M
74,"Zeiss, Paul",JR-3,California,29:23.12,Mt. SAC Relays,2019-04-18,10000,M
75,"Kirui, Gilbert",SR-4,Iona,29:23.31,Raleigh Relays,2019-03-29,10000,M
76,"Snyder, Andy",JR-3,Washington,29:23.43,Cardinal Classic,2019-04-19,10000,M
77,"Hume, Carson",SR-4,Colorado St.,29:23.93,Stanford Invitational,2019-03-29,10000,M
78,"Choge, Jacob",JR-3,Mid. Tenn. State,29:24.27,Raleigh Relays,2019-03-29,10000,M
79,"Hoffert, Jake",JR-3,Bradley,29:24.74,Raleigh Relays,2019-03-29,10000,M
79,"Henry, Christopher",SO-2,Wyoming,29:24.74,Stanford Invitational,2019-03-29,10000,M
81,"Guerrero, Michael",SR-4,UT-Arlington,29:25.55,Mike Fanelli Track Classic,2019-03-28,10000,M
82,"Reed, Aidan",JR-3,Southern Utah,29:26.05@,Big Sky Outdoor Track & Field Championships,2019-05-08,10000,M
83,"McDonald, Morgan",SR-4,Wisconsin,29:26.06,Big Ten Championships,2019-05-10,10000,M
84,"Veatch, Ben",SO-2,Indiana,29:26.29,Big Ten Championships,2019-05-10,10000,M
85,"Wattleworth, Bradley",SR-4,Notre Dame,29:26.32,Raleigh Relays,2019-03-29,10000,M
86,"Avery, Cameron",JR-3,Stony Brook,29:26.81,Mt. SAC Relays,2019-04-18,10000,M
87,"Raff, Ryan",FR-1,Northern Arizona,29:27.40,Stanford Invitational,2019-03-29,10000,M
88,"Austin, Chandler",SR-4,Louisville,29:28.34,Raleigh Relays,2019-03-29,10000,M
89,"Millar, Bryce",JR-3,Indiana,29:28.57,Stanford Invitational,2019-03-29,10000,M
90,"Lynch, Peter",SO-2,Tulsa,29:29.15,Mt. SAC Relays,2019-04-18,10000,M
91,"Ado, Amir",FR-1,Washington St.,29:29.25,Mt. SAC Relays,2019-04-18,10000,M
92,"Keslin, Tyler",SO-2,Notre Dame,29:29.55,Raleigh Relays,2019-03-29,10000,M
93,"Gronostaj, Kyle",SR-4,Albany,29:29.72,Stanford Invitational,2019-03-29,10000,M
94,"Wadhwani, Nathan",JR-3,Washington St.,29:30.49,Mt. SAC Relays,2019-04-18,10000,M
95,"Hirsch, Seth",FR-1,Wisconsin,29:31.11,Stanford Invitational,2019-03-29,10000,M
96,"Reniewicki, John",SR-4,Arizona State,29:31.13,2019 Pac-12 Track & Field Championships,2019-05-04,10000,M
97,"Hatfield, Dustin",FR-1,Eastern Illinois,29:31.65,Mt. SAC Relays,2019-04-18,10000,M
98,"Soto, Daniel",JR-3,Iowa,29:31.88,Mt. SAC Relays,2019-04-18,10000,M
99,"Kurgat, Edwin",JR-3,Iowa State,29:31.98,Big 12 Outdoor Track and Field Championships,2019-05-10,10000,M
100,"Withers, James",SR-4,Utah State,29:32.21,Mike Fanelli Track Classic,2019-03-28,10000,M
1,"Witt, Jason",SR-4,BYU,27:54.25,Payton Jordan Invitational,2015-05-02,10000,M
2,"Hehir, Martin",SR-4,Syracuse,28:27.70,Stanford Invitational,2015-04-03,10000,M
3,"Scott, Marc",SO-2,Tulsa,28:30.33,Stanford Invitational,2015-04-03,10000,M
4,"Lutz, Craig",SR-4,Texas,28:33.48,Stanford Invitational,2015-04-03,10000,M
5,"Zienasellassie, Futsum",JR-3,Northern Arizona,28:35.76,Stanford Invitational,2015-04-03,10000,M
6,"McElroy, Matt",SR-4,Northern Arizona,28:36.53,Stanford Invitational,2015-04-03,10000,M
7,"Mascari, John",JR-3,Indiana State,28:38.22,Stanford Invitational,2015-04-03,10000,M
8,"Jewkes, Nate",SR-4,Southern Utah,28:43.18,Stanford Invitational,2015-04-03,10000,M
9,"Campbell, Kemoy",SR-4,Arkansas,28:45.84,Stanford Invitational,2015-04-03,10000,M
10,"Lennon, Dan",JR-3,Syracuse,28:46.21,Stanford Invitational,2015-04-03,10000,M
11,"Kamyszek, Reed",SR-4,Syracuse,28:49.53,Stanford Invitational,2015-04-03,10000,M
12,"Erassa, Kirubel",SR-4,Oklahoma State,28:50.41,Big 12 Outdoor Track & Field Championships,2015-05-15,10000,M
13,"Fauble, Scott",SR-4,Portland,28:50.44,Stanford Invitational,2015-04-03,10000,M
14,"Sweatt, Garrett",SO-2,Stanford,28:51.56,Stanford Invitational,2015-04-03,10000,M
15,"Rackers, Tim",JR-3,Tulsa,28:52.57,Stanford Invitational,2015-04-03,10000,M
16,"Murphy, Pierce",JR-3,Colorado,28:52.70,Stanford Invitational,2015-04-03,10000,M
17,"Hawks, Hayden",SR-4,Southern Utah,28:53.12,Stanford Invitational,2015-04-03,10000,M
18,"McClintock, Matt",JR-3,Purdue,28:54.77,Mt. SAC Relays,2015-04-16,10000,M
19,"Esselink, Evan",SR-4,Indiana,28:55.98,Stanford Invitational,2015-04-03,10000,M
20,"Clements, Kieran",JR-3,Iona,28:57.57,Stanford Invitational,2015-04-03,10000,M
21,"King, Tyler",JR-3,Washington,28:59.37,Stanford Invitational,2015-04-03,10000,M
22,"Lewis, Kevin",SR-4,Iowa,28:59.62,Stanford Invitational,2015-04-03,10000,M
23,"Morgan, Jacob",JR-3,Kansas,29:02.13,Stanford Invitational,2015-04-03,10000,M
24,"Cheserek, Edward",SO-2,Oregon,29:04.06,Stanford Invitational,2015-04-03,10000,M
25,"Jenkins, Eric",SR-4,Oregon,29:04.08,Stanford Invitational,2015-04-03,10000,M
26,"Green, Jonathan",FR-1,Georgetown,29:06.52,Mt. SAC Relays,2015-04-16,10000,M
27,"Topfer, Jannis",SR-4,Illinois,29:06.82,Payton Jordan Invitational,2015-05-02,10000,M
28,"Madera, Jose",SR-4,San Francisco,29:07.75,Payton Jordan Invitational,2015-05-02,10000,M
29,"Herriott, Zach",SO-2,Virginia,29:08.17,Stanford Invitational,2015-04-03,10000,M
30,"Pinales, Mark",SR-4,Texas,29:08.93,Stanford Invitational,2015-04-03,10000,M
31,"Neuman, Travis",FR-1,Oregon,29:09.39,Stanford Invitational,2015-04-03,10000,M
32,"Lord, Brandon",SR-4,Georgia,29:09.46,Mt. SAC Relays,2015-04-16,10000,M
33,"Wells, Austin",SO-2,Texas A&M,29:09.88,Stanford Invitational,2015-04-03,10000,M
34,"Melancon, Matthew",JR-3,Oregon,29:10.38,Stanford Invitational,2015-04-03,10000,M
35,"Goehler, Timo",SR-4,Portland,29:10.72,Stanford Invitational,2015-04-03,10000,M
36,"Kosgey, Amos",JR-3,Eastern Kentucky,29:10.87,Virginia Challenge,2015-04-17,10000,M
37,"Visokay, Adam",SO-2,Virginia,29:11.13,Virginia Challenge,2015-04-17,10000,M
38,"Guijarro, Bryan",JR-3,UC Santa Barbara,29:11.20,Stanford Invitational,2015-04-03,10000,M
39,"Byrne, Tyler",SR-4,Northern Arizona,29:11.44,Stanford Invitational,2015-04-03,10000,M
40,"McMillan, Connor",FR-1,BYU,29:13.87,Stanford Invitational,2015-04-03,10000,M
41,"Tonui, Frankline",SO-2,Arkansas,29:14.79,Stanford Invitational,2015-04-03,10000,M
42,"Rodriguez, Eduardo",SR-4,Texas,29:15.43,Stanford Invitational,2015-04-03,10000,M
43,"Kirui, Gilbert",FR-1,Iona,29:16.21,Stanford Invitational,2015-04-03,10000,M
44,"Raneri, John",SR-4,North Carolina,29:16.23,Stanford Invitational,2015-04-03,10000,M
45,"Larson, Ben",SR-4,Colorado St.,29:16.74,Stanford Invitational,2015-04-03,10000,M
46,"Hinkle, Tanner",SO-2,Furman,29:16.77,Stanford Invitational,2015-04-03,10000,M
47,"Kildoo, Jake",SR-4,Notre Dame,29:18.30,Stanford Invitational,2015-04-03,10000,M
48,"Dohner, Ryan",SR-4,Texas,29:18.56,Stanford Invitational,2015-04-03,10000,M
49,"Rutherford, Tait",JR-3,Columbia,29:19.17,Stanford Invitational,2015-04-03,10000,M
50,"Schrobilgen, Malachy",SO-2,Wisconsin,29:19.55,Big Ten Outdoor Track & Field Championships,2015-05-15,10000,M
51,"Kipkoech, Lawrence",FR-1,Campbell,29:20.11,Raleigh Relays,2015-03-27,10000,M
52,"McCormack, Ty",SR-4,Auburn,29:21.39,2015 Penn Relays,2015-04-23,10000,M
52,"Johnson, Brady",SO-2,Wichita State,29:21.39,Wichita State KT Woodman Classic,2015-04-08,10000,M
54,"Kowalsky, Andrew",JR-3,Iona,29:21.49,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,10000,M
55,"Rayyan, Morsi",SR-4,Michigan,29:22.15,Virginia Challenge,2015-04-17,10000,M
56,"Terer, Amon",JR-3,Campbell,29:22.59,Raleigh Relays,2015-03-27,10000,M
57,"Wharton, Sam",FR-1,Stanford,29:23.21,Stanford Invitational,2015-04-03,10000,M
58,"King, Curtis",JR-3,Dartmouth,29:24.06,Raleigh Relays,2015-03-27,10000,M
59,"Roszko, Damian",SR-4,Miss State,29:25.35,Mt. SAC Relays,2015-04-16,10000,M
60,"Farnsworth, Dallin",FR-1,BYU,29:25.64,Mt. SAC Relays,2015-04-16,10000,M
61,"Mahalsky, Ryan",SR-4,Lehigh,29:27.35,Raleigh Relays,2015-03-27,10000,M
62,"Wilson, Alex",SR-4,Michigan State,29:27.69,Raleigh Relays,2015-03-27,10000,M
63,"Simbassa, Abbabiya",SR-4,Oklahoma,29:28.10,Stanford Invitational,2015-04-03,10000,M
64,"Gohlke, Brian",JR-3,Oklahoma State,29:28.11,Stanford Invitational,2015-04-03,10000,M
65,"Masterson, Brian",JR-3,Dartmouth,29:28.54,Raleigh Relays,2015-03-27,10000,M
66,"Peloquin, Conner",SR-4,BYU,29:31.03,Stanford Invitational,2015-04-03,10000,M
67,"Burkhardt, Glen",JR-3,Penn State,29:31.42,Big Ten Outdoor Track & Field Championships,2015-05-15,10000,M
68,"Beams, Mark",SR-4,Michigan,29:32.44,Stanford Invitational,2015-04-03,10000,M
