,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
54,"Shubin, Lauren",FR-1,BYU,10:20.55,2016 Oxy Invitational (College/University),2016-05-07,3000S,W
55,"Topham, Rebekah",FR-1,Wichita State,10:20.95,2016 MVC Outdoor Track and Field Championships,2016-05-13,3000S,W
56,"Kiptebeny, Josphine",SR-4,Mid. Tenn. State,10:21.07,Mt. SAC Relays,2016-04-14,3000S,W
57,"Eisenberg, Christine",JR-3,Stony Brook,10:21.09,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
58,"Cashin, Amy",SO-2,West Virginia,10:21.36,2016 Billy Hayes Invitational,2016-05-06,3000S,W
59,"Anderson, Olivia",SR-4,Duke,10:21.86,Battle of the Blues,2016-04-01,3000S,W
60,"Hayes, Kelly",SO-2,Pittsburgh,10:22.08,San Francisco State Distance Carnival,2016-04-01,3000S,W
61,"Borchers, Claire",SO-2,Michigan,10:22.14,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,3000S,W
62,"McKenna, Kelli",SR-4,Kansas,10:23.28,San Francisco State Distance Carnival,2016-04-01,3000S,W
63,"Dahl, Emma",SR-4,Arkansas-Little Rock,10:23.72,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,3000S,W
64,"Palermo, Valerie",JR-3,Duquesne,10:23.78,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
65,"Applegate, Molly",SO-2,William and Mary,10:23.82,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
66,"Murphy, Grayson",SO-2,Santa Clara,10:24.03,Mt. SAC Relays,2016-04-14,3000S,W
67,"Viparina, Olivia",FR-1,James Madison,10:24.58,CAA Outdoor Track and Field Championships,2016-05-06,3000S,W
68,"Zieve, Sarah",SO-2,Michigan,10:25.06,Mt. SAC Relays,2016-04-14,3000S,W
69,"Novotna, Tereza",SR-4,Elon,10:25.28,CAA Outdoor Track and Field Championships,2016-05-06,3000S,W
70,"Holland, Sanne",SO-2,Colorado St.,10:25.34,Mountain West Championships,2016-05-11,3000S,W
71,"Mechels, Halie",SO-2,South Dakota St.,10:25.39,Mt. SAC Relays,2016-04-14,3000S,W
72,"King, Rachel",FR-1,South Dakota St.,10:25.75,Mt. SAC Relays,2016-04-14,3000S,W
73,"West, Megan",JR-3,South Dakota St.,10:25.78,Mt. SAC Relays,2016-04-14,3000S,W
74,"Gil-Echevarria, Paula",JR-3,Eastern Washington,10:25.82,Beach Invitational,2016-04-15,3000S,W
75,"Markovich, Alexandra",JR-3,Princeton,10:26.24,Larry Ellis Invite,2016-04-22,3000S,W
76,"Naumann, Kelly",FR-1,Iowa State,10:26.95,Big 12 Outdoor Track & Field Championships,2016-05-13,3000S,W
77,"Serrano, Chelsey",SR-4,New Hampshire,10:27.09,2016 America East Outdoor Track & Field Championships,2016-05-07,3000S,W
78,"Yuan , Meg",JR-3,West Virginia,10:27.39,Virginia Challenge,2016-04-22,3000S,W
79,"Coughlin, McKenna",SR-4,Mississippi,10:27.68,Virginia Challenge,2016-04-22,3000S,W
80,"Scott, Sarah",FR-1,Oklahoma,10:28.29,Payton Jordan Invitational,2016-05-01,3000S,W
80,"Deighan, Kayla",SR-4,Wichita State,10:28.29,2016 MVC Outdoor Track and Field Championships,2016-05-13,3000S,W
82,"Young, Lucy",JR-3,Northeastern,10:28.33,CAA Outdoor Track and Field Championships,2016-05-06,3000S,W
83,"Parkinson, Tori",JR-3,Utah State,10:28.48,Stanford Invitational,2016-04-01,3000S,W
84,"Bartolomeo, Rachel",FR-1,North Carolina St.,10:28.73,Virginia Challenge,2016-04-22,3000S,W
85,"Rush, Kristi",JR-3,BYU,10:28.75,Mt. SAC Relays,2016-04-14,3000S,W
86,"Yarrow, Laura",JR-3,Colorado St.,10:29.05,Mountain West Championships,2016-05-11,3000S,W
87,"Ocasio, Natalia",JR-3,High Point,10:29.27,Virginia Challenge,2016-04-22,3000S,W
88,"Brumley, Briar",FR-1,Cornell,10:29.44,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
89,"Goyette, Maxine",JR-3,UC Santa Barbara,10:29.85,Bruin Legends of T&F Distance Carnival,2016-04-01,3000S,W
90,"Hayward, Katelyn",SR-4,UT-Arlington,10:29.89,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,3000S,W
91,"Leff, Laura",SO-2,Boston College,10:30.24,ACC Championships,2016-05-13,3000S,W
92,"Bobart, Valerie",SO-2,Illinois,10:30.70,2016 Drake Relays presented by Hy-Vee,2016-04-27,3000S,W
93,"Coppinger, Courtney",SO-2,Kansas,10:31.01,Big 12 Outdoor Track & Field Championships,2016-05-13,3000S,W
94,"Sierra, Selena",JR-3,Houston,10:31.07,The American Outdoor Track & Field Championships,2016-05-12,3000S,W
95,"Fry, Katie",SR-4,UC Davis,10:31.15,Stanford Invitational,2016-04-01,3000S,W
96,"Riches, Laura",SR-4,Butler,10:31.19,BIG EAST Outdoor Track & Field Championships,2016-05-13,3000S,W
97,"Scheriff, Jessica",SO-2,Iona,10:31.80,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
98,"Pesek, Shelby",JR-3,Stephen F. Austin,10:31.87,SHSU Last Chance,2016-05-14,3000S,W
99,"Lincks, Janelle",JR-3,Colorado St.,10:32.55,Mountain West Championships,2016-05-11,3000S,W
100,"Melly, Erin",SO-2,Columbia,10:32.83,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,3000S,W
