,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
75,"Colter, Jordyn",FR-1,California,2:07.12,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,W
76,"Coppin, Tanisha",SR-4,Clemson,2:07.14,ACC Championships,2016-05-13,800,W
77,"Vodopia, Kat",SR-4,Connecticut,2:07.26,Larry Ellis Invite,2016-04-22,800,W
78,"Grigsby, Camry",SO-2,Sam Houston St.,2:07.27,SHSU Last Chance,2016-05-14,800,W
78,"Rizk, Julia",FR-1,UCLA,2:07.27,UCLA vs. USC Dual Meet,2016-05-01,800,W
80,"McIntosh, Kiara",SO-2,Purdue,2:07.36,2016 Indiana - Purdue Duals,2016-04-23,800,W
81,"Hippensteel, Olivia",JR-3,Indiana,2:07.37,2016 Indiana - Purdue Duals,2016-04-23,800,W
82,"Purtell, Jessica",JR-3,Baylor,2:07.39,Michael Johnson Classic,2016-04-23,800,W
83,"Watts, Mahnee",JR-3,Iowa,2:07.41,Musco Twilight,2016-04-23,800,W
84,"Hardie, Sarah",SO-2,Columbia,2:07.43,Ivy League Outdoor Track & Field Championships,2016-05-07,800,W
85,"Chavez, Andrea",SR-4,Utah,2:07.48,Baldy Castillo Invitational,2016-03-18,800,W
86,"Feldmeier, Brooke",SO-2,Oregon,2:07.50,Pac-12 Outdoor Track & Field Championships,2016-05-14,800,W
87,"Parker, Hannah",FR-1,Connecticut,2:07.52,The American Outdoor Track & Field Championships,2016-05-12,800,W
88,"Halamicek, Valeska",SO-2,Missouri,2:07.57,SEC Championships,2016-05-12,800,W
88,"Mink, Jackie",SR-4,Illinois State,2:07.57,Wisconsin Twilight,2016-05-06,800,W
90,"Eisenbeiss, Ali",SR-4,Utah,2:07.58,38th Annual Aztec Invitational,2016-03-24,800,W
91,"Phelan, Jaimie",JR-3,Michigan,2:07.59,Pac-12 vs Big 10 Invitational,2016-03-25,800,W
92,"Zidd, Natalie",JR-3,Akron,2:07.60,2016 Nike Clyde Littlefield Texas Relays,2016-03-30,800,W
93,"Howell, Michelle",JR-3,Jacksonville,2:07.63,Florida Relays,2016-03-31,800,W
94,"Artis, Devon",SO-2,Georgia,2:07.66,SEC Championships,2016-05-12,800,W
95,"Foley, Katie",SO-2,Connecticut,2:07.67,The American Outdoor Track & Field Championships,2016-05-12,800,W
96,"Grove, Ellison",SO-2,San Diego St.,2:07.74,Payton Jordan Invitational,2016-05-01,800,W
97,"Cranny, Elise",SO-2,Stanford,2:07.76,Stanford Invitational,2016-04-01,800,W
98,"Forte, Ashley",SO-2,Princeton,2:07.81,Princeton Outdoor Invite,2016-04-15,800,W
98,"Makau, Faith",JR-3,UC Riverside,2:07.81,Payton Jordan Invitational,2016-05-01,800,W
100,"Gajewski, Danielle",SO-2,New Hampshire,2:07.82,IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,800,W
