,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
65,"Harris, Kaylor",FR-1,Texas Tech,13.39,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.2,100H,M
66,"Thorpe, Summer",SO-2,Notre Dame,13.40,Michael Johnson Invitational,2018-04-21,1.1,100H,M
66,"Robinson, TeJyrica",SO-2,N. Carolina A&T,13.40,MEAC Outdoor Track & Field Championships,2018-05-03,2.3,100H,M
68,"Gardner, Sara",JR-3,Rider,13.41,Metro Atlantic Outdoor Track & Field Championships,2018-05-05,2.0,100H,M
68,"Bookman, Deonca",SR-4,Prairie View,13.41,SWAC Outdoor Track and Field Championship,2018-05-04,1.0,100H,M
70,"Anderson, Demetria",JR-3,Illinois State,13.42,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,3.0,100H,M
70,"Williams, Zykeria",FR-1,Indiana,13.42,Big Ten Championships,2018-05-11,0.9,100H,M
72,"Williams, Ebony",SO-2,Clemson,13.43,LSU Alumni Gold,2018-04-21,1.7,100H,M
72,"Collins, Kenya",SR-4,Georgia Tech,13.43,Georgia Tech Invitational,2018-04-20,2.7,100H,M
72,"Noell, Tehya",SR-4,Boston U.,13.43,Patriot League Outdoor Track & Field Championships,2018-05-04,1.1,100H,M
72,"Cannigan, Shanice",SR-4,South Dakota,13.43,2018 Summit League Championships,2018-05-10,2.5,100H,M
76,"Roberts, Hunter",SR-4,East Carolina,13.45,NCAT Aggie Invitational,2018-04-13,1.7,100H,M
76,"Hughes, Brandi",SO-2,Tulane,13.45,The American Outdoor Track & Field Championships,2018-05-11,1.7,100H,M
76,"Loyd, Kyah",FR-1,Tulane,13.45,The American Outdoor Track & Field Championships,2018-05-11,1.7,100H,M
79,"Brooks, Alexia",JR-3,DePaul,13.46,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,3.0,100H,M
79,"Njoku, Rose",SO-2,Texas Tech,13.46,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.4,100H,M
79,"Dixon, Natisha",JR-3,North Carolina,13.46,ACC Outdoor Championships,2018-05-10,2.7,100H,M
82,"McDonald, Gabrielle",FR-1,Texas A&M,13.47,Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,-0.1,100H,M
82,"Brown, Brittany",JR-3,San Jose St.,13.47,Bulldog Invitational,2018-04-28,1.6,100H,M
84,"Amarteifio, Remy",SO-2,Northern Illinois,13.48,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,1.9,100H,M
85,"Smith, Kylah",JR-3,Texas State,13.49,Sun Belt Outdoor Track and Field Championships,2018-05-11,2.5,100H,M
85,"Hinton, Kaylee",JR-3,Texas Tech,13.49,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.5,100H,M
87,"Freeman, Chanel",JR-3,Nebraska,13.50,John McDonnell Invitational,2018-04-13,3.5,100H,M
87,"Mitchell, Timetria",FR-1,Florida,13.50,SEC Outdoor Track and Field Championships,2018-05-11,1.3,100H,M
89,"Stewart, Raven",SR-4,Georgia Tech,13.51,Georgia Tech Invitational,2018-04-20,2.7,100H,M
89,"Payton, Braneshia",SR-4,Northwestern St.,13.51,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.6,100H,M
89,"Schow, Rachel",SO-2,Minnesota,13.51,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,3.0,100H,M
89,"Stenekes, Brittany",SO-2,Cornell,13.51,Ivy League Outdoor Track & Field Championships,2018-05-05,1.6,100H,M
93,"Heyward, Kelsey",SO-2,Louisville,13.52,2018 Louisville Invitational,2018-04-13,3.5,100H,M
94,"Holton, Kennedy",SR-4,USC Upstate,13.54,ASUN Outdoor Track & Field Championships,2018-05-11,2.0,100H,M
95,"Robertson, Taejah",JR-3,Norfolk State,13.55,Virginia Grand Prix,2018-04-28,0.2,100H,M
95,"Moore, Zharia",SO-2,Texas A&M,13.55,Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.9,100H,M
95,"Brooks, Kieshonna",SO-2,Ole Miss,13.55,SEC Outdoor Track and Field Championships,2018-05-11,1.0,100H,M
98,"Kimbro, Jenny",SO-2,Iowa,13.56,Big Ten Championships,2018-05-11,-0.2,100H,M
98,"Lovett, Shamaria",JR-3,Alabama State,13.56,SWAC Outdoor Track and Field Championship,2018-05-04,-0.9,100H,M
100,"Bygrave, Breanne",SO-2,Penn,13.57,Tennessee Relays,2018-04-12,3.1,100H,M
