,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
30,"Holston, Lorenda",SR-4,Colorado St.,13.16@,Mountain West Outdoor Track & Field Championships,2017-05-10,2.1,100H,M
30,"White, Kayla",SO-2,N. Carolina A&T,13.16,2017 Aggie Invitational,2017-04-14,1.7,100H,M
32,"Howell, Jacklyn",JR-3,Kentucky,13.18,SEC Outdoor Track & Field Championships,2017-05-11,0.3,100H,M
33,"Barge, Jasmine",SO-2,Nebraska,13.19@,Texas Tech Red Raider Shoot-Out,2017-04-28,2.6,100H,M
34,"Marshall, Tonea",FR-1,LSU,13.20,SEC Outdoor Track & Field Championships,2017-05-11,0.3,100H,M
35,"Roberson, Savannah",JR-3,Purdue,13.21,Big Ten Outdoor Championships,2017-05-12,3.6,100H,M
36,"Brimlett, Jabreuna",SO-2,Murray State,13.22,OVC Outdoor Track & Field Championship,2017-05-11,2.9,100H,M
37,"Ross-Ransom, Skylar",SR-4,Florida,13.23,SEC Outdoor Track & Field Championships,2017-05-11,0.2,100H,M
37,"Johnson, Brandee",FR-1,Florida,13.23,UF Tom Jones Memorial,2017-04-28,0.8,100H,M
37,"Rothwell, Cha'Mia",FR-1,Dartmouth,13.23,Ivy League Outdoor Track & Field Championships,2017-05-06,3.7,100H,M
40,"Atkins, Kyra",SO-2,East Tenn. St.,13.25,Southern Conference Outdoor Championships 2017,2017-05-11,2.4,100H,M
40,"Olusola, Mofiyinfoluwa",SR-4,Nevada,13.25@,Mountain West Outdoor Track & Field Championships,2017-05-10,2.9,100H,M
40,"Larch-Miller, Taylor",SR-4,Wichita State,13.25,2017 MVC Outdoor Track and Field Championships,2017-05-12,4.0,100H,M
43,"Jimson-Miller, Alexus",SR-4,Miami (Ohio),13.26,Mid-American Outdoor Track & Field Championships,2017-05-11,1.6,100H,M
44,"Clerveaux, Vanessa",SR-4,Alabama,13.28,War Eagle Invititaional,2017-04-21,2.9,100H,M
45,"George, Megan",SR-4,UC Irvine,13.30,adidas/Steve Scott Invitational,2017-04-28,1.9,100H,M
45,"Morrison, Deshaunda",JR-3,Arizona State,13.30,Pac-12 Championships,2017-05-13,0.5,100H,M
47,"Brabham-Lawrence, Sierra",SO-2,San Diego St.,13.33@,Mountain West Outdoor Track & Field Championships,2017-05-10,2.9,100H,M
48,"Abdul-Rashid, Mariam",SO-2,Texas,13.34,Big 12 Outdoor Track & Field Championships,2017-05-12,3.6,100H,M
48,"Setterington, Nicole",SR-4,Florida State,13.34,UF Tom Jones Memorial,2017-04-28,0.8,100H,M
50,"Kerrison, Stefani",SO-2,Miami,13.35,UF Tom Jones Memorial,2017-04-28,0.8,100H,M
50,"Larch-Miller, Nikki",SR-4,Wichita State,13.35@,Texas Tech Red Raider Shoot-Out,2017-04-28,2.6,100H,M
50,"Powell, Jocselyn",JR-3,Kennesaw State,13.35,ASUN Outdoor Track & Field Championships,2017-05-12,1.2,100H,M
53,"Duckett, Jessica",SO-2,Tulane,13.37,The American Outdoor Track & Field Championships,2017-05-12,2.5,100H,M
53,"Humphrey, Brittley",FR-1,LSU,13.37,LSU Battle on the Bayou,2017-04-08,0.8,100H,M
53,"Thames, Valerie",JR-3,Missouri,13.37,SEC Outdoor Track & Field Championships,2017-05-11,0.3,100H,M
53,"Moore, Tawnie",JR-3,Weber State,13.37,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,2.6,100H,M
53,"Graham, Jasmyne",SO-2,USC,13.37,Trojan Invitational,2017-03-17,0.6,100H,M
58,"Gordon, Daeshon",JR-3,Northwestern St.,13.38,Baylor Invitational,2017-04-08,2.6,100H,M
58,"Jones, Tyra",JR-3,UC Irvine,13.38,2017 Big West Track & Field Championships,2017-05-12,1.3,100H,M
60,"Thevenin, Tia",SO-2,Syracuse,13.39,Big Red Outdoor Invitational 2017,2017-04-30,1.9,100H,M
60,"Knight, Andrenette",FR-1,San Diego St.,13.39@,Mountain West Outdoor Track & Field Championships,2017-05-10,2.1,100H,M
60,"Aitken, Lexi",SO-2,TCU,13.39,Big 12 Outdoor Track & Field Championships,2017-05-12,3.5,100H,M
63,"Schultz, Nina",FR-1,Kansas State,13.40,Big 12 Outdoor Track & Field Championships,2017-05-12,3.5,100H,M
64,"Leonard, Ciara",SO-2,Virginia,13.41,Virginia Grand Prix,2017-04-29,0.8,100H,M
64,"Lott, Leah",SR-4,Miss State,13.41,LSU Alumni Gold,2017-04-22,2.1,100H,M
66,"Young, Mary",JR-3,Drake,13.43,2017 MVC Outdoor Track and Field Championships,2017-05-12,3.1,100H,M
66,"Abrought, Remy",SR-4,UMKC,13.43,WAC Outdoor Track & Field Championships,2017-05-10,2.3,100H,M
66,"Brooks, Shemiah",SR-4,Arkansas State,13.43,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.5,100H,M
69,"Dadzie, Elizabeth",SR-4,Mid. Tenn. State,13.44@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,2.8,100H,M
69,"Stewart, Antonisha",SR-4,Texas State,13.44,Sun Belt Outdoor Track and Field Championships,2017-05-12,2.5,100H,M
71,"Herman, Kelsey",SO-2,Arkansas,13.45,SEC Outdoor Track & Field Championships,2017-05-11,1.7,100H,M
72,"Collins, Kenya",JR-3,Georgia Tech,13.46,Florida Relays,2017-03-30,2.5,100H,M
72,"McGlaston, Mecca",FR-1,USC,13.46,Pac-12 Championships,2017-05-13,2.4,100H,M
72,"Williams, Ebony",SO-2,Clemson,13.46,Spec Towns Invitational,2017-04-07,1.3,100H,M
72,"Thomas, Jahisha",JR-3,Iowa,13.46,Florida Relays,2017-03-30,2.5,100H,M
72,"Phillips, Danielle",JR-3,LSU,13.46,LSU Alumni Gold,2017-04-22,2.1,100H,M
77,"Hutchinson, Cheyenne",SR-4,East Carolina,13.47,Duke Invitational,2017-04-21,0.9,100H,M
77,"Njoku, Chinyere",SO-2,Texas A&M,13.47,Michael Johnson Invitational,2017-04-22,2.2,100H,M
77,"Sow, Rougui",SO-2,South Carolina,13.47,Gamecock Invitational,2017-04-15,2.7,100H,M
80,"Howard, Monica",SR-4,Alabama State,13.48,Gamecock Invitational,2017-04-15,1.2,100H,M
80,"Flynn, Tiffany",JR-3,Miss State,13.48,Crimson Tide Invitational,2017-04-07,0.6,100H,M
80,"Robertson, Taejah",SO-2,Norfolk State,13.48,MEAC Outdoor Championships,2017-05-04,1.7,100H,M
80,"Hinton, Kaylee",SO-2,Texas Tech,13.48,Big 12 Outdoor Track & Field Championships,2017-05-12,3.2,100H,M
84,"Knight, Morgan",JR-3,N. Carolina A&T,13.49,MEAC Outdoor Championships,2017-05-04,1.7,100H,M
85,"Grauvogel, Louisa",FR-1,Georgia,13.50,Torrin Lawrence Memorial,2017-05-06,2.4,100H,M
85,"London, Christine",SR-4,Ohio State,13.50,Big Ten Outdoor Championships,2017-05-12,3.6,100H,M
87,"Payton, Braneshia",JR-3,Northwestern St.,13.51,2017 TCU Invitational,2017-03-17,0.9,100H,M
88,"Lorick, Modesty",SR-4,Southern Miss.,13.52,Southern Miss Open,2017-04-28,0.3,100H,M
88,"Cooks, Riley",SR-4,Long Beach St.,13.52,Big West Challenge,2017-04-07,1.7,100H,M
88,"Delaney, Shantyra",SR-4,Purdue,13.52,2017 Drake Relays presented by Hy-Vee,2017-04-26,2.3,100H,M
88,"Glades, Jamika",SR-4,Florida Atlantic,13.52@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,2.3,100H,M
88,"Von Jackowski, Selina",SO-2,Buffalo,13.52,Mid-American Outdoor Track & Field Championships,2017-05-11,1.6,100H,M
88,"Warden, Courtney",JR-3,Stony Brook,13.52,2017 America East Outdoor Championships,2017-05-06,1.4,100H,M
94,"Perry, Dara",SO-2,Akron,13.54,Mid-American Outdoor Track & Field Championships,2017-05-11,0.3,100H,M
94,"Cannigan, Shanice",JR-3,South Dakota,13.54,USD SDSU Dual,2017-04-08,1.4,100H,M
94,"Oja, Laura-Maria",SR-4,Kennesaw State,13.54,ASUN Outdoor Track & Field Championships,2017-05-12,1.2,100H,M
97,"McEnany, Ryann",SR-4,Florida,13.55,UF Tom Jones Memorial,2017-04-28,0.8,100H,M
98,"Lee, Jessica",JR-3,Quinnipiac,13.56,Stony Brook University - Wolfie Invitational,2017-04-22,2.2,100H,M
98,"Juhasz, Lilla",SR-4,Campbell,13.56,Gamecock Invitational,2017-04-15,1.2,100H,M
98,"Anderson, Demetria",SO-2,Illinois State,13.56,2017 MVC Outdoor Track and Field Championships,2017-05-12,4.0,100H,M
1,"Harrison, Kendra",SR-4,Kentucky,12.50,SEC Championships,2015-05-14,1.8,100H,M
2,"McReynolds, Tiffani",SR-4,Baylor,12.70,Big 12 Outdoor Track & Field Championships,2015-05-15,3.8,100H,M
3,"Owens, Bridgette",SR-4,Florida,12.73,SEC Championships,2015-05-14,1.5,100H,M
4,"Barber, Jade",SR-4,Notre Dame,12.81,2015 Clyde Littlefield Texas Relays,2015-03-25,3.7,100H,M
5,"Ofili, Cindy",JR-3,Michigan,12.89,Big Ten Outdoor Track & Field Championships,2015-05-15,0.8,100H,M
5,"Hall, Dior",FR-1,USC,12.89,Mt. SAC Relays,2015-04-16,1.8,100H,M
7,"Snow, Morgan",SR-4,Texas,12.96,Big 12 Outdoor Track & Field Championships,2015-05-15,-0.3,100H,M
8,"Pledger, Le'Tristan",JR-3,Texas Tech,12.99,2015 Clyde Littlefield Texas Relays,2015-03-25,3.7,100H,M
9,"Wallace, Sasha",SO-2,Oregon,13.00,Pac-12 Track & Field Championships,2015-05-15,-0.4,100H,M
10,"Bougard, Erica",JR-3,Miss State,13.02,SEC Championships,2015-05-14,1.8,100H,M
11,"Demas, Danielle",JR-3,Sam Houston St.,13.03,Southland Conference Championship,2015-05-08,1.1,100H,M
12,"Chase, Chanice",JR-3,LSU,13.05,SEC Championships,2015-05-14,1.8,100H,M
13,"Charlton, Devynne",SO-2,Purdue,13.06,Big Ten Outdoor Track & Field Championships,2015-05-15,0.8,100H,M
14,"Howell, Jacklyn",FR-1,Kentucky,13.07,SEC Championships,2015-05-14,1.9,100H,M
15,"Larch-Miller, Nikki",JR-3,Wichita State,13.08,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,100H,M
16,"Gordon, Daeshon",FR-1,LSU,13.09,2015 Clyde Littlefield Texas Relays,2015-03-25,3.7,100H,M
17,"Nugent, Leah",SR-4,Kentucky,13.11,UF Tom Jones Memorial,2015-04-24,1.2,100H,M
17,"Jones, Akela",JR-3,Kansas State,13.11,Big 12 Outdoor Track & Field Championships,2015-05-15,3.8,100H,M
19,"Fortenberry, Alexia",SO-2,New Orleans,13.14,Southland Conference Championship,2015-05-08,2.4,100H,M
20,"Gochenour, Alex",JR-3,Arkansas,13.15,2015 Clyde Littlefield Texas Relays,2015-03-25,2.0,100H,M
21,"Perry, Alexis",JR-3,North Carolina St.,13.17,Raleigh Relays,2015-03-27,2.6,100H,M
22,"Elliott, Samantha",SR-4,Clemson,13.18,2015 Penn Relays,2015-04-23,0.5,100H,M
22,"Scarlett, Samantha",JR-3,Auburn,13.18,SEC Championships,2015-05-14,1.9,100H,M
24,"Larch-Miller, Taylor",SO-2,Wichita State,13.19,Rock Chalk Classic,2015-05-02,2.9,100H,M
25,"Brooks, Taliyah",FR-1,Arkansas,13.23,SEC Championships,2015-05-14,1.9,100H,M
26,"Cox, Melia",SR-4,USC,13.25,Mt. SAC Relays,2015-04-16,1.3,100H,M
26,"Morrison, Ebony",SO-2,Auburn,13.25,SEC Championships,2015-05-14,1.5,100H,M
26,"McGhee, Brianna",JR-3,TCU,13.25,Big 12 Outdoor Track & Field Championships,2015-05-15,3.8,100H,M
29,"Hughes, Amber",SO-2,Tennessee St.,13.26,Ohio Valley Conference Championships,2015-05-15,2.1,100H,M
29,"Walker, Shanique",SR-4,Jacksonville,13.26,Atlantic Sun Outdoor Track & Field Championships,2015-05-15,0.0,100H,M
31,"McNeil, Ste'yce",JR-3,Miss State,13.28,SEC Championships,2015-05-14,1.3,100H,M
31,"Williams, Kendell",SO-2,Georgia,13.28,Georgia Invitational,2015-05-09,-1.0,100H,M
33,"Adeokun, Mobolaji",JR-3,Texas,13.29,Longhorn Invitational,2015-05-02,1.5,100H,M
33,"Juhasz, Lilla",SO-2,Campbell,13.29@,Texas Tech Red Raider Open,2015-04-30,2.2,100H,M
35,"Young, Mary",FR-1,Drake,13.30,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,100H,M
35,"Monteverde-Dalton, Alyssa",JR-3,BYU,13.30,Border Clash 2015,2015-05-01,1.8,100H,M
37,"Hutchinson, Cheyenne",JR-3,East Carolina,13.31,The American Outdoor Track & Field Championships,2015-05-14,2.3,100H,M
38,"Auzenne, Micha",SO-2,San Diego St.,13.32,2015 Triton Invitational,2015-04-24,3.8,100H,M
39,"Briscoe, Shavon",SR-4,George Mason,13.33,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.8,100H,M
40,"Edgecombe, Demeteria",SR-4,East Tenn. St.,13.35,Southern Conference Outdoor Championship 2015,2015-04-25,1.2,100H,M
41,"Brown, Kristen",SR-4,San Diego St.,13.36,2015 Triton Invitational,2015-04-24,3.8,100H,M
42,"Greenidge, Sade Mariah",SR-4,Houston,13.37,The American Outdoor Track & Field Championships,2015-05-14,2.3,100H,M
43,"Glades, Jamika",SO-2,Miami,13.38,Florida Relays,2015-04-02,0.9,100H,M
43,"Richard, Ja'Mesha",JR-3,Jacksonville,13.38,UF Tom Jones Memorial,2015-04-24,1.2,100H,M
43,"Coleman, Breeana",SR-4,Illinois,13.38,Rankin/Poehlein Invitational,2015-05-01,-2.1,100H,M
43,"Maslowski, Teddi",JR-3,Duke,13.38,Mt. SAC Relays/CA Invitational Multi Events,2015-04-15,2.4,100H,M
47,"Franklin, Alexis",JR-3,Ohio State,13.39,Virginia Challenge,2015-04-17,1.7,100H,M
47,"Stewart, Antonisha",SO-2,Texas State,13.39,Longhorn Invitational,2015-05-02,1.5,100H,M
47,"Gelibert, Jessica",JR-3,Coastal Carolina,13.39,Big South Championships,2015-05-14,1.1,100H,M
50,"Caston, LaDonna",JR-3,SIU-Edwardsville,13.40,Tom Botts Invitational,2015-05-01,-1.6,100H,M
51,"Buchanan, Brea",SR-4,UCLA,13.41,Mt. SAC Relays,2015-04-16,1.3,100H,M
52,"Davis, Chalese",JR-3,South Carolina,13.42,SEC Championships,2015-05-14,1.5,100H,M
53,"Whitaker, Johna'",FR-1,UCF,13.43,The American Outdoor Track & Field Championships,2015-05-14,2.3,100H,M
53,"Sanders, Je'Rica",SR-4,Cincinnati,13.43,The American Outdoor Track & Field Championships,2015-05-14,2.3,100H,M
55,"Clerveaux, Vanessa",SO-2,Alabama,13.46,Al vs MS Border Clash,2015-04-10,1.9,100H,M
55,"Ratcliff, Jazmin",SR-4,Portland State,13.46,Big Sky Conference Outdoor Track & Field Championships,2015-05-13,2.2,100H,M
57,"Vollmer, Lindsay",SR-4,Kansas,13.47,Big 12 Outdoor Track & Field Championships,2015-05-15,-0.3,100H,M
57,"Rose, Lauren",SR-4,Michigan State,13.47,Big Ten Outdoor Track & Field Championships,2015-05-15,0.9,100H,M
59,"Sanford, Sarah",FR-1,Samford,13.48,Southern Conference Outdoor Championship 2015,2015-04-25,1.2,100H,M
59,"Barber, Kaila",JR-3,Notre Dame,13.48,ACC-Big Ten Challenge,2015-04-11,1.0,100H,M
61,"Latham, Deanna",SR-4,Wisconsin,13.48,Big Ten Outdoor Track & Field Championships,2015-05-15,1.7,100H,M
62,"Setterington, Nicole",SO-2,Florida State,13.49,Miami Hurricane Alumni Invitational,2015-04-10,0.6,100H,M
62,"VanGrinsven, Holly",JR-3,New Mexico,13.49,Mountain West Outdoor Track & Field Championships,2015-05-13,3.9,100H,M
64,"Michell, Sami",SO-2,Michigan,13.50,Virginia Challenge,2015-04-17,1.7,100H,M
64,"Hawkins, Chari",SR-4,Utah State,13.50,Brutus Hamilton Challenge,2015-04-25,0.8,100H,M
64,"Glover, Jasmine",JR-3,Ohio State,13.50,2015 Drake Relays presented by Hy-Vee,2015-04-22,1.1,100H,M
64,"Stiens, Jordan",SR-4,Nebraska,13.50,Big Ten Outdoor Track & Field Championships,2015-05-15,1.7,100H,M
68,"George, Megan",SO-2,UC Irvine,13.51,2015 Big West Championships,2015-05-15,1.1,100H,M
68,"Blakney, Alvonna",JR-3,Charlotte,13.51@,Conference USA Outdoor Track & Field Championships,2015-05-14,0.3,100H,M
70,"Thompson, Lauren",SR-4,McNeese State,13.52,Southland Conference Championship,2015-05-08,2.4,100H,M
70,"Stewart, Carmelia",SR-4,Indiana State,13.52,2015 MVC Outdoor Track and Field Championships,2015-05-15,1.1,100H,M
70,"Bigby, Latesha",SR-4,Northern Illinois,13.52,Mid-American Outdoor Track & Field Championships,2015-05-14,0.0,100H,M
73,"Grant, Shanice",JR-3,Villanova,13.53,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.9,100H,M
73,"Griffin, Sydney",SO-2,Elon,13.53,2015 Aggie Last Chance,2015-05-17,0.5,100H,M
75,"Bass, Xaviera",SR-4,Western Carolina,13.54,2015 Aggie Last Chance,2015-05-17,2.2,100H,M
75,"Johnson, Alexandria",SR-4,Ohio State,13.54,Big Ten Outdoor Track & Field Championships,2015-05-15,0.8,100H,M
75,"Farrington, Melissa-Maree",SO-2,Nebraska,13.54,Husker Spring Invitational,2015-04-11,0.8,100H,M
78,"Knight, Morgan",FR-1,N. Carolina A&T,13.55,2015 Aggie Invitational,2015-04-11,2.7,100H,M
78,"White, Stephanie",SR-4,Stephen F. Austin,13.55,Southland Conference Championship,2015-05-08,2.4,100H,M
78,"SanCartier, Serena",SR-4,Oakland,13.55,"Hillsdale ""Last Chance"" Classic",2015-05-06,1.9,100H,M
78,"Stueckle, Kimberly",JR-3,Washington,13.55,Baldy Castillo Invitational,2015-03-20,3.1,100H,M
82,"Chapman, Quintunya",SR-4,Georgia,13.56,Georgia Bulldog Decathlon/Heptathlon,2015-04-08,1.6,100H,M
82,"Littleton, Danielle",SR-4,UC Riverside,13.56,2015 Triton Invitational,2015-04-24,1.6,100H,M
84,"Olusola, Mofiyinfoluwa",SO-2,Nevada,13.57,Mountain West Outdoor Track & Field Championships,2015-05-13,3.9,100H,M
84,"Kerekes, Greta",SR-4,UTEP,13.57@,Conference USA Outdoor Track & Field Championships,2015-05-14,0.3,100H,M
84,"Willis, Skyler",SR-4,Akron,13.57,Mid-American Outdoor Track & Field Championships,2015-05-14,0.0,100H,M
84,"Babolayi, Oarabile",JR-3,Missouri State,13.57,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,100H,M
84,"Veale, Marie",JR-3,Cal St. Northridge,13.57,2015 Big West Championships,2015-05-15,1.1,100H,M
84,"McFarland, Candice",JR-3,Washington St.,13.57,Pac-12 Track & Field Championships,2015-05-15,-0.4,100H,M
90,"Sims, Laticia",JR-3,South Florida,13.58,USF Triangular,2015-04-11,1.3,100H,M
90,"Rahn, Xenia",SR-4,North Carolina,13.58,Duke Twilight,2015-05-06,1.2,100H,M
92,"Burnett, Autumnn",JR-3,UAB,13.59,War Eagle Invitational 2015,2015-04-17,0.9,100H,M
93,"James, Anna-Kay",SR-4,UTEP,13.60@,Conference USA Outdoor Track & Field Championships,2015-05-14,0.3,100H,M
94,"Jones, Ariel",FR-1,Texas,13.61,2015 Clyde Littlefield Texas Relays,2015-03-25,-1.4,100H,M
94,"Burr, Shanel",FR-1,Virginia Tech,13.61,Florida Relays,2015-04-02,0.1,100H,M
96,"Hicks, Traci",JR-3,Arizona,13.62,Pac-12 Track & Field Championships,2015-05-15,-0.4,100H,M
96,"Jackson, Cecelia",SO-2,Portland State,13.62,Sacramento State Open (College),2015-05-09,2.3,100H,M
96,"Ray, Chantel",FR-1,Ohio State,13.62,Virginia Challenge,2015-04-17,0.7,100H,M
96,"Abrought, Remy",JR-3,Southern Illinois,13.62,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,100H,M
96,"Delaney, Shantyra",SO-2,Purdue,13.62,Rankin/Poehlein Invitational,2015-05-01,2.5,100H,M
1,"Camacho-Quinn, Jasmine",JR-3,Kentucky,12.40,SEC Outdoor Track and Field Championships,2018-05-11,1.2,100H,M
2,"Burton, Rushelle",SO-2,Texas,12.64,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.3,100H,M
3,"Charlton, Devynne",SR-4,Purdue,12.70,LSU Battle on the Bayou,2018-04-07,1.6,100H,M
4,"Seymour, Pedrya",SR-4,Texas,12.72,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.2,100H,M
5,"Brown, Janeek",FR-1,Arkansas,12.73,National Relay Championships,2018-04-27,2.6,100H,M
5,"Marshall, Tonea",SO-2,LSU,12.73,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.3,100H,M
7,"Brissett, Chanel",FR-1,USC,12.75,2018 Pac-12 Track & Field Championships,2018-05-12,1.7,100H,M
7,"Johnson, Alaysha",JR-3,Oregon,12.75,2018 Desert Heat Classic,2018-04-28,-0.3,100H,M
9,"Cockrell, Anna",SO-2,USC,12.79,2018 Pac-12 Track & Field Championships,2018-05-12,2.4,100H,M
9,"Duncan, Alexis",SO-2,Tennessee,12.79,SEC Outdoor Track and Field Championships,2018-05-11,1.2,100H,M
11,"Brooks, Taliyah",SR-4,Arkansas,12.82,National Relay Championships,2018-04-27,2.6,100H,M
12,"Hall, Dior",JR-3,USC,12.83,2018 Pac-12 Track & Field Championships,2018-05-12,1.7,100H,M
12,"Williams, Jeanine",JR-3,Georgia Tech,12.83,ACC Outdoor Championships,2018-05-10,2.7,100H,M
14,"White, Kayla",JR-3,N. Carolina A&T,12.91,MEAC Outdoor Track & Field Championships,2018-05-03,2.3,100H,M
15,"Howell, Jacklyn",SR-4,Kentucky,12.93,Tennessee Relays,2018-04-12,3.1,100H,M
15,"Jones, Cortney",SO-2,Florida State,12.93,ACC Outdoor Championships,2018-05-10,2.7,100H,M
17,"Roberson, Savannah",SR-4,Purdue,12.96,2018 Louisville Invitational,2018-04-13,3.5,100H,M
18,"Spagnola, Emma",SR-4,Minnesota,12.97,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,3.0,100H,M
19,"Humphrey, Brittley",SO-2,LSU,13.02,SEC Outdoor Track and Field Championships,2018-05-11,1.2,100H,M
19,"Duckett, Jessica",JR-3,Tulane,13.02,The American Outdoor Track & Field Championships,2018-05-11,1.7,100H,M
21,"Davis, Tara",FR-1,Georgia,13.04,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.2,100H,M
22,"Atherley, Michelle",SO-2,Miami,13.05,ACC Outdoor Championships,2018-05-10,0.5,100H,M
23,"McGlaston, Mecca",SO-2,USC,13.06,2018 Pac-12 Track & Field Championships,2018-05-12,1.7,100H,M
24,"Perry, Dara",JR-3,Akron,13.10,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,1.9,100H,M
24,"Graham, Jasmyne",JR-3,UNLV,13.10,Mountain West Outdoor Track & Field Championships,2018-05-09,1.0,100H,M
24,"Little , Caitlyn",FR-1,South Carolina,13.10,SEC Outdoor Track and Field Championships,2018-05-11,1.3,100H,M
24,"McMinn, Tiara",FR-1,Miami,13.10,ACC Outdoor Championships,2018-05-10,2.7,100H,M
28,"Ray, Chantel",SR-4,Ohio State,13.11,Tennessee Relays,2018-04-12,3.1,100H,M
29,"Gordon, Daeshon",SR-4,Northwestern St.,13.12,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.2,100H,M
29,"Grauvogel, Louisa",SO-2,Georgia,13.12,SEC Outdoor Track and Field Championships,2018-05-11,0.8,100H,M
31,"Akobundu, Madeleine",SO-2,N. Carolina A&T,13.13,MEAC Outdoor Track & Field Championships,2018-05-03,2.3,100H,M
31,"Leonard, Ciara",JR-3,Virginia,13.13,ACC Outdoor Championships,2018-05-10,2.7,100H,M
33,"Barge, Jasmine",JR-3,Nebraska,13.14,John McDonnell Invitational,2018-04-13,3.5,100H,M
34,"Powell, Jocselyn",SR-4,Kennesaw State,13.15,Miami Hurricane Alumni Invitational,2018-04-06,3.6,100H,M
35,"Von Jackowski, Selina",JR-3,Buffalo,13.16,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,1.9,100H,M
36,"Abdul-Rashid, Mariam",JR-3,Texas,13.18,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.3,100H,M
36,"Turner, Domonique",SO-2,Tennessee,13.18,Tennessee Relays,2018-04-12,3.1,100H,M
38,"Cunningham, Gabriele",JR-3,North Carolina St.,13.20,Penn Relays,2018-04-26,1.0,100H,M
39,"Johnson, Brandee",SO-2,Florida,13.21,UF Tom Jones Memorial,2018-04-13,1.8,100H,M
39,"Robinson, Kaylah",FR-1,Oregon,13.21,2018 Pac-12 Track & Field Championships,2018-05-12,2.3,100H,M
39,"Rocker, Destinee",FR-1,Colorado St.,13.21,Mountain West Outdoor Track & Field Championships,2018-05-09,1.0,100H,M
39,"Gittens, Tyra",FR-1,Texas A&M,13.21,SEC Outdoor Track and Field Championships,2018-05-11,1.2,100H,M
43,"Lewis, Morgan",FR-1,Fresno State,13.23,Mountain West Outdoor Track & Field Championships,2018-05-09,3.5,100H,M
44,"Rothwell, Cha'Mia",SO-2,Dartmouth,13.24,Ivy League Outdoor Track & Field Championships,2018-05-05,1.6,100H,M
44,"Love, Jerica",JR-3,Incarnate Word,13.24,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.6,100H,M
44,"Parks, Milan",JR-3,South Carolina,13.24,Penn Relays,2018-04-26,1.0,100H,M
44,"Monteverde-Dalton, Alyssa",SR-4,BYU,13.24@,2018 BYU Robison Invitational,2018-04-26,2.0,100H,M
48,"Young, Milan",FR-1,LSU,13.26,Home Depot Clyde Littlefield Texas Relays,2018-03-28,3.3,100H,M
49,"Lee, Jessica",SR-4,Quinnipiac,13.27,Tiger Track Classic 2018,2018-04-13,2.3,100H,M
50,"Trought, Brittney",JR-3,TCU,13.28,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.4,100H,M
50,"Jones, Ariel",SR-4,Texas,13.28,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.2,100H,M
52,"Atkins, Kyra",JR-3,East Tenn. St.,13.29,Georgia Tech Invitational,2018-04-20,2.7,100H,M
53,"Woodley, Alexis",SO-2,Virginia,13.31,Virginia Grand Prix,2018-04-28,0.2,100H,M
53,"Njoku, Chinyere",JR-3,Texas A&M,13.31,SEC Outdoor Track and Field Championships,2018-05-11,0.8,100H,M
55,"Schultz, Nina",SO-2,Kansas State,13.34,Roadrunner Invitational,2018-03-22,2.4,100H,M
56,"Robinson, Courtney",SR-4,Cal St. Northridge,13.35,2018 Big West Championships,2018-05-11,2.4,100H,M
57,"Austin, Camri",FR-1,Oklahoma,13.36,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,0.2,100H,M
57,"Okorie, Ariel",SO-2,Kansas State,13.36,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.5,100H,M
59,"Brimlett, Jabreuna",JR-3,Murray State,13.37,Texas State Bobcat Invitational,2018-03-29,3.0,100H,M
59,"Morrison, Deshaunda",JR-3,Arizona State,13.37,2018 Desert Heat Classic,2018-04-28,-0.3,100H,M
59,"Lopes, Lyndsey",JR-3,USC,13.37,2018 Pac-12 Track & Field Championships,2018-05-12,2.8,100H,M
62,"Taylor, Naomi",FR-1,Houston,13.38,The American Outdoor Track & Field Championships,2018-05-11,1.7,100H,M
62,"Joiner, Karina",SO-2,Harvard,13.38,Ivy League Outdoor Track & Field Championships,2018-05-05,1.6,100H,M
62,"Thevenin, Tia",JR-3,Syracuse,13.38,UF Tom Jones Memorial,2018-04-13,1.8,100H,M
