,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
84,"Henry, William",SR-4,Arizona State,47.01,Pac-12 Outdoor Track and Field Championships,2014-05-17,400,M
84,"Branch, Drew",JR-3,Georgia,47.01,War Eagle 2014,2014-04-18,400,M
86,"Baker, Ethan",JR-3,Oklahoma,47.02,Brutus Hamilton Challenge,2014-04-26,400,M
87,"Davis, Dwight",SO-2,Alabama,47.03,Mt. SAC Relays,2014-04-17,400,M
87,"Taylor, Donell",SO-2,Coppin State,47.03,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400,M
89,"Rogers, Elbert",SO-2,Southern Miss.,47.05,Alabama vs. Mississippi Border Clash,2014-04-11,400,M
90,"Vaughn, Adrian",SR-4,George Mason,47.06,Atlantic 10 Championships,2014-05-03,400,M
90,"Chamness, Christopher",SR-4,Western Kentucky,47.06,WKU Hilltopper Relays,2014-04-11,400,M
92,"Sears, Ventavius",FR-1,Western Kentucky,47.07,WKU Hilltopper Relays,2014-04-11,400,M
93,"HAMILTON, Anthony",JR-3,North Texas,47.08,Conference USA Outdoor Track & Field Championships,2014-05-15,400,M
93,"Lauderdale, Pete",JR-3,UCLA,47.08,UCLA v WSU Dual Meet,2014-03-09,400,M
95,"Nkanata, Carvin",SR-4,Pittsburgh,47.09,Virginia Challenge,2014-05-09,400,M
96,"Smith, Isaiah",JR-3,Florida A&M,47.11,FSU Relays (College/Open),2014-03-21,400,M
97,"Awosika, Babatunde",SR-4,Wisconsin,47.12,Big Ten Outdoor Track & Field Championships,2014-05-16,400,M
97,"Bailey, Jr., Aldrich",SO-2,Texas A&M,47.12,SEC Outdoor Championship,2014-05-15,400,M
99,"White, Derrick",FR-1,Georgia,47.13,Georgia Tech Yellow Jacket Invitational,2014-03-28,400,M
99,"Mitchell, A-Shawni",JR-3,UTEP,47.13,Conference USA Outdoor Track & Field Championships,2014-05-15,400,M
1,"Stewart, Trevor",JR-3,N. Carolina A&T,44.38,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
2,"Hall, Quincy",JR-3,South Carolina,44.53,Gamecock Invitational Outdoor,2019-04-13,400,M
3,"Richard, Tyrell",SR-4,South Carolina St.,44.81,UNF Invitational,2019-04-05,400,M
4,"London, Wil",SR-4,Baylor,44.93,Michael Johnson Invitational,2019-04-19,400,M
5,"Mokaleng, Derrick",JR-3,TCU,45.17,Michael Johnson Invitational,2019-04-19,400,M
6,"Sirleaf, Akeem",JR-3,N. Carolina A&T,45.42,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
7,"St Hillaire, Dwight",SO-2,Kentucky,45.47,SEC Outdoor Track & Field Championships,2019-05-09,400,M
8,"Bailey, Sean",JR-3,UTEP,45.54,2019 Desert Heat Classic,2019-04-27,400,M
9,"Zapata, Alejandro",SR-4,Liberty,45.56,ASUN Outdoor Track & Field Championships,2019-05-10,400,M
10,"Patterson, Jacory",FR-1,Virginia Tech,45.57,ACC Championships,2019-05-09,400,M
11,"Williams, Jordan",JR-3,Bethune-Cookman,45.60,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
12,"Harris, Mar'yea",SR-4,Iowa,45.67,Big Ten Championships,2019-05-10,400,M
13,"Hicks, Ashton",FR-1,Oklahoma State,45.68,National Relay Championships,2019-04-26,400,M
14,"Williams, Noah",FR-1,Akron,45.72,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,400,M
15,"Jones, Jonathan",FR-1,Texas,45.73,Big 12 Outdoor Track and Field Championships,2019-05-10,400,M
16,"Bartley , Karayme",JR-3,Iowa,45.80,Big Ten Championships,2019-05-10,400,M
17,"Terry, Tyler",JR-3,LSU,45.84,LSU Invitational,2019-04-27,400,M
18,"Johnson, Tyler",SO-2,Ohio State,45.85,Big Ten Championships,2019-05-10,400,M
19,"Espinoza, Marcel",JR-3,Cal St. Fullerton,45.87,Big West Outdoor Track & Field Championships,2019-05-10,400,M
19,"Dixon, Devin",JR-3,Texas A&M,45.87,The Reveille Meet,2019-04-06,400,M
21,"Emilien, Orwin",SR-4,Oregon,45.91,2019 Pac-12 Track & Field Championships,2019-05-04,400,M
21,"Bowden, Skyler",SR-4,Alabama,45.91,Crimson Tide Invitational,2019-04-11,400,M
21,"Igbokwe, Obi",SR-4,Houston,45.91,Mt. SAC Relays,2019-04-18,400,M
24,"Godwin, Elija",FR-1,Georgia,45.92,Torrin Lawrence Memorial,2019-04-26,400,M
24,"Palmer, Isaiah",SO-2,North Carolina,45.92,ACC Championships,2019-05-09,400,M
24,"Johnson, Kyree",SO-2,Texas A&M,45.92,Texas A&M Alumni Muster,2019-04-27,400,M
24,"Brown, Izaiah",SR-4,Rutgers,45.92,USF Bulls Invitational,2019-03-22,400,M
28,"Montgomery, Kahmari",SR-4,Houston,45.96,Houston Alumni Invitational,2019-04-06,400,M
28,"Lawrence Jr., Wayne",FR-1,Iowa,45.96,40th Sun Angel Track Classic,2019-04-05,400,M
30,"Moorer, Matthew",FR-1,Baylor,45.97,Michael Johnson Invitational,2019-04-19,400,M
31,"Underwood, Tyler",SR-4,Eastern Michigan,46.00,Raleigh Relays,2019-03-29,400,M
31,"Fields III, Howard",SO-2,Baylor,46.00,Big 12 Outdoor Track and Field Championships,2019-05-10,400,M
33,"Gates, Kymari",SR-4,Western Kentucky,46.01,Conference USA Outdoor Championships,2019-05-09,400,M
34,"Faust, Brian",SO-2,Purdue,46.05,Jim Click Shootout,2019-04-06,400,M
34,"Burgess, Taj",SO-2,Rutgers,46.05,USF Bulls Invitational,2019-03-22,400,M
34,"Chance , Arinze",SR-4,South Carolina,46.05,Gamecock Invitational Outdoor,2019-04-13,400,M
37,"McClurkin JR, Duane",SR-4,Colorado,46.11@,Colorado Invitational 2019,2019-04-05,400,M
38,"Maas, Jon",SO-2,Colorado,46.14,2019 Pac-12 Track & Field Championships,2019-05-04,400,M
39,"Barnes, Trequan",SO-2,Norfolk State,46.15,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
40,"Jones, Kameron",JR-3,Maryland,46.17,Big Ten Championships,2019-05-10,400,M
41,"Williams, Maj",SO-2,Arizona,46.18,2019 Pac-12 Track & Field Championships,2019-05-04,400,M
42,"Woodhall, Hunter",SO-2,Arkansas,46.22,SEC Outdoor Track & Field Championships,2019-05-09,400,M
43,"Herrera, Joe",SR-4,UCLA,46.25,2019 Pac-12 Track & Field Championships,2019-05-04,400,M
44,"Sawyers, Chantz",SO-2,Florida,46.26,UF Tom Jones Memorial,2019-04-26,400,M
45,"Lewis, Gordon",SO-2,N.C. Central,46.28,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
46,"Washington, Zakee",JR-3,Arizona,46.29,2019 Desert Heat Classic,2019-04-27,400,M
46,"Butler, DaeQwan",FR-1,Florida State,46.29,UF Tom Jones Memorial,2019-04-26,400,M
46,"Jewett, Isaiah",JR-3,USC,46.29,Miami Power 5 Trailblazer Challenge,2019-03-23,400,M
49,"Alexandre, Oliver",SR-4,Western Kentucky,46.30,Conference USA Outdoor Championships,2019-05-09,400,M
49,"Clarke, Nylo",SO-2,Missouri,46.30,John McDonnell Invitational,2019-04-12,400,M
51,"Deadmon, Bryce",JR-3,Texas A&M,46.33,Texas A&M Alumni Muster,2019-04-27,400,M
51,"Tolbert, Deonte",SO-2,Clemson,46.33,Florida Relays,2019-03-28,400,M
53,"Johnson, Trey",FR-1,Southern Miss.,46.35,Southern Miss Invitational,2019-03-30,400,M
54,"Shinnick, Zach",SO-2,USC,46.38,Mt. SAC Relays,2019-04-18,400,M
55,"Davis, Laval",SR-4,Mississippi Valley,46.39,2019 SWAC Outdoor T&F Championships,2019-05-03,400,M
56,"Morris, Dashawn",FR-1,Maryland,46.40,Florida Relays,2019-03-28,400,M
56,"Camel, Dorian",FR-1,LSU,46.40,LSU Invitational,2019-04-27,400,M
56,"Richardson, Owen",SO-2,Eastern Michigan,46.40,Raleigh Relays,2019-03-29,400,M
59,"Wright, Willington",FR-1,Mid. Tenn. State,46.41,Conference USA Outdoor Championships,2019-05-09,400,M
60,"Sacoor, Jonathan",FR-1,Tennessee,46.43,UF Tom Jones Memorial,2019-04-26,400,M
61,"Pietsch, Daniel",SR-4,Georgia Tech,46.45,Georgia Tech Invitational (College),2019-04-19,400,M
62,"Woodard, Jayon",JR-3,Charlotte,46.46,Florida Relays,2019-03-28,400,M
62,"Bailey, Christopher",FR-1,Mississippi Valley,46.46,2019 SWAC Outdoor T&F Championships,2019-05-03,400,M
62,"Walden, Sedacy",SR-4,Air Force,46.46@,Colorado Invitational 2019,2019-04-05,400,M
62,"Smith, Jamari",SR-4,Florida A&M,46.46,Florida Relays,2019-03-28,400,M
62,"Larkin, Henry",FR-1,DePaul,46.46,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,400,M
67,"Bluth, Michael",SO-2,BYU,46.50,Mt. SAC Relays,2019-04-18,400,M
67,"Sawyer, Jonathon",JR-3,Grambling,46.50,Louisiana Tech Jim Mize Invitational,2019-04-05,400,M
67,"Allen, Jaylen",SO-2,Texas State,46.50,Sun Belt Outdoor Track and Field Championships,2019-05-10,400,M
70,"Sheriff, Va-Sheku",SR-4,UTSA,46.51,Conference USA Outdoor Championships,2019-05-09,400,M
71,"Lobo Vedel, Benjamin",SO-2,Florida,46.52,SEC Outdoor Track & Field Championships,2019-05-09,400,M
72,"Williams, Avery",JR-3,Abilene Christian,46.54,Michael Johnson Invitational,2019-04-19,400,M
73,"Hamilton, Justin",SR-4,N. Carolina A&T,46.55,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
73,"Holt, Jermaine",JR-3,Houston,46.55,37th Annual Victor Lopez Classic,2019-03-21,400,M
73,"Dale, Devaniel",JR-3,Western Carolina,46.55,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,400,M
76,"Mays, LaKyron",FR-1,Oklahoma State,46.56,National Relay Championships,2019-04-26,400,M
77,"Willis, Jordan",SO-2,Virginia,46.59,Virginia Challenge,2019-04-19,400,M
77,"Briggs, Kemonie",SR-4,Long Beach St.,46.59,Big West Outdoor Track & Field Championships,2019-05-10,400,M
79,"Fearrington, Kyle",SO-2,Florida State,46.60,UF Tom Jones Memorial,2019-04-26,400,M
80,"Gomez, Rico",SR-4,George Mason,46.61,Atlantic 10 Outdoor Track & Field Championships,2019-05-04,400,M
81,"Imes, Jonathan",SO-2,Lipscomb,46.63,ASUN Outdoor Track & Field Championships,2019-05-10,400,M
82,"Johnson, Cole",JR-3,Florida,46.64,UF Tom Jones Memorial,2019-04-26,400,M
83,"Lewis, Justin",SR-4,Southern Utah,46.66@,Big Sky Outdoor Track & Field Championships,2019-05-08,400,M
83,"Haight, Joe",SR-4,Illinois,46.66,War Eagle Invitational 2019,2019-04-19,400,M
85,"Kibet, Raymond",JR-3,LSU,46.67,SEC Outdoor Track & Field Championships,2019-05-09,400,M
86,"Champlin, Steven",SR-4,Arizona State,46.70,2019 ASU Invitational,2019-03-22,400,M
86,"Williams, Jared",SO-2,Abilene Christian,46.70,Southland Conference Outdoor Track and Field Championship,2019-05-03,400,M
88,"Williamson, Jovahn",SO-2,Harvard,46.73,Ivy League Outdoor Track & Field Championships,2019-05-04,400,M
89,"Stone, Cameron",SR-4,UCLA,46.74,2019 Willie Williams Classic College,2019-03-15,400,M
89,"Storr, Donovan",JR-3,SE Louisiana,46.74,Southland Conference Outdoor Track and Field Championship,2019-05-03,400,M
91,"Stephenson, Chancellor",JR-3,Texas Tech,46.76,The Reveille Meet,2019-04-06,400,M
92,"Rantin, Keon",SO-2,Morgan State,46.78,MEAC Outdoor Track & Field Championships,2019-05-02,400,M
93,"Dodge, Jack",SO-2,Central Michigan,46.79,Tennessee Relays,2019-04-11,400,M
93,"Lattin, Amere",SR-4,Houston,46.79,Houston Alumni Invitational,2019-04-06,400,M
95,"Slaughter, Webster",SO-2,Lamar,46.80,Southland Conference Outdoor Track and Field Championship,2019-05-03,400,M
95,"Siboni, Eran",FR-1,UL-Monroe,46.80,Southern Miss Open,2019-04-27,400,M
97,"Davis, Elliott",JR-3,Minnesota,46.81,Stanford Invitational,2019-03-29,400,M
97,"Flowers, Darrion",SR-4,TCU,46.81,Jim Click Shootout,2019-04-06,400,M
99,"Ruiz, Antonio",JR-3,Stephen F. Austin,46.84,Southland Conference Outdoor Track and Field Championship,2019-05-03,400,M
100,"Jean, Ben",JR-3,Georgia Tech,46.86,Florida Relays,2019-03-28,400,M
1,"Lendore, Deon",SR-4,Texas A&M,44.41,SEC Championships,2015-05-14,400,M
2,"Norwood, Vernon",SR-4,LSU,44.44,LSU Alumni Gold,2015-04-18,400,M
3,"Glass, Najee",JR-3,Florida,44.79,UF Tom Jones Memorial,2015-04-24,400,M
4,"Taplin, Bralon",SR-4,Texas A&M,44.89,36th Sun Angel Classic,2015-04-09,400,M
5,"Chambers, Marcus",SO-2,Oregon,45.21,Pac-12 Track & Field Championships,2015-05-15,400,M
6,"Cherry, Michael",SO-2,Florida State,45.43,ACC Outdoor Track & Field Championships,2015-05-14,400,M
7,"Bush, Darrell",JR-3,LSU,45.49,2015 Jim Click Shootout,2015-04-11,400,M
8,"Zahn, DJ",SR-4,Illinois,45.51,Big Ten Outdoor Track & Field Championships,2015-05-15,400,M
9,"Richards III, Joseph",JR-3,Texas Tech,45.61,Wes Kittley Invitational 2015,2015-04-11,400,M
10,"Gayle, Steven",JR-3,Alabama,45.67,SEC Championships,2015-05-14,400,M
11,"Downing, Quincy",SR-4,LSU,45.70,LSU Invitational,2015-05-02,400,M
12,"Dasor, Emmanuel",SO-2,Western Kentucky,45.72@,Conference USA Outdoor Track & Field Championships,2015-05-14,400,M
13,"Dunkley, Fitzroy",JR-3,LSU,45.78,SEC Championships,2015-05-14,400,M
13,"Hall, Christopher",SR-4,UTSA,45.78@,Conference USA Outdoor Track & Field Championships,2015-05-14,400,M
15,"Giesting, Christopher",SR-4,Notre Dame,45.82,ACC Outdoor Track & Field Championships,2015-05-14,400,M
15,"Green, Jeffrey",FR-1,Clemson,45.82,ACC Outdoor Track & Field Championships,2015-05-14,400,M
17,"Dukes, Dedric",SR-4,Florida,45.83,UF Tom Jones Memorial,2015-04-24,400,M
18,"Hazzard, Payton",SR-4,Virginia,45.88,ACC Outdoor Track & Field Championships,2015-05-14,400,M
19,"Caddick, George",SO-2,Baylor,45.90,Big 12 Outdoor Track & Field Championships,2015-05-15,400,M
20,"Champlin, Steven",FR-1,Texas Tech,45.92,Wes Kittley Invitational 2015,2015-04-11,400,M
21,"Larry, Alfred",JR-3,Miss State,45.93,SEC Championships,2015-05-14,400,M
22,"Bilderback, Zack",JR-3,Texas,45.99,Big 12 Outdoor Track & Field Championships,2015-05-15,400,M
22,"Washington, Marqueze",JR-3,Arkansas,45.99,Arkansas Twilight,2015-05-01,400,M
24,"Hall, Arman",JR-3,Florida,46.02,LSU Invitational,2015-05-02,400,M
25,"Tanner, Chance",SR-4,Central Arkansas,46.09,Southland Conference Championship,2015-05-08,400,M
26,"Walker, Shaquille",SO-2,BYU,46.11@,2015 BYU Robison Invitational,2015-04-22,400,M
27,"Lambourne, Cole",JR-3,Utah State,46.14,Border Clash 2015,2015-05-01,400,M
28,"Brown, Tyler",SO-2,Eastern Michigan,46.19,Mid-American Outdoor Track & Field Championships,2015-05-14,400,M
29,"Rogers, Elbert",JR-3,Southern Miss.,46.21@,Conference USA Outdoor Track & Field Championships,2015-05-14,400,M
30,"Collins, Kyle",SO-2,Texas Tech,46.23,Wes Kittley Invitational 2015,2015-04-11,400,M
30,"Ways, Ceo",SO-2,North Carolina,46.23,Virginia Challenge,2015-04-17,400,M
30,"Grayson, Cyril",JR-3,LSU,46.23,2015 Jim Click Shootout,2015-04-11,400,M
33,"Lauderdale, Pete",SR-4,Arizona,46.28,Pac-12 Track & Field Championships,2015-05-15,400,M
33,"Washington, Joshua",JR-3,TCU,46.28,Wes Kittley Invitational 2015,2015-04-11,400,M
35,"Stewart, Davonte",SR-4,USC,46.34,Pac-12 Track & Field Championships,2015-05-15,400,M
36,"Spann, Devan",SR-4,Arizona State,46.36,Pac-12 Track & Field Championships,2015-05-15,400,M
36,"Okezie, Chidi",SR-4,Hampton,46.36,MEAC Outdoor T&F Championships,2015-04-30,400,M
38,"Sutton, Sean",SR-4,North Carolina,46.38,Virginia Challenge,2015-04-17,400,M
39,"Glasgow, Cameron",JR-3,Long Beach St.,46.39,2015 Big West Championships,2015-05-15,400,M
40,"Cheeks, Michael",SO-2,Clemson,46.40,ACC Outdoor Track & Field Championships,2015-05-14,400,M
40,"Gravesande, Clayton",SR-4,South Carolina,46.40,Florida Relays,2015-04-02,400,M
42,"Tate, Andrew",JR-3,UL-Monroe,46.42,Northwestern State Invitational,2015-04-25,400,M
43,"Rodney, Brendon",JR-3,LIU Brooklyn,46.43,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,400,M
43,"Lipsey, Javonte",JR-3,North Carolina,46.43,ACC Outdoor Track & Field Championships,2015-05-14,400,M
43,"Hart, Shavez",SR-4,Texas A&M,46.43,Baldy Castillo Invitational,2015-03-20,400,M
46,"Bruton, LaMar",SO-2,Ohio State,46.45,Virginia Challenge,2015-04-17,400,M
47,"Devonish, Anderson",SO-2,Illinois State,46.46,36th Sun Angel Classic,2015-04-09,400,M
47,"Irvin, Christopher",SO-2,Texas,46.46,Texas Invitational,2015-04-11,400,M
49,"Jones, Rodney",SR-4,Sam Houston St.,46.47,J Fred Duckett-Rice Twilight,2015-04-25,400,M
49,"Lamb, Cordell",FR-1,Clemson,46.47,ACC Outdoor Track & Field Championships,2015-05-14,400,M
51,"Page, Champ",JR-3,Ohio State,46.51,Ohio State - Jesse Owens Classic,2015-05-01,400,M
51,"Gipson, Levi",JR-3,Nebraska,46.51,2015 Arizona State Pac-12 vs Big 10 Invitational,2015-03-27,400,M
51,"Kerley, My'Lik",FR-1,Stephen F. Austin,46.51,Southland Conference Championship,2015-05-08,400,M
54,"Mohammed, Norvell",JR-3,Eastern Illinois,46.53,2015 Billy Hayes Invitational,2015-05-02,400,M
55,"Onakoya, Abiola",SR-4,UTEP,46.58@,Conference USA Outdoor Track & Field Championships,2015-05-14,400,M
56,"Strother, Nathan",FR-1,Tennessee,46.60,2015 UT Challenge,2015-05-02,400,M
56,"Daniel, Rosen",JR-3,Abilene Christian,46.60,Wes Kittley Invitational 2015,2015-04-11,400,M
58,"McBride, Brandon",JR-3,Miss State,46.61,Florida Relays,2015-04-02,400,M
59,"Morgan, Ricky",FR-1,USC,46.63,Pac-12 Track & Field Championships,2015-05-15,400,M
59,"White, Jesse",JR-3,BYU,46.63@,2015 BYU Cougar Invitational,2015-05-13,400,M
61,"Bender, Jake",JR-3,Nebraska,46.64,2015 Arizona State Pac-12 vs Big 10 Invitational,2015-03-27,400,M
