,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
28,"Spratling, Brycen",SR-4,Pittsburgh,20.64,Tennessee Relays,2014-04-10,2.0,200,M
29,"Mostert, Raheem",JR-3,Purdue,20.66,Big Ten Outdoor Track & Field Championships,2014-05-16,-2.7,200,M
30,"Stewart, Davonte",JR-3,USC,20.68,Florida Relays,2014-04-03,0.1,200,M
31,"Snoddy, Broderick",SO-2,Georgia Tech,20.70,Georgia Tech Yellow Jacket Invitational,2014-03-28,2.5,200,M
31,"Hall, Ricco",SO-2,Nebraska,20.70,Nebraska Quad,2014-04-12,0.2,200,M
33,"Martin, Benjamin",JR-3,Troy,20.72,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.4,200,M
33,"Baker, Ronnie",SO-2,TCU,20.72,TCU College Invitational,2014-03-20,3.3,200,M
35,"Reese, Riak",FR-1,Kent State,20.73,Jesse Owens Track Classic,2014-04-18,1.5,200,M
35,"Okezie, Chidi",JR-3,Hampton,20.73,MEAC Outdoor Track & Field Championships,2014-05-01,3.0,200,M
37,"Allsop, Shermund",SR-4,LSU,20.74,Miami Hurricane Alumni Invitational,2014-04-12,1.4,200,M
37,"Price, Dante",FR-1,Virginia Tech,20.74,Miami Hurricane Invitational,2014-03-21,3.9,200,M
39,"Locke, Dentarius",SR-4,Florida State,20.75,ACC Outdoor Track & Field Championships,2014-04-17,0.5,200,M
40,"Miller, Jalen",FR-1,Mississippi,20.76,SEC Outdoor Championship,2014-05-15,1.9,200,M
40,"Bilderback, Zack",SO-2,Texas,20.76,Michael Johnson/Dr. Pepper Classic,2014-04-19,0.6,200,M
40,"Collins, Clinton",SR-4,North Texas,20.76,TCU College Invitational,2014-03-20,3.3,200,M
43,"Bowens, Nic",JR-3,Utah State,20.77,Idaho-Utah Border Clash,2014-05-02,3.2,200,M
44,"Henderson, Khalil",FR-1,Auburn,20.78,Alabama vs. Mississippi Border Clash,2014-04-11,0.0,200,M
44,"Peabody, Tucker",SR-4,Lipscomb,20.78,Tennessee Relays,2014-04-10,2.0,200,M
46,"Freeman, Maurice",SO-2,Georgia,20.79,Georgia Spec Towns National Team Invitational,2014-04-11,0.2,200,M
47,"Walker, Everett",SR-4,Baylor,20.81@,Big 12 Outdoor Track and Field Championships,2014-05-16,2.7,200,M
47,"Harris, James",SR-4,Florida State,20.81,FSU Seminole Invitational,2014-04-11,1.1,200,M
47,"Hicks, Stanley",JR-3,Campbell,20.81,2014 Liberty Twilight,2014-05-01,3.1,200,M
47,"Wright, Antwan",SO-2,Florida,20.81,LSU Invitational,2014-05-03,-1.2,200,M
51,"Norwood, Vernon",JR-3,LSU,20.82,Miami Hurricane Alumni Invitational,2014-04-12,1.3,200,M
51,"Bolton, Cameron",JR-3,Eastern Michigan,20.82,Mid-American Outdoor Track & Field Championships,2014-05-15,0.4,200,M
51,"Cheeks, Michael",FR-1,Auburn,20.82,University of Tennessee Challenge,2014-05-03,1.0,200,M
51,"Peoples, Joshua",FR-1,N. Carolina A&T,20.82,MEAC Outdoor Track & Field Championships,2014-05-01,3.0,200,M
55,"Lee, BeeJay",JR-3,USC,20.83,UCLA vs USC,2014-05-04,1.3,200,M
55,"Pamilton, Stephon",SR-4,Illinois,20.83,Illinois Twilight,2014-04-12,3.2,200,M
55,"Rodriguez, Carlos",SR-4,Kansas State,20.83,2014 Jim Click Shootout,2014-04-12,2.1,200,M
55,"Sartor-Francis, Jordan",SO-2,Navy,20.83,Patriot League Outdoor Track & Field Championships,2014-05-02,3.2,200,M
59,"Royster, Chris",SR-4,South Carolina,20.84,USC Weems Baskin Invitational,2014-03-28,-1.6,200,M
60,"Landburg, Jordan",SR-4,Troy,20.85,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.4,200,M
60,"Nolan, Errol",SR-4,Houston,20.85,The American Outdoor Track & Field Championships,2014-05-02,0.8,200,M
60,"Stryganek, Brandon",JR-3,Illinois,20.85,Illinois Twilight,2014-04-12,3.2,200,M
63,"Bynum, Anthony",SO-2,Charlotte,20.86,Florida Relays,2014-04-03,0.1,200,M
63,"Spann, Devan",JR-3,Arizona State,20.86,2014 Double Dual Meet UA/ASU/NAU,2014-05-03,0.0,200,M
63,"Long, Dennison",SR-4,UMBC,20.86,Spring Invite,2014-04-12,2.0,200,M
66,"Milus, Ryan",SR-4,Arizona State,20.87,2014 Double Dual Meet UA/ASU/NAU,2014-05-03,0.0,200,M
66,"Delaney, Arthur",JR-3,Oregon,20.87,Pac-12 Outdoor Track and Field Championships,2014-05-17,-2.1,200,M
66,"Glover, Reggie",FR-1,Georgia,20.87,Georgia Spec Towns National Team Invitational,2014-04-11,0.2,200,M
69,"Lawrence, Desmond",SR-4,N. Carolina A&T,20.88,MEAC Outdoor Track & Field Championships,2014-05-01,3.0,200,M
69,"Lewis, Reggie",JR-3,Clemson,20.88,Florida Relays,2014-04-03,0.2,200,M
71,"Acy, Tremayne",FR-1,LSU,20.90,Miami Hurricane Alumni Invitational,2014-04-12,2.1,200,M
72,"Hortelano-Roig, Bruno",SR-4,Cornell,20.91,Larry Ellis Invitational,2014-04-16,0.5,200,M
73,"McTear, Jamael",JR-3,Grambling,20.92,2014 SWAC Outdoor Championship,2014-04-25,2.4,200,M
73,"Farquarshon, Johnathan",JR-3,Abilene Christian,20.92,Southland Conference Track & Field Championship,2014-05-09,0.1,200,M
75,"HEARD, Collin",FR-1,North Texas,20.93,TCU College Invitational,2014-03-20,3.5,200,M
75,"Hicks, Jermey",FR-1,Louisiana Tech,20.93,Bobcat Classic,2014-04-25,3.7,200,M
77,"Meehan, Evan",SR-4,Sacramento St.,20.94@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,2.8,200,M
78,"Jones, Rodney",JR-3,Sam Houston St.,20.95,Longhorn Invitational,2014-05-03,2.7,200,M
78,"Johnson, Anthony",SO-2,Texas State,20.95,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,3.4,200,M
78,"Faust, Timothy",JR-3,Ohio State,20.95,Big Ten Outdoor Track & Field Championships,2014-05-16,-2.7,200,M
78,"Bryan, Michael",SR-4,Texas A&M,20.95,UTSA Texas Challenge Invitational,2014-03-21,1.7,200,M
82,"Reed, Reginald",SR-4,Texas State,20.96,TCU College Invitational,2014-03-20,2.7,200,M
82,"Johnson, DeMario",SR-4,Kansas,20.96,Ward Haylett Invitational,2014-05-03,3.0,200,M
84,"Carnes, Brandon",FR-1,Northern Iowa,20.97,2014 MVC Outdoor Track & Field Championships,2014-05-16,2.2,200,M
84,"Banks, Tremayne",JR-3,Bethune-Cookman,20.97,MEAC Outdoor Track & Field Championships,2014-05-01,2.5,200,M
84,"Calhoun, Jamario",SO-2,Georgia,20.97,Georgia Tech Yellow Jacket Invitational,2014-03-28,2.1,200,M
84,"Daniel, Rosen",SO-2,Coppin State,20.97,MEAC Outdoor Track & Field Championships,2014-05-01,3.0,200,M
84,"Pimentel, Silas",SR-4,Utah State,20.97,Mt. SAC Relays,2014-04-17,1.8,200,M
89,"Hudson, Cameron",SO-2,East Carolina,20.98,Bill Carson Invitational,2014-04-11,1.3,200,M
89,"Hester, Tevin",SO-2,Clemson,20.98,Georgia Tech Invitational,2014-05-16,0.4,200,M
89,"Teeters, John",SO-2,Oklahoma State,20.98,Arkansas Twilight,2014-05-02,-0.5,200,M
92,"Roy, Darius",FR-1,New Orleans,20.99,Golden Eagle Classic,2014-04-26,-0.4,200,M
92,"Sorensen, Jesse",JR-3,Idaho State,20.99@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,2.8,200,M
92,"Reece, Alex",SO-2,Baylor,20.99,TCU College Invitational,2014-03-20,3.5,200,M
92,"Summers, Malik",FR-1,TCU,20.99,TCU College Invitational,2014-03-20,3.5,200,M
96,"Mitchell-Blake, Nethaneel",SO-2,LSU,21.00,SEC Outdoor Championship,2014-05-15,-0.5,200,M
96,"Burrell, Cameron",FR-1,Houston,21.00,The American Outdoor Track & Field Championships,2014-05-02,-0.2,200,M
96,"Feeney, Patrick",SR-4,Notre Dame,21.00,ACC Outdoor Track & Field Championships,2014-04-17,1.5,200,M
96,"Graham, Jr, Hugh",JR-3,Florida,21.00,Florida Relays,2014-04-03,0.1,200,M
96,"Nelvis, Jarael",SR-4,Tennessee,21.00,Tennessee Relays,2014-04-10,2.0,200,M
1,"Oduduru, Divine",JR-3,Texas Tech,19.76,Michael Johnson Invitational,2019-04-19,0.8,200,M
2,"Rowe, Rodney",SR-4,N. Carolina A&T,20.12,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
3,"Flournoy, Jaron",SR-4,LSU,20.13,LSU Alumni Gold,2019-04-20,3.9,200,M
4,"Gillespie, Cravon",SR-4,Oregon,20.17,2019 Pac-12 Track & Field Championships,2019-05-04,0.1,200,M
5,"Gray, Nick",SR-4,Ohio State,20.20,Gamecock Invitational Outdoor,2019-04-13,2.0,200,M
5,"Amoah, Joseph",JR-3,Coppin State,20.20,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
7,"Stewart, Trevor",JR-3,N. Carolina A&T,20.27,MEAC Outdoor Track & Field Championships,2019-05-02,2.0,200,M
8,"Ewers, Andre",SR-4,Florida State,20.31,ACC Championships,2019-05-09,1.6,200,M
8,"Williams, Mustaqeem",SR-4,Tennessee,20.31,SEC Outdoor Track & Field Championships,2019-05-09,0.4,200,M
10,"Montgomery, Kahmari",SR-4,Houston,20.32,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
11,"Parker, Marcus",SO-2,Clemson,20.33,Gamecock Invitational Outdoor,2019-04-13,1.5,200,M
12,"Quinn, Devin",SR-4,Illinois,20.35,Big Ten Championships,2019-05-10,1.7,200,M
13,"Sani Brown, Hakim",SO-2,Florida,20.36,SEC Outdoor Track & Field Championships,2019-05-09,2.4,200,M
14,"Sirleaf, Akeem",JR-3,N. Carolina A&T,20.37,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
15,"Hudson, Andrew",SR-4,Texas Tech,20.39,Big 12 Outdoor Track and Field Championships,2019-05-10,-0.1,200,M
16,"Burke, Mario",SR-4,Houston,20.41,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
17,"Walter, Keitavious",SR-4,Alabama,20.42,SEC Outdoor Track & Field Championships,2019-05-09,0.4,200,M
18,"Jefferson, Chris",SR-4,Sam Houston St.,20.48,Southland Conference Outdoor Track and Field Championship,2019-05-03,0.5,200,M
19,"Terry, Tyler",JR-3,LSU,20.50,LSU Battle on the Bayou,2019-04-06,3.9,200,M
20,"Martin, Jo'vaughn",FR-1,Sam Houston St.,20.51,37th Annual Victor Lopez Classic,2019-03-21,-0.5,200,M
20,"Colebrooke, Samson",JR-3,Purdue,20.51,Big Ten Championships,2019-05-10,1.3,200,M
22,"Harrison, Eric",SO-2,Ohio State,20.52,Gamecock Invitational Outdoor,2019-04-13,2.0,200,M
23,"Hayes, Jared",SO-2,Troy,20.53,Sun Belt Outdoor Track and Field Championships,2019-05-10,0.2,200,M
23,"Ford, Alize",JR-3,Alabama,20.53,LSU Battle on the Bayou,2019-04-06,3.9,200,M
25,"Maguranyanga, Kundai",SO-2,Drake,20.56,Kansas Relays,2019-04-17,3.2,200,M
26,"Patterson, Jacory",FR-1,Virginia Tech,20.57,ACC Championships,2019-05-09,0.7,200,M
26,"Borzor, Chris",FR-1,Cincinnati,20.57,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
28,"Godwin, Elija",FR-1,Georgia,20.59,Torrin Lawrence Memorial,2019-04-26,1.9,200,M
29,"DeMoss, Davon",SR-4,Memphis,20.60,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
30,"West, McKinely",SR-4,Southern Miss.,20.61,Conference USA Outdoor Championships,2019-05-09,-0.1,200,M
30,"Bartley , Karayme",JR-3,Iowa,20.61,Big Ten Championships,2019-05-10,2.5,200,M
30,"St Hillaire, Dwight",SO-2,Kentucky,20.61,SEC Outdoor Track & Field Championships,2019-05-09,0.4,200,M
33,"Mosby, Correion",SR-4,LSU,20.63,LSU Battle on the Bayou,2019-04-06,3.9,200,M
34,"Hislop, Akanni",JR-3,LSU,20.65,LSU Alumni Gold,2019-04-20,2.0,200,M
34,"Likely, Matthew",SR-4,Troy,20.65,Sun Belt Outdoor Track and Field Championships,2019-05-10,0.2,200,M
34,"Richard, Tyrell",SR-4,South Carolina St.,20.65,Buccaneer Invitational,2019-03-23,2.9,200,M
37,"Harris, Micaiah",SO-2,Texas,20.66,Big 12 Outdoor Track and Field Championships,2019-05-10,0.3,200,M
37,"Holloway, Grant",JR-3,Florida,20.66,Florida Relays,2019-03-28,-0.7,200,M
39,"Palmer, Oraine",SR-4,Oregon,20.68,2019 Desert Heat Classic,2019-04-27,0.6,200,M
39,"Smith, Jacob",FR-1,Kentucky,20.68,Tennessee Relays,2019-04-11,3.8,200,M
39,"Williams, Waseem",JR-3,Purdue,20.68,Louisville Invitational,2019-04-12,2.0,200,M
39,"Brown, Izaiah",SR-4,Rutgers,20.68,Florida Relays,2019-03-28,0.6,200,M
39,"Gates, Kymari",SR-4,Western Kentucky,20.68,Tennessee Relays,2019-04-11,3.8,200,M
44,"Woodard, Antonio",JR-3,Iowa,20.69,Florida Relays,2019-03-28,0.6,200,M
44,"Comick, Jace",JR-3,Texas A&M,20.69,Texas A&M Alumni Muster,2019-04-27,2.1,200,M
46,"Igbokwe, Obi",SR-4,Houston,20.70,Tom Tellez Invitational,2019-05-03,2.7,200,M
47,"Willis, Maxwell",JR-3,Baylor,20.71,Michael Johnson Invitational,2019-04-19,0.8,200,M
48,"Owusu-Antwi, Martin",SR-4,Western Kentucky,20.72,Hilltopper Relays 2019,2019-04-05,0.3,200,M
49,"James, Brandon",FR-1,Morgan State,20.73,2019 Morgan State Legacy Track & Field Meet,2019-04-19,3.3,200,M
50,"Williams, Jordan",JR-3,Bethune-Cookman,20.75,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
50,"Kemp, Demek",SR-4,South Carolina St.,20.75,Gamecock Invitational Outdoor,2019-04-13,2.0,200,M
52,"Alexander, Nicholas",SO-2,Houston,20.76,Houston Alumni Invitational,2019-04-06,4.0,200,M
53,"Johnson, Tyler",SO-2,Ohio State,20.77,Gamecock Invitational Outdoor,2019-04-13,2.2,200,M
54,"Walker, Jullane",JR-3,Kansas State,20.78,Big 12 Outdoor Track and Field Championships,2019-05-10,-0.1,200,M
54,"Sands, Alex",JR-3,Clemson,20.78,Gamecock Invitational Outdoor,2019-04-13,2.4,200,M
56,"McConico, Kwantreyl",SR-4,Tennessee,20.79,Tennessee Relays,2019-04-11,2.5,200,M
56,"Ekevwo, Raymond",JR-3,Florida,20.79,LSU Alumni Gold,2019-04-20,3.9,200,M
56,"Reaves, Marcus",JR-3,Arizona State,20.79,2019 Desert Heat Classic,2019-04-27,0.6,200,M
59,"Allen Jr., Eric",FR-1,USC,20.80,USC vs UCLA,2019-04-27,0.9,200,M
59,"Dickson, Michael",SR-4,N. Carolina A&T,20.80,MEAC Outdoor Track & Field Championships,2019-05-02,1.2,200,M
61,"Matiyenga, Tinotenda",SO-2,TCU,20.81,2019 TCU Invitational,2019-03-16,0.8,200,M
61,"Charleston, Cravont",JR-3,North Carolina St.,20.81,Tennessee Relays,2019-04-11,1.5,200,M
61,"Clarke, Nylo",SO-2,Missouri,20.81,Wichita State Herm Wilson Invitational,2019-03-21,1.1,200,M
61,"Kowalchuk, Karson",JR-3,Miss State,20.81,Crimson Tide Invitational,2019-04-11,1.1,200,M
61,"Hamilton, Justin",SR-4,N. Carolina A&T,20.81,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
66,"Nock, Maurice",JR-3,South Florida,20.82,UIW Invitational,2019-04-12,3.4,200,M
67,"Smith, Tyler",SR-4,McNeese State,20.83,Southland Conference Outdoor Track and Field Championship,2019-05-03,1.5,200,M
67,"Daniel, Rieker",SO-2,Oregon,20.83,2019 Pac-12 Track & Field Championships,2019-05-04,0.1,200,M
67,"Malone, Treyshon",JR-3,Idaho State,20.83@,2019 BYU Robison Invitational,2019-04-25,1.1,200,M
70,"Sheffield, Joseph",SO-2,Oklahoma,20.84,Big 12 Outdoor Track and Field Championships,2019-05-10,-0.1,200,M
71,"Dale, Devaniel",JR-3,Western Carolina,20.86,2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,0.5,200,M
72,"Rantin, Keon",SO-2,Morgan State,20.87,MEAC Outdoor Track & Field Championships,2019-05-02,0.4,200,M
72,"Rogers, Calvary",SR-4,Penn,20.87,Tennessee Relays,2019-04-11,2.5,200,M
74,"Spraggins, Kevin",SR-4,Alabama State,20.88,Gamecock Invitational Outdoor,2019-04-13,2.2,200,M
74,"Wells, Emmanuel",JR-3,Washington St.,20.88,2019 Pac-12 Track & Field Championships,2019-05-04,0.3,200,M
74,"Flowers, Darrion",SR-4,TCU,20.88,Jim Click Shootout,2019-04-06,0.6,200,M
77,"Mokaleng, Derrick",JR-3,TCU,20.89,Jim Click Shootout,2019-04-06,0.6,200,M
78,"Clarke, Matthew",FR-1,New Orleans,20.90,Southland Conference Outdoor Track and Field Championship,2019-05-03,2.6,200,M
78,"McClinton, Donald",SO-2,Louisville,20.90,Ole Miss Classic,2019-03-30,0.7,200,M
78,"Booker, Jordan",FR-1,Houston,20.90,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
81,"Hilton, Coby",SO-2,South Dakota St.,20.92,South Dakota Challenge,2019-04-06,1.8,200,M
81,"Cunningham, Quashawn",SR-4,North Carolina St.,20.92,Raleigh Relays,2019-03-29,0.6,200,M
81,"Brown, Washington",SO-2,Texas,20.92,Big 12 Outdoor Track and Field Championships,2019-05-10,-0.1,200,M
81,"Rollins, Mason",SR-4,Cal St. Fullerton,20.92,Big West Outdoor Track & Field Championships,2019-05-10,-0.5,200,M
85,"Sumler IV, Edward",FR-1,Houston,20.93,The American Outdoor Track & Field Championships,2019-05-10,2.4,200,M
85,"Braxton, Ian",JR-3,Baylor,20.93,Michael Johnson Invitational,2019-04-19,3.0,200,M
85,"Hericks, Mason",JR-3,Nebraska,20.93,2019 Husker Spring Invitational,2019-04-05,3.0,200,M
85,"Boyd, Rashad",FR-1,Arkansas,20.93,SEC Outdoor Track & Field Championships,2019-05-09,2.2,200,M
85,"Cunningham, Isaiah",SO-2,Baylor,20.93,Michael Johnson Invitational,2019-04-19,3.0,200,M
90,"Underwood, Tyler",SR-4,Eastern Michigan,20.94,Jesse Owens Classic - The Ohio State University,2019-04-26,0.7,200,M
90,"Butler, JT",SR-4,North Dakota State,20.94,2019 Husker Spring Invitational,2019-04-05,3.0,200,M
90,"Williams, Maj",SO-2,Arizona,20.94,2019 Willie Williams Classic College,2019-03-15,1.5,200,M
93,"Ashford, Jayson",FR-1,Missouri,20.95,Wichita State Herm Wilson Invitational,2019-03-21,1.1,200,M
93,"Patterson, Shannon",SR-4,North Carolina St.,20.95,ACC Championships,2019-05-09,1.6,200,M
93,"Timpson, Michael",SR-4,Florida State,20.95,UF Tom Jones Memorial,2019-04-26,1.1,200,M
93,"Woodard, Jayon",JR-3,Charlotte,20.95,Charlotte 49er Classic,2019-03-14,0.5,200,M
93,"Gutierrez Almedina, Jan Michael",JR-3,Albany,20.95,2019 Bobbi Palma UAlbany Spring Classic,2019-04-18,2.1,200,M
93,"Singleton, Darrell",JR-3,South Carolina,20.95,Buccaneer Invitational,2019-03-23,2.9,200,M
93,"Hari, Kristoffer",SO-2,Arkansas,20.95,John McDonnell Invitational,2019-04-12,0.7,200,M
93,"Clark, Ryan",SR-4,Florida,20.95,Florida Relays,2019-03-28,-0.8,200,M
1,"Dukes, Dedric",SR-4,Florida,19.99,SEC Championships,2015-05-14,0.6,200,M
2,"De Grasse, Andre",JR-3,USC,20.03,Pac-12 Track & Field Championships,2015-05-15,-0.1,200,M
3,"Hester, Tevin",JR-3,Clemson,20.18,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
4,"Bromell, Trayvon",SO-2,Baylor,20.19,Longhorn Invitational,2015-05-02,1.8,200,M
5,"Hart, Shavez",SR-4,Texas A&M,20.23,SEC Championships,2015-05-14,0.6,200,M
6,"Williams, Kendal",FR-1,Florida State,20.26,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
7,"Rodney, Brendon",JR-3,LIU Brooklyn,20.27,Florida Relays,2015-04-02,1.6,200,M
7,"Lee, Beejay",SR-4,USC,20.27,Florida Relays,2015-04-02,1.6,200,M
9,"Carnes, Brandon",SO-2,Northern Iowa,20.31,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
10,"Faust, Timothy",SR-4,Ohio State,20.34,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,200,M
11,"Robinson, Bryce",JR-3,Tulsa,20.36,Longhorn Invitational,2015-05-02,1.8,200,M
12,"Zahn, DJ",SR-4,Illinois,20.37,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,200,M
13,"Echols- Luper, Cameron",SO-2,TCU,20.39,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
14,"Thymes, Just'N",JR-3,USC,20.46,Florida Relays,2015-04-02,-0.1,200,M
14,"Ali, Ahmed",JR-3,Alabama,20.46,John Jacobs Invitational,2015-04-17,1.6,200,M
16,"Harris, Kevin",FR-1,Baylor,20.49,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
17,"Harrington, James",JR-3,Iowa,20.50,Big Ten Outdoor Track & Field Championships,2015-05-15,1.7,200,M
18,"Acy, Tremayne",SO-2,LSU,20.51,LSU Alumni Gold,2015-04-18,2.6,200,M
18,"Smith, Terrell",FR-1,Kansas State,20.51,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
20,"Bluth, Parker",JR-3,Utah State,20.52,Mountain West Outdoor Track & Field Championships,2015-05-13,1.5,200,M
21,"Ernest, Aaron",SR-4,LSU,20.53,SEC Championships,2015-05-14,0.6,200,M
22,"Smith, Teray",SO-2,Auburn,20.54,War Eagle Invitational 2015,2015-04-17,0.9,200,M
23,"Robinson, Dionte",FR-1,UTSA,20.56,UTSA Invitational,2015-04-04,2.3,200,M
24,"Givans, Senoj-Jay",SO-2,Texas,20.57,Big 12 Outdoor Track & Field Championships,2015-05-15,1.0,200,M
25,"Listenbee, Kolby",SO-2,TCU,20.60,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
25,"Mohammed, Norvell",JR-3,Eastern Illinois,20.60,Big Blue Classic 2015,2015-04-02,2.3,200,M
27,"Ways, Ceo",SO-2,North Carolina,20.63,ACC Outdoor Track & Field Championships,2015-05-14,0.8,200,M
27,"Friday, Trentavis",FR-1,Florida State,20.63,ACC Outdoor Track & Field Championships,2015-05-14,0.8,200,M
29,"Devonish, Anderson",SO-2,Illinois State,20.64,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
30,"Henderson, Kahlil",SO-2,Auburn,20.65,2015 UT Challenge,2015-05-02,0.0,200,M
31,"Carter, Hanoj",SO-2,UL-Lafayette,20.66,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
32,"Watts, Sam",JR-3,TCU,20.68,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
32,"Farquarshon, Johnathan",JR-3,Abilene Christian,20.68,John Jacobs Invitational,2015-04-17,1.6,200,M
32,"Dasor, Emmanuel",SO-2,Western Kentucky,20.68@,Conference USA Outdoor Track & Field Championships,2015-05-14,1.4,200,M
35,"Anumnu, Charles",SO-2,Texas,20.69,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
36,"Bacon, Jaylen",FR-1,Arkansas State,20.71,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
36,"Chambers, Marcus",SO-2,Oregon,20.71,Pepsi Team Invitational,2015-04-11,2.3,200,M
38,"Coleman, Christian",FR-1,Tennessee,20.73,Tennessee Relays,2015-04-09,0.4,200,M
39,"Sears, Ventavius",SO-2,Western Kentucky,20.74@,Conference USA Outdoor Track & Field Championships,2015-05-14,3.3,200,M
39,"Vaughn, Clayton",SR-4,Texas-Arlington,20.74,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
39,"McBride, Elroy",JR-3,Texas Tech,20.74@,Texas Tech Red Raider Open,2015-04-30,2.2,200,M
42,"Wilson, Malik",FR-1,Baylor,20.75,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
43,"Mackey, Trevor",SR-4,Texas Tech,20.76,UTSA Texas Challenge Invitational,2015-03-20,2.5,200,M
