,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
87,"Jones, Kiara",FR-1,Tulsa,59.5,The American Outdoor Track & Field Championships,2016-05-12,400H,W
87,"Slaughter, Jaylaan",SR-4,FIU,59.5,UNF Twilight,2016-05-04,400H,W
91,"Webb, Makayla",SO-2,San Jose St.,59.53,Sacramento State Hornet Invitational,2016-03-18,400H,W
92,"Taylor, Ashley",SO-2,Northern Arizona,59.56,Jim Click Shootout,2016-04-09,400H,W
93,"Bookman, Deonca",SO-2,Prairie View,59.57,J Fred Duckett-Rice Twilight,2016-04-16,400H,W
94,"Hoerr, Cheyenne",JR-3,Northern Illinois,59.59,Mid-American Conference Championship,2016-05-12,400H,W
95,"Shead, Jordan",SO-2,Notre Dame,59.6,ACC Championships,2016-05-13,400H,W
96,"Babolayi, Oarabile",SR-4,Missouri State,59.61,Missouri State Invitational,2016-04-22,400H,W
97,"Cannigan, Shanice",SO-2,South Dakota,59.64,2016 Drake Relays presented by Hy-Vee,2016-04-27,400H,W
97,"Fowler, Sydne",FR-1,Texas,59.64,2016 Drake Relays presented by Hy-Vee,2016-04-27,400H,W
99,"Owens, India",SO-2,Cal St. Fullerton,59.65,Big West Outdoor Track & Field Championships,2016-05-13,400H,W
100,"Bushnell, Paige",SR-4,UC Irvine,59.66,Big West Outdoor Track & Field Championships,2016-05-13,400H,W
1,"McKenzie, Ranae",SR-4,Kansas State,56.11,Michael Johnson Invitational,2019-04-19,400H,W
2,"Cockrell, Anna",JR-3,USC,56.44,USC vs UCLA,2019-04-27,400H,W
3,"Bender, Hope",SR-4,UC Santa Barbara,56.64,Big West Outdoor Track & Field Championships,2019-05-10,400H,W
4,"Woodward, Jurnee",SO-2,LSU,56.77,SEC Outdoor Track & Field Championships,2019-05-09,400H,W
5,"Scott, Gabby",SR-4,Colorado,56.82,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
6,"Humphrey, Brittley",JR-3,LSU,56.88,SEC Outdoor Track & Field Championships,2019-05-09,400H,W
7,"Porter, Brenna",SR-4,BYU,57.00@,2019 BYU Cougar Invitational,2019-05-09,400H,W
8,"Pahlitzsch, Karolina",SR-4,Arizona,57.10,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
9,"Richards, Reanda",FR-1,Rutgers,57.21,Florida Relays,2019-03-28,400H,W
10,"Gonzalez, Samantha",SR-4,Miami (Fla.),57.33,Miami Power 5 Trailblazer Challenge,2019-03-23,400H,W
11,"Ross, Faith",JR-3,Kentucky,57.38,Vanderbilt Black & Gold Invitational,2019-03-22,400H,W
12,"Russell, Masai",FR-1,Kentucky,57.57,Florida Relays,2019-03-28,400H,W
13,"Lowe, India",SR-4,Duke,57.58,Battle of the Blues,2019-04-06,400H,W
14,"Runia, Anna",SR-4,Miami (Fla.),57.60,Miami Power 5 Trailblazer Challenge,2019-03-23,400H,W
15,"Young, Milan",SO-2,LSU,57.62,SEC Outdoor Track & Field Championships,2019-05-09,400H,W
16,"Mills, Darhian",JR-3,Washington,57.69,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
16,"Santiago, Xahria",SO-2,Maryland,57.69,Big Ten Championships,2019-05-10,400H,W
18,"Knight, Andrenette",JR-3,Virginia,57.71,ACC Championships,2019-05-09,400H,W
19,"Young, De'Andreah",SO-2,Cal St. Northridge,57.76,Big West Outdoor Track & Field Championships,2019-05-10,400H,W
20,"Barge, Jasmine",SR-4,Nebraska,57.80,Big Ten Championships,2019-05-10,400H,W
21,"Chambers, Kimisha",JR-3,UTEP,57.82,2019 Desert Heat Classic,2019-04-27,400H,W
22,"Warner, Lakeisha",JR-3,Clemson,57.86,Florida Relays,2019-03-28,400H,W
23,"Dowd, Erin",JR-3,Western Michigan,57.87,Mt. SAC Relays,2019-04-18,400H,W
24,"Johnson, Alaysha",SR-4,Texas Tech,57.92@,Corky/Crofoot Shootout,2019-04-26,400H,W
25,"Sorensen, Kate",SO-2,Weber State,57.95@,2019 Weber State Twilight Meet,2019-05-01,400H,W
25,"Meisberger, Shannon",SO-2,Arizona,57.95,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
27,"Birch, Damajahnee",JR-3,Texas Tech,58.01@,Corky/Crofoot Shootout,2019-04-26,400H,W
28,"Hawkins, Birexus",JR-3,Houston,58.04,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,400H,W
29,"Miklos, Maya",JR-3,Harvard,58.05,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,W
30,"Schow, Rachel",JR-3,Minnesota,58.07,Jim Click Shootout,2019-04-06,400H,W
31,"Taubert, Lauren",JR-3,Kansas State,58.10,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,W
32,"Abdul-Rashid, Mariam",SR-4,Texas,58.11,Big 12 Outdoor Track and Field Championships,2019-05-10,400H,W
33,"Peskova, Michaela",JR-3,Nebraska,58.18,Big Ten Championships,2019-05-10,400H,W
34,"Wilson, Skyla",FR-1,Penn,58.26,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,W
35,"Kimbro, Jenny",JR-3,Iowa,58.27,40th Sun Angel Track Classic,2019-04-05,400H,W
36,"Ike, Oluchi",JR-3,Howard,58.28,MEAC Outdoor Track & Field Championships,2019-05-02,400H,W
37,"Hoffman, Lauren",SO-2,Duke,58.33,ACC Championships,2019-05-09,400H,W
38,"Sutton, April",JR-3,Arizona,58.49,2019 Desert Heat Classic,2019-04-27,400H,W
39,"Walker, Sanique",FR-1,Texas,58.51,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,400H,W
40,"Townsend, Sydni",FR-1,Pittsburgh,58.56,ACC Championships,2019-05-09,400H,W
41,"Foster, Chloe",SO-2,Michigan,58.60,Louisville Invitational,2019-04-12,400H,W
41,"Salmon , Paula",FR-1,N. Carolina A&T,58.60,MEAC Outdoor Track & Field Championships,2019-05-02,400H,W
43,"Broadwater, Brooklynn",JR-3,Tennessee,58.65,SEC Outdoor Track & Field Championships,2019-05-09,400H,W
44,"Harbin, Skylin",SR-4,Long Beach St.,58.69,Big West Outdoor Track & Field Championships,2019-05-10,400H,W
45,"Curtis, Neshay",JR-3,Northern Illinois,58.78,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,400H,W
46,"White, Riley",SO-2,Miss State,58.80,SEC Outdoor Track & Field Championships,2019-05-09,400H,W
46,"D'Oliveira, Devin",FR-1,UCF,58.80,The American Outdoor Track & Field Championships,2019-05-10,400H,W
48,"Henderson, Eriana",JR-3,Colorado,58.82,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
49,"LaCosse, Kristen",SO-2,Hawaii,58.83,Big West Outdoor Track & Field Championships,2019-05-10,400H,W
50,"Lester, Carly",SR-4,Washington,58.84,National Relay Championships,2019-04-26,400H,W
51,"Stephens, Nikki",SO-2,Florida,58.86,FSU Relays (College),2019-03-22,400H,W
52,"Vogeler, Allie",SR-4,Butler,58.87,Bryan Clay Invitational,2019-04-17,400H,W
53,"Overholt, Brooke",FR-1,Cornell,58.90,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,W
54,"Stephenson, Lavaun",FR-1,Kansas State,58.91,National Relay Championships,2019-04-26,400H,W
55,"McDonald, Gabrielle",SO-2,Texas A&M,58.93,Texas A&M Alumni Muster,2019-04-27,400H,W
56,"Francis, Shelby",JR-3,Towson,59.11,CAA Outdoor Track and Field Championships,2019-05-03,400H,W
57,"Bonnet, Carly",SR-4,Princeton,59.12,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,W
58,"Hill, Morganne",SR-4,Washington,59.13,UW vs WSU Dual,2019-04-06,400H,W
58,"MacLure, Kristina",JR-3,Rhode Island,59.13,Atlantic 10 Outdoor Track & Field Championships,2019-05-04,400H,W
58,"Welch, Valerie",SO-2,Colorado,59.13,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
61,"Rolle, Dreshanae",SR-4,UTEP,59.23,2019 Desert Heat Classic,2019-04-27,400H,W
62,"Huls, Erin",JR-3,Minnesota,59.24,Duke Invitational,2019-04-19,400H,W
63,"Heckstall, Jae'Nisa",FR-1,Purdue,59.30,Jim Click Shootout,2019-04-06,400H,W
64,"Carr, Ashleigh",JR-3,Ohio,59.34,Jesse Owens Classic - The Ohio State University,2019-04-26,400H,W
65,"Zurn, Cassidy",SR-4,Sacramento St.,59.38@,Big Sky Outdoor Track & Field Championships,2019-05-08,400H,W
66,"Jackson, Khadejah",SR-4,Oregon,59.40,2019 Pac-12 Track & Field Championships,2019-05-04,400H,W
66,"Yocum, Sarah",SO-2,Baylor,59.40,Michael Johnson Invitational,2019-04-19,400H,W
66,"Hicks, Pedra",SR-4,Eastern Illinois,59.40,Big Blue Classic at EIU,2019-03-29,400H,W
69,"Smith, J'Alyiea",FR-1,Arkansas,59.42,The Reveille Meet,2019-04-06,400H,W
70,"Jinks, Asia",SO-2,Albany,59.43,125th Penn Relays,2019-04-25,400H,W
71,"Mullins, Taylor",SR-4,Michigan State,59.45,Big Ten Championships,2019-05-10,400H,W
72,"Lovett, Shamaria",JR-3,Alabama State,59.46,2019 SWAC Outdoor T&F Championships,2019-05-03,400H,W
73,"Agana, Amanda",SR-4,Navy,59.52,Patriot League Outdoor Track & Field Championships,2019-05-03,400H,W
74,"Smith, Autumn",SO-2,Hampton,59.53,Big South Outdoor Track and Field Championships,2019-05-08,400H,W
74,"Wasser, Anne-Catherine",JR-3,Florida Atlantic,59.53,Conference USA Outdoor Championships,2019-05-09,400H,W
76,"Warner, Ashonti",FR-1,Marshall,59.58,Conference USA Outdoor Championships,2019-05-09,400H,W
77,"Moses, Tarika",SO-2,UCLA,59.64,USC vs UCLA,2019-04-27,400H,W
78,"Swan, Olivia",SR-4,South Alabama,59.67,Sun Belt Outdoor Track and Field Championships,2019-05-10,400H,W
79,"Joiner, Karina",JR-3,Harvard,59.68,Ivy League Outdoor Track & Field Championships,2019-05-04,400H,W
80,"Foster, Sara",FR-1,Akron,59.69,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,400H,W
81,"Blair, Skyler",FR-1,Utah,59.72,2019 Desert Heat Classic,2019-04-27,400H,W
82,"Lyles, Kara",JR-3,VCU,59.73,Miami Hurricane Invitational,2019-03-15,400H,W
82,"Ross, Carolyn",SO-2,UMKC,59.73,Kansas Relays,2019-04-17,400H,W
82,"Pyle, Madison",SR-4,SMU,59.73,The American Outdoor Track & Field Championships,2019-05-10,400H,W
82,"Brown, Chasatea",JR-3,Bowling Green,59.73,Mid-American Conference Outdoor Track & Field Championships,2019-05-09,400H,W
82,"Lewis, Marielle",JR-3,UAB,59.73,Conference USA Outdoor Championships,2019-05-09,400H,W
87,"Bernard-Joseph, Breanna",FR-1,USC,59.79,Mt. SAC Relays,2019-04-18,400H,W
88,"Slattery, Caraline",SR-4,Kansas,59.83,LSU Battle on the Bayou,2019-04-06,400H,W
89,"Jackson, Dominique",SR-4,Stephen F. Austin,59.85,Southland Conference Outdoor Track and Field Championship,2019-05-03,400H,W
90,"Evans, Kyana",SO-2,Alabama State,59.88,Falcon Finale,2019-05-10,400H,W
91,"Cherrington, Kristina",JR-3,Connecticut,59.89,The American Outdoor Track & Field Championships,2019-05-10,400H,W
92,"Sauer, Karoline",JR-3,Nevada,59.90,Cardinal Classic,2019-04-19,400H,W
93,"Burrup, Kaitlyn",JR-3,BYU,59.95@,2019 BYU Cougar Invitational,2019-05-09,400H,W
94,"Florence, Nilaja",FR-1,N. Carolina A&T,59.96,MEAC Outdoor Track & Field Championships,2019-05-02,400H,W
95,"Lubow, Haley",JR-3,Wisconsin,59.97,Big Ten Championships,2019-05-10,400H,W
95,"McKenzie, Grace",JR-3,McNeese State,59.97,Leon Johnson NSU Invitational,2019-04-12,400H,W
97,"O'Neal, Morgan",FR-1,Missouri,59.98,John McDonnell Invitational,2019-04-12,400H,W
98,"Burns, Danielle",JR-3,Villanova,59.99,Miami Hurricane Alumni Invitational,2019-04-12,400H,W
98,"Thomas, Markeeta",SR-4,Clemson,59.99,LSU Alumni Gold,2019-04-20,400H,W
98,"Kirkegaard, Anne Sofie",SO-2,Texas,59.99,Michael Johnson Invitational,2019-04-19,400H,W
1,"Harrison, Kendra",JR-3,Kentucky,54.76,SEC Outdoor Championship,2014-05-15,400H,W
2,"Bellille, Janeil",SR-4,Texas A&M,55.67,SEC Outdoor Championship,2014-05-15,400H,W
3,"Seymour, Kiah",SO-2,Penn State,55.88,Kehoe Twilight Meet,2014-05-02,400H,W
4,"Little, Shamier",FR-1,Texas A&M,56.01,SEC Outdoor Championship,2014-05-15,400H,W
5,"Tracey, Nikita",SR-4,LSU,56.23,SEC Outdoor Championship,2014-05-15,400H,W
6,"Chase, Chanice",SO-2,LSU,56.27,SEC Outdoor Championship,2014-05-15,400H,W
7,"Dowie, Danielle",SR-4,Texas,56.73@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,W
8,"Okoro, Eseroghene",SR-4,Iowa State,56.78,Tiger Classic 2014,2014-04-04,400H,W
9,"Nugent, Leah",JR-3,Kentucky,56.97,SEC Outdoor Championship,2014-05-15,400H,W
10,"Stepter, Jaide",SO-2,USC,56.99,Pac-12 Outdoor Track and Field Championships,2014-05-17,400H,W
11,"Franklin, Alexis",SO-2,Ohio State,57.06,Big Ten Outdoor Track & Field Championships,2014-05-16,400H,W
12,"Hailey, Nnenya",FR-1,Arizona,57.07,LSU Alumni Gold,2014-04-19,400H,W
12,"Gelibert, Jessica",SO-2,Coastal Carolina,57.07,Tiger Classic 2014,2014-04-04,400H,W
14,"Miller, Jade",FR-1,Harvard,57.32,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,W
15,"Simone, Anna",JR-3,Duquesne,57.42,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,W
16,"Glades, Jamika",FR-1,Miami,57.50,LSU Invitational,2014-05-03,400H,W
17,"Grooters, Ellie",SR-4,Nebraska,57.62,Musco Invitational,2014-05-03,400H,W
18,"Woodruff, Gianna",JR-3,Washington,57.72,WSU vs. UW Dual,2014-05-03,400H,W
19,"Brockington, Tyler",SO-2,South Carolina,57.74,SEC Outdoor Championship,2014-05-15,400H,W
20,"Holder, Montayla",SO-2,Iowa,57.81,Big Ten Outdoor Track & Field Championships,2014-05-16,400H,W
21,"Jean-Claude, Sandy",JR-3,UCF,57.87,The American Outdoor Track & Field Championships,2014-05-02,400H,W
22,"Thompson, Evann",SO-2,Pittsburgh,57.88,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,W
23,"Greenidge, Sade Mariah",JR-3,Houston,57.90,The American Outdoor Track & Field Championships,2014-05-02,400H,W
24,"Franklin, Autumne",SO-2,Harvard,57.91,2014 ECAC-IC4A Outdoor Championships,2014-05-16,400H,W
25,"Stueckle, Kayla",SR-4,Washington,57.96,2014 Drake Relays presented by Hy-Vee,2014-04-23,400H,W
26,"Lindsay, Consuela",SR-4,Northwestern St.,58.05,Southland Conference Track & Field Championship,2014-05-09,400H,W
27,"Jeanty, Donna",SR-4,Buffalo,58.07,Princeton Elite Meet (college),2014-05-02,400H,W
27,"Noel, Alicia",SR-4,SE Louisiana,58.07,Southland Conference Track & Field Championship,2014-05-09,400H,W
29,"STEWART, Chastity",JR-3,North Texas,58.08,Conference USA Outdoor Track & Field Championships,2014-05-15,400H,W
30,"Gardner, Taylor",SR-4,Wyoming,58.14@,Cowpoke Open,2014-05-03,400H,W
31,"Danreuther, Kourtney",SR-4,Montana,58.20@,Montana Open,2014-05-02,400H,W
32,"Twiss, Erica",SR-4,Kansas State,58.28,Beach Invitational,2014-04-19,400H,W
32,"Britton, Evonne",SR-4,Penn State,58.28,Big Ten Outdoor Track & Field Championships,2014-05-16,400H,W
34,"Ejesieme, Jesica",SR-4,Illinois,58.38,2014 Drake Relays presented by Hy-Vee,2014-04-23,400H,W
35,"Struble, Morgan",SO-2,Arizona,58.39,2014 Double Dual Meet UA/ASU/NAU,2014-05-03,400H,W
36,"Geren, Sarah",SR-4,Arizona State,58.40,2014 Double Dual Meet UA/ASU/NAU,2014-05-03,400H,W
37,"Barber, Kaila",JR-3,Notre Dame,58.42,ACC Outdoor Track & Field Championships,2014-04-17,400H,W
38,"Williamson, Maya",JR-3,Memphis,58.46,The American Outdoor Track & Field Championships,2014-05-02,400H,W
39,"Aromashodu, Danielle",SR-4,Florida Atlantic,58.49,Conference USA Outdoor Track & Field Championships,2014-05-15,400H,W
40,"Gonzalez, Melissa",SO-2,Texas,58.50@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,W
41,"Walker, Shanique",JR-3,Jacksonville,58.51,North Florida Invitational,2014-04-26,400H,W
42,"Krumpoch, Megan",SR-4,Dartmouth,58.52,Ivy League Outdoor Track & Field Championships,2014-05-10,400H,W
43,"Harris, Tamera",JR-3,South Carolina,58.58,Florida Relays,2014-04-03,400H,W
44,"Porter, Brenna",FR-1,BYU,58.64,USC TroJan Invitational,2014-03-22,400H,W
45,"Meneau, Lisa",FR-1,Maryland,58.66,ACC Outdoor Track & Field Championships,2014-04-17,400H,W
46,"Iuel, Amalie",FR-1,USC,58.70,UCLA vs USC,2014-05-04,400H,W
47,"Yanik, Megan",SR-4,Notre Dame,58.78,ACC Outdoor Track & Field Championships,2014-04-17,400H,W
47,"Reaser, Allison",SR-4,San Diego St.,58.78,2014 Cal-Nevada Track & Field Championships,2014-04-04,400H,W
49,"King, Deseree",JR-3,Georgetown,58.79,BIG EAST Outdoor Track & Field Championships,2014-05-09,400H,W
50,"Johnson, Kyra",SO-2,Fresno State,58.82@,Mountain West Outdoor Track & Field Championships,2014-05-14,400H,W
51,"Taylor, Ashley",FR-1,Northern Arizona,58.83,35th Sun Angel Track Classic,2014-04-11,400H,W
51,"Rotondo, Michelle",JR-3,Notre Dame,58.83,ACC Outdoor Track & Field Championships,2014-04-17,400H,W
53,"Collins, Janieyah",SO-2,East Carolina,58.84,Conference USA Outdoor Track & Field Championships,2014-05-15,400H,W
54,"Hill, Danielle",SR-4,Auburn,58.85,Alabama vs. Mississippi Border Clash,2014-04-11,400H,W
55,"Doughty, Bridget",JR-3,Central Michigan,58.89,Mid-American Outdoor Track & Field Championships,2014-05-15,400H,W
56,"Heinze, Ashley",JR-3,North Dakota St.,58.90,Beach Invitational,2014-04-19,400H,W
57,"Thames, Valerie",FR-1,Southern,58.91,Georgia Tech Invitational,2014-05-16,400H,W
58,"Morerod, Natalie",SR-4,Wichita State,58.94,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,W
59,"Willis, Skyler",JR-3,Akron,58.96,Longhorn Invitational,2014-05-03,400H,W
60,"Carpenter, Skyler",FR-1,Vanderbilt,58.98,Mt. SAC Relays,2014-04-17,400H,W
60,"Brown, Sashel",FR-1,Auburn,58.98,War Eagle 2014,2014-04-18,400H,W
62,"Pryor, Jaelynn",SR-4,Michigan State,59.00,GVSU Last Chance Meet,2014-05-10,400H,W
63,"Nowell, Ericka",SR-4,UC Irvine,59.04,2014 Cal-Nevada Track & Field Championships,2014-04-04,400H,W
64,"Richardson, Bryiana",FR-1,LSU,59.06,LSU Alumni Gold,2014-04-19,400H,W
64,"Gamble, Tia",SO-2,Kansas State,59.06,2014 Drake Relays presented by Hy-Vee,2014-04-23,400H,W
66,"Cousar, Nyjah",SR-4,Clemson,59.17,2014 Clyde Littlefield Texas Relays,2014-03-26,400H,W
67,"Ashby, Amoni",JR-3,Northern Colorado,59.19@,Cowpoke Open,2014-05-03,400H,W
68,"Williams, Laura",SR-4,Monmouth,59.21,Princeton Quad Meet,2014-04-12,400H,W
69,"Babolayi, Oarabile",SO-2,Missouri State,59.24,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,W
70,"McCammon, Jenea",SR-4,Morgan State,59.27,MEAC Outdoor Track & Field Championships,2014-05-01,400H,W
71,"Wheaton, Taylor",SR-4,George Mason,59.30,Atlantic 10 Championships,2014-05-03,400H,W
72,"Maslowski, Teddi",SO-2,Duke,59.39,Wolfpack Last Chance,2014-05-16,400H,W
73,"Stanton, Alexandra",JR-3,Brown,59.43,Raleigh Relays (College/University),2014-03-28,400H,W
73,"Tarver, Tiffany",SO-2,Texas Tech,59.43@,Big 12 Outdoor Track and Field Championships,2014-05-16,400H,W
75,"Larbi, Ama",JR-3,Georgia Tech,59.44,Georgia Tech Yellow Jacket Invitational,2014-03-28,400H,W
76,"Weaver, Angelica",SR-4,California,59.45,Pac-12 Outdoor Track and Field Championships,2014-05-17,400H,W
77,"Briscoe, Shavon",JR-3,George Mason,59.46,Atlantic 10 Championships,2014-05-03,400H,W
78,"London, Christine",FR-1,Virginia Tech,59.47,Georgia Tech Invitational,2014-05-16,400H,W
79,"Allen, Erin",JR-3,Washington St.,59.52,Mt. SAC Relays,2014-04-17,400H,W
79,"Jacobs, Dotrine'",JR-3,Charleston Southern,59.52,Florida Relays,2014-04-03,400H,W
79,"McMullin, Meghan",SO-2,Princeton,59.52,Princeton Quad Meet,2014-04-12,400H,W
82,"Alvares, Kita",SR-4,Saint Louis,59.57,SLU Billiken Invite,2014-04-11,400H,W
82,"McNeil, Ste'yce",SO-2,Miss State,59.57,Alabama vs. Mississippi Border Clash,2014-04-11,400H,W
84,"Grigg, Kellie",SR-4,UC Davis,59.58,Big West Outdoor Track and Field Championship,2014-05-16,400H,W
85,"Esposito, Jennifer",FR-1,Elon,59.60,Southern Conference Outdoor Track & Field Championships,2014-04-26,400H,W
86,"Davis, Christina",JR-3,Coastal Carolina,59.62,Aggie Last Chance,2014-05-11,400H,W
87,"Taylor-Chase, Tynelle",SR-4,Albany,59.70,America East Outdoor Track & Field Championships,2014-05-03,400H,W
87,"Floyd, Cori",JR-3,North Carolina,59.70,ACC Outdoor Track & Field Championships,2014-04-17,400H,W
87,"Thomas, Taylor",SO-2,Wichita State,59.70,2014 MVC Outdoor Track & Field Championships,2014-05-16,400H,W
90,"Squire, Paige",SO-2,Montana State,59.71@,Big Sky Conference Outdoor Track & Field Championships,2014-05-14,400H,W
90,"Marrero, Alethia",FR-1,Indiana State,59.71,Illinois Twilight,2014-04-12,400H,W
92,"Packham, Kaylee",SO-2,BYU,59.73,Georgia Tech Invitational,2014-05-16,400H,W
93,"Shields, Angela",JR-3,BYU,59.78@,2014 BYU Cougar Invitational,2014-05-01,400H,W
93,"Waller, Rosalie",SR-4,Utah,59.78,USC TroJan Invitational,2014-03-22,400H,W
93,"Levy, Toria",FR-1,Boston U.,59.78,Raleigh Relays (College/University),2014-03-28,400H,W
93,"Spencer, Ashley",JR-3,Texas,59.78,Texas Invitational,2014-04-12,400H,W
97,"Allen, Amber",SR-4,St. John's,59.79,BIG EAST Outdoor Track & Field Championships,2014-05-09,400H,W
98,"Ross, Kylie",SR-4,Utah State,59.80@,Mountain West Outdoor Track & Field Championships,2014-05-14,400H,W
99,"White, Stephanie",JR-3,Stephen F. Austin,59.86,Southland Conference Track & Field Championship,2014-05-09,400H,W
100,"Monty, Elisabeth",JR-3,UMass Lowell,59.89,Mt. SAC Relays,2014-04-17,400H,W
1,"Watson, Sage",SR-4,Arizona,55.01,Pac-12 Championships,2017-05-13,400H,W
2,"Iuel, Amalie",SR-4,USC,55.38,LSU Battle on the Bayou,2017-04-08,400H,W
3,"Cockrell, Anna",FR-1,USC,55.51,LSU Battle on the Bayou,2017-04-08,400H,W
4,"Brockington, Tyler",JR-3,South Carolina,55.97,SEC Outdoor Track & Field Championships,2017-05-11,400H,W
5,"Black, Symone",JR-3,Purdue,56.01,Big Ten Outdoor Championships,2017-05-12,400H,W
6,"Payne, Kymber",JR-3,LSU,56.12,2017 90th Clyde Littlefield Texas Relays,2017-03-29,400H,W
7,"Brown, Sashel",SR-4,Auburn,56.20,War Eagle Invititaional,2017-04-21,400H,W
8,"Miller, Jade",SR-4,Harvard,56.41,Mt. SAC Relays,2017-04-13,400H,W
9,"Seymour, Kiah",SR-4,Kentucky,56.67,Texas Invitational,2017-04-14,400H,W
10,"Jupiter, Ka'Lynn",SR-4,LSU,56.68,SEC Outdoor Track & Field Championships,2017-05-11,400H,W
10,"Jones, Ariel",JR-3,Texas,56.68,Texas Invitational,2017-04-14,400H,W
12,"Meneau, Lisa",SR-4,Maryland,56.78,Big Ten Outdoor Championships,2017-05-12,400H,W
13,"Runia, Anna",SO-2,Miami,57.03,ACC Outdoor Track & Field Championships,2017-05-12,400H,W
14,"Levy, Toria",SR-4,Boston U.,57.12,Tiger Track Classic,2017-04-07,400H,W
15,"Hawn, Kiana",JR-3,Baylor,57.16,2017 90th Clyde Littlefield Texas Relays,2017-03-29,400H,W
16,"Johnson, Brandee",FR-1,Florida,57.21,Florida Relays,2017-03-30,400H,W
17,"Birch, Damajahnee",SO-2,Arkansas,57.25,SEC Outdoor Track & Field Championships,2017-05-11,400H,W
18,"Thomas, Markeeta",SO-2,Clemson,57.36,ACC Outdoor Track & Field Championships,2017-05-12,400H,W
19,"Marrero, Alethia",JR-3,Indiana State,57.63,2017 MVC Outdoor Track and Field Championships,2017-05-12,400H,W
20,"Detra, Brenna",SR-4,Wisconsin,57.64,Big Ten Outdoor Championships,2017-05-12,400H,W
21,"Barge, Jasmine",SO-2,Nebraska,57.68,Big Ten Outdoor Championships,2017-05-12,400H,W
22,"Porter, Brenna",SO-2,BYU,57.76@,2017 BYU Cougar Invitational,2017-05-12,400H,W
23,"Duckett, Jessica",SO-2,Tulane,57.82,The American Outdoor Track & Field Championships,2017-05-12,400H,W
24,"McKiver, Nora",JR-3,Virginia Tech,57.87,ACC Outdoor Track & Field Championships,2017-05-12,400H,W
25,"Spagnola, Emma",JR-3,Minnesota,57.88,Big Ten Outdoor Championships,2017-05-12,400H,W
26,"Radoslav, Taysia",JR-3,Cornell,57.91,2017 Larry Ellis Invitational,2017-04-21,400H,W
27,"Seymour, Katrina",SR-4,East Tenn. St.,57.96,2017 Western Carolina Track and Field Invitational,2017-04-28,400H,W
28,"McKenzie, Ranae",SO-2,Kansas State,57.98,38th Sun Angel Classic,2017-04-06,400H,W
28,"Bookman, Deonca",JR-3,Prairie View,57.98,2017 90th Clyde Littlefield Texas Relays,2017-03-29,400H,W
30,"Love, Alesha",SR-4,Winthrop,58.00,Duke Invitational,2017-04-21,400H,W
31,"Thames, Valerie",JR-3,Missouri,58.06,SEC Outdoor Track & Field Championships,2017-05-11,400H,W
32,"Knight, Andrenette",FR-1,San Diego St.,58.10@,Mountain West Outdoor Track & Field Championships,2017-05-10,400H,W
33,"Powell, Jocselyn",JR-3,Kennesaw State,58.14,Florida Relays,2017-03-30,400H,W
34,"Jaynes, Amanda",JR-3,Montana State,58.16,2017 Big Sky Outdoor Track & Field Championships,2017-05-10,400H,W
35,"Richardson, Bryiana",SR-4,LSU,58.26,SEC Relays,2017-04-28,400H,W
36,"Warner, Lakeisha",FR-1,Clemson,58.36,ACC Outdoor Track & Field Championships,2017-05-12,400H,W
37,"Hufnagel, Lindsey",SR-4,Western Michigan,58.40,Mid-American Outdoor Track & Field Championships,2017-05-11,400H,W
38,"Abdul-Rashid, Mariam",SO-2,Texas,58.41,Victor Lopez Classic,2017-03-23,400H,W
39,"Siefring, Jaclyn",JR-3,Akron,58.43,Mid-American Outdoor Track & Field Championships,2017-05-11,400H,W
40,"Delgado, Danielle",JR-3,Syracuse,58.50,ACC Outdoor Track & Field Championships,2017-05-12,400H,W
41,"Bennett, Yanique",SR-4,UTEP,58.57,Brutus Hamilton Challenge,2017-04-28,400H,W
42,"Farquhar, Taylor",SR-4,Kent State,58.59,Mid-American Outdoor Track & Field Championships,2017-05-11,400H,W
43,"Adams, Shani",SR-4,Missouri State,58.62,2017 MVC Outdoor Track and Field Championships,2017-05-12,400H,W
44,"Glades, Jamika",SR-4,Florida Atlantic,58.65,Virginia Challenge,2017-04-21,400H,W
