,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
42,"Fluker, Autavia",JR-3,South Alabama,16.22m,"53' 2.75""",2019 Triton Invitational,2019-04-12,SP,W
43,"Howard, Mackenna",JR-3,UNLV,16.19m,"53' 1.5""",Mountain West Outdoor Track & Field Championship,2019-05-08,SP,W
44,"Jones, Brittany",JR-3,Virginia,16.17m,"53' 0.75""","Virginia v. Maryland, Pitt, West Virginia",2019-04-06,SP,W
45,"Gunnarsdottir, Erna",FR-1,Rice,16.13m,"52' 11""",J Fred Duckett Twilight Meet,2019-04-20,SP,W
46,"Leppelmeier, Molly",SO-2,Kentucky,16.10m,"52' 10""",2019 Triton Invitational,2019-04-12,SP,W
47,"Jacobs, Gabi",SR-4,Missouri,16.08m,"52' 9.25""",SEC Outdoor Track & Field Championships,2019-05-09,SP,W
48,"Davis, Ashley",JR-3,SE Louisiana,16.02m,"52' 6.75""",Southland Conference Outdoor Track and Field Championship,2019-05-03,SP,W
48,"Tozer, Gabby",JR-3,Kansas State,16.02m,"52' 6.75""",2019 Triton Invitational,2019-04-12,SP,W
50,"Daniel, Halie",JR-3,Sam Houston St.,16.00m,"52' 6""",Houston Alumni Invitational,2019-04-06,SP,W
51,"Mojica , Naomi",SO-2,Liberty,15.94m,"52' 3.75""",FSU Relays (College),2019-03-22,SP,W
52,"Crockett, Tamia",JR-3,Tennessee,15.92m,"52' 2.75""",Virginia Challenge,2019-04-19,SP,W
53,"Insingo, Kristina",JR-3,Nebraska,15.91m,"52' 2.5""",2019 Husker Spring Invitational,2019-04-05,SP,W
54,"Brandenburg, Annina",SO-2,Abilene Christian,15.90m,"52' 2""",Michael Johnson Invitational,2019-04-19,SP,W
54,"Slawson, Kelsey",SR-4,Wichita State,15.90m,"52' 2""",Wichita State Shocker Open,2019-05-03,SP,W
54,"Freeman, Karlee",FR-1,USC,15.90m,"52' 2""",USC vs UCLA,2019-04-27,SP,W
57,"Schwarzkopf, Maggie",JR-3,North Dakota State,15.85m,"52' 0""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,SP,W
58,"Western, Jamesha",JR-3,Nebraska,15.83m,"51' 11.25""",Crimson Tide Invitational,2019-04-11,SP,W
59,"Kapitan, Abbey",JR-3,Notre Dame,15.81m,"51' 10.5""",Louisville Invitational,2019-04-12,SP,W
60,"Nkwonta, Angel",SR-4,Washington,15.80m,"51' 10""",2019 Ken Shannon Invitational,2019-05-04,SP,W
60,"Lynch, Janese",SO-2,Wake Forest,15.80m,"51' 10""",Charlotte Invitational 2019,2019-04-12,SP,W
62,"Phelps, Kiana",JR-3,Oregon,15.78m,"51' 9.25""",40th Sun Angel Track Classic,2019-04-05,SP,W
63,"Ette, Faith",FR-1,Oklahoma,15.77m,"51' 9""",National Relay Championships,2019-04-26,SP,W
64,"Moore-Jones, Aveun",SO-2,Southern Illinois,15.73m,"51' 7.25""",SIU Bill Cornell Spring Classic,2019-03-22,SP,W
64,"Sieg, Tarynn",FR-1,Colorado St.,15.73m,"51' 7.25""",Fum McGraw,2019-03-22,SP,W
66,"Neal, Zaresha",FR-1,Bowling Green,15.72m,"51' 7""",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,SP,W
67,"Wilson, Abigale",SR-4,Akron,15.70m,"51' 6.25""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,SP,W
68,"Kimmel, Maura",JR-3,Penn,15.69m,"51' 5.75""",Ivy League Outdoor Track & Field Championships,2019-05-04,SP,W
69,"Muzzio, Maria",JR-3,Colorado St.,15.58m,"51' 1.5""",Mountain West Outdoor Track & Field Championship,2019-05-08,SP,W
69,"Bourke, Julia",SO-2,Illinois State,15.58m,"51' 1.5""",Wisconsin Alumni Classic,2019-05-03,SP,W
71,"Osborne-Butler, Cassidy",SO-2,UNLV,15.57m,"51' 1""",UC-Riverside Spring Track Classic,2019-03-21,SP,W
71,"Rashid, Zakiya",JR-3,Miami (Fla.),15.57m,"51' 1""",ACC Championships,2019-05-09,SP,W
73,"Rabing, Maddie",JR-3,Oregon,15.55m,"51' 0.25""",2019 Pac-12 Track & Field Championships,2019-05-04,SP,W
74,"Tanczos, Rachel",SO-2,Notre Dame,15.53m,"50' 11.5""",ACC Championships,2019-05-09,SP,W
74,"Hurst, Alexandrea",FR-1,UT-Rio Grande Valley,15.53m,"50' 11.5""",Texas State Bobcat Classic,2019-04-26,SP,W
76,"Dewey, Katie",SR-4,Toledo,15.50m,"50' 10.25""","53rd Annual Hillsdale ""GINA"" Relays",2019-04-25,SP,W
77,"Adejokun, Priscilla",SO-2,Houston,15.49m,"50' 10""",The American Outdoor Track & Field Championships,2019-05-10,SP,W
78,"Bonds, Samariae",FR-1,UT-Rio Grande Valley,15.48m,"50' 9.5""",WAC Outdoor Track and Field Championships,2019-05-09,SP,W
79,"Sargent, Nikole",SO-2,Michigan State,15.44m,"50' 8""",Big Ten Championships,2019-05-10,SP,W
80,"Thomas, Brandy",SR-4,Illinois State,15.43m,"50' 7.5""",Tennessee Relays,2019-04-11,SP,W
81,"Ajagbe, Debbie",SO-2,Miami (Fla.),15.42m,"50' 7.25""",ACC Championships,2019-05-09,SP,W
82,"Britt, Tedreauna",FR-1,Ole Miss,15.41m,"50' 6.75""",LSU Invitational,2019-04-27,SP,W
82,"Weaver, Tayler",JR-3,Illinois State,15.41m,"50' 6.75""",MVC Championship,2019-05-10,SP,W
84,"Tennant, Grace",SO-2,Kent State,15.40m,"50' 6.25""",Akron - Northeast Ohio Quad,2019-04-05,SP,W
85,"Brown, Chrisshnay",JR-3,Washington St.,15.38m,"50' 5.5""",14th Sam Adams Classic Scoring Invite,2019-03-21,SP,W
85,"Thompson, Mikayla",SO-2,Tennessee St.,15.38m,"50' 5.5""",Vanderbilt Black & Gold Invitational,2019-03-22,SP,W
85,"Saunders, Tyefah",SO-2,Mississippi Valley,15.38m,"50' 5.5""",2019 Mount Olive Final Qualifier,2019-05-12,SP,W
88,"McLaughlin, Keely",FR-1,Oregon State,15.36m,"50' 4.75""",2019 Pac-12 Track & Field Championships,2019-05-04,SP,W
89,"Thomas, Diamond",SR-4,UT-Rio Grande Valley,15.35m,"50' 4.5""",UIW Invitational,2019-04-12,SP,W
90,"Sanders, Camora",SR-4,VCU,15.34m,"50' 4""",Atlantic 10 Outdoor Track & Field Championships,2019-05-04,SP,W
91,"Hoyme, Kassie",SR-4,Illinois State,15.30m,"50' 2.5""",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,SP,W
92,"Reese, Erin",SR-4,Indiana State,15.29m,"50' 2""",Crimson Tide Invitational,2019-04-11,SP,W
92,"Crockem, Taylor",FR-1,Oregon State,15.29m,"50' 2""",2019 Pac-12 Track & Field Championships,2019-05-04,SP,W
92,"Carter, Jhane'",SR-4,UCF,15.29m,"50' 2""",The American Outdoor Track & Field Championships,2019-05-10,SP,W
95,"Snyder, Olivia",SR-4,Akron,15.27m,"50' 1.25""",Akron - Northeast Ohio Quad,2019-04-05,SP,W
96,"Conlon, Kayleigh",SO-2,Southern Illinois,15.26m,"50' 0.75""",MVC Championship,2019-05-10,SP,W
97,"Smith, Malin",FR-1,Cincinnati,15.23m,"49' 11.75""",Oliver Nikoloff Invitational,2019-04-06,SP,W
97,"Flowers, Grace",SO-2,Arkansas State,15.23m,"49' 11.75""",Memphis Tiger invitational,2019-04-26,SP,W
99,"Jones, Jelaia",SR-4,Sacramento St.,15.22m,"49' 11.25""",2019 Mondo Team Challenge,2019-03-30,SP,W
100,"Redwood, Leeyan",JR-3,Northeastern,15.21m,"49' 11""",Jay Carisella Coaches Invitational,2019-04-20,SP,W
1,"Ewen, Maggie",SR-4,Arizona State,19.46m,"63' 10.25""",2018 Desert Heat Classic,2018-04-28,SP,W
2,"Giger, Lena",SR-4,Stanford,18.09m,"59' 4.25""",UCSD Triton Invitational,2018-04-13,SP,W
3,"Woodard, Jessica",SR-4,Oklahoma,18.07m,"59' 3.5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,SP,W
4,"Stewart, Janeah",SR-4,Ole Miss,17.97m,"58' 11.5""",SEC Outdoor Track and Field Championships,2018-05-11,SP,W
5,"Blake, Ashlie",JR-3,UCLA,17.73m,"58' 2""",Jim Bush / Bob Larsen Invitational,2018-03-31,SP,W
6,"Cameron, Lloydricia",SR-4,Florida,17.66m,"57' 11.25""",UF Tom Jones Memorial,2018-04-13,SP,W
7,"Jemison, Breana",SR-4,USC,17.57m,"57' 7.75""",California Collegiate Open,2018-03-31,SP,W
8,"Gustafson, Aliyah",SR-4,Bowling Green,17.52m,"57' 5.75""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,W
9,"Warren, Portious",JR-3,Alabama,17.35m,"56' 11.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,W
10,"Noennig, Samantha",FR-1,Arizona State,17.31m,"56' 9.5""",2018 Desert Heat Classic,2018-04-28,SP,W
11,"Scarvelis, Stamatia",JR-3,Tennessee,17.23m,"56' 6.5""",SEC Outdoor Track and Field Championships,2018-05-11,SP,W
12,"St. John, Jess",SR-4,Kansas State,17.10m,"56' 1.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,SP,W
13,"Nlemchi, Tochi",FR-1,SMU,17.05m,"55' 11.25""",The American Outdoor Track & Field Championships,2018-05-11,SP,W
14,"Cause, Galissia",SR-4,East Carolina,17.02m,"55' 10.25""",The American Outdoor Track & Field Championships,2018-05-11,SP,W
15,"Wilson, Alyssa",FR-1,UCLA,16.97m,"55' 8.25""",UCLA vs. USC Dual,2018-04-29,SP,W
15,"Davis, Ashley",SO-2,SE Louisiana,16.97m,"55' 8.25""",LSU Alumni Gold,2018-04-21,SP,W
17,"Dawson, Khayla",SO-2,Indiana,16.94m,"55' 7""",Tennessee Relays,2018-04-12,SP,W
18,"Grange, Gleneve",SR-4,Florida State,16.89m,"55' 5""",ACC Outdoor Championships,2018-05-10,SP,W
18,"Sabin, Kiley",JR-3,Minnesota,16.89m,"55' 5""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,SP,W
20,"Onwukaife, Crystal",SO-2,Texas Tech,16.86m,"55' 3.75""",Texas Tech Masked Rider Invite,2018-05-05,SP,W
21,"Flint, Brenn",JR-3,Utah State,16.82m,"55' 2.25""",UC Irvine Spring Break Classic,2018-03-16,SP,W
22,"Tausaga, Laulauga",SO-2,Iowa,16.80m,"55' 1.5""",Big Ten Championships,2018-05-11,SP,W
22,"Rivera, Sophia",FR-1,Wisconsin,16.80m,"55' 1.5""",Wisconsin Twilight,2018-05-04,SP,W
24,"Emilianov, Alexranda",FR-1,Kansas,16.64m,"54' 7.25""",National Relay Championships,2018-04-27,SP,W
25,"Zarankaite, Ieva",SR-4,Florida State,16.58m,"54' 4.75""",ACC Outdoor Championships,2018-05-10,SP,W
25,"Howard, Mackenna",SO-2,UNLV,16.58m,"54' 4.75""",Adidas Steve Scott Invitational,2018-04-27,SP,W
27,"Pasiowitz, Courtney",SR-4,North Dakota State,16.54m,"54' 3.25""",2018 Summit League Championships,2018-05-10,SP,W
27,"Bruckner, Elena",SO-2,Texas,16.54m,"54' 3.25""",Michael Johnson Invitational,2018-04-21,SP,W
29,"Tupper, Toni",JR-3,Nebraska,16.53m,"54' 2.75""",Big Ten Championships,2018-05-11,SP,W
29,"Moriconi, Olivia",SR-4,Utah State,16.53m,"54' 2.75""",Beach Invitational,2018-04-20,SP,W
29,"Gordon, Meia",SO-2,Oklahoma,16.53m,"54' 2.75""",John Jacobs Invitational,2018-04-20,SP,W
32,"Britt, Nia",SO-2,Iowa,16.52m,"54' 2.5""",Big Ten Championships,2018-05-11,SP,W
33,"Oladipo, Divine",SO-2,Connecticut,16.48m,"54' 1""",The American Outdoor Track & Field Championships,2018-05-11,SP,W
34,"Chiles, Alexis",SR-4,Southern Miss.,16.45m,"53' 11.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,SP,W
34,"Retzlaff, Bailey",SO-2,North Dakota State,16.45m,"53' 11.75""",2018 Summit League Championships,2018-05-10,SP,W
36,"Ajagbe, Debbie",FR-1,Miami,16.22m,"53' 2.75""",ACC Outdoor Championships,2018-05-10,SP,W
37,"Daniels, Katelyn",SR-4,Michigan State,16.19m,"53' 1.5""",Raleigh Relays,2018-03-30,SP,W
38,"Oginni, Banke",JR-3,Wisconsin,16.18m,"53' 1""",Wisconsin Twilight,2018-05-04,SP,W
39,"Monie, Nora",JR-3,Houston,16.14m,"52' 11.5""",LSU Invitational,2018-04-28,SP,W
40,"Crockett, Tamia",SO-2,Tennessee,16.13m,"52' 11""",SEC Outdoor Track and Field Championships,2018-05-11,SP,W
41,"Clunis, Nayoka",JR-3,Minnesota,16.04m,"52' 7.5""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,SP,W
42,"Thomas, Brandy",JR-3,Illinois State,16.00m,"52' 6""",Virginia Challenge,2018-04-20,SP,W
42,"Evans, Lauren",SR-4,North Carolina St.,16.00m,"52' 6""",ACC Outdoor Championships,2018-05-10,SP,W
42,"Williams, Brandy",SO-2,Cal St. Northridge,16.00m,"52' 6""",Northridge Invitational,2018-03-24,SP,W
42,"Wilson, Abigale",JR-3,Akron,16.00m,"52' 6""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,W
46,"Young , Kathleen",FR-1,South Carolina,15.96m,"52' 4.5""",Gamecock Invitational,2018-04-07,SP,W
46,"Coleman, Lauren",JR-3,Towson,15.96m,"52' 4.5""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,SP,W
48,"Corbett, Jaynee",SR-4,Youngstown St.,15.95m,"52' 4""",2018 BYU Cougar Invitational,2018-05-11,SP,W
49,"Mojica , Naomi",FR-1,Liberty,15.93m,"52' 3.25""",Big South Conference Outdoor Track and Field Championships,2018-05-09,SP,W
49,"Ababio, Claudia",SR-4,Maryland,15.93m,"52' 3.25""",Virginia Challenge,2018-04-20,SP,W
51,"Gunnells, Shelby",JR-3,North Dakota State,15.92m,"52' 2.75""",2018 Summit League Championships,2018-05-10,SP,W
52,"Springs , Alycia",SO-2,South Carolina,15.90m,"52' 2""",USC Open,2018-04-21,SP,W
53,"Williams, Ashley",SR-4,Cincinnati,15.89m,"52' 1.75""",The American Outdoor Track & Field Championships,2018-05-11,SP,W
54,"Ebert, Victoria",SR-4,Charlotte,15.85m,"52' 0""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,SP,W
55,"Howard, Erin",FR-1,Central Michigan,15.82m,"51' 11""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,W
56,"McKinley, Tori",FR-1,Auburn,15.80m,"51' 10""",2018 Jim Click Shootout,2018-04-07,SP,W
57,"Roper, Cassaundra",JR-3,Indiana State,15.78m,"51' 9.25""",2018 MVC Outdoor Track & Field Championships,2018-05-11,SP,W
58,"Henderson, Essence",FR-1,Iowa State,15.77m,"51' 9""",2018 Nebraska Invitational,2018-05-05,SP,W
59,"Hazlewood, Micaela",SR-4,Purdue,15.76m,"51' 8.5""",UCSD Triton Invitational,2018-04-13,SP,W
60,"Jacobs, Gabi",JR-3,Missouri,15.75m,"51' 8.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,W
61,"Hanks, Kristine",SR-4,Sam Houston St.,15.73m,"51' 7.25""",Victor Lopez Classic,2018-03-22,SP,W
62,"Jackson, Indi",SR-4,Notre Dame,15.72m,"51' 7""",2018 Louisville Invitational,2018-04-13,SP,W
63,"Nielsen, Shay",SO-2,Minnesota,15.69m,"51' 5.75""",Big Ten Championships,2018-05-11,SP,W
63,"Jones, Brittany",FR-1,Virginia,15.69m,"51' 5.75""",Virginia Challenge,2018-04-20,SP,W
65,"Carr, Calea",SR-4,Arkansas State,15.61m,"51' 2.75""",Sun Belt Outdoor Track and Field Championships,2018-05-11,SP,W
66,"Iversen, Elizabeth",SR-4,Bowling Green,15.60m,"51' 2.25""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,SP,W
67,"Hames, Bryanna",SR-4,Elon,15.58m,"51' 1.5""",Raleigh Relays,2018-03-30,SP,W
68,"Slawson, Kelsey",JR-3,Wichita State,15.56m,"51' 0.75""",Wichita State Shocker Open,2018-05-04,SP,W
69,"Kimmel, Maura",SO-2,Penn,15.55m,"51' 0.25""",Temple Owls Invitational,2018-04-13,SP,W
69,"Sawyer, Phontavia",JR-3,Towson,15.55m,"51' 0.25""",JMU Invitational,2018-04-21,SP,W
71,"Thompson, Mikayla",FR-1,Tennessee St.,15.54m,"51' 0""",Ohio Valley Conference Championship,2018-05-10,SP,W
72,"Garren, Maia",SO-2,Utah State,15.53m,"50' 11.5""",Utah/Weber State Spring Classic - Day 1,2018-04-06,SP,W
73,"Wood, Brashe",SR-4,Southern Miss.,15.50m,"50' 10.25""",Southern Miss Invitational,2018-03-30,SP,W
74,"Porter, Jordan",SR-4,Ohio,15.49m,"50' 10""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,SP,W
75,"Carter, Jhane'",JR-3,UCF,15.46m,"50' 8.75""",The American Outdoor Track & Field Championships,2018-05-11,SP,W
75,"Dulaney, Megan",SO-2,Arizona,15.46m,"50' 8.75""",40th Annual Aztec Invitational,2018-03-24,SP,W
75,"Johnson, Kayli",FR-1,Michigan State,15.46m,"50' 8.75""",Big Ten Championships,2018-05-11,SP,W
78,"Schwarzkopf, Maggie",SO-2,North Dakota State,15.45m,"50' 8.25""",NDSU Tune Up,2018-05-04,SP,W
79,"Muzzio, Maria",SO-2,Colorado St.,15.43m,"50' 7.5""",Mines Nature's Bakery Invite,2018-03-24,SP,W
80,"Latimer, Taylor",FR-1,Kansas State,15.42m,"50' 7.25""",Kansas Relays,2018-04-18,SP,W
81,"Fautsch, Nicole",SO-2,Kentucky,15.41m,"50' 6.75""",National Relay Championships,2018-04-27,SP,W
82,"Brown, Briyah",SR-4,Army West Point,15.39m,"50' 6""",Patriot League Outdoor Track & Field Championships,2018-05-04,SP,W
83,"Kapitan, Abbey",SO-2,Notre Dame,15.38m,"50' 5.5""",Penn Relays,2018-04-26,SP,W
83,"Fluker, Autavia",JR-3,South Alabama,15.38m,"50' 5.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,SP,W
85,"Lavington, Gabby",SO-2,Kansas State,15.37m,"50' 5.25""",Kansas State Ward Haylett Invite,2018-05-05,SP,W
86,"Tanczos, Rachel",FR-1,Notre Dame,15.35m,"50' 4.5""",ACC Outdoor Championships,2018-05-10,SP,W
86,"Smith, Michaela",SR-4,Cornell,15.35m,"50' 4.5""",Ivy League Outdoor Track & Field Championships,2018-05-05,SP,W
86,"Obijiaku, Michella",SO-2,South Alabama,15.35m,"50' 4.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,SP,W
89,"Weber, Katelyn",SR-4,North Dakota,15.34m,"50' 4""",NDSU Tune Up,2018-05-04,SP,W
89,"Adejokun, Priscilla",FR-1,Houston,15.34m,"50' 4""",Victor Lopez Classic,2018-03-22,SP,W
91,"Markert, Celine",JR-3,Texas A&M,15.31m,"50' 2.75""",Roadrunner Invitational,2018-03-22,SP,W
91,"Marion, Maya",SR-4,Marquette,15.31m,"50' 2.75""",Wisconsin Twilight,2018-05-04,SP,W
93,"O'Dell, Kennedy",SR-4,Princeton,15.29m,"50' 2""",Ivy League Outdoor Track & Field Championships,2018-05-05,SP,W
94,"Aquilla, Adelaide",FR-1,Ohio State,15.27m,"50' 1.25""",Big Ten Championships,2018-05-11,SP,W
95,"Moore, Aveun",FR-1,Southern Illinois,15.26m,"50' 0.75""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,SP,W
96,"Pharms, Jasmine",SO-2,Cal St. Northridge,15.25m,"50' 0.5""",2018 Big West Championships,2018-05-11,SP,W
97,"Riedel, Lea",FR-1,Kansas,15.24m,"50' 0""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,SP,W
98,"Offiaeli, Kendra",SO-2,Brown,15.23m,"49' 11.75""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,SP,W
99,"Bennett, Courtney",SR-4,Jacksonville St.,15.22m,"49' 11.25""",Ohio Valley Conference Championship,2018-05-10,SP,W
99,"Person, Sian",SO-2,Southern Illinois,15.22m,"49' 11.25""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,SP,W
1,"Peoples, Kearsten",JR-3,Missouri,17.90m,"58' 8.75""",UCSD Triton Invitational,2014-04-25,SP,W
2,"Rushin, Jill",JR-3,Missouri,17.62m,"57' 9.75""",Tom Botts Invitational,2014-05-03,SP,W
3,"Taylor, Tremanisha",JR-3,North Carolina St.,17.60m,"57' 9""",Penn Relays,2014-04-24,SP,W
4,"Hillman, Christina",SO-2,Iowa State,17.59m,"57' 8.5""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,W
5,"Ramsey, Jessica",SR-4,Western Kentucky,17.49m,"57' 4.75""",WKU Hilltopper Relays,2014-04-11,SP,W
6,"Labonte, Julie",SR-4,Arizona,17.45m,"57' 3""",LSU Alumni Gold,2014-04-19,SP,W
7,"Bliss, Tori",JR-3,LSU,17.30m,"56' 9.25""",LSU Invitational,2014-05-03,SP,W
8,"Buckley, Kyla",SR-4,Indiana,17.19m,"56' 4.75""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,W
9,"Uke, Claire",JR-3,Rice,17.18m,"56' 4.5""",Conference USA Outdoor Track & Field Championships,2014-05-15,SP,W
10,"Bunch, Dani",SR-4,Purdue,17.16m,"56' 3.75""",2014 Drake Relays presented by Hy-Vee,2014-04-23,SP,W
11,"Muzaric, Valentina",JR-3,Auburn,17.08m,"56' 0.5""",UCSD Triton Invitational,2014-04-25,SP,W
12,"Mann, Brittany",FR-1,Oregon,16.89m,"55' 5""",Pac-12 Outdoor Track and Field Championships,2014-05-17,SP,W
13,"Thomas, Danniel",SO-2,Kent State,16.82m,"55' 2.25""",Mid-American Outdoor Track & Field Championships,2014-05-15,SP,W
14,"Mosley, Joh'vonnie",SR-4,Kent State,16.79m,"55' 1""",Akron Campbell Wright Open,2014-05-09,SP,W
15,"Jackson, Annie",SR-4,Nebraska,16.76m,"55' 0""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,W
16,"Theisen, Mary",SR-4,Indiana State,16.74m,"54' 11.25""",Illinois Twilight,2014-04-12,SP,W
17,"Dincoff, Rachel",SO-2,Auburn,16.51m,"54' 2""",SEC Outdoor Championship,2014-05-15,SP,W
18,"Smith, Megan",JR-3,TCU,16.44m,"53' 11.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,W
19,"Wertman, Cassie",SO-2,Tennessee,16.41m,"53' 10.25""",Florida Relays,2014-04-03,SP,W
20,"Whalen, Chelsea",SR-4,Florida State,16.40m,"53' 9.75""",2014 Clyde Littlefield Texas Relays,2014-03-26,SP,W
21,"Aikhonbare, Itohan",JR-3,UC Irvine,16.38m,"53' 9""",adidas/Steve Scott Invit. (college),2014-05-02,SP,W
22,"Kovar, Kayla",SR-4,Southern Utah,16.36m,"53' 8.25""",UNLV Track Classic,2014-03-07,SP,W
23,"Howard, Sarah",SO-2,North Carolina,16.29m,"53' 5.5""",Virginia Challenge,2014-05-09,SP,W
24,"Maroszek, Jessica",SR-4,Kansas,16.23m,"53' 3""",2014 Clyde Littlefield Texas Relays,2014-03-26,SP,W
25,"Gaston, Ashley",JR-3,Southern Illinois,16.22m,"53' 2.75""",2014 Red Wolf Open,2014-04-26,SP,W
26,"Sharbono, Jessica",SR-4,Colorado St.,16.16m,"53' 0.25""",Tom Benich Invitational,2014-04-04,SP,W
27,"Monroe, Amber",JR-3,Miami,16.14m,"52' 11.5""",ACC Outdoor Track & Field Championships,2014-04-17,SP,W
27,"Pinkelman, Carlie",JR-3,Nebraska,16.14m,"52' 11.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,W
29,"Amaechi, Chioma",JR-3,California,16.13m,"52' 11""",The Big Meet,2014-04-12,SP,W
30,"Anumba, Michelle",SR-4,Duke,16.12m,"52' 10.75""",ACC Outdoor Track & Field Championships,2014-04-17,SP,W
31,"Muchkayev, Anastasiya",SO-2,Kansas,16.10m,"52' 10""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,W
32,"Pete, Aaliyah",FR-1,Colorado St.,16.07m,"52' 8.75""",Mountain West Outdoor Track & Field Championships,2014-05-14,SP,W
32,"Britton, Margo",JR-3,Temple,16.07m,"52' 8.75""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
34,"Roberts, Rachel",SR-4,Buffalo,16.05m,"52' 8""",Mid-American Outdoor Track & Field Championships,2014-05-15,SP,W
34,"Fatherly, Rachel",SO-2,Penn State,16.05m,"52' 8""",Jim Thorpe Open,2014-05-09,SP,W
36,"Johnson, Lakitta",JR-3,Florida State,16.04m,"52' 7.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,SP,W
37,"Okwelogu, Nikki",FR-1,Harvard,16.03m,"52' 7.25""",Ivy League Outdoor Track & Field Championships,2014-05-10,SP,W
38,"Burrell, Jasmine",JR-3,San Diego St.,16.01m,"52' 6.5""",36th SDSU Aztec Invitational - Invite Section,2014-03-27,SP,W
39,"Slinden, Liberty",SR-4,Louisville,16.00m,"52' 6""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
39,"Bozarth, Hayli",SR-4,Boise State,16.00m,"52' 6""",Mountain West Outdoor Track & Field Championships,2014-05-14,SP,W
41,"Halvorson, Aslynn",SR-4,Tennessee,15.99m,"52' 5.5""",SEC Outdoor Championship,2014-05-15,SP,W
42,"Jelmini, Anna",SR-4,Arizona State,15.98m,"52' 5.25""",UCSD Triton Invitational,2014-04-25,SP,W
43,"Perez, Helena",SR-4,SMU,15.97m,"52' 4.75""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
44,"Morris, Emily",JR-3,Notre Dame,15.96m,"52' 4.5""",ACC Outdoor Track & Field Championships,2014-04-17,SP,W
44,"Cooks, Alexis",JR-3,Akron,15.96m,"52' 4.5""",Akron Campbell Wright Open,2014-05-09,SP,W
44,"Evans, Katie",SR-4,Missouri,15.96m,"52' 4.5""",SEC Outdoor Championship,2014-05-15,SP,W
47,"Winters, Dani",SO-2,Kansas State,15.93m,"52' 3.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,W
47,"Hartig, Alex",JR-3,Arizona State,15.93m,"52' 3.25""",UCSD Triton Invitational,2014-04-25,SP,W
49,"Ishmar, Raqurra",SO-2,Florida Int'l,15.90m,"52' 2""",Conference USA Outdoor Track & Field Championships,2014-05-15,SP,W
50,"Kelly, Talore",SO-2,Texas State,15.87m,"52' 1""",TCU College Invitational,2014-03-20,SP,W
51,"Talabi, Omotayo",SR-4,Arizona,15.86m,"52' 0.5""",LSU Alumni Gold,2014-04-19,SP,W
52,"Tabb, Danielle",JR-3,Air Force,15.82m,"51' 11""",Air Force Twilight Open,2014-05-09,SP,W
53,"Williams, Jianna",JR-3,Illinois State,15.75m,"51' 8.25""",ISU Invite,2014-05-03,SP,W
54,"Garrett, Brea",JR-3,Texas A&M,15.74m,"51' 7.75""",35th Sun Angel Track Classic,2014-04-11,SP,W
55,"Kurzdorfer, Melissa",SR-4,Penn State,15.71m,"51' 6.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,W
55,"Henderson, Emmonnie",FR-1,Louisville,15.71m,"51' 6.5""",Kentucky Relays (College Division),2014-04-19,SP,W
57,"Whittaker, Alysiah",FR-1,Georgia State,15.70m,"51' 6.25""","Troy's Coach ""O"" Invitational",2014-04-26,SP,W
58,"Grizzle, Veronica",SR-4,Nebraska,15.68m,"51' 5.5""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,W
