,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
59,"Allgood, Avione",SO-2,Oklahoma,15.64m,"51' 3.75""",John Jacobs Invitational,2014-04-18,SP,W
60,"Simmons, Kerri",SR-4,Nevada,15.63m,"51' 3.5""",Mt. SAC Relays,2014-04-17,SP,W
61,"Ealey, Chase",SO-2,Oklahoma State,15.59m,"51' 1.75""",Arkansas Twilight,2014-05-02,SP,W
62,"Adesida, Praise",SO-2,UC Davis,15.55m,"51' 0.25""",Causeway Classic,2014-05-02,SP,W
63,"Onyekwere, Chioma",SO-2,Maryland,15.50m,"50' 10.25""",ACC Outdoor Track & Field Championships,2014-04-17,SP,W
64,"Brandhoff, Vivian",SO-2,Memphis,15.49m,"50' 10""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
65,"Weise, Jessica",JR-3,Northern Arizona,15.47m,"50' 9.25""",2014 Double Dual Meet UA/ASU/NAU,2014-05-03,SP,W
66,"Chin, Rayann",JR-3,SMU,15.44m,"50' 8""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
67,"Gapelu, Courtney",SR-4,SE Missouri,15.42m,"50' 7.25""",Tennessee Relays,2014-04-10,SP,W
68,"Bernard, Candicea",JR-3,Alabama,15.41m,"50' 6.75""",Jace LaCoste Invitational,2014-05-02,SP,W
68,"Hicks, Cion",FR-1,Baylor,15.41m,"50' 6.75""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,W
68,"Waldner, Danielle",FR-1,South Dakota,15.41m,"50' 6.75""",Summit League Outdoor Track & Field Championships,2014-05-15,SP,W
71,"James, Hilenn",SR-4,Georgia,15.35m,"50' 4.5""",Georgia Invitational,2014-05-10,SP,W
72,"Hiler, Andrea",SR-4,Western Michigan,15.29m,"50' 2""",Dave Rankin Invite,2014-05-02,SP,W
73,"Porlier-Langlois, Alex",SO-2,Hawaii,15.25m,"50' 0.5""",Mt. SAC Relays,2014-04-17,SP,W
73,"Tate, Brianna",SO-2,Appalachian State,15.25m,"50' 0.5""",Georgia Invitational,2014-05-10,SP,W
75,"Walker, Whitney",SO-2,Indiana State,15.24m,"50' 0""",2014 MVC Outdoor Track & Field Championships,2014-05-16,SP,W
76,"Sapa, Tanya",FR-1,USC,15.22m,"49' 11.25""",Pac-12 Outdoor Track and Field Championships,2014-05-17,SP,W
76,"Nlemchi, Tochi",FR-1,SMU,15.22m,"49' 11.25""",John Jacobs Invitational,2014-04-18,SP,W
76,"Robinson, Alyssa",FR-1,Penn State,15.22m,"49' 11.25""",Jim Thorpe Open,2014-05-09,SP,W
79,"Berg, Emmaline",SR-4,Dartmouth,15.19m,"49' 10""",Ivy League Outdoor Track & Field Championships,2014-05-10,SP,W
80,"Patterson, Megan",SO-2,Buffalo,15.18m,"49' 9.75""",Florida Relays,2014-04-03,SP,W
81,"Famurewa, Beckie",SO-2,Kentucky,15.17m,"49' 9.25""",SEC Outdoor Championship,2014-05-15,SP,W
81,"Weber, Ashley",FR-1,Arizona State,15.17m,"49' 9.25""",35th Sun Angel Track Classic,2014-04-11,SP,W
83,"Aliotta, Rachel",SR-4,Monmouth,15.15m,"49' 8.5""",MAAC Outdoor Track & Field Championships,2014-05-03,SP,W
84,"Griffin, La'Tricia",JR-3,Stephen F. Austin,15.14m,"49' 8.25""",Southland Conference Track & Field Championship,2014-05-09,SP,W
84,"Jackson, Keona",JR-3,Northwestern St.,15.14m,"49' 8.25""",2014 Lion Invitational,2014-04-17,SP,W
86,"Strickler, Amelia",SO-2,Miami (Ohio),15.11m,"49' 7""",2014 Drake Relays presented by Hy-Vee,2014-04-23,SP,W
87,"Brown, Devene",SO-2,Central Michigan,15.08m,"49' 5.75""",Mid-American Outdoor Track & Field Championships,2014-05-15,SP,W
88,"Hammar, Rebecca",JR-3,Stanford,15.03m,"49' 3.75""",Longhorn Invitational,2014-05-03,SP,W
88,"Scott, Alexus",SO-2,Southern Illinois,15.03m,"49' 3.75""",ISU Invite,2014-05-03,SP,W
90,"Pratt, Tonia",JR-3,Murray State,15.01m,"49' 3""",Vanderbilt Black & Gold Invitational,2014-03-28,SP,W
90,"Smith, Kolbi",JR-3,Sacred Heart,15.01m,"49' 3""",NEICAAA Outdoor Track & Field Championships,2014-05-08,SP,W
92,"Padgett, Kayla",JR-3,East Carolina,14.98m,"49' 1.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,SP,W
93,"Kamps, Kailee",FR-1,Minnesota,14.97m,"49' 1.5""",UCSD Triton Invitational,2014-04-25,SP,W
94,"Robinson, Lexia",SR-4,Western Kentucky,14.96m,"49' 1""",WKU Hilltopper Relays,2014-04-11,SP,W
95,"Taylor, Samatha",JR-3,Houston,14.95m,"49' 0.75""",The American Outdoor Track & Field Championships,2014-05-02,SP,W
96,"McKee, Meagan",SR-4,Fresno State,14.93m,"48' 11.75""",Mountain West Outdoor Track & Field Championships,2014-05-14,SP,W
97,"Rudder, Nikkie",SR-4,Utah,14.91m,"48' 11""",USC TroJan Invitational,2014-03-22,SP,W
98,"Buhr, Victoria",SR-4,Brown,14.90m,"48' 10.75""",Ivy League Outdoor Track & Field Championships,2014-05-10,SP,W
98,"Lindstrom , Jamie",SO-2,Northern Iowa,14.90m,"48' 10.75""",Musco Invitational,2014-05-03,SP,W
100,"Potts, Taylor",FR-1,Tulane,14.88m,"48' 10""",Black and Gold Invitational,2014-05-03,SP,W
1,"Bliss, Tori",SR-4,LSU,18.49m,"60' 8""",LSU Invitational,2015-05-02,SP,W
2,"Saunders, Raven",FR-1,Southern Illinois,18.23m,"59' 9.75""",Mt. SAC Relays,2015-04-16,SP,W
3,"Winters, Dani",JR-3,Kansas State,17.75m,"58' 3""",Big 12 Outdoor Track & Field Championships,2015-05-15,SP,W
4,"Card, Kelsey",JR-3,Wisconsin,17.73m,"58' 2""",Wisconsin Open,2015-05-08,SP,W
5,"Rushin, Jill",SR-4,Missouri,17.72m,"58' 1.75""",Tom Botts Invitational,2015-05-01,SP,W
6,"Thomas, Danniel",JR-3,Kent State,17.64m,"57' 10.5""",Ohio State - Jesse Owens Classic,2015-05-01,SP,W
7,"Hillman, Christina",JR-3,Iowa State,17.45m,"57' 3""",Big 12 Outdoor Track & Field Championships,2015-05-15,SP,W
8,"Ealey, Chase",JR-3,Oklahoma State,17.39m,"57' 0.75""",Big 12 Outdoor Track & Field Championships,2015-05-15,SP,W
9,"Okwelogu, Nikki",SO-2,Harvard,17.32m,"56' 10""",Ivy League Outdoor Track & Field Championships,2015-05-09,SP,W
10,"Mann, Brittany",SO-2,Oregon,17.24m,"56' 6.75""",Pac-12 Track & Field Championships,2015-05-15,SP,W
11,"Fatherly, Rachel",JR-3,Penn State,17.15m,"56' 3.25""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
12,"Peoples, Kearsten",SR-4,Missouri,17.10m,"56' 1.25""",John McDonnell Invitational,2015-04-10,SP,W
13,"Henderson, Emmonnie",SO-2,Louisville,17.09m,"56' 1""",ACC Outdoor Track & Field Championships,2015-05-14,SP,W
14,"Howard, Sarah",JR-3,North Carolina,16.99m,"55' 9""",Florida State Relays,2015-03-27,SP,W
14,"Williams, Jianna",SR-4,Illinois State,16.99m,"55' 9""",Wisconsin Open,2015-05-08,SP,W
16,"Pete, Aaliyah",SO-2,Colorado St.,16.95m,"55' 7.5""",Mountain West Outdoor Track & Field Championships,2015-05-13,SP,W
17,"Owers, Torie",SO-2,UCLA,16.93m,"55' 6.5""",Pac-12 Track & Field Championships,2015-05-15,SP,W
18,"Gaston, Ashley",SR-4,Southern Illinois,16.74m,"54' 11.25""",2015 MVC Outdoor Track and Field Championships,2015-05-15,SP,W
19,"Strickler, Amelia",JR-3,Miami (Ohio),16.72m,"54' 10.25""",Rankin/Poehlein Invitational,2015-05-01,SP,W
20,"Hicks, Cion",SO-2,Baylor,16.69m,"54' 9.25""",Michael Johnson Classic,2015-04-18,SP,W
21,"Hartig, Alex",SR-4,Arizona State,16.66m,"54' 8""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,SP,W
22,"Dincoff, Rachel",JR-3,Auburn,16.58m,"54' 4.75""",War Eagle Invitational 2015,2015-04-17,SP,W
23,"Cooks, Alexis",SR-4,Akron,16.55m,"54' 3.75""",Mid-American Outdoor Track & Field Championships,2015-05-14,SP,W
24,"Jemison, Breana",SO-2,UC Riverside,16.54m,"54' 3.25""",2015 Triton Invitational,2015-04-24,SP,W
25,"Taylor, Tremanisha",SR-4,North Carolina St.,16.53m,"54' 2.75""",ACC Outdoor Track & Field Championships,2015-05-14,SP,W
26,"Lesser, Emily",SR-4,North Dakota State,16.51m,"54' 2""",The Summit League Outdoor Track & Field Championships,2015-05-13,SP,W
27,"Ewen, Maggie",FR-1,Arizona State,16.33m,"53' 7""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,SP,W
28,"Bohan, Christine",SO-2,Virginia,16.31m,"53' 6.25""",Virginia Challenge,2015-04-17,SP,W
29,"Price, DeAnna",JR-3,Southern Illinois,16.30m,"53' 5.75""",Mt. SAC Relays,2015-04-16,SP,W
30,"Brown, Devene",JR-3,Central Michigan,16.16m,"53' 0.25""",Mid-American Outdoor Track & Field Championships,2015-05-14,SP,W
31,"Onyekwere, Chioma",JR-3,Maryland,16.10m,"52' 10""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
31,"Muchkayev, Anastasiya",JR-3,Kansas,16.10m,"52' 10""",Big 12 Outdoor Track & Field Championships,2015-05-15,SP,W
33,"Akerstrom, Frida",SR-4,Cincinnati,16.07m,"52' 8.75""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
34,"Pinkelman, Carlie",SR-4,Nebraska,16.05m,"52' 8""",Musco Invitational,2015-05-02,SP,W
34,"Burrell, Jasmine",SR-4,San Diego St.,16.05m,"52' 8""",Mountain West Outdoor Track & Field Championships,2015-05-13,SP,W
36,"Porlier-Langlois, Alex",JR-3,Hawaii,16.04m,"52' 7.5""",Trojan Invitational,2015-03-20,SP,W
37,"Garrett, Brea",SR-4,Texas A&M,16.03m,"52' 7.25""",36th Sun Angel Classic,2015-04-09,SP,W
38,"Lange, Julie",SO-2,Texas State,16.02m,"52' 6.75""",Baylor Invitational,2015-04-03,SP,W
39,"Wells, LaPorscha",SO-2,Georgia State,16.00m,"52' 6""",Sun Belt Outdoor Track and Field Championships,2015-05-08,SP,W
39,"Marfo, Obeng",FR-1,Penn State,16.00m,"52' 6""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
41,"Okieme, Tiffany",JR-3,Miami,15.90m,"52' 2""",LSU Invitational,2015-05-02,SP,W
42,"Ishmar, Raqurra",JR-3,FIU,15.89m,"52' 1.75""",Florida Relays,2015-04-02,SP,W
42,"Brown, Adriana",FR-1,Kentucky,15.89m,"52' 1.75""",SEC Championships,2015-05-14,SP,W
44,"Kelly, Talore",JR-3,Texas State,15.83m,"51' 11.25""",Sun Belt Outdoor Track and Field Championships,2015-05-08,SP,W
44,"Giger, Lena",FR-1,Stanford,15.83m,"51' 11.25""",Pac-12 Track & Field Championships,2015-05-15,SP,W
46,"Smith, Kolbi",SR-4,Sacred Heart,15.82m,"51' 11""",NEICAAA Track and Field Outdoor Championship,2015-05-07,SP,W
47,"Bernard, Candicea",SR-4,Alabama,15.81m,"51' 10.5""",Crimson Tide Invitational,2015-03-27,SP,W
48,"Scott, Alexus",JR-3,Southern Illinois,15.76m,"51' 8.5""",Big Blue Classic 2015,2015-04-02,SP,W
48,"Jacobs, Madison",SO-2,Kentucky,15.76m,"51' 8.5""",SEC Championships,2015-05-14,SP,W
50,"Sharp, Tristen",JR-3,Nebraska,15.75m,"51' 8.25""",Musco Invitational,2015-05-02,SP,W
51,"Daniels, Katelyn",FR-1,Michigan State,15.74m,"51' 7.75""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
51,"Polk, Rachel",SR-4,Southern Miss.,15.74m,"51' 7.75""",Conference USA Outdoor Track & Field Championships,2015-05-14,SP,W
53,"Howard, Mackenna",FR-1,UNLV,15.71m,"51' 6.5""",2015 Clyde Littlefield Texas Relays,2015-03-25,SP,W
54,"St.John, Jess",FR-1,Morgan State,15.68m,"51' 5.5""",Florida Relays,2015-04-02,SP,W
54,"Miller, Lamia",SO-2,South Alabama,15.68m,"51' 5.5""",Sun Belt Outdoor Track and Field Championships,2015-05-08,SP,W
56,"Tate, Brianna",JR-3,Appalachian State,15.64m,"51' 3.75""",Sun Belt Outdoor Track and Field Championships,2015-05-08,SP,W
57,"Nlemchi, Tochi",SO-2,SMU,15.63m,"51' 3.5""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
58,"Wheat, Makenzie",SO-2,Bowling Green,15.60m,"51' 2.25""",Mid-American Outdoor Track & Field Championships,2015-05-14,SP,W
59,"Jones, Erinn",SR-4,Sacramento St.,15.57m,"51' 1""",2015 Causeway Classic Dual,2015-05-01,SP,W
59,"Farmer, Erin",SO-2,Arkansas State,15.57m,"51' 1""",Memphis Invitational,2015-05-02,SP,W
61,"Teel, Haley",FR-1,Alabama,15.54m,"51' 0""",LSU Invitational,2015-05-02,SP,W
61,"Famurewa, Beckie",JR-3,Kentucky,15.54m,"51' 0""",SEC Championships,2015-05-14,SP,W
63,"Hammar, Rebecca",SR-4,Stanford,15.52m,"50' 11""",Big Meet: Cal vs. Stanford,2015-04-11,SP,W
64,"Smart, Veronica",SR-4,UC Davis,15.51m,"50' 10.75""",2015 Big West Championships,2015-05-15,SP,W
64,"Woodard, Jessica",FR-1,Oklahoma,15.51m,"50' 10.75""",Big 12 Outdoor Track & Field Championships,2015-05-15,SP,W
66,"Deering, Kayla",FR-1,Michigan,15.50m,"50' 10.25""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
67,"Pasiowitz, Courtney",SO-2,North Dakota State,15.49m,"50' 10""",Cobber Twilight,2015-04-28,SP,W
68,"Johnson, Lakitta",SR-4,Florida State,15.45m,"50' 8.25""",ACC Outdoor Track & Field Championships,2015-05-14,SP,W
69,"Cole, Asia",FR-1,Nebraska,15.41m,"50' 6.75""",2015 Arizona State Pac-12 vs Big 10 Invitational,2015-03-27,SP,W
70,"Morris, Emily",SR-4,Notre Dame,15.40m,"50' 6.25""",Ohio State - Jesse Owens Classic,2015-05-01,SP,W
70,"Lindstrom , Jamie",JR-3,Northern Iowa,15.40m,"50' 6.25""",Wisconsin Open,2015-05-08,SP,W
72,"Gary, Alyssa",JR-3,Ohio State,15.38m,"50' 5.5""",Big Ten Outdoor Track & Field Championships,2015-05-15,SP,W
73,"Whittaker, Alysiah",SO-2,Georgia State,15.35m,"50' 4.5""",Florida Relays,2015-04-02,SP,W
74,"Flint, Gina",FR-1,Washington,15.34m,"50' 4""",Pepsi Team Invitational,2015-04-11,SP,W
75,"Hicks, Kiah",SR-4,Colorado St.,15.32m,"50' 3.25""",Mountain West Outdoor Track & Field Championships,2015-05-13,SP,W
76,"Novy, Tera",JR-3,USC,15.31m,"50' 2.75""",Pac-12 Track & Field Championships,2015-05-15,SP,W
77,"Walker, Whitney",JR-3,Indiana State,15.28m,"50' 1.75""",Pacesetter Sports Invitational,2015-05-02,SP,W
77,"Frazier, Jermisha",JR-3,SE Louisiana,15.28m,"50' 1.75""",Southland Conference Championship,2015-05-08,SP,W
77,"Allgood, Avione",JR-3,Oklahoma,15.28m,"50' 1.75""",2015 Clyde Littlefield Texas Relays,2015-03-25,SP,W
77,"Keller, Morgan",SO-2,Illinois State,15.28m,"50' 1.75""",2015 MVC Outdoor Track and Field Championships,2015-05-15,SP,W
77,"Chin, Rayann",SR-4,SMU,15.28m,"50' 1.75""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
82,"Cumings, Mychelle",JR-3,Liberty,15.27m,"50' 1.25""",Duke Invitational,2015-04-10,SP,W
82,"Potts, Taylor",SO-2,Tulane,15.27m,"50' 1.25""",LSU Battle on the Bayou,2015-04-04,SP,W
84,"Echikunwoke, Annette",FR-1,Cincinnati,15.26m,"50' 0.75""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
84,"Carson, Hannah",JR-3,Texas Tech,15.26m,"50' 0.75""",Bryan Clay Invitational,2015-04-17,SP,W
86,"Jackson, Keona",SR-4,Northwestern St.,15.25m,"50' 0.5""",Northwestern State Invitational,2015-04-25,SP,W
86,"Ogunleye, Precious",JR-3,Miami,15.25m,"50' 0.5""",ACC Outdoor Track & Field Championships,2015-05-14,SP,W
88,"Waldner, Danielle",SO-2,South Dakota,15.24m,"50' 0""",Howard Wood Dakota Relays,2015-05-01,SP,W
89,"Brandhoff, Vivian",JR-3,Memphis,15.21m,"49' 11""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
90,"Nnadi, Sophia",JR-3,Bucknell,15.20m,"49' 10.5""",Patriot League Outdoor Track & Field Championships,2015-05-01,SP,W
91,"Linnear, A'Nease",SO-2,Houston,15.14m,"49' 8.25""",The American Outdoor Track & Field Championships,2015-05-14,SP,W
92,"Szykowny, Alison",SR-4,Loyola (Ill.),15.13m,"49' 7.75""",2015 MVC Outdoor Track and Field Championships,2015-05-15,SP,W
93,"Weber, Ashley",SO-2,Arizona State,15.12m,"49' 7.25""",36th Sun Angel Classic,2015-04-09,SP,W
94,"Wertman, Cassie",JR-3,Tennessee,15.10m,"49' 6.5""",Alabama Relays,2015-03-19,SP,W
95,"Hanks, Kristine",SO-2,Sam Houston St.,15.08m,"49' 5.75""",Southland Conference Championship,2015-05-08,SP,W
96,"Counts, Mariah",SR-4,Cal St. Northridge,15.06m,"49' 5""",2015 Big West Championships,2015-05-15,SP,W
97,"Brown, Briyah",FR-1,Army,15.05m,"49' 4.5""",Patriot League Outdoor Track & Field Championships,2015-05-01,SP,W
98,"Sisk, Sarah",SR-4,Col. of Charleston,15.04m,"49' 4.25""",CAA Outdoor Track and Field Championships,2015-05-01,SP,W
99,"Sapa, Tanya",SO-2,USC,15.02m,"49' 3.5""",UCLA vs. USC,2015-05-03,SP,W
100,"Pratt, Tonia",SR-4,Murray State,15.01m,"49' 3""",ASU Red Wolf Open,2015-04-24,SP,W
1,"Saunders, Raven",JR-3,Ole Miss,18.51m,"60' 8.75""",Ole Miss/ Joe Walker Invitational,2017-03-24,SP,W
2,"Thomas, Danniel",SR-4,Kent State,18.49m,"60' 8""",Ashland Alumni Open,2017-04-28,SP,W
3,"Woodard, Jessica",JR-3,Oklahoma,18.36m,"60' 3""",Big 12 Outdoor Track & Field Championships,2017-05-12,SP,W
4,"Farmer, Erin",SR-4,Arkansas State,18.11m,"59' 5""",ASU Red Wolf Open,2017-04-21,SP,W
5,"Henderson, Emmonnie",SR-4,Louisville,17.98m,"59' 0""",2017 Louisville Invitational,2017-04-14,SP,W
6,"Stewart, Janeah",JR-3,Ole Miss,17.86m,"58' 7.25""",Tennessee Relays,2017-04-06,SP,W
7,"Ewen, Maggie",JR-3,Arizona State,17.57m,"57' 7.75""",2017 Triton Invitational,2017-04-21,SP,W
8,"Wertman, Cassie",SR-4,Tennessee,17.43m,"57' 2.25""",Florida Relays,2017-03-30,SP,W
9,"Waldner, Danielle",SR-4,South Dakota,17.36m,"56' 11.5""",The Summit League Outdoor Track & Field Championships,2017-05-11,SP,W
10,"Hicks, Cion",SR-4,Baylor,17.33m,"56' 10.25""",Big 12 Outdoor Track & Field Championships,2017-05-12,SP,W
11,"Grange, Gleneve",JR-3,Florida State,17.29m,"56' 8.75""",ACC Outdoor Track & Field Championships,2017-05-12,SP,W
12,"Mann, Brittany",SR-4,USC,17.28m,"56' 8.5""",39th Annual Aztec Invitational,2017-03-24,SP,W
13,"Cameron, Lloydricia",JR-3,Florida,17.14m,"56' 3""",UF Tom Jones Memorial,2017-04-28,SP,W
13,"Pete, Aaliyah",SR-4,Colorado St.,17.14m,"56' 3""",Mt. SAC Relays,2017-04-13,SP,W
15,"Teel, Haley",JR-3,Alabama,17.08m,"56' 0.5""",SEC Relays,2017-04-28,SP,W
16,"Howard, Sarah",SR-4,North Carolina,17.04m,"55' 11""",Tennessee Relays,2017-04-06,SP,W
17,"Strickler, Amelia",SR-4,Miami (Ohio),16.94m,"55' 7""",Mid-American Outdoor Track & Field Championships,2017-05-11,SP,W
18,"Sapa, Tanya",SR-4,USC,16.86m,"55' 3.75""",39th Annual Aztec Invitational,2017-03-24,SP,W
19,"Whittaker, Alysiah",SR-4,Georgia State,16.83m,"55' 2.75""",Sun Belt Outdoor Track and Field Championships,2017-05-12,SP,W
20,"Giger, Lena",JR-3,Stanford,16.80m,"55' 1.5""",The Big Meet,2017-04-08,SP,W
21,"Echikunwoke, Annette",JR-3,Cincinnati,16.79m,"55' 1""",All Ohio Champs,2017-04-15,SP,W
22,"Owers, Torie",SR-4,UCLA,16.74m,"54' 11.25""",USC vs. UCLA,2017-04-29,SP,W
23,"Blake, Ashlie",SO-2,UCLA,16.73m,"54' 10.75""",USC vs. UCLA,2017-04-29,SP,W
24,"Olatoye, Sade",SO-2,Ohio State,16.69m,"54' 9.25""",Big Ten Outdoor Championships,2017-05-12,SP,W
25,"Bruckner, Elena",FR-1,Texas,16.67m,"54' 8.25""",Longhorn Invitational,2017-04-28,SP,W
26,"Lange, Julie",SR-4,Texas State,16.66m,"54' 8""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,SP,W
27,"Sabin, Kiley",SO-2,Minnesota,16.65m,"54' 7.5""",Big Ten Outdoor Championships,2017-05-12,SP,W
28,"Oladipo, Divine",FR-1,Connecticut,16.64m,"54' 7.25""",2017 Larry Ellis Invitational,2017-04-21,SP,W
28,"Dawson, Khayla",FR-1,Indiana,16.64m,"54' 7.25""",2017 Louisville Invitational,2017-04-14,SP,W
30,"Scarvelis, Stamatia",SO-2,Tennessee,16.56m,"54' 4""",SEC Relays,2017-04-28,SP,W
31,"Tupper, Toni",SO-2,Nebraska,16.45m,"53' 11.75""",John Jacobs Invitational,2017-04-21,SP,W
31,"Okwelogu, Nikki",SR-4,Harvard,16.45m,"53' 11.75""",Ivy League Outdoor Track & Field Championships,2017-05-06,SP,W
33,"Marfo, Obeng",JR-3,Penn State,16.43m,"53' 11""",Big Ten Outdoor Championships,2017-05-12,SP,W
34,"Daniels, Katelyn",JR-3,Michigan State,16.40m,"53' 9.75""",Raleigh Relays,2017-03-24,SP,W
35,"Dunbar, Nickolette",FR-1,LSU,16.35m,"53' 7.75""",SEC Relays,2017-04-28,SP,W
36,"Davis, Ashley",FR-1,SE Louisiana,16.33m,"53' 7""",Ole Miss Classic,2017-05-06,SP,W
37,"Robinson, Alyssa",SR-4,Penn State,16.30m,"53' 5.75""",Pac-12 vs Big-10 Invitational,2017-03-24,SP,W
