,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
87,"Campbell, John",SO-2,Navy,61.50m,"201' 9""",Patriot League Outdoor Track & Field Championships,2016-05-06,HT,M
88,"Franklin, Jeremy",SO-2,UC Santa Barbara,61.36m,"201' 4""",Big West Outdoor Track & Field Championships,2016-05-13,HT,M
89,"Zapalac, Alan",SO-2,Texas,61.18m,"200' 9""",Texas State Bobcat Classic,2016-04-29,HT,M
89,"Nguyen, Charles",JR-3,Oklahoma,61.18m,"200' 9""",UT Arlington Bobby Lane Invitational,2016-03-26,HT,M
91,"Servino, Thomas",SR-4,Troy,61.16m,"200' 8""",Alabama Relays,2016-03-17,HT,M
92,"Sharp, Zach",SR-4,Montana State,61.15m,"200' 7""",Montana Open,2016-04-29,HT,M
93,"Norman, Riley",SO-2,Michigan State,61.04m,"200' 3""","50th Annual Hillsdale College ""GINA"" Relays",2016-04-28,HT,M
94,"Andretta, Troy",JR-3,Monmouth,61.03m,"200' 3""",IC4A/ECAC Outdoor Track and Field Championships,2016-05-13,HT,M
95,"Minor, Ryan",SR-4,Coastal Carolina,60.85m,"199' 8""",Battle of the Beaches XI,2016-03-05,HT,M
96,"Berghuis, Brandt",SR-4,North Dakota State,60.84m,"199' 7""",Summit League Outdoor T&F Championships,2016-05-12,HT,M
97,"Renner, Alex",JR-3,North Dakota State,60.81m,"199' 6""",2016 Husker Spring Invitational,2016-04-09,HT,M
98,"Baldwin, Spencer",SR-4,Air Force,60.78m,"199' 5""",Mountain West Championships,2016-05-11,HT,M
99,"Block, Greg",SR-4,SIU-Edwardsville,60.71m,"199' 2""",SIUe Gateway Invite,2016-04-16,HT,M
100,"Chowning, Dyrek",JR-3,Indiana,60.63m,"198' 11""",2016 Indiana - Purdue Duals,2016-04-23,HT,M
1,"Dudarev, Gleb",FR-1,Kansas,74.20m,"243' 5""",Big 12 Outdoor Track & Field Championships,2017-05-12,HT,M
2,"Winkler, Rudy",SR-4,Cornell,72.30m,"237' 2""",Big Red Outdoor Invitational 2017,2017-04-30,HT,M
3,"Poursanidis, Alex",SR-4,Georgia,71.88m,"235' 10""",Virginia Challenge,2017-04-21,HT,M
4,"Young, Alexander",SR-4,SE Louisiana,71.77m,"235' 5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HT,M
5,"Comenentia, Denzel",SO-2,Georgia,71.40m,"234' 3""",SEC Outdoor Track & Field Championships,2017-05-11,HT,M
6,"Ellis, Joseph",SO-2,Michigan,70.98m,"232' 10""",Big Ten Outdoor Championships,2017-05-12,HT,M
7,"Hakansson, Elias",SR-4,Alabama,70.64m,"231' 9""",Florida Relays,2017-03-30,HT,M
8,"McGuigan, Dempsey",SR-4,Ole Miss,70.55m,"231' 5""",Mt. SAC Relays,2017-04-13,HT,M
9,"Jackson, Johnnie",SR-4,LSU,70.47m,"231' 2""",Mt. SAC Relays,2017-04-13,HT,M
10,"Orn Jonsson, Hilmar",SO-2,Virginia,70.31m,"230' 8""",Virginia Challenge,2017-04-21,HT,M
11,"Keenan, Adam",SR-4,Northern Arizona,70.18m,"230' 3""",2017 Big Sky Outdoor Track & Field Championships,2017-05-10,HT,M
12,"Kelly, Adam",SO-2,Princeton,68.96m,"226' 3""",Ivy League Outdoor Track & Field Championships,2017-05-06,HT,M
13,"Eager, Brock",SO-2,Washington St.,68.66m,"225' 3""",Cougar Invitational,2017-04-29,HT,M
14,"Veselinovic, Stevan",SO-2,Charlotte,68.22m,"223' 10""",Florida Relays,2017-03-30,HT,M
15,"Brown , Cameron",SR-4,Tennessee,68.18m,"223' 8""",SEC Relays,2017-04-28,HT,M
16,"Ionata, Charlie",SR-4,Wake Forest,68.02m,"223' 2""",Virginia Challenge,2017-04-21,HT,M
17,"Shigo, Morgan",SO-2,Penn State,67.94m,"222' 11""",Big Ten Outdoor Championships,2017-05-12,HT,M
18,"Percy, Nicholas",JR-3,Nebraska,67.72m,"222' 2""",Tom Botts Invitational,2017-04-14,HT,M
19,"Riddle, Austin",JR-3,Rice,67.69m,"222' 1""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,HT,M
20,"Young, Jordan",SR-4,Virginia,67.65m,"221' 11""",ACC Outdoor Track & Field Championships,2017-05-12,HT,M
21,"Gallop, Clarence",SR-4,South Carolina,67.35m,"220' 11""",Penn Relays,2017-04-27,HT,M
22,"Ravar Ladislau, Cristian",JR-3,Arkansas State,67.33m,"220' 11""",Sun Belt Outdoor Track and Field Championships,2017-05-12,HT,M
22,"Haugh, Daniel",SO-2,Alabama,67.33m,"220' 11""",Crimson Tide Invitational,2017-04-07,HT,M
24,"Long, Kyle",SR-4,Arizona State,67.27m,"220' 8""",Duel In The Desert- ASU vs Arizona,2017-04-28,HT,M
25,"Litzell, Love",JR-3,Manhattan,67.14m,"220' 3""",2017 Larry Ellis Invitational,2017-04-21,HT,M
26,"Marlow, Robert",SR-4,Long Beach St.,66.94m,"219' 7""",Trojan Invitational,2017-03-17,HT,M
27,"Mangum, Carlos",SR-4,Miami,66.87m,"219' 5""",Miami Hurricane Alumni Invitational,2017-04-07,HT,M
28,"Painter, Michael",JR-3,Stanford,66.84m,"219' 3""",The Big Meet,2017-04-08,HT,M
29,"Budde, Riley",JR-3,Wisconsin,66.79m,"219' 1""",Wisconsin Alumni Classic,2017-05-05,HT,M
30,"Davis, Josh",JR-3,North Carolina St.,66.68m,"218' 9""",Florida Relays,2017-03-30,HT,M
31,"Stroh, Steffan",JR-3,North Dakota State,66.32m,"217' 7""",NDSU Tune Up,2017-05-05,HT,M
32,"Whitener, Seth",SO-2,Tennessee,66.26m,"217' 5""",SEC Relays,2017-04-28,HT,M
33,"Hubbard, James",SR-4,Long Beach St.,66.23m,"217' 3""",Big West Challenge,2017-04-07,HT,M
34,"Jagers, Reginald",SR-4,Kent State,66.22m,"217' 3""",Mid-American Outdoor Track & Field Championships,2017-05-11,HT,M
35,"Shivers, Anthony",SR-4,Notre Dame,66.21m,"217' 3""",Michael Johnson Invitational,2017-04-22,HT,M
36,"McFarland, AJ",SO-2,Florida,66.09m,"216' 10""",UF Tom Jones Memorial,2017-04-28,HT,M
37,"Blahnik, Zach",SR-4,South Alabama,65.92m,"216' 3""",Sun Belt Outdoor Track and Field Championships,2017-05-12,HT,M
38,"Nguyen, Charles",SR-4,Oklahoma,65.67m,"215' 5""",Big 12 Outdoor Track & Field Championships,2017-05-12,HT,M
39,"Renner, Alex",SR-4,North Dakota State,65.47m,"214' 9""",The Summit League Outdoor Track & Field Championships,2017-05-11,HT,M
40,"Dixon, Mitch",JR-3,Kansas State,65.42m,"214' 7""",Texas Invitational,2017-04-14,HT,M
41,"Targgart, Logan",FR-1,Central Michigan,65.15m,"213' 9""",2017 Jesse Owens University Classic,2017-04-21,HT,M
42,"Cartwright, Grant",JR-3,Michigan,65.10m,"213' 7""",Big Ten Outdoor Championships,2017-05-12,HT,M
43,"Prodanas, Alexios",FR-1,UMBC,65.04m,"213' 5""",2017 Larry Ellis Invitational,2017-04-21,HT,M
44,"Eriksson, Anders",SO-2,Florida,65.02m,"213' 4""",SEC Outdoor Track & Field Championships,2017-05-11,HT,M
45,"Smith, Kyle",SR-4,Kansas State,64.74m,"212' 5""",Texas Invitational,2017-04-14,HT,M
46,"Grunder, Brady",SR-4,Kansas State,64.55m,"211' 9""",Texas Invitational,2017-04-14,HT,M
47,"McGuigan, Fellan",SO-2,TCU,64.47m,"211' 6""",2017 Horned Frog Invitational,2017-04-15,HT,M
48,"Seawright, Matt",SR-4,UC Irvine,64.29m,"210' 11""",2017 Big West Track & Field Championships,2017-05-12,HT,M
48,"Koncos, Karol",SO-2,UTEP,64.29m,"210' 11""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,HT,M
50,"Bocancea, Silviu",SO-2,UC Riverside,64.27m,"210' 10""",Mt. SAC Relays,2017-04-13,HT,M
51,"Ferretti, Gian",JR-3,Minnesota,64.12m,"210' 4""",38th Sun Angel Classic,2017-04-06,HT,M
52,"Cline, David",JR-3,Kentucky,63.87m,"209' 6""",SEC Outdoor Track & Field Championships,2017-05-11,HT,M
53,"Cook, Austin",JR-3,Texas A&M,63.82m,"209' 4""",SEC Outdoor Track & Field Championships,2017-05-11,HT,M
54,"Russell, Owen",SO-2,Brown,63.57m,"208' 7""",Ivy League Outdoor Track & Field Championships,2017-05-06,HT,M
55,"Prena, Cullen",JR-3,Oregon,63.54m,"208' 5""",Oregon Twilight,2017-05-05,HT,M
56,"Lucas, David",SO-2,Penn State,63.44m,"208' 2""",Big Ten Outdoor Championships,2017-05-12,HT,M
57,"Miller, Andrew",JR-3,Indiana,63.43m,"208' 1""",Pac-12 vs Big-10 Invitational,2017-03-24,HT,M
58,"Hernandez, Joshua",FR-1,Sam Houston St.,63.35m,"207' 10""",Southland Conference Outdoor Championship,2017-05-12,HT,M
59,"Troutman, Trevor",SR-4,Louisville,63.14m,"207' 2""",Lenny Lyles-Clark Wood Invitational,2017-04-28,HT,M
60,"Schwarzkopf, Conrad",SR-4,North Dakota State,62.88m,"206' 3""",NDSU Tune Up,2017-05-05,HT,M
61,"Perez, Victor",SR-4,UTSA,62.87m,"206' 3""",UTSA Invitational,2017-03-17,HT,M
62,"Larsson, Alex",JR-3,Georgia,62.84m,"206' 2""",Virginia Challenge,2017-04-21,HT,M
63,"Cooper, Mitchell",SR-4,Kansas,62.83m,"206' 2""",Big 12 Outdoor Track & Field Championships,2017-05-12,HT,M
64,"Decesaris, Kory",JR-3,Penn State,62.75m,"205' 10""",Big Ten Outdoor Championships,2017-05-12,HT,M
65,"Kintyhtt, Trevor",SR-4,DePaul,62.61m,"205' 5""",BIG EAST Outdoor Track & Field Championships,2017-05-12,HT,M
66,"Pickett, Travis",SR-4,Washington St.,62.53m,"205' 2""",Cougar Invitational,2017-04-29,HT,M
67,"Ryan, Sean",JR-3,Penn,62.41m,"204' 9""",Ivy League Outdoor Track & Field Championships,2017-05-06,HT,M
68,"Bryer, Logan",JR-3,Kentucky,62.26m,"204' 3""",Baldy Castillo Invitational,2017-03-17,HT,M
69,"Fleming, Grayson",SO-2,Arizona,62.19m,"204' 0""",2017 Horned Frog Invitational,2017-04-15,HT,M
69,"Walski, Brad",SR-4,Northern Iowa,62.19m,"204' 0""",Wisconsin Alumni Classic,2017-05-05,HT,M
69,"Banagis, Dylan",SR-4,Central Michigan,62.19m,"204' 0""",Penn Relays,2017-04-27,HT,M
72,"Wilson, Timothy",JR-3,Monmouth,62.03m,"203' 6""",Lehigh Games 2017,2017-04-29,HT,M
73,"Jones, Anthony",SR-4,Eastern Michigan,62.00m,"203' 5""",Mid-American Outdoor Track & Field Championships,2017-05-11,HT,M
74,"Ugwunze, Uche",JR-3,Rice,61.90m,"203' 1""",Texas Invitational,2017-04-14,HT,M
75,"Minor, Colin",JR-3,Dartmouth,61.88m,"203' 0""",NEICAAA Outdoor Track & Field Championships,2017-05-12,HT,M
76,"Johnson, Kyle",SR-4,Wake Forest,61.85m,"202' 11""",Virginia Challenge,2017-04-21,HT,M
77,"Sullins, Erich",SO-2,Arkansas,61.82m,"202' 10""",Arkansas Twilight,2017-05-05,HT,M
77,"Gorwin, Trevor",JR-3,Cal St. Fullerton,61.82m,"202' 10""",Mt. SAC Relays,2017-04-13,HT,M
79,"Zajac, Matthew",JR-3,Tennessee,61.51m,"201' 10""",Tennessee Challenge,2017-05-06,HT,M
80,"Leach, Stephen",SR-4,UC Santa Barbara,61.38m,"201' 4""",Highlander Challenge,2017-04-22,HT,M
81,"Stafford, Justin",SO-2,UCLA,61.31m,"201' 2""",USC vs. UCLA,2017-04-29,HT,M
82,"Conway, Kevin",SR-4,Ole Miss,61.29m,"201' 1""",Mt. SAC Relays,2017-04-13,HT,M
83,"McBride , Jacob",JR-3,North Dakota State,61.14m,"200' 7""",The Summit League Outdoor Track & Field Championships,2017-05-11,HT,M
84,"Tirado, Brandon",SO-2,Florida State,61.11m,"200' 6""",ACC Outdoor Track & Field Championships,2017-05-12,HT,M
85,"Zapalac, Alan",JR-3,Texas,61.05m,"200' 3""",Michael Johnson Invitational,2017-04-22,HT,M
86,"Fenchel, Ethan",SO-2,South Dakota,60.89m,"199' 9""",USD SDSU Dual,2017-04-08,HT,M
86,"Bohanan, Ahren",SR-4,Missouri,60.89m,"199' 9""",Central Methodist Open,2017-03-18,HT,M
88,"Root, Calvin",JR-3,Montana State,60.87m,"199' 8""",Montana Open,2017-04-27,HT,M
89,"Brennan, Tim",SR-4,Dartmouth,60.80m,"199' 6""",NEICAAA Outdoor Track & Field Championships,2017-05-12,HT,M
89,"Bender, Colton",JR-3,South Dakota St.,60.80m,"199' 6""",The Summit League Outdoor Track & Field Championships,2017-05-11,HT,M
91,"Ingram, Isaac",SR-4,Southern Illinois,60.74m,"199' 3""",2017 MVC Outdoor Track and Field Championships,2017-05-12,HT,M
92,"Campbell, John",JR-3,Navy,60.70m,"199' 2""",Patriot League Outdoor Track & Field Championships,2017-05-05,HT,M
93,"Thompson, Cameron",FR-1,Connecticut,60.67m,"199' 0""",Penn Relays,2017-04-27,HT,M
94,"Newman, Tristen",JR-3,Stanford,60.65m,"199' 0""",Stanford Cardinal Classic,2017-04-21,HT,M
95,"Kunza, Patrick",FR-1,Missouri,60.37m,"198' 1""",Tom Botts Invitational,2017-04-14,HT,M
96,"Thompson, Damon",SR-4,Houston,60.36m,"198' 0""",Beach Invitational,2017-04-14,HT,M
97,"Unland, Damon",JR-3,Wyoming,60.35m,"198' 0""",Pacific Beach Intercollegiate,2017-04-13,HT,M
98,"Hyc, Micheal",JR-3,Illinois,60.23m,"197' 7""",Illinois Twilight,2017-04-22,HT,M
99,"Wedig, Tucker",FR-1,Wisconsin,59.98m,"196' 9""",UW-Whitewater Drake Alternative Meet,2017-04-29,HT,M
100,"Dziedzic, Matsen",JR-3,Illinois,59.97m,"196' 9""",Illinois Twilight,2017-04-22,HT,M
1,"McCullough, Conor",SR-4,USC,75.88m,"248' 11""",UCLA vs. USC,2015-05-03,HT,M
2,"Lihrman, Michael",SR-4,Wisconsin,75.29m,"247' 0""",Wisconsin Open,2015-05-08,HT,M
3,"Enekwechi, Chukwuebuka",JR-3,Purdue,72.77m,"238' 9""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
4,"Tayala, Matthias",SR-4,Kent State,71.20m,"233' 7""",Mid-American Outdoor Track & Field Championships,2015-05-14,HT,M
5,"Poursanidis, Alex",SO-2,Georgia,70.08m,"229' 11""",Florida Relays,2015-04-02,HT,M
6,"Skipper, Greg",JR-3,Oregon,70.03m,"229' 9""",Oregon Relays,2015-04-16,HT,M
7,"Frechou, Renaldo",JR-3,South Alabama,69.67m,"228' 7""",Sun Belt Outdoor Track and Field Championships,2015-05-08,HT,M
8,"Ferretti, Gian",SO-2,Minnesota,69.65m,"228' 6""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
9,"Young, Jordan",SO-2,Virginia,69.53m,"228' 1""",Virginia Challenge,2015-04-17,HT,M
10,"Fraker, Davis",SR-4,Illinois,68.41m,"224' 5""",Musco Invitational,2015-05-02,HT,M
11,"Kruzliak, Tomas",JR-3,Virginia Tech,68.27m,"224' 0""",ACC Outdoor Track & Field Championships,2015-05-14,HT,M
12,"Litzell, Love",SO-2,Manhattan,68.01m,"223' 1""",Larry Ellis (College),2015-04-17,HT,M
13,"Strawn, Kyle",SR-4,Florida,67.79m,"222' 5""",2015 Clyde Littlefield Texas Relays,2015-03-25,HT,M
14,"Kinchen, Jonathan",SR-4,SE Louisiana,67.72m,"222' 2""",Southland Conference Championship,2015-05-08,HT,M
15,"Wideman, Curtis",SR-4,Southern Illinois,67.38m,"221' 1""",Mt. SAC Relays,2015-04-16,HT,M
16,"Victor, Justin",SR-4,UL-Lafayette,66.95m,"219' 8""",McNeese Cowboy Relays,2015-03-14,HT,M
17,"McGuigan, Dempsey",SO-2,Mississippi,66.90m,"219' 6""",SEC Championships,2015-05-14,HT,M
18,"Faldermeyer, Alec",SR-4,UCLA,66.54m,"218' 4""",UCLA vs. USC,2015-05-03,HT,M
19,"Winkler, Rudy",FR-1,Cornell,66.51m,"218' 2""",Big Red Invitational 2015,2015-04-26,HT,M
20,"Arakawa, Jordan",SR-4,Eastern Washington,66.47m,"218' 1""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,HT,M
21,"Gjokaj, Vinny",SO-2,Michigan State,66.29m,"217' 6""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
22,"Lohman, Will",SR-4,Nebraska,65.89m,"216' 2""",Husker Spring Invitational,2015-04-11,HT,M
23,"Erickson, Scott",SR-4,Wisconsin,65.88m,"216' 2""",Wisconsin Open,2015-05-08,HT,M
24,"Cashner, Colin",SR-4,Detroit,65.84m,"216' 0""",2015 Penn Relays,2015-04-23,HT,M
25,"Larsson, Alex",SO-2,Georgia,65.67m,"215' 5""",Georgia Invitational,2015-05-09,HT,M
26,"Hicks, AJ",JR-3,North Carolina,65.45m,"214' 9""",ACC Outdoor Track & Field Championships,2015-05-14,HT,M
27,"Cook, Austin",SO-2,Texas A&M,64.76m,"212' 6""",TCU Horned Frog Invite,2015-05-02,HT,M
28,"Kizirian, Alex",SR-4,Colorado,64.71m,"212' 4""",Jack Christiansen Invitational,2015-04-24,HT,M
29,"Walderzak, Cole",JR-3,Central Michigan,64.67m,"212' 2""",Mid-American Outdoor Track & Field Championships,2015-05-14,HT,M
30,"Gallop, Clarence",SO-2,South Carolina,64.66m,"212' 2""",SEC Championships,2015-05-14,HT,M
30,"Young, Alexander",JR-3,SE Louisiana,64.66m,"212' 2""",Southland Conference Championship,2015-05-08,HT,M
32,"Esparza, Scott",SR-4,California,64.55m,"211' 9""",Brutus Hamilton Challenge,2015-04-25,HT,M
33,"Ferriter, Sean",SR-4,Montana State,64.51m,"211' 8""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,HT,M
34,"Tuttle, Jeremy",SR-4,LSU,64.40m,"211' 3""",SEC Championships,2015-05-14,HT,M
35,"Cottrell, Weston",JR-3,Wichita State,64.26m,"210' 10""",2015 MVC Outdoor Track and Field Championships,2015-05-15,HT,M
35,"Loe, Nathan",SR-4,Mississippi,64.26m,"210' 10""",SEC Championships,2015-05-14,HT,M
37,"Ionata, Charlie",SO-2,Wake Forest,64.14m,"210' 5""",Georgia Invitational,2015-05-09,HT,M
37,"Velez, Joseph",JR-3,Rutgers,64.14m,"210' 5""",Larry Ellis (College),2015-04-17,HT,M
39,"Miller, Andrew",FR-1,Indiana,64.13m,"210' 5""",2015 Arizona State Pac-12 vs Big 10 Invitational,2015-03-27,HT,M
40,"Sineus, Markindey",JR-3,Florida State,64.08m,"210' 3""",ACC Outdoor Track & Field Championships,2015-05-14,HT,M
41,"Sauer, Bradley",JR-3,Southern Illinois,63.92m,"209' 8""",2015 MVC Outdoor Track and Field Championships,2015-05-15,HT,M
42,"Waterfield, Brian",JR-3,William and Mary,63.81m,"209' 4""",2015 Penn Relays,2015-04-23,HT,M
43,"Schultz, Tyler",JR-3,Colorado St.,63.80m,"209' 4""",Cowpoke Open,2015-05-01,HT,M
44,"Hughes, Albert",SR-4,UC Santa Barbara,63.78m,"209' 3""",UCR Spring Classic Invitational,2015-03-26,HT,M
45,"Mangum, Carlos",SO-2,Miami,63.50m,"208' 4""",Florida State Relays,2015-03-27,HT,M
46,"Arneson, Skylar",JR-3,Wichita State,63.41m,"208' 0""",2015 MVC Outdoor Track and Field Championships,2015-05-15,HT,M
47,"Percy, Nicholas",FR-1,Nebraska,63.31m,"207' 8""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
48,"Zedella, Aaron",SO-2,Ohio State,63.07m,"206' 11""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
49,"Weldon, Kole",SR-4,Texas Tech,63.05m,"206' 10""",Big 12 Outdoor Track & Field Championships,2015-05-15,HT,M
50,"Baker , Justin",JR-3,Northern Iowa,63.04m,"206' 10""",2015 MVC Outdoor Track and Field Championships,2015-05-15,HT,M
51,"Vivace, Brad",SR-4,Louisville,63.01m,"206' 9""",ACC Outdoor Track & Field Championships,2015-05-14,HT,M
52,"Collins, David",JR-3,LSU,62.92m,"206' 5""",LSU Alumni Gold,2015-04-18,HT,M
53,"Robison, Kody",SO-2,Long Beach St.,62.82m,"206' 1""",2015 Ben Brown Invitational,2015-03-13,HT,M
54,"Neu , Connor",JR-3,Youngstown St.,62.70m,"205' 8""",Akron Campbell-Wright Invitational,2015-05-08,HT,M
55,"Wells, Andrew",SR-4,Pittsburgh,62.67m,"205' 7""",ACC Outdoor Track & Field Championships,2015-05-14,HT,M
56,"Kostrzewa, Connor",JR-3,Michigan State,62.61m,"205' 5""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
57,"Richardson, Charodd",SR-4,Alabama,62.56m,"205' 3""",Al vs MS Border Clash,2015-04-10,HT,M
58,"Duncan, Brian",SR-4,Missouri,62.51m,"205' 1""",Tom Botts Invitational,2015-05-01,HT,M
59,"Chowning, Dyrek",SO-2,Indiana,62.39m,"204' 8""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
60,"Koeck, William",SR-4,Marquette,62.27m,"204' 3""",BIG EAST Outdoor Track & Field Championships,2015-05-08,HT,M
61,"Williams, Keith",JR-3,Eastern Michigan,62.24m,"204' 2""",Tennessee Relays,2015-04-09,HT,M
62,"Ackell, Chris",JR-3,Connecticut,62.22m,"204' 2""",Larry Ellis (College),2015-04-17,HT,M
63,"Dickerson, Duncan",SR-4,Rice,62.21m,"204' 1""",Conference USA Outdoor Track & Field Championships,2015-05-14,HT,M
64,"Pocesta, Blerim",JR-3,Manhattan,62.18m,"204' 0""",Larry Ellis (College),2015-04-17,HT,M
65,"Schneeberger, Jake",SR-4,Colorado St.,62.14m,"203' 10""",Mountain West Outdoor Track & Field Championships,2015-05-13,HT,M
66,"Buffone, Thomas",SR-4,Navy,62.13m,"203' 10""",Patriot League Outdoor Track & Field Championships,2015-05-01,HT,M
67,"Gerding, Travis",SR-4,Western Kentucky,61.88m,"203' 0""",Conference USA Outdoor Track & Field Championships,2015-05-14,HT,M
68,"Lillie, Kyle",SR-4,Arizona State,61.86m,"202' 11""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,HT,M
69,"Sedys, Martynas",JR-3,Kennesaw State,61.85m,"202' 11""",Atlantic Sun Outdoor Track & Field Championships,2015-05-15,HT,M
70,"Olsen, Brett",SR-4,SE Louisiana,61.55m,"201' 11""",LSU Battle on the Bayou,2015-04-04,HT,M
71,"Nguyen, Charles",SO-2,Oklahoma,61.50m,"201' 9""",John Jacobs Invitational,2015-04-17,HT,M
72,"Shanahan, Michael",SO-2,New Hampshire,61.48m,"201' 8""",NEICAAA Track and Field Outdoor Championship,2015-05-07,HT,M
73,"Renner, Alex",SO-2,North Dakota State,61.39m,"201' 5""",The Summit League Outdoor Track & Field Championships,2015-05-13,HT,M
74,"Conway, Kevin",JR-3,Mississippi,61.27m,"201' 0""",Al vs MS Border Clash,2015-04-10,HT,M
75,"Banagis, Dylan",SO-2,Central Michigan,61.20m,"200' 9""",Mid-American Outdoor Track & Field Championships,2015-05-14,HT,M
76,"Sealy, Trevor",SR-4,Sam Houston St.,61.03m,"200' 3""",Texas Invitational,2015-04-11,HT,M
76,"Blahnik, Zach",SO-2,South Alabama,61.03m,"200' 3""",Tiger Track Classic 2015,2015-04-03,HT,M
78,"Barber, Justin",SR-4,Minnesota,60.93m,"199' 11""",Wisconsin Open,2015-05-08,HT,M
79,"Cole, Pat",SR-4,Maryland,60.91m,"199' 10""",Kehoe Twilight Meet,2015-05-01,HT,M
80,"Renaud, Jacob",SR-4,New Hampshire,60.89m,"199' 9""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,HT,M
81,"Kotze, Jan-Louw",JR-3,South Alabama,60.88m,"199' 9""",Sun Belt Outdoor Track and Field Championships,2015-05-08,HT,M
82,"Minor, Colin",FR-1,Dartmouth,60.83m,"199' 7""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,HT,M
83,"Berghuis, Brandt",JR-3,North Dakota State,60.82m,"199' 6""",Sacramento State Mondo Mid Major Challenge,2015-04-04,HT,M
83,"Padfield, Nathan",SR-4,Gardner-Webb,60.82m,"199' 6""",High Point VertKlasse,2015-04-03,HT,M
85,"Goldsmith, Taylor",JR-3,Wichita State,60.78m,"199' 5""",2015 ESU Spring Open,2015-03-28,HT,M
86,"Chavez, Richard",SR-4,Arkansas State,60.73m,"199' 3""",37th SDSU Aztec Invitational,2015-03-26,HT,M
87,"Bissell, Jake",SR-4,North Dakota,60.56m,"198' 8""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,HT,M
88,"Westrich, Nils",JR-3,Louisville,60.53m,"198' 7""",ACC-Big Ten Challenge,2015-04-11,HT,M
89,"Decesaris, Kory",FR-1,Penn State,60.48m,"198' 5""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
90,"Anderson, Tyler",JR-3,Wyoming,60.46m,"198' 4""",Colorado Invitational,2015-04-10,HT,M
91,"Davis, Josh",FR-1,North Carolina St.,60.44m,"198' 3""",Duke Twilight,2015-05-06,HT,M
92,"Whitham, Daniel",SR-4,Arizona,60.41m,"198' 2""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,HT,M
93,"Long, Kyle",SO-2,Arizona State,60.39m,"198' 1""",2015 Triton Invitational,2015-04-24,HT,M
94,"Wilmert, Bryan",SR-4,Cal St. Bakersfield,60.22m,"197' 7""",Trojan Invitational,2015-03-20,HT,M
95,"Lybarger, Alex",JR-3,Tulsa,60.13m,"197' 3""",Tulsa Duels 2015,2015-03-20,HT,M
95,"Norman, Riley",FR-1,Michigan State,60.13m,"197' 3""",Big Ten Outdoor Track & Field Championships,2015-05-15,HT,M
97,"Huckaby, Jordan",JR-3,Texas State,59.90m,"196' 6""",Bobcat Classic,2015-04-25,HT,M
98,"Mozia, Stephen",SR-4,Cornell,59.89m,"196' 6""",Ivy League Outdoor Track & Field Championships,2015-05-09,HT,M
99,"Kelley, Henry",SR-4,Iowa State,59.85m,"196' 4""",Big 12 Outdoor Track & Field Championships,2015-05-15,HT,M
100,"Handley, Mahlik",SO-2,Rhode Island,59.72m,"195' 11""",NEICAAA Track and Field Outdoor Championship,2015-05-07,HT,M
1,"Miller, Nick",JR-3,Oklahoma State,74.38m,"244' 0""",Big 12 Outdoor Track and Field Championships,2014-05-16,HT,M
2,"Conaster, Remy",SR-4,USC,72.76m,"238' 8""",USC TroJan Invitational,2014-03-22,HT,M
3,"Tayala, Matthias",JR-3,Kent State,72.11m,"236' 7""",Akron Campbell Wright Open,2014-05-09,HT,M
4,"Hakansson, Elias",SO-2,Alabama,71.38m,"234' 2""",Alabama Relays,2014-03-20,HT,M
5,"Lihrman, Michael",JR-3,Wisconsin,71.10m,"233' 3""",Wisconsin Open,2014-05-10,HT,M
6,"Skipper, Greg",SO-2,Oregon,70.57m,"231' 6""",Pepsi Dual,2014-04-05,HT,M
7,"Kruzliak, Tomas",SO-2,Virginia Tech,68.67m,"225' 3""",Florida Relays,2014-04-03,HT,M
8,"Enekwechi, Chukwuebuka",SO-2,Purdue,68.53m,"224' 10""",2014 Drake Relays presented by Hy-Vee,2014-04-23,HT,M
9,"Young, Jordan",FR-1,Arizona,68.28m,"224' 0""",LSU Alumni Gold,2014-04-19,HT,M
10,"Strawn, Kyle",JR-3,Florida,68.18m,"223' 8""",UF Tom Jones Memorial,2014-04-19,HT,M
11,"Poursanidis, Alex",FR-1,Georgia,67.24m,"220' 7""",Mt. SAC Relays,2014-04-17,HT,M
11,"Stuart, Caleb",SR-4,UC Riverside,67.24m,"220' 7""",UCR Spring Break Invitational,2014-03-27,HT,M
