,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
13,"Bazile, Zack",JR-3,Ohio State,16.21m,"53' 2.25""",Big Ten Outdoor Championships,2017-05-12,3.7,TJ,M
14,"Armstead, Darius",JR-3,Sacramento St.,16.19m,"53' 1.5""",2017 UC Davis - Sac State Causeway Classic,2017-04-21,0.0,TJ,M
15,"Uwaifo, Efe",SR-4,Harvard,16.18m,"53' 1""",Ivy League Outdoor Track & Field Championships,2017-05-06,2.3,TJ,M
15,"Snead, Malik",SO-2,Connecticut,16.18m,"53' 1""",UCONN Northeast Challenge,2017-04-15,1.4,TJ,M
17,"Brown, Clayton",FR-1,Florida,16.17m,"53' 0.75""",2017 Horned Frog Invitational,2017-04-15,2.4,TJ,M
18,"Eze, Emeka",SR-4,Rutgers,16.14m,"52' 11.5""",Penn Relays,2017-04-27,2.1,TJ,M
19,"Culmer, Kaiwan",JR-3,Nebraska,16.12m,"52' 10.75""",Big Ten Outdoor Championships,2017-05-12,2.8,TJ,M
19,"Trigg, Samuel",SR-4,New Mexico,16.12m,"52' 10.75""",Longhorn Invitational,2017-04-28,3.3,TJ,M
21,"Sears, Ventavius",SR-4,Western Kentucky,16.06m,"52' 8.25""",2017 WKU Hilltopper Relays,2017-04-07,1.4,TJ,M
21,"Stevens Jr, Craig",SO-2,Kent State,16.06m,"52' 8.25""",Mid-American Outdoor Track & Field Championships,2017-05-11,2.4,TJ,M
23,"Pullen, Clive",SR-4,Arkansas,16.03m,"52' 7.25""",John McDonnell Invitational,2017-04-21,1.1,TJ,M
24,"Plummer, Bobby",SR-4,Cornell,16.02m,"52' 6.75""",Ivy League Outdoor Track & Field Championships,2017-05-06,3.9,TJ,M
25,"Oluwadara, David",SR-4,Boston U.,15.99m,"52' 5.5""",Patriot League Outdoor Track & Field Championships,2017-05-05,2.3,TJ,M
25,"Nevers, Montel",SO-2,Florida State,15.99m,"52' 5.5""",ACC Outdoor Track & Field Championships,2017-05-12,0.4,TJ,M
27,"Tiller, Michael",SR-4,Bethune-Cookman,15.98m,"52' 5.25""",Miami Hurricane Collegiate Invitational,2017-03-25,2.1,TJ,M
28,"Owens, Rubin",JR-3,Arkansas,15.97m,"52' 4.75""",SEC Outdoor Track & Field Championships,2017-05-11,1.7,TJ,M
29,"Brown, Charles",SO-2,Texas Tech,15.93m,"52' 3.25""",Michael Johnson Invitational,2017-04-22,1.8,TJ,M
30,"James, Antwon",SR-4,Iowa,15.90m,"52' 2""",Big Ten Outdoor Championships,2017-05-12,0.3,TJ,M
31,"Delaunay, Klyvens",SR-4,Alabama,15.87m,"52' 1""",SEC Relays,2017-04-28,4.0,TJ,M
32,"Williams, Bryce",SO-2,Penn State,15.85m,"52' 0""",Penn Relays,2017-04-27,3.1,TJ,M
33,"McDuffie, Jeremy",FR-1,Duke,15.84m,"51' 11.75""",Penn Relays,2017-04-27,2.9,TJ,M
34,"Ohiembor, Michael",SR-4,Akron,15.82m,"51' 11""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,3.0,TJ,M
34,"Phynn, Nick",SR-4,Texas,15.82m,"51' 11""",Longhorn Invitational,2017-04-28,4.0,TJ,M
36,"Burns, Casey",JR-3,Washington,15.81m,"51' 10.5""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,0.1,TJ,M
37,"Strozier, Lasheon",SO-2,N. Carolina A&T,15.80m,"51' 10""",Duke Invitational,2017-04-21,3.3,TJ,M
38,"Katz, Jason",SO-2,Brown,15.79m,"51' 9.75""",2017 Rider Invitational,2017-04-08,2.5,TJ,M
38,"Theyard, Ricky",SR-4,UL-Lafayette,15.79m,"51' 9.75""",Sun Belt Outdoor Track and Field Championships,2017-05-12,1.9,TJ,M
40,"Bethea, Eric",SO-2,Indiana,15.77m,"51' 9""",Pac-12 vs Big-10 Invitational,2017-03-24,0.0,TJ,M
40,"Kerr, Jared",JR-3,Houston,15.77m,"51' 9""",The American Outdoor Track & Field Championships,2017-05-12,2.2,TJ,M
42,"Smallwood, Dominic",JR-3,USC,15.76m,"51' 8.5""",Pac-12 Championships,2017-05-13,2.8,TJ,M
42,"Shaw, Darryl",SO-2,North Carolina,15.76m,"51' 8.5""",ACC Outdoor Track & Field Championships,2017-05-12,0.6,TJ,M
44,"Xandrine-Anderson, Drew",SO-2,UC Davis,15.74m,"51' 7.75""",2017 UC Davis - Sac State Causeway Classic,2017-04-21,0.9,TJ,M
45,"Crump-King, Jordan",SR-4,Albany,15.72m,"51' 7""",2017 UAlbany Spring Classic,2017-04-22,2.9,TJ,M
45,"Okoroike, Basil",SR-4,UC Davis,15.72m,"51' 7""",2017 Big West Track & Field Championships,2017-05-12,0.6,TJ,M
45,"Worrell, Aaron",JR-3,Virginia,15.72m,"51' 7""",Virginia Challenge,2017-04-21,0.8,TJ,M
48,"Amokwandoh, Stefan",SO-2,Princeton,15.71m,"51' 6.5""",Ivy League Outdoor Track & Field Championships,2017-05-06,1.8,TJ,M
48,"Butler, Ashton",SO-2,Florida State,15.71m,"51' 6.5""",ACC Outdoor Track & Field Championships,2017-05-12,0.2,TJ,M
50,"Chikaeze, Alvin",JR-3,Texas State,15.67m,"51' 5""",Sun Belt Outdoor Track and Field Championships,2017-05-12,1.2,TJ,M
50,"O'Bonna, Brian",JR-3,Lamar,15.67m,"51' 5""",Southland Conference Outdoor Championship,2017-05-12,2.8,TJ,M
52,"Lowe, Javier",FR-1,Kansas State,15.64m,"51' 3.75""",Big 12 Outdoor Track & Field Championships,2017-05-12,3.2,TJ,M
53,"Igbokwe, Daniel",FR-1,Columbia,15.63m,"51' 3.5""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,0.3,TJ,M
53,"Smith, Richard",SR-4,UMKC,15.63m,"51' 3.5""",2017 Husker Spring Invitational,2017-04-08,2.1,TJ,M
55,"Jones, Darrel",JR-3,Liberty,15.62m,"51' 3""",Virginia Challenge,2017-04-21,2.6,TJ,M
56,"Applequist, Anthony",JR-3,Cal St. Fullerton,15.61m,"51' 2.75""",Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,2.1,TJ,M
57,"Willis, Devon",SO-2,Albany,15.60m,"51' 2.25""",UCONN Northeast Challenge,2017-04-15,0.3,TJ,M
58,"Landon, Kyle",SR-4,Southern Illinois,15.58m,"51' 1.5""",Kansas Relays,2017-04-19,3.4,TJ,M
59,"Johnson, Thomas",JR-3,UMBC,15.57m,"51' 1""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,3.3,TJ,M
59,"Reynolds, John",JR-3,Air Force,15.57m,"51' 1""",Baldy Castillo Invitational,2017-03-17,0.0,TJ,M
61,"Holt, Jaylon",SR-4,Charlotte,15.56m,"51' 0.75""",Duke Invitational,2017-04-21,1.1,TJ,M
62,"Enkler, John",SR-4,Cornell,15.53m,"50' 11.5""",Ivy League Outdoor Track & Field Championships,2017-05-06,2.3,TJ,M
63,"Griffith, Isaiah",FR-1,Nebraska,15.52m,"50' 11""",John Jacobs Invitational,2017-04-21,3.0,TJ,M
63,"Mauldin, Craig",SR-4,UC Riverside,15.52m,"50' 11""",Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,2.9,TJ,M
65,"Dalton, Markel",SO-2,Charlotte,15.51m,"50' 10.75""",Florida Relays,2017-03-30,1.1,TJ,M
65,"Stephens, Ceaser",SO-2,Northwestern St.,15.51m,"50' 10.75""",Bobby Lane Invitational,2017-03-25,0.7,TJ,M
65,"Lawson, Jalin",SO-2,Gardner-Webb,15.51m,"50' 10.75""",Big South Outdoor Track & Field Championships,2017-05-10,0.0,TJ,M
68,"Fawehinmi, Tobi",SR-4,UT-Arlington,15.50m,"50' 10.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,2.4,TJ,M
69,"Bourreau, Romain",JR-3,Miss State,15.49m,"50' 10""",SEC Relays,2017-04-28,4.0,TJ,M
70,"Nelson, Lebrun",JR-3,UL-Monroe,15.48m,"50' 9.5""",LSU Alumni Gold,2017-04-22,1.8,TJ,M
70,"Seward, DaJuan",SO-2,Ohio State,15.48m,"50' 9.5""",Big Ten Outdoor Championships,2017-05-12,2.1,TJ,M
70,"Sellers, Kaylon",SO-2,UTSA,15.48m,"50' 9.5""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,1.2,TJ,M
73,"Webster, Josh",SR-4,Cal St. Northridge,15.46m,"50' 8.75""",2017 Big West Track & Field Championships,2017-05-12,2.0,TJ,M
73,"Solomon, William",JR-3,Georgia Tech,15.46m,"50' 8.75""",ACC Outdoor Track & Field Championships,2017-05-12,0.6,TJ,M
75,"Ward, Ja'Mari",FR-1,Missouri,15.44m,"50' 8""",John McDonnell Invitational,2017-04-21,1.1,TJ,M
76,"Holmes, Isaiah",FR-1,UCLA,15.43m,"50' 7.5""",USC vs. UCLA,2017-04-29,-2.4,TJ,M
77,"Bellard, Da'Quan",SO-2,LSU,15.42m,"50' 7.25""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,0.8,TJ,M
77,"Walker-Khan, Adam",SR-4,LIU Brooklyn,15.42m,"50' 7.25""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,1.3,TJ,M
79,"Gaines, Deante",SR-4,Idaho State,15.41m,"50' 6.75""",2017 Big Sky Outdoor Track & Field Championships,2017-05-10,2.3,TJ,M
80,"Akindele, Dayo",SO-2,Kennesaw State,15.39m,"50' 6""",Virginia Challenge,2017-04-21,1.6,TJ,M
80,"Charles, Jordan",SR-4,Minnesota,15.39m,"50' 6""",Big Ten Outdoor Championships,2017-05-12,2.9,TJ,M
82,"Donawa, Justin",SO-2,Dartmouth,15.38m,"50' 5.5""",Raleigh Relays,2017-03-24,0.0,TJ,M
83,"Bishop, Raeshawn",JR-3,George Mason,15.37m,"50' 5.25""",IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,2.0,TJ,M
84,"Legarde, Lezyon",SR-4,South Alabama,15.36m,"50' 4.75""",Sun Belt Outdoor Track and Field Championships,2017-05-12,0.4,TJ,M
84,"Muggler, Corey",SR-4,Dartmouth,15.36m,"50' 4.75""",Ivy League Outdoor Track & Field Championships,2017-05-06,3.6,TJ,M
86,"Colvin, Matthew",SR-4,Howard,15.35m,"50' 4.5""",Virginia Grand Prix,2017-04-29,0.4,TJ,M
86,"Felicitas, Kurt",SO-2,Cal St. Northridge,15.35m,"50' 4.5""",Northridge Invitational,2017-03-18,0.3,TJ,M
86,"Guidry, Tylen",SO-2,Lamar,15.35m,"50' 4.5""",Southland Conference Outdoor Championship,2017-05-12,2.7,TJ,M
86,"Maze, Julian",SR-4,SE Louisiana,15.35m,"50' 4.5""",Southland Conference Outdoor Championship,2017-05-12,1.9,TJ,M
90,"Strange, Jah",FR-1,Sacramento St.,15.34m,"50' 4""",2017 Big Sky Outdoor Track & Field Championships,2017-05-10,2.0,TJ,M
91,"Alarcon, Taylor",SR-4,Brown,15.32m,"50' 3.25""",2017 Rider Invitational,2017-04-08,2.0,TJ,M
91,"Wilson, Altany",FR-1,Grambling,15.32m,"50' 3.25""",SWAC Outdoor Championship,2017-05-05,1.0,TJ,M
91,"Wethington, Karsten",JR-3,California,15.32m,"50' 3.25""",The Big Meet,2017-04-08,1.6,TJ,M
91,"Peister, Jake",SO-2,Central Michigan,15.32m,"50' 3.25""",Mid-American Outdoor Track & Field Championships,2017-05-11,2.7,TJ,M
95,"Sturdivant, Omahri",FR-1,Albany,15.31m,"50' 2.75""",UCONN Northeast Challenge,2017-04-15,3.5,TJ,M
95,"Courter, Bryant",FR-1,South Dakota St.,15.31m,"50' 2.75""",The Summit League Outdoor Track & Field Championships,2017-05-11,1.7,TJ,M
97,"Rubalcaba, Mark",SO-2,Auburn,15.30m,"50' 2.5""",Texas Invitational,2017-04-14,1.1,TJ,M
97,"Rowe, Kaleb",JR-3,Louisville,15.30m,"50' 2.5""",Lenny Lyles-Clark Wood Invitational,2017-04-28,1.4,TJ,M
97,"Fantroy, Rickey",FR-1,BYU,15.30m,"50' 2.5""",2017 BYU Cougar Invitational,2017-05-12,4.0,TJ,M
100,"Hicks, Dennis",FR-1,Cal St. Northridge,15.28m,"50' 1.75""",Texas Invitational,2017-04-14,2.0,TJ,M
1,"Triki, Tahar",SO-2,Texas A&M,16.91m,"55' 5.75""",SEC Outdoor Track and Field Championships,2018-05-11,0.6,TJ,M
2,"Newton, Scotty",SR-4,TCU,16.85m,"55' 3.5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.1,TJ,M
3,"Bates, KeAndre",SR-4,Florida,16.69m,"54' 9.25""",National Relay Championships,2018-04-27,1.2,TJ,M
4,"Adams, Barden",SR-4,Kansas,16.59m,"54' 5.25""",National Relay Championships,2018-04-27,1.2,TJ,M
5,"Lewis, Odaine",JR-3,Texas Tech,16.55m,"54' 3.75""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.4,TJ,M
6,"Brown, Clayton",SO-2,Florida,16.50m,"54' 1.75""",National Relay Championships,2018-04-27,2.4,TJ,M
7,"Culmer, Kaiwan",SR-4,Nebraska,16.43m,"53' 11""",Big Ten Championships,2018-05-11,-0.5,TJ,M
7,"Wasome, O'Brien",SO-2,Texas,16.43m,"53' 11""",National Relay Championships,2018-04-27,3.5,TJ,M
9,"Warren, John",JR-3,Southern Miss.,16.41m,"53' 10.25""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,2.5,TJ,M
10,"Lemke, John",SR-4,McNeese State,16.26m,"53' 4.25""",Southland Conference Outdoor Track & Field Championships,2018-05-04,1.0,TJ,M
11,"Wallace, Armani",JR-3,Florida State,16.25m,"53' 3.75""",Bryan Clay Invitational,2018-04-19,1.1,TJ,M
11,"Mapaya, Chengetayi",FR-1,TCU,16.25m,"53' 3.75""",National Relay Championships,2018-04-27,1.9,TJ,M
13,"Oluwadara, David",SR-4,Boston U.,16.21m,"53' 2.25""",Tiger Track Classic 2018,2018-04-13,1.3,TJ,M
14,"Stevens Jr, Craig",JR-3,Kent State,16.19m,"53' 1.5""",Tennessee Relays,2018-04-12,2.8,TJ,M
15,"Bellard, Da'Quan",JR-3,LSU,16.13m,"52' 11""",SEC Outdoor Track and Field Championships,2018-05-11,0.9,TJ,M
16,"Green, Jeremiah",SR-4,Clemson,16.06m,"52' 8.25""",ACC Outdoor Championships,2018-05-10,-0.3,TJ,M
16,"Kaukolahti, Tuomas",JR-3,California,16.06m,"52' 8.25""",2018 Pac-12 Track & Field Championships,2018-05-12,2.9,TJ,M
18,"Brown, Charles",JR-3,Texas Tech,16.05m,"52' 8""",Michael Johnson Invitational,2018-04-21,2.9,TJ,M
19,"O'Bonna, Brian",SR-4,Lamar,16.04m,"52' 7.5""",Southland Conference Outdoor Track & Field Championships,2018-05-04,-2.0,TJ,M
20,"Ennis, Errol",JR-3,South Florida,16.03m,"52' 7.25""",The American Outdoor Track & Field Championships,2018-05-11,1.9,TJ,M
21,"Seward, DaJuan",JR-3,Ohio State,16.00m,"52' 6""",Big Ten Championships,2018-05-11,1.4,TJ,M
21,"Willis, Devon",JR-3,Albany,16.00m,"52' 6""",America East Outdoor Track & Field Championships,2018-05-05,0.8,TJ,M
23,"Nevers, Montel",SR-4,Florida State,15.99m,"52' 5.5""",National Relay Championships,2018-04-27,0.5,TJ,M
24,"Armstead, Darius",SR-4,Sacramento St.,15.97m,"52' 4.75""",Causeway Classic Dual Meet,2018-04-27,1.7,TJ,M
25,"Edwards, Christian",FR-1,Alabama,15.95m,"52' 4""",LSU Invitational,2018-04-28,1.0,TJ,M
26,"Bethea, Eric",JR-3,Indiana,15.90m,"52' 2""",Big Ten Championships,2018-05-11,-0.1,TJ,M
27,"Williams, Bryce",JR-3,Penn State,15.86m,"52' 0.5""",Big Ten Championships,2018-05-11,-0.8,TJ,M
27,"Miller, Christian",SO-2,LSU,15.86m,"52' 0.5""",SEC Outdoor Track and Field Championships,2018-05-11,0.5,TJ,M
27,"Stephens, Ceaser",JR-3,Northwestern St.,15.86m,"52' 0.5""",LSU Alumni Gold,2018-04-21,0.9,TJ,M
30,"Sloan, Eric",SR-4,USC,15.84m,"51' 11.75""",UCLA vs. USC Dual,2018-04-29,0.0,TJ,M
30,"Robinson, Damar",SR-4,Louisville,15.84m,"51' 11.75""",ACC Outdoor Championships,2018-05-10,-0.2,TJ,M
32,"Courter, Bryant",SO-2,South Dakota St.,15.83m,"51' 11.25""",2018 Summit League Championships,2018-05-10,2.6,TJ,M
33,"Jones, Darrel",SR-4,Liberty,15.81m,"51' 10.5""",Virginia Grand Prix,2018-04-28,2.6,TJ,M
33,"Xandrine-Anderson, Drew",JR-3,UC Davis,15.81m,"51' 10.5""",2018 Big West Championships,2018-05-11,1.0,TJ,M
35,"Bryan, Christopher",JR-3,UMKC,15.78m,"51' 9.25""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.6,TJ,M
36,"Owens, Rubin",SR-4,Arkansas,15.77m,"51' 9""",National Relay Championships,2018-04-27,2.4,TJ,M
37,"Mada, Brian",JR-3,DePaul,15.74m,"51' 7.75""",Illinois Twilight,2018-04-14,2.5,TJ,M
38,"Dalton, Markel",JR-3,Charlotte,15.72m,"51' 7""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,-0.3,TJ,M
39,"James, Tristan",JR-3,Oregon,15.71m,"51' 6.5""",Oregon Pepsi Invitational,2018-04-07,2.5,TJ,M
39,"Belardo, Jared",JR-3,Wichita State,15.71m,"51' 6.5""",The American Outdoor Track & Field Championships,2018-05-11,0.0,TJ,M
41,"McGee, Keshun",SO-2,Eastern Washington,15.70m,"51' 6.25""",Big Sky Outdoor Track & Field Championships,2018-05-08,0.5,TJ,M
42,"Valentine, Devin",SR-4,Louisville,15.68m,"51' 5.5""",2018 Louisville Invitational,2018-04-13,0.0,TJ,M
43,"Smith, Preston",SR-4,Georgia Tech,15.67m,"51' 5""",ACC Outdoor Championships,2018-05-10,0.6,TJ,M
43,"Alumbres, CJ",JR-3,UCLA,15.67m,"51' 5""",2018 Pac-12 Track & Field Championships,2018-05-12,1.1,TJ,M
45,"Stephens Jr., Kevin",SR-4,Michigan,15.66m,"51' 4.5""",Big Ten Championships,2018-05-11,-0.8,TJ,M
46,"Glaywulu, Papay",FR-1,Oklahoma,15.65m,"51' 4.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.3,TJ,M
46,"Martin, Chris",SR-4,SE Missouri,15.65m,"51' 4.25""",Mississippi State Bulldog Relays,2018-03-23,2.1,TJ,M
48,"Strange, Jah",SO-2,Sacramento St.,15.64m,"51' 3.75""",Causeway Classic Dual Meet,2018-04-27,1.3,TJ,M
48,"Scott, Jordan",SO-2,Virginia,15.64m,"51' 3.75""",ACC Outdoor Championships,2018-05-10,0.3,TJ,M
50,"Applequist, Anthony",SR-4,Cal St. Fullerton,15.63m,"51' 3.5""",Penn Relays,2018-04-26,1.1,TJ,M
51,"Reynolds, John",SR-4,Air Force,15.60m,"51' 2.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,0.8,TJ,M
51,"Bernard, Idrees",SR-4,UCLA,15.60m,"51' 2.25""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,0.9,TJ,M
53,"Hodebar, Enzo",FR-1,Florida,15.59m,"51' 1.75""",SEC Outdoor Track and Field Championships,2018-05-11,0.1,TJ,M
53,"Seals, Jalen",FR-1,Baylor,15.59m,"51' 1.75""",Michael Johnson Invitational,2018-04-21,3.2,TJ,M
55,"MacArthur, Albert",SO-2,Utah Valley,15.56m,"51' 0.75""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.0,TJ,M
55,"Douglas, Andre",FR-1,UTSA,15.56m,"51' 0.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,-1.4,TJ,M
57,"Russell, Lane",SR-4,Princeton,15.55m,"51' 0.25""",Ivy League Outdoor Track & Field Championships,2018-05-05,-1.1,TJ,M
57,"Ledell, D.J.",FR-1,Clemson,15.55m,"51' 0.25""",ACC Outdoor Championships,2018-05-10,1.2,TJ,M
59,"Smallwood, Dominic",SR-4,USC,15.54m,"51' 0""",UCLA vs. USC Dual,2018-04-29,2.4,TJ,M
59,"Fletcher, Marcellus",SO-2,Southern Illinois,15.54m,"51' 0""",2018 MVC Outdoor Track & Field Championships,2018-05-11,0.9,TJ,M
59,"Bibbs, Travis",JR-3,Arkansas-Pine Bluff,15.54m,"51' 0""",SWAC Outdoor Track and Field Championship,2018-05-04,1.9,TJ,M
59,"Amokwandoh, Stefan",JR-3,Princeton,15.54m,"51' 0""",Ivy League Outdoor Track & Field Championships,2018-05-05,0.7,TJ,M
63,"Akindele, Dayo",JR-3,Kennesaw State,15.53m,"50' 11.5""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,2.4,TJ,M
64,"Meye, Tristan",JR-3,California,15.52m,"50' 11""",2018 Big Meet,2018-04-07,-0.5,TJ,M
65,"Burley, Casey",SR-4,Rhode Island,15.51m,"50' 10.75""",A-10 Championships,2018-05-05,1.1,TJ,M
65,"Constantin, Cristian",FR-1,Penn,15.51m,"50' 10.75""",Tennessee Relays,2018-04-12,3.7,TJ,M
65,"Harvey, Julian",SR-4,SIU Edwardsville,15.51m,"50' 10.75""",Ohio Valley Conference Championship,2018-05-10,-2.5,TJ,M
68,"Houston, Sammie",SO-2,Minnesota,15.50m,"50' 10.25""",2018 Baldy Castillo Invitational,2018-03-16,-0.8,TJ,M
68,"Brumfield, R'Lazon",FR-1,Tennessee St.,15.50m,"50' 10.25""",Ohio Valley Conference Championship,2018-05-10,-1.5,TJ,M
68,"Williams, Garry",FR-1,Oklahoma,15.50m,"50' 10.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.3,TJ,M
71,"Allen, Rayvon",FR-1,Wichita State,15.49m,"50' 10""",Emporia State Relays,2018-03-31,3.2,TJ,M
72,"Guidry, Tylen",JR-3,Lamar,15.48m,"50' 9.5""",McNeese State Last Chance,2018-05-12,1.4,TJ,M
72,"Huitt, Dijoun",SO-2,Western Carolina,15.48m,"50' 9.5""",Southern Conference Outdoor Track & Field Championships,2018-05-10,1.5,TJ,M
74,"Chikaeze, Alvin",SR-4,Texas State,15.47m,"50' 9.25""",Sun Belt Outdoor Track and Field Championships,2018-05-11,3.3,TJ,M
75,"Igbokwe, Daniel",SO-2,Columbia,15.45m,"50' 8.25""",Florida Relays,2018-03-29,1.7,TJ,M
75,"Bishop, Raeshawn",SR-4,George Mason,15.45m,"50' 8.25""",A-10 Championships,2018-05-05,1.7,TJ,M
77,"Tate, Jalen",FR-1,Tennessee,15.44m,"50' 8""",Tennessee Challenge,2018-05-05,0.9,TJ,M
78,"Stevens, Chrisford",SR-4,Eastern Illinois,15.43m,"50' 7.5""",2018 WKU Hilltopper Relays,2018-04-06,2.6,TJ,M
78,"Paschall, Zay",SR-4,North Carolina,15.43m,"50' 7.5""",Miami Hurricane Collegiate Invitational,2018-04-14,0.9,TJ,M
80,"Purnell, Jaden",JR-3,Oral Roberts,15.41m,"50' 6.75""",2018 Jimmy John's ORU Invite,2018-03-31,0.9,TJ,M
80,"Mobley , Desmond",SR-4,Western Kentucky,15.41m,"50' 6.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.0,TJ,M
80,"Butler, Ashton",JR-3,Florida State,15.41m,"50' 6.75""",Florida Relays,2018-03-29,1.1,TJ,M
83,"Fairclough, Javari",SR-4,Cal St. Northridge,15.39m,"50' 6""",2018 Big West Championships,2018-05-11,0.0,TJ,M
84,"Thompson, Quindarrius",SO-2,Northwestern St.,15.38m,"50' 5.5""",LSU Alumni Gold,2018-04-21,1.7,TJ,M
84,"Similien, Lentz",JR-3,McNeese State,15.38m,"50' 5.5""",Southland Conference Outdoor Track & Field Championships,2018-05-04,0.9,TJ,M
86,"Davis, Malachi",FR-1,Rutgers,15.35m,"50' 4.5""",Virginia Challenge,2018-04-20,0.1,TJ,M
87,"Howe, Darius",JR-3,Monmouth,15.34m,"50' 4""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,1.3,TJ,M
88,"Olojo, Olushola",JR-3,Memphis,15.33m,"50' 3.5""",Memphis Tiger Invitational,2018-04-27,-1.9,TJ,M
89,"Johnson, Zachary",FR-1,Sam Houston St.,15.32m,"50' 3.25""",Beach Invitational,2018-04-20,0.8,TJ,M
90,"Hires, Kevin",SR-4,Western Carolina,15.31m,"50' 2.75""",Southern Conference Outdoor Track & Field Championships,2018-05-10,0.0,TJ,M
91,"Davis, Jelaani",FR-1,Louisiana Tech,15.30m,"50' 2.5""",LSU Alumni Gold,2018-04-21,-0.1,TJ,M
91,"Dodds, Kevin",SR-4,UC Davis,15.30m,"50' 2.5""",Woody Wilson Classic College/Open,2018-04-14,1.6,TJ,M
91,"Childs, Steven",JR-3,UC Davis,15.30m,"50' 2.5""",2018 Big West Championships,2018-05-11,0.0,TJ,M
94,"Fisher, Kenneth",SR-4,Florida State,15.29m,"50' 2""",Tiger Track Classic 2018,2018-04-13,1.8,TJ,M
95,"Smith, Jason",SO-2,Long Beach St.,15.28m,"50' 1.75""",2018 Big West Championships,2018-05-11,1.3,TJ,M
96,"Strozier, Lasheon",JR-3,N. Carolina A&T,15.27m,"50' 1.25""",Weems Baskin Relays,2018-03-23,2.6,TJ,M
96,"Robinson, Blair",JR-3,Long Beach St.,15.27m,"50' 1.25""",2018 Big West Championships,2018-05-11,0.0,TJ,M
98,"Kerr, Jared",SO-2,Houston,15.26m,"50' 0.75""",The American Outdoor Track & Field Championships,2018-05-11,0.0,TJ,M
98,"Anderson, Jace",JR-3,Nebraska,15.26m,"50' 0.75""",Texas Tech Corky/Crofoot Shootout,2018-04-27,0.4,TJ,M
100,"Welch, Ezekiel",SR-4,Kansas,15.25m,"50' 0.5""",39th Sun Angel Classic,2018-04-05,0.0,TJ,M
1,"Scott, Jordan",JR-3,Virginia,17.37m,"57' 0""",ACC Championships,2019-05-09,2.6,TJ,M
2,"Wallace, Armani",SR-4,Florida State,16.88m,"55' 4.75""",ACC Championships,2019-05-09,1.5,TJ,M
3,"Mapaya, Chengetayi",SO-2,TCU,16.64m,"54' 7.25""",National Relay Championships,2019-04-26,3.9,TJ,M
4,"Lewis, Odaine",SR-4,Texas Tech,16.53m,"54' 2.75""",Michael Johnson Invitational,2019-04-19,1.2,TJ,M
5,"Kaukolahti, Tuomas",JR-3,California,16.50m,"54' 1.75""",Big Meet,2019-04-06,1.5,TJ,M
6,"Glaywulu, Papay",SO-2,Oklahoma,16.41m,"53' 10.25""",Roadrunner Invitational,2019-03-21,3.1,TJ,M
7,"Wasome, O'Brien",JR-3,Texas,16.40m,"53' 9.75""",Big 12 Outdoor Track and Field Championships,2019-05-10,-0.9,TJ,M
8,"Mason, Ade'",JR-3,Oklahoma,16.37m,"53' 8.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.1,TJ,M
9,"Warren, John",SR-4,Southern Miss.,16.26m,"53' 4.25""",Southern Miss Open,2019-04-27,0.0,TJ,M
10,"Hogan, Jequan",FR-1,Texas Tech,16.22m,"53' 2.75""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.1,TJ,M
11,"Strange, Jah",JR-3,Purdue,16.19m,"53' 1.5""",Drake Relays presented by Hy-Vee,2019-04-24,2.2,TJ,M
11,"Bethea, Eric",SR-4,Indiana,16.19m,"53' 1.5""",Florida Relays,2019-03-28,1.8,TJ,M
13,"Tate, Jalen",SO-2,Tennessee,16.18m,"53' 1""",UF Tom Jones Memorial,2019-04-26,1.9,TJ,M
14,"Greene, Tamar",SO-2,Purdue,16.17m,"53' 0.75""",Drake Relays presented by Hy-Vee,2019-04-24,3.2,TJ,M
