,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
15,"Miller, Christian",JR-3,LSU,16.16m,"53' 0.25""",SEC Outdoor Track & Field Championships,2019-05-09,1.5,TJ,M
16,"Brown, Charles",SR-4,Texas Tech,16.09m,"52' 9.5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,1.4,TJ,M
17,"Stevens Jr, Craig",SR-4,Kent State,16.06m,"52' 8.25""",Tennessee Relays,2019-04-11,1.8,TJ,M
18,"Purnell, Jaden",SR-4,Oral Roberts,16.05m,"52' 8""",Kansas Relays,2019-04-17,2.0,TJ,M
19,"Ennis, Errol",SR-4,South Florida,16.02m,"52' 6.75""",The American Outdoor Track & Field Championships,2019-05-10,0.0,TJ,M
20,"Bellard, Da'Quan",SR-4,LSU,15.98m,"52' 5.25""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,2.5,TJ,M
20,"Eldesouky, Hesham",SO-2,Akron,15.98m,"52' 5.25""",Beach Invitational,2019-04-19,0.2,TJ,M
22,"Brown, Clayton",JR-3,Florida,15.92m,"52' 2.75""",SEC Outdoor Track & Field Championships,2019-05-09,1.5,TJ,M
23,"Snead, Malik",JR-3,Connecticut,15.89m,"52' 1.75""",The American Outdoor Track & Field Championships,2019-05-10,2.3,TJ,M
23,"Miller, Jonathan",FR-1,Nebraska,15.89m,"52' 1.75""",Crimson Tide Invitational,2019-04-11,2.3,TJ,M
25,"Igbokwe, Daniel",JR-3,Columbia,15.88m,"52' 1.25""",Virginia Challenge,2019-04-19,1.4,TJ,M
26,"Williams, Garry",SO-2,Oklahoma,15.87m,"52' 1""",Big 12 Outdoor Track and Field Championships,2019-05-10,1.0,TJ,M
27,"Mitchell, Marcus",SR-4,Oklahoma,15.86m,"52' 0.5""",Big 12 Outdoor Track and Field Championships,2019-05-10,0.9,TJ,M
28,"Brumfield, R'Lazon",SO-2,Tennessee St.,15.85m,"52' 0""",Yellow Jacket Invitational (College),2019-03-15,0.3,TJ,M
29,"Nachev, Georgi",FR-1,Missouri,15.84m,"51' 11.75""",SEC Outdoor Track & Field Championships,2019-05-09,1.3,TJ,M
29,"Irving, Jacore",SO-2,Florida State,15.84m,"51' 11.75""",ACC Championships,2019-05-09,0.9,TJ,M
31,"Belardo, Jared",SR-4,Wichita State,15.81m,"51' 10.5""",The American Outdoor Track & Field Championships,2019-05-10,1.6,TJ,M
32,"Willis, Devon",SR-4,Albany,15.78m,"51' 9.25""",2019 America East Outdoor Championships,2019-05-04,0.7,TJ,M
33,"MacArthur, Albert",JR-3,Utah Valley,15.75m,"51' 8.25""",WAC Outdoor Track and Field Championships,2019-05-09,-1.0,TJ,M
33,"Ellis, Christian",SO-2,South Alabama,15.75m,"51' 8.25""",Florida Relays,2019-03-28,0.8,TJ,M
35,"Welch, Chris",FR-1,Houston Baptist,15.74m,"51' 7.75""",Southland Conference Outdoor Track and Field Championship,2019-05-03,1.0,TJ,M
36,"Seals, Jalen",SO-2,Baylor,15.69m,"51' 5.75""",Big 12 Outdoor Track and Field Championships,2019-05-10,0.2,TJ,M
37,"Dalton, Markel",SR-4,Charlotte,15.68m,"51' 5.5""",Virginia Grand Prix,2019-04-26,1.4,TJ,M
37,"Nairn, Laquan",JR-3,Arkansas,15.68m,"51' 5.5""",SEC Outdoor Track & Field Championships,2019-05-09,0.8,TJ,M
39,"James, Tristan",SR-4,Oregon,15.65m,"51' 4.25""",2019 Pac-12 Track & Field Championships,2019-05-04,0.1,TJ,M
40,"Knight, Hasani",SO-2,Miami (Fla.),15.63m,"51' 3.5""",ACC Championships,2019-05-09,1.6,TJ,M
41,"Randrianasolo, Yann",SR-4,South Carolina,15.61m,"51' 2.75""",Black and Gold Challange,2019-03-15,0.0,TJ,M
42,"Airewele, Oseoba",SR-4,Cornell,15.60m,"51' 2.25""",2019 Pomona-Pitzer Invitational (College/Univ),2019-04-06,1.4,TJ,M
43,"Davis, Malachi",SO-2,Rutgers,15.58m,"51' 1.5""",Big Ten Championships,2019-05-10,1.3,TJ,M
44,"Nelson, Lebrun",SR-4,UL-Monroe,15.55m,"51' 0.25""",LSU Alumni Gold,2019-04-20,2.6,TJ,M
45,"Davis, Jamar",FR-1,North Carolina St.,15.54m,"51' 0""",Tennessee Relays,2019-04-11,1.0,TJ,M
45,"Tyson, Noah",SR-4,Campbell,15.54m,"51' 0""",Big South Outdoor Track and Field Championships,2019-05-08,2.2,TJ,M
47,"Mohamed, Ahmed",SO-2,Cal St. Northridge,15.52m,"50' 11""",2019 Triton Invitational,2019-04-12,0.9,TJ,M
47,"Seward, DaJuan",SR-4,Ohio State,15.52m,"50' 11""",Big Ten Championships,2019-05-10,0.8,TJ,M
47,"McRoberts, Anthony",JR-3,Louisville,15.52m,"50' 11""",ACC Championships,2019-05-09,2.0,TJ,M
47,"McGee, Keshun",JR-3,Eastern Washington,15.52m,"50' 11""",Big Sky Outdoor Track & Field Championships,2019-05-08,0.0,TJ,M
51,"Constantin, Cristian",SO-2,Penn,15.51m,"50' 10.75""",Tennessee Relays,2019-04-11,1.3,TJ,M
51,"Scott, Darius",FR-1,Cornell,15.51m,"50' 10.75""",2019 Pomona-Pitzer Invitational (College/Univ),2019-04-06,1.5,TJ,M
53,"Stevenson, CJ",FR-1,Texas A&M,15.50m,"50' 10.25""",Texas A&M Alumni Muster,2019-04-27,2.7,TJ,M
53,"Johnson, Samuel",SO-2,Marquette,15.50m,"50' 10.25""",BIG EAST Outdoor Track & Field Championships,2019-05-10,-0.4,TJ,M
55,"Stephens, Ceaser",SR-4,Northwestern St.,15.49m,"50' 10""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,1.3,TJ,M
55,"Ward, Ja'Mari",SO-2,Missouri,15.49m,"50' 10""",SEC Outdoor Track & Field Championships,2019-05-09,2.0,TJ,M
57,"Jackson, Jalyn",FR-1,California,15.48m,"50' 9.5""",2019 Cal Opener,2019-03-02,1.8,TJ,M
58,"Milliner, Anthony",SO-2,Kent State,15.47m,"50' 9.25""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,-1.5,TJ,M
58,"Brost, Kyle",JR-3,Utah State,15.47m,"50' 9.25""",Mountain West Outdoor Track & Field Championship,2019-05-08,1.3,TJ,M
60,"Fantroy, Rickey",JR-3,BYU,15.46m,"50' 8.75""",2019 BYU Robison Invitational,2019-04-25,0.1,TJ,M
61,"Douglas, Andre",SO-2,UTSA,15.44m,"50' 8""",UTSA Invitational,2019-03-15,3.6,TJ,M
62,"Xandrine-Anderson, Drew",SR-4,UC Davis,15.43m,"50' 7.5""",Aggie Open 2019,2019-03-09,0.0,TJ,M
62,"Wiggins, Michael",JR-3,Alabama,15.43m,"50' 7.5""",SEC Outdoor Track & Field Championships,2019-05-09,1.0,TJ,M
62,"Griffin, Kaden",SR-4,Wichita State,15.43m,"50' 7.5""",The American Outdoor Track & Field Championships,2019-05-10,2.0,TJ,M
65,"Huitt, Dijoun",JR-3,Western Carolina,15.42m,"50' 7.25""",2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,0.0,TJ,M
65,"Houston, Sammie",JR-3,Minnesota,15.42m,"50' 7.25""",Big Ten Championships,2019-05-10,1.2,TJ,M
67,"Bibbs, Travis",SR-4,Arkansas-Pine Bluff,15.39m,"50' 6""",2019 SWAC Outdoor T&F Championships,2019-05-03,-2.2,TJ,M
67,"Horn, Michael",SR-4,Rider,15.39m,"50' 6""",Duke Invitational,2019-04-19,2.5,TJ,M
69,"Strozier, Lasheon",SR-4,N. Carolina A&T,15.36m,"50' 4.75""",MEAC Outdoor Track & Field Championships,2019-05-02,0.9,TJ,M
69,"Jones, Gralyn",SR-4,Miss State,15.36m,"50' 4.75""",SEC Outdoor Track & Field Championships,2019-05-09,1.0,TJ,M
71,"Hinton, Kelle'Mon",SR-4,North Dakota State,15.35m,"50' 4.5""",Summit League T&F Outdoor Championships,2019-05-08,1.3,TJ,M
72,"Alumbres, CJ",SR-4,UCLA,15.33m,"50' 3.5""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2019-04-13,0.0,TJ,M
72,"Allen, Shevaugh",FR-1,Buffalo,15.33m,"50' 3.5""",Bison Outdoor Classic,2019-04-13,2.3,TJ,M
72,"Bender, Tyrese",SO-2,Army West Point,15.33m,"50' 3.5""",Army vs. Navy Outdoor Star Meet,2019-04-06,3.0,TJ,M
75,"Blue, Robert",FR-1,Albany,15.32m,"50' 3.25""",Florida Relays,2019-03-28,0.2,TJ,M
76,"Ledell, D.J.",SO-2,Clemson,15.30m,"50' 2.5""",Gamecock Invitational Outdoor,2019-04-13,2.7,TJ,M
76,"Thomas, Ryan",SR-4,Georgia Tech,15.30m,"50' 2.5""",Yellow Jacket Invitational (College),2019-03-15,0.1,TJ,M
78,"Chambers, Chauncey",FR-1,Virginia Tech,15.29m,"50' 2""",ACC Championships,2019-05-09,0.8,TJ,M
79,"Herbert, Nick",JR-3,Eastern Michigan,15.28m,"50' 1.75""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,-1.4,TJ,M
79,"Carter, James",FR-1,Iowa,15.28m,"50' 1.75""",Big Ten Championships,2019-05-10,1.4,TJ,M
81,"O'Garro, Taeco",FR-1,Fairleigh Dickinson,15.24m,"50' 0""",2019 Adidas Winthrop University Invitational,2019-03-21,0.4,TJ,M
81,"Wright, Andre",SO-2,Cincinnati,15.24m,"50' 0""",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,-0.6,TJ,M
83,"Herring, Noah",SO-2,Texas State,15.23m,"49' 11.75""",Sun Belt Outdoor Track and Field Championships,2019-05-10,1.8,TJ,M
83,"Thompson, Quindarrius",JR-3,Northwestern St.,15.23m,"49' 11.75""",Southland Conference Outdoor Track and Field Championship,2019-05-03,1.9,TJ,M
85,"Williams, Cedric",JR-3,Navy,15.22m,"49' 11.25""",Army vs. Navy Outdoor Star Meet,2019-04-06,2.8,TJ,M
85,"Ferguson, Treyvon",FR-1,Kansas,15.22m,"49' 11.25""",Kansas Relays,2019-04-17,2.1,TJ,M
87,"Abeeb, Adedayo",FR-1,Princeton,15.21m,"49' 11""",Army West Point Twilight,2019-05-09,1.1,TJ,M
87,"Hall, Justin",JR-3,Texas Tech,15.21m,"49' 11""",Big 12 Outdoor Track and Field Championships,2019-05-10,0.8,TJ,M
87,"Seaton, James",SR-4,Cornell,15.21m,"49' 11""",2019 Pomona-Pitzer Invitational (College/Univ),2019-04-06,2.3,TJ,M
90,"Bradford, Tariq",SO-2,Kennesaw State,15.20m,"49' 10.5""",ASUN Outdoor Track & Field Championships,2019-05-10,0.9,TJ,M
90,"Vanzego, Carlos",SR-4,Maryland,15.20m,"49' 10.5""",North Florida Spring Break Invitational,2019-03-21,-2.4,TJ,M
92,"Butael, Daniel",SO-2,Michigan,15.19m,"49' 10""",Big Ten Championships,2019-05-10,1.6,TJ,M
92,"McCray, Javon",JR-3,Lamar,15.19m,"49' 10""",Southland Conference Outdoor Track and Field Championship,2019-05-03,1.8,TJ,M
92,"Joeaar, Karl",SO-2,Kennesaw State,15.19m,"49' 10""",Virginia Challenge,2019-04-19,0.9,TJ,M
92,"Davis, Terrel",JR-3,Hartford,15.19m,"49' 10""",University of MA Minuteman Invitational,2019-04-06,-2.6,TJ,M
96,"Davis, Timothy",JR-3,Charleston Southern,15.18m,"49' 9.75""",Big South Outdoor Track and Field Championships,2019-05-08,0.0,TJ,M
96,"Howe, Darius",SR-4,Monmouth,15.18m,"49' 9.75""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,1.9,TJ,M
96,"Prescott, Darius",SO-2,UT-Arlington,15.18m,"49' 9.75""",Sun Belt Outdoor Track and Field Championships,2019-05-10,0.6,TJ,M
99,"Amokwandoh, Stefan",SR-4,Princeton,15.17m,"49' 9.25""",Army West Point Twilight,2019-05-09,2.0,TJ,M
100,"Watson-Riggins, Queshun",FR-1,FIU,15.15m,"49' 8.5""",Miami Hurricane Alumni Invitational,2019-04-12,1.7,TJ,M
1,"Dendy, Marquis",SR-4,Florida,17.35m,"56' 11.25""",SEC Championships,2015-05-14,2.6,TJ,M
2,"Collie, Latario",JR-3,Texas A&M,17.25m,"56' 7.25""",SEC Championships,2015-05-14,3.2,TJ,M
3,"Wamer, Michael",SO-2,South Carolina,16.47m,"54' 0.5""",Florida Relays,2015-04-02,-1.0,TJ,M
4,"Scott, Donald",SR-4,Eastern Michigan,16.42m,"53' 10.5""",Virginia Challenge,2015-04-17,0.3,TJ,M
5,"Williams, Ben",SO-2,Louisville,16.38m,"53' 9""",Louisville Twilight,2015-05-08,1.6,TJ,M
6,"Oneal, Matthew",JR-3,South Florida,16.37m,"53' 8.5""",2015 Clyde Littlefield Texas Relays,2015-03-25,0.8,TJ,M
7,"Obi, Felix",SO-2,Baylor,16.24m,"53' 3.5""",2015 Clyde Littlefield Texas Relays,2015-03-25,2.1,TJ,M
8,"Johnson, Shawn",JR-3,Auburn,16.21m,"53' 2.25""",2015 Penn Relays,2015-04-23,2.2,TJ,M
9,"Reid, Jonathan",SR-4,Florida State,16.17m,"53' 0.75""",Miami Hurricane Alumni Invitational,2015-04-10,0.6,TJ,M
10,"Pullen, Clive",SO-2,Arkansas,16.16m,"53' 0.25""",SEC Championships,2015-05-14,3.0,TJ,M
10,"Smith, Keenan",SR-4,N. Carolina A&T,16.16m,"53' 0.25""",Georgia Tech Invitational,2015-04-17,1.8,TJ,M
12,"Green, Jeremiah",SO-2,Alabama,16.15m,"53' 0""",Florida Relays,2015-04-02,0.7,TJ,M
12,"Amosu, Babatunde",SR-4,Iowa,16.15m,"53' 0""",Big Ten Outdoor Track & Field Championships,2015-05-15,2.2,TJ,M
14,"Young, Phillip",SR-4,Mississippi,16.07m,"52' 8.75""",LSU Invitational,2015-05-02,-0.2,TJ,M
14,"Ilori, Jonathan",SR-4,Missouri,16.07m,"52' 8.75""",SEC Championships,2015-05-14,2.3,TJ,M
16,"Waithe, Steve",SR-4,Penn State,16.06m,"52' 8.25""",Big Ten Outdoor Track & Field Championships,2015-05-15,2.2,TJ,M
17,"McClain, Hayden",SO-2,Oklahoma,16.01m,"52' 6.5""",John Jacobs Invitational,2015-04-17,1.4,TJ,M
18,"Okot, Vincent",JR-3,Mid. Tenn. State,15.99m,"52' 5.5""",Conference USA Outdoor Track & Field Championships,2015-05-14,2.1,TJ,M
18,"Brooks, Darian",JR-3,Stanford,15.99m,"52' 5.5""",Big Meet: Cal vs. Stanford,2015-04-11,-0.2,TJ,M
20,"Grant, Jonte",JR-3,California,15.97m,"52' 4.75""",Brutus Hamilton Challenge,2015-04-25,2.0,TJ,M
20,"Collie, Lathone",JR-3,Texas A&M,15.97m,"52' 4.75""",Baldy Castillo Invitational,2015-03-20,1.1,TJ,M
22,"Carpenter, Shai",SR-4,Clemson,15.95m,"52' 4""",ACC Outdoor Track & Field Championships,2015-05-14,0.9,TJ,M
23,"Brown, Imani",JR-3,Pittsburgh,15.94m,"52' 3.75""",Florida Relays,2015-04-02,0.0,TJ,M
24,"Campbell, Anthony",JR-3,Charlotte,15.92m,"52' 2.75""",Conference USA Outdoor Track & Field Championships,2015-05-14,2.4,TJ,M
24,"Harper, Jason",SR-4,Miss State,15.92m,"52' 2.75""",SEC Championships,2015-05-14,0.3,TJ,M
26,"James, Luke",SR-4,Southern Illinois,15.85m,"52' 0""",2015 MVC Outdoor Track and Field Championships,2015-05-15,2.7,TJ,M
27,"James, Antwon",JR-3,Loyola (Ill.),15.83m,"51' 11.25""",2015 MVC Outdoor Track and Field Championships,2015-05-15,4.0,TJ,M
27,"Delaunay, Klyvens",JR-3,Iowa,15.83m,"51' 11.25""",Musco Invitational,2015-05-02,1.2,TJ,M
29,"Bates, KeAndre",FR-1,Florida,15.80m,"51' 10""",SEC Championships,2015-05-14,2.7,TJ,M
30,"Satchell, Ryan",SR-4,Virginia,15.78m,"51' 9.25""",ACC Outdoor Track & Field Championships,2015-05-14,0.0,TJ,M
30,"Sanders, Ryan",SR-4,Long Beach St.,15.78m,"51' 9.25""",Trojan Invitational,2015-03-20,3.1,TJ,M
32,"Moore, Nate",FR-1,Oregon,15.77m,"51' 9""",Oregon Relays,2015-04-16,1.5,TJ,M
33,"Burns, Casey",FR-1,Washington,15.76m,"51' 8.5""",Pac-12 Track & Field Championships,2015-05-15,1.4,TJ,M
34,"Warren, John",FR-1,Missouri,15.75m,"51' 8.25""",Tom Botts Invitational,2015-05-01,0.7,TJ,M
35,"Carodine, Tony",JR-3,Missouri,15.73m,"51' 7.25""",2015 Penn Relays,2015-04-23,1.3,TJ,M
35,"Monroe, Christopher",JR-3,Southern Miss.,15.73m,"51' 7.25""",Conference USA Outdoor Track & Field Championships,2015-05-14,3.6,TJ,M
37,"Tiller, Michael",SO-2,Bethune-Cookman,15.72m,"51' 7""",MEAC Outdoor T&F Championships,2015-04-30,-1.2,TJ,M
38,"Sears, Ventavius",SO-2,Western Kentucky,15.71m,"51' 6.5""",2015 WKU Hilltopper Relays,2015-04-10,1.6,TJ,M
38,"Wilson, Jerome",SR-4,Texas Tech,15.71m,"51' 6.5""",Big 12 Outdoor Track & Field Championships,2015-05-15,3.9,TJ,M
40,"Gambrell, Jarred",SR-4,Michigan State,15.66m,"51' 4.5""",Ohio State - Jesse Owens Classic,2015-05-01,2.5,TJ,M
40,"McBride, Bryan",SR-4,Arizona State,15.66m,"51' 4.5""",Pac-12 Track & Field Championships,2015-05-15,-0.5,TJ,M
42,"Owusu-Nyantekyi, Nana",SR-4,Princeton,15.65m,"51' 4.25""",2015 Penn Relays,2015-04-23,1.1,TJ,M
43,"Tanthavong, Branden",SR-4,Illinois,15.63m,"51' 3.5""",Big Ten Outdoor Track & Field Championships,2015-05-15,1.5,TJ,M
44,"Dixon, Josh",JR-3,Arizona State,15.61m,"51' 2.75""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,1.3,TJ,M
44,"Pienaar, Roelf",SO-2,Arkansas State,15.61m,"51' 2.75""",Sun Belt Outdoor Track and Field Championships,2015-05-08,3.0,TJ,M
44,"Kamara, Ishmael",SO-2,Clemson,15.61m,"51' 2.75""",ACC Outdoor Track & Field Championships,2015-05-14,0.5,TJ,M
47,"Green, Shane",JR-3,Coppin State,15.58m,"51' 1.5""",Coppin State Invitational,2015-05-08,0.9,TJ,M
48,"Friday, John-Patrick",JR-3,Miami,15.56m,"51' 0.75""",ACC Outdoor Track & Field Championships,2015-05-14,0.7,TJ,M
49,"Peterson, Anaquan",JR-3,Purdue,15.55m,"51' 0.25""",Kansas Relays,2015-04-15,0.2,TJ,M
50,"Willis, Devon",FR-1,Albany,15.54m,"51' 0""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,1.5,TJ,M
51,"Williams, Emmanuel",JR-3,Northwestern St.,15.52m,"50' 11""",Southland Conference Championship,2015-05-08,3.3,TJ,M
51,"Miller Jr., Reginald",SR-4,SE Missouri,15.52m,"50' 11""",Ohio Valley Conference Championships,2015-05-15,0.0,TJ,M
53,"Oluwadara, David",SO-2,Boston U.,15.51m,"50' 10.75""",MIT Sean Collier Invitational,2015-04-18,1.2,TJ,M
54,"Alexander, Willie",SO-2,Long Beach St.,15.50m,"50' 10.25""",2015 Big West Championships,2015-05-15,-0.2,TJ,M
55,"Edmunds, Jonathan",SR-4,Colorado St.,15.49m,"50' 10""",Tom Benich Invitational,2015-04-04,2.6,TJ,M
55,"Pitt, Jonathan",SO-2,LSU,15.49m,"50' 10""",LSU Alumni Gold,2015-04-18,2.3,TJ,M
57,"Johnson, Cyrus",SR-4,Western Kentucky,15.48m,"50' 9.5""",Conference USA Outdoor Track & Field Championships,2015-05-14,1.1,TJ,M
57,"Welch, Ian",SR-4,Duquesne,15.48m,"50' 9.5""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,1.0,TJ,M
59,"Prothro, Jeffrey",SO-2,Texas A&M,15.46m,"50' 8.75""",2015 Clyde Littlefield Texas Relays,2015-03-25,0.5,TJ,M
59,"Ohiembor, Michael",SO-2,Akron,15.46m,"50' 8.75""",Mid-American Outdoor Track & Field Championships,2015-05-14,1.1,TJ,M
61,"Ferguson, Trevor",SR-4,Oregon,15.45m,"50' 8.25""",Pac-12 Track & Field Championships,2015-05-15,-0.9,TJ,M
61,"Brown, David",SR-4,Houston,15.45m,"50' 8.25""",The American Outdoor Track & Field Championships,2015-05-14,1.7,TJ,M
63,"Lemke, John",SO-2,McNeese State,15.42m,"50' 7.25""",Southland Conference Championship,2015-05-08,2.3,TJ,M
63,"Fawehinmi, Tobi",SO-2,Texas-Arlington,15.42m,"50' 7.25""",Michael Johnson Classic,2015-04-18,0.0,TJ,M
63,"Russell, Lane",FR-1,Princeton,15.42m,"50' 7.25""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,1.5,TJ,M
66,"Hamilton, Allan",JR-3,New Mexico,15.41m,"50' 6.75""",Mountain West Outdoor Track & Field Championships,2015-05-13,3.0,TJ,M
66,"Martin, Chris",SO-2,SE Missouri,15.41m,"50' 6.75""",2015 Joey Haines Invite,2015-04-03,0.0,TJ,M
68,"Lee, Javion",SO-2,Samford,15.39m,"50' 6""",Southern Conference Outdoor Championship 2015,2015-04-25,0.0,TJ,M
69,"Melu, Josh",SR-4,Oregon,15.38m,"50' 5.5""",Pac-12 Track & Field Championships,2015-05-15,1.1,TJ,M
69,"Bazile, Zack",FR-1,Ohio State,15.38m,"50' 5.5""",Florida State Relays,2015-03-27,3.1,TJ,M
71,"Campbell, Warrick",SR-4,New Mexico,15.37m,"50' 5.25""",Tailwind Open,2015-04-03,1.4,TJ,M
71,"Newton, Scotty",FR-1,TCU,15.37m,"50' 5.25""",Big 12 Outdoor Track & Field Championships,2015-05-15,2.6,TJ,M
73,"Lindo, Shazz Michael",JR-3,Wichita State,15.36m,"50' 4.75""",2015 MVC Outdoor Track and Field Championships,2015-05-15,3.0,TJ,M
73,"Wesley, Corey",JR-3,UL-Monroe,15.36m,"50' 4.75""",Sun Belt Outdoor Track and Field Championships,2015-05-08,1.8,TJ,M
75,"Walker-Khan, Adam",SO-2,LIU Brooklyn,15.35m,"50' 4.5""",Northeast Conference Championship,2015-05-02,-0.2,TJ,M
76,"Agama, Aklesso",SO-2,Liberty,15.33m,"50' 3.5""",Big South Championships,2015-05-14,2.5,TJ,M
76,"Uudmae, Jaak",FR-1,Stanford,15.33m,"50' 3.5""",Brutus Hamilton Challenge,2015-04-25,1.5,TJ,M
78,"Jones, Darryl",JR-3,Alcorn State,15.31m,"50' 2.75""",Al vs MS Border Clash,2015-04-10,0.0,TJ,M
79,"Uwaifo, Efe",SO-2,Harvard,15.30m,"50' 2.5""",Ivy League Outdoor Track & Field Championships,2015-05-09,1.0,TJ,M
80,"Asekun, Olabanji",SR-4,Texas A&M,15.29m,"50' 2""",Bobcat Classic,2015-04-25,-1.3,TJ,M
80,"Williams, Bryce",FR-1,Penn State,15.29m,"50' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,2.1,TJ,M
80,"Ward, Laderrick",SR-4,SIU-Edwardsville,15.29m,"50' 2""",Ohio Valley Conference Championships,2015-05-15,0.0,TJ,M
83,"Patterson, Michael",SR-4,Kentucky,15.27m,"50' 1.25""",Kentucky Relays (College Division),2015-05-02,2.0,TJ,M
84,"Tele, Jimi",JR-3,George Mason,15.25m,"50' 0.5""",Atlantic 10 Championships,2015-05-02,-1.3,TJ,M
84,"Wolfe, Khaalif",SO-2,Navy,15.25m,"50' 0.5""",Patriot League Outdoor Track & Field Championships,2015-05-01,2.4,TJ,M
84,"Williams, Amanze",JR-3,Connecticut,15.25m,"50' 0.5""",The American Outdoor Track & Field Championships,2015-05-14,0.9,TJ,M
87,"Chikaeze, Alvin",FR-1,Texas State,15.24m,"50' 0""",Bobcat Classic,2015-04-25,-0.2,TJ,M
87,"Crump-King, Jordan",SO-2,Albany,15.24m,"50' 0""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,0.7,TJ,M
89,"Armstrong, Amir",SR-4,LIU Brooklyn,15.23m,"49' 11.75""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,1.2,TJ,M
89,"Wethington, Karsten",FR-1,California,15.23m,"49' 11.75""",Cal Opener 2015,2015-03-07,0.0,TJ,M
91,"Theyard, Ricky",SO-2,UL-Lafayette,15.22m,"49' 11.25""",2015 South Alabama Invitational,2015-04-09,2.0,TJ,M
92,"Narramore, Will",JR-3,High Point,15.21m,"49' 11""",Big South Championships,2015-05-14,2.5,TJ,M
92,"Williams, Ian",SR-4,Texas Southern,15.21m,"49' 11""",2015 SWAC Outdoor Championship,2015-04-24,2.9,TJ,M
92,"Jones, Darrel",FR-1,Liberty,15.21m,"49' 11""",Big South Championships,2015-05-14,1.1,TJ,M
95,"Wells, Chauncey",SO-2,Grambling,15.20m,"49' 10.5""",2015 SWAC Outdoor Championship,2015-04-24,3.0,TJ,M
95,"Landis, John",JR-3,Connecticut,15.20m,"49' 10.5""",The American Outdoor Track & Field Championships,2015-05-14,1.2,TJ,M
97,"Holland, Derek",SR-4,Maryland,15.19m,"49' 10""",Morgan State Legacy Track & Field Meet,2015-04-17,-1.1,TJ,M
97,"Plummer , Robert",SO-2,Cornell,15.19m,"49' 10""",Ivy League Outdoor Track & Field Championships,2015-05-09,1.9,TJ,M
99,"Thomas, Ryan",FR-1,Georgia Tech,15.18m,"49' 9.75""",Georgia Tech Yellow Jacket Invitational,2015-03-27,0.0,TJ,M
99,"Strehlow, Ricky",SO-2,Cal Poly,15.18m,"49' 9.75""",Cal Poly/Shareslo.com Invitational,2015-03-28,2.2,TJ,M
1,"Dendy, Marquis",JR-3,Florida,16.52m,"54' 2.5""",SEC Outdoor Championship,2014-05-15,1.3,TJ,M
2,"Robertson, Ricky",SR-4,Mississippi,16.45m,"53' 11.75""",SEC Outdoor Championship,2014-05-15,-1.4,TJ,M
3,"Scott, Donald",JR-3,Eastern Michigan,16.34m,"53' 7.5""",2014 Billy Hayes Invitational,2014-05-03,2.5,TJ,M
4,"May, Anthony",SR-4,Arkansas,16.17m,"53' 0.75""",2014 Drake Relays presented by Hy-Vee,2014-04-23,2.7,TJ,M
5,"Oneal, Matthew",SO-2,South Florida,16.15m,"53' 0""",2014 Clyde Littlefield Texas Relays,2014-03-26,1.3,TJ,M
5,"Gardner, Jonathan",SR-4,Georgia Tech,16.15m,"53' 0""",Georgia Tech Invitational,2014-05-16,0.0,TJ,M
7,"McLean, Damon",SR-4,Princeton,16.11m,"52' 10.25""",Princeton Quad Meet,2014-04-12,0.7,TJ,M
7,"Young, Phillip",JR-3,Mississippi,16.11m,"52' 10.25""",LSU Invitational,2014-05-03,1.8,TJ,M
9,"Field, Devin",SO-2,Kansas State,16.05m,"52' 8""",Big 12 Outdoor Track and Field Championships,2014-05-16,3.5,TJ,M
10,"Waithe, Steve",JR-3,Penn State,16.04m,"52' 7.5""",Bison Outdoor Classic,2014-04-12,2.9,TJ,M
11,"Brooks, Darian",SO-2,Stanford,16.02m,"52' 6.75""",Pac-12 Outdoor Track and Field Championships,2014-05-17,-0.2,TJ,M
12,"Amosu, Babatunde",JR-3,Iowa,15.97m,"52' 4.75""",Mt. SAC Relays,2014-04-17,0.0,TJ,M
13,"Jackson, Mark",SR-4,UTEP,15.96m,"52' 4.5""",Conference USA Outdoor Track & Field Championships,2014-05-15,0.0,TJ,M
14,"Martin, Chris",FR-1,SE Missouri,15.84m,"51' 11.75""",2014 Red Wolf Open,2014-04-26,2.3,TJ,M
14,"Miller Jr., Reginald",JR-3,SE Missouri,15.84m,"51' 11.75""",War Eagle 2014,2014-04-18,3.5,TJ,M
