,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
28,"Montes, Alexis",SR-4,Marshall,50.03m,"164' 2""",Bill Webb & Bob Davidson Spring Kick-Off,2017-03-16,JT,W
29,"Firestone, Sarah",SR-4,Nebraska,49.88m,"163' 8""",Pac-12 vs Big-10 Invitational,2017-03-24,JT,W
30,"Spaic, Vanja",SO-2,Fresno State,49.71m,"163' 1""",Mountain West Outdoor Track & Field Championships,2017-05-10,JT,W
31,"Zerbe, Ally",SO-2,Kansas State,49.62m,"162' 9""",Miami Hurricane Collegiate Invitational,2017-03-25,JT,W
32,"Blamon, Faith",SR-4,Monmouth,49.56m,"162' 7""",Metro Atlantic Outdoor Track & Field Championships,2017-05-06,JT,W
33,"Van Loo, Kaylie",SR-4,Portland,49.52m,"162' 6""",Oregon State University High Performance,2017-04-28,JT,W
34,"ARCHULETA, Kristyn",FR-1,North Texas,49.39m,"162' 0""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,JT,W
35,"Streisel, Christine",JR-3,Duke,49.30m,"161' 9""",ACC Outdoor Track & Field Championships,2017-05-12,JT,W
36,"Joubert, Laruschka",SR-4,Tulane,49.25m,"161' 7""",Tulane Early Bird Twilight Track and Field Invitational,2017-03-03,JT,W
37,"Johnston, Katherine",SR-4,Rutgers,49.10m,"161' 1""",Big Ten Outdoor Championships,2017-05-12,JT,W
38,"Dennis, Meghan",SR-4,South Dakota,49.07m,"161' 0""",The Summit League Outdoor Track & Field Championships,2017-05-11,JT,W
39,"Gray, Jenna",FR-1,Stanford,49.00m,"160' 9""",The Big Meet,2017-04-08,JT,W
40,"Hochhalter, Kayla",JR-3,North Dakota State,48.97m,"160' 8""",Stanford Invitational,2017-03-31,JT,W
41,"Bogavac, Marija",SO-2,Virginia,48.96m,"160' 7""",ACC Outdoor Track & Field Championships,2017-05-12,JT,W
42,"Kehl, Kelsey",FR-1,Washington St.,48.76m,"160' 0""",Pac-12 Championships,2017-05-13,JT,W
43,"Sievers, Stephanie",SO-2,Penn State,48.70m,"159' 9""",LSU Battle on the Bayou,2017-04-08,JT,W
44,"Reed, Megan",JR-3,Florida,48.67m,"159' 8""",SEC Outdoor Track & Field Championships,2017-05-11,JT,W
45,"Mautz, Caitlin",JR-3,Virginia,48.66m,"159' 8""",Virginia Challenge,2017-04-21,JT,W
46,"Lubarski, Lauren",SR-4,East Carolina,48.57m,"159' 4""",Duke Invitational,2017-04-21,JT,W
47,"Smith, Brenna",JR-3,Liberty,48.33m,"158' 7""",Big South Outdoor Track & Field Championships,2017-05-10,JT,W
48,"Madison, Jade",JR-3,Michigan State,48.30m,"158' 5""",Big Ten Outdoor Championships,2017-05-12,JT,W
49,"Sangimino, Megan",SR-4,Bucknell,48.27m,"158' 4""",Bison Outdoor Classic,2017-04-14,JT,W
50,"Ryan, Emma",JR-3,Ohio,48.22m,"158' 2""",Ohio Cherry Blossom Invitational,2017-04-01,JT,W
51,"Wolinski, Chase",SO-2,Nebraska,48.04m,"157' 7""",2017 Husker Spring Invitational,2017-04-08,JT,W
52,"Bohan, Christine",SR-4,Virginia,48.03m,"157' 7""",ACC Outdoor Track & Field Championships,2017-05-12,JT,W
53,"Miles, Carlea",SO-2,Wichita State,47.96m,"157' 4""",2017 MVC Outdoor Track and Field Championships,2017-05-12,JT,W
54,"Farmer, Kayli",JR-3,New Mexico St.,47.94m,"157' 3""",adidas/Steve Scott Invitational,2017-04-28,JT,W
55,"Estes, Mia",SR-4,Utah State,47.93m,"157' 3""",UC Irvine Spring Break Collegiate Classic,2017-03-17,JT,W
56,"Cook, Lillian",FR-1,Dayton,47.84m,"156' 11""",Atlantic 10 Outdoor Track & Field Championships,2017-05-06,JT,W
57,"Coquis, Katia",JR-3,Nevada,47.83m,"156' 11""",Mountain West Outdoor Track & Field Championships,2017-05-10,JT,W
58,"Roones, Stephanie",JR-3,Monmouth,47.76m,"156' 8""",Stockton University Invitational,2017-03-31,JT,W
59,"Pitko, Haley",SR-4,Kansas State,47.73m,"156' 7""",Miami Hurricane Collegiate Invitational,2017-03-25,JT,W
60,"Schultz, Nina",FR-1,Kansas State,47.67m,"156' 5""",Big 12 Outdoor Track & Field Championships,2017-05-12,JT,W
61,"Brenzil , Alexis",FR-1,Hawaii,47.63m,"156' 3""",2017 Big West Track & Field Championships,2017-05-12,JT,W
62,"Frank, Kelsey",JR-3,Northwestern St.,47.62m,"156' 3""",Southland Conference Outdoor Championship,2017-05-12,JT,W
63,"Glasmann, Chrissy",SO-2,Utah,47.61m,"156' 2""",UC Riverside Spring Track Classic,2017-03-23,JT,W
64,"Cuthbertson, Payge",FR-1,BYU,47.27m,"155' 1""",Trojan Invitational,2017-03-17,JT,W
65,"Kopp, Alyssa",SR-4,Ohio State,47.23m,"154' 11""",Big Ten Outdoor Championships,2017-05-12,JT,W
66,"Pfeiffer, Jenna",SR-4,Baylor,47.15m,"154' 8""",Big 12 Outdoor Track & Field Championships,2017-05-12,JT,W
67,"Fowers, Whitney",SO-2,Weber State,47.11m,"154' 7""",2017 Big Sky Outdoor Track & Field Championships,2017-05-10,JT,W
68,"Woods, Morgan",SO-2,McNeese State,46.94m,"154' 0""",Southland Conference Outdoor Championship,2017-05-12,JT,W
69,"Hernandez, Tiffani",SR-4,FIU,46.83m,"153' 8""",Miami Hurricane Collegiate Invitational,2017-03-25,JT,W
70,"Gustafson, Kendall",JR-3,UCLA,46.71m,"153' 3""",Pac-12 Championships,2017-05-13,JT,W
71,"Skovira, Rebecca",SR-4,Bucknell,46.70m,"153' 2""",Patriot League Outdoor Track & Field Championships,2017-05-05,JT,W
72,"Ghalam, Thalia",FR-1,Connecticut,46.48m,"152' 6""",The American Outdoor Track & Field Championships,2017-05-12,JT,W
73,"Mitchell, Kendra",SR-4,Auburn,46.46m,"152' 5""",Texas Invitational,2017-04-14,JT,W
74,"SaxvanderWeyden, Megan",SO-2,Baylor,46.40m,"152' 3""",Michael Johnson Invitational,2017-04-22,JT,W
75,"Honas, Megan",SR-4,Oklahoma State,46.32m,"152' 0""",Jim Click Shootout,2017-04-08,JT,W
76,"Otto, Sydney",FR-1,Nebraska,46.19m,"151' 6""",Big Ten Outdoor Championships,2017-05-12,JT,W
77,"Bailey, Kindel",SO-2,Oregon State,46.03m,"151' 0""",Oregon State University High Performance,2017-04-28,JT,W
78,"White, Chloe",JR-3,Coastal Carolina,46.01m,"150' 11""",Sun Belt Outdoor Track and Field Championships,2017-05-12,JT,W
79,"Byrd, McKenzie",JR-3,Oregon State,45.96m,"150' 9""",38th Sun Angel Classic,2017-04-06,JT,W
79,"Harris, Melody",JR-3,San Diego St.,45.96m,"150' 9""",Penn Relays,2017-04-27,JT,W
81,"Peters, Carly",FR-1,Davidson,45.91m,"150' 7""",Charlotte 49er Classic,2017-03-16,JT,W
82,"Nilles, Maddy",SO-2,North Dakota State,45.89m,"150' 7""",The Summit League Outdoor Track & Field Championships,2017-05-11,JT,W
83,"Borman, Breanne",SR-4,Wichita State,45.86m,"150' 5""",2017 MVC Outdoor Track and Field Championships,2017-05-12,JT,W
84,"Vonheeder, Carley",FR-1,Montana State,45.84m,"150' 5""",Beach Invitational,2017-04-14,JT,W
84,"Wenz, Rebecca",JR-3,Weber State,45.84m,"150' 5""",2017 BYU Robison Invitational,2017-04-27,JT,W
86,"Smith, Victoria",SR-4,Stanford,45.77m,"150' 2""",The Big Meet,2017-04-08,JT,W
87,"Baker, Samantha",SR-4,Eastern Washington,45.66m,"149' 10""",45th Pelluer Invitational,2017-04-06,JT,W
88,"Morton, Moriah",SR-4,Dartmouth,45.65m,"149' 9""",NEICAAA Outdoor Track & Field Championships,2017-05-12,JT,W
89,"Bulger, Karen",JR-3,Hawaii,45.54m,"149' 5""",2017 Rainbow Relays,2017-03-24,JT,W
90,"Carrozza, Mira",SR-4,South Florida,45.51m,"149' 4""",Miami Hurricane Collegiate Invitational,2017-03-25,JT,W
91,"Crider, Shelby",SR-4,Long Beach St.,45.49m,"149' 3""",2017 Big West Track & Field Championships,2017-05-12,JT,W
92,"Hildebrand, Michelle",FR-1,Saint Francis (Pa.),45.42m,"149' 0""",Northeast Conference Championship 2017,2017-05-06,JT,W
93,"Sesink-Clee, Lisa",SR-4,Penn,45.26m,"148' 6""",Virginia Challenge,2017-04-21,JT,W
94,"Thorss, Frida",JR-3,Florida Atlantic,45.24m,"148' 5""",Miami Hurricane Alumni Invitational,2017-04-07,JT,W
94,"Whitfield, Annie",SR-4,Oregon,45.24m,"148' 5""",Oregon Twilight,2017-05-05,JT,W
96,"Johnson, Melanie",SO-2,Arizona State,45.15m,"148' 1""",Duel In The Desert- ASU vs Arizona,2017-04-28,JT,W
96,"Slonski, Abigale",SR-4,UMBC,45.15m,"148' 1""",Penn Relays,2017-04-27,JT,W
98,"Henthorn, Darby",FR-1,Montana,45.13m,"148' 1""",Al Manuel Northwest Invitational,2017-03-31,JT,W
99,"Heiniger, Heidi",SO-2,Marshall,45.12m,"148' 0""",UNF Spring Break Invitational,2017-03-24,JT,W
100,"Brigman, Christine",SO-2,Texas A&M,44.96m,"147' 6""",Michael Johnson Invitational,2017-04-22,JT,W
1,"Carson, Hannah",SR-4,Texas Tech,60.42m,"198' 3""",Michael Johnson Classic,2016-04-23,JT,W
2,"Malone, Maggie",SR-4,Texas A&M,60.36m,"198' 0""",Baldy Castillo Invitational,2016-03-18,JT,W
3,"Allgood, Avione",JR-3,Oklahoma,58.81m,"192' 11""",Big 12 Outdoor Track & Field Championships,2016-05-13,JT,W
4,"Sediva, Irena",JR-3,Virginia Tech,57.83m,"189' 9""",Florida Relays,2016-03-31,JT,W
5,"Vucenovic, Marija",JR-3,Florida,57.81m,"189' 8""",SEC Championships,2016-05-12,JT,W
6,"Merckle, Jessie",SR-4,Wake Forest,56.91m,"186' 8""",High Point VertKlasse Meeting,2016-04-01,JT,W
7,"Little, Mackenzie",FR-1,Stanford,55.88m,"183' 4""",Stanford Invitational,2016-04-01,JT,W
8,"Herrs, Elizabeth",SR-4,Oklahoma,55.82m,"183' 2""",Big 12 Outdoor Track & Field Championships,2016-05-13,JT,W
9,"Firestone, Sarah",JR-3,Nebraska,55.39m,"181' 9""",Kansas Relays,2016-04-20,JT,W
10,"Vivod, Eva",JR-3,Virginia Tech,55.24m,"181' 3""",Spec Towns Invitational 2016,2016-04-08,JT,W
11,"Wales, Rebekah",JR-3,LSU,55.04m,"180' 7""",SEC Championships,2016-05-12,JT,W
12,"Bogavac, Marija",FR-1,Kennesaw State,54.77m,"179' 8""",Emory Invitational,2016-03-18,JT,W
13,"Malone, Audrey",SO-2,Texas A&M,54.57m,"179' 0""",SEC Championships,2016-05-12,JT,W
14,"Murphy, Nicolle",JR-3,Minnesota,53.96m,"177' 0""",Virginia Challenge,2016-04-22,JT,W
15,"Rickert, Christine",SR-4,High Point,52.47m,"172' 2""",High Point VertKlasse Meeting,2016-04-01,JT,W
16,"Rosenau, Sierra",SR-4,North Dakota State,52.16m,"171' 1""",2016 Husker Spring Invitational,2016-04-09,JT,W
17,"Wolczyk, Brittni",FR-1,Nebraska,52.15m,"171' 1""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,JT,W
18,"Plank, Danielle",JR-3,Nebraska,51.57m,"169' 2""",Kansas Relays,2016-04-20,JT,W
19,"Jimenez, Maria",SR-4,Tennessee,51.23m,"168' 1""",SEC Championships,2016-05-12,JT,W
20,"Freedman, Shelby",SO-2,South Carolina,51.20m,"168' 0""",SEC Championships,2016-05-12,JT,W
21,"Stallbaumer, Shaylyn",FR-1,Kansas,51.02m,"167' 5""",Kansas Relays,2016-04-20,JT,W
22,"Oniwinde, Kike",SR-4,Florida,50.94m,"167' 1""",UF Tom Jones Memorial,2016-04-22,JT,W
23,"Ortiz, Daliadiz",JR-3,Tulane,50.92m,"167' 1""",Beach Invitational,2016-04-15,JT,W
24,"Zamzow, Ashtin",SO-2,Texas,50.65m,"166' 2""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,JT,W
25,"Zerbe, Ally",SO-2,Kansas State,50.57m,"165' 11""",Rock Chalk Classic,2016-04-30,JT,W
26,"Yanucil, Kelly",JR-3,Mount St. Mary's,50.47m,"165' 7""",Spring Invitational,2016-04-09,JT,W
27,"Simoneaux, Annie",SR-4,LSU,50.39m,"165' 4""",2016 Nike Clyde Littlefield Texas Relays,2016-03-30,JT,W
28,"Clark, Kristen",SO-2,Texas A&M,50.38m,"165' 3""",SEC Championships,2016-05-12,JT,W
29,"Holt, Carlea",FR-1,Wichita State,50.28m,"164' 11""",2016 MVC Outdoor Track and Field Championships,2016-05-13,JT,W
30,"Carter, Kylee",FR-1,Auburn,49.91m,"163' 9""",War Eagle Invitational,2016-04-22,JT,W
31,"Bradley, Krystyn",SR-4,Texas A&M,49.86m,"163' 7""",SEC Championships,2016-05-12,JT,W
32,"Eggert, Jayd",SR-4,North Dakota,49.81m,"163' 5""",Beach Invitational,2016-04-15,JT,W
33,"Vazquez, Felicianna",SO-2,Hawaii,49.74m,"163' 2""",Beach Pacific Coast,2016-04-14,JT,W
34,"Estes, Mia",JR-3,Utah State,49.51m,"162' 5""",Border Clash 2016,2016-04-29,JT,W
35,"Stulce, Madalaine",FR-1,Texas A&M,49.44m,"162' 2""",Michael Johnson Classic,2016-04-23,JT,W
36,"Kenney, Lauren",SR-4,Penn State,49.40m,"162' 1""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,JT,W
37,"Van Loo, Kaylie",JR-3,Portland,49.35m,"161' 11""",2016 OSU High Performance Meet,2016-04-29,JT,W
38,"Aldredge, Ashley",SR-4,Northwestern St.,49.15m,"161' 3""",Leon Johnson Invitational,2016-04-08,JT,W
39,"Pryke, Ashley",FR-1,Memphis,49.03m,"160' 10""",Drury Hotels Joey Haines Invite,2016-04-01,JT,W
40,"Olin, Alyssa",SO-2,North Dakota State,48.95m,"160' 7""",Baldy Castillo Invitational,2016-03-18,JT,W
41,"Rake, Melissa",SR-4,UC Santa Barbara,48.79m,"160' 1""",BIG West Challenge,2016-04-08,JT,W
42,"Poncik, Shelby",JR-3,Texas,48.72m,"159' 10""",Big 12 Outdoor Track & Field Championships,2016-05-13,JT,W
43,"Genard, Nicole",SR-4,Northeastern,48.64m,"159' 7""",NEICAAA Outdoor Track & Field Championships,2016-05-13,JT,W
44,"Kopplin, Sabine",SR-4,Virginia Tech,48.58m,"159' 4""",Florida Relays,2016-03-31,JT,W
45,"Rasche, Teagan",FR-1,Virginia Tech,48.52m,"159' 2""",Spec Towns Invitational 2016,2016-04-08,JT,W
46,"Cvitanovic, Lucija",SR-4,SMU,48.48m,"159' 1""",The American Outdoor Track & Field Championships,2016-05-12,JT,W
47,"Baker, Natalie",SR-4,Texas Tech,48.44m,"158' 11""",Michael Johnson Classic,2016-04-23,JT,W
48,"Glasmann, Chrissy",FR-1,Utah,48.42m,"158' 10""",Utah Spring Classic,2016-04-08,JT,W
49,"Macedo, Jessi",SR-4,Colorado St.,48.19m,"158' 1""",Mountain West Championships,2016-05-11,JT,W
50,"Bars, Bailey",JR-3,Idaho State,48.08m,"157' 9""",Utah Spring Classic,2016-04-08,JT,W
51,"Hay, Kelsey",SR-4,Penn,47.72m,"156' 7""",USF Invitational,2016-03-11,JT,W
52,"Bohan, Christine",JR-3,Virginia,47.70m,"156' 6""",ACC Championships,2016-05-13,JT,W
53,"Bower, Brianna",SR-4,Wisconsin,47.68m,"156' 5""",Wisconsin Twilight,2016-05-06,JT,W
54,"Kopp, Alyssa",JR-3,Auburn,47.64m,"156' 3""",War Eagle Invitational,2016-04-22,JT,W
55,"Reed, Megan",JR-3,Florida,47.60m,"156' 2""",UF Tom Jones Memorial,2016-04-22,JT,W
56,"Blake, Sarah",FR-1,Kentucky,47.58m,"156' 1""",SEC Championships,2016-05-12,JT,W
57,"Sirmon, Madelyn",FR-1,Utah State,47.56m,"156' 0""",Border Clash 2016,2016-04-29,JT,W
58,"Dahl, Lindsey",SR-4,Montana,47.51m,"155' 10""",Oregon Relays,2016-04-15,JT,W
58,"Spaic, Vanja",FR-1,Fresno State,47.51m,"155' 10""",Mountain West Championships,2016-05-11,JT,W
60,"Knodle , Paige",SR-4,Northern Iowa,47.48m,"155' 9""",2016 MVC Outdoor Track and Field Championships,2016-05-13,JT,W
61,"Honas, Megan",JR-3,Oklahoma State,47.43m,"155' 7""",University of Tulsa Duels,2016-03-18,JT,W
62,"Dennis, Meghan",JR-3,South Dakota,47.42m,"155' 7""",Summit League Outdoor T&F Championships,2016-05-12,JT,W
62,"Jones, Freya",SR-4,Georgia,47.42m,"155' 7""",Virginia Challenge,2016-04-22,JT,W
64,"Wiesbeck, Raffaela",SR-4,Nevada,47.37m,"155' 5""",2016 Drake Relays presented by Hy-Vee,2016-04-27,JT,W
64,"Coquis, Katia",SO-2,Nevada,47.37m,"155' 5""",Mountain West Championships,2016-05-11,JT,W
64,"Joubert, Laruschka",JR-3,Tulane,47.37m,"155' 5""",Beach Invitational,2016-04-15,JT,W
67,"Hibbard, Karly",SO-2,Belmont,47.12m,"154' 7""",Vanderbilt Black and Gold Invitational,2016-03-25,JT,W
68,"Haury, Zaybree",JR-3,UCLA,47.08m,"154' 5""",Rafer Johnson-Jackie Joyner Kersee Invitational,2016-04-09,JT,W
69,"Missler, Allie",SR-4,Ohio State,46.96m,"154' 1""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,JT,W
70,"Montgomery, Peyton",FR-1,Auburn,46.94m,"154' 0""",War Eagle Invitational,2016-04-22,JT,W
71,"Pitko, Haley",JR-3,Kansas State,46.93m,"154' 0""",Wichita State KT Woodman Classic,2016-04-13,JT,W
72,"Bye, Martine",SO-2,Memphis,46.90m,"153' 10""",The American Outdoor Track & Field Championships,2016-05-12,JT,W
73,"Phelan, Sara",FR-1,Saint Francis (Pa.),46.79m,"153' 6""",Jim Taylor Invitational,2016-03-26,JT,W
74,"Mooney, Megan",FR-1,Cal Poly,46.70m,"153' 2""",Big West Outdoor Track & Field Championships,2016-05-13,JT,W
75,"Bulger, Karen",FR-1,Hawaii,46.68m,"153' 2""",Big West Outdoor Track & Field Championships,2016-05-13,JT,W
76,"Lyssy, Elizabeth",SR-4,Sam Houston St.,46.61m,"152' 11""",UTSA Invitational,2016-03-18,JT,W
77,"Lehman, Jess",SR-4,Minnesota,46.56m,"152' 9""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,JT,W
78,"Crawford, Kelsey",JR-3,UMass Amherst,46.43m,"152' 4""",NEICAAA Outdoor Track & Field Championships,2016-05-13,JT,W
79,"Alexander, Myshauna",SR-4,UNLV,46.32m,"152' 0""",Steve Scott Invitational,2016-04-29,JT,W
80,"Rivera, Barbara",SO-2,South Alabama,46.27m,"151' 10""",Jaguar Opener,2016-03-04,JT,W
81,"Salinas, Kimberly",FR-1,New Mexico St.,46.13m,"151' 4""",WAC Outdoor Track and Field Championships,2016-05-11,JT,W
82,"Taylor, Kelsie",SR-4,Washington St.,46.05m,"151' 1""",WSU-UW Dual Meet,2016-04-23,JT,W
83,"Borman, Breanne",JR-3,Wichita State,46.01m,"150' 11""",2016 MVC Outdoor Track and Field Championships,2016-05-13,JT,W
84,"Ryan, Emma",SO-2,Ohio,45.98m,"150' 10""",Mid-American Conference Championship,2016-05-12,JT,W
85,"Stanley, Sarah",FR-1,Penn State,45.95m,"150' 9""",Bucknell Team Challenge,2016-04-23,JT,W
86,"Frank, Kelsey",SO-2,Northwestern St.,45.86m,"150' 5""",2016 McNeese Cowboy Relays,2016-03-12,JT,W
87,"Sesink-Clee, Lisa",JR-3,Penn,45.83m,"150' 4""",Virginia Quad Meet,2016-04-08,JT,W
88,"Franzosa, Julia",SR-4,Duquesne,45.79m,"150' 3""",Atlantic 10 Championships,2016-05-07,JT,W
89,"Brenner, Liz",SR-4,Oregon,45.78m,"150' 2""",Oregon Relays,2016-04-15,JT,W
90,"Delesdernier, Nicole",JR-3,SE Louisiana,45.73m,"150' 0""",SHSU Last Chance,2016-05-14,JT,W
91,"Wardle, Gabrielle",SR-4,Lehigh,45.70m,"149' 11""",Patriot League Outdoor Track & Field Championships,2016-05-06,JT,W
92,"Lubarski, Lauren",JR-3,East Carolina,45.63m,"149' 8""",The American Outdoor Track & Field Championships,2016-05-12,JT,W
92,"Simone, Dayna",SR-4,Bucknell,45.63m,"149' 8""",Patriot League Outdoor Track & Field Championships,2016-05-06,JT,W
94,"Larson, Keyawna",FR-1,North Dakota State,45.61m,"149' 8""",Summit League Outdoor T&F Championships,2016-05-12,JT,W
95,"Zunino, Alyssa",SR-4,Nevada,45.55m,"149' 5""",Brutus Hamilton Challenge,2016-04-23,JT,W
96,"Forbito, Tiffany",SR-4,Long Beach St.,45.52m,"149' 4""",Trojan Invitational,2016-03-18,JT,W
97,"Bailey, Anna",SO-2,Penn State,45.48m,"149' 2""",Bucknell Team Challenge,2016-04-23,JT,W
98,"Baker, Samantha",JR-3,Eastern Washington,45.45m,"149' 1""",Big Sky Outdoor Track & Field Championships,2016-05-11,JT,W
99,"Streisel, Christine",SO-2,Duke,45.41m,"149' 0""",Battle of the Blues,2016-04-01,JT,W
100,"Madison, Jade",SO-2,Michigan State,45.40m,"148' 11""",Big Ten Conference Outdoor Track & Field Championships,2016-05-13,JT,W
