,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
49,"Jordan, Andrew",FR-1,Iowa State,13:55.12,Stanford Cardinal Classic,2017-04-21,5000,M
50,"Oakley, Julian",SR-4,Providence,13:55.45,Penn Relays,2017-04-27,5000,M
51,"Eller, Kyle",SR-4,Air Force,13:56.16,San Francisco State Distance Carnival,2017-03-31,5000,M
52,"Germano, Philo",JR-3,Syracuse,13:56.27,Virginia Challenge,2017-04-21,5000,M
53,"Blankenbaker, Dylan",SR-4,Oklahoma,13:56.45,Stanford Invitational,2017-03-31,5000,M
54,"Chemadi, Kigen",SO-2,Mid. Tenn. State,13:56.54,Mt. SAC Relays,2017-04-13,5000,M
55,"Lafond, Dylan",SR-4,Illinois,13:56.61,2017 Drake Relays presented by Hy-Vee,2017-04-26,5000,M
56,"Weitz, Nathan",SR-4,Northern Arizona,13:56.80,Stanford Invitational,2017-03-31,5000,M
57,"Lautenslager, Craig",SR-4,UT-Arlington,13:56.85,Mt. SAC Relays,2017-04-13,5000,M
58,"Corcoran, Garrett",SO-2,California,13:57.36,Stanford Cardinal Classic,2017-04-21,5000,M
59,"Reynolds, Garrett",FR-1,UCLA,13:57.55,Mt. SAC Relays,2017-04-13,5000,M
60,"Peterson, Erik",SR-4,Butler,13:57.57,Payton Jordan Invitational,2017-05-05,5000,M
61,"Fraley, Troy",JR-3,Gonzaga,13:57.58,Portland Twilight,2017-05-12,5000,M
62,"Derrick, Mark",SR-4,North Carolina,13:57.68,Virginia Challenge,2017-04-21,5000,M
63,"Flynn, Steven",SR-4,George Mason,13:57.79,Penn Relays,2017-04-27,5000,M
64,"Sandvold, Russell",SR-4,Wisconsin,13:57.81,2017 Drake Relays presented by Hy-Vee,2017-04-26,5000,M
65,"Cook, Lachlan",FR-1,Virginia,13:58.01,Virginia Challenge,2017-04-21,5000,M
66,"Dalquist, Austen",SO-2,Arkansas,13:58.09,SEC Outdoor Track & Field Championships,2017-05-11,5000,M
67,"Bowman, Jacob",JR-3,Oakland,13:58.75,"Hillsdale ""Last-Chance"" Classic",2017-05-10,5000,M
68,"O'Neil, Austin",SR-4,UCLA,13:58.83,Mt. SAC Relays,2017-04-13,5000,M
69,"Johnston, Andrew",JR-3,Air Force,13:59.00,San Francisco State Distance Carnival,2017-03-31,5000,M
70,"Hardy, Joe",JR-3,Wisconsin,13:59.01,Stanford Invitational,2017-03-31,5000,M
71,"Riba, Alex",JR-3,Texas A&M,13:59.06,Mt. SAC Relays,2017-04-13,5000,M
72,"Hacker, Olin",FR-1,Wisconsin,13:59.70,Stanford Invitational,2017-03-31,5000,M
73,"Kibichiy, Edwin",SR-4,Louisville,13:59.84,ACC Outdoor Track & Field Championships,2017-05-12,5000,M
74,"Webb, Caleb",FR-1,Portland,14:00.15,2017 Oxy Invitational,2017-05-06,5000,M
75,"Kirwa, Azaria",SO-2,Liberty,14:00.29,Virginia Challenge,2017-04-21,5000,M
76,"Thomas, Ryan",JR-3,Columbia,14:00.56,Stanford Invitational,2017-03-31,5000,M
77,"Snider, Zack",FR-1,Wisconsin,14:00.74,Stanford Invitational,2017-03-31,5000,M
78,"Andresson, Hlynur",JR-3,Eastern Michigan,14:00.83,Stanford Invitational,2017-03-31,5000,M
79,"Burdick, Kyle",SO-2,South Dakota St.,14:00.84,2017 Drake Relays presented by Hy-Vee,2017-04-26,5000,M
80,"Dillard, Alex",SR-4,Portland,14:01.10,2017 Oxy Invitational,2017-05-06,5000,M
81,"Hardt, Sherod",SR-4,Michigan State,14:01.39,Raleigh Relays,2017-03-24,5000,M
82,"Crist, Jason",SR-4,Indiana,14:01.47,Stanford Invitational,2017-03-31,5000,M
83,"Boyal, Swarnjit",JR-3,Cal Poly,14:01.48,San Francisco State Distance Carnival,2017-03-31,5000,M
84,"Levora, Sam",JR-3,Washington St.,14:01.63,Stanford Invitational,2017-03-31,5000,M
85,"Kamau, Bryan",JR-3,Georgia,14:01.65,SEC Outdoor Track & Field Championships,2017-05-11,5000,M
86,"Carney, Daniel",SO-2,BYU,14:01.91,Mt. SAC Relays,2017-04-13,5000,M
87,"Vaughn, Sid",SR-4,Georgia,14:01.97,SEC Outdoor Track & Field Championships,2017-05-11,5000,M
88,"Migliozzi, Garrett",JR-3,Cal Poly,14:01.99,Mt. SAC Relays,2017-04-13,5000,M
89,"Carpenter, Jaret",FR-1,Purdue,14:02.12,Stanford Invitational,2017-03-31,5000,M
90,"Pollard, Thomas",FR-1,Iowa State,14:02.48,Stanford Cardinal Classic,2017-04-21,5000,M
91,"Clements, Kieran",SR-4,Iona,14:02.58,Virginia Challenge,2017-04-21,5000,M
92,"Anderson, Tanner",FR-1,Oregon,14:02.60,Pac-12 Championships,2017-05-13,5000,M
93,"Millar, Bryce",FR-1,Indiana,14:02.98,Penn Relays,2017-04-27,5000,M
94,"Harper, Jonathan",SR-4,BYU,14:03.19,Payton Jordan Invitational,2017-05-05,5000,M
95,"Keelan, Jack",JR-3,Stanford,14:03.67,Stanford Cardinal Classic,2017-04-21,5000,M
96,"Makepeace, Euan",SO-2,Butler,14:03.88,Mt. SAC Relays,2017-04-13,5000,M
97,"Lynch, Jason",SR-4,Utah Valley,14:04.13,2017 Oxy Invitational,2017-05-06,5000,M
98,"Taylor, David",SR-4,Cornell,14:04.17,Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,5000,M
99,"Johnson, Brady",SR-4,Portland,14:04.25,2017 Oxy Invitational,2017-05-06,5000,M
100,"Saarel, Ben",JR-3,Colorado,14:04.27,Pac-12 Championships,2017-05-13,5000,M
1,"Campbell, Kemoy",SR-4,Arkansas,13:20.39,Payton Jordan Invitational,2015-05-02,5000,M
2,"Stabler, Sam",SR-4,Lamar,13:30.50,Stanford Invitational,2015-04-03,5000,M
3,"Rotich, Anthony",SR-4,UTEP,13:31.59,Stanford Invitational,2015-04-03,5000,M
4,"Awad, Thomas",JR-3,Penn,13:33.29,Stanford Invitational,2015-04-03,5000,M
5,"Joyce, Thomas",JR-3,California,13:34.42,Payton Jordan Invitational,2015-05-02,5000,M
6,"Knight, Justyn",FR-1,Syracuse,13:34.86,Payton Jordan Invitational,2015-05-02,5000,M
7,"Witt, Jason",SR-4,BYU,13:34.96,Mt. SAC Relays,2015-04-16,5000,M
8,"Hehir, Martin",SR-4,Syracuse,13:35.70,Payton Jordan Invitational,2015-05-02,5000,M
9,"Pearson, Morgan",JR-3,Colorado,13:36.22,Mt. SAC Relays,2015-04-16,5000,M
10,"Olson, Erik",SR-4,Stanford,13:36.77,Payton Jordan Invitational,2015-05-02,5000,M
11,"Scott, Marc",SO-2,Tulsa,13:36.81,Payton Jordan Invitational,2015-05-02,5000,M
12,"Murphy, Pierce",JR-3,Colorado,13:37.05,Payton Jordan Invitational,2015-05-02,5000,M
13,"Doughty, Brandon",JR-3,Oklahoma,13:39.06,Stanford Invitational,2015-04-03,5000,M
14,"Moussa, Ammar",JR-3,Colorado,13:41.87,Mt. SAC Relays,2015-04-16,5000,M
15,"Curtin, Thomas",JR-3,Virginia Tech,13:44.03,Payton Jordan Invitational,2015-05-02,5000,M
16,"Cheserek, Edward",SO-2,Oregon,13:45.25,Pac-12 Track & Field Championships,2015-05-15,5000,M
17,"Jenkins, Eric",SR-4,Oregon,13:45.33,Pac-12 Track & Field Championships,2015-05-15,5000,M
18,"Keelan, Jack",FR-1,Stanford,13:45.82,Payton Jordan Invitational,2015-05-02,5000,M
19,"Erassa, Kirubel",SR-4,Oklahoma State,13:45.83,Stanford Invitational,2015-04-03,5000,M
20,"Peters, Rich",SR-4,Boston U.,13:46.06,Stanford Invitational,2015-04-03,5000,M
21,"Leingang, Jake",FR-1,Oregon,13:46.64,Payton Jordan Invitational,2015-05-02,5000,M
22,"Ferlic, Mason",JR-3,Michigan,13:46.89,Payton Jordan Invitational,2015-05-02,5000,M
23,"McGorty, Sean",FR-1,Stanford,13:48.13,Payton Jordan Invitational,2015-05-02,5000,M
24,"Zienasellassie, Futsum",JR-3,Northern Arizona,13:49.34,Payton Jordan Invitational,2015-05-02,5000,M
25,"Elliott, David",JR-3,Boise State,13:50.10,Stanford Invitational,2015-04-03,5000,M
26,"Jewkes, Nate",SR-4,Southern Utah,13:50.31,Payton Jordan Invitational,2015-05-02,5000,M
27,"Abbey, Jefferson",SO-2,Colorado St.,13:50.35,Stanford Invitational,2015-04-03,5000,M
28,"Geoghegan, Will",SR-4,Oregon,13:50.64,Pac-12 Track & Field Championships,2015-05-15,5000,M
29,"Totten, Seth",SR-4,UC Riverside,13:51.20,Stanford Invitational,2015-04-03,5000,M
30,"McElroy, Matt",SR-4,Northern Arizona,13:51.30,Payton Jordan Invitational,2015-05-02,5000,M
31,"Fink, Willy",SO-2,Eastern Michigan,13:51.35,Raleigh Relays,2015-03-27,5000,M
32,"Corona, Patrick",JR-3,Air Force,13:51.54,Stanford Invitational,2015-04-03,5000,M
33,"Sandlin , Robert",SR-4,Kentucky,13:51.69,2015 Penn Relays,2015-04-23,5000,M
34,"Hawks, Hayden",SR-4,Southern Utah,13:51.72,Payton Jordan Invitational,2015-05-02,5000,M
35,"Herson, Ryan",JR-3,Arizona State,13:51.82,Mt. SAC Relays,2015-04-16,5000,M
36,"Vennard, Michael",FR-1,Boise State,13:51.86,Stanford Invitational,2015-04-03,5000,M
37,"Strum, Weston",SR-4,Northern Arizona,13:51.87,Payton Jordan Invitational,2015-05-02,5000,M
38,"Flint, Steve",SR-4,BYU,13:51.93,Stanford Invitational,2015-04-03,5000,M
39,"Crawford, Graham",JR-3,North Carolina St.,13:52.05,Raleigh Relays,2015-03-27,5000,M
40,"Melancon, Matthew",JR-3,Oregon,13:52.40,Oregon Relays,2015-04-16,5000,M
41,"Thomson, Jacob",FR-1,North Carolina St.,13:52.71,Virginia Challenge,2015-04-17,5000,M
42,"Kebenei, Stanley",SR-4,Arkansas,13:53.11,SEC Championships,2015-05-14,5000,M
43,"Farnsworth, Dallin",FR-1,BYU,13:53.38,Stanford Invitational,2015-04-03,5000,M
44,"Schrobilgen, Malachy",SO-2,Wisconsin,13:53.52,Stanford Invitational,2015-04-03,5000,M
45,"Milam, Willie",SR-4,Gonzaga,13:53.74,Stanford Invitational,2015-04-03,5000,M
46,"Elkaim, Jeramy",JR-3,Oregon,13:53.78,Oregon Relays,2015-04-16,5000,M
47,"Bennie, Colin",FR-1,Syracuse,13:53.93,Stanford Invitational,2015-04-03,5000,M
48,"Kipkoech, Lawrence",FR-1,Campbell,13:53.97,Virginia Challenge,2015-04-17,5000,M
49,"Bergin, Matthew",JR-3,New Mexico,13:54.31,Payton Jordan Invitational,2015-05-02,5000,M
50,"Sweatt, Garrett",SO-2,Stanford,13:54.40,Payton Jordan Invitational,2015-05-02,5000,M
51,"Kincaid, William",JR-3,Portland,13:54.44,Stanford Invitational,2015-04-03,5000,M
52,"Mock, Jerrell",SO-2,Colorado St.,13:55.18,Mt. SAC Relays,2015-04-16,5000,M
53,"Hunter, Rorey",SR-4,Indiana,13:55.27,Stanford Invitational,2015-04-03,5000,M
54,"Neuman, Travis",FR-1,Oregon,13:55.41,Oregon Relays,2015-04-16,5000,M
55,"Weitz, Nathan",JR-3,Northern Arizona,13:55.49,Stanford Invitational,2015-04-03,5000,M
56,"Webber, JJ",JR-3,Northern Kentucky,13:55.57,Mt. SAC Relays,2015-04-16,5000,M
57,"Barnett, Ian",JR-3,Illinois,13:56.16,2015 Drake Relays presented by Hy-Vee,2015-04-22,5000,M
58,"Clevenger , Michael",JR-3,Notre Dame,13:56.24,Stanford Invitational,2015-04-03,5000,M
59,"Jordan, Drew",SR-4,Washington St.,13:56.39,Payton Jordan Invitational,2015-05-02,5000,M
60,"Werley, Lane",JR-3,UCLA,13:56.49,Mt. SAC Relays,2015-04-16,5000,M
61,"Barraza, Brian",SO-2,Houston,13:56.76,Mt. SAC Relays,2015-04-16,5000,M
62,"McClintock, Matt",JR-3,Purdue,13:56.80,Stanford Invitational,2015-04-03,5000,M
63,"Boit, Cosmas",SO-2,UTEP,13:56.82,Stanford Invitational,2015-04-03,5000,M
64,"Poland, Ryan",SR-4,Portland,13:57.06,Payton Jordan Invitational,2015-05-02,5000,M
65,"Vargas, Luis",JR-3,Elon,13:57.09,Raleigh Relays,2015-03-27,5000,M
66,"Bartnik, Aaron",JR-3,Minnesota,13:57.43,Stanford Invitational,2015-04-03,5000,M
67,"Lutz, Craig",SR-4,Texas,13:57.67,2015 Penn Relays,2015-04-23,5000,M
68,"Villarreal, Cameron",SO-2,Texas A&M,13:57.91,Stanford Invitational,2015-04-03,5000,M
69,"Ward, Michael",FR-1,Bradley,13:58.21,Stanford Invitational,2015-04-03,5000,M
70,"Penzenstadler, Sam",SR-4,Loyola (Ill.),13:58.24,Mt. SAC Relays,2015-04-16,5000,M
71,"Rhynard, Caleb",JR-3,Michigan State,13:58.35,Virginia Challenge,2015-04-17,5000,M
72,"Whitelaw, Austin",JR-3,Tennessee,13:58.69,Stanford Invitational,2015-04-03,5000,M
73,"Halsted, Trevor",JR-3,UC Davis,13:58.78,Mt. SAC Relays,2015-04-16,5000,M
74,"Gibson, Patrick",FR-1,Stanford,13:58.96,Stanford Invitational,2015-04-03,5000,M
75,"Causey, Eric",JR-3,San Francisco,13:59.15,Stanford Invitational,2015-04-03,5000,M
76,"Tiernan, Patrick",SO-2,Villanova,13:59.33,2015 Colonial Relays,2015-04-02,5000,M
77,"McMillan, Connor",FR-1,BYU,13:59.91,Mt. SAC Relays,2015-04-16,5000,M
78,"Rackers, Tim",JR-3,Tulsa,13:59.92,Mt. SAC Relays,2015-04-16,5000,M
79,"Tate, Mike",SO-2,Southern Utah,14:00.08,Mt. SAC Relays,2015-04-16,5000,M
80,"McCormack, Ty",SR-4,Auburn,14:00.10,War Eagle Invitational 2015,2015-04-17,5000,M
80,"Rayyan, Morsi",SR-4,Michigan,14:00.10,Payton Jordan Invitational,2015-05-02,5000,M
82,"Kirui, Gilbert",FR-1,Iona,14:00.65,Virginia Challenge,2015-04-17,5000,M
83,"Wilson, James",SR-4,Kansas,14:00.77,Stanford Invitational,2015-04-03,5000,M
84,"Kibichiy, Edwin",SO-2,Louisville,14:00.91,Lenny Lyles-Clark Wood Invitational,2015-03-27,5000,M
85,"Lord, Brandon",SR-4,Georgia,14:01.02,SEC Championships,2015-05-14,5000,M
86,"Mahalsky, Ryan",SR-4,Lehigh,14:01.08,Larry Ellis (College),2015-04-17,5000,M
87,"Purnell, Tom",JR-3,Harvard,14:01.81,Raleigh Relays,2015-03-27,5000,M
88,"Macaluso, Samuel",SR-4,Arizona,14:01.88,Mt. SAC Relays,2015-04-16,5000,M
89,"Burkhardt, Glen",JR-3,Penn State,14:02.09,2015 Penn Relays,2015-04-23,5000,M
89,"Terer, Amon",JR-3,Campbell,14:02.09,Virginia Challenge,2015-04-17,5000,M
91,"Maritim, Ambrose",SO-2,Eastern Kentucky,14:02.38,2015 Drake Relays presented by Hy-Vee,2015-04-22,5000,M
92,"Fischer, Matt",SR-4,Penn State,14:02.60,2015 Penn Relays,2015-04-23,5000,M
93,"Green, Jonathan",FR-1,Georgetown,14:03.39,2015 Colonial Relays,2015-04-02,5000,M
94,"Gilley, Trevor",SO-2,Mississippi,14:03.49,Virginia Challenge,2015-04-17,5000,M
95,"Johnson, Brady",SO-2,Wichita State,14:03.58,San Francisco State Distance Carnival,2015-04-03,5000,M
96,"Robertson, Stuart",SO-2,Virginia Tech,14:03.69,Payton Jordan Invitational,2015-05-02,5000,M
97,"Schwartzer, Matthew",SO-2,Indiana,14:03.92,Mt. SAC Relays,2015-04-16,5000,M
98,"Bartelsmeyer, Amos",SO-2,Georgetown,14:04.26,2015 Colonial Relays,2015-04-02,5000,M
99,"Fauble, Scott",SR-4,Portland,14:04.31,Payton Jordan Invitational,2015-05-02,5000,M
100,"Leibold, Collin",JR-3,Georgetown,14:04.40,2015 Colonial Relays,2015-04-02,5000,M
1,"Knight, Justyn",SR-4,Syracuse,13:18.74,Payton Jordan Invitational,2018-05-03,5000,M
2,"Trouard, Andy",SR-4,Northern Arizona,13:21.07,Payton Jordan Invitational,2018-05-03,5000,M
3,"Bruce, Jack",SR-4,Arkansas,13:28.57,Payton Jordan Invitational,2018-05-03,5000,M
4,"Maggard, Dillon",SR-4,Utah State,13:30.02,Payton Jordan Invitational,2018-05-03,5000,M
5,"Baxter, Matthew",SR-4,Northern Arizona,13:31.00,Bryan Clay Invitational,2018-04-19,5000,M
6,"Fisher, Grant",JR-3,Stanford,13:36.77,2018 Cardinal Classic,2018-04-20,5000,M
7,"Perrin, Zach",SR-4,Colorado,13:37.06,2018 Cardinal Classic,2018-04-20,5000,M
8,"Kemboi, Amon",SO-2,Campbell,13:37.48,Mt. SAC Relays,2018-04-19,5000,M
9,"Young, Clayton",JR-3,BYU,13:37.60,Payton Jordan Invitational,2018-05-03,5000,M
10,"Kiprop, Vincent",JR-3,Alabama,13:37.92,2018 Cardinal Classic,2018-04-20,5000,M
11,"Linkletter, Rory",JR-3,BYU,13:37.98,Mt. SAC Relays,2018-04-19,5000,M
12,"Barraza, Brian",SR-4,Houston,13:38.71,Mt. SAC Relays,2018-04-19,5000,M
13,"McMillan, Connor",JR-3,BYU,13:38.88,Mt. SAC Relays,2018-04-19,5000,M
14,"Long, Zach",JR-3,Tennessee,13:39.22,Stanford Invitational,2018-03-30,5000,M
15,"Leon, Diego",SR-4,Montana State,13:39.89,Mt. SAC Relays,2018-04-19,5000,M
16,"Carney, Daniel",JR-3,BYU,13:39.95,Mt. SAC Relays,2018-04-19,5000,M
17,"Day, Tyler",SO-2,Northern Arizona,13:40.22,Stanford Invitational,2018-03-30,5000,M
18,"Rockhold, Cole",JR-3,Colorado St.,13:40.29,Stanford Invitational,2018-03-30,5000,M
19,"Kigen, Gilbert",JR-3,Alabama,13:40.99,2018 Cardinal Classic,2018-04-20,5000,M
20,"McGorty, Sean",SR-4,Stanford,13:41.10,2018 Cardinal Classic,2018-04-20,5000,M
21,"Forsyth, Ryan",SR-4,Colorado,13:41.19,2018 Cardinal Classic,2018-04-20,5000,M
22,"Brandt, Robert",JR-3,UCLA,13:41.23,Mt. SAC Relays,2018-04-19,5000,M
23,"Gilbert, Colby",SR-4,Washington,13:41.88,Bryan Clay Invitational,2018-04-19,5000,M
24,"Kurgat, Edwin",SO-2,Iowa State,13:41.94,Stanford Invitational,2018-03-30,5000,M
25,"Chelanga, Alfred",JR-3,Alabama,13:42.11,2018 Cardinal Classic,2018-04-20,5000,M
26,"Ali, Obsa",JR-3,Minnesota,13:43.13,2018 Cardinal Classic,2018-04-20,5000,M
27,"Allen, Jacob",SR-4,San Francisco,13:43.75,2018 Cardinal Classic,2018-04-20,5000,M
28,"Carpenter, Jaret",SO-2,Purdue,13:44.09,2018 Cardinal Classic,2018-04-20,5000,M
29,"Kamau, Bryan",SR-4,Georgia,13:44.48,Mt. SAC Relays,2018-04-19,5000,M
30,"Curts, Dan",JR-3,Iowa State,13:45.69,2018 Cardinal Classic,2018-04-20,5000,M
31,"Kipkoech, Lawrence",JR-3,Campbell,13:46.00,Mt. SAC Relays,2018-04-19,5000,M
32,"Teare, Cooper",FR-1,Oregon,13:46.46,Bryan Clay Invitational,2018-04-19,5000,M
33,"Hardy, Joe",SR-4,Wisconsin,13:46.85,Bryan Clay Invitational,2018-04-19,5000,M
34,"Fischer, Grant",SR-4,Colorado St.,13:47.52,Mt. SAC Relays,2018-04-19,5000,M
35,"Anderson, Tanner",SO-2,Oregon,13:48.64,Bryan Clay Invitational,2018-04-19,5000,M
36,"Thomson, Jacob",SR-4,Kentucky,13:48.96,SEC Outdoor Track and Field Championships,2018-05-11,5000,M
37,"Grijalva, Luis",FR-1,Northern Arizona,13:49.75,Stanford Invitational,2018-03-30,5000,M
38,"Ferro, Blaise",SO-2,Northern Arizona,13:50.16,Bryan Clay Invitational,2018-04-19,5000,M
39,"Boit, Gilbert",SO-2,Arkansas,13:50.36,Bryan Clay Invitational,2018-04-19,5000,M
40,"Germano, Philo",SR-4,Syracuse,13:50.48,Stanford Invitational,2018-03-30,5000,M
40,"Keelan, Jack",SR-4,Stanford,13:50.48,2018 Cardinal Classic,2018-04-20,5000,M
42,"Veatch, Ben",FR-1,Indiana,13:50.49,Stanford Invitational,2018-03-30,5000,M
43,"Coleman, Jamaine",SR-4,Eastern Kentucky,13:50.80,Virginia Challenge,2018-04-20,5000,M
44,"Dalquist, Austen",JR-3,Arkansas,13:50.87,Bryan Clay Invitational,2018-04-19,5000,M
45,"Bilvado, Jacob",JR-3,Air Force,13:51.74,Mt. SAC Relays,2018-04-19,5000,M
46,"Solomon, Nahom",SR-4,Georgia Tech,13:51.92,Stanford Invitational,2018-03-30,5000,M
47,"Mantz, Conner",FR-1,BYU,13:52.12,Mt. SAC Relays,2018-04-19,5000,M
48,"West, James",JR-3,Oregon,13:52.29,Stanford Invitational,2018-03-30,5000,M
49,"El-Sandali, Ehab",FR-1,Iona,13:52.50,Virginia Challenge,2018-04-20,5000,M
50,"Rice, John",SO-2,Texas,13:52.55,Mt. SAC Relays,2018-04-19,5000,M
51,"Green, Jonathan",SR-4,Georgetown,13:52.85,Virginia Challenge,2018-04-20,5000,M
52,"Tooker, Aidan",SO-2,Syracuse,13:52.92,Stanford Invitational,2018-03-30,5000,M
53,"Tate, Mike",SR-4,Southern Utah,13:53.12,Payton Jordan Invitational,2018-05-03,5000,M
54,"Seufer, Peter",JR-3,Virginia Tech,13:53.35,Duke Invitational,2018-04-20,5000,M
55,"De La Torre, Daniel",SR-4,UCLA,13:54.32,Mt. SAC Relays,2018-04-19,5000,M
56,"Miller, Chartt",SR-4,Iona,13:54.50,Raleigh Relays,2018-03-30,5000,M
57,"Snider, Zack",SO-2,Wisconsin,13:54.63,Bryan Clay Invitational,2018-04-19,5000,M
58,"Corcoran, Garrett",JR-3,California,13:54.64,Stanford Invitational,2018-03-30,5000,M
59,"Beamish, Geordie",JR-3,Northern Arizona,13:55.65,Stanford Invitational,2018-03-30,5000,M
60,"Hogan , Paul",JR-3,UMass Lowell,13:56.30,Bryan Clay Invitational,2018-04-19,5000,M
61,"Gardner, Andrew",SR-4,Washington,13:56.77,Stanford Invitational,2018-03-30,5000,M
62,"Sheehan, Patrick",JR-3,North Carolina St.,13:57.09,Virginia Challenge,2018-04-20,5000,M
63,"Herrera, Eduardo",FR-1,Colorado,13:57.35,OSU High Performance Meet,2018-04-27,5000,M
64,"Bowman, Jacob",SR-4,Oakland,13:57.41,Virginia Challenge,2018-04-20,5000,M
