,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
65,"Klau, Ari",JR-3,Virginia,13:57.63,Virginia Challenge,2018-04-20,5000,M
66,"Huxham, Fred",JR-3,Washington,13:57.72,Stanford Invitational,2018-03-30,5000,M
67,"Roudolff-Levisse, Emmanuel",SO-2,Portland,13:58.01,Payton Jordan Invitational,2018-05-03,5000,M
68,"Rowe, Jack",JR-3,San Francisco,13:58.04,2018 Cardinal Classic,2018-04-20,5000,M
69,"DeHaven, Addison",JR-3,Boise State,13:58.48,Stanford Invitational,2018-03-30,5000,M
70,"Griffith, Cameron",JR-3,Arkansas,13:58.61,Bryan Clay Invitational,2018-04-19,5000,M
71,"Burke, Colin",SO-2,UCLA,13:58.77,Mt. SAC Relays,2018-04-19,5000,M
72,"Andresson, Hlynur",SR-4,Eastern Michigan,13:58.91,Virginia Challenge,2018-04-20,5000,M
73,"Teran-Solano, Michael",SO-2,Portland,13:59.02,OSU High Performance Meet,2018-04-27,5000,M
74,"Zabilski, Brian",JR-3,Columbia,13:59.18,Virginia Challenge,2018-04-20,5000,M
75,"Shumway, Clayson",SO-2,BYU,13:59.66,Stanford Invitational,2018-03-30,5000,M
76,"Baumgarten, Aaron",SR-4,Michigan,14:00.22,Penn Relays,2018-04-26,5000,M
77,"Hamer, Eric",SO-2,Colorado St.,14:00.55,Mt. SAC Relays,2018-04-19,5000,M
78,"Kirui, Gilbert",JR-3,Iona,14:00.81,Virginia Challenge,2018-04-20,5000,M
79,"Hall, Wayde",SR-4,Colorado St.,14:00.84,Mt. SAC Relays,2018-04-19,5000,M
80,"Hatte, Ashenafi",JR-3,Oklahoma State,14:00.87,Stanford Invitational,2018-03-30,5000,M
81,"McGowan, Timothy",SR-4,Penn State,14:01.11,Virginia Challenge,2018-04-20,5000,M
82,"Gleason, George",JR-3,UCLA,14:01.35,Mt. SAC Relays,2018-04-19,5000,M
83,"Vasbinder, Kenny",SO-2,Columbia,14:01.37,Virginia Challenge,2018-04-20,5000,M
84,"Reeder, Troy",SR-4,Furman,14:01.46,Virginia Challenge,2018-04-20,5000,M
85,"Heslington, Jacob",SO-2,BYU,14:01.67,Mt. SAC Relays,2018-04-19,5000,M
86,"Boyal, Swarnjit",SR-4,Cal Poly,14:01.74,Mt. SAC Relays,2018-04-19,5000,M
87,"Aouani, Iliass",SO-2,Syracuse,14:02.00,ACC Outdoor Championships,2018-05-10,5000,M
88,"Ruiz, Clark",SR-4,Michigan State,14:02.03,Virginia Challenge,2018-04-20,5000,M
89,"Eidenschink, Ben",SO-2,Wisconsin,14:02.12,Bryan Clay Invitational,2018-04-19,5000,M
90,"Bennie, Colin",SR-4,Syracuse,14:02.16,ACC Outdoor Championships,2018-05-10,5000,M
91,"Williams, Michael",SR-4,Washington St.,14:02.36,Bryan Clay Invitational,2018-04-19,5000,M
92,"Jones, Nathan",SR-4,McNeese State,14:02.59,Florida Relays,2018-03-29,5000,M
93,"Lathrop, Dan",JR-3,Illinois,14:02.76,Bryan Clay Invitational,2018-04-19,5000,M
94,"Curtin, Fearghal",FR-1,Charleston Southern,14:02.88,Florida Relays,2018-03-29,5000,M
95,"Moskowitz, Elijah",JR-3,North Carolina St.,14:02.96,Virginia Challenge,2018-04-20,5000,M
96,"Parpart, Gavin",FR-1,Washington,14:03.02,Stanford Invitational,2018-03-30,5000,M
97,"Polerecky, Jack",SR-4,Loyola Marymount,14:03.12,Mt. SAC Relays,2018-04-19,5000,M
98,"Rodriguez, Isai",FR-1,Oklahoma State,14:03.13,2018 Cardinal Classic,2018-04-20,5000,M
98,"Leingang, Jake",SR-4,North Dakota State,14:03.13,Mt. SAC Relays,2018-04-19,5000,M
100,"Stroede, Bryce",SR-4,Oakland,14:03.58,Virginia Challenge,2018-04-20,5000,M
1,"McGorty, Sean",SO-2,Stanford,13:24.25,Payton Jordan Invitational,2016-05-01,5000,M
2,"Tiernan, Patrick",SR-4,Villanova,13:25.78,Payton Jordan Invitational,2016-05-01,5000,M
3,"Knight, Justyn",SO-2,Syracuse,13:27.23,Payton Jordan Invitational,2016-05-01,5000,M
4,"Curtin, Thomas",SR-4,Virginia Tech,13:33.88,Payton Jordan Invitational,2016-05-01,5000,M
5,"McDonald, Morgan",FR-1,Wisconsin,13:34.78,Payton Jordan Invitational,2016-05-01,5000,M
6,"Gilbert, Colby",SO-2,Washington,13:35.20,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
7,"Pearson, Morgan",SR-4,Colorado,13:36.79,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
8,"Corona, Patrick",SR-4,Air Force,13:37.24,Mt. SAC Relays,2016-04-14,5000,M
9,"Ferlic, Mason",SR-4,Michigan,13:37.56,Mt. SAC Relays,2016-04-14,5000,M
10,"Zienasellassie, Futsum",SR-4,Northern Arizona,13:37.89,Bryan Clay Invitational,2016-04-14,5000,M
11,"Murphy, Pierce",SR-4,Colorado,13:38.19,Mt. SAC Relays,2016-04-14,5000,M
12,"Fisher, Grant",FR-1,Stanford,13:39.42,Payton Jordan Invitational,2016-05-01,5000,M
13,"Awad, Thomas",SR-4,Penn,13:41.77,Stanford Invitational,2016-04-01,5000,M
14,"Peterson, Erik",JR-3,Butler,13:41.81,Mt. SAC Relays,2016-04-14,5000,M
15,"Nelson, Aaron",SR-4,Washington,13:42.06,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
16,"Elliott, David",SR-4,Boise State,13:42.17,Stanford Invitational,2016-04-01,5000,M
17,"Crawford, Graham",SR-4,North Carolina St.,13:42.55,Stanford Invitational,2016-04-01,5000,M
18,"Leingang, Jake",SO-2,Oregon,13:43.04,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
19,"Fink, Willy",JR-3,Eastern Michigan,13:43.06,Mt. SAC Relays,2016-04-14,5000,M
20,"Thomson, Jacob",SO-2,Kentucky,13:43.49,Payton Jordan Invitational,2016-05-01,5000,M
21,"Klecker, Joe",FR-1,Colorado,13:44.23,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
22,"Huxham, Fred",FR-1,Washington,13:44.39,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
23,"Keelan, Jack",SO-2,Stanford,13:46.95,Payton Jordan Invitational,2016-05-01,5000,M
24,"Elkaim, Jeramy",SR-4,Oregon,13:47.40,Stanford Invitational,2016-04-01,5000,M
25,"Buchanan, Reid",SR-4,Portland,13:48.56,Payton Jordan Invitational,2016-05-01,5000,M
26,"Dressel, John",FR-1,Colorado,13:48.88,Stanford Invitational,2016-04-01,5000,M
27,"Wynne, Henry",JR-3,Virginia,13:49.35,Virginia Quad Meet,2016-04-08,5000,M
28,"Walling, Ryan",SR-4,Mississippi,13:49.44,Payton Jordan Invitational,2016-05-01,5000,M
29,"George, Alex",FR-1,Arkansas,13:49.46,Stanford Invitational,2016-04-01,5000,M
30,"Hunter, Rorey",SR-4,Indiana,13:50.09,Stanford Invitational,2016-04-01,5000,M
31,"Cheserek, Edward",JR-3,Oregon,13:50.82,Pepsi Invitational,2016-04-09,5000,M
32,"Vargas, Luis",SR-4,North Carolina St.,13:50.88,Stanford Invitational,2016-04-01,5000,M
33,"Kincaid, William",SR-4,Portland,13:51.35,Payton Jordan Invitational,2016-05-01,5000,M
34,"Geberkidane, Cerake",FR-1,Oklahoma State,13:51.79,Stanford Invitational,2016-04-01,5000,M
35,"Abrahamsen, Jakob",SO-2,Eastern Kentucky,13:52.29,Virginia Challenge,2016-04-22,5000,M
36,"Barraza, Brian",JR-3,Houston,13:52.52,Penn Relays,2016-04-28,5000,M
37,"Leibold, Collin",SR-4,Stanford,13:53.15,Payton Jordan Invitational,2016-05-01,5000,M
38,"Scott, Marc",JR-3,Tulsa,13:53.19,Payton Jordan Invitational,2016-05-01,5000,M
39,"Rockhold, Cole",FR-1,Colorado St.,13:53.30,Mt. SAC Relays,2016-04-14,5000,M
40,"McMillan, Connor",SO-2,BYU,13:53.53,Mt. SAC Relays,2016-04-14,5000,M
41,"Bruce, Jack",SO-2,Arkansas,13:54.15,Stanford Invitational,2016-04-01,5000,M
42,"Guillorel, Arse'ne",SO-2,Samford,13:54.22,Payton Jordan Invitational,2016-05-01,5000,M
43,"Nowak, Craig",JR-3,Oklahoma State,13:54.37,Stanford Twilight,2016-04-22,5000,M
44,"Ward, Michael",SO-2,Bradley,13:54.49,Stanford Invitational,2016-04-01,5000,M
45,"Dwyer, James",SR-4,Clemson,13:54.57,Mt. SAC Relays,2016-04-14,5000,M
46,"Domanic, Robert",JR-3,Mississippi,13:54.64,Payton Jordan Invitational,2016-05-01,5000,M
47,"Derrick, Mark",JR-3,North Carolina,13:54.71,Raleigh Relays,2016-03-25,5000,M
48,"Kibichiy, Edwin",JR-3,Louisville,13:54.73,ACC Championships,2016-05-13,5000,M
49,"Thompson, Shaun",SR-4,Duke,13:54.76,ACC Championships,2016-05-13,5000,M
50,"Bennie, Colin",SO-2,Syracuse,13:54.77,Virginia Challenge,2016-04-22,5000,M
51,"Aouani, Iliass",FR-1,Lamar,13:55.02,Stanford Invitational,2016-04-01,5000,M
52,"Rodriguez, Nathan",FR-1,Iowa State,13:55.11,Stanford Invitational,2016-04-01,5000,M
53,"Everett, Daniel",SR-4,Iowa State,13:55.13,Stanford Twilight,2016-04-22,5000,M
54,"Flynn, Steven",JR-3,George Mason,13:55.26,Raleigh Relays,2016-03-25,5000,M
55,"Fletcher, Aaron",SR-4,BYU,13:55.64,Mt. SAC Relays,2016-04-14,5000,M
56,"Mann, Jordan",SR-4,Providence,13:56.02,Stanford Invitational,2016-04-01,5000,M
57,"Gonzalez, Gabe",SR-4,Arkansas,13:56.03,Payton Jordan Invitational,2016-05-01,5000,M
58,"Beller, Micah",SO-2,Michigan,13:56.31,Mt. SAC Relays,2016-04-14,5000,M
59,"Moussa, Ammar",SR-4,Colorado,13:56.60,Payton Jordan Invitational,2016-05-01,5000,M
60,"Murray, John",SR-4,Georgetown,13:56.61,Penn Relays,2016-04-28,5000,M
61,"Schwartzer, Matthew",JR-3,Indiana,13:56.66,Stanford Invitational,2016-04-01,5000,M
62,"Albertson, CJ",JR-3,Arizona State,13:56.89,Mt. SAC Relays,2016-04-14,5000,M
63,"Tedder, Mark",JR-3,Cornell,13:57.38,Bruin Legends of T&F Distance Carnival,2016-04-01,5000,M
64,"Stevens, Johnathan",SO-2,Washington,13:57.65,Stanford Invitational,2016-04-01,5000,M
65,"Kipkoech, Lawrence",SO-2,Campbell,13:57.77,Mt. SAC Relays,2016-04-14,5000,M
66,"Simon, Meron",SR-4,North Carolina St.,13:58.10,Stanford Invitational,2016-04-01,5000,M
67,"Glines, Cory",SO-2,Northern Arizona,13:58.17,Payton Jordan Invitational,2016-05-01,5000,M
68,"Terer, Amon",SR-4,Campbell,13:58.32,Raleigh Relays,2016-03-25,5000,M
69,"Chapin, Joey",SR-4,Dartmouth,13:58.35,Raleigh Relays,2016-03-25,5000,M
70,"Whitelaw, Austin",SR-4,Tennessee,13:58.54,Penn Relays,2016-04-28,5000,M
71,"Tuitoek, Evans",SR-4,Texas Tech,13:58.56,2016 Drake Relays presented by Hy-Vee,2016-04-27,5000,M
72,"Price, Brandon",JR-3,Harvard,13:58.57,Stanford Invitational,2016-04-01,5000,M
73,"Werley, Lane",SR-4,UCLA,13:58.58,Mt. SAC Relays,2016-04-14,5000,M
74,"Keter, Benard",JR-3,Texas Tech,13:58.80,2016 Drake Relays presented by Hy-Vee,2016-04-27,5000,M
75,"Crist, Jason",JR-3,Indiana,13:58.82,Stanford Invitational,2016-04-01,5000,M
76,"Shawhan, Dylan",SR-4,BYU,13:58.86,2016 Oxy Invitational (College/University),2016-05-07,5000,M
77,"Hoover, Caleb",SR-4,Northern Arizona,13:58.94,Bryan Clay Invitational,2016-04-14,5000,M
78,"Blankenbaker, Dylan",JR-3,Oklahoma,13:58.97,Stanford Invitational,2016-04-01,5000,M
79,"Palamar, Adam",JR-3,Syracuse,13:59.03,Stanford Invitational,2016-04-01,5000,M
80,"Gardner, Andrew",SO-2,Washington,13:59.09,Pac-12 Outdoor Track & Field Championships,2016-05-14,5000,M
81,"Linkletter, Rory",FR-1,BYU,13:59.60,2016 Oxy Invitational (College/University),2016-05-07,5000,M
82,"Chandler, Mark",JR-3,Indiana,13:59.83,Penn Relays,2016-04-28,5000,M
83,"Reeder, Troy",SO-2,Furman,13:59.86,Raleigh Relays,2016-03-25,5000,M
84,"Fischer, Reed",SO-2,Drake,14:00.28,2016 Drake Relays presented by Hy-Vee,2016-04-27,5000,M
85,"Baumgarten, Aaron",SO-2,Michigan,14:00.64,Mt. SAC Relays,2016-04-14,5000,M
86,"Barnett, Ian",SR-4,Illinois,14:00.68,2016 Drake Relays presented by Hy-Vee,2016-04-27,5000,M
87,"Coughler, Jeremy",SO-2,Indiana,14:00.73,Stanford Invitational,2016-04-01,5000,M
88,"Hardy, Joe",SO-2,Wisconsin,14:00.81,Stanford Twilight,2016-04-22,5000,M
89,"Parsons, George",JR-3,North Carolina St.,14:00.96,ACC Championships,2016-05-13,5000,M
90,"Sheeran, Will",SR-4,Brown,14:01.07,Raleigh Relays,2016-03-25,5000,M
91,"McClintock, Matt",SR-4,Purdue,14:01.10,2016 Drake Relays presented by Hy-Vee,2016-04-27,5000,M
92,"Miller, Chartt",SO-2,Iona,14:01.14,2016 Colonial Relays,2016-03-31,5000,M
93,"Weaverling, Chase",SO-2,Virginia,14:01.20,Virginia Quad Meet,2016-04-08,5000,M
94,"Forsyth, Ryan",FR-1,Colorado,14:01.27,Stanford Invitational,2016-04-01,5000,M
95,"Ali, Obsa",JR-3,Minnesota,14:01.55,Stanford Invitational,2016-04-01,5000,M
96,"Rafla, Andrew",SO-2,Boise State,14:01.72,Stanford Invitational,2016-04-01,5000,M
97,"Oelstad, Vegard",SR-4,Oklahoma State,14:02.13,Stanford Twilight,2016-04-22,5000,M
98,"Laari, Sampson",JR-3,Mid. Tenn. State,14:02.22,Mt. SAC Relays,2016-04-14,5000,M
99,"Weitz, Nathan",JR-3,Northern Arizona,14:02.39,Bryan Clay Invitational,2016-04-14,5000,M
100,"Boyal, Swarnjit",JR-3,Cal Poly,14:02.40,Mt. SAC Relays,2016-04-14,5000,M
1,"Kithuka, Kennedy",SR-4,Texas Tech,13:26.98,Mt. SAC Relays,2014-04-17,5000,M
2,"Erassa, Kirubel",JR-3,Oklahoma State,13:27.55,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
3,"Ahmed, Mohammed",SR-4,Wisconsin,13:28.02,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
4,"Dunbar, Trevor",SR-4,Oregon,13:32.38,Mt. SAC Relays,2014-04-17,5000,M
5,"Caldwell, Luke",SR-4,New Mexico,13:33.28,Mt. SAC Relays,2014-04-17,5000,M
6,"Rosa, Joe",JR-3,Stanford,13:33.56,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
7,"Ward, Jared",SR-4,BYU,13:34.74,Mt. SAC Relays,2014-04-17,5000,M
8,"Olson, Erik",JR-3,Stanford,13:36.91,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
9,"Kipchirchir, Shadrack",SR-4,Oklahoma State,13:37.68,Mt. SAC Relays,2014-04-17,5000,M
10,"Pearson, Morgan",SO-2,Colorado,13:38.92,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
11,"Simons, John",SR-4,Minnesota,13:39.11,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
12,"Connor, Reed",SR-4,Wisconsin,13:39.34,Mt. SAC Relays,2014-04-17,5000,M
13,"Lalang, Lawi",SR-4,Arizona,13:41.44,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,M
14,"Happe, Nick",SR-4,Notre Dame,13:43.55,Stanford Invitational,2014-04-04,5000,M
15,"Leakos, James",SR-4,Harvard,13:44.57,Mt. SAC Relays,2014-04-17,5000,M
16,"Herson, Ryan",SO-2,Arizona State,13:44.81,Mt. SAC Relays,2014-04-17,5000,M
17,"Jenkins, Eric",JR-3,Oregon,13:45.27,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,M
18,"Stinson, Parker",SR-4,Oregon,13:45.62,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
19,"Bouchikhi, Soufiane",SR-4,Eastern Kentucky,13:45.92,Mt. SAC Relays,2014-04-17,5000,M
20,"Meddles, Wade",SR-4,Eastern Kentucky,13:46.27,Stanford Invitational,2014-04-04,5000,M
21,"Colley, Andrew",SR-4,North Carolina St.,13:46.74,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
22,"Cheserek, Edward",FR-1,Oregon,13:46.77,Oregon Relays,2014-04-17,5000,M
23,"Strum, Weston",JR-3,Loyola Marymount,13:47.28,Stanford Invitational,2014-04-04,5000,M
24,"Murphy, Pierce",SO-2,Colorado,13:48.74,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
25,"Awad, Thomas",SO-2,Penn,13:48.90,Raleigh Relays (College/University),2014-03-28,5000,M
26,"Saarel, Ben",FR-1,Colorado,13:48.97,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
27,"Hillenbrand, Matt",SR-4,Kentucky,13:49.24,Stanford Invitational,2014-04-04,5000,M
28,"Shrader, Brian",JR-3,Northern Arizona,13:49.26,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
29,"Crawford, Graham",SO-2,North Carolina St.,13:49.27,Raleigh Relays (College/University),2014-03-28,5000,M
30,"Haile, Solomon",SR-4,Arkansas,13:49.28,Stanford Invitational,2014-04-04,5000,M
31,"Rhynard, Caleb",SO-2,Michigan State,13:49.60,Raleigh Relays (College/University),2014-03-28,5000,M
32,"Rutherford, Ryan",JR-3,Illinois State,13:49.99,Jesse Owens Track Classic,2014-04-18,5000,M
33,"Rosa, Jim",JR-3,Stanford,13:50.55,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,M
34,"Hehir, Martin",JR-3,Syracuse,13:50.88,Stanford Invitational,2014-04-04,5000,M
35,"Jordan, Drew",SR-4,Washington St.,13:52.40,Stanford Invitational,2014-04-04,5000,M
36,"Zienasellassie, Futsum",SO-2,Northern Arizona,13:52.43,Stanford Invitational,2014-04-04,5000,M
37,"Presson, Isaac",SR-4,North Carolina,13:52.93,Stanford Invitational,2014-04-04,5000,M
38,"Clevenger , Michael",SO-2,Notre Dame,13:53.37,Stanford Invitational,2014-04-04,5000,M
39,"Doughty, Brandon",SO-2,Oklahoma,13:53.48,Stanford Invitational,2014-04-04,5000,M
40,"Springer, Andrew",SR-4,Georgetown,13:54.43,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
41,"Bitchell, Adam",SR-4,New Mexico,13:54.48,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
42,"Ferlic, Mason",SO-2,Michigan,13:55.12,Mt. SAC Relays,2014-04-17,5000,M
43,"Stabler, Sam",JR-3,Lamar,13:55.16,Mt. SAC Relays,2014-04-17,5000,M
44,"Hunter, Rorey",JR-3,Indiana,13:55.20,Stanford Invitational,2014-04-04,5000,M
45,"McElroy, Matt",JR-3,Northern Arizona,13:55.56,Mt. SAC Relays,2014-04-17,5000,M
46,"Hurysz, Jake",JR-3,Colorado,13:55.57,Pac-12 Outdoor Track and Field Championships,2014-05-17,5000,M
47,"Schellberg, Pat",JR-3,North Carolina,13:55.77,Stanford Invitational,2014-04-04,5000,M
47,"Carr, Curtis",SR-4,BYU,13:55.77,Stanford Invitational,2014-04-04,5000,M
49,"Winter, Connor",SO-2,Colorado,13:55.91,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
50,"Moussa, Ammar",SO-2,Colorado,13:56.00,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
51,"Tiernan, Patrick",FR-1,Villanova,13:56.01,BIG EAST Outdoor Track & Field Championships,2014-05-09,5000,M
52,"Edman, Ferdinand",SO-2,UCLA,13:56.87,Mt. SAC Relays,2014-04-17,5000,M
53,"Trouard, Andy",FR-1,Northern Arizona,13:56.95,Stanford Invitational,2014-04-04,5000,M
54,"VanVoorhis, Michael",SR-4,Wisconsin,13:57.07,Mt. SAC Relays,2014-04-17,5000,M
55,"Elliott, David",SO-2,Boise State,13:57.21,Stanford Invitational,2014-04-04,5000,M
56,"Joyce, Thomas",SO-2,California,13:57.31,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
57,"Kebenei, Stanley",JR-3,Arkansas,13:57.49,Mt. SAC Relays,2014-04-17,5000,M
58,"Clorley, Daniel",SR-4,Iona,13:57.60,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
59,"Theroux, Blake",JR-3,Colorado,13:57.62,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
60,"Lord, Brandon",JR-3,Georgia,13:58.46,Mt. SAC Relays,2014-04-17,5000,M
61,"Udland, Tyler",SR-4,Princeton,13:58.52,Larry Ellis Invitational,2014-04-16,5000,M
62,"Mueller, Tyler",SR-4,Lehigh,13:58.81,Larry Ellis Invitational,2014-04-16,5000,M
63,"Thompson, Shaun",JR-3,Duke,13:58.82,Raleigh Relays (College/University),2014-03-28,5000,M
64,"Rose, Alexander",SR-4,Wake Forest,13:59.07,Stanford Invitational,2014-04-04,5000,M
65,"Perry, David",JR-3,Portland,13:59.10,Mt. SAC Relays,2014-04-17,5000,M
66,"Topfer, Jannis",SR-4,Illinois,13:59.17,Tiger Classic 2014,2014-04-04,5000,M
67,"Arroyo Yamin, Alejandro",SR-4,Princeton,13:59.21,Larry Ellis Invitational,2014-04-16,5000,M
68,"Elkaim, Jeramy",SO-2,Oregon,13:59.25,Pepsi Dual,2014-04-05,5000,M
69,"Dooney, Kevin",SO-2,Yale,13:59.38,Penn Relays,2014-04-24,5000,M
70,"Purnell, Tom",SO-2,Harvard,13:59.42,Mt. SAC Relays,2014-04-17,5000,M
71,"Buchanan, Reid",JR-3,Kansas,13:59.44,Stanford Invitational,2014-04-04,5000,M
72,"Barnett, Ian",SO-2,Illinois,13:59.65,Mt. SAC Relays,2014-04-17,5000,M
73,"Frias, Chris",SR-4,Cal Poly,13:59.80,Mt. SAC Relays,2014-04-17,5000,M
74,"Milam, Willie",JR-3,Gonzaga,14:00.19,Mt. SAC Relays,2014-04-17,5000,M
75,"Straneva, Max",JR-3,Syracuse,14:00.48,Stanford Invitational,2014-04-04,5000,M
76,"Rayyan, Morsi",JR-3,Michigan,14:00.77,Mt. SAC Relays,2014-04-17,5000,M
77,"Barrus, Ryan",SR-4,Southern Utah,14:01.24,Stanford Invitational,2014-04-04,5000,M
78,"Bendtsen, Chris",SR-4,Princeton,14:01.28,Larry Ellis Invitational,2014-04-16,5000,M
79,"McClintock, Matt",SO-2,Purdue,14:01.33,2014 Drake Relays presented by Hy-Vee,2014-04-23,5000,M
80,"Esselink, Evan",JR-3,Indiana,14:01.67,Penn Relays,2014-04-24,5000,M
81,"Saad, Julian",SR-4,Providence,14:01.90,Stanford Invitational,2014-04-04,5000,M
82,"Freriks, Tim",SR-4,Northern Arizona,14:02.72,Stanford Invitational,2014-04-04,5000,M
83,"Lewis, Kevin",JR-3,Iowa,14:02.78,Stanford Invitational,2014-04-04,5000,M
84,"Edmonds, Caleb",SR-4,Liberty,14:02.84,Raleigh Relays (College/University),2014-03-28,5000,M
85,"Werley, Lane",SO-2,UCLA,14:02.85,2014 Oxy Invitational (Colleges/Junior Colleges),2014-05-10,5000,M
86,"Gallagher, Wesley",SO-2,Northeastern,14:02.90,Stanford Invitational,2014-04-04,5000,M
87,"Schroeder, Stephen",SO-2,Navy,14:02.93,Larry Ellis Invitational,2014-04-16,5000,M
88,"Sollowin, Stephen",JR-3,Northeastern,14:02.99,Stanford Invitational,2014-04-04,5000,M
89,"Hardin, Josh",SR-4,Northern Arizona,14:03.06,Penn Relays,2014-04-24,5000,M
90,"Degfae, Leoule",SR-4,Virginia Tech,14:03.21,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
91,"Abbey, Jefferson",FR-1,Colorado St.,14:03.29,Mt. SAC Relays,2014-04-17,5000,M
92,"Kahleifeh, Adam",SR-4,Kentucky,14:03.48,Penn Relays,2014-04-24,5000,M
93,"Lawson, John",FR-1,California,14:03.78,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
94,"Thater, Danny",SR-4,Tulsa,14:03.97,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
95,"Smith, Jacob",SR-4,High Point,14:04.14,Raleigh Relays (College/University),2014-03-28,5000,M
96,"Bosshard, Joe",SR-4,Colorado,14:04.34,Payton Jordan Cardinal Invitational,2014-05-04,5000,M
97,"Causey, Eric",SO-2,San Francisco,14:04.67,Mt. SAC Relays,2014-04-17,5000,M
98,"Bleday, John",JR-3,Dartmouth,14:04.71,Mt. SAC Relays,2014-04-17,5000,M
99,"Pinales, Mark",JR-3,Texas,14:04.98,Penn Relays,2014-04-24,5000,M
100,"Zacharias, Patrick",JR-3,New Mexico,14:05.11@,Mountain West Outdoor Track & Field Championships,2014-05-14,5000,M
1,"Day, Tyler",JR-3,Northern Arizona,13:25.06,Payton Jordan Invitational,2019-05-02,5000,M
2,"Fisher, Grant",SR-4,Stanford,13:29.52,Cardinal Classic,2019-04-19,5000,M
3,"Mantz, Conner",SO-2,BYU,13:29.73,Payton Jordan Invitational,2019-05-02,5000,M
4,"Beamish, Geordie",JR-3,Northern Arizona,13:31.58,Payton Jordan Invitational,2019-05-02,5000,M
5,"Young, Clayton",SR-4,BYU,13:31.79,Payton Jordan Invitational,2019-05-02,5000,M
6,"Teare, Cooper",SO-2,Oregon,13:32.73,Cardinal Classic,2019-04-19,5000,M
7,"Ratcliffe, Thomas",SO-2,Stanford,13:32.81,Cardinal Classic,2019-04-19,5000,M
8,"Kurgat, Edwin",JR-3,Iowa State,13:34.10,Cardinal Classic,2019-04-19,5000,M
9,"Fahy, Steven",SR-4,Stanford,13:34.80,Cardinal Classic,2019-04-19,5000,M
10,"Kigen, Gilbert",SR-4,Alabama,13:34.95,Bryan Clay Invitational,2019-04-17,5000,M
11,"Rockhold, Cole",SR-4,Colorado St.,13:35.26,Bryan Clay Invitational,2019-04-17,5000,M
12,"Klecker, Joe",JR-3,Colorado,13:35.95,Bryan Clay Invitational,2019-04-17,5000,M
13,"Brandt, Robert",JR-3,UCLA,13:36.18,Mt. SAC Relays,2019-04-18,5000,M
14,"Linkletter, Rory",SR-4,BYU,13:36.41,Bryan Clay Invitational,2019-04-17,5000,M
15,"Grijalva, Luis",SO-2,Northern Arizona,13:37.11,Payton Jordan Invitational,2019-05-02,5000,M
16,"Boit, Gilbert",JR-3,Arkansas,13:37.74,Bryan Clay Invitational,2019-04-17,5000,M
17,"Forsyth, Ryan",SR-4,Colorado,13:38.01,Cardinal Classic,2019-04-19,5000,M
18,"Templeton, Aaron",SR-4,Furman,13:39.39,Cardinal Classic,2019-04-19,5000,M
19,"Kipkoech, Lawrence",SR-4,Campbell,13:42.08,Duke Invitational,2019-04-19,5000,M
20,"Lane, Connor",FR-1,Stanford,13:42.31,Payton Jordan Invitational,2019-05-02,5000,M
20,"Chelanga, Alfred",SR-4,Alabama,13:42.31,Bryan Clay Invitational,2019-04-17,5000,M
22,"Ostberg, Alex",JR-3,Stanford,13:42.44,Payton Jordan Invitational,2019-05-02,5000,M
23,"Dressel, John",JR-3,Colorado,13:42.57,Cardinal Classic,2019-04-19,5000,M
24,"Rogers, Alex",SR-4,Texas,13:43.97,Bryan Clay Invitational,2019-04-17,5000,M
25,"Mau, Kyle",JR-3,Indiana,13:44.43,Stanford Invitational,2019-03-29,5000,M
26,"Veatch, Ben",SO-2,Indiana,13:45.92,Stanford Invitational,2019-03-29,5000,M
27,"Mwaura, James",FR-1,Gonzaga,13:46.17,Payton Jordan Invitational,2019-05-02,5000,M
