,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,EVENT,GENDER
43,"Whetten, Hailey",JR-3,Weber State,33:58.66,Stanford Invitational,2017-03-31,10000,W
44,"Bradley, Lindsey",FR-1,Baylor,33:59.56,Big 12 Outdoor Track & Field Championships,2017-05-12,10000,W
45,"Pelletier, Alexa",JR-3,Notre Dame,33:59.73,Stanford Invitational,2017-03-31,10000,W
46,"Wiersma, Alexis",SR-4,Michigan State,34:01.65,Big Ten Outdoor Championships,2017-05-12,10000,W
47,"Albertson, Chelsey",SR-4,Arizona State,34:01.68,Pac-12 Championships,2017-05-13,10000,W
48,"Walny, Rachel",SO-2,Bowling Green,34:02.57,Mt. SAC Relays,2017-04-13,10000,W
49,"Drazba, Maggie",JR-3,West Virginia,34:04.26,Stanford Invitational,2017-03-31,10000,W
50,"Van Ord, Tristin",SR-4,Appalachian State,34:04.64,Raleigh Relays,2017-03-24,10000,W
51,"Kennedy, Isabelle",JR-3,Boston College,34:04.87,2017 Colonial Relays,2017-03-30,10000,W
52,"Schriever, Gillian",SO-2,Pittsburgh,34:05.13,Stanford Invitational,2017-03-31,10000,W
53,"Munks, Kathryn",FR-1,Penn State,34:05.28,Big Ten Outdoor Championships,2017-05-12,10000,W
54,"Murphy, Grayson",JR-3,Utah,34:06.69,Mt. SAC Relays,2017-04-13,10000,W
55,"England, Mary Alex",SR-4,Ole Miss,34:07.45,Stanford Invitational,2017-03-31,10000,W
56,"Bean, Emily",JR-3,Ole Miss,34:07.57,Stanford Invitational,2017-03-31,10000,W
57,"Young, Laura",JR-3,BYU,34:07.86,Mt. SAC Relays,2017-04-13,10000,W
58,"Whiting, Cleo",SR-4,Penn,34:09.65,Stanford Invitational,2017-03-31,10000,W
59,"Heffernan, Annie",FR-1,Notre Dame,34:11.17,Virginia Challenge,2017-04-21,10000,W
60,"Bothma, Annie",FR-1,Coastal Carolina,34:12.04,Sun Belt Outdoor Track and Field Championships,2017-05-12,10000,W
61,"Zerrenner, Addi",JR-3,Arizona,34:13.00,Stanford Invitational,2017-03-31,10000,W
62,"Mildes, Jessica",SR-4,Gonzaga,34:13.96,Mt. SAC Relays,2017-04-13,10000,W
63,"Verdon, Carrie",SR-4,Colorado,34:14.63,Pac-12 Championships,2017-05-13,10000,W
64,"Werner, Taylor",FR-1,Arkansas,34:15.71,SEC Outdoor Track & Field Championships,2017-05-11,10000,W
65,"Tretbar, Brittany",SR-4,Oklahoma,34:15.78,Mt. SAC Relays,2017-04-13,10000,W
66,"Davis, Amy",SO-2,Wisconsin,34:16.95,Big Ten Outdoor Championships,2017-05-12,10000,W
67,"Blaase, Chelsea",SR-4,Tennessee,34:17.68,Virginia Challenge,2017-04-21,10000,W
68,"Ness, Bailey",SO-2,Minnesota,34:17.74,Big Ten Outdoor Championships,2017-05-12,10000,W
69,"Benner, Emma",FR-1,Purdue,34:19.41,Mt. SAC Relays,2017-04-13,10000,W
70,"Lambert, Caroline",SO-2,Toledo,34:21.50,Stanford Invitational,2017-03-31,10000,W
71,"Feivor, Brittney",SR-4,Marquette,34:25.78,BIG EAST Outdoor Track & Field Championships,2017-05-12,10000,W
72,"Lee, Michelle",SR-4,Wisconsin,34:30.25,Big Ten Outdoor Championships,2017-05-12,10000,W
73,"McLaughlin, Abigail",FR-1,Columbia,34:31.21,Raleigh Relays,2017-03-24,10000,W
74,"Rose, Isabella",FR-1,Oklahoma,34:31.43,Stanford Invitational,2017-03-31,10000,W
75,"Eichkorn, Amber",SR-4,South Dakota,34:32.60,Mt. SAC Relays,2017-04-13,10000,W
76,"Meydrich, Mia",JR-3,Miss State,34:32.98,SEC Outdoor Track & Field Championships,2017-05-11,10000,W
77,"Jensen, Alice",SO-2,BYU,34:33.91,Mt. SAC Relays,2017-04-13,10000,W
78,"McNulty, Abbie",SO-2,Stanford,34:33.98,Stanford Invitational,2017-03-31,10000,W
79,"Schulte, Tatjana",FR-1,San Francisco,34:34.40,2017 West Coast Last Chance Open,2017-05-12,10000,W
80,"Koon, Rachel",SO-2,North Carolina St.,34:35.01,ACC Outdoor Track & Field Championships,2017-05-12,10000,W
81,"Schwartz, Kelsie",SO-2,Michigan State,34:35.36,Big Ten Outdoor Championships,2017-05-12,10000,W
82,"McKenna, Molly",JR-3,William and Mary,34:35.67,2017 Colonial Relays,2017-03-30,10000,W
83,"Maritim, Joan",JR-3,Campbell,34:35.83,Raleigh Relays,2017-03-24,10000,W
84,"Silva, Yesenia",SR-4,BYU,34:36.01,Mt. SAC Relays,2017-04-13,10000,W
85,"Christen, Hannah",JR-3,Ole Miss,34:36.44,Stanford Invitational,2017-03-31,10000,W
86,"Hirsch, Sidney",SR-4,Wichita State,34:37.87,Stanford Invitational,2017-03-31,10000,W
87,"Scavuzzo, Maria",JR-3,Miami (Ohio),34:38.19,Mt. SAC Relays,2017-04-13,10000,W
88,"Darling, Kathleen",SR-4,Notre Dame,34:38.24,Stanford Invitational,2017-03-31,10000,W
89,"Perez, Madeline",JR-3,Georgetown,34:40.76,BIG EAST Outdoor Track & Field Championships,2017-05-12,10000,W
90,"Roper, Cali",SR-4,Rice,34:40.96,Mt. SAC Relays,2017-04-13,10000,W
91,"Sorensen, Shaelyn",SO-2,Wisconsin,34:42.03,Big Ten Outdoor Championships,2017-05-12,10000,W
92,"Dodge, Jenica",JR-3,Idaho State,34:42.63,Mt. SAC Relays,2017-04-13,10000,W
93,"Sagnes, Mathilde",JR-3,Portland,34:42.90,Mt. SAC Relays,2017-04-13,10000,W
94,"Sandoval, Jennifer",FR-1,San Jose St.,34:44.17,Mt. SAC Relays,2017-04-13,10000,W
95,"Reiter, Sarah",SR-4,Eastern Washington,34:44.39,Mt. SAC Relays,2017-04-13,10000,W
96,"Drop, Samantha",FR-1,Georgia,34:45.66,SEC Outdoor Track & Field Championships,2017-05-11,10000,W
97,"Scott, Catherine",SR-4,Bucknell,34:46.48,Bison Outdoor Classic,2017-04-14,10000,W
98,"Goethals, Jessica",SO-2,Michigan State,34:46.49,Raleigh Relays,2017-03-24,10000,W
99,"Thomas, Peyton",SR-4,Baylor,34:46.64,Big 12 Outdoor Track & Field Championships,2017-05-12,10000,W
100,"Miller, Hannah",FR-1,SMU,34:47.28,The American Outdoor Track & Field Championships,2017-05-12,10000,W
1,"Kirk, Elinor",SR-4,UAB,32:17.05,Stanford Invitational,2014-04-04,10000,W
2,"Bates, Emma",JR-3,Boise State,32:20.83,Payton Jordan Cardinal Invitational,2014-05-04,10000,W
3,"Bottorff, Juliet",SR-4,Duke,32:25.69,Payton Jordan Cardinal Invitational,2014-05-04,10000,W
4,"Kibet, Elvin",JR-3,Arizona,32:40.22,Mt. SAC Relays,2014-04-17,10000,W
5,"Stites, Emily",SO-2,William and Mary,32:41.55,Mt. SAC Relays,2014-04-17,10000,W
6,"Finn, Erin",FR-1,Michigan,32:41.65,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
7,"Avery, Kate",SO-2,Iona,32:42.11,Payton Jordan Cardinal Invitational,2014-05-04,10000,W
8,"Walker, Hannah",JR-3,Florida State,32:56.90,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
9,"Goethals, Megan",SR-4,Washington,33:05.77,Stanford Invitational,2014-04-04,10000,W
10,"D'Agostino, Abbey",SR-4,Dartmouth,33:10.38,Ivy League Outdoor Track & Field Championships,2014-05-10,10000,W
11,"Blaase, Chelsea",FR-1,Tennessee,33:13.94,Stanford Invitational,2014-04-04,10000,W
12,"Malone, Margo",SO-2,Syracuse,33:15.02,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
13,"Flanagan, Lindsay",SR-4,Washington,33:15.12,Stanford Invitational,2014-04-04,10000,W
14,"McGlinchey, Meghan",SR-4,La Salle,33:15.95,Stanford Invitational,2014-04-04,10000,W
15,"Levene, Abby",SR-4,Colorado,33:17.58,Stanford Invitational,2014-04-04,10000,W
16,"Thompson, Joanna",JR-3,North Carolina St.,33:24.61,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
17,"Curham, Megan",FR-1,Princeton,33:24.79,Ivy League Outdoor Track & Field Championships,2014-05-10,10000,W
18,"Winterton, Rebekah",JR-3,Utah,33:28.43,Mt. SAC Relays,2014-04-17,10000,W
19,"Balouris, Elaina",SR-4,William and Mary,33:31.59,Mt. SAC Relays,2014-04-17,10000,W
20,"Santisteban, Kelsey",JR-3,California,33:31.85,Stanford Invitational,2014-04-04,10000,W
21,"Rapp, Sarah",JR-3,Virginia Tech,33:32.16,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
22,"Collins, Sarah",SO-2,Providence,33:36.36,BIG EAST Outdoor Track & Field Championships,2014-05-09,10000,W
23,"Sorna, Rachel",SR-4,Cornell,33:36.46,Ivy League Outdoor Track & Field Championships,2014-05-10,10000,W
24,"Mickle, Olivia",SR-4,Texas,33:40.14,Stanford Invitational,2014-04-04,10000,W
25,"Verdon, Carrie",SO-2,Colorado,33:42.02,Stanford Invitational,2014-04-04,10000,W
26,"Pagano, Sarah",SR-4,Syracuse,33:42.14,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
27,"Anderson, Elizabeth",JR-3,Vanderbilt,33:44.76,Stanford Invitational,2014-04-04,10000,W
28,"Robison, Diane",JR-3,Arkansas,33:47.79,Mt. SAC Relays,2014-04-17,10000,W
29,"Busch, Kristen",SO-2,Bradley,33:48.36,Stanford Invitational,2014-04-04,10000,W
30,"Scott, Dominique",SO-2,Arkansas,33:51.84,SEC Outdoor Championship,2014-05-15,10000,W
31,"Anderson, Leigha",SO-2,Penn State,33:52.32,Penn Relays,2014-04-24,10000,W
32,"Aubert, Kristina",SR-4,Arkansas State,33:54.20,Stanford Invitational,2014-04-04,10000,W
33,"Shea, Sheree",SR-4,Loyola Marymount,33:55.73,Mt. SAC Relays,2014-04-17,10000,W
34,"Olivas, Adriana",SO-2,Arizona State,33:55.75,Stanford Invitational,2014-04-04,10000,W
35,"Hurst, Susannah",JR-3,Utah,33:55.98,Stanford Invitational,2014-04-04,10000,W
36,"Moen, Katy",JR-3,Iowa State,33:56.80,Mt. SAC Relays,2014-04-17,10000,W
37,"Murphy, Emma-Lisa",FR-1,Wisconsin,34:00.02,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
38,"Otwell, Julia",JR-3,Michigan State,34:00.20,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
39,"Dean, Sarah",SR-4,Portland State,34:00.32,Payton Jordan Cardinal Invitational,2014-05-04,10000,W
40,"Macumber, Cally",SR-4,Kentucky,34:01.52,SEC Outdoor Championship,2014-05-15,10000,W
41,"Montgomery, Hillary",JR-3,Texas A&M,34:01.54,Stanford Invitational,2014-04-04,10000,W
42,"McMahon, Devin",SR-4,Cornell,34:05.46,Stanford Invitational,2014-04-04,10000,W
43,"Nielsen, Nicole",SR-4,BYU,34:05.82,Stanford Invitational,2014-04-04,10000,W
44,"Ward, Taylor",SR-4,Weber State,34:07.86,Stanford Invitational,2014-04-04,10000,W
45,"Fischer, Kaitlyn",FR-1,Missouri,34:08.50,Stanford Invitational,2014-04-04,10000,W
46,"Tonn, Jessica",JR-3,Stanford,34:09.13,Pac-12 Outdoor Track and Field Championships,2014-05-17,10000,W
47,"Lasnicki, Allison",JR-3,West Virginia,34:11.20,Penn Relays,2014-04-24,10000,W
48,"Reese, Emily",SR-4,Harvard,34:11.97,Penn Relays,2014-04-24,10000,W
49,"Berkholtz, Liz",SO-2,Minnesota,34:12.67,Stanford Invitational,2014-04-04,10000,W
50,"Good, Katie",JR-3,Butler,34:13.26,Stanford Invitational,2014-04-04,10000,W
51,"Del Fava, Silvia",SR-4,Albany,34:13.82,Penn Relays,2014-04-24,10000,W
52,"Brown, Kate",SR-4,UAB,34:14.31,Stanford Invitational,2014-04-04,10000,W
53,"Fakler, Sarah",FR-1,Virginia,34:15.20,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
54,"van Steenbergen, Merel",JR-3,Portland,34:16.07,Mt. SAC Relays,2014-04-17,10000,W
55,"Hauger, Maria",FR-1,Virginia,34:16.28,Virginia Challenge,2014-05-09,10000,W
56,"Mustonen, Sanna",JR-3,Portland,34:18.12,Stanford Invitational,2014-04-04,10000,W
57,"Accurso, Juli",JR-3,Ohio U.,34:18.42,"48th Annual Hillsdale College ""GINA"" Relays",2014-04-24,10000,W
57,"Roper, Cali",FR-1,Rice,34:18.42,Mt. SAC Relays,2014-04-17,10000,W
59,"Lattimore, Leigh",JR-3,Lamar,34:19.82,Stanford Invitational,2014-04-04,10000,W
60,"Fischer, Clare",SR-4,Xavier (Ohio),34:21.21,Mt. SAC Relays,2014-04-17,10000,W
61,"Soethout, Jana",SR-4,San Francisco,34:21.41,Stanford Invitational,2014-04-04,10000,W
62,"Kasper, Kirsten",SR-4,Georgetown,34:21.52,Stanford Invitational,2014-04-04,10000,W
63,"Kellner, Caroline",SO-2,Cornell,34:21.94,Stanford Invitational,2014-04-04,10000,W
64,"Durgin, Emily",SO-2,Connecticut,34:22.20,Mt. SAC Relays,2014-04-17,10000,W
65,"Schneider, Alyssa",JR-3,Illinois,34:23.64,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
66,"Anzalone, Gabi",JR-3,Wisconsin,34:26.48,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
67,"Sachtleben, Bethany",JR-3,George Mason,34:27.31,Atlantic 10 Championships,2014-05-03,10000,W
68,"DiMercurio, Nicole",SR-4,Georgia,34:30.21,SEC Outdoor Championship,2014-05-15,10000,W
69,"Lever, Katie",SO-2,Western Kentucky,34:30.45,Stanford Invitational,2014-04-04,10000,W
69,"Williams, Caroline",SR-4,Columbia,34:30.45,Ivy League Outdoor Track & Field Championships,2014-05-10,10000,W
71,"Brender, Melanie",JR-3,Michigan State,34:32.10,Raleigh Relays (College/University),2014-03-28,10000,W
72,"Haughey, Sinead",JR-3,Furman,34:32.57,Virginia Challenge,2014-05-09,10000,W
73,"Tiyouri, Maor",SR-4,San Francisco,34:33.46,Stanford Invitational,2014-04-04,10000,W
74,"Behnke, Amanda",FR-1,Indiana,34:33.69,Penn Relays,2014-04-24,10000,W
75,"Bluske, Samantha",SR-4,Iowa State,34:34.14,Mt. SAC Relays,2014-04-17,10000,W
76,"Golick, Bronte",SO-2,UCLA,34:34.55,Stanford Invitational,2014-04-04,10000,W
77,"Meyer, Svenja",SR-4,Jacksonville,34:34.98,Penn Relays,2014-04-24,10000,W
78,"Henderson, Teghan",FR-1,Chattanooga,34:35.06,Southern Conference Outdoor Track & Field Championships,2014-04-26,10000,W
79,"Bulder, Stephanie",JR-3,Arizona,34:35.63,Mt. SAC Relays,2014-04-17,10000,W
80,"Hoefert, Jessica",JR-3,Saint Louis,34:36.63,Atlantic 10 Championships,2014-05-03,10000,W
81,"Gomez, Kinsey",JR-3,Oregon State,34:37.80,Mt. SAC Relays,2014-04-17,10000,W
82,"Thomas, Michelle",JR-3,Ohio State,34:38.06,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
82,"Hoffmann, Christine",SO-2,UC Davis,34:38.06,Stanford Invitational,2014-04-04,10000,W
84,"Simpson, Elizabeth",SR-4,Cornell,34:38.32,Stanford Invitational,2014-04-04,10000,W
85,"Flack, Jennifer",FR-1,Virginia,34:38.37,ACC Outdoor Track & Field Championships,2014-04-17,10000,W
86,"Greenleaf, Katelyn",SO-2,Alabama,34:38.59,Mt. SAC Relays,2014-04-17,10000,W
87,"Braceras, Nikki",SO-2,Vermont,34:39.00,Mt. SAC Relays,2014-04-17,10000,W
88,"Blaney, Anne-Marie",SO-2,UCF,34:39.59,Mt. SAC Relays,2014-04-17,10000,W
89,"Szpak, Maggi",SO-2,Cornell,34:40.84,Stanford Invitational,2014-04-04,10000,W
90,"Jochen, Karis",FR-1,Texas A&M,34:41.86,Stanford Invitational,2014-04-04,10000,W
91,"Hanley, Viviana",JR-3,Harvard,34:44.51,Penn Relays,2014-04-24,10000,W
92,"Docherty, Laura",SR-4,Minnesota,34:45.67,Big Ten Outdoor Track & Field Championships,2014-05-16,10000,W
93,"Newbery, Mel",SR-4,Oregon,34:45.85,Oregon Relays,2014-04-17,10000,W
94,"Giannotti, Emily",SR-4,Penn State,34:46.89,Penn Relays,2014-04-24,10000,W
95,"Gomell, Annika",JR-3,Saint Louis,34:48.62,Atlantic 10 Championships,2014-05-03,10000,W
96,"England, Mary Alex",FR-1,Mississippi,34:48.66,2014 Drake Relays presented by Hy-Vee,2014-04-23,10000,W
97,"Oram, Allyson",SR-4,Elon,34:49.59,Stanford Invitational,2014-04-04,10000,W
98,"Lamb, Anna",JR-3,Miami (Ohio),34:50.02,Mt. SAC Relays,2014-04-17,10000,W
99,"Lesnar, Breanne",SO-2,Central Michigan,34:50.14,Penn Relays,2014-04-24,10000,W
100,"Hamilton, Samantha",SR-4,Youngstown St.,34:51.17,NCC Gregory Final Qualifier Track & Field Meet 2014,2014-05-15,10000,W
1,"Schweizer, Karissa",SR-4,Missouri,32:00.55,Stanford Invitational,2018-03-30,10000,W
2,"Wright, Alice",SR-4,New Mexico,32:15.73,Stanford Invitational,2018-03-30,10000,W
3,"Lokedi, Sharon",JR-3,Kansas,32:21.19,Stanford Invitational,2018-03-30,10000,W
4,"Kurgat, Ednah",JR-3,New Mexico,32:31.55,Mountain West Outdoor Track & Field Championships,2018-05-09,10000,W
5,"Stoner, Paige",JR-3,Syracuse,32:33.72,Stanford Invitational,2018-03-30,10000,W
6,"Kelati, Weini",FR-1,New Mexico,32:41.92,Mountain West Outdoor Track & Field Championships,2018-05-09,10000,W
7,"Finn, Erin",SR-4,Michigan,32:45.51,Big Ten Championships,2018-05-11,10000,W
8,"Wasike, Dorcas",FR-1,Louisville,32:46.72,ACC Outdoor Championships,2018-05-10,10000,W
9,"Nadel, Samantha",SR-4,Oregon,33:01.82,Stanford Invitational,2018-03-30,10000,W
10,"Rohrer, Anna",SO-2,Notre Dame,33:03.30,ACC Outdoor Championships,2018-05-10,10000,W
11,"Fraser, Vanessa",SR-4,Stanford,33:10.84,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
12,"Benner, Kaitlyn",JR-3,Colorado,33:11.50,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
13,"Malone, Shannon",SR-4,Syracuse,33:13.16,Stanford Invitational,2018-03-30,10000,W
14,"Clark, Erin",SR-4,Colorado,33:14.58,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
15,"Murphy, Grayson",SR-4,Utah,33:17.85,Mt. SAC Relays,2018-04-19,10000,W
16,"LaRocco, Lauren",JR-3,Portland,33:18.62,Mt. SAC Relays,2018-04-19,10000,W
17,"Cunningham, Megan",SR-4,Missouri,33:19.25,2018 Drake Relays presented by Hy-Vee,2018-04-25,10000,W
18,"Cardama Baez, Carmela",SO-2,Oregon,33:24.39,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
19,"Drop, Samantha",SO-2,Georgia,33:28.89,Mt. SAC Relays,2018-04-19,10000,W
20,"Cash, Alli",SR-4,Oregon,33:30.50,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
21,"McNulty, Abbie",JR-3,Stanford,33:31.67,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
22,"Mircheva, Militsa",JR-3,Florida State,33:33.70,Stanford Invitational,2018-03-30,10000,W
23,"Nickerson, Angie",JR-3,Southern Utah,33:34.47,Mt. SAC Relays,2018-04-19,10000,W
24,"Scavuzzo, Maria",SR-4,Miami (Ohio),33:35.72,2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,10000,W
25,"O'Keeffe, Fiona",SO-2,Stanford,33:36.25,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
26,"Smith, Jaci",JR-3,Air Force,33:36.92,Stanford Invitational,2018-03-30,10000,W
27,"Rocha, Catarina",SR-4,Providence,33:39.43,BIG EAST Outdoor Track & Field Championships,2018-05-11,10000,W
28,"Receveur, Katherine",JR-3,Indiana,33:41.22,Big Ten Championships,2018-05-11,10000,W
29,"Frisbie, Anne",JR-3,Iowa State,33:42.53,Stanford Invitational,2018-03-30,10000,W
30,"Morley, Makena",SO-2,Colorado,33:42.64,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
31,"Miller, Hannah",SO-2,SMU,33:43.35,Stanford Invitational,2018-03-30,10000,W
32,"Walny, Rachel",JR-3,Bowling Green,33:48.22,Mt. SAC Relays,2018-04-19,10000,W
33,"Heffernan, Annie",SO-2,Notre Dame,33:48.25,Penn Relays,2018-04-26,10000,W
34,"Schoneborn, Rabea",SR-4,Texas A&M-CC,33:49.46,Mt. SAC Relays,2018-04-19,10000,W
35,"Ratcliffe, Megan",SR-4,Brown,33:49.57,Stanford Invitational,2018-03-30,10000,W
36,"Shine, Andrea",JR-3,Iowa,33:50.25,Stanford Invitational,2018-03-30,10000,W
37,"Drazba, Maggie",SR-4,West Virginia,33:51.71,Stanford Invitational,2018-03-30,10000,W
38,"Lasota, Kelsi",JR-3,Montana State,33:51.85,Mt. SAC Relays,2018-04-19,10000,W
39,"Korir, Vallery",SR-4,Washington St.,33:52.28,Stanford Invitational,2018-03-30,10000,W
40,"Nun, Melanie",SR-4,Colorado,33:52.44,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
41,"McLaughlin, Abigail",SO-2,Columbia,33:53.19,Stanford Invitational,2018-03-30,10000,W
42,"Alcorta, Caroline",JR-3,North Carolina,33:54.23,Raleigh Relays,2018-03-30,10000,W
43,"Jeffers, Carleen",JR-3,Brown,33:54.92,Stanford Invitational,2018-03-30,10000,W
44,"Kemp, Erika",SR-4,North Carolina St.,33:55.38,ACC Outdoor Championships,2018-05-10,10000,W
45,"Yanek, Mckenzie",FR-1,Alabama,33:58.14,2018 Cardinal Classic,2018-04-20,10000,W
46,"Zerrenner, Addi",SR-4,Arizona,33:59.63,Stanford Invitational,2018-03-30,10000,W
47,"O'Brien, Clare",SO-2,Boise State,34:00.33,Mountain West Outdoor Track & Field Championships,2018-05-09,10000,W
48,"Pyzik, Weronika",JR-3,San Francisco,34:03.23,2018 Brutus Hamilton Invitational,2018-04-28,10000,W
49,"Sandoval, Jennifer",SO-2,San Jose St.,34:03.65,Stanford Invitational,2018-03-30,10000,W
50,"Brenner, Courtney",SO-2,Lipscomb,34:03.77,Virginia Challenge,2018-04-20,10000,W
51,"Gram, Lynsie",SO-2,Michigan State,34:05.55,Raleigh Relays,2018-03-30,10000,W
52,"Jochen, Karis",SR-4,Texas A&M,34:07.95,Mt. SAC Relays,2018-04-19,10000,W
53,"Hamilton, Kari",SR-4,Eastern Washington,34:09.85,Mt. SAC Relays,2018-04-19,10000,W
54,"Neal, Kaitlyn",SO-2,Washington,34:10.05,2018 Pac-12 Track & Field Championships,2018-05-12,10000,W
55,"Taylor, Charlotte",SR-4,San Francisco,34:10.23,2018 Brutus Hamilton Invitational,2018-04-28,10000,W
56,"Burda, Bella",JR-3,Villanova,34:11.19,BIG EAST Outdoor Track & Field Championships,2018-05-11,10000,W
57,"Tostenson, Gracie",JR-3,Boise State,34:14.11,Mountain West Outdoor Track & Field Championships,2018-05-09,10000,W
58,"McConnochie, Grace",SR-4,Boise State,34:14.18,Stanford Invitational,2018-03-30,10000,W
59,"Zenkeviciute, Gintare",SR-4,Oklahoma State,34:15.18,Stanford Invitational,2018-03-30,10000,W
